fee_to_reward90rocUSD,median_transaction_fee90rocUSD,mediantransactionvalueUSD,mining_profitability90roc,sentinusd90rocUSD,transactions90roc,transactionvalue90rocUSD,priceUSD
4.68,0.179,137.454,0.64,1066116523.0,267471.0,6440.0,1006.0
5.251,0.197,137.215,0.682,1302808661.0,292539.0,6891.0,1023.0
5.446,0.2,133.1,0.648,1114725580.0,296950.0,5762.0,1043.0
4.916,0.193,146.567,0.764,1035302176.0,300431.0,7709.0,1056.0
4.252,0.183,142.503,0.744,1036191615.0,298188.0,7739.0,1049.0
4.016,0.186,123.541,0.678,812692436.0,263381.0,5319.0,1052.0
6.762,0.217,132.279,0.618,1205996705.0,304578.0,5662.0,1178.0
6.062,0.22,117.814,0.593,650572939.0,246243.0,4645.0,1181.0
5.433,0.223,105.174,0.666,683233304.0,241460.0,5209.0,1190.0
6.988,0.241,171.605,0.577,895939277.0,247264.0,5469.0,1203.0
9.026,0.347,249.089,0.581,1205140767.0,229902.0,7422.0,1196.0
8.3,0.322,155.455,0.77,1381628988.0,325117.0,6502.0,1175.0
7.931,0.332,188.52,0.641,1353749829.0,308170.0,6666.0,1202.0
7.621,0.317,153.861,0.701,1479234528.0,346375.0,9404.0,1168.0
7.072,0.302,164.086,0.592,1112355337.0,301642.0,8848.0,1195.0
8.261,0.341,202.26,0.676,1059305949.0,283052.0,10824.0,1039.0
8.08,0.336,178.697,0.689,1335081779.0,319616.0,8159.0,1014.0
7.467,0.334,135.173,0.649,894370365.0,285992.0,4620.0,1039.0
7.96,0.339,198.214,0.707,1076054047.0,282580.0,5807.0,1062.0
8.774,0.379,228.801,0.663,1160903161.0,278952.0,6877.0,1043.0
9.55,0.453,222.979,0.693,1329537321.0,282056.0,10108.0,997.754
10.147,0.477,189.801,0.786,1550419961.0,325763.0,11688.0,934.795
10.017,0.479,184.681,0.757,1552538360.0,343642.0,6575.0,973.897
8.399,0.421,121.693,0.732,1001553493.0,326354.0,4389.0,1003.0
6.759,0.419,144.435,0.721,816035469.0,265025.0,4926.0,1045.0
9.796,0.52,218.295,0.656,1325071210.0,284411.0,7807.0,1036.0
10.63,0.534,225.76,0.783,1427408606.0,325261.0,7145.0,1037.0
11.317,0.544,241.898,0.739,1533409909.0,315739.0,9495.0,1057.0
11.641,0.551,180.149,0.684,1631716437.0,296966.0,10156.0,1189.0
11.347,0.547,176.201,0.736,1476018741.0,303484.0,22060.0,1188.0
11.687,0.598,215.703,0.766,1688081895.0,308326.0,10720.0,1194.0
10.469,0.569,144.995,0.725,1393498772.0,280532.0,6866.0,1208.0
11.631,0.616,198.006,0.804,2168348323.0,310239.0,10786.0,1191.0
11.752,0.62,236.63,0.744,1793534948.0,292292.0,9702.0,1185.0
12.157,0.606,241.894,0.791,2865065032.0,326881.0,12352.0,1188.0
11.279,0.562,277.082,0.655,2382146218.0,292042.0,12087.0,1188.0
9.964,0.517,197.31,0.584,1632960272.0,263373.0,10342.0,1190.0
8.359,1.343,317.224,0.85,3423698727.0,187986.0,31966.0,3422.0
9.138,1.17,389.688,0.953,4018900149.0,256961.0,23948.0,3514.0
9.705,1.288,386.651,0.845,4151738734.0,245738.0,24195.0,3780.0
11.035,1.37,461.409,0.775,4004851742.0,227764.0,25983.0,4041.0
19.255,1.13,365.403,0.82,3017896840.0,221724.0,18350.0,4185.0
7.578,0.957,352.334,0.703,2777926644.0,203002.0,19438.0,4189.0
9.675,1.014,369.24,0.698,4262338651.0,230167.0,23700.0,4177.0
9.823,1.104,374.176,0.83,4390544481.0,260410.0,23100.0,4354.0
9.772,1.142,360.674,0.766,4246840471.0,253619.0,22826.0,4240.0
10.177,1.224,540.892,0.839,4770064102.0,230037.0,26222.0,4090.0
11.489,1.34,426.937,0.949,4433906661.0,268289.0,22782.0,4101.0
7.883,1.313,410.76,0.975,3757149636.0,223198.0,22198.0,4043.0
5.515,1.127,394.437,0.923,3278992666.0,180859.0,24385.0,3941.0
6.985,1.098,417.207,0.932,5015022059.0,239894.0,27361.0,4156.0
8.352,1.133,405.643,0.834,17759896498.0,243888.0,78931.0,4202.0
8.36,1.023,384.611,0.852,7985269593.0,237706.0,38997.0,4367.0
7.956,0.96,400.287,0.859,4642522755.0,225215.0,28299.0,4323.0
9.137,1.026,578.899,0.843,9520137958.0,247057.0,46641.0,4349.0
7.389,0.93,373.743,0.859,9903611418.0,210977.0,53371.0,4316.0
4.886,0.862,424.499,0.936,4504203648.0,239594.0,25741.0,4402.0
4.786,0.877,355.428,0.915,3779475003.0,199487.0,28533.0,4290.0
10.346,1.321,526.232,1.034,7614677981.0,257831.0,37353.0,4327.0
11.551,1.577,554.277,1.105,9621416989.0,283857.0,39964.0,4224.0
11.108,1.781,460.704,1.173,6852319405.0,260386.0,35028.0,4239.0
9.306,1.826,484.159,1.226,7789298592.0,263162.0,34418.0,4271.0
13.302,2.376,726.46,1.232,9479673124.0,255232.0,46246.0,3956.0
15.579,2.745,601.479,1.425,8319582106.0,310850.0,36075.0,3648.0
17.625,3.021,616.913,1.327,9810971260.0,274736.0,44905.0,3430.0
14.042,2.866,459.651,1.559,10068647994.0,347140.0,34973.0,3733.0
15.365,2.968,424.774,1.248,9228286469.0,312101.0,36235.0,3669.0
12.355,2.579,429.339,1.245,8103745832.0,266681.0,36052.0,3962.0
11.401,2.622,490.401,1.142,6421695357.0,210722.0,34683.0,3978.0
17.176,2.929,722.399,1.3,8386101776.0,236657.0,42653.0,3958.0
23.108,3.803,915.338,1.233,6010597067.0,196194.0,37003.0,3811.0
21.435,4.156,567.513,1.83,8579511633.0,315575.0,31106.0,3645.0
23.424,4.81,933.144,1.143,5878964140.0,203704.0,33984.0,3735.0
25.23,5.048,648.938,1.635,4828201674.0,208068.0,29762.0,3713.0
24.483,4.876,555.517,1.723,5239986688.0,226380.0,26765.0,3832.0
15.635,3.746,329.228,1.684,4708505609.0,261736.0,21324.0,3928.0
19.006,4.331,665.833,1.307,6466730983.0,223642.0,33172.0,4045.0
19.875,4.546,656.491,1.785,7229940964.0,280967.0,31146.0,4200.0
15.62,4.151,618.253,1.594,5900773027.0,271298.0,27664.0,4156.0
16.869,4.228,762.483,1.618,6482530644.0,280561.0,29797.0,4290.0
14.972,4.238,779.063,1.624,6730813580.0,283496.0,30534.0,4323.0
12.419,3.714,525.587,1.43,5418579803.0,236647.0,31304.0,4421.0
11.058,3.13,542.338,1.464,5128183327.0,195135.0,33552.0,4326.0
12.957,3.268,816.464,1.435,8251729429.0,269105.0,39562.0,4263.0
10.279,2.808,710.607,1.514,25559126230.0,277751.0,100256.0,4268.0
11.871,2.762,673.152,1.237,9349051090.0,276063.0,41632.0,4372.0
10.479,2.513,684.333,1.444,8732027802.0,256198.0,40169.0,4364.0
5.557,1.076,527.101,0.844,6331363667.0,212540.0,33491.0,6122.0
6.83,1.131,443.126,1.102,5407231439.0,203523.0,30533.0,6244.0
8.784,1.469,455.949,1.178,7167411674.0,294852.0,30389.0,6507.0
6.255,1.318,426.675,1.069,5448092070.0,281949.0,24860.0,6963.0
7.551,1.397,527.043,0.836,4688693754.0,232692.0,26879.0,7240.0
9.311,1.447,436.016,1.078,5834835895.0,273118.0,26017.0,7264.0
6.991,1.43,395.214,1.151,5030694502.0,283540.0,21341.0,7472.0
5.198,1.341,344.868,1.071,3858599517.0,231068.0,19899.0,7254.0
4.687,1.246,336.378,1.094,4882119380.0,238203.0,24062.0,7113.0
6.912,1.315,462.591,1.061,10640650610.0,296785.0,40188.0,7383.0
7.721,1.496,458.283,1.127,7857812947.0,302941.0,31066.0,7250.0
7.867,1.527,404.545,1.151,7549637973.0,292320.0,29169.0,6951.0
8.427,1.628,583.724,1.221,8804047557.0,293011.0,34552.0,6549.0
14.386,3.046,632.415,1.517,8998714301.0,309683.0,36215.0,6115.0
11.441,2.815,428.179,1.353,7521421226.0,292999.0,29383.0,6345.0
6.262,1.998,347.683,1.469,6437618242.0,283278.0,26288.0,6601.0
8.171,2.245,418.342,1.234,9858181150.0,314551.0,34725.0,7074.0
9.262,2.29,438.551,1.266,14404892021.0,334274.0,47593.0,7462.0
9.246,2.151,417.462,1.196,10018607702.0,329428.0,35268.0,7840.0
7.929,1.987,365.318,1.446,9503475054.0,356807.0,30264.0,7705.0
6.754,1.956,452.615,1.211,9630004673.0,312230.0,35685.0,7832.0
8.068,1.84,369.075,1.355,8289750069.0,312104.0,30387.0,8112.0
6.395,1.799,389.752,1.394,7579264421.0,288949.0,30664.0,8178.0
7.995,1.822,703.026,1.339,14111013587.0,315925.0,55673.0,8206.0
9.071,1.872,668.484,1.255,11557765366.0,338707.0,45325.0,8184.0
5.894,1.6,408.367,1.326,9127538028.0,317062.0,34416.0,8168.0
4.627,1.528,489.125,1.227,8899591517.0,285767.0,36544.0,8464.0
11.361,2.292,665.445,0.839,9670853687.0,226990.0,49068.0,9041.0
27.649,15.529,4847.0,2.737,21194139359.0,395806.0,106867.0,8748.0
27.047,15.519,5033.0,2.606,21932336721.0,424840.0,95838.0,9091.0
28.188,17.298,4727.0,2.631,26876803227.0,342564.0,135345.0,8826.0
24.861,17.516,2963.0,3.139,31755346161.0,358679.0,139330.0,7704.0
25.316,19.153,5417.0,2.865,36797046211.0,368025.0,125268.0,6852.0
25.086,17.684,3739.0,2.754,27348517222.0,345506.0,112823.0,7933.0
26.858,18.026,4131.0,2.653,23869565227.0,360101.0,93725.0,8256.0
25.778,16.449,4016.0,2.427,21544653609.0,347227.0,89169.0,8300.0
22.436,15.932,3252.0,2.554,17714274718.0,337766.0,76180.0,8691.0
21.874,15.923,3225.0,2.217,17255390265.0,299913.0,82955.0,8234.0
22.112,16.543,3769.0,1.921,13351548532.0,265586.0,73722.0,8662.0
20.24,14.335,2761.0,2.003,12021433951.0,234890.0,74564.0,8657.0
21.397,13.139,2885.0,2.053,13554910365.0,273473.0,76208.0,9055.0
6.553,2.517,931.117,0.727,7637070812.0,213578.0,43026.0,8927.0
5.103,2.377,717.741,0.677,8069714475.0,173158.0,55780.0,9252.0
4.979,2.405,847.748,0.803,7623426850.0,177725.0,53355.0,9065.0
3.182,2.059,543.462,0.704,9168379767.0,147057.0,78200.0,9170.0
3.265,1.762,751.385,0.834,11904575766.0,186752.0,77583.0,8789.0
3.24,1.677,826.634,0.761,8730307130.0,182820.0,62204.0,8124.0
2.773,1.382,796.19,0.875,10183960236.0,196238.0,71740.0,8327.0
3.768,1.693,931.582,0.793,9504821410.0,198052.0,70395.0,8099.0
2.885,1.217,814.176,0.955,6895956106.0,187581.0,59031.0,7696.0
2.547,1.103,776.008,0.88,11961568262.0,173640.0,90816.0,8360.0
2.156,1.077,741.691,1.012,14201984108.0,159333.0,110670.0,8641.0
2.454,0.785,764.86,0.986,15853557958.0,187205.0,104096.0,9002.0
2.88,0.529,980.863,0.993,11700671336.0,198314.0,73752.0,8809.0
1.891,0.204,1085.0,0.942,11755372348.0,205032.0,70054.0,8549.0
1.981,0.205,941.308,0.808,11686144951.0,183086.0,84197.0,8881.0
3.847,0.675,864.775,0.88,7487735687.0,185045.0,54750.0,8559.0
5.04,2.378,845.477,0.905,6058727701.0,154389.0,48090.0,8236.0
1.904,1.344,832.952,0.865,4357640468.0,144698.0,40227.0,7983.0
2.556,0.454,841.119,0.81,6617903943.0,186333.0,44990.0,7940.0
2.467,0.473,894.683,0.92,7330973672.0,219464.0,45463.0,7548.0
2.581,0.596,815.604,0.847,9278704846.0,189068.0,77481.0,6908.0
2.463,0.671,900.775,1.005,10136769301.0,233579.0,60302.0,7025.0
2.111,0.601,825.787,0.907,8029196101.0,194917.0,54967.0,6826.0
1.661,0.597,561.935,1.031,6852743485.0,176844.0,50607.0,7004.0
1.778,0.617,571.312,0.877,5243388305.0,160083.0,43800.0,7345.0
2.337,0.521,782.433,0.88,8125876684.0,201289.0,51625.0,7107.0
1.875,0.457,653.922,0.894,7041966406.0,205860.0,50330.0,6780.0
1.745,0.306,625.032,0.789,6963478826.0,213821.0,45321.0,6673.0
1.731,0.265,717.617,0.788,7145255424.0,196260.0,50355.0,6916.0
1.875,0.2,726.92,0.64,7215713903.0,198034.0,54349.0,7020.0
2.252,0.374,603.469,0.708,4171819412.0,156088.0,36997.0,6918.0
2.031,0.304,541.044,0.789,4275935785.0,150731.0,47040.0,6805.0
1.637,0.214,565.518,0.718,6382912960.0,188233.0,51118.0,6912.0
2.983,0.807,647.564,0.687,5763756008.0,195982.0,74875.0,7355.0
2.018,0.443,772.744,0.662,5976819161.0,190898.0,47758.0,8008.0
1.997,0.218,750.151,0.642,6796887348.0,206042.0,76767.0,8025.0
1.499,0.207,679.697,0.675,5026802553.0,186823.0,46589.0,8241.0
1.143,0.151,574.212,0.594,3358978511.0,154347.0,127447.0,8104.0
1.326,0.131,767.289,0.596,3888451491.0,164250.0,75838.0,8075.0
1.565,0.156,645.288,0.609,5468177144.0,191373.0,58157.0,8085.0
1.94,0.251,654.872,0.58,5122699450.0,195041.0,49348.0,8242.0
1.608,0.205,629.759,0.708,6112161109.0,194694.0,42996.0,8464.0
1.529,0.183,600.534,0.641,5126740198.0,185044.0,52455.0,8820.0
1.556,0.178,614.157,0.635,5087895281.0,179685.0,46561.0,8913.0
1.105,0.163,575.69,0.665,4286879706.0,156931.0,44331.0,8925.0
1.186,0.174,541.385,0.588,5388802943.0,135139.0,51497.0,9325.0
1.42,0.157,627.224,0.628,6114350902.0,187700.0,73572.0,9231.0
1.428,0.155,537.295,0.601,5862627010.0,186913.0,45746.0,8894.0
1.409,0.16,558.704,0.529,5381192498.0,177386.0,52119.0,9228.0
1.413,0.146,575.458,0.597,4772992117.0,192259.0,33143.0,9249.0
1.257,0.129,563.905,0.51,5500616730.0,185778.0,47540.0,9365.0
1.24,0.127,494.839,0.463,3468628764.0,148489.0,42448.0,9304.0
0.896,0.128,443.7,0.551,3626222150.0,134967.0,42395.0,9004.0
1.086,0.12,504.634,0.502,6054216856.0,168022.0,60612.0,9128.0
1.219,0.122,557.97,0.546,7261310490.0,198756.0,48518.0,9387.0
1.035,0.131,382.685,0.505,3112606375.0,138374.0,37030.0,9282.0
1.207,0.141,499.715,0.454,5146407671.0,176416.0,47347.0,9210.0
1.11,0.136,498.909,0.535,4697862483.0,186251.0,34349.0,9288.0
1.119,0.134,521.098,0.492,4803928844.0,183087.0,37997.0,8725.0
1.823,0.313,567.172,0.517,6399715863.0,210725.0,74504.0,8438.0
1.734,0.415,543.816,0.608,6737109397.0,217117.0,45932.0,8566.0
1.37,0.308,448.536,0.46,3559279232.0,161706.0,34312.0,8595.0
1.18,0.251,470.289,0.615,4243813117.0,173868.0,35502.0,8652.0
1.44,0.181,551.331,0.503,8278794756.0,195965.0,56247.0,8291.0
1.275,0.157,534.091,0.568,6990022334.0,201658.0,47580.0,8297.0
1.251,0.151,527.226,0.536,7020070323.0,200580.0,44889.0,8115.0
1.229,0.153,561.15,0.579,8060162890.0,213345.0,50822.0,8266.0
1.668,0.172,566.932,0.459,8742464048.0,207640.0,62102.0,8378.0
1.41,0.199,474.105,0.649,5389679736.0,193816.0,41560.0,8476.0
1.076,0.173,446.971,0.586,4996867375.0,171710.0,40411.0,8261.0
1.501,0.161,440.845,0.576,6695440726.0,226200.0,43214.0,7816.0
3.188,0.653,560.034,0.656,9018814336.0,254334.0,64878.0,7551.0
5.633,1.604,728.921,0.544,9171737839.0,213032.0,85542.0,7507.0
3.695,1.348,526.049,0.632,6581535538.0,216591.0,43744.0,7517.0
3.041,1.006,530.428,0.65,6778421889.0,210977.0,67095.0,7346.0
2.556,0.823,358.775,0.573,7813443519.0,203553.0,83285.0,7274.0
1.737,0.433,479.464,0.606,7156073173.0,180640.0,83662.0,7311.0
1.861,0.257,552.045,0.62,7203353197.0,214952.0,52602.0,7454.0
1.584,0.272,510.358,0.571,5324993104.0,199801.0,46114.0,7517.0
2.175,0.326,546.534,0.537,5970218384.0,212156.0,46265.0,7501.0
2.046,0.361,565.903,0.61,7135807660.0,228370.0,55608.0,7615.0
2.233,0.391,584.702,0.577,7884383738.0,218931.0,59046.0,7706.0
1.575,0.331,442.265,0.712,5878087882.0,202542.0,51478.0,7594.0
1.795,0.29,427.838,0.536,5447464002.0,171624.0,61499.0,7513.0
1.88,0.405,489.546,0.643,6632709426.0,204913.0,62835.0,7619.0
1.937,0.42,477.188,0.574,6504738966.0,217671.0,44941.0,7708.0
1.505,0.312,487.329,0.61,6455686546.0,206419.0,47300.0,7650.0
1.37,0.269,491.78,0.559,6909954272.0,208807.0,53516.0,7653.0
2.376,0.411,614.938,0.522,8243192700.0,213497.0,53404.0,7150.0
1.359,0.339,390.922,0.574,5048604031.0,181889.0,46465.0,6767.0
1.247,0.287,471.117,0.484,3927177470.0,158646.0,44831.0,6775.0
2.093,0.425,544.796,0.541,7665702617.0,209565.0,52224.0,6459.0
2.032,0.526,544.33,0.525,5722270483.0,214633.0,42938.0,6515.0
1.427,0.379,482.376,0.566,6249684446.0,208284.0,45788.0,6567.0
3.174,0.502,548.86,0.413,6279155018.0,192551.0,45239.0,6482.0
3.655,1.169,500.629,0.58,6225385948.0,211348.0,43048.0,6534.0
1.608,0.321,422.93,0.524,3578390075.0,173120.0,35778.0,6543.0
1.371,0.172,501.435,0.475,3775503867.0,158519.0,38641.0,6737.0
1.571,0.174,505.096,0.574,4782127551.0,202490.0,34936.0,6698.0
1.387,0.212,474.641,0.458,4604089622.0,203186.0,37573.0,6755.0
1.5,0.182,537.134,0.537,5409055340.0,223034.0,37727.0,6382.0
1.638,0.157,529.322,0.415,5290749770.0,206682.0,43628.0,6146.0
1.101,0.149,424.872,0.443,3221474656.0,158621.0,28742.0,6225.0
0.942,0.113,399.307,0.425,4137725139.0,144140.0,40856.0,6233.0
1.473,0.149,497.523,0.419,7468417025.0,188907.0,50553.0,6128.0
1.623,0.178,522.775,0.396,7043325913.0,204630.0,45680.0,6120.0
1.01,0.155,458.287,0.437,7577796483.0,209356.0,49374.0,6382.0
0.973,0.15,443.233,0.437,6244177437.0,205315.0,44134.0,6388.0
0.85,0.115,399.819,0.405,4222840146.0,174345.0,41076.0,6479.0
0.746,0.104,397.742,0.469,4537622844.0,163280.0,44065.0,6614.0
0.905,0.106,477.511,0.49,7851327880.0,209733.0,54997.0,6592.0
0.841,0.115,443.211,0.393,5878358523.0,212726.0,43401.0,6602.0
1.049,0.154,405.809,0.37,5101653196.0,206270.0,41989.0,6569.0
1.144,0.174,403.249,0.404,5906991737.0,207484.0,44732.0,6611.0
0.981,0.139,390.864,0.378,7173456874.0,200234.0,54972.0,6759.0
1.037,0.104,376.229,0.387,4310290441.0,171163.0,39018.0,6739.0
1.042,0.108,427.218,0.352,6867968307.0,179682.0,55801.0,6516.0
1.391,0.153,469.873,0.359,6907860339.0,213056.0,53563.0,6400.0
1.195,0.138,428.355,0.353,6369170114.0,214450.0,44465.0,6252.0
2.052,0.292,453.626,0.332,5989997239.0,211686.0,57259.0,6256.0
1.445,0.295,508.236,0.34,6056241415.0,209876.0,57252.0,6253.0
1.199,0.23,390.616,0.36,4702253072.0,205708.0,55126.0,6342.0
0.787,0.122,343.349,0.337,2262028779.0,158924.0,33377.0,6537.0
1.184,0.095,316.635,0.314,2398835321.0,144751.0,30119.0,6889.0
0.848,0.0887,382.013,0.353,3368337082.0,196141.0,35327.0,7413.0
4.149,0.173,427.617,0.346,3534725632.0,191650.0,51701.0,7399.0
9.503,2.103,465.471,0.373,3532045967.0,198734.0,38980.0,7430.0
3.347,1.439,396.761,0.346,3714939463.0,197943.0,31473.0,7353.0
3.526,1.066,494.204,0.311,4530157801.0,203993.0,58342.0,7455.0
1.573,0.245,368.154,0.335,2514219893.0,163135.0,53833.0,7681.0
1.25,0.0979,395.842,0.292,2976491517.0,157851.0,34390.0,8068.0
1.738,0.13,430.172,0.302,3826464203.0,200016.0,40205.0,8254.0
1.743,0.117,408.929,0.31,3222717290.0,195258.0,28013.0,8199.0
2.085,0.169,428.27,0.263,3987020914.0,187980.0,32258.0,8021.0
1.366,0.124,408.109,0.351,3287855820.0,187467.0,29737.0,8180.0
1.433,0.0897,451.64,0.311,3122917243.0,197730.0,32391.0,8206.0
1.323,0.0965,414.211,0.306,2743405014.0,180924.0,25979.0,8142.0
0.906,0.0866,339.476,0.318,3239238861.0,156100.0,35071.0,7929.0
1.316,0.112,431.609,0.3,4053046057.0,199153.0,32411.0,7580.0
1.889,0.149,515.984,0.294,4513332129.0,216631.0,32398.0,7598.0
1.271,0.123,372.589,0.326,3565686198.0,206654.0,28333.0,7403.0
1.142,0.112,369.095,0.327,3871407229.0,199463.0,34119.0,7260.0
1.074,0.0993,360.964,0.331,3903214930.0,200833.0,31607.0,7009.0
0.843,0.0896,306.296,0.306,2366746471.0,170004.0,23672.0,7006.0
0.787,0.0872,337.683,0.33,3118937620.0,155527.0,32551.0,7000.0
1.159,0.108,400.114,0.294,3532641203.0,206410.0,34185.0,6454.0
1.213,0.11,417.85,0.313,5378758342.0,215914.0,35373.0,6398.0
1.198,0.116,404.719,0.285,3821332627.0,202468.0,26640.0,6414.0
1.047,0.116,344.017,0.304,3909161329.0,203394.0,25186.0,6195.0
1.082,0.113,358.185,0.29,3849998748.0,207761.0,26633.0,6316.0
0.896,0.0949,299.523,0.298,3025754443.0,176342.0,26193.0,6356.0
1.551,0.141,435.653,0.282,4608077195.0,207722.0,38201.0,6377.0
1.24,0.139,420.032,0.392,4838633666.0,233807.0,31249.0,6351.0
1.443,0.228,415.113,0.38,5363687424.0,238595.0,35273.0,6474.0
1.332,0.192,371.508,0.362,4753212727.0,224868.0,31708.0,6459.0
1.186,0.166,416.373,0.333,4561643880.0,225375.0,30072.0,6412.0
1.005,0.127,341.261,0.324,3162353372.0,184666.0,25496.0,6462.0
0.646,0.102,314.759,0.437,2794502380.0,166947.0,25937.0,6411.0
1.244,0.154,400.337,0.356,4991045573.0,229314.0,32469.0,6592.0
1.47,0.156,454.029,0.38,6085274643.0,259199.0,36811.0,6445.0
1.203,0.166,402.597,0.437,5459190920.0,250031.0,33141.0,6566.0
1.145,0.133,396.228,0.383,4693673811.0,231514.0,31121.0,6731.0
0.984,0.0955,389.042,0.418,4654842578.0,229230.0,34074.0,6691.0
0.916,0.11,324.582,0.363,3461526730.0,188093.0,28564.0,6733.0
0.733,0.101,312.776,0.367,3583323607.0,168237.0,32136.0,6997.0
1.447,0.144,410.598,0.347,4872161349.0,230790.0,30804.0,7067.0
1.374,0.149,400.315,0.343,4978443566.0,242830.0,28411.0,6947.0
1.123,0.139,424.312,0.321,4514836182.0,240894.0,28438.0,6994.0
1.302,0.141,381.32,0.324,4577828410.0,224720.0,31073.0,7114.0
1.107,0.142,376.315,0.328,4485935646.0,229693.0,31610.0,7249.0
0.776,0.0985,326.488,0.319,3525630379.0,191481.0,36552.0,7269.0
0.678,0.0792,317.837,0.284,3447772087.0,172021.0,41570.0,7332.0
1.073,0.105,356.118,0.27,4243072273.0,218476.0,40339.0,7145.0
0.977,0.0958,385.798,0.327,4608404887.0,232894.0,34157.0,6442.0
1.047,0.0986,415.181,0.276,5184590843.0,235154.0,36382.0,6463.0
1.103,0.143,358.502,0.265,4686758288.0,222177.0,32143.0,6380.0
0.92,0.1,373.752,0.298,4382510825.0,225972.0,27580.0,6308.0
0.72,0.0695,366.976,0.238,3145684873.0,192268.0,25729.0,6307.0
0.656,0.0556,286.703,0.237,2328392400.0,164889.0,23148.0,6312.0
1.052,0.101,354.354,0.259,4350515778.0,222079.0,26298.0,6287.0
1.533,0.139,402.309,0.227,5163907430.0,247486.0,28656.0,6450.0
1.09,0.114,344.897,0.271,4769880730.0,245905.0,27275.0,6507.0
1.204,0.14,331.915,0.253,3953452835.0,232177.0,24872.0,6523.0
1.294,0.111,344.056,0.254,3926062184.0,233642.0,23829.0,6491.0
0.817,0.0884,289.779,0.256,2455035060.0,190775.0,22510.0,6408.0
0.932,0.058,255.769,0.24,2028143680.0,167255.0,22894.0,6307.0
1.528,0.167,306.794,0.265,3553963910.0,214833.0,25803.0,6352.0
1.321,0.174,325.142,0.249,4382094731.0,217629.0,30625.0,6423.0
1.2,0.151,326.252,0.275,4350353306.0,230173.0,25898.0,6667.0
1.027,0.127,299.657,0.246,3647229056.0,217203.0,25945.0,6714.0
1.039,0.112,314.085,0.258,3661739614.0,219702.0,22598.0,6712.0
1.234,0.0761,281.916,0.236,3109357501.0,196285.0,22581.0,6645.0
1.271,0.0598,243.615,0.277,2380025188.0,172574.0,19904.0,6424.0
1.394,0.0694,316.54,0.274,4388693807.0,223471.0,29289.0,6470.0
2.311,0.21,363.979,0.241,4826709003.0,237886.0,55772.0,6528.0
1.344,0.168,322.116,0.255,4602610700.0,237369.0,26783.0,6683.0
1.237,0.178,356.407,0.265,4226549857.0,231237.0,25618.0,6568.0
1.288,0.202,327.475,0.282,9282745598.0,236921.0,45515.0,6610.0
1.008,0.146,295.232,0.257,4362467708.0,213180.0,29365.0,6610.0
0.898,0.129,289.786,0.264,4303670006.0,187001.0,32014.0,6579.0
1.095,0.115,347.18,0.271,5029033908.0,222753.0,30115.0,6484.0
1.508,0.197,365.882,0.26,5011905906.0,232139.0,29540.0,6583.0
1.893,0.304,400.088,0.286,5224405665.0,246345.0,27885.0,6584.0
1.642,0.273,409.83,0.247,5519704940.0,252111.0,32481.0,6598.0
1.449,0.242,322.874,0.241,4244331853.0,230638.0,30382.0,6580.0
0.994,0.177,262.017,0.227,3023691149.0,204278.0,22394.0,6630.0
0.894,0.172,264.18,0.245,2733450432.0,188749.0,23995.0,6639.0
1.175,0.118,330.742,0.201,3724300699.0,222731.0,24538.0,6581.0
1.304,0.144,331.779,0.224,4043060845.0,237430.0,24477.0,6284.0
1.127,0.171,317.817,0.258,3858804832.0,233107.0,23584.0,6278.0
1.086,0.121,334.047,0.221,4945028263.0,234061.0,30840.0,6288.0
1.27,0.144,325.257,0.222,3739803169.0,223118.0,22125.0,6335.0
0.89,0.122,248.545,0.245,2828215398.0,210931.0,22241.0,6614.0
0.747,0.0943,242.653,0.228,2602477082.0,179344.0,24868.0,6642.0
1.025,0.0782,299.018,0.235,3790858224.0,240017.0,28786.0,6609.0
1.06,0.105,300.528,0.221,3783832358.0,244117.0,26529.0,6595.0
0.87,0.0762,249.688,0.239,3822272867.0,250881.0,23664.0,6514.0
0.94,0.0871,288.913,0.231,4057460244.0,253520.0,22975.0,6526.0
1.404,0.131,318.955,0.243,5382758385.0,272907.0,28878.0,6574.0
0.954,0.0921,235.481,0.235,3168708673.0,225382.0,22258.0,6537.0
0.767,0.0753,222.281,0.238,2341712689.0,200169.0,17594.0,6511.0
0.832,0.067,259.483,0.228,3092765887.0,237522.0,22006.0,6530.0
0.953,0.106,260.451,0.239,4246223360.0,251944.0,34793.0,6502.0
1.146,0.131,278.496,0.203,3867366259.0,243788.0,28347.0,6493.0
1.307,0.199,297.38,0.244,4057583228.0,248543.0,23772.0,6491.0
1.481,0.268,305.777,0.24,4876768978.0,254085.0,28314.0,6483.0
0.996,0.131,238.248,0.23,3073503015.0,218187.0,22630.0,6406.0
0.752,0.0981,245.621,0.246,2884540656.0,208047.0,20309.0,6331.0
1.094,0.134,318.05,0.23,3888507288.0,242662.0,22381.0,6330.0
1.481,0.236,323.55,0.215,4389199465.0,244635.0,33654.0,6361.0
1.166,0.208,278.315,0.23,3770493116.0,242158.0,21136.0,6410.0
0.989,0.138,267.478,0.243,3916300499.0,243007.0,22811.0,6385.0
1.297,0.208,329.055,0.206,3531169878.0,244589.0,19856.0,6414.0
1.113,0.183,235.008,0.223,2753321796.0,214718.0,18838.0,6451.0
0.731,0.111,109.139,0.219,2216429734.0,219589.0,14948.0,6454.0
0.986,0.129,289.145,0.232,3493169494.0,247906.0,22151.0,6547.0
1.016,0.138,297.38,0.234,3565193655.0,235732.0,21082.0,6503.0
