Date,sentbyaddress14trx
2016/05/21,1.67
2016/05/22,1.524
2016/05/23,1.42
2016/05/24,1.331
2016/05/25,1.243
2016/05/26,1.39
2016/05/27,1.497
2016/05/28,1.75
2016/05/29,1.846
2016/05/30,1.829
2016/05/31,1.751
2016/06/01,1.615
2016/06/02,1.431
2016/06/03,1.226
2016/06/04,0.997
2016/06/05,0.763
2016/06/06,0.551
2016/06/07,0.369
2016/06/08,0.214
2016/06/09,0.072
2016/06/10,-0.05
2016/06/11,-0.176
2016/06/12,-0.267
2016/06/13,-0.28
2016/06/14,-0.237
2016/06/15,-0.193
2016/06/16,-0.13
2016/06/17,0.069
2016/06/18,0.307
2016/06/19,0.478
2016/06/20,0.575
2016/06/21,0.633
2016/06/22,0.683
2016/06/23,0.672
2016/06/24,0.61
2016/06/25,0.501
2016/06/26,0.362
2016/06/27,0.216
2016/06/28,0.101
2016/06/29,0.005
2016/06/30,-0.096
2016/07/01,-0.193
2016/07/02,-0.277
2016/07/03,-0.349
2016/07/04,-0.396
2016/07/05,-0.418
2016/07/06,-0.431
2016/07/07,-0.437
2016/07/08,-0.437
2016/07/09,-0.44
2016/07/10,-0.455
2016/07/11,-0.466
2016/07/12,-0.472
2016/07/13,-0.48
2016/07/14,-0.472
2016/07/15,-0.456
2016/07/16,-0.466
2016/07/17,-0.508
2016/07/18,-0.541
2016/07/19,-0.274
2016/07/20,-0.016
2016/07/21,0.194
2016/07/22,0.388
2016/07/23,0.531
2016/07/24,0.769
2016/07/25,0.974
2016/07/26,1.304
2016/07/27,1.583
2016/07/28,1.772
2016/07/29,1.832
2016/07/30,1.763
2016/07/31,1.643
2016/08/01,1.505
2016/08/02,1.418
2016/08/03,1.312
2016/08/04,1.185
2016/08/05,1.017
2016/08/06,0.825
2016/08/07,0.627
2016/08/08,0.454
2016/08/09,0.325
2016/08/10,0.205
2016/08/11,0.131
2016/08/12,0.039
2016/08/13,-0.075
2016/08/14,-0.184
2016/08/15,-0.282
2016/08/16,-0.345
2016/08/17,-0.405
2016/08/18,-0.459
2016/08/19,-0.507
2016/08/20,-0.539
2016/08/21,-0.565
2016/08/22,-0.598
2016/08/23,-0.59
2016/08/24,-0.577
2016/08/25,-0.534
2016/08/26,-0.493
2016/08/27,-0.444
2016/08/28,-0.407
2016/08/29,-0.358
2016/08/30,-0.314
2016/08/31,-0.257
2016/09/01,-0.17
2016/09/02,-0.084
2016/09/03,-0.034
2016/09/04,-0.013
2016/09/05,-0.013
2016/09/06,-0.022
2016/09/07,-0.033
2016/09/08,-0.004
2016/09/09,0.007
2016/09/10,-0.002
2016/09/11,-0.013
2016/09/12,-0.021
2016/09/13,-0.026
2016/09/14,-0.025
2016/09/15,-0.025
2016/09/16,-0.003
2016/09/17,0.018
2016/09/18,0.004
2016/09/19,-0.046
2016/09/20,0.029
2016/09/21,0.147
2016/09/22,0.188
2016/09/23,0.188
2016/09/24,0.171
2016/09/25,0.138
2016/09/26,0.094
2016/09/27,0.051
2016/09/28,0.007
2016/09/29,-0.008
2016/09/30,0.004
2016/10/01,-0.012
2016/10/02,0.002
2016/10/03,0.001
2016/10/04,-0.06
2016/10/05,-0.157
2016/10/06,-0.251
2016/10/07,-0.303
2016/10/08,-0.32
2016/10/09,-0.287
2016/10/10,-0.221
2016/10/11,-0.17
2016/10/12,-0.229
2016/10/13,-0.4
2016/10/14,-0.527
2016/10/15,-0.659
2016/10/16,-0.758
2016/10/17,-0.808
2016/10/18,-0.735
2016/10/19,-0.709
2016/10/20,-0.597
2016/10/21,-0.413
2016/10/22,-0.241
2016/10/23,-0.096
2016/10/24,0.006
2016/10/25,0.078
2016/10/26,0.129
2016/10/27,0.169
2016/10/28,0.204
2016/10/29,0.214
2016/10/30,0.192
2016/10/31,0.213
2016/11/01,0.287
2016/11/02,0.31
2016/11/03,0.334
2016/11/04,0.275
2016/11/05,0.203
2016/11/06,0.096
2016/11/07,0.017
2016/11/08,-0.048
2016/11/09,-0.092
2016/11/10,-0.158
2016/11/11,-0.203
2016/11/12,-0.241
2016/11/13,-0.243
2016/11/14,-0.269
2016/11/15,-0.289
2016/11/16,-0.317
2016/11/17,-0.351
2016/11/18,-0.378
2016/11/19,-0.415
2016/11/20,-0.449
2016/11/21,-0.472
2016/11/22,-0.11
2016/11/23,0.712
2016/11/24,1.109
2016/11/25,1.675
2016/11/26,1.852
2016/11/27,1.782
2016/11/28,1.593
2016/11/29,1.327
2016/11/30,1.029
2016/12/01,0.715
2016/12/02,0.421
2016/12/03,0.197
2016/12/04,0.03
2016/12/05,-0.132
2016/12/06,-0.234
2016/12/07,-0.368
2016/12/08,-0.511
2016/12/09,-0.61
2016/12/10,-0.713
2016/12/11,-0.796
2016/12/12,-0.86
2016/12/13,-0.921
2016/12/14,-0.933
2016/12/15,-0.88
2016/12/16,-0.84
2016/12/17,-0.813
2016/12/18,-0.799
2016/12/19,-0.778
2016/12/20,-0.738
2016/12/21,-0.678
2016/12/22,-0.607
2016/12/23,-0.559
2016/12/24,-0.544
2016/12/25,-0.57
2016/12/26,-0.618
2016/12/27,-0.659
2016/12/28,-0.678
2016/12/29,-0.656
2016/12/30,-0.624
2016/12/31,-0.568
2017/01/01,-0.554
2017/01/02,-0.535
2017/01/03,-0.487
2017/01/04,-0.353
2017/01/05,-0.185
2017/01/06,0
2017/01/07,0.139
2017/01/08,0.217
2017/01/09,0.311
2017/01/10,0.364
2017/01/11,0.407
2017/01/12,0.448
2017/01/13,0.461
2017/01/14,0.435
2017/01/15,0.368
2017/01/16,0.331
2017/01/17,0.293
2017/01/18,0.242
2017/01/19,0.207
2017/01/20,0.198
2017/01/21,0.179
2017/01/22,0.139
2017/01/23,0.104
2017/01/24,0.076
2017/01/25,0.035
2017/01/26,0.001
2017/01/27,-0.039
2017/01/28,-0.083
2017/01/29,-0.139
2017/01/30,-0.171
2017/01/31,-0.189
2017/02/01,-0.195
2017/02/02,-0.178
2017/02/03,-0.165
2017/02/04,-0.133
2017/02/05,-0.085
2017/02/06,-0.028
2017/02/07,0.023
2017/02/08,0.072
2017/02/09,0.117
2017/02/10,0.188
2017/02/11,0.222
2017/02/12,0.25
2017/02/13,0.331
2017/02/14,0.437
2017/02/15,0.548
2017/02/16,0.627
2017/02/17,0.68
2017/02/18,0.734
2017/02/19,0.741
2017/02/20,0.748
2017/02/21,0.74
2017/02/22,0.717
2017/02/23,0.679
2017/02/24,0.662
2017/02/25,0.641
2017/02/26,0.621
2017/02/27,0.627
2017/02/28,0.709
2017/03/01,0.85
2017/03/02,1.198
2017/03/03,1.518
2017/03/04,1.743
2017/03/05,1.881
2017/03/06,1.951
2017/03/07,1.941
2017/03/08,1.883
2017/03/09,1.841
2017/03/10,1.828
2017/03/11,1.803
2017/03/12,1.81
2017/03/13,1.96
2017/03/14,2.102
2017/03/15,2.236
2017/03/16,2.529
2017/03/17,2.874
2017/03/18,3.119
2017/03/19,3.206
2017/03/20,3.187
2017/03/21,3.098
2017/03/22,2.936
2017/03/23,2.734
2017/03/24,2.582
2017/03/25,2.433
2017/03/26,2.244
2017/03/27,2.079
2017/03/28,1.914
2017/03/29,1.757
2017/03/30,1.669
2017/03/31,1.7
2017/04/01,1.659
2017/04/02,1.607
2017/04/03,1.627
2017/04/04,1.596
2017/04/05,1.545
2017/04/06,1.518
2017/04/07,1.418
2017/04/08,1.252
2017/04/09,1.032
2017/04/10,0.826
2017/04/11,0.631
2017/04/12,0.465
2017/04/13,0.343
2017/04/14,0.232
2017/04/15,0.118
2017/04/16,-0.027
2017/04/17,-0.171
2017/04/18,-0.27
2017/04/19,-0.332
2017/04/20,-0.356
2017/04/21,-0.386
2017/04/22,-0.431
2017/04/23,-0.478
2017/04/24,-0.486
2017/04/25,-0.476
2017/04/26,-0.445
2017/04/27,-0.295
2017/04/28,-0.113
2017/04/29,0.04
2017/04/30,0.192
2017/05/01,0.376
2017/05/02,0.563
2017/05/03,0.695
2017/05/04,0.858
2017/05/05,1.025
2017/05/06,1.127
2017/05/07,1.221
2017/05/08,1.382
2017/05/09,1.522
2017/05/10,1.604
2017/05/11,1.668
2017/05/12,1.681
2017/05/13,1.613
2017/05/14,1.509
2017/05/15,1.444
2017/05/16,1.401
2017/05/17,1.437
2017/05/18,1.504
2017/05/19,1.678
2017/05/20,1.786
2017/05/21,1.856
2017/05/22,1.966
2017/05/23,2.109
2017/05/24,2.272
2017/05/25,2.421
2017/05/26,2.521
2017/05/27,2.508
2017/05/28,2.408
2017/05/29,2.29
2017/05/30,2.226
2017/05/31,2.313
2017/06/01,2.442
2017/06/02,2.483
2017/06/03,2.459
2017/06/04,2.388
2017/06/05,2.332
2017/06/06,2.277
2017/06/07,2.213
2017/06/08,2.109
2017/06/09,2.044
2017/06/10,1.997
2017/06/11,2.008
2017/06/12,2.19
2017/06/13,2.403
2017/06/14,2.558
2017/06/15,2.67
2017/06/16,2.692
2017/06/17,2.654
2017/06/18,2.585
2017/06/19,2.521
2017/06/20,2.518
2017/06/21,2.533
2017/06/22,2.544
2017/06/23,2.516
2017/06/24,2.437
2017/06/25,2.289
2017/06/26,2.234
2017/06/27,2.151
2017/06/28,1.745
2017/06/29,1.446
2017/06/30,1.22
2017/07/01,1.034
2017/07/02,0.875
2017/07/03,0.797
2017/07/04,0.769
2017/07/05,0.736
2017/07/06,0.688
2017/07/07,0.696
2017/07/08,0.642
2017/07/09,0.541
2017/07/10,0.489
2017/07/11,0.456
2017/07/12,0.43
2017/07/13,0.366
2017/07/14,0.276
2017/07/15,0.174
2017/07/16,0.061
2017/07/17,-0.035
2017/07/18,-0.098
2017/07/19,-0.128
2017/07/20,-0.15
2017/07/21,-0.192
2017/07/22,-0.271
2017/07/23,-0.264
2017/07/24,-0.261
2017/07/25,-0.275
2017/07/26,-0.313
2017/07/27,-0.351
2017/07/28,-0.384
2017/07/29,-0.449
2017/07/30,-0.53
2017/07/31,-0.527
2017/08/01,-0.532
2017/08/02,-0.526
2017/08/03,-0.513
2017/08/04,-0.469
2017/08/05,-0.397
2017/08/06,-0.324
2017/08/07,-0.22
2017/08/08,-0.063
2017/08/09,0.096
2017/08/10,0.297
2017/08/11,0.515
2017/08/12,0.708
2017/08/13,0.845
2017/08/14,1.027
2017/08/15,1.228
2017/08/16,1.424
2017/08/17,1.605
2017/08/18,1.79
2017/08/19,1.872
2017/08/20,1.852
2017/08/21,1.83
2017/08/22,1.779
2017/08/23,1.728
2017/08/24,1.632
2017/08/25,1.533
2017/08/26,1.364
2017/08/27,1.17
2017/08/28,1.009
2017/08/29,0.916
2017/08/30,0.871
2017/08/31,0.875
2017/09/01,0.889
2017/09/02,0.853
2017/09/03,0.756
2017/09/04,0.759
2017/09/05,0.8
2017/09/06,0.872
2017/09/07,0.93
2017/09/08,0.968
2017/09/09,0.959
2017/09/10,0.864
2017/09/11,0.773
2017/09/12,0.742
2017/09/13,0.709
2017/09/14,0.71
2017/09/15,0.752
2017/09/16,0.717
2017/09/17,0.581
2017/09/18,0.458
2017/09/19,0.347
2017/09/20,0.239
2017/09/21,0.119
2017/09/22,-0.033
2017/09/23,-0.192
2017/09/24,-0.334
2017/09/25,-0.44
2017/09/26,-0.533
2017/09/27,-0.614
2017/09/28,-0.654
2017/09/29,-0.664
2017/09/30,-0.676
2017/10/01,-0.715
2017/10/02,-0.74
2017/10/03,-0.746
2017/10/04,-0.753
2017/10/05,-0.746
2017/10/06,-0.739
2017/10/07,-0.737
2017/10/08,-0.735
2017/10/09,-0.721
2017/10/10,-0.653
2017/10/11,-0.546
2017/10/12,-0.425
2017/10/13,-0.259
2017/10/14,-0.132
2017/10/15,-0.06
2017/10/16,-0.025
2017/10/17,0.097
2017/10/18,0.202
2017/10/19,0.264
2017/10/20,0.34
2017/10/21,0.405
2017/10/22,0.535
2017/10/23,0.629
2017/10/24,0.694
2017/10/25,0.705
2017/10/26,0.679
2017/10/27,0.391
2017/10/28,-0.05
2017/10/29,-0.571
2017/10/30,-1.124
2017/10/31,-1.681
2017/11/01,-1.885
2017/11/02,-1.795
2017/11/03,-1.585
2017/11/04,-1.357
2017/11/05,-1.127
2017/11/06,-0.86
2017/11/07,-0.573
2017/11/08,-0.255
2017/11/09,0.076
2017/11/10,0.371
2017/11/11,0.589
2017/11/12,0.79
2017/11/13,0.948
2017/11/14,1.109
2017/11/15,1.305
2017/11/16,1.459
2017/11/17,1.605
2017/11/18,1.671
2017/11/19,1.689
2017/11/20,1.695
2017/11/21,1.719
2017/11/22,1.75
2017/11/23,1.768
2017/11/24,1.764
2017/11/25,1.74
2017/11/26,1.708
2017/11/27,1.74
2017/11/28,1.81
2017/11/29,1.925
2017/11/30,2.017
2017/12/01,2.03
2017/12/02,2.005
2017/12/03,2.002
2017/12/04,2
2017/12/05,2.001
2017/12/06,2.082
2017/12/07,2.082
2017/12/08,2.086
2017/12/09,2.086
2017/12/10,2.074
2017/12/11,2.097
2017/12/12,2.205
2017/12/13,2.36
2017/12/14,2.537
2017/12/15,2.675
2017/12/16,2.744
2017/12/17,2.755
2017/12/18,2.754
2017/12/19,2.793
2017/12/20,2.831
2017/12/21,2.878
2017/12/22,2.976
2017/12/23,2.971
2017/12/24,2.81
2017/12/25,2.553
2017/12/26,2.301
2017/12/27,2.079
2017/12/28,1.881
2017/12/29,1.794
2017/12/30,1.8
2017/12/31,1.752
2018/01/01,1.671
2018/01/02,1.676
2018/01/03,1.719
2018/01/04,1.823
2018/01/05,1.922
2018/01/06,1.996
2018/01/07,2.037
2018/01/08,2.048
2018/01/09,2.095
2018/01/10,2.096
2018/01/11,2.083
2018/01/12,2.024
2018/01/13,1.961
2018/01/14,1.871
2018/01/15,1.819
2018/01/16,1.803
2018/01/17,1.795
2018/01/18,1.771
2018/01/19,1.662
2018/01/20,1.459
2018/01/21,1.315
2018/01/22,1.132
2018/01/23,0.918
2018/01/24,0.683
2018/01/25,0.414
2018/01/26,0.184
2018/01/27,-0.037
2018/01/28,-0.251
2018/01/29,-0.428
2018/01/30,-0.578
2018/01/31,-0.707
2018/02/01,-0.783
2018/02/02,-0.827
2018/02/03,-0.891
2018/02/04,-0.948
2018/02/05,-0.996
2018/02/06,-1.024
2018/02/07,-1.055
2018/02/08,-1.119
2018/02/09,-1.181
2018/02/10,-1.224
2018/02/11,-1.263
2018/02/12,-1.281
2018/02/13,-1.31
2018/02/14,-1.327
2018/02/15,-1.333
2018/02/16,-1.364
2018/02/17,-1.406
2018/02/18,-1.445
2018/02/19,-1.461
2018/02/20,-1.434
2018/02/21,-1.393
2018/02/22,-1.362
2018/02/23,-1.346
2018/02/24,-1.365
2018/02/25,-1.398
2018/02/26,-1.396
2018/02/27,-1.378
2018/02/28,-1.336
2018/03/01,-1.286
2018/03/02,-1.232
2018/03/03,-1.208
2018/03/04,-1.217
2018/03/05,-1.199
2018/03/06,-1.143
2018/03/07,-0.961
2018/03/08,-0.821
2018/03/09,-0.729
2018/03/10,-0.688
2018/03/11,-0.702
2018/03/12,-0.736
2018/03/13,-0.754
2018/03/14,-0.728
2018/03/15,-0.702
2018/03/16,-0.704
2018/03/17,-0.731
2018/03/18,-0.758
2018/03/19,-0.749
2018/03/20,-0.743
2018/03/21,-0.712
2018/03/22,-0.696
2018/03/23,-0.598
2018/03/24,-0.497
2018/03/25,-0.482
2018/03/26,-0.483
2018/03/27,-0.501
2018/03/28,-0.546
2018/03/29,-0.579
2018/03/30,-0.59
2018/03/31,-0.624
2018/04/01,-0.69
2018/04/02,-0.748
2018/04/03,-0.769
2018/04/04,-0.777
2018/04/05,-0.732
2018/04/06,-0.678
2018/04/07,-0.654
2018/04/08,-0.628
2018/04/09,-0.582
2018/04/10,-0.543
2018/04/11,-0.493
2018/04/12,-0.404
2018/04/13,-0.288
2018/04/14,-0.205
2018/04/15,-0.151
2018/04/16,-0.109
2018/04/17,-0.072
2018/04/18,-0.03
2018/04/19,0.044
2018/04/20,0.144
2018/04/21,0.247
2018/04/22,0.389
2018/04/23,0.561
2018/04/24,0.736
2018/04/25,0.866
2018/04/26,0.955
2018/04/27,0.992
2018/04/28,0.977
2018/04/29,0.922
2018/04/30,0.867
2018/05/01,0.783
2018/05/02,0.731
2018/05/03,0.734
2018/05/04,1.069
2018/05/05,1.308
2018/05/06,1.416
2018/05/07,1.472
2018/05/08,1.499
2018/05/09,1.483
2018/05/10,1.442
2018/05/11,1.379
2018/05/12,1.295
2018/05/13,1.18
2018/05/14,1.071
2018/05/15,0.988
2018/05/16,0.927
2018/05/17,0.895
2018/05/18,0.87
2018/05/19,0.866
2018/05/20,0.845
2018/05/21,0.804
2018/05/22,0.792
2018/05/23,0.778
2018/05/24,0.755
2018/05/25,0.718
2018/05/26,0.669
2018/05/27,0.621
2018/05/28,0.595
2018/05/29,0.578
2018/05/30,0.552
2018/05/31,0.536
2018/06/01,0.483
2018/06/02,0.441
2018/06/03,0.404
2018/06/04,0.358
2018/06/05,0.289
2018/06/06,0.208
2018/06/07,0.142
2018/06/08,0.069
2018/06/09,0.026
2018/06/10,0.01
2018/06/11,-0.008
2018/06/12,-0.054
2018/06/13,-0.118
2018/06/14,-0.191
2018/06/15,-0.233
2018/06/16,-0.31
2018/06/17,-0.391
2018/06/18,-0.473
2018/06/19,-0.512
2018/06/20,-0.502
2018/06/21,-0.469
2018/06/22,-0.407
2018/06/23,-0.385
2018/06/24,-0.373
2018/06/25,-0.241
2018/06/26,-0.135
2018/06/27,-0.059
2018/06/28,-0.015
2018/06/29,0.02
2018/06/30,-0.057
2018/07/01,-0.244
2018/07/02,-0.478
2018/07/03,-0.724
2018/07/04,-0.972
2018/07/05,-1.186
2018/07/06,-1.399
2018/07/07,-1.597
2018/07/08,-1.736
2018/07/09,-1.813
2018/07/10,-1.833
2018/07/11,-1.82
2018/07/12,-1.809
2018/07/13,-1.812
2018/07/14,-1.823
2018/07/15,-1.839
2018/07/16,-1.756
2018/07/17,-1.592
2018/07/18,-1.3
2018/07/19,-0.981
2018/07/20,-0.695
2018/07/21,-0.491
2018/07/22,-0.288
2018/07/23,-0.027
2018/07/24,0.281
2018/07/25,0.594
2018/07/26,0.839
2018/07/27,1.06
2018/07/28,1.182
2018/07/29,1.243
2018/07/30,1.276
2018/07/31,1.276
2018/08/01,1.265
2018/08/02,1.24
2018/08/03,1.227
2018/08/04,1.179
2018/08/05,1.084
2018/08/06,0.982
2018/08/07,0.857
2018/08/08,0.691
2018/08/09,0.485
2018/08/10,0.302
2018/08/11,0.175
2018/08/12,0.09
2018/08/13,0.039
2018/08/14,-0.002
2018/08/15,-0.04
2018/08/16,-0.045
2018/08/17,-0.06
2018/08/18,-0.089
2018/08/19,-0.134
2018/08/20,-0.16
2018/08/21,-0.215
2018/08/22,-0.271
2018/08/23,-0.338
2018/08/24,-0.38
2018/08/25,-0.416
2018/08/26,-0.433
2018/08/27,-0.419
2018/08/28,-0.415
2018/08/29,-0.444
2018/08/30,-0.487
2018/08/31,-0.528
2018/09/01,-0.534
2018/09/02,-0.51
2018/09/03,-0.463
2018/09/04,-0.417
2018/09/05,-0.371
2018/09/06,-0.352
2018/09/07,-0.336
2018/09/08,-0.333
2018/09/09,-0.335
2018/09/10,-0.348
2018/09/11,-0.393
2018/09/12,-0.452
2018/09/13,-0.506
2018/09/14,-0.572
2018/09/15,-0.676
2018/09/16,-0.802
2018/09/17,-0.892
2018/09/18,-0.979
2018/09/19,-1.064
2018/09/20,-1.13
2018/09/21,-1.167
2018/09/22,-1.205
2018/09/23,-1.236
2018/09/24,-1.264
2018/09/25,-1.275
2018/09/26,-1.289
2018/09/27,-1.296
2018/09/28,-1.3
2018/09/29,-1.32
2018/09/30,-1.305
2018/10/01,-1.292
2018/10/02,-1.284
2018/10/03,-1.202
2018/10/04,-1.075
2018/10/05,-0.883
2018/10/06,-0.655
2018/10/07,-0.48
2018/10/08,-0.329
2018/10/09,-0.188
2018/10/10,-0.084
2018/10/11,0.015
2018/10/12,0.091
2018/10/13,0.157
2018/10/14,0.184
2018/10/15,0.219
2018/10/16,0.268
2018/10/17,0.344
2018/10/18,0.401
2018/10/19,0.446
2018/10/20,0.464
2018/10/21,0.45
2018/10/22,0.461
2018/10/23,0.471
2018/10/24,0.481
2018/10/25,0.478
2018/10/26,0.473
2018/10/27,0.445
2018/10/28,0.375
2018/10/29,0.353
2018/10/30,0.367
2018/10/31,0.394
2018/11/01,0.397
2018/11/02,0.349
2018/11/03,0.266
2018/11/04,0.173
2018/11/05,0.107
2018/11/06,0.052
2018/11/07,-0.018
2018/11/08,-0.097
2018/11/09,-0.145
2018/11/10,-0.194
2018/11/11,-0.207
2018/11/12,-0.204
2018/11/13,-0.205
2018/11/14,-0.191
2018/11/15,-0.179
2018/11/16,-0.182
2018/11/17,-0.214
2018/11/18,-0.271
2018/11/19,-0.237
2018/11/20,-0.181
2018/11/21,-0.154
2018/11/22,-0.147
2018/11/23,-0.153
2018/11/24,-0.195
2018/11/25,-0.236
2018/11/26,-0.264
2018/11/27,-0.29
2018/11/28,-0.306
2018/11/29,-0.334
2018/11/30,-0.345
2018/12/01,-0.375
2018/12/02,-0.419
2018/12/03,-0.45
2018/12/04,-0.481
2018/12/05,-0.48
2018/12/06,-0.468
2018/12/07,-0.422
2018/12/08,-0.327
2018/12/09,-0.251
2018/12/10,-0.183
2018/12/11,-0.142
2018/12/12,-0.111
2018/12/13,-0.094
2018/12/14,-0.086
2018/12/15,-0.064
2018/12/16,-0.034
2018/12/17,-0.007
2018/12/18,-0.004
2018/12/19,0.019
2018/12/20,0.054
2018/12/21,0.082
2018/12/22,0.058
2018/12/23,0.034
2018/12/24,0.029
2018/12/25,0.019
2018/12/26,0.023
2018/12/27,0.041
2018/12/28,0.067
2018/12/29,0.11
2018/12/30,0.111
2018/12/31,0.107
2019/01/01,0.071
2019/01/02,0.061
2019/01/03,0.096
2019/01/04,0.118
2019/01/05,0.114
2019/01/06,0.099
2019/01/07,0.102
2019/01/08,0.125
2019/01/09,0.154
2019/01/10,0.178
2019/01/11,0.195
2019/01/12,0.145
2019/01/13,0.063
2019/01/14,0.064
2019/01/15,0.085
2019/01/16,0.075
2019/01/17,0.046
2019/01/18,0.01
2019/01/19,-0.043
2019/01/20,-0.112
2019/01/21,-0.173
2019/01/22,-0.235
2019/01/23,-0.278
2019/01/24,-0.309
2019/01/25,-0.329
2019/01/26,-0.374
2019/01/27,-0.408
2019/01/28,-0.397
2019/01/29,-0.372
2019/01/30,-0.358
2019/01/31,-0.346
2019/02/01,-0.344
2019/02/02,-0.38
2019/02/03,-0.454
2019/02/04,-0.557
2019/02/05,-0.669
2019/02/06,-0.782
2019/02/07,-0.888
2019/02/08,-0.953
2019/02/09,-1.014
2019/02/10,-1.081
2019/02/11,-1.117
2019/02/12,-1.13
2019/02/13,-1.112
2019/02/14,-1.066
2019/02/15,-0.998
2019/02/16,-0.932
2019/02/17,-0.871
2019/02/18,-0.75
2019/02/19,-0.609
2019/02/20,-0.475
2019/02/21,-0.366
2019/02/22,-0.268
2019/02/23,-0.193
2019/02/24,-0.12
2019/02/25,-0.059
2019/02/26,0.005
2019/02/27,0.084
2019/02/28,0.15
2019/03/01,0.241
2019/03/02,0.312
2019/03/03,0.345
2019/03/04,0.388
2019/03/05,0.45
2019/03/06,0.516
2019/03/07,0.577
2019/03/08,0.626
2019/03/09,0.67
2019/03/10,0.649
2019/03/11,0.611
2019/03/12,0.593
2019/03/13,0.578
2019/03/14,0.564
2019/03/15,0.549
2019/03/16,0.494
2019/03/17,0.423
2019/03/18,0.395
2019/03/19,0.407
2019/03/20,0.441
2019/03/21,0.463
2019/03/22,0.481
2019/03/23,0.48
2019/03/24,0.457
2019/03/25,0.492
2019/03/26,0.548
2019/03/27,0.593
2019/03/28,0.633
2019/03/29,0.668
2019/03/30,0.683
2019/03/31,0.673
2019/04/01,0.713
2019/04/02,0.835
2019/04/03,0.971
2019/04/04,1.068
2019/04/05,1.119
2019/04/06,1.096
2019/04/07,1.039
2019/04/08,0.997
2019/04/09,0.969
2019/04/10,0.922
2019/04/11,0.918
2019/04/12,0.964
2019/04/13,0.968
2019/04/14,0.885
2019/04/15,0.793
2019/04/16,0.693
2019/04/17,0.6
2019/04/18,0.529
2019/04/19,0.5
2019/04/20,0.578
2019/04/21,0.633
2019/04/22,0.662
2019/04/23,0.697
2019/04/24,0.707
2019/04/25,0.686
2019/04/26,0.632
2019/04/27,0.527
2019/04/28,0.395
2019/04/29,0.27
2019/04/30,0.184
2019/05/01,0.13
2019/05/02,0.053
2019/05/03,-0.018
2019/05/04,-0.102
2019/05/05,-0.18
2019/05/06,-0.236
2019/05/07,-0.277
2019/05/08,-0.303
2019/05/09,-0.301
2019/05/10,-0.273
