Date,activeaddresses90var
2016/01/01,220330
2016/01/02,220588
2016/01/03,222166
2016/01/04,225127
2016/01/05,227194
2016/01/06,230799
2016/01/07,239485
2016/01/08,240183
2016/01/09,239535
2016/01/10,243724
2016/01/11,256136
2016/01/12,272410
2016/01/13,277242
2016/01/14,278886
2016/01/15,287780
2016/01/16,282252
2016/01/17,276143
2016/01/18,277906
2016/01/19,278546
2016/01/20,290908
2016/01/21,292399
2016/01/22,298513
2016/01/23,315214
2016/01/24,352807
2016/01/25,409205
2016/01/26,485660
2016/01/27,538247
2016/01/28,618894
2016/01/29,685510
2016/01/30,751991
2016/01/31,824842
2016/02/01,881094
2016/02/02,931798
2016/02/03,987362
2016/02/04,1025149
2016/02/05,1103573
2016/02/06,1136223
2016/02/07,1175284
2016/02/08,1234254
2016/02/09,1315715
2016/02/10,1500151
2016/02/11,1920880
2016/02/12,2145147
2016/02/13,2321349
2016/02/14,2425752
2016/02/15,2548541
2016/02/16,2665090
2016/02/17,2791091
2016/02/18,2882863
2016/02/19,2973142
2016/02/20,3036149
2016/02/21,3160698
2016/02/22,3279050
2016/02/23,3390048
2016/02/24,3492369
2016/02/25,3635427
2016/02/26,3706282
2016/02/27,3777544
2016/02/28,3885583
2016/02/29,4032590
2016/03/01,4250644
2016/03/02,4582118
2016/03/03,4986325
2016/03/04,5346474
2016/03/05,5999791
2016/03/06,6538252
2016/03/07,6723219
2016/03/08,7117410
2016/03/09,7432844
2016/03/10,7894471
2016/03/11,8246115
2016/03/12,8749805
2016/03/13,9223637
2016/03/14,9749393
2016/03/15,10213893
2016/03/16,10649863
2016/03/17,11095283
2016/03/18,11721533
2016/03/19,12063703
2016/03/20,12420170
2016/03/21,12736603
2016/03/22,13009179
2016/03/23,13379906
2016/03/24,13603670
2016/03/25,13859549
2016/03/26,14009771
2016/03/27,14313346
2016/03/28,14604121
2016/03/29,15131763
2016/03/30,15836870
2016/03/31,16100975
2016/04/01,16272263
2016/04/02,16381117
2016/04/03,16532449
2016/04/04,16766441
2016/04/05,17079736
2016/04/06,17223721
2016/04/07,17489984
2016/04/08,17467630
2016/04/09,17609531
2016/04/10,17824907
2016/04/11,17898095
2016/04/12,17981539
2016/04/13,18110192
2016/04/14,18169711
2016/04/15,18037186
2016/04/16,17846001
2016/04/17,17810422
2016/04/18,17702463
2016/04/19,17631546
2016/04/20,17489006
2016/04/21,17309991
2016/04/22,17137220
2016/04/23,16980185
2016/04/24,16921687
2016/04/25,16871318
2016/04/26,16745393
2016/04/27,16661030
2016/04/28,16464341
2016/04/29,16585706
2016/04/30,18048822
2016/05/01,18135770
2016/05/02,18813054
2016/05/03,18817941
2016/05/04,18632636
2016/05/05,18572052
2016/05/06,18279785
2016/05/07,17901395
2016/05/08,17856432
2016/05/09,17927429
2016/05/10,18023737
2016/05/11,18754353
2016/05/12,19295209
2016/05/13,20225720
2016/05/14,20409055
2016/05/15,20384442
2016/05/16,20090123
2016/05/17,20093985
2016/05/18,20580400
2016/05/19,20755304
2016/05/20,20535720
2016/05/21,20299063
2016/05/22,19775988
2016/05/23,19843661
2016/05/24,19588331
2016/05/25,19489075
2016/05/26,20734830
2016/05/27,21072457
2016/05/28,24984885
2016/05/29,24772636
2016/05/30,24418587
2016/05/31,24331027
2016/06/01,24138816
2016/06/02,23849728
2016/06/03,23749818
2016/06/04,23500045
2016/06/05,22879123
2016/06/06,22610146
2016/06/07,22244741
2016/06/08,22062573
2016/06/09,21652875
2016/06/10,21463197
2016/06/11,21037103
2016/06/12,20956183
2016/06/13,21366059
2016/06/14,21730789
2016/06/15,21634046
2016/06/16,21531991
2016/06/17,23367059
2016/06/18,24458300
2016/06/19,24638614
2016/06/20,24501260
2016/06/21,24463816
2016/06/22,24681476
2016/06/23,24281182
2016/06/24,23778115
2016/06/25,23280585
2016/06/26,23062654
2016/06/27,22827512
2016/06/28,22864717
2016/06/29,22518626
2016/06/30,22052528
2016/07/01,21487652
2016/07/02,20995777
2016/07/03,20583900
2016/07/04,20302780
2016/07/05,19841799
2016/07/06,19497356
2016/07/07,18881930
