Date,sentbyaddress3wma
2016/08/06,8956
2016/08/07,8689
2016/08/08,9106
2016/08/09,9853
2016/08/10,9764
2016/08/11,10318
2016/08/12,9546
2016/08/13,8725
2016/08/14,8435
2016/08/15,8594
2016/08/16,9229
2016/08/17,9081
2016/08/18,8886
2016/08/19,8722
2016/08/20,8875
2016/08/21,8846
2016/08/22,8529
2016/08/23,9194
2016/08/24,9215
2016/08/25,9720
2016/08/26,9503
2016/08/27,9572
2016/08/28,9256
2016/08/29,9536
2016/08/30,9463
2016/08/31,9795
2016/09/01,10448
2016/09/02,10528
2016/09/03,9852
2016/09/04,9229
2016/09/05,8987
2016/09/06,9030
2016/09/07,9148
2016/09/08,10032
2016/09/09,9765
2016/09/10,9308
2016/09/11,9121
2016/09/12,9290
2016/09/13,9414
2016/09/14,9547
2016/09/15,9487
2016/09/16,9900
2016/09/17,9869
2016/09/18,9189
2016/09/19,8361
2016/09/20,10867
2016/09/21,12031
2016/09/22,10566
2016/09/23,9255
2016/09/24,8947
2016/09/25,9045
2016/09/26,9006
2016/09/27,9052
2016/09/28,9062
2016/09/29,9629
2016/09/30,10096
2016/10/01,9498
2016/10/02,9876
2016/10/03,9536
2016/10/04,8383
2016/10/05,7495
2016/10/06,7582
2016/10/07,8566
2016/10/08,9289
2016/10/09,10108
2016/10/10,10469
2016/10/11,9991
2016/10/12,7593
2016/10/13,5206
2016/10/14,6154
2016/10/15,6518
2016/10/16,7290
2016/10/17,7827
2016/10/18,9929
2016/10/19,8769
2016/10/20,9886
2016/10/21,10907
2016/10/22,10899
2016/10/23,10147
2016/10/24,9355
2016/10/25,9106
2016/10/26,9088
2016/10/27,9241
2016/10/28,9423
2016/10/29,9138
2016/10/30,8633
2016/10/31,9525
2016/11/01,10726
2016/11/02,9935
2016/11/03,9760
2016/11/04,8168
2016/11/05,8064
2016/11/06,7477
2016/11/07,8212
2016/11/08,8453
2016/11/09,8822
2016/11/10,8143
2016/11/11,8341
2016/11/12,8315
2016/11/13,8962
2016/11/14,8360
2016/11/15,8308
2016/11/16,7981
2016/11/17,7911
2016/11/18,7950
2016/11/19,7712
2016/11/20,7707
2016/11/21,7817
2016/11/22,14861
2016/11/23,23633
2016/11/24,16288
2016/11/25,18199
2016/11/26,11399
2016/11/27,8796
2016/11/28,6733
2016/11/29,6963
2016/11/30,7122
2016/12/01,6898
2016/12/02,7129
2016/12/03,8210
2016/12/04,9004
2016/12/05,8510
2016/12/06,8997
2016/12/07,7831
2016/12/08,7234
2016/12/09,7643
2016/12/10,7490
2016/12/11,7605
2016/12/12,7607
2016/12/13,7415
2016/12/14,8108
2016/12/15,9148
2016/12/16,8714
2016/12/17,8108
2016/12/18,7582
2016/12/19,7783
2016/12/20,8189
2016/12/21,8605
2016/12/22,8752
2016/12/23,8242
2016/12/24,7605
2016/12/25,6863
2016/12/26,6572
2016/12/27,6809
2016/12/28,7318
2016/12/29,8027
2016/12/30,8068
2016/12/31,8321
2017/01/01,7417
2017/01/02,7439
2017/01/03,7904
2017/01/04,9563
2017/01/05,10170
2017/01/06,10405
2017/01/07,9530
2017/01/08,8596
2017/01/09,9098
2017/01/10,8845
2017/01/11,9033
2017/01/12,9125
2017/01/13,8938
2017/01/14,8366
2017/01/15,7707
2017/01/16,8374
2017/01/17,8528
2017/01/18,8336
2017/01/19,8474
2017/01/20,8908
2017/01/21,8718
2017/01/22,8242
2017/01/23,8188
2017/01/24,8358
2017/01/25,8140
2017/01/26,8165
2017/01/27,8018
2017/01/28,7899
2017/01/29,7602
2017/01/30,7965
2017/01/31,8167
2017/02/01,8343
2017/02/02,8585
2017/02/03,8422
2017/02/04,8687
2017/02/05,8923
2017/02/06,9118
2017/02/07,8980
2017/02/08,8978
2017/02/09,8965
2017/02/10,9531
2017/02/11,9033
2017/02/12,8975
2017/02/13,9982
2017/02/14,10730
2017/02/15,10955
2017/02/16,10384
2017/02/17,10015
2017/02/18,10285
2017/02/19,9773
2017/02/20,9967
2017/02/21,9875
2017/02/22,9853
2017/02/23,9631
2017/02/24,10115
2017/02/25,10153
2017/02/26,10216
2017/02/27,10678
2017/02/28,12248
2017/03/01,13544
2017/03/02,17799
2017/03/03,17619
2017/03/04,15998
2017/03/05,14241
2017/03/06,13818
2017/03/07,13164
2017/03/08,12920
2017/03/09,13862
2017/03/10,15146
2017/03/11,15262
2017/03/12,16112
2017/03/13,19739
2017/03/14,20286
2017/03/15,20404
2017/03/16,24666
2017/03/17,27580
2017/03/18,26465
2017/03/19,22855
2017/03/20,20916
2017/03/21,20473
2017/03/22,19755
2017/03/23,19248
2017/03/24,21277
2017/03/25,21859
2017/03/26,20508
2017/03/27,20739
2017/03/28,20596
2017/03/29,20818
2017/03/30,22925
2017/03/31,27329
2017/04/01,24738
2017/04/02,23606
2017/04/03,25994
2017/04/04,25028
2017/04/05,24248
2017/04/06,25050
2017/04/07,22755
2017/04/08,19894
2017/04/09,17264
2017/04/10,18046
2017/04/11,18573
2017/04/12,19587
2017/04/13,20694
2017/04/14,20488
2017/04/15,19420
2017/04/16,17082
2017/04/17,16525
2017/04/18,18068
2017/04/19,19576
2017/04/20,20595
2017/04/21,19500
2017/04/22,18131
2017/04/23,17464
2017/04/24,19031
2017/04/25,19771
2017/04/26,20423
2017/04/27,25074
2017/04/28,26483
2017/04/29,25084
2017/04/30,24479
2017/05/01,26353
2017/05/02,27666
2017/05/03,26058
2017/05/04,28011
2017/05/05,29395
2017/05/06,27941
2017/05/07,28167
2017/05/08,32350
2017/05/09,33243
2017/05/10,31532
2017/05/11,31134
2017/05/12,30073
2017/05/13,27384
2017/05/14,26133
2017/05/15,28942
2017/05/16,31128
2017/05/17,35580
2017/05/18,37281
2017/05/19,43336
2017/05/20,40306
2017/05/21,38704
2017/05/22,41412
2017/05/23,45814
2017/05/24,49108
2017/05/25,49891
2017/05/26,48684
2017/05/27,43449
2017/05/28,39367
2017/05/29,39754
2017/05/30,45479
2017/05/31,57723
2017/06/01,62430
2017/06/02,56854
2017/06/03,51386
2017/06/04,48881
2017/06/05,52451
2017/06/06,54617
2017/06/07,55188
2017/06/08,52163
2017/06/09,55685
2017/06/10,58239
2017/06/11,64397
2017/06/12,80336
2017/06/13,85861
2017/06/14,82126
2017/06/15,78489
2017/06/16,72983
2017/06/17,70816
2017/06/18,70738
2017/06/19,74809
2017/06/20,84148
2017/06/21,88787
2017/06/22,90054
2017/06/23,86081
2017/06/24,81383
2017/06/25,74179
2017/06/26,87174
2017/06/27,86677
2017/06/28,44440
2017/06/29,52263
2017/06/30,63581
2017/07/01,74190
2017/07/02,71803
2017/07/03,79049
2017/07/04,83965
2017/07/05,81105
2017/07/06,75981
2017/07/07,82394
2017/07/08,74234
2017/07/09,66676
2017/07/10,72232
2017/07/11,77409
2017/07/12,78701
2017/07/13,71170
2017/07/14,65832
2017/07/15,63305
2017/07/16,62141
2017/07/17,64266
2017/07/18,68396
2017/07/19,72403
2017/07/20,71910
2017/07/21,66781
2017/07/22,59113
2017/07/23,71330
2017/07/24,71462
2017/07/25,68511
2017/07/26,61782
2017/07/27,61535
2017/07/28,62650
2017/07/29,57939
2017/07/30,54528
2017/07/31,66176
2017/08/01,65441
2017/08/02,65804
2017/08/03,63935
2017/08/04,68228
2017/08/05,71923
2017/08/06,71775
2017/08/07,75356
2017/08/08,83222
2017/08/09,84817
2017/08/10,91087
2017/08/11,94741
2017/08/12,94123
2017/08/13,88206
2017/08/14,97797
2017/08/15,105922
2017/08/16,110845
2017/08/17,111799
2017/08/18,116955
2017/08/19,106799
2017/08/20,94613
2017/08/21,97778
2017/08/22,99407
2017/08/23,103840
2017/08/24,97340
2017/08/25,97764
2017/08/26,85653
2017/08/27,81218
2017/08/28,85875
2017/08/29,99178
2017/08/30,107180
2017/08/31,113605
2017/09/01,112915
2017/09/02,101579
2017/09/03,88091
2017/09/04,107273
2017/09/05,118165
2017/09/06,126326
2017/09/07,120872
2017/09/08,117263
2017/09/09,108534
2017/09/10,93296
2017/09/11,95254
2017/09/12,110542
2017/09/13,113444
2017/09/14,119208
2017/09/15,125960
2017/09/16,110457
2017/09/17,86775
2017/09/18,87793
2017/09/19,93875
2017/09/20,96728
2017/09/21,91457
2017/09/22,81370
2017/09/23,77334
2017/09/24,79161
2017/09/25,85575
2017/09/26,85529
2017/09/27,84370
2017/09/28,88883
2017/09/29,92858
2017/09/30,89711
2017/10/01,80622
2017/10/02,80902
2017/10/03,84738
2017/10/04,84345
2017/10/05,85498
2017/10/06,83813
2017/10/07,82124
2017/10/08,81061
2017/10/09,82936
2017/10/10,93083
2017/10/11,100843
2017/10/12,102556
2017/10/13,109660
2017/10/14,102408
2017/10/15,92752
2017/10/16,86402
2017/10/17,106757
2017/10/18,108472
2017/10/19,101868
2017/10/20,103236
2017/10/21,104602
2017/10/22,120451
2017/10/23,115795
2017/10/24,111987
2017/10/25,101706
2017/10/26,97712
2017/10/27,47844
2017/10/28,15935
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,66125
2017/11/02,117724
2017/11/03,128824
2017/11/04,109567
2017/11/05,95989
2017/11/06,99692
2017/11/07,105545
2017/11/08,114266
2017/11/09,119573
2017/11/10,117566
2017/11/11,108668
2017/11/12,111134
2017/11/13,111306
2017/11/14,119595
2017/11/15,132154
2017/11/16,131687
2017/11/17,134669
2017/11/18,124075
2017/11/19,120535
2017/11/20,122899
2017/11/21,132979
2017/11/22,139448
2017/11/23,139990
2017/11/24,137302
2017/11/25,135304
2017/11/26,136693
2017/11/27,153891
2017/11/28,166780
2017/11/29,180976
2017/11/30,177818
2017/12/01,162248
2017/12/02,155192
2017/12/03,166576
2017/12/04,174979
2017/12/05,180401
2017/12/06,204097
2017/12/07,188604
2017/12/08,191461
2017/12/09,192426
2017/12/10,197531
2017/12/11,211454
2017/12/12,242499
2017/12/13,265662
2017/12/14,279822
2017/12/15,274326
2017/12/16,260721
2017/12/17,251520
2017/12/18,259959
2017/12/19,288625
2017/12/20,301876
2017/12/21,315556
2017/12/22,343602
2017/12/23,317145
2017/12/24,258802
2017/12/25,217515
2017/12/26,226817
2017/12/27,249745
2017/12/28,262498
2017/12/29,306741
2017/12/30,347008
2017/12/31,319797
2018/01/01,291177
2018/01/02,328360
2018/01/03,359536
2018/01/04,398538
2018/01/05,397995
2018/01/06,390697
2018/01/07,379115
2018/01/08,375321
2018/01/09,408891
2018/01/10,399493
2018/01/11,401229
2018/01/12,379233
2018/01/13,387389
2018/01/14,378132
2018/01/15,409146
2018/01/16,437998
2018/01/17,450859
2018/01/18,440270
2018/01/19,381728
2018/01/20,314478
2018/01/21,355508
2018/01/22,339336
2018/01/23,316852
2018/01/24,282744
2018/01/25,251039
2018/01/26,269478
2018/01/27,266038
2018/01/28,259034
2018/01/29,265222
2018/01/30,269694
2018/01/31,269768
2018/02/01,289638
2018/02/02,299194
2018/02/03,270260
2018/02/04,258354
2018/02/05,255618
2018/02/06,266299
2018/02/07,257707
2018/02/08,227568
2018/02/09,221678
2018/02/10,230454
2018/02/11,232626
2018/02/12,239937
2018/02/13,225011
2018/02/14,225773
2018/02/15,226118
2018/02/16,208698
2018/02/17,195228
2018/02/18,192775
2018/02/19,205870
2018/02/20,228402
2018/02/21,230987
2018/02/22,217952
2018/02/23,200661
2018/02/24,179104
2018/02/25,171358
2018/02/26,190840
2018/02/27,201437
2018/02/28,210881
2018/03/01,208038
2018/03/02,205675
2018/03/03,187045
2018/03/04,168585
2018/03/05,181879
2018/03/06,203564
2018/03/07,264750
2018/03/08,242080
2018/03/09,212708
2018/03/10,180660
2018/03/11,164291
2018/03/12,161680
2018/03/13,175344
2018/03/14,200227
2018/03/15,199558
2018/03/16,183133
2018/03/17,166207
2018/03/18,166208
2018/03/19,183553
2018/03/20,183215
2018/03/21,191393
2018/03/22,180610
2018/03/23,213827
2018/03/24,215047
2018/03/25,178465
2018/03/26,164977
2018/03/27,161267
2018/03/28,157939
2018/03/29,162893
2018/03/30,172880
2018/03/31,163068
2018/04/01,146507
2018/04/02,145643
2018/04/03,161149
2018/04/04,166221
2018/04/05,182881
2018/04/06,181669
2018/04/07,166877
2018/04/08,163103
2018/04/09,170932
2018/04/10,170828
2018/04/11,174592
2018/04/12,188870
2018/04/13,200400
2018/04/14,188558
2018/04/15,176136
2018/04/16,173219
2018/04/17,176669
2018/04/18,182603
2018/04/19,196943
2018/04/20,209308
2018/04/21,212195
2018/04/22,227005
2018/04/23,241930
2018/04/24,248975
2018/04/25,236010
2018/04/26,225835
2018/04/27,213325
2018/04/28,202988
2018/04/29,194771
2018/04/30,201289
2018/05/01,195131
2018/05/02,209491
2018/05/03,232469
2018/05/04,370979
2018/05/05,340732
2018/05/06,282215
2018/05/07,245865
2018/05/08,255289
2018/05/09,255880
2018/05/10,254166
2018/05/11,250577
2018/05/12,246913
2018/05/13,234813
2018/05/14,238532
2018/05/15,251182
2018/05/16,263023
2018/05/17,273906
2018/05/18,274329
2018/05/19,281681
2018/05/20,272327
2018/05/21,261190
2018/05/22,275104
2018/05/23,278351
2018/05/24,275723
2018/05/25,266183
2018/05/26,260785
2018/05/27,262982
2018/05/28,275361
2018/05/29,281387
2018/05/30,275946
2018/05/31,278534
2018/06/01,258513
2018/06/02,263951
2018/06/03,266712
2018/06/04,263976
2018/06/05,248878
2018/06/06,239670
2018/06/07,246306
2018/06/08,242886
2018/06/09,256749
2018/06/10,267561
2018/06/11,264222
2018/06/12,242077
2018/06/13,227157
2018/06/14,221165
2018/06/15,239359
2018/06/16,219062
2018/06/17,212210
2018/06/18,205262
2018/06/19,228573
2018/06/20,251917
2018/06/21,259982
2018/06/22,266375
2018/06/23,239709
2018/06/24,230539
2018/06/25,293270
2018/06/26,288116
2018/06/27,271302
2018/06/28,245969
2018/06/29,249344
2018/06/30,198010
2018/07/01,141825
2018/07/02,118095
2018/07/03,121051
2018/07/04,123859
2018/07/05,136332
2018/07/06,127939
2018/07/07,123871
2018/07/08,139985
2018/07/09,160500
2018/07/10,175521
2018/07/11,175257
2018/07/12,161243
2018/07/13,143893
2018/07/14,134791
2018/07/15,130948
2018/07/16,172388
2018/07/17,204457
2018/07/18,252627
2018/07/19,253672
2018/07/20,234270
2018/07/21,197862
2018/07/22,205171
2018/07/23,242367
2018/07/24,277357
2018/07/25,289173
2018/07/26,269504
2018/07/27,269953
2018/07/28,245197
2018/07/29,237033
2018/07/30,238439
2018/07/31,240719
2018/08/01,245886
2018/08/02,246675
2018/08/03,257303
2018/08/04,246234
2018/08/05,226381
2018/08/06,222246
2018/08/07,214625
2018/08/08,197022
2018/08/09,174332
2018/08/10,181421
2018/08/11,205876
2018/08/12,222611
2018/08/13,229028
2018/08/14,223507
2018/08/15,216999
2018/08/16,226785
2018/08/17,219921
2018/08/18,210284
2018/08/19,199431
2018/08/20,207652
2018/08/21,194738
2018/08/22,192449
2018/08/23,184347
2018/08/24,195640
2018/08/25,196285
2018/08/26,202659
2018/08/27,212021
2018/08/28,204716
2018/08/29,185537
2018/08/30,175191
2018/08/31,176852
2018/09/01,193826
2018/09/02,206639
2018/09/03,214136
2018/09/04,209186
2018/09/05,205877
2018/09/06,193442
2018/09/07,191935
2018/09/08,188300
2018/09/09,188217
2018/09/10,184223
2018/09/11,170838
2018/09/12,163604
2018/09/13,165906
2018/09/14,161741
2018/09/15,143470
2018/09/16,130168
2018/09/17,142954
2018/09/18,144419
2018/09/19,140678
2018/09/20,140755
2018/09/21,148030
2018/09/22,143454
2018/09/23,139507
2018/09/24,135860
2018/09/25,139398
2018/09/26,135000
2018/09/27,134497
2018/09/28,132144
2018/09/29,124584
2018/09/30,134168
2018/10/01,132248
2018/10/02,128957
2018/10/03,149884
2018/10/04,165102
2018/10/05,185130
2018/10/06,192762
2018/10/07,173757
2018/10/08,164924
2018/10/09,165738
2018/10/10,162894
2018/10/11,166665
2018/10/12,164392
2018/10/13,167002
2018/10/14,158086
2018/10/15,164227
2018/10/16,172548
2018/10/17,185484
2018/10/18,181143
2018/10/19,177712
2018/10/20,170070
2018/10/21,162910
2018/10/22,173887
2018/10/23,177352
2018/10/24,180107
2018/10/25,174863
2018/10/26,175265
2018/10/27,168598
2018/10/28,155304
2018/10/29,171185
2018/10/30,186799
2018/10/31,192931
2018/11/01,181426
2018/11/02,161361
2018/11/03,148189
2018/11/04,146736
2018/11/05,158396
2018/11/06,163454
2018/11/07,155779
2018/11/08,147908
2018/11/09,155686
2018/11/10,155183
2018/11/11,165515
2018/11/12,167648
2018/11/13,164042
2018/11/14,165816
2018/11/15,164095
2018/11/16,158565
2018/11/17,146977
2018/11/18,138152
2018/11/19,170334
2018/11/20,180478
2018/11/21,170285
2018/11/22,156254
2018/11/23,151401
2018/11/24,141961
2018/11/25,143116
2018/11/26,148280
2018/11/27,150097
2018/11/28,151747
2018/11/29,145770
2018/11/30,149625
2018/12/01,141618
2018/12/02,136320
2018/12/03,138182
2018/12/04,138759
2018/12/05,148039
2018/12/06,149728
2018/12/07,159178
2018/12/08,172830
2018/12/09,166101
2018/12/10,161347
2018/12/11,151532
2018/12/12,151120
2018/12/13,149202
2018/12/14,149234
2018/12/15,155309
2018/12/16,159562
2018/12/17,159229
2018/12/18,151269
2018/12/19,157375
2018/12/20,163114
2018/12/21,162925
2018/12/22,145283
2018/12/23,144387
2018/12/24,152139
2018/12/25,154381
2018/12/26,157613
2018/12/27,161213
2018/12/28,164006
2018/12/29,168834
2018/12/30,155129
2018/12/31,153230
2019/01/01,143015
2019/01/02,154089
2019/01/03,169842
2019/01/04,167538
2019/01/05,156482
2019/01/06,150640
2019/01/07,158467
2019/01/08,167005
2019/01/09,169787
2019/01/10,167449
2019/01/11,164686
2019/01/12,143032
2019/01/13,132158
2019/01/14,160832
2019/01/15,172781
2019/01/16,162119
2019/01/17,149376
2019/01/18,145898
2019/01/19,142274
2019/01/20,136957
2019/01/21,138949
2019/01/22,138121
2019/01/23,143176
2019/01/24,144781
2019/01/25,146221
2019/01/26,134907
2019/01/27,135694
2019/01/28,148797
2019/01/29,154020
2019/01/30,147817
2019/01/31,143322
2019/02/01,139561
2019/02/02,128036
2019/02/03,115635
2019/02/04,106165
2019/02/05,104247
2019/02/06,104252
2019/02/07,104891
2019/02/08,114392
2019/02/09,112559
2019/02/10,105845
2019/02/11,109419
2019/02/12,113957
2019/02/13,120284
2019/02/14,124034
2019/02/15,127144
2019/02/16,123919
2019/02/17,120102
2019/02/18,135856
2019/02/19,142879
2019/02/20,141912
2019/02/21,133257
2019/02/22,131667
2019/02/23,129159
2019/02/24,132149
2019/02/25,132227
2019/02/26,136234
2019/02/27,142030
2019/02/28,141447
2019/03/01,149371
2019/03/02,146267
2019/03/03,138190
2019/03/04,142000
2019/03/05,151064
2019/03/06,156557
2019/03/07,156408
2019/03/08,154430
2019/03/09,155359
2019/03/10,140320
2019/03/11,137046
2019/03/12,145062
2019/03/13,150550
2019/03/14,151764
2019/03/15,150469
2019/03/16,138852
2019/03/17,133687
2019/03/18,146400
2019/03/19,160656
2019/03/20,167592
2019/03/21,161125
2019/03/22,158506
2019/03/23,152695
2019/03/24,148358
2019/03/25,166578
2019/03/26,176486
2019/03/27,175036
2019/03/28,171717
2019/03/29,171305
2019/03/30,168272
2019/03/31,162826
2019/04/01,180778
2019/04/02,211096
2019/04/03,220828
2019/04/04,208154
2019/04/05,193268
2019/04/06,173632
2019/04/07,168213
2019/04/08,178878
2019/04/09,190512
2019/04/10,186592
2019/04/11,200383
2019/04/12,218565
2019/04/13,207233
2019/04/14,172796
2019/04/15,167291
2019/04/16,168613
2019/04/17,175784
2019/04/18,182547
2019/04/19,196496
2019/04/20,234883
2019/04/21,225462
2019/04/22,211981
2019/04/23,209181
2019/04/24,205236
2019/04/25,197210
2019/04/26,186217
2019/04/27,168937
2019/04/28,159766
2019/04/29,162932
2019/04/30,179727
2019/05/01,191391
2019/05/02,177412
2019/05/03,172676
2019/05/04,162939
2019/05/05,164473
2019/05/06,169806
2019/05/07,173593
2019/05/08,176335
2019/05/09,182868
2019/05/10,190258
2019/05/11,194735
2019/05/12,192261
2019/05/13,201882
2019/05/14,221173
2019/05/15,237805
2019/05/16,253495
2019/05/17,245710
2019/05/18,227108
2019/05/19,212286
2019/05/20,215274
2019/05/21,228074
2019/05/22,227064
2019/05/23,225719
2019/05/24,229229
2019/05/25,224443
2019/05/26,217493
2019/05/27,235020
2019/05/28,240282
2019/05/29,244873
2019/05/30,243463
2019/05/31,254708
2019/06/01,296944
2019/06/02,285340
2019/06/03,261034
2019/06/04,244971
2019/06/05,231865
2019/06/06,257424
2019/06/07,230059
2019/06/08,206209
2019/06/09,214653
2019/06/10,220478
2019/06/11,255580
2019/06/12,321162
2019/06/13,299427
2019/06/14,267458
2019/06/15,238651
2019/06/16,289753
2019/06/17,263211
2019/06/18,246591
2019/06/19,226507
2019/06/20,217636
2019/06/21,238666
2019/06/22,248939
2019/06/23,243955
2019/06/24,240454
2019/06/25,240624
2019/06/26,260046
2019/06/27,253374
2019/06/28,236354
2019/06/29,219666
2019/06/30,201262
2019/07/01,204352
2019/07/02,240382
2019/07/03,253877
2019/07/04,252016
2019/07/05,235133
2019/07/06,217309
2019/07/07,193731
2019/07/08,204664
2019/07/09,225605
2019/07/10,230598
2019/07/11,217744
2019/07/12,219041
2019/07/13,197447
2019/07/14,187361
2019/07/15,201769
2019/07/16,188814
2019/07/17,199480
2019/07/18,200004
2019/07/19,207098
2019/07/20,190720
2019/07/21,172544
2019/07/22,175102
2019/07/23,176288
2019/07/24,171527
2019/07/25,169760
2019/07/26,181472
2019/07/27,185016
2019/07/28,181360
2019/07/29,186306
2019/07/30,209992
2019/07/31,205847
2019/08/01,190966
2019/08/02,192046
2019/08/03,177864
2019/08/04,175250
2019/08/05,200615
2019/08/06,226408
2019/08/07,223343
2019/08/08,216424
2019/08/09,216573
2019/08/10,212441
2019/08/11,196653
2019/08/12,215894
2019/08/13,216272
2019/08/14,220551
2019/08/15,205813
2019/08/16,211507
2019/08/17,195273
2019/08/18,186149
2019/08/19,194866
2019/08/20,209470
2019/08/21,217969
2019/08/22,216254
2019/08/23,220892
2019/08/24,213642
2019/08/25,204590
2019/08/26,211069
2019/08/27,219736
2019/08/28,218328
2019/08/29,215574
2019/08/30,210517
2019/08/31,201917
2019/09/01,194998
2019/09/02,211282
2019/09/03,220353
2019/09/04,223295
2019/09/05,231751
2019/09/06,232744
2019/09/07,221191
2019/09/08,210147
2019/09/09,220143
2019/09/10,217485
2019/09/11,216702
2019/09/12,217361
2019/09/13,206026
2019/09/14,199011
2019/09/15,197544
2019/09/16,214710
2019/09/17,219823
2019/09/18,221940
2019/09/19,218746
2019/09/20,221616
2019/09/21,198255
2019/09/22,176423
2019/09/23,167498
2019/09/24,181103
2019/09/25,184235
2019/09/26,185093
2019/09/27,182986
2019/09/28,180376
2019/09/29,168318
2019/09/30,176985
2019/10/01,187969
2019/10/02,193624
2019/10/03,180578
2019/10/04,170065
2019/10/05,168539
2019/10/06,167649
2019/10/07,173160
2019/10/08,181438
2019/10/09,202901
2019/10/10,209649
2019/10/11,212537
2019/10/12,196559
2019/10/13,178268
2019/10/14,178596
2019/10/15,186956
2019/10/16,190992
2019/10/17,190213
2019/10/18,198894
2019/10/19,195437
2019/10/20,182917
2019/10/21,182944
2019/10/22,187298
2019/10/23,189842
2019/10/24,189255
2019/10/25,194699
2019/10/26,197503
2019/10/27,185300
2019/10/28,189143
