Date,difficulty7trx
2016/04/29,0.982
2016/04/30,1.031
2016/05/01,1.116
2016/05/02,1.069
2016/05/03,1.054
2016/05/04,1.036
2016/05/05,0.988
2016/05/06,0.929
2016/05/07,0.86
2016/05/08,0.803
2016/05/09,0.766
2016/05/10,0.77
2016/05/11,0.737
2016/05/12,0.67
2016/05/13,0.693
2016/05/14,0.738
2016/05/15,0.786
2016/05/16,0.825
2016/05/17,0.799
2016/05/18,0.802
2016/05/19,0.875
2016/05/20,0.973
2016/05/21,1.074
2016/05/22,1.116
2016/05/23,1.118
2016/05/24,1.118
2016/05/25,1.094
2016/05/26,1.084
2016/05/27,1.054
2016/05/28,1.043
2016/05/29,1.059
2016/05/30,1.057
2016/05/31,1.038
2016/06/01,0.935
2016/06/02,0.834
2016/06/03,0.817
2016/06/04,0.824
2016/06/05,0.82
2016/06/06,0.814
2016/06/07,0.829
2016/06/08,0.823
2016/06/09,0.88
2016/06/10,0.891
2016/06/11,0.864
2016/06/12,0.832
2016/06/13,0.852
2016/06/14,0.892
2016/06/15,0.922
2016/06/16,0.926
2016/06/17,0.858
2016/06/18,0.667
2016/06/19,0.572
2016/06/20,0.58
2016/06/21,0.58
2016/06/22,0.601
2016/06/23,0.697
2016/06/24,0.775
2016/06/25,0.841
2016/06/26,0.89
2016/06/27,0.955
2016/06/28,1.015
2016/06/29,1.018
2016/06/30,0.981
2016/07/01,0.926
2016/07/02,0.898
2016/07/03,0.904
2016/07/04,0.899
2016/07/05,0.903
2016/07/06,0.856
2016/07/07,0.8
2016/07/08,0.74
2016/07/09,0.636
2016/07/10,0.577
2016/07/11,0.56
2016/07/12,0.567
2016/07/13,0.577
2016/07/14,0.576
2016/07/15,0.53
2016/07/16,0.462
2016/07/17,0.416
2016/07/18,0.383
2016/07/19,0.372
2016/07/20,0.327
2016/07/21,0.291
2016/07/22,0.257
2016/07/23,0.255
2016/07/24,0.267
2016/07/25,0.203
2016/07/26,0.099
2016/07/27,-0.168
2016/07/28,-0.347
2016/07/29,-0.47
2016/07/30,-0.557
2016/07/31,-0.612
2016/08/01,-0.637
2016/08/02,-0.735
2016/08/03,-0.899
2016/08/04,-0.987
2016/08/05,-0.954
2016/08/06,-0.867
2016/08/07,-0.74
2016/08/08,-0.569
2016/08/09,-0.34
2016/08/10,-0.056
2016/08/11,0.245
2016/08/12,0.498
2016/08/13,0.67
2016/08/14,0.776
2016/08/15,0.812
2016/08/16,0.859
2016/08/17,0.884
2016/08/18,0.871
2016/08/19,0.868
2016/08/20,0.881
2016/08/21,0.874
2016/08/22,0.881
2016/08/23,0.912
2016/08/24,0.926
2016/08/25,0.962
2016/08/26,1.054
2016/08/27,1.109
2016/08/28,1.115
2016/08/29,1.065
2016/08/30,0.985
2016/08/31,0.909
2016/09/01,0.869
2016/09/02,0.825
2016/09/03,0.734
2016/09/04,0.565
2016/09/05,0.424
2016/09/06,0.321
2016/09/07,0.257
2016/09/08,0.211
2016/09/09,0.172
2016/09/10,0.173
2016/09/11,0.221
2016/09/12,0.279
2016/09/13,0.337
2016/09/14,0.401
2016/09/15,0.463
2016/09/16,0.496
2016/09/17,0.566
2016/09/18,0.559
2016/09/19,0.305
2016/09/20,0.247
2016/09/21,0.346
2016/09/22,0.344
2016/09/23,0.323
2016/09/24,0.327
2016/09/25,0.363
2016/09/26,0.4
2016/09/27,0.339
2016/09/28,0.456
2016/09/29,0.67
2016/09/30,0.869
2016/10/01,0.865
2016/10/02,0.758
2016/10/03,0.73
2016/10/04,0.829
2016/10/05,0.832
2016/10/06,0.844
2016/10/07,0.561
2016/10/08,0.322
2016/10/09,0.307
2016/10/10,0.414
2016/10/11,0.611
2016/10/12,0.693
2016/10/13,0.666
2016/10/14,0.777
2016/10/15,0.98
2016/10/16,1.164
2016/10/17,1.232
2016/10/18,1.234
2016/10/19,1.178
2016/10/20,1.095
2016/10/21,1.165
2016/10/22,1.295
2016/10/23,1.377
2016/10/24,1.391
2016/10/25,1.401
2016/10/26,1.385
2016/10/27,1.335
2016/10/28,1.209
2016/10/29,0.781
2016/10/30,0.15
2016/10/31,-0.386
2016/11/01,-0.931
2016/11/02,-1.531
2016/11/03,-2.109
2016/11/04,-2.653
2016/11/05,-3.156
2016/11/06,-3.573
2016/11/07,-3.736
2016/11/08,-3.55
2016/11/09,-3.15
2016/11/10,-2.782
2016/11/11,-2.483
2016/11/12,-2.227
2016/11/13,-1.903
2016/11/14,-1.488
2016/11/15,-1.035
2016/11/16,-0.656
2016/11/17,-0.391
2016/11/18,-0.212
2016/11/19,0.036
2016/11/20,0.424
2016/11/21,0.944
2016/11/22,1.335
2016/11/23,1.455
2016/11/24,1.249
2016/11/25,0.879
2016/11/26,0.557
2016/11/27,0.22
2016/11/28,-0.028
2016/11/29,-0.169
2016/11/30,-0.236
2016/12/01,-0.235
2016/12/02,-0.179
2016/12/03,-0.041
2016/12/04,0.144
2016/12/05,0.27
2016/12/06,0.294
2016/12/07,0.321
2016/12/08,0.399
2016/12/09,0.544
2016/12/10,0.72
2016/12/11,0.91
2016/12/12,1.015
2016/12/13,1.078
2016/12/14,1.083
2016/12/15,1.063
2016/12/16,1.052
2016/12/17,1.035
2016/12/18,1.067
2016/12/19,1.117
2016/12/20,1.178
2016/12/21,1.206
2016/12/22,1.164
2016/12/23,0.96
2016/12/24,0.609
2016/12/25,0.28
2016/12/26,0.077
2016/12/27,-0.072
2016/12/28,-0.203
2016/12/29,-0.32
2016/12/30,-0.4
2016/12/31,-0.407
2017/01/01,-0.398
2017/01/02,-0.364
2017/01/03,-0.32
2017/01/04,-0.143
2017/01/05,0.117
2017/01/06,0.403
2017/01/07,0.677
2017/01/08,0.91
2017/01/09,1.125
2017/01/10,1.3
2017/01/11,1.413
2017/01/12,1.472
2017/01/13,1.498
2017/01/14,1.5
2017/01/15,1.484
2017/01/16,1.447
2017/01/17,1.376
2017/01/18,1.251
2017/01/19,1.187
2017/01/20,1.134
2017/01/21,1.097
2017/01/22,1.063
2017/01/23,1.052
2017/01/24,1.016
2017/01/25,0.961
2017/01/26,0.915
2017/01/27,0.882
2017/01/28,0.827
2017/01/29,0.745
2017/01/30,0.658
2017/01/31,0.598
2017/02/01,0.531
2017/02/02,0.498
2017/02/03,0.453
2017/02/04,0.409
2017/02/05,0.443
2017/02/06,0.512
2017/02/07,0.578
2017/02/08,0.635
2017/02/09,0.68
2017/02/10,0.747
2017/02/11,0.803
2017/02/12,0.857
2017/02/13,0.899
2017/02/14,0.948
2017/02/15,0.97
2017/02/16,0.966
2017/02/17,0.979
2017/02/18,1.001
2017/02/19,1.035
2017/02/20,1.049
2017/02/21,1.073
2017/02/22,1.082
2017/02/23,1.057
2017/02/24,1.009
2017/02/25,0.974
2017/02/26,0.988
2017/02/27,1.041
2017/02/28,1.128
2017/03/01,1.171
2017/03/02,1.171
2017/03/03,1.217
2017/03/04,1.236
2017/03/05,1.276
2017/03/06,1.322
2017/03/07,1.334
2017/03/08,1.357
2017/03/09,1.389
2017/03/10,1.387
2017/03/11,1.368
2017/03/12,1.348
2017/03/13,1.332
2017/03/14,1.293
2017/03/15,1.27
2017/03/16,1.251
2017/03/17,1.281
2017/03/18,1.347
2017/03/19,1.331
2017/03/20,1.338
2017/03/21,1.332
2017/03/22,1.315
2017/03/23,1.354
2017/03/24,1.386
2017/03/25,1.387
2017/03/26,1.433
2017/03/27,1.55
2017/03/28,1.63
2017/03/29,1.678
2017/03/30,1.706
2017/03/31,1.715
2017/04/01,1.675
2017/04/02,1.615
2017/04/03,1.41
2017/04/04,1.265
2017/04/05,1.186
2017/04/06,1.144
2017/04/07,1.11
2017/04/08,1.086
2017/04/09,1.057
2017/04/10,1.03
2017/04/11,1.026
2017/04/12,1.013
2017/04/13,0.941
2017/04/14,0.95
2017/04/15,0.979
2017/04/16,0.996
2017/04/17,1.007
2017/04/18,1.041
2017/04/19,1.097
2017/04/20,1.105
2017/04/21,1.115
2017/04/22,1.141
2017/04/23,1.158
2017/04/24,1.13
2017/04/25,1.086
2017/04/26,1.085
2017/04/27,1.11
2017/04/28,1.204
2017/04/29,1.364
2017/04/30,1.447
2017/05/01,1.477
2017/05/02,1.45
2017/05/03,1.402
2017/05/04,1.313
2017/05/05,1.267
2017/05/06,1.222
2017/05/07,1.186
2017/05/08,1.139
2017/05/09,1.133
2017/05/10,1.116
2017/05/11,1.104
2017/05/12,1.124
2017/05/13,1.131
2017/05/14,1.231
2017/05/15,1.372
2017/05/16,1.494
2017/05/17,1.521
2017/05/18,1.505
2017/05/19,1.522
2017/05/20,1.555
2017/05/21,1.609
2017/05/22,1.68
2017/05/23,1.658
2017/05/24,1.613
2017/05/25,1.533
2017/05/26,1.422
2017/05/27,1.354
2017/05/28,1.278
2017/05/29,1.255
2017/05/30,1.329
2017/05/31,1.427
2017/06/01,1.639
2017/06/02,1.874
2017/06/03,2.046
2017/06/04,2.196
2017/06/05,2.275
2017/06/06,2.317
2017/06/07,2.348
2017/06/08,2.348
2017/06/09,2.289
2017/06/10,2.24
2017/06/11,2.219
2017/06/12,2.153
2017/06/13,2.091
2017/06/14,2.052
2017/06/15,2.03
2017/06/16,2.004
2017/06/17,2.004
2017/06/18,1.998
2017/06/19,1.967
2017/06/20,2.064
2017/06/21,2.218
2017/06/22,2.319
2017/06/23,2.357
2017/06/24,2.334
2017/06/25,2.281
2017/06/26,2.222
2017/06/27,2.143
2017/06/28,2.07
2017/06/29,1.998
2017/06/30,1.92
2017/07/01,1.856
2017/07/02,1.793
2017/07/03,1.729
2017/07/04,1.668
2017/07/05,1.583
2017/07/06,1.499
2017/07/07,1.405
2017/07/08,1.327
2017/07/09,1.272
2017/07/10,1.419
2017/07/11,1.62
2017/07/12,1.735
2017/07/13,1.796
2017/07/14,1.755
2017/07/15,1.686
2017/07/16,1.641
2017/07/17,1.526
2017/07/18,1.391
2017/07/19,1.274
2017/07/20,1.214
2017/07/21,1.212
2017/07/22,1.177
2017/07/23,1.162
2017/07/24,1.122
2017/07/25,1.093
2017/07/26,1.058
2017/07/27,0.997
2017/07/28,0.931
2017/07/29,0.859
2017/07/30,0.816
2017/07/31,0.86
2017/08/01,1.138
2017/08/02,1.443
2017/08/03,1.619
2017/08/04,1.725
2017/08/05,1.746
2017/08/06,1.713
2017/08/07,1.658
2017/08/08,1.591
2017/08/09,1.53
2017/08/10,1.442
2017/08/11,1.324
2017/08/12,1.244
2017/08/13,1.17
2017/08/14,1.129
2017/08/15,1.094
2017/08/16,1.029
2017/08/17,0.968
2017/08/18,0.91
2017/08/19,0.896
2017/08/20,0.884
2017/08/21,0.852
2017/08/22,0.822
2017/08/23,0.819
2017/08/24,0.8
2017/08/25,1.061
2017/08/26,1.415
2017/08/27,1.701
2017/08/28,1.836
2017/08/29,1.915
2017/08/30,1.945
2017/08/31,1.901
2017/09/01,1.816
2017/09/02,1.695
2017/09/03,1.566
2017/09/04,1.423
2017/09/05,1.264
2017/09/06,1.106
2017/09/07,0.971
2017/09/08,0.923
2017/09/09,0.881
2017/09/10,0.811
2017/09/11,0.743
2017/09/12,0.721
2017/09/13,0.671
2017/09/14,0.607
2017/09/15,0.568
2017/09/16,0.525
2017/09/17,0.506
2017/09/18,0.466
2017/09/19,0.436
2017/09/20,0.408
2017/09/21,0.394
2017/09/22,0.742
2017/09/23,1.184
2017/09/24,1.556
2017/09/25,1.785
2017/09/26,1.866
2017/09/27,1.859
2017/09/28,1.771
2017/09/29,1.58
2017/09/30,1.335
2017/10/01,1.142
2017/10/02,0.979
2017/10/03,0.827
2017/10/04,0.723
2017/10/05,0.685
2017/10/06,0.636
2017/10/07,0.551
2017/10/08,0.487
2017/10/09,0.443
2017/10/10,0.398
2017/10/11,0.399
2017/10/12,0.365
2017/10/13,0.382
2017/10/14,0.35
2017/10/15,0.321
2017/10/16,-0.269
2017/10/17,-1.265
2017/10/18,-2.296
2017/10/19,-3.165
2017/10/20,-3.838
2017/10/21,-4.295
2017/10/22,-4.552
2017/10/23,-4.657
2017/10/24,-4.599
2017/10/25,-4.43
2017/10/26,-4.212
2017/10/27,-5.086
2017/10/28,-6.39
2017/10/29,-7.787
2017/10/30,-9.127
2017/10/31,-10.354
2017/11/01,-9.668
2017/11/02,-7.821
2017/11/03,-5.382
2017/11/04,-2.865
2017/11/05,-0.595
2017/11/06,1.165
2017/11/07,2.319
2017/11/08,3.02
2017/11/09,3.295
2017/11/10,3.299
2017/11/11,3.146
2017/11/12,2.965
2017/11/13,2.71
2017/11/14,2.413
2017/11/15,2.078
2017/11/16,1.718
2017/11/17,1.386
2017/11/18,1.084
2017/11/19,0.838
2017/11/20,0.742
2017/11/21,0.69
2017/11/22,0.643
2017/11/23,0.658
2017/11/24,0.719
2017/11/25,0.791
2017/11/26,0.833
2017/11/27,0.823
2017/11/28,0.75
2017/11/29,0.663
2017/11/30,0.597
2017/12/01,0.545
2017/12/02,0.524
2017/12/03,0.446
2017/12/04,0.372
2017/12/05,0.251
2017/12/06,0.115
2017/12/07,0.006
2017/12/08,-0.001
2017/12/09,0.037
2017/12/10,0.083
2017/12/11,0.151
2017/12/12,0.195
2017/12/13,0.277
2017/12/14,0.387
2017/12/15,0.56
2017/12/16,0.747
2017/12/17,0.91
2017/12/18,1.049
2017/12/19,1.091
2017/12/20,1.046
2017/12/21,0.982
2017/12/22,0.888
2017/12/23,0.846
2017/12/24,0.847
2017/12/25,0.879
2017/12/26,0.915
2017/12/27,0.93
2017/12/28,0.965
2017/12/29,0.945
2017/12/30,0.894
2017/12/31,0.863
2018/01/01,0.844
2018/01/02,0.811
2018/01/03,0.746
2018/01/04,0.658
2018/01/05,0.597
2018/01/06,0.518
2018/01/07,0.479
2018/01/08,0.502
2018/01/09,0.541
2018/01/10,0.569
2018/01/11,0.635
2018/01/12,0.716
2018/01/13,0.81
2018/01/14,0.904
2018/01/15,0.983
2018/01/16,1.035
2018/01/17,1.093
2018/01/18,1.139
2018/01/19,1.147
2018/01/20,1.191
2018/01/21,1.228
2018/01/22,1.251
2018/01/23,1.245
2018/01/24,1.251
2018/01/25,1.273
2018/01/26,1.27
2018/01/27,1.225
2018/01/28,1.16
2018/01/29,1.139
2018/01/30,1.124
2018/01/31,1.114
2018/02/01,1.114
2018/02/02,1.129
2018/02/03,1.162
2018/02/04,1.173
2018/02/05,1.17
2018/02/06,1.142
2018/02/07,1.119
2018/02/08,1.074
2018/02/09,1.042
2018/02/10,0.978
2018/02/11,0.963
2018/02/12,0.95
2018/02/13,0.94
2018/02/14,0.906
2018/02/15,0.819
2018/02/16,0.766
2018/02/17,0.713
2018/02/18,0.674
2018/02/19,0.621
2018/02/20,0.537
2018/02/21,0.433
2018/02/22,0.368
2018/02/23,0.317
2018/02/24,0.278
2018/02/25,0.311
2018/02/26,0.329
2018/02/27,0.305
2018/02/28,0.301
2018/03/01,0.328
2018/03/02,0.345
2018/03/03,0.409
2018/03/04,0.449
2018/03/05,0.463
2018/03/06,0.447
2018/03/07,0.454
2018/03/08,0.483
2018/03/09,0.468
2018/03/10,0.434
2018/03/11,0.383
2018/03/12,0.347
2018/03/13,0.31
2018/03/14,0.254
2018/03/15,0.207
2018/03/16,0.224
2018/03/17,0.256
2018/03/18,0.286
2018/03/19,0.318
2018/03/20,0.336
2018/03/21,0.331
2018/03/22,0.295
2018/03/23,0.274
2018/03/24,0.228
2018/03/25,0.197
2018/03/26,0.207
2018/03/27,0.201
2018/03/28,0.178
2018/03/29,0.113
2018/03/30,0.053
2018/03/31,-0.008
2018/04/01,-0.036
2018/04/02,-0.064
2018/04/03,-0.12
2018/04/04,-0.155
2018/04/05,-0.185
2018/04/06,-0.155
2018/04/07,-0.112
2018/04/08,-0.09
2018/04/09,-0.128
2018/04/10,-0.161
2018/04/11,-0.179
2018/04/12,-0.193
2018/04/13,-0.222
2018/04/14,-0.227
2018/04/15,-0.215
2018/04/16,-0.206
2018/04/17,-0.187
2018/04/18,-0.191
2018/04/19,-0.191
2018/04/20,-0.201
2018/04/21,-0.161
2018/04/22,-0.114
2018/04/23,-0.053
2018/04/24,-0.019
2018/04/25,-0.003
2018/04/26,0.045
2018/04/27,0.067
2018/04/28,0.063
2018/04/29,0.078
2018/04/30,0.101
2018/05/01,0.08
2018/05/02,0.042
2018/05/03,0.028
2018/05/04,0.045
2018/05/05,0.092
2018/05/06,0.157
2018/05/07,0.244
2018/05/08,0.33
2018/05/09,0.361
2018/05/10,0.362
2018/05/11,0.348
2018/05/12,0.364
2018/05/13,0.399
2018/05/14,0.393
2018/05/15,0.337
2018/05/16,0.274
2018/05/17,0.212
2018/05/18,0.135
2018/05/19,0.068
2018/05/20,0.043
2018/05/21,0.055
2018/05/22,0.07
2018/05/23,0.05
2018/05/24,0.003
2018/05/25,-0.057
2018/05/26,-0.088
2018/05/27,-0.12
2018/05/28,-0.137
2018/05/29,-0.149
2018/05/30,-0.174
2018/05/31,-0.165
2018/06/01,-0.186
2018/06/02,-0.194
2018/06/03,-0.188
2018/06/04,-0.195
2018/06/05,-0.168
2018/06/06,-0.161
2018/06/07,-0.163
2018/06/08,-0.148
2018/06/09,-0.075
2018/06/10,-0.011
2018/06/11,0.03
2018/06/12,0.102
2018/06/13,0.144
2018/06/14,0.167
2018/06/15,0.166
2018/06/16,0.171
2018/06/17,0.175
2018/06/18,0.225
2018/06/19,0.301
2018/06/20,0.342
2018/06/21,0.395
2018/06/22,0.424
2018/06/23,0.417
2018/06/24,0.416
2018/06/25,0.385
2018/06/26,0.324
2018/06/27,0.313
2018/06/28,0.282
2018/06/29,0.23
2018/06/30,0.217
2018/07/01,0.168
2018/07/02,0.123
2018/07/03,0.115
2018/07/04,0.112
2018/07/05,0.168
2018/07/06,0.214
2018/07/07,0.251
2018/07/08,0.242
2018/07/09,0.247
2018/07/10,0.238
2018/07/11,0.157
2018/07/12,0.094
2018/07/13,0.049
2018/07/14,0.008
2018/07/15,-0.026
2018/07/16,-0.04
2018/07/17,-0.042
2018/07/18,-0.024
2018/07/19,-0.021
2018/07/20,-0.027
2018/07/21,-0.122
2018/07/22,-0.189
2018/07/23,-0.153
2018/07/24,-0.117
2018/07/25,-0.064
2018/07/26,0.015
2018/07/27,0.08
2018/07/28,0.147
2018/07/29,0.207
2018/07/30,0.254
2018/07/31,0.269
2018/08/01,0.257
2018/08/02,0.249
2018/08/03,0.206
2018/08/04,0.191
2018/08/05,0.189
2018/08/06,0.201
2018/08/07,0.201
2018/08/08,0.204
2018/08/09,0.211
2018/08/10,0.205
2018/08/11,0.179
2018/08/12,0.117
2018/08/13,0.053
2018/08/14,0.017
2018/08/15,-0.02
2018/08/16,-0.08
2018/08/17,-0.121
2018/08/18,-0.163
2018/08/19,-0.184
2018/08/20,-0.179
2018/08/21,-0.152
2018/08/22,-0.082
2018/08/23,-0.067
2018/08/24,-0.086
2018/08/25,-0.084
2018/08/26,-0.041
2018/08/27,-0.02
2018/08/28,-0.014
2018/08/29,-0.029
2018/08/30,-0.062
2018/08/31,-0.082
2018/09/01,-0.108
2018/09/02,-0.15
2018/09/03,-0.181
2018/09/04,-0.204
2018/09/05,-0.2
2018/09/06,-0.197
2018/09/07,-0.193
2018/09/08,-0.196
2018/09/09,-0.275
2018/09/10,-0.364
2018/09/11,-0.449
2018/09/12,-0.543
2018/09/13,-0.657
2018/09/14,-0.71
2018/09/15,-0.716
2018/09/16,-0.699
2018/09/17,-0.659
2018/09/18,-0.587
2018/09/19,-0.507
2018/09/20,-0.425
2018/09/21,-0.38
2018/09/22,-0.271
2018/09/23,-0.161
2018/09/24,-0.058
2018/09/25,0.007
2018/09/26,0.074
2018/09/27,0.128
2018/09/28,0.17
2018/09/29,0.188
2018/09/30,0.187
2018/10/01,0.166
2018/10/02,0.124
2018/10/03,0.083
2018/10/04,0.067
2018/10/05,0.069
2018/10/06,0.065
2018/10/07,0.07
2018/10/08,0.094
2018/10/09,0.11
2018/10/10,0.121
2018/10/11,0.09
2018/10/12,0.054
2018/10/13,0
2018/10/14,-0.041
2018/10/15,-0.071
2018/10/16,-0.097
2018/10/17,-0.123
2018/10/18,-0.119
2018/10/19,-0.114
2018/10/20,-0.134
2018/10/21,-0.173
2018/10/22,-0.219
2018/10/23,-0.264
2018/10/24,-0.275
2018/10/25,-0.278
2018/10/26,-0.301
2018/10/27,-0.293
2018/10/28,-0.284
2018/10/29,-0.294
2018/10/30,-0.283
2018/10/31,-0.255
2018/11/01,-0.244
2018/11/02,-0.266
2018/11/03,-0.297
2018/11/04,-0.307
2018/11/05,-0.323
2018/11/06,-0.322
2018/11/07,-0.315
2018/11/08,-0.271
2018/11/09,-0.244
2018/11/10,-0.227
2018/11/11,-0.171
2018/11/12,-0.142
2018/11/13,-0.114
2018/11/14,-0.074
2018/11/15,-0.03
2018/11/16,0.018
2018/11/17,0.023
2018/11/18,-0.004
2018/11/19,-0.037
2018/11/20,-0.104
2018/11/21,-0.242
2018/11/22,-0.404
2018/11/23,-0.541
2018/11/24,-0.643
2018/11/25,-0.731
2018/11/26,-0.797
2018/11/27,-0.927
2018/11/28,-1.115
2018/11/29,-1.276
2018/11/30,-1.381
2018/12/01,-1.38
2018/12/02,-1.362
2018/12/03,-1.322
2018/12/04,-1.234
2018/12/05,-1.159
2018/12/06,-1.058
2018/12/07,-0.995
2018/12/08,-0.975
2018/12/09,-0.975
2018/12/10,-0.926
2018/12/11,-0.856
2018/12/12,-0.832
2018/12/13,-0.844
2018/12/14,-0.861
2018/12/15,-0.86
2018/12/16,-0.839
2018/12/17,-0.788
2018/12/18,-0.735
2018/12/19,-0.654
2018/12/20,-0.572
2018/12/21,-0.479
2018/12/22,-0.385
2018/12/23,-0.277
2018/12/24,-0.116
2018/12/25,0.092
2018/12/26,0.333
2018/12/27,0.525
2018/12/28,0.625
2018/12/29,0.65
2018/12/30,0.667
2018/12/31,0.673
2019/01/01,0.593
2019/01/02,0.498
2019/01/03,0.513
2019/01/04,0.564
2019/01/05,0.64
2019/01/06,0.743
2019/01/07,0.83
2019/01/08,0.861
2019/01/09,0.871
2019/01/10,0.839
2019/01/11,0.791
2019/01/12,0.691
2019/01/13,0.563
2019/01/14,0.452
2019/01/15,0.399
2019/01/16,0.323
2019/01/17,0.221
2019/01/18,0.116
2019/01/19,0.062
2019/01/20,0.059
2019/01/21,0.177
2019/01/22,0.347
2019/01/23,0.43
2019/01/24,0.488
2019/01/25,0.523
2019/01/26,0.496
2019/01/27,0.435
2019/01/28,0.284
2019/01/29,0.023
2019/01/30,-0.266
2019/01/31,-0.485
2019/02/01,-0.668
2019/02/02,-0.827
2019/02/03,-0.944
2019/02/04,-1.007
2019/02/05,-1.023
2019/02/06,-1.01
2019/02/07,-0.981
2019/02/08,-0.912
2019/02/09,-0.823
2019/02/10,-0.456
2019/02/11,-0.022
2019/02/12,0.405
2019/02/13,0.734
2019/02/14,0.922
2019/02/15,1.002
2019/02/16,1.027
2019/02/17,1.005
2019/02/18,0.96
2019/02/19,0.973
2019/02/20,0.994
2019/02/21,0.998
2019/02/22,0.963
2019/02/23,0.964
2019/02/24,0.958
2019/02/25,0.91
2019/02/26,0.843
2019/02/27,0.763
2019/02/28,0.653
2019/03/01,0.052
2019/03/02,-0.722
2019/03/03,-1.457
2019/03/04,-2.071
2019/03/05,-2.519
2019/03/06,-2.803
2019/03/07,-2.947
2019/03/08,-2.958
2019/03/09,-2.899
2019/03/10,-2.78
2019/03/11,-2.614
2019/03/12,-2.436
2019/03/13,-2.252
2019/03/14,-2.054
2019/03/15,-1.844
2019/03/16,-1.607
2019/03/17,-1.362
2019/03/18,-1.144
2019/03/19,-1.012
2019/03/20,-0.876
2019/03/21,-0.751
2019/03/22,-0.653
2019/03/23,-0.579
2019/03/24,-0.507
2019/03/25,-0.442
2019/03/26,-0.424
2019/03/27,-0.449
2019/03/28,-0.472
2019/03/29,-0.468
2019/03/30,-0.51
2019/03/31,-0.554
2019/04/01,-0.509
2019/04/02,-0.436
2019/04/03,-0.361
2019/04/04,-0.266
2019/04/05,-0.171
2019/04/06,-0.069
2019/04/07,0.004
2019/04/08,0.055
2019/04/09,0.11
2019/04/10,0.18
2019/04/11,0.256
2019/04/12,0.305
2019/04/13,0.346
2019/04/14,0.399
2019/04/15,0.437
2019/04/16,0.432
2019/04/17,0.375
2019/04/18,0.292
2019/04/19,0.23
2019/04/20,0.175
2019/04/21,0.133
2019/04/22,0.124
2019/04/23,0.121
2019/04/24,0.083
2019/04/25,0.033
2019/04/26,-0.016
2019/04/27,-0.02
2019/04/28,-0.011
2019/04/29,0.02
2019/04/30,0.073
2019/05/01,0.12
2019/05/02,0.144
2019/05/03,0.144
2019/05/04,0.171
2019/05/05,0.213
2019/05/06,0.219
2019/05/07,0.227
2019/05/08,0.221
2019/05/09,0.207
2019/05/10,0.182
2019/05/11,0.174
2019/05/12,0.187
2019/05/13,0.2
2019/05/14,0.241
2019/05/15,0.301
2019/05/16,0.356
2019/05/17,0.463
2019/05/18,0.606
2019/05/19,0.691
2019/05/20,0.711
2019/05/21,0.661
2019/05/22,0.584
2019/05/23,0.488
2019/05/24,0.358
2019/05/25,0.236
2019/05/26,0.132
2019/05/27,0.103
