Date,transactionvalue3momUSD
2016/04/03,-242.43
2016/04/04,8.57
2016/04/05,41.742
2016/04/06,109.544
2016/04/07,93.821
2016/04/08,-28.815
2016/04/09,199.028
2016/04/10,80.056
2016/04/11,14.673
2016/04/12,-145.845
2016/04/13,-69.892
2016/04/14,52.93
2016/04/15,-106.678
2016/04/16,-128.143
2016/04/17,-37.613
2016/04/18,31.785
2016/04/19,-4.55
2016/04/20,-13.866
2016/04/21,-64.943
2016/04/22,77.131
2016/04/23,79.033
2016/04/24,-17.578
2016/04/25,-33.511
2016/04/26,6.364
2016/04/27,85.399
2016/04/28,11.407
2016/04/29,-139.727
2016/04/30,313.114
2016/05/01,220.328
2016/05/02,318.579
2016/05/03,-129.603
2016/05/04,-108.584
2016/05/05,-167.457
2016/05/06,121.195
2016/05/07,115.362
2016/05/08,57.381
2016/05/09,16.031
2016/05/10,78.793
2016/05/11,394.512
2016/05/12,238.818
2016/05/13,1325
2016/05/14,593.394
2016/05/15,-383.093
2016/05/16,-1381
2016/05/17,-933.112
2016/05/18,161.156
2016/05/19,413.97
2016/05/20,333.236
2016/05/21,-201.649
2016/05/22,-589.506
2016/05/23,-316.194
2016/05/24,222.656
2016/05/25,215.581
2016/05/26,-90.101
2016/05/27,69.301
2016/05/28,-100.702
2016/05/29,-47.576
2016/05/30,-309.957
2016/05/31,-52.559
2016/06/01,-5.079
2016/06/02,-119.48
2016/06/03,-90.678
2016/06/04,-91.695
2016/06/05,-9.226
2016/06/06,-43.872
2016/06/07,137.059
2016/06/08,605.275
2016/06/09,-3.906
2016/06/10,8.889
2016/06/11,-572.952
2016/06/12,212.421
2016/06/13,110.915
2016/06/14,313.241
2016/06/15,9.775
2016/06/16,240.577
2016/06/17,584.576
2016/06/18,660.335
2016/06/19,-231.919
2016/06/20,-444.767
2016/06/21,-597.551
2016/06/22,169.195
2016/06/23,-98.9
2016/06/24,-108.434
2016/06/25,-116.509
2016/06/26,-343.026
2016/06/27,-115.203
2016/06/28,-12.021
2016/06/29,100.435
2016/06/30,-59.142
2016/07/01,-213.427
2016/07/02,-167.317
2016/07/03,-15.573
2016/07/04,77.82
2016/07/05,817.275
2016/07/06,142.796
2016/07/07,-93.084
2016/07/08,-789.346
2016/07/09,-135.724
2016/07/10,-61.683
2016/07/11,51.282
2016/07/12,62.659
2016/07/13,91.828
2016/07/14,19.536
2016/07/15,906.745
2016/07/16,-33.616
2016/07/17,13.813
2016/07/18,-303.339
2016/07/19,2245
2016/07/20,3099
2016/07/21,-340.73
2016/07/22,-1642
2016/07/23,-2510
2016/07/24,2458
2016/07/25,1537
2016/07/26,3466
2016/07/27,26.954
2016/07/28,-379.724
2016/07/29,-2875
2016/07/30,-1838
2016/07/31,-1099
2016/08/01,-63.107
2016/08/02,978.729
2016/08/03,793.572
2016/08/04,-527.014
2016/08/05,-1051
2016/08/06,-1230
2016/08/07,-310.512
2016/08/08,-519.293
2016/08/09,318.29
2016/08/10,735.452
2016/08/11,415.084
2016/08/12,-174.975
2016/08/13,-701.354
2016/08/14,-502.597
2016/08/15,-232.381
2016/08/16,-354.441
2016/08/17,-22.671
2016/08/18,-108.539
2016/08/19,44.137
2016/08/20,-15.989
2016/08/21,655.943
2016/08/22,308.945
2016/08/23,608.374
2016/08/24,-689.415
2016/08/25,-358.32
2016/08/26,-556.285
2016/08/27,-10.612
2016/08/28,7.82
2016/08/29,-180.807
2016/08/30,-22.611
2016/08/31,55.192
2016/09/01,220.407
2016/09/02,179.048
2016/09/03,62.114
2016/09/04,-147.907
2016/09/05,-159.09
2016/09/06,-104.466
2016/09/07,-150.01
2016/09/08,87.357
2016/09/09,-79.151
2016/09/10,-27.521
2016/09/11,-78.576
2016/09/12,93.905
2016/09/13,87.383
2016/09/14,-64.853
2016/09/15,-101.88
2016/09/16,212.064
2016/09/17,48.34
2016/09/18,387.336
2016/09/19,-188.301
2016/09/20,717.683
2016/09/21,724.835
2016/09/22,176.965
2016/09/23,-159.82
2016/09/24,-851.224
2016/09/25,364.196
2016/09/26,-342.7
2016/09/27,-86.025
2016/09/28,-61.865
2016/09/29,255.721
2016/09/30,19.688
2016/10/01,-569.021
2016/10/02,-222.199
2016/10/03,-165.78
2016/10/04,-37.968
2016/10/05,-134.573
2016/10/06,156.146
2016/10/07,106.088
2016/10/08,12.883
2016/10/09,392.325
2016/10/10,408.031
2016/10/11,326.313
2016/10/12,317.316
2016/10/13,-302.42
2016/10/14,79.732
2016/10/15,-626.863
2016/10/16,168.214
2016/10/17,-175.872
2016/10/18,278.339
2016/10/19,-207.941
2016/10/20,-370.331
2016/10/21,-557.473
2016/10/22,-177.48
2016/10/23,-55.322
2016/10/24,18.724
2016/10/25,107.296
2016/10/26,90.63
2016/10/27,90.035
2016/10/28,149.838
2016/10/29,259.838
2016/10/30,416.726
2016/10/31,-109.919
2016/11/01,132.051
2016/11/02,422.334
2016/11/03,2254
2016/11/04,-226.16
2016/11/05,-823.793
2016/11/06,-2397
2016/11/07,-236.737
2016/11/08,-77.417
2016/11/09,368.078
2016/11/10,102.16
2016/11/11,776.338
2016/11/12,-225.149
2016/11/13,23.44
2016/11/14,-830.425
2016/11/15,-77.905
2016/11/16,-28.632
2016/11/17,664.288
2016/11/18,9.578
2016/11/19,-52.767
2016/11/20,-640.985
2016/11/21,-90.976
2016/11/22,266.538
2016/11/23,226.772
2016/11/24,67.991
2016/11/25,-231.686
2016/11/26,-211.116
2016/11/27,-70.606
2016/11/28,-100.636
2016/11/29,69.123
2016/11/30,109.038
2016/12/01,91.949
2016/12/02,402.882
2016/12/03,663.704
2016/12/04,90.217
2016/12/05,-0.305
2016/12/06,-31.576
2016/12/07,126.103
2016/12/08,-96.271
2016/12/09,-377.546
2016/12/10,-164.732
2016/12/11,-130.033
2016/12/12,-280.277
2016/12/13,-80.55
2016/12/14,-220.033
2016/12/15,137.368
2016/12/16,44.611
2016/12/17,414.316
2016/12/18,95.246
2016/12/19,-18.489
2016/12/20,-361.282
2016/12/21,-145.155
2016/12/22,225.555
2016/12/23,792.644
2016/12/24,134.875
2016/12/25,-251.153
2016/12/26,-858.527
2016/12/27,-211.682
2016/12/28,271.999
2016/12/29,625.14
2016/12/30,366.507
2016/12/31,753.345
2017/01/01,-411.901
2017/01/02,-16.311
2017/01/03,-260.502
2017/01/04,1234
2017/01/05,1118
2017/01/06,721.69
2017/01/07,-633.643
2017/01/08,-1123
2017/01/09,-698.624
2017/01/10,3.993
2017/01/11,439.466
2017/01/12,-141.145
2017/01/13,-520.158
2017/01/14,-809.976
2017/01/15,-718.655
2017/01/16,-300.118
2017/01/17,118.607
2017/01/18,61.076
2017/01/19,64.799
2017/01/20,286.788
2017/01/21,36.538
2017/01/22,-12.583
2017/01/23,-414.906
2017/01/24,-68.072
2017/01/25,-7.919
2017/01/26,34.778
2017/01/27,63.634
2017/01/28,-75.393
2017/01/29,-25.555
2017/01/30,-68.904
2017/01/31,170.059
2017/02/01,88.844
2017/02/02,138.307
2017/02/03,101.744
2017/02/04,134.064
2017/02/05,-119.961
2017/02/06,-85.436
2017/02/07,-157.437
2017/02/08,85.565
2017/02/09,-15.876
2017/02/10,66.842
2017/02/11,-38.32
2017/02/12,-7.75
2017/02/13,-103.705
2017/02/14,507.594
2017/02/15,668.154
2017/02/16,368.669
2017/02/17,-68.083
2017/02/18,-357.004
2017/02/19,7.93
2017/02/20,-44.241
2017/02/21,202.35
2017/02/22,56.999
2017/02/23,74.752
2017/02/24,417.857
2017/02/25,121.448
2017/02/26,325.045
2017/02/27,1310
2017/02/28,2145
2017/03/01,2114
2017/03/02,1881
2017/03/03,2111
2017/03/04,392.303
2017/03/05,-1400
2017/03/06,179.824
2017/03/07,-360.511
2017/03/08,615
2017/03/09,-1238
2017/03/10,601.19
2017/03/11,1217
2017/03/12,4073
2017/03/13,2492
2017/03/14,-1957
2017/03/15,-5145
2017/03/16,5326
2017/03/17,4032
2017/03/18,7307
2017/03/19,-9152
2017/03/20,-3363
2017/03/21,-3540
2017/03/22,3554
2017/03/23,2299
2017/03/24,1694
2017/03/25,1266
2017/03/26,230.833
2017/03/27,-2502
2017/03/28,-745.061
2017/03/29,1355
2017/03/30,3589
2017/03/31,640.815
2017/04/01,-1435
2017/04/02,-971.683
2017/04/03,597.149
2017/04/04,-1761
2017/04/05,-2100
2017/04/06,291.728
2017/04/07,-1876
2017/04/08,-2230
2017/04/09,-4054
2017/04/10,2563
2017/04/11,757.519
2017/04/12,390.499
2017/04/13,-1551
2017/04/14,-698.225
2017/04/15,-2092
2017/04/16,-2156
2017/04/17,-2635
2017/04/18,2782
2017/04/19,4461
2017/04/20,4717
2017/04/21,-358.073
2017/04/22,-1081
2017/04/23,-1880
2017/04/24,626.269
2017/04/25,-381.626
2017/04/26,2044
2017/04/27,3086
2017/04/28,4837
2017/04/29,4280
2017/04/30,3825
2017/05/01,8105
2017/05/02,3350
2017/05/03,5692
2017/05/04,-215.566
2017/05/05,5680
2017/05/06,-3126
2017/05/07,302.952
2017/05/08,-5125
2017/05/09,-362.56
2017/05/10,-2491
2017/05/11,2287
2017/05/12,422.235
2017/05/13,-3436
2017/05/14,-6070
2017/05/15,-2480
2017/05/16,5150
2017/05/17,-2149
2017/05/18,-6046
2017/05/19,-6106
2017/05/20,465.305
2017/05/21,5091
2017/05/22,13906
2017/05/23,4929
2017/05/24,4137
2017/05/25,-8801
2017/05/26,3082
2017/05/27,-3561
2017/05/28,-4794
2017/05/29,-5572
2017/05/30,823.976
2017/05/31,13650
2017/06/01,7035
2017/06/02,5788
2017/06/03,-4907
2017/06/04,-385.274
2017/06/05,3455
2017/06/06,6553
2017/06/07,4198
2017/06/08,-927.864
2017/06/09,-6203
2017/06/10,-6772
2017/06/11,-3975
2017/06/12,13061
2017/06/13,13715
2017/06/14,2665
2017/06/15,-7001
2017/06/16,-3761
2017/06/17,-4661
2017/06/18,-11854
2017/06/19,-11788
2017/06/20,1773
2017/06/21,-5307
2017/06/22,-4263
2017/06/23,-4883
2017/06/24,5793
2017/06/25,-4389
2017/06/26,-3356
2017/06/27,-3192
2017/06/28,5905
2017/06/29,4242
2017/06/30,224.121
2017/07/01,-1052
2017/07/02,-5357
2017/07/03,11248
2017/07/04,9691
2017/07/05,-767.126
2017/07/06,-14206
2017/07/07,-11921
2017/07/08,450.363
2017/07/09,-4837
2017/07/10,143.653
2017/07/11,1353
2017/07/12,5504
2017/07/13,9408
2017/07/14,11135
2017/07/15,10272
2017/07/16,-1346
2017/07/17,-3951
2017/07/18,156.556
2017/07/19,3064
2017/07/20,2041
2017/07/21,503.349
2017/07/22,-14139
2017/07/23,-11796
2017/07/24,-2222
2017/07/25,15120
2017/07/26,10972
2017/07/27,965.528
2017/07/28,-540.837
2017/07/29,3889
2017/07/30,-5229
2017/07/31,-12687
2017/08/01,-11451
2017/08/02,-5076
2017/08/03,258.194
2017/08/04,-2704
2017/08/05,-289.54
2017/08/06,1396
2017/08/07,2490
2017/08/08,1345
2017/08/09,3328
2017/08/10,11390
2017/08/11,29637
2017/08/12,13778
2017/08/13,6343
2017/08/14,-21546
2017/08/15,-12136
2017/08/16,-16044
2017/08/17,-6965
2017/08/18,-2908
2017/08/19,-1851
2017/08/20,-1226
2017/08/21,-474.379
2017/08/22,624.53
2017/08/23,1560
2017/08/24,707.745
2017/08/25,8.666
2017/08/26,-5330
2017/08/27,9516
2017/08/28,16833
2017/08/29,13461
2017/08/30,13547
2017/08/31,-9961
2017/09/01,-3657
2017/09/02,-18995
2017/09/03,-4340
2017/09/04,-3939
2017/09/05,-4134
2017/09/06,-1405
2017/09/07,-3147
2017/09/08,-1614
2017/09/09,4715
2017/09/10,6912
2017/09/11,3019
2017/09/12,-4249
2017/09/13,-8089
2017/09/14,-2189
2017/09/15,-1802
2017/09/16,-446.879
2017/09/17,405.627
2017/09/18,5105
2017/09/19,5677
2017/09/20,-1936
2017/09/21,-6559
2017/09/22,-4434
2017/09/23,-558.69
2017/09/24,-1427
2017/09/25,-242.544
2017/09/26,264.283
2017/09/27,2031
2017/09/28,1015
2017/09/29,-815.488
2017/09/30,-2165
2017/10/01,-4141
2017/10/02,-452.68
2017/10/03,13615
2017/10/04,9494
2017/10/05,1867
2017/10/06,-11303
2017/10/07,-6297
2017/10/08,165.679
2017/10/09,656.779
2017/10/10,1522
2017/10/11,-316.626
2017/10/12,-333.079
2017/10/13,2488
2017/10/14,1703
2017/10/15,148.632
2017/10/16,-5785
2017/10/17,-3173
2017/10/18,155.003
2017/10/19,1577
2017/10/20,-753.258
2017/10/21,-2733
2017/10/22,-1451
2017/10/23,1434
2017/10/24,1021
2017/10/25,242.97
2017/10/26,-1613
2017/10/27,-7733
2017/10/28,-6532
2017/10/29,-6189
2017/10/30,0
2017/10/31,0
2017/11/01,7964
2017/11/02,8381
2017/11/03,7606
2017/11/04,-1619
2017/11/05,-2713
2017/11/06,-1984
2017/11/07,-1326
2017/11/08,1426
2017/11/09,6936
2017/11/10,4171
2017/11/11,2663
2017/11/12,-315.646
2017/11/13,-1218
2017/11/14,-2238
2017/11/15,-1911
2017/11/16,2269
2017/11/17,2564
2017/11/18,-1038
2017/11/19,-562.899
2017/11/20,1356
2017/11/21,2123
2017/11/22,1496
2017/11/23,536.501
2017/11/24,-128.378
2017/11/25,2275
2017/11/26,1247
2017/11/27,4135
2017/11/28,4405
2017/11/29,6379
2017/11/30,1690
2017/12/01,-2675
2017/12/02,-3038
2017/12/03,-2802
2017/12/04,-1570
2017/12/05,-10004
2017/12/06,-6399
2017/12/07,-6556
2017/12/08,-1242
2017/12/09,-3451
2017/12/10,-3068
2017/12/11,-1628
2017/12/12,3899
2017/12/13,3799
2017/12/14,5463
2017/12/15,-877.942
2017/12/16,-1385
2017/12/17,-2553
2017/12/18,-1000
2017/12/19,2098
2017/12/20,3937
2017/12/21,3513
2017/12/22,388.552
2017/12/23,-2983
2017/12/24,-3503
2017/12/25,-2915
2017/12/26,558.768
2017/12/27,1854
2017/12/28,3450
2017/12/29,1839
2017/12/30,1777
2017/12/31,-2522
2018/01/01,-3134
2018/01/02,190.47
2018/01/03,3127
2018/01/04,7447
2018/01/05,3975
2018/01/06,2502
2018/01/07,-2729
2018/01/08,98.402
2018/01/09,3105
2018/01/10,7969
2018/01/11,2103
2018/01/12,-1799
2018/01/13,-8501
2018/01/14,14557
2018/01/15,-889.638
2018/01/16,2564
2018/01/17,-19066
2018/01/18,-981.04
2018/01/19,-4369
2018/01/20,-3060
2018/01/21,-3913
2018/01/22,253.74
2018/01/23,219.627
2018/01/24,1528
2018/01/25,-3877
2018/01/26,1826
2018/01/27,-1225
2018/01/28,4213
2018/01/29,-838.067
2018/01/30,2333
2018/01/31,520.068
2018/02/01,-993.333
2018/02/02,-131.102
2018/02/03,-2982
2018/02/04,-3371
2018/02/05,-4162
2018/02/06,-509.554
2018/02/07,1102
2018/02/08,-2027
2018/02/09,-1386
2018/02/10,-926.187
2018/02/11,-101.333
2018/02/12,-612.962
2018/02/13,1381
2018/02/14,1535
2018/02/15,1782
2018/02/16,-1547
2018/02/17,-556.87
2018/02/18,-1402
2018/02/19,-1349
2018/02/20,-525.003
2018/02/21,-746.592
2018/02/22,1761
2018/02/23,-1075
2018/02/24,-1100
2018/02/25,-3896
2018/02/26,-762.608
2018/02/27,-1388
2018/02/28,-391.671
2018/03/01,-722.823
2018/03/02,-155.449
2018/03/03,-564.312
2018/03/04,-726.043
2018/03/05,3.409
2018/03/06,955.67
2018/03/07,554.193
2018/03/08,-15.16
2018/03/09,-369.468
2018/03/10,-586.894
2018/03/11,-540.532
2018/03/12,-340.239
2018/03/13,1315
2018/03/14,645.529
2018/03/15,151.991
2018/03/16,-1422
2018/03/17,-682.358
2018/03/18,397.883
2018/03/19,494.541
2018/03/20,353.419
2018/03/21,-676.469
2018/03/22,-415.406
2018/03/23,-8.451
2018/03/24,-401.785
2018/03/25,-386.674
2018/03/26,-6.149
2018/03/27,922.32
2018/03/28,933.646
2018/03/29,272.43
2018/03/30,-559.467
2018/03/31,-883.965
2018/04/01,-940.741
2018/04/02,-485.745
2018/04/03,7.302
2018/04/04,88.786
2018/04/05,-222.874
2018/04/06,-284.188
2018/04/07,-346.177
2018/04/08,123.336
2018/04/09,275.806
2018/04/10,260.671
2018/04/11,194.83
2018/04/12,440.221
2018/04/13,643.854
2018/04/14,-228.462
2018/04/15,-491.066
2018/04/16,-459.957
2018/04/17,203.143
2018/04/18,298.332
2018/04/19,134.104
2018/04/20,531.369
2018/04/21,96.306
2018/04/22,-163.308
2018/04/23,933.97
2018/04/24,919.546
2018/04/25,986.024
2018/04/26,-851.336
2018/04/27,-464.351
2018/04/28,-466.465
2018/04/29,-110.131
2018/04/30,-65.466
2018/05/01,169.255
2018/05/02,799.961
2018/05/03,742.371
2018/05/04,287.791
2018/05/05,-520.251
2018/05/06,-757.593
2018/05/07,757.655
2018/05/08,150.27
2018/05/09,235.659
2018/05/10,-886.598
2018/05/11,-71.721
2018/05/12,-620.127
2018/05/13,-800.954
2018/05/14,87.07
2018/05/15,467.054
2018/05/16,361.396
2018/05/17,-516.912
2018/05/18,-477.597
2018/05/19,-454.787
2018/05/20,-267.748
2018/05/21,105.726
2018/05/22,832.504
2018/05/23,859.025
2018/05/24,72.648
2018/05/25,-482.811
2018/05/26,-980.717
2018/05/27,-69.644
2018/05/28,363.148
2018/05/29,457.849
2018/05/30,32.733
2018/05/31,-150.7
2018/06/01,386.274
2018/06/02,-500.504
2018/06/03,-716.798
2018/06/04,-368.996
2018/06/05,582.176
2018/06/06,953.78
2018/06/07,169.885
2018/06/08,363.601
2018/06/09,-862.963
2018/06/10,-383.005
2018/06/11,-447.782
2018/06/12,1078
2018/06/13,1172
2018/06/14,1128
2018/06/15,341.051
2018/06/16,-1223
2018/06/17,-1709
2018/06/18,-1208
2018/06/19,61.678
2018/06/20,451.16
2018/06/21,172.542
2018/06/22,217.669
2018/06/23,-467.906
2018/06/24,16.819
2018/06/25,-211.928
2018/06/26,297.339
2018/06/27,-248.01
2018/06/28,-264.576
2018/06/29,37.105
2018/06/30,-205.873
2018/07/01,-323.997
2018/07/02,106.899
2018/07/03,602.882
2018/07/04,892.361
2018/07/05,133.891
2018/07/06,140.553
2018/07/07,-539.838
2018/07/08,-493.162
2018/07/09,-335.186
2018/07/10,159.031
2018/07/11,-8.77
2018/07/12,-290.058
2018/07/13,-277.052
2018/07/14,-178.605
2018/07/15,-226.893
2018/07/16,175.369
2018/07/17,434.72
2018/07/18,581.553
2018/07/19,-70.126
2018/07/20,-19.667
2018/07/21,-550.22
2018/07/22,-358.671
2018/07/23,-216.699
2018/07/24,224.393
2018/07/25,208.323
2018/07/26,-176.605
2018/07/27,-229.987
2018/07/28,-390.917
2018/07/29,-314.119
2018/07/30,144.821
2018/07/31,1153
2018/08/01,342.963
2018/08/02,-90.274
2018/08/03,-960.963
2018/08/04,-294.699
2018/08/05,-339.045
2018/08/06,-4.379
2018/08/07,326.536
2018/08/08,821.643
2018/08/09,359.474
2018/08/10,186.471
2018/08/11,-533.22
2018/08/12,-568.519
2018/08/13,48.077
2018/08/14,397.41
2018/08/15,525.427
2018/08/16,-486.3
2018/08/17,-279.797
2018/08/18,-496.216
2018/08/19,-233.561
2018/08/20,-283.089
2018/08/21,137.969
2018/08/22,432.203
2018/08/23,29.363
2018/08/24,-10.427
2018/08/25,-299.07
2018/08/26,-200.559
2018/08/27,27.335
2018/08/28,159.653
2018/08/29,368.692
2018/08/30,-10.134
2018/08/31,50.499
2018/09/01,-318.833
2018/09/02,-246.128
2018/09/03,91.765
2018/09/04,911.532
2018/09/05,611.43
2018/09/06,344.084
2018/09/07,-445.261
2018/09/08,-219.791
2018/09/09,-407.422
2018/09/10,-121.266
2018/09/11,24.79
2018/09/12,405.859
2018/09/13,-31.281
2018/09/14,32.963
2018/09/15,-511.073
2018/09/16,-252.427
2018/09/17,-136.991
2018/09/18,82.59
2018/09/19,60.448
2018/09/20,51.906
2018/09/21,490.806
2018/09/22,163.695
2018/09/23,-79.938
2018/09/24,-299.723
2018/09/25,-26.26
2018/09/26,83.955
2018/09/27,-206.634
2018/09/28,-13.253
2018/09/29,-59.071
2018/09/30,-67.116
2018/10/01,-157.282
2018/10/02,-233.187
2018/10/03,-25.846
2018/10/04,32.963
2018/10/05,43.821
2018/10/06,-220.301
2018/10/07,-200.049
2018/10/08,127.123
2018/10/09,195.117
2018/10/10,210.259
2018/10/11,413.69
2018/10/12,100.119
2018/10/13,-210.658
2018/10/14,-642.078
2018/10/15,543.774
2018/10/16,384.209
2018/10/17,245.087
2018/10/18,-385.751
2018/10/19,-255.398
2018/10/20,-144.644
2018/10/21,-59.398
2018/10/22,0.072
2018/10/23,72.547
2018/10/24,-172.718
2018/10/25,266.706
2018/10/26,9.886
2018/10/27,-225.162
2018/10/28,-428.1
2018/10/29,10.924
2018/10/30,133.105
2018/10/31,180.013
2018/11/01,-102.199
2018/11/02,150.252
2018/11/03,-152.788
2018/11/04,63.943
2018/11/05,157.298
2018/11/06,232.734
2018/11/07,219.47
2018/11/08,-176.753
2018/11/09,-26.715
2018/11/10,-346.984
2018/11/11,-220.633
2018/11/12,52.485
2018/11/13,163.529
2018/11/14,565.46
2018/11/15,312.729
2018/11/16,78.575
2018/11/17,-531.379
2018/11/18,-310.994
2018/11/19,521.047
2018/11/20,779.133
2018/11/21,193.69
2018/11/22,-625.582
2018/11/23,-590.466
2018/11/24,-325.508
2018/11/25,208.524
2018/11/26,22.736
2018/11/27,-23.17
2018/11/28,-192.662
2018/11/29,83.987
2018/11/30,2812
2018/12/01,2800
2018/12/02,-440.385
2018/12/03,-2885
2018/12/04,-2990
2018/12/05,182.116
2018/12/06,180.111
2018/12/07,306.624
2018/12/08,-72.177
2018/12/09,-206.457
2018/12/10,-333.412
2018/12/11,-16.546
2018/12/12,-41.91
2018/12/13,56.509
2018/12/14,-21.483
2018/12/15,-117.997
2018/12/16,-175.386
2018/12/17,137.876
2018/12/18,275.424
2018/12/19,459.347
2018/12/20,251.603
2018/12/21,294.775
2018/12/22,-282.771
2018/12/23,-89.883
2018/12/24,90.613
2018/12/25,111.209
2018/12/26,-205.669
2018/12/27,-294.908
2018/12/28,62.473
2018/12/29,463.146
2018/12/30,-156.914
2018/12/31,-98.931
2019/01/01,-460.418
2019/01/02,206.613
2019/01/03,86.386
2019/01/04,557.192
2019/01/05,604.394
2019/01/06,131.551
2019/01/07,-325.819
2019/01/08,-659.745
2019/01/09,-171.3
2019/01/10,2.862
2019/01/11,273.961
2019/01/12,-182
2019/01/13,-290.513
2019/01/14,-182.317
2019/01/15,146.972
2019/01/16,189.579
2019/01/17,-222.604
2019/01/18,-163.454
2019/01/19,-305.554
2019/01/20,-120.413
2019/01/21,-29.475
2019/01/22,23.221
2019/01/23,50.176
2019/01/24,163.807
2019/01/25,95.98
2019/01/26,-114.341
2019/01/27,-94.198
2019/01/28,156.173
2019/01/29,100.273
2019/01/30,18.745
2019/01/31,-117.911
2019/02/01,-6.682
2019/02/02,-167.476
2019/02/03,-161.164
2019/02/04,-153.43
2019/02/05,-36.162
2019/02/06,93.014
2019/02/07,88.966
2019/02/08,248.193
2019/02/09,-93.664
2019/02/10,97.608
2019/02/11,36.663
2019/02/12,93.799
2019/02/13,-0.571
2019/02/14,-110.397
2019/02/15,-11.051
2019/02/16,-158.322
2019/02/17,65.446
2019/02/18,416.738
2019/02/19,473.433
2019/02/20,119.094
2019/02/21,-255.181
2019/02/22,-178.821
2019/02/23,-128.001
2019/02/24,247.296
2019/02/25,314.188
2019/02/26,-20.049
2019/02/27,-81.461
2019/02/28,-304.822
2019/03/01,-2.548
2019/03/02,-363.309
2019/03/03,-137.03
2019/03/04,51.205
2019/03/05,135.622
2019/03/06,64.476
2019/03/07,-1.191
2019/03/08,72.997
2019/03/09,-73.84
2019/03/10,-30.034
2019/03/11,30.598
2019/03/12,109.145
2019/03/13,-5.844
2019/03/14,-90.055
2019/03/15,-24.404
2019/03/16,62.81
2019/03/17,-33.871
2019/03/18,92.724
2019/03/19,-126.296
2019/03/20,142.437
2019/03/21,-71.478
2019/03/22,36.964
2019/03/23,-9.74
2019/03/24,-112.663
2019/03/25,148.313
2019/03/26,-82.028
2019/03/27,63.257
2019/03/28,-89.836
2019/03/29,25.027
2019/03/30,33.753
2019/03/31,-34.825
2019/04/01,-61.946
2019/04/02,290.492
2019/04/03,473.176
2019/04/04,186.905
2019/04/05,-123.634
2019/04/06,-394.188
2019/04/07,15.753
2019/04/08,316.191
2019/04/09,349.765
2019/04/10,48.78
2019/04/11,-346.077
2019/04/12,-308.966
2019/04/13,-343.585
2019/04/14,-162.809
2019/04/15,83.465
2019/04/16,138.056
2019/04/17,30.632
2019/04/18,-26.263
2019/04/19,22.995
2019/04/20,-69.36
2019/04/21,-110.144
2019/04/22,-3.67
2019/04/23,178.578
2019/04/24,323.341
2019/04/25,186.286
2019/04/26,409.167
2019/04/27,-328.646
2019/04/28,-136.998
2019/04/29,-300.068
2019/04/30,129.293
2019/05/01,-21.116
2019/05/02,-222.948
2019/05/03,-38.457
2019/05/04,-77.257
2019/05/05,-61.843
2019/05/06,82.411
2019/05/07,386.91
2019/05/08,295.413
2019/05/09,-37.582
2019/05/10,-238.636
2019/05/11,359.431
2019/05/12,98.237
2019/05/13,342.988
2019/05/14,-253.796
2019/05/15,435.455
2019/05/16,1014
2019/05/17,478.3
2019/05/18,-465.302
2019/05/19,-1225
2019/05/20,-443.156
2019/05/21,143.637
2019/05/22,34.386
2019/05/23,-37.665
2019/05/24,-198.358
2019/05/25,-279.846
2019/05/26,-72.964
