Date,activeaddresses
2019/10/24,326587
2019/10/25,338183
2019/10/26,334045
2019/10/27,296004
2019/10/28,340078
2019/10/29,334813
2019/10/30,330461
2019/10/31,331518
2019/11/01,324149
2019/11/02,282967
2019/11/03,272978
2019/11/04,314596
2019/11/05,355052
2019/11/06,332773
2019/11/07,414700
2019/11/08,335420
2019/11/09,285647
2019/11/10,303059
2019/11/11,347811
2019/11/12,347118
2019/11/13,344813
2019/11/14,331001
2019/11/15,316681
2019/11/16,281871
2019/11/17,288087
2019/11/18,330680
2019/11/19,337602
2019/11/20,318475
2019/11/21,369760
2019/11/22,373913
2019/11/23,289764
2019/11/24,262012
2019/11/25,344189
2019/11/26,301300
2019/11/27,293268
2019/11/28,286460
2019/11/29,311476
2019/11/30,138450
2019/12/01,287156
2019/12/02,345675
2019/12/03,305017
2019/12/04,305261
2019/12/05,300425
2019/12/06,286593
2019/12/07,236688
2019/12/08,210207
2019/12/09,322145
2019/12/10,297825
2019/12/11,299529
2019/12/12,287430
2019/12/13,291043
2019/12/14,248481
2019/12/15,252477
2019/12/16,301775
2019/12/17,291748
2019/12/18,311538
2019/12/19,288044
2019/12/20,289266
2019/12/21,254028
2019/12/22,237878
2019/12/23,288981
2019/12/24,266455
2019/12/25,251402
2019/12/26,280227
2019/12/27,264925
2019/12/28,249225
2019/12/29,224182
2019/12/30,281491
2019/12/31,254173
2020/01/01,208392
2020/01/02,227057
2020/01/03,277145
2020/01/04,261746
2020/01/05,246995
2020/01/06,292517
2020/01/07,293108
2020/01/08,306662
2020/01/09,303464
2020/01/10,285825
2020/01/11,262527
2020/01/12,239461
2020/01/13,274787
2020/01/14,321645
2020/01/15,337297
2020/01/16,351069
2020/01/17,316359
2020/01/18,303855
2020/01/19,288121
2020/01/20,285123
2020/01/21,282948
2020/01/22,260829
2020/01/23,275403
2020/01/24,226791
2020/01/25,210010
2020/01/26,195225
2020/01/27,237874
2020/01/28,247192
2020/01/29,259360
2020/01/30,263820
2020/01/31,269250
2020/02/01,256506
2020/02/02,248496
2020/02/03,307540
2020/02/04,266476
2020/02/05,303751
2020/02/06,307448
2020/02/07,314027
2020/02/08,333591
2020/02/09,332599
2020/02/10,331955
2020/02/11,360902
2020/02/12,433964
2020/02/13,396743
2020/02/14,357404
2020/02/15,344036
2020/02/16,319651
2020/02/17,340534
2020/02/18,359297
2020/02/19,339950
2020/02/20,333708
2020/02/21,341865
2020/02/22,321074
2020/02/23,332808
2020/02/24,350004
2020/02/25,327743
2020/02/26,341499
2020/02/27,349069
2020/02/28,341329
2020/02/29,305189
2020/03/01,301375
2020/03/02,347727
2020/03/03,311218
2020/03/04,329965
2020/03/05,352437
2020/03/06,332375
2020/03/07,308317
2020/03/08,303724
2020/03/09,356620
2020/03/10,336375
2020/03/11,330609
2020/03/12,328087
2020/03/13,399794
2020/03/14,327792
2020/03/15,306554
2020/03/16,370699
2020/03/17,362622
2020/03/18,386427
2020/03/19,451984
2020/03/20,422068
2020/03/21,502711
2020/03/22,401315
2020/03/23,423528
2020/03/24,402216
2020/03/25,373323
2020/03/26,382794
2020/03/27,382246
2020/03/28,322701
2020/03/29,294766
2020/03/30,357928
2020/03/31,352519
2020/04/01,336145
2020/04/02,354494
2020/04/03,358382
2020/04/04,310459
2020/04/05,300214
2020/04/06,379145
2020/04/07,367924
2020/04/08,434027
2020/04/09,364365
2020/04/10,364609
2020/04/11,329758
2020/04/12,346555
2020/04/13,378460
2020/04/14,421260
2020/04/15,399635
2020/04/16,388112
2020/04/17,405600
2020/04/18,415149
2020/04/19,393059
2020/04/20,427050
2020/04/21,412022
2020/04/22,402056
2020/04/23,432651
2020/04/24,441558
2020/04/25,407160
2020/04/26,403304
2020/04/27,433056
2020/04/28,426012
2020/04/29,458881
2020/04/30,452331
2020/05/01,427188
2020/05/02,404088
2020/05/03,421046
2020/05/04,398473
2020/05/05,390148
2020/05/06,416008
2020/05/07,428736
2020/05/08,445292
2020/05/09,454475
2020/05/10,446499
2020/05/11,444957
2020/05/12,424996
2020/05/13,396445
2020/05/14,402257
2020/05/15,427155
2020/05/16,415369
2020/05/17,401754
2020/05/18,429924
2020/05/19,438918
2020/05/20,429330
2020/05/21,437730
2020/05/22,449825
2020/05/23,442094
2020/05/24,405508
2020/05/25,420368
2020/05/26,450667
2020/05/27,465748
2020/05/28,310215
2020/05/29,501797
2020/05/30,470194
2020/05/31,443129
2020/06/01,483593
2020/06/02,526660
2020/06/03,470340
2020/06/04,490475
2020/06/05,463385
2020/06/06,434347
2020/06/07,417237
2020/06/08,488376
2020/06/09,477620
2020/06/10,466252
2020/06/11,469891
2020/06/12,482307
2020/06/13,443498
2020/06/14,414998
2020/06/15,476961
2020/06/16,480818
2020/06/17,476342
2020/06/18,504873
2020/06/19,499921
2020/06/20,499887
2020/06/21,485306
2020/06/22,534651
2020/06/23,551778
2020/06/24,535671
2020/06/25,526849
2020/06/26,530346
2020/06/27,518756
2020/06/28,509282
2020/06/29,570299
2020/06/30,569409
2020/07/01,549425
2020/07/02,539464
2020/07/03,523497
2020/07/04,502742
2020/07/05,452213
2020/07/06,511433
2020/07/07,541585
2020/07/08,544682
2020/07/09,542458
2020/07/10,519407
2020/07/11,515780
2020/07/12,495837
2020/07/13,580105
2020/07/14,567634
2020/07/15,578643
2020/07/16,538160
2020/07/17,535058
2020/07/18,500112
2020/07/19,509707
2020/07/20,561943
2020/07/21,524229
2020/07/22,545200
2020/07/23,565628
2020/07/24,540393
2020/07/25,565273
2020/07/26,566742
2020/07/27,622371
2020/07/28,654454
2020/07/29,561389
2020/07/30,572867
2020/07/31,588863
2020/08/01,600078
2020/08/02,578027
2020/08/03,606077
2020/08/04,610546
2020/08/05,622726
2020/08/06,629699
2020/08/07,621096
2020/08/08,575922
2020/08/09,554492
2020/08/10,591664
2020/08/11,583644
2020/08/12,529492
2020/08/13,560997
2020/08/14,557995
2020/08/15,547491
2020/08/16,550349
2020/08/17,552406
2020/08/18,555981
2020/08/19,574609
2020/08/20,557859
2020/08/21,601263
2020/08/22,535996
2020/08/23,561977
2020/08/24,571387
2020/08/25,557190
2020/08/26,573380
2020/08/27,563252
2020/08/28,535579
2020/08/29,503556
2020/08/30,489549
2020/08/31,579550
2020/09/01,591325
2020/09/02,569507
2020/09/03,557934
2020/09/04,586196
2020/09/05,492168
2020/09/06,512529
2020/09/07,515727
2020/09/08,503716
2020/09/09,501544
2020/09/10,513846
2020/09/11,505811
2020/09/12,500102
2020/09/13,474560
2020/09/14,507621
2020/09/15,537138
2020/09/16,504760
2020/09/17,872329
2020/09/18,703352
2020/09/19,590961
2020/09/20,607386
2020/09/21,598765
2020/09/22,563990
2020/09/23,558664
2020/09/24,576167
2020/09/25,536690
2020/09/26,526043
2020/09/27,509008
2020/09/28,557346
2020/09/29,567820
2020/09/30,574809
2020/10/01,533937
2020/10/02,515774
2020/10/03,492202
2020/10/04,494541
2020/10/05,499780
2020/10/06,528754
2020/10/07,517132
2020/10/08,511290
2020/10/09,546127
2020/10/10,538713
2020/10/11,524122
2020/10/12,540422
2020/10/13,588128
2020/10/14,577804
2020/10/15,730242
2020/10/16,660125
2020/10/17,598272
2020/10/18,534545
2020/10/19,583651
2020/10/20,573601
2020/10/21,613091
2020/10/22,658869
2020/10/23,635142
2020/10/24,553677
2020/10/25,499454
2020/10/26,556547
2020/10/27,550836
2020/10/28,583094
2020/10/29,556914
2020/10/30,564939
2020/10/31,587775
2020/11/01,549787
2020/11/02,598267
2020/11/03,579849
2020/11/04,625792
2020/11/05,591307
2020/11/06,626411
2020/11/07,595700
2020/11/08,542200
2020/11/09,596433
2020/11/10,590155
2020/11/11,584531
2020/11/12,564194
2020/11/13,595740
2020/11/14,583779
2020/11/15,546397
2020/11/16,584476
2020/11/17,629677
2020/11/18,606193
2020/11/19,619231
2020/11/20,632930
2020/11/21,643234
2020/11/22,630772
2020/11/23,652987
2020/11/24,660832
2020/11/25,658176
2020/11/26,588712
2020/11/27,596127
2020/11/28,535214
2020/11/29,562422
2020/11/30,619072
2020/12/01,622374
2020/12/02,569596
2020/12/03,591010
2020/12/04,609504
2020/12/05,581646
2020/12/06,542897
2020/12/07,576141
2020/12/08,593913
2020/12/09,594064
2020/12/10,561158
2020/12/11,590740
2020/12/12,631953
2020/12/13,666754
2020/12/14,714081
2020/12/15,680782
2020/12/16,718552
2020/12/17,761506
2020/12/18,696257
2020/12/19,660995
2020/12/20,574861
2020/12/21,590864
2020/12/22,598435
2020/12/23,708476
2020/12/24,624975
2020/12/25,650010
2020/12/26,650206
2020/12/27,649930
2020/12/28,675248
2020/12/29,665749
2020/12/30,675487
2020/12/31,648572
2021/01/01,651909
2021/01/02,638295
2021/01/03,681940
2021/01/04,694378
2021/01/05,699101
2021/01/06,725850
2021/01/07,746349
2021/01/08,725292
2021/01/09,730554
2021/01/10,698044
2021/01/11,683331
2021/01/12,648248
2021/01/13,632829
2021/01/14,671294
2021/01/15,695766
2021/01/16,681365
2021/01/17,637767
2021/01/18,690878
2021/01/19,709212
2021/01/20,689983
2021/01/21,651345
2021/01/22,657101
2021/01/23,661100
2021/01/24,648511
2021/01/25,686327
2021/01/26,688624
2021/01/27,633812
2021/01/28,697419
2021/01/29,744213
2021/01/30,730488
2021/01/31,730494
2021/02/01,752916
2021/02/02,758642
2021/02/03,778721
2021/02/04,756793
2021/02/05,777569
2021/02/06,754712
2021/02/07,752973
2021/02/08,763161
2021/02/09,791413
2021/02/10,790330
2021/02/11,783051
2021/02/12,794866
2021/02/13,767420
2021/02/14,734484
2021/02/15,696654
2021/02/16,744797
2021/02/17,750335
2021/02/18,789815
2021/02/19,810384
2021/02/20,812533
2021/02/21,760843
2021/02/22,748300
2021/02/23,721066
2021/02/24,769730
2021/02/25,743630
2021/02/26,745948
2021/02/27,764857
2021/02/28,710116
2021/03/01,735253
2021/03/02,775198
2021/03/03,757262
2021/03/04,771249
2021/03/05,699447
2021/03/06,728029
2021/03/07,713677
2021/03/08,737680
2021/03/09,789297
2021/03/10,785476
2021/03/11,809960
2021/03/12,813862
2021/03/13,801804
2021/03/14,796146
2021/03/15,801117
2021/03/16,804935
2021/03/17,783788
2021/03/18,815956
2021/03/19,807748
2021/03/20,805021
2021/03/21,752301
2021/03/22,792502
2021/03/23,812121
2021/03/24,821320
2021/03/25,850864
2021/03/26,811564
2021/03/27,792995
2021/03/28,764708
2021/03/29,792304
2021/03/30,812580
2021/03/31,830629
2021/04/01,871074
2021/04/02,882763
2021/04/03,832552
2021/04/04,784579
2021/04/05,814538
2021/04/06,846400
2021/04/07,817946
2021/04/08,812568
2021/04/09,826464
2021/04/10,867506
2021/04/11,827194
2021/04/12,865825
2021/04/13,866580
2021/04/14,440651
2021/04/15,769087
2021/04/16,378953
2021/04/17,958784
2021/04/18,896154
2021/04/19,951304
2021/04/20,1011603
2021/04/21,1016699
2021/04/22,1026965
2021/04/23,974039
2021/04/24,948779
2021/04/25,954279
2021/04/26,955947
2021/04/27,947749
2021/04/28,1008445
2021/04/29,1021201
2021/04/30,922419
2021/05/01,938814
2021/05/02,912204
2021/05/03,936838
2021/05/04,980269
2021/05/05,983763
2021/05/06,999293
2021/05/07,981755
2021/05/08,1113797
2021/05/09,1168788
2021/05/10,1082108
2021/05/11,1120649
2021/05/12,1041805
2021/05/13,1057033
2021/05/14,1027414
2021/05/15,999150
2021/05/16,950675
2021/05/17,932638
2021/05/18,910151
2021/05/19,888702
2021/05/20,928964
2021/05/21,848810
2021/05/22,821867
2021/05/23,742809
2021/05/24,795218
2021/05/25,800377
2021/05/26,824986
2021/05/27,825545
2021/05/28,815038
2021/05/29,868076
2021/05/30,863470
2021/05/31,859985
2021/06/01,834278
2021/06/02,826824
2021/06/03,855682
2021/06/04,829240
2021/06/05,780195
2021/06/06,753592
2021/06/07,772670
2021/06/08,732499
2021/06/09,731733
2021/06/10,742689
2021/06/11,718398
2021/06/12,702374
2021/06/13,722003
2021/06/14,736193
2021/06/15,762798
2021/06/16,756563
2021/06/17,739017
2021/06/18,706722
2021/06/19,636099
2021/06/20,639241
2021/06/21,704600
2021/06/22,756924
2021/06/23,741934
2021/06/24,752971
2021/06/25,759133
2021/06/26,719902
2021/06/27,705652
2021/06/28,949159
2021/06/29,797199
2021/06/30,758696
2021/07/01,766238
2021/07/02,731256
2021/07/03,700015
2021/07/04,688933
2021/07/05,716989
2021/07/06,821482
2021/07/07,801682
2021/07/08,769809
2021/07/09,748461
2021/07/10,702342
2021/07/11,692202
2021/07/12,729075
2021/07/13,732103
2021/07/14,746496
2021/07/15,774835
2021/07/16,739267
2021/07/17,722503
2021/07/18,719240
2021/07/19,739224
2021/07/20,742122
2021/07/21,747001
2021/07/22,759271
2021/07/23,760443
2021/07/24,784527
2021/07/25,714054
2021/07/26,773691
2021/07/27,886265
2021/07/28,867598
2021/07/29,799987
2021/07/30,791164
2021/07/31,791818
2021/08/01,762387
2021/08/02,809625
2021/08/03,770080
2021/08/04,765564
2021/08/05,715703
2021/08/06,768458
2021/08/07,762778
2021/08/08,762460
2021/08/09,752759
2021/08/10,757621
2021/08/11,762416
2021/08/12,743937
2021/08/13,745285
2021/08/14,732712
2021/08/15,717733
2021/08/16,795417
2021/08/17,782718
2021/08/18,750596
2021/08/19,811644
2021/08/20,811517
2021/08/21,767702
2021/08/22,742114
2021/08/23,774017
2021/08/24,752233
2021/08/25,723915
2021/08/26,721373
2021/08/27,424656
2021/08/28,726205
2021/08/29,729815
2021/08/30,741624
2021/08/31,759952
2021/09/01,779134
2021/09/02,788699
2021/09/03,720971
2021/09/04,730530
2021/09/05,709372
2021/09/06,737064
2021/09/07,796860
2021/09/08,735509
2021/09/09,762108
2021/09/10,791101
2021/09/11,868979
2021/09/12,810327
2021/09/13,845284
2021/09/14,808897
2021/09/15,795859
2021/09/16,782612
2021/09/17,754325
2021/09/18,763613
2021/09/19,738386
2021/09/20,710385
2021/09/21,755438
2021/09/22,761678
2021/09/23,777628
2021/09/24,722759
2021/09/25,738233
2021/09/26,673920
2021/09/27,715341
2021/09/28,705367
2021/09/29,728975
2021/09/30,718788
2021/10/01,802237
2021/10/02,737326
2021/10/03,734058
2021/10/04,703644
2021/10/05,795844
2021/10/06,891292
2021/10/07,882371
2021/10/08,875220
2021/10/09,823334
2021/10/10,760450
2021/10/11,781526
2021/10/12,783067
2021/10/13,770291
2021/10/14,805037
2021/10/15,827126
2021/10/16,804856
2021/10/17,775258
2021/10/18,804921
2021/10/19,824858
2021/10/20,854120
2021/10/21,845865
2021/10/22,850287
2021/10/23,864340
2021/10/24,863287
2021/10/25,870305
2021/10/26,887384
2021/10/27,872929
2021/10/28,527643
2021/10/29,980355
2021/10/30,908291
2021/10/31,850999
2021/11/01,882189
2021/11/02,912511
2021/11/03,939650
2021/11/04,901737
2021/11/05,886917
2021/11/06,857051
2021/11/07,879865
2021/11/08,887275
2021/11/09,868301
2021/11/10,925476
2021/11/11,895341
2021/11/12,899427
2021/11/13,898299
2021/11/14,891730
2021/11/15,859139
2021/11/16,859605
2021/11/17,932696
2021/11/18,839018
2021/11/19,839969
2021/11/20,777838
2021/11/21,858318
2021/11/22,796738
2021/11/23,826832
2021/11/24,884586
2021/11/25,840906
2021/11/26,840367
2021/11/27,802485
2021/11/28,750840
2021/11/29,833922
2021/11/30,853953
2021/12/01,805357
2021/12/02,849250
2021/12/03,794905
2021/12/04,768981
2021/12/05,1018634
2021/12/06,806054
2021/12/07,833412
2021/12/08,889431
2021/12/09,828331
2021/12/10,835629
2021/12/11,811156
2021/12/12,826763
2021/12/13,841190
2021/12/14,821671
2021/12/15,865339
2021/12/16,810685
2021/12/17,890077
2021/12/18,801123
2021/12/19,776777
2021/12/20,812518
2021/12/21,810885
2021/12/22,847355
2021/12/23,859986
2021/12/24,902643
2021/12/25,900949
2021/12/26,832878
2021/12/27,855650
2021/12/28,839419
2021/12/29,826650
2021/12/30,858087
2021/12/31,829092
2022/01/01,818809
2022/01/02,767637
2022/01/03,813327
2022/01/04,824593
2022/01/05,836187
2022/01/06,824130
2022/01/07,805806
2022/01/08,809576
2022/01/09,743683
2022/01/10,879104
2022/01/11,903648
2022/01/12,923098
2022/01/13,914980
2022/01/14,835393
2022/01/15,838473
2022/01/16,818181
2022/01/17,831075
2022/01/18,804282
2022/01/19,849155
2022/01/20,829480
2022/01/21,782769
2022/01/22,785870
2022/01/23,742989
2022/01/24,755475
2022/01/25,792285
2022/01/26,752235
2022/01/27,743970
2022/01/28,763779
2022/01/29,772408
2022/01/30,807099
2022/01/31,815659
2022/02/01,817591
2022/02/02,797627
2022/02/03,762913
2022/02/04,811452
2022/02/05,889140
2022/02/06,841833
2022/02/07,791488
2022/02/08,809406
2022/02/09,823568
2022/02/10,832535
2022/02/11,817786
2022/02/12,776596
2022/02/13,786417
2022/02/14,793846
2022/02/15,822329
2022/02/16,837317
2022/02/17,785614
2022/02/18,885721
2022/02/19,813748
2022/02/20,942917
2022/02/21,744080
2022/02/22,755720
2022/02/23,787092
2022/02/24,779549
2022/02/25,781181
2022/02/26,813580
2022/02/27,775574
2022/02/28,747875
2022/03/01,793745
2022/03/02,812940
2022/03/03,799212
2022/03/04,800848
2022/03/05,749368
2022/03/06,786854
2022/03/07,796910
2022/03/08,840192
2022/03/09,813252
2022/03/10,869641
2022/03/11,766128
2022/03/12,790875
2022/03/13,725705
2022/03/14,744550
2022/03/15,837896
2022/03/16,880141
2022/03/17,801014
2022/03/18,902118
2022/03/19,782961
2022/03/20,770367
2022/03/21,791272
2022/03/22,853681
2022/03/23,796578
2022/03/24,786373
2022/03/25,785179
2022/03/26,776491
2022/03/27,775640
2022/03/28,823310
2022/03/29,821866
2022/03/30,777207
2022/03/31,792008
2022/04/01,778408
2022/04/02,732754
2022/04/03,711427
2022/04/04,715553
2022/04/05,725129
2022/04/06,742797
2022/04/07,744044
2022/04/08,726392
2022/04/09,746172
2022/04/10,755227
2022/04/11,732472
2022/04/12,720782
2022/04/13,701068
2022/04/14,729881
2022/04/15,738636
2022/04/16,725403
2022/04/17,700385
2022/04/18,734559
2022/04/19,837643
2022/04/20,867170
2022/04/21,750864
2022/04/22,782265
2022/04/23,721309
2022/04/24,731342
2022/04/25,757866
2022/04/26,753476
2022/04/27,776490
2022/04/28,763716
2022/04/29,764297
2022/04/30,784829
2022/05/01,754353
2022/05/02,680501
2022/05/03,680197
2022/05/04,725432
2022/05/05,806421
2022/05/06,746491
2022/05/07,717690
2022/05/08,741378
2022/05/09,747062
2022/05/10,779210
2022/05/11,685535
2022/05/12,829075
2022/05/13,883023
2022/05/14,734096
2022/05/15,709756
2022/05/16,740838
2022/05/17,740084
2022/05/18,793765
2022/05/19,710374
2022/05/20,701272
2022/05/21,711896
2022/05/22,692508
2022/05/23,698605
2022/05/24,721945
2022/05/25,714096
2022/05/26,675472
2022/05/27,698931
2022/05/28,714434
2022/05/29,710963
2022/05/30,673031
2022/05/31,762749
2022/06/01,717294
2022/06/02,707676
2022/06/03,700388
2022/06/04,686252
2022/06/05,673461
2022/06/06,698526
2022/06/07,683346
2022/06/08,685172
2022/06/09,702465
2022/06/10,732052
2022/06/11,684924
2022/06/12,659016
2022/06/13,654911
2022/06/14,676554
2022/06/15,672572
2022/06/16,722079
2022/06/17,741119
2022/06/18,676535
2022/06/19,661212
2022/06/20,674170
2022/06/21,655726
2022/06/22,661604
2022/06/23,643308
2022/06/24,673972
2022/06/25,621611
2022/06/26,608358
2022/06/27,678518
2022/06/28,644095
2022/06/29,639020
2022/06/30,659347
2022/07/01,736655
2022/07/02,779591
2022/07/03,730566
2022/07/04,730230
2022/07/05,749268
2022/07/06,741754
2022/07/07,762226
2022/07/08,770420
2022/07/09,773813
2022/07/10,769830
2022/07/11,738878
2022/07/12,732405
2022/07/13,764247
2022/07/14,778389
2022/07/15,810735
2022/07/16,840210
2022/07/17,841971
2022/07/18,770039
2022/07/19,748847
2022/07/20,755987
2022/07/21,770875
2022/07/22,789649
2022/07/23,738652
2022/07/24,733167
2022/07/25,847036
2022/07/26,1307200
2022/07/27,778339
2022/07/28,735237
2022/07/29,754233
2022/07/30,770043
2022/07/31,748891
2022/08/01,925123
2022/08/02,775785
2022/08/03,828263
2022/08/04,1073465
2022/08/05,795221
2022/08/06,783047
2022/08/07,805709
2022/08/08,763376
2022/08/09,727320
2022/08/10,748762
2022/08/11,705526
2022/08/12,745531
2022/08/13,725939
2022/08/14,706857
2022/08/15,696772
2022/08/16,718015
2022/08/17,719413
2022/08/18,742031
2022/08/19,680225
2022/08/20,675172
2022/08/21,708202
2022/08/22,674166
2022/08/23,690201
2022/08/24,673636
2022/08/25,697437
2022/08/26,668255
2022/08/27,674365
2022/08/28,656497
2022/08/29,658933
2022/08/30,658367
2022/08/31,652784
2022/09/01,690970
2022/09/02,707371
2022/09/03,702894
2022/09/04,776681
2022/09/05,726944
2022/09/06,686044
2022/09/07,670439
2022/09/08,695111
2022/09/09,706835
2022/09/10,661381
2022/09/11,673493
2022/09/12,671810
2022/09/13,703258
2022/09/14,746621
2022/09/15,221663
2022/09/16,0
2022/09/17,0
2022/09/18,713579
2022/09/19,693154
2022/09/20,698434
2022/09/21,676471
2022/09/22,693345
2022/09/23,688274
2022/09/24,716239
2022/09/25,686650
2022/09/26,706614
2022/09/27,783373
2022/09/28,672687
2022/09/29,698657
2022/09/30,690954
2022/10/01,686444
2022/10/02,682706
2022/10/03,633871
2022/10/04,675475
2022/10/05,701495
2022/10/06,760346
2022/10/07,743196
2022/10/08,815548
2022/10/09,808979
2022/10/10,795431
2022/10/11,749720
2022/10/12,706395
2022/10/13,701415
2022/10/14,666685
2022/10/15,685870
2022/10/16,614476
2022/10/17,639570
2022/10/18,620150
2022/10/19,646392
2022/10/20,706406
2022/10/21,692741
2022/10/22,614003
2022/10/23,631121
2022/10/24,651496
2022/10/25,633249
2022/10/26,678774
2022/10/27,697615
2022/10/28,637666
2022/10/29,616993
2022/10/30,633170
2022/10/31,638605
2022/11/01,653131
2022/11/02,603377
2022/11/03,684586
2022/11/04,594685
2022/11/05,594497
2022/11/06,585500
2022/11/07,668031
2022/11/08,624521
2022/11/09,663333
2022/11/10,649277
2022/11/11,644195
2022/11/12,621353
2022/11/13,626958
2022/11/14,695650
2022/11/15,699593
2022/11/16,667753
2022/11/17,694931
2022/11/18,640644
2022/11/19,574557
2022/11/20,564067
2022/11/21,559132
2022/11/22,562389
2022/11/23,600983
2022/11/24,656071
2022/11/25,665369
2022/11/26,611782
2022/11/27,570091
2022/11/28,716776
2022/11/29,657093
2022/11/30,623635
