Date,sentinusd14varUSD
2016/01/01,9809915962
2016/01/02,9964407548
2016/01/03,11582858259
2016/01/04,11889840867
2016/01/05,54071254622
2016/01/06,52520479785
2016/01/07,50504385224
2016/01/08,47161078332
2016/01/09,45264353521
2016/01/10,42755024996
2016/01/11,45620865440
2016/01/12,90529334583
2016/01/13,87673981967
2016/01/14,87631819258
2016/01/15,124358470783
2016/01/16,123472704074
2016/01/17,122092630665
2016/01/18,586770992498
2016/01/19,645773781722
2016/01/20,624350717876
2016/01/21,607345402879
2016/01/22,589055184745
2016/01/23,614406257675
2016/01/24,1135935960411
2016/01/25,1897651593382
2016/01/26,2150596178377
2016/01/27,2067400289929
2016/01/28,1860242713408
2016/01/29,1785344179086
2016/01/30,1608067733103
2016/01/31,1330418313134
2016/02/01,1376341879482
2016/02/02,1413759440420
2016/02/03,1307498611435
2016/02/04,1288893695968
2016/02/05,1280497237406
2016/02/06,1495725695010
2016/02/07,1249396596105
2016/02/08,1122862598356
2016/02/09,1712905609139
2016/02/10,4238740654756
2016/02/11,6740361338490
2016/02/12,12268762036427
2016/02/13,12519326312412
2016/02/14,12336351116561
2016/02/15,11675862024072
2016/02/16,11099716918802
2016/02/17,10510141982989
2016/02/18,9237130881718
2016/02/19,8863201186190
2016/02/20,7176755962249
2016/02/21,7320117238873
2016/02/22,7396689568480
2016/02/23,8091031977523
2016/02/24,10420502979306
2016/02/25,9816850870535
2016/02/26,29631930703349
2016/02/27,32716690638811
2016/02/28,32535520916781
2016/02/29,32298530461192
2016/03/01,32373858261416
2016/03/02,60047271271546
2016/03/03,64667385318487
2016/03/04,60225755121058
2016/03/05,84852659457389
2016/03/06,76685137657152
2016/03/07,68904038262836
2016/03/08,67712791715959
2016/03/09,67869426056548
2016/03/10,63037869251794
2016/03/11,59935877958893
2016/03/12,61040407905075
2016/03/13,62012935322235
2016/03/14,50551719625433
2016/03/15,43821085980520
2016/03/16,37454817965039
2016/03/17,37661665664422
2016/03/18,38451401678450
2016/03/19,31228178740719
2016/03/20,39807123767357
2016/03/21,42589165695343
2016/03/22,44662638886038
2016/03/23,48633578427161
2016/03/24,48091733758958
2016/03/25,52113801406559
2016/03/26,56992555312555
2016/03/27,39246127136696
2016/03/28,32107870670913
2016/03/29,31101758488985
2016/03/30,31950511971862
2016/03/31,25572392170735
2016/04/01,12948592313274
2016/04/02,14429698140220
2016/04/03,16487275175969
2016/04/04,17162792861721
2016/04/05,17202288520700
2016/04/06,17329662026364
2016/04/07,16745375382845
2016/04/08,16911425253075
2016/04/09,16848281736127
2016/04/10,15842933794453
2016/04/11,16394473238277
2016/04/12,12797246455654
2016/04/13,7437104905811
