Date,sentinusd90wmaUSD
2017/10/29,3448202100
2017/10/30,3362006252
2017/10/31,3276316026
2017/11/01,3282548711
2017/11/02,3295022655
2017/11/03,3290223539
2017/11/04,3258978526
2017/11/05,3224024052
2017/11/06,3200381253
2017/11/07,3165460790
2017/11/08,3153790505
2017/11/09,3197018972
2017/11/10,3205691788
2017/11/11,3207642320
2017/11/12,3243144006
2017/11/13,3239903690
2017/11/14,3238169042
2017/11/15,3280738825
2017/11/16,3310967978
2017/11/17,3343187072
2017/11/18,3356172935
2017/11/19,3373777608
2017/11/20,3425710336
2017/11/21,3475234990
2017/11/22,3527043474
2017/11/23,3585430189
2017/11/24,3632086195
2017/11/25,3713241199
2017/11/26,3785940563
2017/11/27,3907927572
2017/11/28,4073894006
2017/11/29,4275517382
2017/11/30,4436163569
2017/12/01,4556795378
2017/12/02,4697113625
2017/12/03,4825473580
2017/12/04,4944374721
2017/12/05,4952115564
2017/12/06,4997798467
2017/12/07,5007387241
2017/12/08,5004282305
2017/12/09,4981384761
2017/12/10,4952387481
2017/12/11,4928239845
2017/12/12,4997499163
2017/12/13,5060998116
2017/12/14,5157685011
2017/12/15,5212363596
2017/12/16,5243887908
2017/12/17,5275334048
2017/12/18,5319664913
2017/12/19,5427294024
2017/12/20,5557722007
2017/12/21,5693454586
2017/12/22,5807025644
2017/12/23,5855744845
2017/12/24,5858830360
2017/12/25,5851863289
2017/12/26,5890737001
2017/12/27,5950996561
2017/12/28,6039295412
2017/12/29,6167870482
2017/12/30,6308650475
2017/12/31,6337668016
2018/01/01,6358253397
2018/01/02,6504242834
2018/01/03,6659664216
2018/01/04,6963166453
2018/01/05,7238696824
2018/01/06,7448764590
2018/01/07,7610329399
2018/01/08,7861405051
2018/01/09,8156360020
2018/01/10,8520487957
2018/01/11,8800374543
2018/01/12,8991363620
2018/01/13,9124501522
2018/01/14,9707965810
2018/01/15,9889066938
2018/01/16,10105122519
2018/01/17,10273173332
2018/01/18,10419051634
2018/01/19,10456324100
2018/01/20,10474071560
2018/01/21,10475428302
2018/01/22,10499754601
2018/01/23,10507127041
2018/01/24,10518998606
2018/01/25,10433735608
2018/01/26,10480530297
2018/01/27,10447724754
2018/01/28,10451792367
2018/01/29,10470958802
2018/01/30,10492220029
2018/01/31,10497979329
2018/02/01,10506346247
2018/02/02,10538432859
2018/02/03,10472207895
2018/02/04,10375380145
2018/02/05,10299750007
2018/02/06,10233356765
2018/02/07,10156744026
2018/02/08,10022068953
2018/02/09,9916585150
2018/02/10,9827446120
2018/02/11,9700154122
2018/02/12,9588200640
2018/02/13,9508329061
2018/02/14,9403661705
2018/02/15,9316770361
2018/02/16,9206539705
2018/02/17,9095919648
2018/02/18,8982809558
2018/02/19,8862735325
2018/02/20,8756330416
2018/02/21,8641626744
2018/02/22,8547926949
2018/02/23,8409654693
2018/02/24,8267850529
2018/02/25,8107961651
2018/02/26,7961927901
2018/02/27,7801447595
2018/02/28,7643873421
2018/03/01,7491123032
2018/03/02,7337456992
2018/03/03,7176136737
2018/03/04,7017532580
2018/03/05,6870767813
2018/03/06,6730651618
2018/03/07,6590034009
2018/03/08,6443208462
2018/03/09,6297245808
2018/03/10,6142512512
2018/03/11,5986897551
2018/03/12,5838561892
2018/03/13,5709917660
2018/03/14,5568891387
2018/03/15,5426510823
2018/03/16,5279187860
2018/03/17,5130374915
2018/03/18,4998907103
2018/03/19,4864273143
2018/03/20,4726836958
2018/03/21,4591089018
2018/03/22,4454096117
2018/03/23,4323904375
2018/03/24,4186031154
2018/03/25,4046427031
2018/03/26,3917865420
2018/03/27,3794546007
2018/03/28,3671920433
2018/03/29,3550246858
2018/03/30,3427166196
2018/03/31,3300270306
2018/04/01,3172201606
2018/04/02,3047073252
2018/04/03,2927292762
2018/04/04,2809112327
2018/04/05,2692751442
2018/04/06,2580706299
2018/04/07,2468957386
2018/04/08,2363771708
2018/04/09,2265733263
2018/04/10,2169708092
2018/04/11,2081650376
2018/04/12,2006895745
2018/04/13,1937917640
2018/04/14,1857838154
2018/04/15,1788546669
2018/04/16,1725265027
2018/04/17,1666608788
2018/04/18,1615007427
2018/04/19,1568592088
2018/04/20,1530575556
2018/04/21,1488996183
2018/04/22,1443814154
2018/04/23,1426906993
2018/04/24,1409320650
2018/04/25,1387932664
2018/04/26,1359629945
2018/04/27,1336223141
2018/04/28,1310099476
2018/04/29,1284070259
2018/04/30,1265316740
2018/05/01,1245627990
2018/05/02,1240449539
2018/05/03,1243524553
2018/05/04,1246837367
2018/05/05,1237496302
2018/05/06,1224641929
2018/05/07,1234549731
2018/05/08,1231922526
2018/05/09,1231756938
2018/05/10,1231231878
2018/05/11,1229518108
2018/05/12,1218573901
2018/05/13,1202826983
2018/05/14,1203816955
2018/05/15,1202858734
2018/05/16,1197034408
2018/05/17,1192615874
2018/05/18,1187423643
2018/05/19,1176770548
2018/05/20,1168106877
2018/05/21,1166017479
2018/05/22,1172030624
2018/05/23,1182482640
2018/05/24,1184007668
2018/05/25,1182297353
2018/05/26,1174574693
2018/05/27,1174602400
2018/05/28,1182320126
2018/05/29,1184326540
2018/05/30,1186512921
2018/05/31,1190477842
2018/06/01,1197248246
2018/06/02,1189315875
2018/06/03,1179658555
2018/06/04,1181989326
2018/06/05,1184625630
2018/06/06,1190078253
2018/06/07,1194411166
2018/06/08,1200731316
2018/06/09,1192015649
2018/06/10,1189543992
2018/06/11,1190275141
2018/06/12,1200032860
2018/06/13,1218986521
2018/06/14,1238512495
2018/06/15,1253155256
2018/06/16,1245571671
2018/06/17,1233585345
2018/06/18,1226284939
2018/06/19,1223962707
2018/06/20,1223265596
2018/06/21,1220234356
2018/06/22,1221311671
2018/06/23,1209671226
2018/06/24,1204428177
2018/06/25,1203720716
2018/06/26,1197984358
2018/06/27,1191561232
2018/06/28,1183966660
2018/06/29,1179047017
2018/06/30,1166440097
2018/07/01,1151515595
2018/07/02,1141027876
2018/07/03,1134875947
2018/07/04,1125872334
2018/07/05,1117945498
2018/07/06,1109286000
2018/07/07,1095631486
2018/07/08,1084047919
2018/07/09,1077379723
2018/07/10,1071001397
2018/07/11,1059425313
2018/07/12,1046667579
2018/07/13,1033526650
2018/07/14,1017289386
2018/07/15,999966170
2018/07/16,992648162
2018/07/17,986586785
2018/07/18,983867600
2018/07/19,976175462
2018/07/20,969145331
2018/07/21,955343355
2018/07/22,941172414
2018/07/23,933327873
2018/07/24,927017783
2018/07/25,919046610
2018/07/26,908275374
2018/07/27,898598616
2018/07/28,883365524
2018/07/29,868009196
2018/07/30,860775725
2018/07/31,865465737
2018/08/01,856789833
2018/08/02,849093847
2018/08/03,839003973
2018/08/04,825872472
2018/08/05,812247338
2018/08/06,802097360
2018/08/07,793428794
2018/08/08,789424705
2018/08/09,781735072
2018/08/10,775862683
2018/08/11,767399939
2018/08/12,754548311
2018/08/13,751781875
2018/08/14,750470414
2018/08/15,745729225
2018/08/16,736207411
2018/08/17,729345346
2018/08/18,717647620
2018/08/19,703818593
2018/08/20,694410490
2018/08/21,684923470
2018/08/22,677509880
2018/08/23,668347163
2018/08/24,659246547
2018/08/25,648168206
2018/08/26,636567717
2018/08/27,629176478
2018/08/28,621359853
2018/08/29,614589815
2018/08/30,606850796
2018/08/31,599779089
2018/09/01,590963687
2018/09/02,580698966
2018/09/03,576174833
2018/09/04,578901059
2018/09/05,577658172
2018/09/06,577276858
2018/09/07,574533862
2018/09/08,569110815
2018/09/09,563410849
2018/09/10,559072973
2018/09/11,554779965
2018/09/12,555057355
2018/09/13,551181231
2018/09/14,547477793
2018/09/15,540771837
2018/09/16,533052570
2018/09/17,528729723
2018/09/18,523579520
2018/09/19,517612476
2018/09/20,513433626
2018/09/21,515408031
2018/09/22,510952136
2018/09/23,505733586
2018/09/24,503103854
2018/09/25,499629526
2018/09/26,496114257
2018/09/27,491986586
2018/09/28,488380407
2018/09/29,483525620
2018/09/30,478505785
2018/10/01,473007690
2018/10/02,466809465
2018/10/03,462958000
2018/10/04,459327718
2018/10/05,455199949
2018/10/06,449229298
2018/10/07,442780597
2018/10/08,439819019
2018/10/09,435974875
2018/10/10,432442903
2018/10/11,435333230
2018/10/12,433169994
2018/10/13,427525338
2018/10/14,421786846
2018/10/15,426507020
2018/10/16,426251866
2018/10/17,424634320
2018/10/18,424924685
2018/10/19,422063761
2018/10/20,418247760
2018/10/21,416941206
2018/10/22,413951678
2018/10/23,411539079
2018/10/24,408939868
2018/10/25,408869646
2018/10/26,406706390
2018/10/27,401283748
2018/10/28,396002674
2018/10/29,395043651
2018/10/30,392747052
2018/10/31,390870556
2018/11/01,388587426
2018/11/02,387601836
2018/11/03,383125908
2018/11/04,380715350
2018/11/05,382341409
2018/11/06,381896604
2018/11/07,383079594
2018/11/08,382176742
2018/11/09,380870599
2018/11/10,377086675
2018/11/11,373352000
2018/11/12,373228686
2018/11/13,372376474
2018/11/14,376726973
2018/11/15,380497420
2018/11/16,380616178
2018/11/17,377301671
2018/11/18,376010182
2018/11/19,384395281
2018/11/20,393002254
2018/11/21,395481703
2018/11/22,394374590
2018/11/23,393798925
2018/11/24,391077279
2018/11/25,391841456
2018/11/26,391486784
2018/11/27,389334637
2018/11/28,389213053
2018/11/29,389903913
2018/11/30,425199149
2018/12/01,455664010
2018/12/02,449722864
2018/12/03,445816808
2018/12/04,441977312
2018/12/05,439520446
2018/12/06,438726682
2018/12/07,439053301
2018/12/08,435367618
2018/12/09,431183262
2018/12/10,427271766
2018/12/11,423395495
2018/12/12,419203280
2018/12/13,416315647
2018/12/14,412681385
2018/12/15,407341756
2018/12/16,402043410
2018/12/17,400271846
2018/12/18,398431353
2018/12/19,399782669
2018/12/20,401736922
2018/12/21,404474579
2018/12/22,401040002
2018/12/23,400924114
2018/12/24,405062216
2018/12/25,403345169
2018/12/26,400945692
2018/12/27,400138944
2018/12/28,399734993
2018/12/29,402704800
2018/12/30,399005046
2018/12/31,396701589
2019/01/01,393059036
2019/01/02,393466832
2019/01/03,393208078
2019/01/04,397427270
2019/01/05,403313909
2019/01/06,402729754
2019/01/07,402847391
2019/01/08,401785210
2019/01/09,400279942
2019/01/10,400998319
2019/01/11,403094537
2019/01/12,398383443
2019/01/13,394314257
2019/01/14,394874977
2019/01/15,392846645
2019/01/16,391309731
2019/01/17,388450958
2019/01/18,384558329
2019/01/19,379922249
2019/01/20,375965758
2019/01/21,372185131
2019/01/22,368464298
2019/01/23,365154164
2019/01/24,362851066
2019/01/25,359502761
2019/01/26,354420034
2019/01/27,350762998
2019/01/28,350053702
2019/01/29,346997046
2019/01/30,344277003
2019/01/31,341574068
2019/02/01,337889171
2019/02/02,332502931
2019/02/03,327371025
2019/02/04,321657425
2019/02/05,315915185
2019/02/06,311939531
2019/02/07,307340859
2019/02/08,304676430
2019/02/09,299825580
2019/02/10,295747938
2019/02/11,293033144
2019/02/12,289347551
2019/02/13,286540575
2019/02/14,283430445
2019/02/15,280146314
2019/02/16,275536237
2019/02/17,272927439
2019/02/18,274932790
2019/02/19,276658332
2019/02/20,276582647
2019/02/21,276244431
2019/02/22,275885251
2019/02/23,273755313
2019/02/24,276353038
2019/02/25,280538162
2019/02/26,278978456
2019/02/27,280566002
2019/02/28,280474212
2019/03/01,279272507
2019/03/02,277246201
2019/03/03,275811174
2019/03/04,276424601
2019/03/05,276754121
2019/03/06,277004431
2019/03/07,277069380
2019/03/08,277951841
2019/03/09,277066753
2019/03/10,275819484
2019/03/11,276701700
2019/03/12,277223112
2019/03/13,276799913
2019/03/14,277002824
2019/03/15,277045664
2019/03/16,276541239
2019/03/17,275382136
2019/03/18,276794113
2019/03/19,276063829
2019/03/20,278395100
2019/03/21,279501504
2019/03/22,279324610
2019/03/23,280629454
2019/03/24,279569432
2019/03/25,281783663
2019/03/26,282950804
2019/03/27,283559024
2019/03/28,284308936
2019/03/29,285970278
2019/03/30,287602250
2019/03/31,288008711
2019/04/01,289325616
2019/04/02,296814867
2019/04/03,305944113
2019/04/04,309708159
2019/04/05,312902191
2019/04/06,313286132
2019/04/07,315814883
2019/04/08,324437959
2019/04/09,330996871
2019/04/10,335681448
2019/04/11,339968920
2019/04/12,342480046
2019/04/13,341456658
2019/04/14,341060335
2019/04/15,343733088
2019/04/16,345081473
2019/04/17,346619097
2019/04/18,349950519
2019/04/19,352000927
2019/04/20,352412411
2019/04/21,353124117
2019/04/22,355333968
2019/04/23,358944299
2019/04/24,364720775
2019/04/25,369054256
2019/04/26,377419470
2019/04/27,376835061
2019/04/28,377701022
2019/04/29,381013961
2019/04/30,384064445
2019/05/01,385992375
2019/05/02,386039200
2019/05/03,387857933
2019/05/04,387524330
2019/05/05,386689551
2019/05/06,390109314
2019/05/07,395580002
2019/05/08,399480659
2019/05/09,402207776
2019/05/10,405133289
2019/05/11,415599589
2019/05/12,419523323
2019/05/13,428159336
2019/05/14,435807106
2019/05/15,449727438
2019/05/16,481473225
2019/05/17,496520621
2019/05/18,499110218
