Date,activeaddresses90ema
2016/04/25,12697
2016/04/26,12807
2016/04/27,12915
2016/04/28,13011
2016/04/29,13162
2016/04/30,13443
2016/05/01,13599
2016/05/02,13822
2016/05/03,13972
2016/05/04,14106
2016/05/05,14244
2016/05/06,14376
2016/05/07,14493
2016/05/08,14650
2016/05/09,14819
2016/05/10,14964
2016/05/11,15158
2016/05/12,15352
2016/05/13,15591
2016/05/14,15772
2016/05/15,15925
2016/05/16,16041
2016/05/17,16202
2016/05/18,16423
2016/05/19,16616
2016/05/20,16776
2016/05/21,16912
2016/05/22,17005
2016/05/23,17189
2016/05/24,17340
2016/05/25,17499
2016/05/26,17800
2016/05/27,18030
2016/05/28,18481
2016/05/29,18635
2016/05/30,18749
2016/05/31,18885
2016/06/01,18988
2016/06/02,19082
2016/06/03,19167
2016/06/04,19232
2016/06/05,19300
2016/06/06,19390
2016/06/07,19478
2016/06/08,19574
2016/06/09,19652
2016/06/10,19742
2016/06/11,19746
2016/06/12,19855
2016/06/13,20042
2016/06/14,20231
2016/06/15,20350
2016/06/16,20437
2016/06/17,20757
2016/06/18,21018
2016/06/19,21193
2016/06/20,21328
2016/06/21,21462
2016/06/22,21649
2016/06/23,21736
2016/06/24,21823
2016/06/25,21857
2016/06/26,21971
2016/06/27,22025
2016/06/28,22130
2016/06/29,22206
2016/06/30,22271
2016/07/01,22322
2016/07/02,22381
2016/07/03,22431
2016/07/04,22505
2016/07/05,22574
2016/07/06,22628
2016/07/07,22683
2016/07/08,22751
2016/07/09,22798
2016/07/10,22844
2016/07/11,22885
2016/07/12,22942
2016/07/13,22932
2016/07/14,22997
2016/07/15,23048
2016/07/16,23077
2016/07/17,23032
2016/07/18,23040
2016/07/19,23202
2016/07/20,23374
2016/07/21,23489
2016/07/22,23660
2016/07/23,23770
2016/07/24,24041
2016/07/25,24238
2016/07/26,24611
2016/07/27,24898
2016/07/28,25085
2016/07/29,25193
2016/07/30,25241
2016/07/31,25326
2016/08/01,25414
2016/08/02,25479
2016/08/03,25572
2016/08/04,25656
2016/08/05,25694
2016/08/06,25705
2016/08/07,25727
2016/08/08,25761
2016/08/09,25857
2016/08/10,25903
2016/08/11,26007
2016/08/12,26022
2016/08/13,26017
2016/08/14,26022
2016/08/15,26046
2016/08/16,26130
2016/08/17,26150
2016/08/18,26163
2016/08/19,26184
2016/08/20,26202
2016/08/21,26224
2016/08/22,26232
2016/08/23,26296
2016/08/24,26312
2016/08/25,26376
2016/08/26,26400
2016/08/27,26430
2016/08/28,26453
2016/08/29,26503
2016/08/30,26528
2016/08/31,26599
2016/09/01,26678
2016/09/02,26742
2016/09/03,26762
2016/09/04,26777
2016/09/05,26793
2016/09/06,26823
2016/09/07,26816
2016/09/08,26901
2016/09/09,26917
2016/09/10,26922
2016/09/11,26947
2016/09/12,26982
2016/09/13,27002
2016/09/14,27022
2016/09/15,27056
2016/09/16,27107
2016/09/17,27146
2016/09/18,27129
2016/09/19,27137
2016/09/20,27322
2016/09/21,27357
2016/09/22,27284
2016/09/23,27239
2016/09/24,27202
2016/09/25,27153
2016/09/26,27101
2016/09/27,27047
2016/09/28,27019
2016/09/29,26991
2016/09/30,26952
2016/10/01,26941
2016/10/02,26963
2016/10/03,26937
2016/10/04,26799
2016/10/05,26688
2016/10/06,26578
2016/10/07,26576
2016/10/08,26542
2016/10/09,26570
2016/10/10,26619
2016/10/11,26573
2016/10/12,26328
2016/10/13,26008
2016/10/14,25921
2016/10/15,25723
2016/10/16,25605
2016/10/17,25556
2016/10/18,25628
2016/10/19,25487
2016/10/20,25555
2016/10/21,25753
2016/10/22,25743
2016/10/23,25706
2016/10/24,25710
2016/10/25,25707
2016/10/26,25709
2016/10/27,25707
2016/10/28,25707
2016/10/29,25663
2016/10/30,25566
2016/10/31,25628
2016/11/01,25657
2016/11/02,25694
2016/11/03,25693
2016/11/04,25524
2016/11/05,25468
2016/11/06,25353
2016/11/07,25336
2016/11/08,25292
2016/11/09,25265
2016/11/10,25182
2016/11/11,25160
2016/11/12,25105
2016/11/13,25095
2016/11/14,25018
2016/11/15,24983
2016/11/16,24911
2016/11/17,24840
2016/11/18,24793
2016/11/19,24726
2016/11/20,24679
2016/11/21,24625
2016/11/22,24880
2016/11/23,25338
2016/11/24,25218
2016/11/25,25393
2016/11/26,25252
2016/11/27,25146
2016/11/28,25075
2016/11/29,24970
2016/11/30,24898
2016/12/01,24791
2016/12/02,24740
2016/12/03,24703
2016/12/04,24645
2016/12/05,24577
2016/12/06,24592
2016/12/07,24501
2016/12/08,24418
2016/12/09,24369
2016/12/10,24286
2016/12/11,24219
2016/12/12,24174
2016/12/13,24089
2016/12/14,24057
2016/12/15,24049
2016/12/16,24011
2016/12/17,23944
2016/12/18,23844
2016/12/19,23835
2016/12/20,23835
2016/12/21,23820
2016/12/22,23947
2016/12/23,23936
2016/12/24,23875
2016/12/25,23772
2016/12/26,23669
2016/12/27,23591
2016/12/28,23535
2016/12/29,23501
2016/12/30,23452
2016/12/31,23429
2017/01/01,23337
2017/01/02,23288
2017/01/03,23243
2017/01/04,23316
2017/01/05,23396
2017/01/06,23430
2017/01/07,23429
2017/01/08,23398
2017/01/09,23426
2017/01/10,23417
2017/01/11,23427
2017/01/12,23441
2017/01/13,23417
2017/01/14,23370
2017/01/15,23331
2017/01/16,23350
2017/01/17,23365
2017/01/18,23345
2017/01/19,23339
2017/01/20,23359
2017/01/21,23344
2017/01/22,23327
2017/01/23,23313
2017/01/24,23329
2017/01/25,23302
2017/01/26,23280
2017/01/27,23256
2017/01/28,23222
2017/01/29,23179
2017/01/30,23169
2017/01/31,23149
2017/02/01,23145
2017/02/02,23147
2017/02/03,23134
2017/02/04,23151
2017/02/05,23180
2017/02/06,23193
2017/02/07,23203
2017/02/08,23226
2017/02/09,23247
2017/02/10,23291
2017/02/11,23276
2017/02/12,23284
2017/02/13,23376
2017/02/14,23472
2017/02/15,23574
2017/02/16,23641
2017/02/17,23698
2017/02/18,23778
2017/02/19,23811
2017/02/20,23886
2017/02/21,23949
2017/02/22,24001
2017/02/23,24041
2017/02/24,24152
2017/02/25,24221
2017/02/26,24290
2017/02/27,24405
2017/02/28,24621
2017/03/01,24848
2017/03/02,25261
2017/03/03,25551
2017/03/04,25754
2017/03/05,25920
2017/03/06,26123
2017/03/07,26258
2017/03/08,26403
2017/03/09,26635
2017/03/10,26847
2017/03/11,27080
2017/03/12,27379
2017/03/13,27950
2017/03/14,28348
2017/03/15,28786
2017/03/16,29651
2017/03/17,30469
2017/03/18,31010
2017/03/19,31388
2017/03/20,31784
2017/03/21,32177
2017/03/22,32493
2017/03/23,32796
2017/03/24,33277
2017/03/25,33663
2017/03/26,33922
2017/03/27,34285
2017/03/28,34604
2017/03/29,34951
2017/03/30,35510
2017/03/31,36214
2017/04/01,36453
2017/04/02,36844
2017/04/03,37460
2017/04/04,37809
2017/04/05,38152
2017/04/06,38695
2017/04/07,38925
2017/04/08,39025
2017/04/09,39087
2017/04/10,39245
2017/04/11,39375
2017/04/12,39578
2017/04/13,39830
2017/04/14,40034
2017/04/15,40160
2017/04/16,40152
2017/04/17,40213
2017/04/18,40445
2017/04/19,40675
2017/04/20,40977
2017/04/21,41080
2017/04/22,41148
2017/04/23,41250
2017/04/24,41467
2017/04/25,41650
2017/04/26,41992
2017/04/27,42606
2017/04/28,43042
2017/04/29,43373
2017/04/30,43765
2017/05/01,44375
2017/05/02,44901
2017/05/03,45261
2017/05/04,45962
2017/05/05,46604
2017/05/06,46974
2017/05/07,47527
2017/05/08,48308
2017/05/09,48946
2017/05/10,49489
2017/05/11,50147
2017/05/12,50589
2017/05/13,50840
2017/05/14,51196
2017/05/15,51778
2017/05/16,52339
2017/05/17,52764
2017/05/18,53586
2017/05/19,54805
2017/05/20,55353
2017/05/21,56134
2017/05/22,57384
2017/05/23,58800
2017/05/24,60166
2017/05/25,61495
2017/05/26,62616
2017/05/27,63344
2017/05/28,64002
2017/05/29,64803
2017/05/30,65820
2017/05/31,67061
2017/06/01,68630
2017/06/02,69685
2017/06/03,70706
2017/06/04,71730
2017/06/05,72927
2017/06/06,74358
2017/06/07,75645
2017/06/08,76736
2017/06/09,78201
2017/06/10,79765
2017/06/11,81705
2017/06/12,84562
2017/06/13,87129
2017/06/14,89209
2017/06/15,91398
2017/06/16,93082
2017/06/17,94649
2017/06/18,96311
2017/06/19,98406
2017/06/20,100444
2017/06/21,101691
2017/06/22,104000
2017/06/23,106168
2017/06/24,107804
2017/06/25,108861
2017/06/26,111688
2017/06/27,113244
2017/06/28,114898
2017/06/29,116392
2017/06/30,117737
2017/07/01,118901
2017/07/02,120089
2017/07/03,121873
2017/07/04,123444
2017/07/05,124686
2017/07/06,125831
2017/07/07,127538
2017/07/08,128249
2017/07/09,128735
2017/07/10,130309
2017/07/11,131697
2017/07/12,132912
2017/07/13,133586
2017/07/14,134260
2017/07/15,134750
2017/07/16,135355
2017/07/17,136005
2017/07/18,136932
2017/07/19,137889
2017/07/20,138692
2017/07/21,139257
2017/07/22,139281
2017/07/23,140251
2017/07/24,140881
2017/07/25,141356
2017/07/26,141563
2017/07/27,141924
2017/07/28,142429
2017/07/29,142355
2017/07/30,142477
2017/07/31,143425
2017/08/01,143600
2017/08/02,143966
2017/08/03,144244
2017/08/04,144896
2017/08/05,145526
2017/08/06,146091
2017/08/07,146966
2017/08/08,148463
2017/08/09,149417
2017/08/10,151111
2017/08/11,152849
2017/08/12,154206
2017/08/13,155453
2017/08/14,158032
2017/08/15,160424
2017/08/16,162786
2017/08/17,165266
2017/08/18,167980
2017/08/19,169471
2017/08/20,170151
2017/08/21,171948
2017/08/22,173128
2017/08/23,174804
2017/08/24,175933
2017/08/25,177273
2017/08/26,177562
2017/08/27,178026
2017/08/28,179197
2017/08/29,180989
2017/08/30,182887
2017/08/31,184916
2017/09/01,186553
2017/09/02,187338
2017/09/03,187586
2017/09/04,190057
2017/09/05,192273
2017/09/06,194849
2017/09/07,196544
2017/09/08,198374
2017/09/09,199386
2017/09/10,199611
2017/09/11,200536
2017/09/12,202292
2017/09/13,203177
2017/09/14,204585
2017/09/15,206843
2017/09/16,207384
2017/09/17,207025
2017/09/18,208003
2017/09/19,208447
2017/09/20,208662
2017/09/21,208662
2017/09/22,207967
2017/09/23,207156
2017/09/24,206589
2017/09/25,206453
2017/09/26,206128
2017/09/27,205964
2017/09/28,206127
2017/09/29,206377
2017/09/30,206018
2017/10/01,205364
2017/10/02,205265
2017/10/03,205335
2017/10/04,205033
2017/10/05,204860
2017/10/06,204651
2017/10/07,204198
2017/10/08,203867
2017/10/09,203756
2017/10/10,204366
2017/10/11,204759
2017/10/12,205231
2017/10/13,206354
2017/10/14,206506
2017/10/15,206442
2017/10/16,206454
2017/10/17,207680
2017/10/18,208305
2017/10/19,208727
2017/10/20,209628
2017/10/21,210275
2017/10/22,211250
2017/10/23,212086
2017/10/24,213039
2017/10/25,213433
2017/10/26,214020
2017/10/27,214526
2017/10/28,209811
2017/10/29,205199
2017/10/30,200690
2017/10/31,202180
2017/11/01,203975
2017/11/02,206506
2017/11/03,207858
2017/11/04,207955
2017/11/05,207940
2017/11/06,208802
2017/11/07,209701
2017/11/08,211071
2017/11/09,212553
2017/11/10,213920
2017/11/11,214389
2017/11/12,215708
2017/11/13,216723
2017/11/14,218294
2017/11/15,220787
2017/11/16,222368
2017/11/17,224349
2017/11/18,225380
2017/11/19,226519
2017/11/20,228485
2017/11/21,230537
2017/11/22,232675
2017/11/23,234750
2017/11/24,236564
2017/11/25,238252
2017/11/26,239978
2017/11/27,243148
2017/11/28,246732
2017/11/29,251076
2017/11/30,254788
2017/12/01,257606
2017/12/02,260543
2017/12/03,264185
2017/12/04,267872
2017/12/05,271245
2017/12/06,278346
2017/12/07,281172
2017/12/08,285273
2017/12/09,288648
2017/12/10,291548
2017/12/11,296548
2017/12/12,302704
2017/12/13,309796
2017/12/14,317759
2017/12/15,324217
2017/12/16,330154
2017/12/17,335945
2017/12/18,343963
2017/12/19,353899
2017/12/20,362768
2017/12/21,372972
2017/12/22,383159
2017/12/23,389123
2017/12/24,391760
2017/12/25,394430
2017/12/26,398331
2017/12/27,403636
2017/12/28,409567
2017/12/29,418515
2017/12/30,428987
2017/12/31,434093
2018/01/01,438775
2018/01/02,448158
2018/01/03,459782
2018/01/04,474258
2018/01/05,486586
2018/01/06,497079
2018/01/07,505313
2018/01/08,514853
2018/01/09,525506
2018/01/10,534534
2018/01/11,543513
2018/01/12,550386
2018/01/13,557772
2018/01/14,563139
2018/01/15,571543
2018/01/16,581140
2018/01/17,590406
2018/01/18,598102
2018/01/19,601341
2018/01/20,602340
2018/01/21,605938
2018/01/22,608320
2018/01/23,609643
2018/01/24,610407
2018/01/25,608005
2018/01/26,609587
2018/01/27,608923
2018/01/28,608947
2018/01/29,610231
2018/01/30,610754
2018/01/31,611121
2018/02/01,613695
2018/02/02,615850
2018/02/03,614522
2018/02/04,612924
2018/02/05,612861
2018/02/06,613203
2018/02/07,612024
2018/02/08,608182
2018/02/09,606433
2018/02/10,605705
2018/02/11,603346
2018/02/12,602682
2018/02/13,600151
2018/02/14,598013
2018/02/15,596205
2018/02/16,592938
2018/02/17,589934
2018/02/18,587151
2018/02/19,585791
2018/02/20,585687
2018/02/21,584408
2018/02/22,582253
2018/02/23,579322
2018/02/24,575142
2018/02/25,571225
2018/02/26,569281
2018/02/27,566602
2018/02/28,564445
2018/03/01,561613
2018/03/02,558984
2018/03/03,555159
2018/03/04,550721
2018/03/05,548328
2018/03/06,546037
2018/03/07,545928
2018/03/08,543222
2018/03/09,540237
2018/03/10,536521
2018/03/11,532130
2018/03/12,529103
2018/03/13,526307
2018/03/14,524407
2018/03/15,521925
2018/03/16,518903
2018/03/17,515150
2018/03/18,512437
2018/03/19,510646
2018/03/20,507905
2018/03/21,505820
2018/03/22,503135
2018/03/23,502110
2018/03/24,499922
2018/03/25,495769
2018/03/26,493342
2018/03/27,490364
2018/03/28,486974
2018/03/29,484298
2018/03/30,482095
2018/03/31,478851
2018/04/01,475167
2018/04/02,472427
2018/04/03,470486
2018/04/04,468128
2018/04/05,467140
2018/04/06,465513
2018/04/07,462753
2018/04/08,460770
2018/04/09,459370
2018/04/10,457174
2018/04/11,455256
2018/04/12,454544
2018/04/13,454054
2018/04/14,452101
2018/04/15,450423
2018/04/16,449133
2018/04/17,448432
2018/04/18,447378
2018/04/19,447151
2018/04/20,447454
2018/04/21,447930
2018/04/22,448694
2018/04/23,450178
2018/04/24,451762
2018/04/25,452089
2018/04/26,452215
2018/04/27,451796
2018/04/28,451376
2018/04/29,450497
2018/04/30,450672
2018/05/01,449884
2018/05/02,450277
2018/05/03,451587
2018/05/04,458114
2018/05/05,458924
2018/05/06,459122
2018/05/07,460070
2018/05/08,461428
2018/05/09,463101
2018/05/10,464688
2018/05/11,465881
2018/05/12,467478
2018/05/13,468448
2018/05/14,469864
2018/05/15,470972
2018/05/16,472588
2018/05/17,474772
2018/05/18,476747
2018/05/19,479586
2018/05/20,480734
2018/05/21,481607
2018/05/22,483172
2018/05/23,484939
2018/05/24,486349
2018/05/25,487136
2018/05/26,487826
2018/05/27,489042
2018/05/28,491376
2018/05/29,492669
2018/05/30,493842
2018/05/31,494826
2018/06/01,494596
2018/06/02,495025
2018/06/03,496165
2018/06/04,496615
2018/06/05,496671
2018/06/06,496568
2018/06/07,496759
2018/06/08,495887
2018/06/09,487504
2018/06/10,476790
2018/06/11,477230
2018/06/12,476508
2018/06/13,476411
2018/06/14,476140
2018/06/15,476375
2018/06/16,474459
2018/06/17,473398
2018/06/18,472547
2018/06/19,472481
2018/06/20,472838
2018/06/21,472925
2018/06/22,473335
2018/06/23,472693
2018/06/24,472029
2018/06/25,474235
2018/06/26,473681
2018/06/27,473552
2018/06/28,473837
2018/06/29,473779
2018/06/30,470224
2018/07/01,465181
2018/07/02,461187
2018/07/03,457317
2018/07/04,453419
2018/07/05,450387
2018/07/06,446495
2018/07/07,442574
2018/07/08,440203
2018/07/09,438568
2018/07/10,437075
2018/07/11,435067
2018/07/12,432484
2018/07/13,429354
2018/07/14,425877
2018/07/15,422560
2018/07/16,422803
2018/07/17,423230
2018/07/18,425380
2018/07/19,426483
2018/07/20,426389
2018/07/21,425198
2018/07/22,425473
2018/07/23,426860
2018/07/24,428854
2018/07/25,430981
2018/07/26,431990
2018/07/27,433945
2018/07/28,434712
2018/07/29,435673
2018/07/30,437127
2018/07/31,438230
2018/08/01,439329
2018/08/02,439887
2018/08/03,441321
2018/08/04,441342
2018/08/05,441088
2018/08/06,441232
2018/08/07,440422
2018/08/08,438561
2018/08/09,436832
2018/08/10,427232
2018/08/11,417842
2018/08/12,408658
2018/08/13,409464
2018/08/14,409732
2018/08/15,409627
2018/08/16,410507
2018/08/17,409756
2018/08/18,409032
2018/08/19,408129
2018/08/20,408372
2018/08/21,407367
2018/08/22,406652
2018/08/23,405738
2018/08/24,405025
2018/08/25,404237
2018/08/26,403755
2018/08/27,403768
2018/08/28,403602
2018/08/29,401912
2018/08/30,400943
2018/08/31,399915
2018/09/01,399953
2018/09/02,400365
2018/09/03,400741
2018/09/04,400300
2018/09/05,400140
2018/09/06,399552
2018/09/07,398971
2018/09/08,397960
2018/09/09,396989
2018/09/10,395987
2018/09/11,394505
2018/09/12,393109
2018/09/13,392024
2018/09/14,390354
2018/09/15,387764
2018/09/16,385166
2018/09/17,383974
2018/09/18,381959
2018/09/19,379757
2018/09/20,378057
2018/09/21,376781
2018/09/22,374632
2018/09/23,372563
2018/09/24,370545
2018/09/25,368992
2018/09/26,367008
2018/09/27,365391
2018/09/28,363927
2018/09/29,361505
2018/09/30,360072
2018/10/01,358317
2018/10/02,356454
2018/10/03,355962
2018/10/04,355685
2018/10/05,355894
2018/10/06,356597
2018/10/07,355489
2018/10/08,354865
2018/10/09,354339
2018/10/10,353325
2018/10/11,352890
2018/10/12,352185
2018/10/13,351594
2018/10/14,350820
2018/10/15,350887
2018/10/16,351135
2018/10/17,351452
2018/10/18,351394
2018/10/19,351241
2018/10/20,350885
2018/10/21,350068
2018/10/22,350372
2018/10/23,350327
2018/10/24,350208
2018/10/25,349929
2018/10/26,349845
2018/10/27,349065
2018/10/28,348347
2018/10/29,349026
2018/10/30,349665
2018/10/31,350105
2018/11/01,350067
2018/11/02,349089
2018/11/03,347897
2018/11/04,346832
2018/11/05,346810
2018/11/06,346483
2018/11/07,345776
2018/11/08,344940
2018/11/09,344641
2018/11/10,343768
2018/11/11,343805
2018/11/12,343656
2018/11/13,343223
2018/11/14,343116
2018/11/15,342796
2018/11/16,342178
2018/11/17,341113
2018/11/18,339757
2018/11/19,340530
2018/11/20,340936
2018/11/21,340362
2018/11/22,339567
2018/11/23,338911
2018/11/24,337415
2018/11/25,336654
2018/11/26,336042
2018/11/27,335129
2018/11/28,334970
2018/11/29,334031
2018/11/30,333709
2018/12/01,332503
2018/12/02,331098
2018/12/03,330286
2018/12/04,329323
2018/12/05,328940
2018/12/06,328458
2018/12/07,328394
2018/12/08,328630
2018/12/09,328114
2018/12/10,328104
2018/12/11,327376
2018/12/12,326647
2018/12/13,325985
2018/12/14,325363
2018/12/15,324990
2018/12/16,325032
2018/12/17,324794
2018/12/18,324141
2018/12/19,324119
2018/12/20,324141
2018/12/21,323971
2018/12/22,322681
2018/12/23,322067
2018/12/24,322268
2018/12/25,321633
2018/12/26,321284
2018/12/27,320961
2018/12/28,321079
2018/12/29,320931
2018/12/30,320003
2018/12/31,319525
2019/01/01,318402
2019/01/02,318220
2019/01/03,318491
2019/01/04,318075
2019/01/05,317318
2019/01/06,316617
2019/01/07,316716
2019/01/08,317011
2019/01/09,317219
2019/01/10,317304
2019/01/11,317014
2019/01/12,315482
2019/01/13,314382
2019/01/14,315040
2019/01/15,315035
2019/01/16,314412
2019/01/17,313702
2019/01/18,313168
2019/01/19,312246
2019/01/20,311074
2019/01/21,310462
2019/01/22,309602
2019/01/23,309143
2019/01/24,308530
2019/01/25,308074
2019/01/26,307028
2019/01/27,306464
2019/01/28,306798
2019/01/29,306518
2019/01/30,306030
2019/01/31,305522
2019/02/01,304707
2019/02/02,303252
2019/02/03,301392
2019/02/04,299399
2019/02/05,297527
2019/02/06,295862
2019/02/07,294099
2019/02/08,292906
2019/02/09,291270
2019/02/10,289299
2019/02/11,288019
2019/02/12,286926
2019/02/13,286106
2019/02/14,285291
2019/02/15,284660
2019/02/16,283680
2019/02/17,282584
2019/02/18,282837
2019/02/19,282954
2019/02/20,282570
2019/02/21,281923
2019/02/22,281439
2019/02/23,280671
2019/02/24,280360
2019/02/25,280221
2019/02/26,280108
2019/02/27,280057
2019/02/28,280132
2019/03/01,280335
2019/03/02,280112
2019/03/03,279426
2019/03/04,279819
2019/03/05,280292
2019/03/06,280724
2019/03/07,281010
2019/03/08,281361
2019/03/09,281620
2019/03/10,280902
2019/03/11,280792
2019/03/12,281228
2019/03/13,281533
2019/03/14,281921
2019/03/15,282025
2019/03/16,281486
2019/03/17,281249
2019/03/18,281880
2019/03/19,282731
2019/03/20,283817
2019/03/21,284347
2019/03/22,285011
2019/03/23,285038
2019/03/24,285131
2019/03/25,286624
2019/03/26,287926
2019/03/27,288942
2019/03/28,290171
2019/03/29,291202
2019/03/30,292173
2019/03/31,292536
2019/04/01,294814
2019/04/02,297741
2019/04/03,300192
2019/04/04,301463
2019/04/05,302347
2019/04/06,302455
2019/04/07,303002
2019/04/08,304565
2019/04/09,305966
2019/04/10,306976
2019/04/11,308940
2019/04/12,310814
2019/04/13,311390
2019/04/14,310884
2019/04/15,311701
2019/04/16,312535
2019/04/17,313415
2019/04/18,314402
2019/04/19,315968
2019/04/20,318441
2019/04/21,319828
2019/04/22,321677
2019/04/23,323557
2019/04/24,324674
2019/04/25,325465
2019/04/26,326167
2019/04/27,325526
2019/04/28,325178
2019/04/29,325431
2019/04/30,326366
2019/05/01,327602
2019/05/02,327458
2019/05/03,327713
2019/05/04,327376
2019/05/05,327282
2019/05/06,327911
2019/05/07,328406
2019/05/08,329180
2019/05/09,330064
2019/05/10,331385
2019/05/11,332452
2019/05/12,333123
2019/05/13,334981
2019/05/14,337624
2019/05/15,340665
2019/05/16,344263
2019/05/17,346508
2019/05/18,347642
2019/05/19,348526
2019/05/20,350229
2019/05/21,352720
2019/05/22,354518
2019/05/23,356441
2019/05/24,358725
2019/05/25,360377
2019/05/26,361299
2019/05/27,364384
2019/05/28,367181
2019/05/29,370568
2019/05/30,372849
2019/05/31,375558
2019/06/01,380856
2019/06/02,384211
2019/06/03,386520
2019/06/04,387953
2019/06/05,388411
2019/06/06,390605
2019/06/07,390234
2019/06/08,389344
2019/06/09,389922
2019/06/10,389899
2019/06/11,391419
2019/06/12,395191
2019/06/13,396397
2019/06/14,397333
2019/06/15,398886
2019/06/16,402804
2019/06/17,403173
2019/06/18,404357
2019/06/19,404719
2019/06/20,404402
2019/06/21,405566
2019/06/22,406479
2019/06/23,406441
2019/06/24,407196
2019/06/25,407761
2019/06/26,409587
2019/06/27,410481
2019/06/28,410478
2019/06/29,410067
2019/06/30,408854
2019/07/01,408480
2019/07/02,409358
2019/07/03,409908
2019/07/04,410033
2019/07/05,409490
2019/07/06,408163
2019/07/07,406284
2019/07/08,405915
2019/07/09,406283
2019/07/10,406104
2019/07/11,405270
2019/07/12,405100
2019/07/13,403088
2019/07/14,401613
2019/07/15,401635
2019/07/16,399878
2019/07/17,399575
2019/07/18,398722
2019/07/19,397760
2019/07/20,395935
2019/07/21,393535
2019/07/22,392842
2019/07/23,391413
2019/07/24,389514
2019/07/25,387778
2019/07/26,386833
2019/07/27,385474
2019/07/28,384018
2019/07/29,383216
2019/07/30,383463
2019/07/31,382631
2019/08/01,381418
2019/08/02,380802
2019/08/03,378950
2019/08/04,376213
2019/08/05,376773
2019/08/06,377541
2019/08/07,377431
2019/08/08,377202
2019/08/09,377437
2019/08/10,376966
2019/08/11,375834
2019/08/12,376453
2019/08/13,376726
2019/08/14,377096
2019/08/15,376792
2019/08/16,377067
2019/08/17,376170
2019/08/18,374989
2019/08/19,374975
2019/08/20,375287
2019/08/21,375700
2019/08/22,375783
2019/08/23,376223
2019/08/24,375762
2019/08/25,374983
2019/08/26,375211
2019/08/27,375414
2019/08/28,375292
2019/08/29,375303
2019/08/30,374949
2019/08/31,374098
2019/09/01,372981
2019/09/02,373197
2019/09/03,373240
2019/09/04,373027
2019/09/05,373643
2019/09/06,374004
2019/09/07,373455
2019/09/08,372786
2019/09/09,373181
2019/09/10,372708
2019/09/11,372610
2019/09/12,372617
2019/09/13,371522
2019/09/14,370633
2019/09/15,369834
2019/09/16,370258
2019/09/17,370038
2019/09/18,370016
2019/09/19,369603
2019/09/20,369892
2019/09/21,368330
2019/09/22,366438
2019/09/23,365039
2019/09/24,364772
2019/09/25,364194
2019/09/26,363304
2019/09/27,362359
2019/09/28,361087
2019/09/29,359325
2019/09/30,358719
2019/10/01,358066
2019/10/02,357283
2019/10/03,355831
2019/10/04,354294
2019/10/05,353153
2019/10/06,351713
2019/10/07,350855
2019/10/08,350446
2019/10/09,350837
2019/10/10,350804
2019/10/11,350758
2019/10/12,349755
2019/10/13,348235
2019/10/14,347549
2019/10/15,347341
2019/10/16,346799
2019/10/17,346274
2019/10/18,346604
2019/10/19,346198
2019/10/20,345028
2019/10/21,344697
2019/10/22,344351
2019/10/23,343976
2019/10/24,343594
2019/10/25,343475
2019/10/26,343268
2019/10/27,342229
2019/10/28,342182
