Date,size14rsi
2016/01/01,45.522
2016/01/02,46.718
2016/01/03,46.745
2016/01/04,47.256
2016/01/05,54.65
2016/01/06,57.098
2016/01/07,57.038
2016/01/08,48.029
2016/01/09,50.358
2016/01/10,47.432
2016/01/11,47.716
2016/01/12,48.461
2016/01/13,54.849
2016/01/14,47.844
2016/01/15,46.851
2016/01/16,46.132
2016/01/17,44.598
2016/01/18,48.481
2016/01/19,49.601
2016/01/20,46.395
2016/01/21,46.061
2016/01/22,48.246
2016/01/23,45.375
2016/01/24,47.772
2016/01/25,55.948
2016/01/26,53.156
2016/01/27,59.974
2016/01/28,56.267
2016/01/29,53.349
2016/01/30,50.259
2016/01/31,49.215
2016/02/01,47.874
2016/02/02,47.786
2016/02/03,47.304
2016/02/04,48.167
2016/02/05,49.166
2016/02/06,63.315
2016/02/07,46.958
2016/02/08,47.13
2016/02/09,47.103
2016/02/10,48.967
2016/02/11,53.129
2016/02/12,50.345
2016/02/13,51.635
2016/02/14,49.432
2016/02/15,49.071
2016/02/16,49.105
2016/02/17,53.236
2016/02/18,48.433
2016/02/19,49.908
2016/02/20,46.553
2016/02/21,46.709
2016/02/22,48.153
2016/02/23,49.157
2016/02/24,48.844
2016/02/25,49.063
2016/02/26,55.95
2016/02/27,48.413
2016/02/28,48.014
2016/02/29,51.405
2016/03/01,50.608
2016/03/02,52.381
2016/03/03,54.465
2016/03/04,54.495
2016/03/05,57.33
2016/03/06,59.471
2016/03/07,51.46
2016/03/08,52.593
2016/03/09,54.349
2016/03/10,51.181
2016/03/11,50.603
2016/03/12,58.846
2016/03/13,59.163
2016/03/14,63.565
2016/03/15,53.186
2016/03/16,53.12
2016/03/17,57.688
2016/03/18,56.658
2016/03/19,60.467
2016/03/20,57.58
2016/03/21,59.807
2016/03/22,60.524
2016/03/23,61.195
2016/03/24,72.38
2016/03/25,59.101
2016/03/26,55.308
2016/03/27,44.989
2016/03/28,55.005
2016/03/29,49.383
2016/03/30,54.524
2016/03/31,49.573
2016/04/01,52.023
2016/04/02,45.062
2016/04/03,45.359
2016/04/04,52.657
2016/04/05,53.329
2016/04/06,47.899
2016/04/07,49.847
2016/04/08,53.614
2016/04/09,47.352
2016/04/10,46.388
2016/04/11,45.868
2016/04/12,51.671
2016/04/13,52.421
2016/04/14,50.101
2016/04/15,50.319
