Date,activeaddresses30sma
2016/07/02,25706
2016/07/03,25761
2016/07/04,25883
2016/07/05,25994
2016/07/06,26048
2016/07/07,26107
2016/07/08,26170
2016/07/09,26229
2016/07/10,26268
2016/07/11,26428
2016/07/12,26454
2016/07/13,26257
2016/07/14,26166
2016/07/15,26154
2016/07/16,26156
2016/07/17,25691
2016/07/18,25383
2016/07/19,25431
2016/07/20,25554
2016/07/21,25593
2016/07/22,25637
2016/07/23,25739
2016/07/24,26086
2016/07/25,26407
2016/07/26,26880
2016/07/27,27320
2016/07/28,27540
2016/07/29,27687
2016/07/30,27762
2016/07/31,27912
2016/08/01,28055
2016/08/02,28180
2016/08/03,28310
2016/08/04,28436
2016/08/05,28515
2016/08/06,28549
2016/08/07,28581
2016/08/08,28660
2016/08/09,28835
2016/08/10,28942
2016/08/11,29114
2016/08/12,29254
2016/08/13,29252
2016/08/14,29283
2016/08/15,29373
2016/08/16,29669
2016/08/17,29790
2016/08/18,29666
2016/08/19,29537
2016/08/20,29484
2016/08/21,29348
2016/08/22,29279
2016/08/23,29046
2016/08/24,28847
2016/08/25,28448
2016/08/26,28108
2016/08/27,27920
2016/08/28,27835
2016/08/29,27880
2016/08/30,27831
2016/08/31,27846
2016/09/01,27906
2016/09/02,27904
2016/09/03,27844
2016/09/04,27847
2016/09/05,27891
2016/09/06,27938
2016/09/07,27913
2016/09/08,27931
2016/09/09,27922
2016/09/10,27806
2016/09/11,27850
2016/09/12,27941
2016/09/13,27996
2016/09/14,28024
2016/09/15,27980
2016/09/16,28058
2016/09/17,28129
2016/09/18,28104
2016/09/19,28120
2016/09/20,28398
2016/09/21,28477
2016/09/22,28307
2016/09/23,28247
2016/09/24,28124
2016/09/25,28042
2016/09/26,27941
2016/09/27,27848
2016/09/28,27749
2016/09/29,27686
2016/09/30,27535
2016/10/01,27411
2016/10/02,27355
2016/10/03,27293
2016/10/04,27066
2016/10/05,26874
2016/10/06,26659
2016/10/07,26658
2016/10/08,26470
2016/10/09,26475
2016/10/10,26530
2016/10/11,26413
2016/10/12,25976
2016/10/13,25439
2016/10/14,25243
2016/10/15,24855
2016/10/16,24554
2016/10/17,24371
2016/10/18,24451
2016/10/19,24178
2016/10/20,23943
2016/10/21,24132
2016/10/22,24174
2016/10/23,24135
2016/10/24,24146
2016/10/25,24166
2016/10/26,24201
2016/10/27,24233
2016/10/28,24230
2016/10/29,24161
2016/10/30,24030
2016/10/31,24094
2016/11/01,24061
2016/11/02,24113
2016/11/03,24279
2016/11/04,24155
2016/11/05,24198
2016/11/06,23988
2016/11/07,23975
2016/11/08,23825
2016/11/09,23667
2016/11/10,23566
2016/11/11,23858
2016/11/12,24221
2016/11/13,24308
2016/11/14,24464
2016/11/15,24566
2016/11/16,24511
2016/11/17,24273
2016/11/18,24388
2016/11/19,24161
2016/11/20,23760
2016/11/21,23659
2016/11/22,24064
2016/11/23,24725
2016/11/24,24535
2016/11/25,24781
2016/11/26,24559
2016/11/27,24384
2016/11/28,24326
2016/11/29,24292
2016/11/30,24070
2016/12/01,23839
2016/12/02,23676
2016/12/03,23590
2016/12/04,23724
2016/12/05,23678
2016/12/06,23847
2016/12/07,23707
2016/12/08,23620
2016/12/09,23559
2016/12/10,23528
2016/12/11,23430
2016/12/12,23414
2016/12/13,23269
2016/12/14,23303
2016/12/15,23313
2016/12/16,23333
2016/12/17,23309
2016/12/18,23198
2016/12/19,23255
2016/12/20,23298
2016/12/21,23328
2016/12/22,23107
2016/12/23,22365
2016/12/24,22408
2016/12/25,21942
2016/12/26,21945
2016/12/27,21934
2016/12/28,21905
2016/12/29,21961
2016/12/30,21948
2016/12/31,22026
2017/01/01,21919
2017/01/02,21854
2017/01/03,21828
2017/01/04,21994
2017/01/05,22050
2017/01/06,22201
2017/01/07,22289
2017/01/08,22283
2017/01/09,22420
2017/01/10,22479
2017/01/11,22536
2017/01/12,22660
2017/01/13,22651
2017/01/14,22569
2017/01/15,22546
2017/01/16,22655
2017/01/17,22809
2017/01/18,22776
2017/01/19,22751
2017/01/20,22788
2017/01/21,22558
2017/01/22,22528
2017/01/23,22578
2017/01/24,22739
2017/01/25,22841
2017/01/26,22914
2017/01/27,22951
2017/01/28,22942
2017/01/29,22942
2017/01/30,22953
2017/01/31,23054
2017/02/01,23115
2017/02/02,23181
2017/02/03,23048
2017/02/04,22947
2017/02/05,22931
2017/02/06,22943
2017/02/07,22998
2017/02/08,22983
2017/02/09,23023
2017/02/10,23069
2017/02/11,23020
2017/02/12,23063
2017/02/13,23270
2017/02/14,23475
2017/02/15,23604
2017/02/16,23691
2017/02/17,23817
2017/02/18,23959
2017/02/19,23994
2017/02/20,24144
2017/02/21,24284
2017/02/22,24404
2017/02/23,24465
2017/02/24,24698
2017/02/25,24864
2017/02/26,25038
2017/02/27,25297
2017/02/28,25728
2017/03/01,26137
2017/03/02,26850
2017/03/03,27366
2017/03/04,27751
2017/03/05,28109
2017/03/06,28483
2017/03/07,28744
2017/03/08,29048
2017/03/09,29491
2017/03/10,29893
2017/03/11,30334
2017/03/12,30847
2017/03/13,31874
2017/03/14,32622
2017/03/15,33314
2017/03/16,34660
2017/03/17,35952
2017/03/18,36902
2017/03/19,37635
2017/03/20,38369
2017/03/21,39182
2017/03/22,39827
2017/03/23,40478
2017/03/24,41425
2017/03/25,42258
2017/03/26,42802
2017/03/27,43574
2017/03/28,44289
2017/03/29,44985
2017/03/30,45857
2017/03/31,46942
2017/04/01,47057
2017/04/02,47583
2017/04/03,48586
2017/04/04,49255
2017/04/05,49864
2017/04/06,50883
2017/04/07,51426
2017/04/08,51644
2017/04/09,51829
2017/04/10,52123
2017/04/11,52273
2017/04/12,52114
2017/04/13,52280
2017/04/14,52308
2017/04/15,51563
2017/04/16,50661
2017/04/17,50254
2017/04/18,50339
2017/04/19,50391
2017/04/20,50548
2017/04/21,50518
2017/04/22,50449
2017/04/23,50152
2017/04/24,50162
2017/04/25,50307
2017/04/26,50531
2017/04/27,51237
2017/04/28,51638
2017/04/29,51561
2017/04/30,51351
2017/05/01,52165
2017/05/02,52635
2017/05/03,52515
2017/05/04,53307
2017/05/05,54033
2017/05/06,54053
2017/05/07,54818
2017/05/08,56139
2017/05/09,57320
2017/05/10,58234
2017/05/11,59376
2017/05/12,60099
2017/05/13,60463
2017/05/14,61062
2017/05/15,62125
2017/05/16,63375
2017/05/17,64332
2017/05/18,65647
2017/05/19,67584
2017/05/20,68427
2017/05/21,69936
2017/05/22,72230
2017/05/23,74764
2017/05/24,77092
2017/05/25,79453
2017/05/26,81297
2017/05/27,82157
2017/05/28,83184
2017/05/29,84597
2017/05/30,86259
2017/05/31,87951
2017/06/01,90290
2017/06/02,92134
2017/06/03,93434
2017/06/04,94837
2017/06/05,96928
2017/06/06,99126
2017/06/07,100787
2017/06/08,102387
2017/06/09,104710
2017/06/10,107042
2017/06/11,110301
2017/06/12,115291
2017/06/13,119769
2017/06/14,123237
2017/06/15,126955
2017/06/16,130167
2017/06/17,132640
2017/06/18,134681
2017/06/19,138411
2017/06/20,141752
2017/06/21,143225
2017/06/22,146056
2017/06/23,148780
2017/06/24,150778
2017/06/25,152224
2017/06/26,156949
2017/06/27,159923
2017/06/28,162857
2017/06/29,165251
2017/06/30,167095
2017/07/01,168169
2017/07/02,170046
2017/07/03,172883
2017/07/04,175421
2017/07/05,177211
2017/07/06,178504
2017/07/07,180855
2017/07/08,182010
2017/07/09,182242
2017/07/10,183941
2017/07/11,184789
2017/07/12,183964
2017/07/13,182706
2017/07/14,182121
2017/07/15,181047
2017/07/16,180854
2017/07/17,180874
2017/07/18,181136
2017/07/19,180765
2017/07/20,180209
2017/07/21,180449
2017/07/22,178236
2017/07/23,177594
2017/07/24,177205
2017/07/25,177425
2017/07/26,174535
2017/07/27,173718
2017/07/28,172932
2017/07/29,171472
2017/07/30,170481
2017/07/31,170979
2017/08/01,170260
2017/08/02,168894
2017/08/03,167667
2017/08/04,167466
2017/08/05,167359
2017/08/06,166284
2017/08/07,167151
2017/08/08,169308
2017/08/09,169025
2017/08/10,170125
2017/08/11,171566
2017/08/12,173266
2017/08/13,174824
2017/08/14,178698
2017/08/15,182185
2017/08/16,185617
2017/08/17,188865
2017/08/18,192474
2017/08/19,194521
2017/08/20,195721
2017/08/21,199439
2017/08/22,200848
2017/08/23,203530
2017/08/24,205652
2017/08/25,208522
2017/08/26,209604
2017/08/27,210730
2017/08/28,213804
2017/08/29,217565
2017/08/30,220290
2017/08/31,224417
2017/09/01,227722
2017/09/02,229911
2017/09/03,230736
2017/09/04,234949
2017/09/05,238938
2017/09/06,243056
2017/09/07,244954
2017/09/08,247885
2017/09/09,248482
2017/09/10,247798
2017/09/11,248700
2017/09/12,251017
2017/09/13,250008
2017/09/14,250022
2017/09/15,251335
2017/09/16,249863
2017/09/17,246607
2017/09/18,247129
2017/09/19,248057
2017/09/20,246934
2017/09/21,246367
2017/09/22,243956
2017/09/23,242120
2017/09/24,240268
2017/09/25,240601
2017/09/26,240367
2017/09/27,239279
2017/09/28,237700
2017/09/29,236038
2017/09/30,233200
2017/10/01,230429
2017/10/02,229715
2017/10/03,230042
2017/10/04,226429
2017/10/05,223305
2017/10/06,219501
2017/10/07,216570
2017/10/08,213547
2017/10/09,212028
2017/10/10,212756
2017/10/11,212109
2017/10/12,210301
2017/10/13,210761
2017/10/14,208961
2017/10/15,205504
2017/10/16,204689
2017/10/17,207061
2017/10/18,206547
2017/10/19,206522
2017/10/20,207574
2017/10/21,208588
2017/10/22,211175
2017/10/23,213780
2017/10/24,216251
2017/10/25,217270
2017/10/26,218885
2017/10/27,220165
2017/10/28,213052
2017/10/29,205802
2017/10/30,199467
2017/10/31,202541
2017/11/01,205308
2017/11/02,208998
2017/11/03,211546
2017/11/04,212048
2017/11/05,212445
2017/11/06,214549
2017/11/07,216568
2017/11/08,219010
2017/11/09,220576
2017/11/10,222326
2017/11/11,222627
2017/11/12,223229
2017/11/13,224851
2017/11/14,227670
2017/11/15,231828
2017/11/16,232844
2017/11/17,235390
2017/11/18,236850
2017/11/19,237764
2017/11/20,240329
2017/11/21,242569
2017/11/22,245188
2017/11/23,247575
2017/11/24,250451
2017/11/25,252893
2017/11/26,255552
2017/11/27,268358
2017/11/28,281899
2017/11/29,296713
2017/11/30,301762
2017/12/01,305066
2017/12/02,307469
2017/12/03,312744
2017/12/04,320067
2017/12/05,327203
2017/12/06,338776
2017/12/07,344016
2017/12/08,350539
2017/12/09,355885
2017/12/10,360746
2017/12/11,370205
2017/12/12,380280
2017/12/13,392396
2017/12/14,405195
2017/12/15,414523
2017/12/16,424578
2017/12/17,433949
2017/12/18,448266
2017/12/19,465562
2017/12/20,480276
2017/12/21,497116
2017/12/22,514072
2017/12/23,524985
2017/12/24,531380
2017/12/25,538043
2017/12/26,546547
2017/12/27,555065
2017/12/28,563973
2017/12/29,576383
2017/12/30,592217
2017/12/31,601495
2018/01/01,610024
2018/01/02,624672
2018/01/03,642841
2018/01/04,666079
2018/01/05,680774
2018/01/06,699342
2018/01/07,712809
2018/01/08,729492
2018/01/09,748792
2018/01/10,762700
2018/01/11,774914
2018/01/12,782610
2018/01/13,789754
2018/01/14,796101
2018/01/15,807805
2018/01/16,821624
2018/01/17,831690
2018/01/18,836507
2018/01/19,836109
2018/01/20,830100
2018/01/21,827751
2018/01/22,829746
2018/01/23,835060
2018/01/24,839430
2018/01/25,837072
2018/01/26,838414
2018/01/27,835276
2018/01/28,828386
2018/01/29,820799
2018/01/30,819891
2018/01/31,819235
2018/02/01,814652
2018/02/02,805810
2018/02/03,787041
2018/02/04,770595
2018/02/05,758797
2018/02/06,750687
2018/02/07,738027
2018/02/08,719281
2018/02/09,705691
2018/02/10,693367
2018/02/11,681437
2018/02/12,670993
2018/02/13,660512
2018/02/14,645757
2018/02/15,629343
2018/02/16,610835
2018/02/17,594692
2018/02/18,585286
2018/02/19,581236
2018/02/20,575069
2018/02/21,568842
2018/02/22,562769
2018/02/23,556253
2018/02/24,552519
2018/02/25,543084
2018/02/26,539864
2018/02/27,534443
2018/02/28,527812
2018/03/01,521197
2018/03/02,515016
2018/03/03,503572
2018/03/04,491622
2018/03/05,487836
2018/03/06,484579
2018/03/07,482281
2018/03/08,475425
2018/03/09,470354
2018/03/10,468152
2018/03/11,461757
2018/03/12,455791
2018/03/13,452577
2018/03/14,448133
2018/03/15,445598
2018/03/16,441650
2018/03/17,436064
2018/03/18,434203
2018/03/19,433358
2018/03/20,430780
2018/03/21,427038
2018/03/22,420458
2018/03/23,418091
2018/03/24,415299
2018/03/25,410701
2018/03/26,410573
2018/03/27,409271
2018/03/28,404382
2018/03/29,401644
2018/03/30,398830
2018/03/31,395462
2018/04/01,391102
2018/04/02,389954
2018/04/03,390982
2018/04/04,388362
2018/04/05,387665
2018/04/06,382732
2018/04/07,379969
2018/04/08,378807
2018/04/09,379672
2018/04/10,380429
2018/04/11,379613
2018/04/12,380311
2018/04/13,380058
2018/04/14,378515
2018/04/15,378226
2018/04/16,379678
2018/04/17,380529
2018/04/18,379513
2018/04/19,381217
2018/04/20,382815
2018/04/21,385664
2018/04/22,386537
2018/04/23,390325
2018/04/24,397367
2018/04/25,400079
2018/04/26,403411
2018/04/27,406645
2018/04/28,408895
2018/04/29,409804
2018/04/30,413936
2018/05/01,417390
2018/05/02,421299
2018/05/03,425492
2018/05/04,438336
2018/05/05,440730
2018/05/06,443223
2018/05/07,448636
2018/05/08,453611
2018/05/09,458294
2018/05/10,464157
2018/05/11,469125
2018/05/12,472981
2018/05/13,475627
2018/05/14,481216
2018/05/15,486034
2018/05/16,491128
2018/05/17,496283
2018/05/18,501756
2018/05/19,507385
2018/05/20,509747
2018/05/21,511459
2018/05/22,513797
2018/05/23,515375
2018/05/24,516270
2018/05/25,518121
2018/05/26,520143
2018/05/27,523810
2018/05/28,529228
2018/05/29,533858
2018/05/30,536776
2018/05/31,540903
2018/06/01,541455
2018/06/02,541597
2018/06/03,534876
2018/06/04,535597
2018/06/05,536638
2018/06/06,536296
2018/06/07,535743
2018/06/08,533061
2018/06/09,519031
2018/06/10,501734
2018/06/11,500343
2018/06/12,498101
2018/06/13,496075
2018/06/14,494201
2018/06/15,492279
2018/06/16,486189
2018/06/17,481573
2018/06/18,475865
2018/06/19,473789
2018/06/20,472730
2018/06/21,470197
2018/06/22,467796
2018/06/23,464298
2018/06/24,461641
2018/06/25,463438
2018/06/26,460302
2018/06/27,456053
2018/06/28,453930
2018/06/29,451436
2018/06/30,443882
2018/07/01,435762
2018/07/02,428073
2018/07/03,419348
2018/07/04,411458
2018/07/05,405336
2018/07/06,398044
2018/07/07,390139
2018/07/08,386059
2018/07/09,394438
2018/07/10,406792
2018/07/11,401755
2018/07/12,397528
2018/07/13,391460
2018/07/14,385030
2018/07/15,377966
2018/07/16,379447
2018/07/17,379981
2018/07/18,382861
2018/07/19,383062
2018/07/20,380845
2018/07/21,377357
2018/07/22,375563
2018/07/23,377045
2018/07/24,379549
2018/07/25,377989
2018/07/26,378916
2018/07/27,380689
2018/07/28,380100
2018/07/29,380341
2018/07/30,386667
2018/07/31,394886
2018/08/01,401712
2018/08/02,407699
2018/08/03,415205
2018/08/04,419432
2018/08/05,424649
2018/08/06,430633
2018/08/07,432956
2018/08/08,432621
2018/08/09,432263
2018/08/10,420740
2018/08/11,410154
2018/08/12,400485
2018/08/13,406291
2018/08/14,411181
2018/08/15,410225
2018/08/16,410474
2018/08/17,405649
2018/08/18,402357
2018/08/19,400550
2018/08/20,402116
2018/08/21,399613
2018/08/22,395821
2018/08/23,390738
2018/08/24,385659
2018/08/25,382070
2018/08/26,377448
2018/08/27,375297
2018/08/28,372557
2018/08/29,366721
2018/08/30,362403
2018/08/31,357934
2018/09/01,355831
2018/09/02,352950
2018/09/03,352123
2018/09/04,350487
2018/09/05,348666
2018/09/06,347633
2018/09/07,348212
2018/09/08,347981
2018/09/09,359773
2018/09/10,371486
2018/09/11,382439
2018/09/12,378628
2018/09/13,376031
2018/09/14,373067
2018/09/15,367161
2018/09/16,363603
2018/09/17,362074
2018/09/18,359550
2018/09/19,354970
2018/09/20,352961
2018/09/21,351134
2018/09/22,348266
2018/09/23,345173
2018/09/24,342224
2018/09/25,339477
2018/09/26,335290
2018/09/27,331863
2018/09/28,330932
2018/09/29,327464
2018/09/30,325534
2018/10/01,321487
2018/10/02,316649
2018/10/03,313869
2018/10/04,312624
2018/10/05,311697
2018/10/06,312181
2018/10/07,309949
2018/10/08,309086
2018/10/09,308326
2018/10/10,306886
2018/10/11,307050
2018/10/12,306712
2018/10/13,306097
2018/10/14,306108
2018/10/15,308820
2018/10/16,311906
2018/10/17,313061
2018/10/18,314947
2018/10/19,317035
2018/10/20,318123
2018/10/21,317914
2018/10/22,320742
2018/10/23,323003
2018/10/24,325143
2018/10/25,326397
2018/10/26,328643
2018/10/27,329341
2018/10/28,329928
2018/10/29,334112
2018/10/30,336839
2018/10/31,339820
2018/11/01,342314
2018/11/02,341364
2018/11/03,339749
2018/11/04,337557
2018/11/05,336153
2018/11/06,337013
2018/11/07,336587
2018/11/08,335813
2018/11/09,336585
2018/11/10,335630
2018/11/11,336452
2018/11/12,336843
2018/11/13,337097
2018/11/14,336580
2018/11/15,335458
2018/11/16,333763
2018/11/17,331925
2018/11/18,329758
2018/11/19,331088
2018/11/20,332597
2018/11/21,330961
2018/11/22,329491
2018/11/23,328317
2018/11/24,326095
2018/11/25,324650
2018/11/26,324466
2018/11/27,323737
2018/11/28,322025
2018/11/29,319163
2018/11/30,317486
2018/12/01,315168
2018/12/02,313935
2018/12/03,313911
2018/12/04,313479
2018/12/05,312349
2018/12/06,311517
2018/12/07,311892
2018/12/08,312940
2018/12/09,312065
2018/12/10,312824
2018/12/11,311141
2018/12/12,309713
2018/12/13,308799
2018/12/14,307443
2018/12/15,306773
2018/12/16,307179
2018/12/17,307861
2018/12/18,308385
2018/12/19,306658
2018/12/20,305529
2018/12/21,305582
2018/12/22,304285
2018/12/23,303786
2018/12/24,305797
2018/12/25,305484
2018/12/26,305381
2018/12/27,305784
2018/12/28,305733
2018/12/29,306469
2018/12/30,305113
2018/12/31,305761
2019/01/01,305755
2019/01/02,306288
2019/01/03,307757
2019/01/04,307347
2019/01/05,306568
2019/01/06,305230
2019/01/07,304628
2019/01/08,305463
2019/01/09,305422
2019/01/10,306293
2019/01/11,306624
2019/01/12,304982
2019/01/13,303907
2019/01/14,305105
2019/01/15,304701
2019/01/16,303785
2019/01/17,303351
2019/01/18,302228
2019/01/19,300431
2019/01/20,298514
2019/01/21,299112
2019/01/22,298332
2019/01/23,296916
2019/01/24,296513
2019/01/25,295914
2019/01/26,294377
2019/01/27,292877
2019/01/28,293121
2019/01/29,293634
2019/01/30,293168
2019/01/31,293652
2019/02/01,292262
2019/02/02,289195
2019/02/03,286496
2019/02/04,284065
2019/02/05,281691
2019/02/06,278381
2019/02/07,274563
2019/02/08,271675
2019/02/09,268254
2019/02/10,264837
2019/02/11,264295
2019/02/12,263391
2019/02/13,260234
2019/02/14,258041
2019/02/15,257037
2019/02/16,255637
2019/02/17,253782
2019/02/18,254547
2019/02/19,255520
2019/02/20,254930
2019/02/21,254322
2019/02/22,253362
2019/02/23,252203
2019/02/24,251494
2019/02/25,251946
2019/02/26,251736
2019/02/27,250274
2019/02/28,249920
2019/03/01,250089
2019/03/02,249665
2019/03/03,249013
2019/03/04,250973
2019/03/05,253731
2019/03/06,256705
2019/03/07,259356
2019/03/08,261863
2019/03/09,264447
2019/03/10,264752
2019/03/11,266666
2019/03/12,269966
2019/03/13,272102
2019/03/14,274132
2019/03/15,275366
2019/03/16,275648
2019/03/17,276119
2019/03/18,278449
2019/03/19,281343
2019/03/20,282610
2019/03/21,283270
2019/03/22,284904
2019/03/23,286008
2019/03/24,286988
2019/03/25,290539
2019/03/26,293185
2019/03/27,295188
2019/03/28,297514
2019/03/29,299491
2019/03/30,301223
2019/03/31,301867
2019/04/01,306066
2019/04/02,312036
2019/04/03,315767
2019/04/04,317657
2019/04/05,319048
2019/04/06,319499
2019/04/07,320511
2019/04/08,323210
2019/04/09,327188
2019/04/10,329722
2019/04/11,332914
2019/04/12,336216
2019/04/13,337477
2019/04/14,337534
2019/04/15,340554
2019/04/16,343185
2019/04/17,344605
2019/04/18,345861
2019/04/19,347646
2019/04/20,351665
2019/04/21,353898
2019/04/22,357822
2019/04/23,361753
2019/04/24,362465
2019/04/25,362957
2019/04/26,363732
2019/04/27,362138
2019/04/28,361225
2019/04/29,361268
2019/04/30,363243
2019/05/01,362790
2019/05/02,359227
2019/05/03,356886
2019/05/04,355366
2019/05/05,354745
2019/05/06,356367
2019/05/07,357136
2019/05/08,356786
2019/05/09,356824
2019/05/10,358097
2019/05/11,357550
2019/05/12,356511
2019/05/13,359198
2019/05/14,364760
2019/05/15,369025
2019/05/16,374183
2019/05/17,377311
2019/05/18,378638
2019/05/19,378709
2019/05/20,378628
2019/05/21,381362
2019/05/22,382380
2019/05/23,383541
2019/05/24,386406
2019/05/25,388847
2019/05/26,390346
2019/05/27,397167
2019/05/28,403231
2019/05/29,409385
2019/05/30,412932
2019/05/31,416716
2019/06/01,426566
2019/06/02,433049
2019/06/03,438944
2019/06/04,443234
2019/06/05,444995
2019/06/06,449590
2019/06/07,449926
2019/06/08,449270
2019/06/09,450120
2019/06/10,450419
2019/06/11,453620
2019/06/12,458466
2019/06/13,458294
2019/06/14,457061
2019/06/15,455847
2019/06/16,460206
2019/06/17,460922
2019/06/18,463229
2019/06/19,463056
2019/06/20,460612
2019/06/21,461374
2019/06/22,461544
2019/06/23,459690
2019/06/24,459921
2019/06/25,460939
2019/06/26,460579
2019/06/27,459199
2019/06/28,455501
2019/06/29,452747
2019/06/30,448041
2019/07/01,440548
2019/07/02,437712
2019/07/03,435882
2019/07/04,434677
2019/07/05,433896
2019/07/06,429258
2019/07/07,427556
2019/07/08,428883
2019/07/09,429116
2019/07/10,429424
2019/07/11,426395
2019/07/12,420878
2019/07/13,416328
2019/07/14,412894
2019/07/15,410714
2019/07/16,402198
2019/07/17,401081
2019/07/18,397872
2019/07/19,395676
2019/07/20,393157
2019/07/21,387470
2019/07/22,384634
2019/07/23,382069
2019/07/24,377542
2019/07/25,373464
2019/07/26,368595
2019/07/27,364420
2019/07/28,361383
2019/07/29,359907
2019/07/30,361226
2019/07/31,359685
2019/08/01,355653
2019/08/02,352953
2019/08/03,348984
2019/08/04,344621
2019/08/05,346373
2019/08/06,349340
2019/08/07,348776
2019/08/08,346920
2019/08/09,346579
2019/08/10,346174
2019/08/11,343772
2019/08/12,346786
2019/08/13,348550
2019/08/14,348248
2019/08/15,349634
2019/08/16,349741
2019/08/17,348925
2019/08/18,347839
2019/08/19,349828
2019/08/20,353244
2019/08/21,354311
2019/08/22,356033
2019/08/23,359059
2019/08/24,360550
2019/08/25,360402
2019/08/26,362413
2019/08/27,364588
2019/08/28,365333
2019/08/29,364711
2019/08/30,365162
2019/08/31,365455
2019/09/01,364451
2019/09/02,367328
2019/09/03,371352
2019/09/04,370080
2019/09/05,369727
2019/09/06,370309
2019/09/07,369711
2019/09/08,368214
2019/09/09,369373
2019/09/10,370246
2019/09/11,369054
2019/09/12,368522
2019/09/13,366165
2019/09/14,365090
2019/09/15,363257
2019/09/16,365018
2019/09/17,366280
2019/09/18,366104
2019/09/19,364837
2019/09/20,364459
2019/09/21,361772
2019/09/22,357987
2019/09/23,356237
2019/09/24,356657
2019/09/25,355094
2019/09/26,353069
2019/09/27,351416
2019/09/28,349039
2019/09/29,346432
2019/09/30,346281
2019/10/01,346473
2019/10/02,344460
2019/10/03,341662
2019/10/04,339075
2019/10/05,335785
2019/10/06,332371
2019/10/07,331159
2019/10/08,330799
2019/10/09,330049
2019/10/10,329971
2019/10/11,329321
2019/10/12,327060
2019/10/13,325653
2019/10/14,325186
2019/10/15,325312
2019/10/16,323098
2019/10/17,321854
2019/10/18,321594
2019/10/19,320824
2019/10/20,317833
2019/10/21,318870
2019/10/22,320427
2019/10/23,321244
2019/10/24,320367
2019/10/25,320358
2019/10/26,320702
2019/10/27,319893
2019/10/28,321079
