Date,mediantransactionvalue90wmaUSD
2016/10/20,9.175
2016/10/21,9.046
2016/10/22,9.114
2016/10/23,9.181
2016/10/24,9.075
2016/10/25,9.059
2016/10/26,9.118
2016/10/27,9.175
2016/10/28,9.229
2016/10/29,9.27
2016/10/30,9.311
2016/10/31,9.364
2016/11/01,9.296
2016/11/02,9.255
2016/11/03,9.302
2016/11/04,9.352
2016/11/05,9.402
2016/11/06,9.452
2016/11/07,9.498
2016/11/08,9.544
2016/11/09,9.586
2016/11/10,9.625
2016/11/11,9.66
2016/11/12,9.688
2016/11/13,9.715
2016/11/14,9.741
2016/11/15,9.766
2016/11/16,9.793
2016/11/17,9.815
2016/11/18,9.829
2016/11/19,9.841
2016/11/20,9.853
2016/11/21,9.863
2016/11/22,9.707
2016/11/23,9.519
2016/11/24,9.529
2016/11/25,9.329
2016/11/26,9.292
2016/11/27,9.165
2016/11/28,9.046
2016/11/29,8.937
2016/11/30,8.858
2016/12/01,8.847
2016/12/02,8.825
2016/12/03,8.801
2016/12/04,8.748
2016/12/05,8.71
2016/12/06,8.663
2016/12/07,8.634
2016/12/08,8.621
2016/12/09,8.603
2016/12/10,8.584
2016/12/11,8.564
2016/12/12,8.546
2016/12/13,8.444
2016/12/14,8.318
2016/12/15,8.214
2016/12/16,8.114
2016/12/17,8.081
2016/12/18,8.053
2016/12/19,7.942
2016/12/20,7.86
2016/12/21,7.742
2016/12/22,7.584
2016/12/23,7.55
2016/12/24,7.519
2016/12/25,7.489
2016/12/26,7.461
2016/12/27,7.384
2016/12/28,7.305
2016/12/29,7.301
2016/12/30,7.22
2016/12/31,7.215
2017/01/01,7.218
2017/01/02,7.22
2017/01/03,7.167
2017/01/04,7.218
2017/01/05,7.269
2017/01/06,7.311
2017/01/07,7.347
2017/01/08,7.389
2017/01/09,7.441
2017/01/10,7.401
2017/01/11,7.446
2017/01/12,7.372
2017/01/13,7.266
2017/01/14,7.29
2017/01/15,7.223
2017/01/16,7.262
2017/01/17,7.229
2017/01/18,7.281
2017/01/19,7.336
2017/01/20,7.394
2017/01/21,7.458
2017/01/22,7.402
2017/01/23,7.387
2017/01/24,7.293
2017/01/25,7.238
2017/01/26,7.185
2017/01/27,7.143
2017/01/28,7.091
2017/01/29,7.128
2017/01/30,7.087
2017/01/31,7.155
2017/02/01,7.129
2017/02/02,7.199
2017/02/03,7.272
2017/02/04,7.355
2017/02/05,7.398
2017/02/06,7.45
2017/02/07,7.394
2017/02/08,7.349
2017/02/09,7.379
2017/02/10,7.369
2017/02/11,7.361
2017/02/12,7.436
2017/02/13,7.402
2017/02/14,7.409
2017/02/15,7.482
2017/02/16,7.605
2017/02/17,7.694
2017/02/18,7.816
2017/02/19,7.91
2017/02/20,7.943
2017/02/21,7.871
2017/02/22,7.855
2017/02/23,7.975
2017/02/24,8.064
2017/02/25,8.067
2017/02/26,8.2
2017/02/27,8.355
2017/02/28,8.529
2017/03/01,8.705
2017/03/02,8.927
2017/03/03,9.184
2017/03/04,9.43
2017/03/05,9.66
2017/03/06,9.902
2017/03/07,9.923
2017/03/08,10.127
2017/03/09,10.138
2017/03/10,10.345
2017/03/11,10.585
2017/03/12,10.877
2017/03/13,11.275
2017/03/14,11.692
2017/03/15,12.143
2017/03/16,12.812
2017/03/17,13.602
2017/03/18,14.225
2017/03/19,14.847
2017/03/20,15.548
2017/03/21,16.166
2017/03/22,16.801
2017/03/23,17.078
2017/03/24,17.809
2017/03/25,18.625
2017/03/26,18.963
2017/03/27,18.959
2017/03/28,19.231
2017/03/29,19.408
2017/03/30,19.802
2017/03/31,20.319
2017/04/01,20.536
2017/04/02,21.289
2017/04/03,21.941
2017/04/04,22.527
2017/04/05,23.094
2017/04/06,23.689
2017/04/07,23.529
2017/04/08,23.656
2017/04/09,23.629
2017/04/10,23.834
2017/04/11,23.91
2017/04/12,23.994
2017/04/13,24.133
2017/04/14,24.185
2017/04/15,24.197
2017/04/16,24.104
2017/04/17,24.226
2017/04/18,24.35
2017/04/19,24.481
2017/04/20,24.414
2017/04/21,24.316
2017/04/22,24.416
2017/04/23,24.445
2017/04/24,24.779
2017/04/25,24.605
2017/04/26,24.624
2017/04/27,24.562
2017/04/28,24.735
2017/04/29,25.046
2017/04/30,25.446
2017/05/01,25.842
2017/05/02,26.21
2017/05/03,26.572
2017/05/04,27.132
2017/05/05,28.654
2017/05/06,29.547
2017/05/07,30.696
2017/05/08,32.086
2017/05/09,33.349
2017/05/10,33.977
2017/05/11,34.126
2017/05/12,34.551
2017/05/13,34.641
2017/05/14,34.866
2017/05/15,34.762
2017/05/16,35.269
2017/05/17,36.494
2017/05/18,36.534
2017/05/19,37.532
2017/05/20,37.556
2017/05/21,37.711
2017/05/22,38.945
2017/05/23,39.616
2017/05/24,40.926
2017/05/25,42.308
2017/05/26,43.406
2017/05/27,44.258
2017/05/28,44.22
2017/05/29,44.671
2017/05/30,45.848
2017/05/31,49.974
2017/06/01,51.259
2017/06/02,51.371
2017/06/03,52.176
2017/06/04,52.571
2017/06/05,53.805
2017/06/06,54.841
2017/06/07,55.066
2017/06/08,55.331
2017/06/09,55.613
2017/06/10,57.078
2017/06/11,58.769
2017/06/12,62.713
2017/06/13,64.544
2017/06/14,65.973
2017/06/15,67.832
2017/06/16,68.449
2017/06/17,69.071
2017/06/18,69.492
2017/06/19,69.942
2017/06/20,76.657
2017/06/21,82.728
2017/06/22,84.004
2017/06/23,84.776
2017/06/24,85.563
2017/06/25,85.503
2017/06/26,86.998
2017/06/27,86.754
2017/06/28,86.335
2017/06/29,86.079
2017/06/30,85.901
2017/07/01,85.604
2017/07/02,84.878
2017/07/03,84.116
2017/07/04,83.409
2017/07/05,82.638
2017/07/06,81.935
2017/07/07,80.467
2017/07/08,79.625
2017/07/09,78.729
2017/07/10,77.808
2017/07/11,77.207
2017/07/12,76.318
2017/07/13,75.312
2017/07/14,74.393
2017/07/15,73.727
2017/07/16,72.813
2017/07/17,71.959
2017/07/18,71.176
2017/07/19,70.326
2017/07/20,69.438
2017/07/21,68.524
2017/07/22,67.574
2017/07/23,66.602
2017/07/24,65.639
2017/07/25,64.877
2017/07/26,64.003
2017/07/27,63.217
2017/07/28,62.259
2017/07/29,61.519
2017/07/30,60.523
2017/07/31,59.683
2017/08/01,59.157
2017/08/02,58.622
2017/08/03,57.797
2017/08/04,56.864
2017/08/05,56.097
2017/08/06,55.243
2017/08/07,54.606
2017/08/08,53.88
2017/08/09,53.69
2017/08/10,52.994
2017/08/11,52.246
2017/08/12,51.502
2017/08/13,50.774
2017/08/14,49.777
2017/08/15,49.389
2017/08/16,48.939
2017/08/17,48.32
2017/08/18,48.241
2017/08/19,47.228
2017/08/20,46.487
2017/08/21,45.936
2017/08/22,45.216
2017/08/23,44.624
2017/08/24,44.021
2017/08/25,43.459
2017/08/26,42.575
2017/08/27,41.626
2017/08/28,41.073
2017/08/29,40.588
2017/08/30,40.171
2017/08/31,40.413
2017/09/01,40.041
2017/09/02,39.611
2017/09/03,39.135
2017/09/04,38.657
2017/09/05,38.136
2017/09/06,37.32
2017/09/07,36.484
2017/09/08,35.548
2017/09/09,34.541
2017/09/10,33.763
2017/09/11,33.357
2017/09/12,32.993
2017/09/13,32.538
2017/09/14,32.116
2017/09/15,31.952
2017/09/16,31.556
2017/09/17,30.89
2017/09/18,30.309
2017/09/19,30.094
2017/09/20,29.958
2017/09/21,29.567
2017/09/22,29.241
2017/09/23,28.946
2017/09/24,28.553
2017/09/25,28.222
2017/09/26,27.87
2017/09/27,27.546
2017/09/28,27.234
2017/09/29,26.825
2017/09/30,26.42
2017/10/01,26.133
2017/10/02,25.918
2017/10/03,25.663
2017/10/04,25.423
2017/10/05,25.144
2017/10/06,24.863
2017/10/07,24.608
2017/10/08,24.356
2017/10/09,23.892
2017/10/10,23.637
2017/10/11,23.27
2017/10/12,22.851
2017/10/13,22.976
2017/10/14,22.814
2017/10/15,22.596
2017/10/16,22.022
2017/10/17,21.458
2017/10/18,20.9
2017/10/19,20.349
2017/10/20,19.803
2017/10/21,19.263
2017/10/22,18.734
2017/10/23,18.212
2017/10/24,17.692
2017/10/25,17.179
2017/10/26,16.673
2017/10/27,16.174
2017/10/28,15.683
2017/10/29,15.197
2017/10/30,14.719
2017/10/31,14.251
2017/11/01,13.793
2017/11/02,13.374
2017/11/03,12.93
2017/11/04,12.493
2017/11/05,12.063
2017/11/06,11.641
2017/11/07,11.228
2017/11/08,10.852
2017/11/09,10.513
2017/11/10,10.264
2017/11/11,9.911
2017/11/12,10.08
2017/11/13,9.894
2017/11/14,9.753
2017/11/15,9.77
2017/11/16,9.487
2017/11/17,9.453
2017/11/18,9.19
2017/11/19,9.019
2017/11/20,8.71
2017/11/21,8.797
2017/11/22,8.889
2017/11/23,9.015
2017/11/24,9.189
2017/11/25,8.946
2017/11/26,8.725
2017/11/27,8.955
2017/11/28,9.189
2017/11/29,9.698
2017/11/30,9.931
2017/12/01,9.973
2017/12/02,9.982
2017/12/03,9.939
2017/12/04,10.214
2017/12/05,10.546
2017/12/06,12.553
2017/12/07,13.052
2017/12/08,13.255
2017/12/09,13.277
2017/12/10,13.245
2017/12/11,13.313
2017/12/12,13.747
2017/12/13,14.658
2017/12/14,16.14
2017/12/15,17.259
2017/12/16,17.972
2017/12/17,18.726
2017/12/18,20
2017/12/19,21.873
2017/12/20,25.029
2017/12/21,28.176
2017/12/22,31.552
2017/12/23,32.824
2017/12/24,33.76
2017/12/25,34.524
2017/12/26,35.657
2017/12/27,37.029
2017/12/28,38.245
2017/12/29,41.131
2017/12/30,45.447
2017/12/31,46.651
2018/01/01,47.646
2018/01/02,50.083
2018/01/03,55.164
2018/01/04,67.282
2018/01/05,75.265
2018/01/06,79.62
2018/01/07,83.322
2018/01/08,87.725
2018/01/09,94.232
2018/01/10,101.003
2018/01/11,106.39
2018/01/12,109.17
2018/01/13,110.712
2018/01/14,111.913
2018/01/15,116.124
2018/01/16,121.894
2018/01/17,127.288
2018/01/18,130.857
2018/01/19,131.417
2018/01/20,130.851
2018/01/21,133.658
2018/01/22,134.273
2018/01/23,134.518
2018/01/24,134.63
2018/01/25,133.863
2018/01/26,134.408
2018/01/27,134.387
2018/01/28,133.947
2018/01/29,134.548
2018/01/30,134.98
2018/01/31,135.316
2018/02/01,137.594
2018/02/02,138.457
2018/02/03,137.808
2018/02/04,136.75
2018/02/05,136.221
2018/02/06,135.605
2018/02/07,134.78
2018/02/08,133.385
2018/02/09,132.012
2018/02/10,130.393
2018/02/11,128.283
2018/02/12,126.321
2018/02/13,124.533
2018/02/14,123.203
2018/02/15,121.923
2018/02/16,120.325
2018/02/17,118.2
2018/02/18,116.26
2018/02/19,114.102
2018/02/20,111.822
2018/02/21,109.658
2018/02/22,107.498
2018/02/23,105.337
2018/02/24,103.026
2018/02/25,100.723
2018/02/26,98.608
2018/02/27,96.5
2018/02/28,94.602
2018/03/01,92.519
2018/03/02,90.246
2018/03/03,87.96
2018/03/04,85.685
2018/03/05,83.547
2018/03/06,81.521
2018/03/07,80.168
2018/03/08,78.059
2018/03/09,76.108
2018/03/10,73.985
2018/03/11,71.737
2018/03/12,69.563
2018/03/13,67.331
2018/03/14,65.252
2018/03/15,63.165
2018/03/16,60.98
2018/03/17,58.806
2018/03/18,56.643
2018/03/19,54.563
2018/03/20,52.442
2018/03/21,50.367
2018/03/22,48.439
2018/03/23,46.546
2018/03/24,44.846
2018/03/25,42.926
2018/03/26,41.072
2018/03/27,39.21
2018/03/28,37.362
2018/03/29,35.675
2018/03/30,33.887
2018/03/31,32.076
2018/04/01,30.285
2018/04/02,28.514
2018/04/03,26.776
2018/04/04,25.096
2018/04/05,23.558
2018/04/06,22.118
2018/04/07,20.739
2018/04/08,19.412
2018/04/09,18.15
2018/04/10,16.98
2018/04/11,15.889
2018/04/12,14.873
2018/04/13,13.906
2018/04/14,12.968
2018/04/15,12.06
2018/04/16,11.22
2018/04/17,10.457
2018/04/18,9.772
2018/04/19,9.145
2018/04/20,8.544
2018/04/21,7.958
2018/04/22,7.424
2018/04/23,6.923
2018/04/24,6.442
2018/04/25,5.981
2018/04/26,5.532
2018/04/27,5.111
2018/04/28,4.712
2018/04/29,4.33
2018/04/30,3.989
2018/05/01,3.67
2018/05/02,3.383
2018/05/03,3.153
2018/05/04,5.028
2018/05/05,4.827
2018/05/06,4.666
2018/05/07,4.477
2018/05/08,4.305
2018/05/09,4.148
2018/05/10,4
2018/05/11,3.869
2018/05/12,3.738
2018/05/13,3.61
2018/05/14,3.533
2018/05/15,3.421
2018/05/16,3.317
2018/05/17,3.229
2018/05/18,3.152
2018/05/19,3.063
2018/05/20,2.979
2018/05/21,2.906
2018/05/22,2.824
2018/05/23,2.752
2018/05/24,2.681
2018/05/25,2.604
2018/05/26,2.527
2018/05/27,2.451
2018/05/28,2.388
2018/05/29,2.315
2018/05/30,2.257
2018/05/31,2.207
2018/06/01,2.146
2018/06/02,2.08
2018/06/03,2.014
2018/06/04,1.951
2018/06/05,1.89
2018/06/06,1.842
2018/06/07,1.792
2018/06/08,1.745
2018/06/09,1.7
2018/06/10,1.655
2018/06/11,1.611
2018/06/12,1.567
2018/06/13,1.524
2018/06/14,1.485
2018/06/15,1.445
2018/06/16,1.404
2018/06/17,1.362
2018/06/18,1.322
2018/06/19,1.281
2018/06/20,1.241
2018/06/21,1.202
2018/06/22,1.165
2018/06/23,1.131
2018/06/24,1.098
2018/06/25,1.066
2018/06/26,1.034
2018/06/27,1.003
2018/06/28,0.976
2018/06/29,0.95
2018/06/30,0.923
2018/07/01,0.896
2018/07/02,1.283
2018/07/03,1.251
2018/07/04,1.645
2018/07/05,1.696
2018/07/06,1.948
2018/07/07,1.97
2018/07/08,1.931
2018/07/09,1.89
2018/07/10,1.849
2018/07/11,1.807
2018/07/12,1.766
2018/07/13,1.725
2018/07/14,1.693
2018/07/15,1.734
2018/07/16,1.692
2018/07/17,1.65
2018/07/18,1.608
2018/07/19,1.566
2018/07/20,1.524
2018/07/21,1.482
2018/07/22,1.44
2018/07/23,1.398
2018/07/24,1.356
2018/07/25,1.315
2018/07/26,1.273
2018/07/27,1.231
2018/07/28,1.189
2018/07/29,1.147
2018/07/30,1.105
2018/07/31,1.064
2018/08/01,1.023
2018/08/02,0.981
2018/08/03,0.963
2018/08/04,0.945
2018/08/05,0.928
2018/08/06,0.911
2018/08/07,0.947
2018/08/08,1.421
2018/08/09,1.794
2018/08/10,1.935
2018/08/11,1.906
2018/08/12,1.876
2018/08/13,1.847
2018/08/14,1.82
2018/08/15,1.791
2018/08/16,1.762
2018/08/17,1.877
2018/08/18,1.847
2018/08/19,1.817
2018/08/20,1.787
2018/08/21,1.757
2018/08/22,1.727
2018/08/23,1.698
2018/08/24,1.672
2018/08/25,1.644
2018/08/26,1.614
2018/08/27,1.585
2018/08/28,1.561
2018/08/29,1.533
2018/08/30,1.504
2018/08/31,1.479
2018/09/01,1.449
2018/09/02,1.42
2018/09/03,1.391
2018/09/04,1.368
2018/09/05,1.347
2018/09/06,1.357
2018/09/07,1.331
2018/09/08,1.3
2018/09/09,1.27
2018/09/10,1.246
2018/09/11,1.219
2018/09/12,1.19
2018/09/13,1.169
2018/09/14,1.145
2018/09/15,1.117
2018/09/16,1.088
2018/09/17,1.059
2018/09/18,1.033
2018/09/19,1.021
2018/09/20,1.013
2018/09/21,1.044
2018/09/22,1.028
2018/09/23,1.003
2018/09/24,1.003
2018/09/25,0.984
2018/09/26,0.966
2018/09/27,0.967
2018/09/28,0.969
2018/09/29,0.971
2018/09/30,0.957
2018/10/01,0.958
2018/10/02,0.935
2018/10/03,0.91
2018/10/04,0.887
2018/10/05,0.866
2018/10/06,0.846
2018/10/07,0.826
2018/10/08,0.806
2018/10/09,0.786
2018/10/10,0.769
2018/10/11,0.749
2018/10/12,0.729
2018/10/13,0.709
2018/10/14,0.69
2018/10/15,0.673
2018/10/16,0.655
2018/10/17,0.636
2018/10/18,0.617
2018/10/19,0.597
2018/10/20,0.578
2018/10/21,0.559
2018/10/22,0.54
2018/10/23,0.522
2018/10/24,0.518
2018/10/25,0.503
2018/10/26,0.489
2018/10/27,0.469
2018/10/28,0.451
2018/10/29,0.432
2018/10/30,0.412
2018/10/31,0.393
2018/11/01,0.374
2018/11/02,0.354
2018/11/03,0.335
2018/11/04,0.315
2018/11/05,0.298
2018/11/06,0.279
2018/11/07,0.266
2018/11/08,0.257
2018/11/09,0.254
2018/11/10,0.247
2018/11/11,0.24
2018/11/12,0.233
2018/11/13,0.227
2018/11/14,0.225
2018/11/15,0.23
2018/11/16,0.224
2018/11/17,0.218
2018/11/18,0.212
2018/11/19,0.228
2018/11/20,0.225
2018/11/21,0.219
2018/11/22,0.213
2018/11/23,0.207
2018/11/24,0.201
2018/11/25,0.196
2018/11/26,0.19
2018/11/27,0.184
2018/11/28,0.178
2018/11/29,0.172
2018/11/30,0.169
2018/12/01,0.163
2018/12/02,0.157
2018/12/03,0.152
2018/12/04,0.146
2018/12/05,0.14
2018/12/06,0.135
2018/12/07,0.131
2018/12/08,0.127
2018/12/09,0.122
2018/12/10,0.118
2018/12/11,0.112
2018/12/12,0.107
2018/12/13,0.102
2018/12/14,0.097
2018/12/15,0.092
2018/12/16,0.087
2018/12/17,0.083
2018/12/18,0.078
2018/12/19,0.073
2018/12/20,0.068
2018/12/21,0.065
2018/12/22,0.061
2018/12/23,0.058
2018/12/24,0.054
2018/12/25,0.051
2018/12/26,0.049
2018/12/27,0.046
2018/12/28,0.044
2018/12/29,0.042
2018/12/30,0.044
2018/12/31,0.043
2019/01/01,0.042
2019/01/02,0.04
2019/01/03,0.039
2019/01/04,0.038
2019/01/05,0.037
2019/01/06,0.036
2019/01/07,0.035
2019/01/08,0.034
2019/01/09,0.033
2019/01/10,0.032
2019/01/11,0.031
2019/01/12,0.03
2019/01/13,0.029
2019/01/14,0.033
2019/01/15,0.036
2019/01/16,0.035
2019/01/17,0.034
2019/01/18,0.032
2019/01/19,0.031
2019/01/20,0.03
2019/01/21,0.029
2019/01/22,0.028
2019/01/23,0.027
2019/01/24,0.026
2019/01/25,0.025
2019/01/26,0.025
2019/01/27,0.024
2019/01/28,0.024
2019/01/29,0.023
2019/01/30,0.023
2019/01/31,0.022
2019/02/01,0.021
2019/02/02,0.02
2019/02/03,0.019
2019/02/04,0.018
2019/02/05,0.018
2019/02/06,0.017
2019/02/07,0.016
2019/02/08,0.015
2019/02/09,0.015
2019/02/10,0.014
2019/02/11,0.013
2019/02/12,0.012
2019/02/13,0.012
2019/02/14,0.011
2019/02/15,0.011
2019/02/16,0.01
2019/02/17,0.01
2019/02/18,0.01
2019/02/19,0.009
2019/02/20,0.009
2019/02/21,0.009
2019/02/22,0.009
2019/02/23,0.008
2019/02/24,0.008
2019/02/25,0.008
2019/02/26,0.008
2019/02/27,0.007
2019/02/28,0.007
2019/03/01,0.007
2019/03/02,0.007
2019/03/03,0.007
2019/03/04,0.006
2019/03/05,0.006
2019/03/06,0.006
2019/03/07,0.006
2019/03/08,0.006
2019/03/09,0.005
2019/03/10,0.005
2019/03/11,0.005
2019/03/12,0.005
2019/03/13,0.005
2019/03/14,0.005
2019/03/15,0.004
2019/03/16,0.004
2019/03/17,0.004
2019/03/18,0.004
2019/03/19,0.004
2019/03/20,0.004
2019/03/21,0.003
2019/03/22,0.003
2019/03/23,0.003
2019/03/24,0.003
2019/03/25,0.003
2019/03/26,0.003
2019/03/27,0.003
2019/03/28,0.002
2019/03/29,0.002
2019/03/30,0.002
2019/03/31,0.002
2019/04/01,0.002
2019/04/02,0.002
2019/04/03,0.002
2019/04/04,0.001
2019/04/05,0.001
2019/04/06,0.001
2019/04/07,0.002
2019/04/08,0.003
2019/04/09,0.003
2019/04/10,0.003
2019/04/11,0.003
2019/04/12,0.005
2019/04/13,0.005
2019/04/14,0.005
2019/04/15,0.005
2019/04/16,0.005
2019/04/17,0.005
2019/04/18,0.005
2019/04/19,0.005
2019/04/20,0.005
2019/04/21,0.004
2019/04/22,0.004
2019/04/23,0.004
2019/04/24,0.004
2019/04/25,0.004
2019/04/26,0.004
2019/04/27,0.004
2019/04/28,0.004
2019/04/29,0.004
2019/04/30,0.004
2019/05/01,0.004
2019/05/02,0.004
2019/05/03,0.004
2019/05/04,0.004
2019/05/05,0.004
2019/05/06,0.003
2019/05/07,0.003
2019/05/08,0.003
2019/05/09,0.003
2019/05/10,0.003
2019/05/11,0.003
2019/05/12,0.003
2019/05/13,0.003
2019/05/14,0.003
2019/05/15,0.003
2019/05/16,0.004
2019/05/17,0.004
2019/05/18,0.004
2019/05/19,0.004
2019/05/20,0.004
2019/05/21,0.004
2019/05/22,0.004
2019/05/23,0.004
2019/05/24,0.004
2019/05/25,0.004
2019/05/26,0.004
2019/05/27,0.004
2019/05/28,0.004
2019/05/29,0.004
2019/05/30,0.003
2019/05/31,0.003
2019/06/01,0.003
2019/06/02,0.003
2019/06/03,0.003
2019/06/04,0.003
2019/06/05,0.003
2019/06/06,0.003
2019/06/07,0.003
2019/06/08,0.003
2019/06/09,0.003
2019/06/10,0.003
2019/06/11,0.003
2019/06/12,0.007
2019/06/13,0.007
2019/06/14,0.007
2019/06/15,0.006
2019/06/16,0.01
2019/06/17,0.01
2019/06/18,0.01
2019/06/19,0.01
2019/06/20,0.01
2019/06/21,0.01
2019/06/22,0.009
