Date,transactions3mom
2016/04/19,2139
2016/04/20,-7259
2016/04/21,3668
2016/04/22,-944
2016/04/23,-1099
2016/04/24,-3135
2016/04/25,3752
2016/04/26,737
2016/04/27,-199
2016/04/28,-1087
2016/04/29,4750
2016/04/30,11922
2016/05/01,5235
2016/05/02,4416
2016/05/03,-7948
2016/05/04,-2094
2016/05/05,-3041
2016/05/06,3450
2016/05/07,-1620
2016/05/08,1356
2016/05/09,-2711
2016/05/10,4820
2016/05/11,748
2016/05/12,6442
2016/05/13,7055
2016/05/14,4934
2016/05/15,-1929
2016/05/16,-10315
2016/05/17,-5436
2016/05/18,2960
2016/05/19,7099
2016/05/20,4868
2016/05/21,-2412
2016/05/22,-5628
2016/05/23,-1371
2016/05/24,-710
2016/05/25,7548
2016/05/26,7341
2016/05/27,6095
2016/05/28,23705
2016/05/29,-5257
2016/05/30,-6079
2016/05/31,-25762
2016/06/01,-3669
2016/06/02,-3261
2016/06/03,-4552
2016/06/04,-4346
2016/06/05,-1770
2016/06/06,-877
2016/06/07,8266
2016/06/08,2537
2016/06/09,897
2016/06/10,-5996
2016/06/11,-3532
2016/06/12,2727
2016/06/13,6040
2016/06/14,13434
2016/06/15,670
2016/06/16,-2793
2016/06/17,16223
2016/06/18,19832
2016/06/19,7643
2016/06/20,-19440
2016/06/21,-15760
2016/06/22,-2420
2016/06/23,-5210
2016/06/24,-1992
2016/06/25,-11931
2016/06/26,-295
2016/06/27,-5668
2016/06/28,6405
2016/06/29,8284
2016/06/30,24289
2016/07/01,-3004
2016/07/02,-10640
2016/07/03,-24195
2016/07/04,-135
2016/07/05,13
2016/07/06,-1857
2016/07/07,483
2016/07/08,3236
2016/07/09,2510
2016/07/10,-1075
2016/07/11,-3924
2016/07/12,401
2016/07/13,-3618
2016/07/14,4227
2016/07/15,299
2016/07/16,2322
2016/07/17,-8895
2016/07/18,-1912
2016/07/19,6122
2016/07/20,16717
2016/07/21,5684
2016/07/22,4274
2016/07/23,-5625
2016/07/24,13333
2016/07/25,6398
2016/07/26,16924
2016/07/27,-5180
2016/07/28,-6301
2016/07/29,-14687
2016/07/30,-11024
2016/07/31,194
2016/08/01,-1265
2016/08/02,7030
2016/08/03,726
2016/08/04,783
2016/08/05,-5829
2016/08/06,-7988
2016/08/07,-3806
2016/08/08,-228
2016/08/09,5570
2016/08/10,3335
2016/08/11,5187
2016/08/12,-2657
2016/08/13,-5202
2016/08/14,-7594
2016/08/15,-2098
2016/08/16,7861
2016/08/17,4290
2016/08/18,5497
2016/08/19,-6001
2016/08/20,-3549
2016/08/21,-5256
2016/08/22,1302
2016/08/23,7112
2016/08/24,4278
2016/08/25,5618
2016/08/26,-1138
2016/08/27,1117
2016/08/28,-7261
2016/08/29,-1782
2016/08/30,-959
2016/08/31,3239
2016/09/01,1981
2016/09/02,8434
2016/09/03,-1054
2016/09/04,637
2016/09/05,-12746
2016/09/06,4310
2016/09/07,573
2016/09/08,13303
2016/09/09,4816
2016/09/10,-5826
2016/09/11,-12625
2016/09/12,-8795
2016/09/13,-284
2016/09/14,10514
2016/09/15,7499
2016/09/16,14941
2016/09/17,-6977
2016/09/18,-14729
2016/09/19,-17027
2016/09/20,7185
2016/09/21,6656
2016/09/22,12152
2016/09/23,-18848
2016/09/24,-1131
2016/09/25,-13944
2016/09/26,8295
2016/09/27,3399
2016/09/28,4084
2016/09/29,-3098
2016/09/30,-10981
2016/10/01,10279
2016/10/02,10689
2016/10/03,11836
2016/10/04,3586
2016/10/05,-9386
2016/10/06,-10846
2016/10/07,-12954
2016/10/08,-4029
2016/10/09,7114
2016/10/10,1232
2016/10/11,3363
2016/10/12,-13938
2016/10/13,-12696
2016/10/14,953
2016/10/15,3660
2016/10/16,2746
2016/10/17,-3870
2016/10/18,18236
2016/10/19,3507
2016/10/20,5302
2016/10/21,5882
2016/10/22,-725
2016/10/23,-8074
2016/10/24,-5233
2016/10/25,9838
2016/10/26,9794
2016/10/27,-8194
2016/10/28,-6088
2016/10/29,-5147
2016/10/30,-4918
2016/10/31,3509
2016/11/01,9014
2016/11/02,4084
2016/11/03,-2685
2016/11/04,-16453
2016/11/05,-5829
2016/11/06,-7955
2016/11/07,9369
2016/11/08,3879
2016/11/09,6126
2016/11/10,-1777
2016/11/11,-499
2016/11/12,365
2016/11/13,3509
2016/11/14,2806
2016/11/15,4448
2016/11/16,-1989
2016/11/17,-3138
2016/11/18,-1545
2016/11/19,-2395
2016/11/20,1387
2016/11/21,-1050
2016/11/22,14296
2016/11/23,22164
2016/11/24,-5874
2016/11/25,4490
2016/11/26,-23485
2016/11/27,7588
2016/11/28,-9687
2016/11/29,6232
2016/11/30,-5271
2016/12/01,-11267
2016/12/02,-5394
2016/12/03,2179
2016/12/04,2522
2016/12/05,-29
2016/12/06,6843
2016/12/07,2114
2016/12/08,-2026
2016/12/09,-6756
2016/12/10,-1193
2016/12/11,-423
2016/12/12,-2703
2016/12/13,4100
2016/12/14,8130
2016/12/15,7361
2016/12/16,-711
2016/12/17,-7852
2016/12/18,-9462
2016/12/19,1646
2016/12/20,4799
2016/12/21,14153
2016/12/22,9574
2016/12/23,150
2016/12/24,-13036
2016/12/25,-18572
2016/12/26,-9826
2016/12/27,4613
2016/12/28,6785
2016/12/29,11981
2016/12/30,2191
2016/12/31,-2166
2017/01/01,-7816
2017/01/02,-4909
2017/01/03,4663
2017/01/04,11943
2017/01/05,9944
2017/01/06,-2079
2017/01/07,-7051
2017/01/08,-6869
2017/01/09,2384
2017/01/10,4557
2017/01/11,2494
2017/01/12,4401
2017/01/13,2654
2017/01/14,-3177
2017/01/15,-8841
2017/01/16,-5458
2017/01/17,4627
2017/01/18,3246
2017/01/19,-1747
2017/01/20,-896
2017/01/21,-1692
2017/01/22,3804
2017/01/23,301
2017/01/24,7112
2017/01/25,-1176
2017/01/26,780
2017/01/27,-3734
2017/01/28,-1067
2017/01/29,-4347
2017/01/30,-1311
2017/01/31,-1540
2017/02/01,2032
2017/02/02,-1660
2017/02/03,-871
2017/02/04,869
2017/02/05,2833
2017/02/06,4528
2017/02/07,6456
2017/02/08,4547
2017/02/09,567
2017/02/10,356
2017/02/11,-4529
2017/02/12,-2554
2017/02/13,3768
2017/02/14,11738
2017/02/15,10001
2017/02/16,-6316
2017/02/17,-8892
2017/02/18,-5922
2017/02/19,-1447
2017/02/20,746
2017/02/21,9036
2017/02/22,2145
2017/02/23,-2551
2017/02/24,-4353
2017/02/25,2873
2017/02/26,4115
2017/02/27,-1439
2017/02/28,7032
2017/03/01,8058
2017/03/02,18137
2017/03/03,4017
2017/03/04,-1018
2017/03/05,-13748
2017/03/06,-7274
2017/03/07,3833
2017/03/08,-1645
2017/03/09,7246
2017/03/10,2537
2017/03/11,9417
2017/03/12,2380
2017/03/13,16592
2017/03/14,12352
2017/03/15,14559
2017/03/16,28232
2017/03/17,29480
2017/03/18,8715
2017/03/19,-25351
2017/03/20,-26371
2017/03/21,-5622
2017/03/22,-5778
2017/03/23,2170
2017/03/24,3477
2017/03/25,5573
2017/03/26,-2900
2017/03/27,6774
2017/03/28,-46
2017/03/29,13530
2017/03/30,1660
2017/03/31,18754
2017/04/01,-12492
2017/04/02,-7261
2017/04/03,-2881
2017/04/04,5707
2017/04/05,-1537
2017/04/06,-5044
2017/04/07,6567
2017/04/08,-15267
2017/04/09,-20620
2017/04/10,-17359
2017/04/11,3747
2017/04/12,5790
2017/04/13,8637
2017/04/14,5264
2017/04/15,-5527
2017/04/16,-13490
2017/04/17,-8609
2017/04/18,8483
2017/04/19,15100
2017/04/20,12904
2017/04/21,-2025
2017/04/22,-12195
2017/04/23,-8377
2017/04/24,-747
2017/04/25,19494
2017/04/26,12569
2017/04/27,23963
2017/04/28,13160
2017/04/29,1693
2017/04/30,-9292
2017/05/01,6009
2017/05/02,19019
2017/05/03,2132
2017/05/04,2675
2017/05/05,-1840
2017/05/06,-2320
2017/05/07,-8246
2017/05/08,8995
2017/05/09,17919
2017/05/10,3042
2017/05/11,-320
2017/05/12,-5692
2017/05/13,-8341
2017/05/14,-15841
2017/05/15,15551
2017/05/16,15009
2017/05/17,38787
2017/05/18,14617
2017/05/19,45227
2017/05/20,-9223
2017/05/21,12290
2017/05/22,14687
2017/05/23,56209
2017/05/24,37594
2017/05/25,6755
2017/05/26,-17303
2017/05/27,-37843
2017/05/28,-27739
2017/05/29,-11271
2017/05/30,44168
2017/05/31,58855
2017/06/01,40613
2017/06/02,1293
2017/06/03,-38482
2017/06/04,-19024
2017/06/05,-4606
2017/06/06,24879
2017/06/07,27044
2017/06/08,-2605
2017/06/09,15308
2017/06/10,6176
2017/06/11,52790
2017/06/12,77110
2017/06/13,66698
2017/06/14,9847
2017/06/15,-31324
2017/06/16,-32051
2017/06/17,-8315
2017/06/18,-15660
2017/06/19,38206
2017/06/20,66395
2017/06/21,-24668
2017/06/22,-1984
2017/06/23,-32405
2017/06/24,29281
2017/06/25,-53090
2017/06/26,40776
2017/06/27,2425
2017/06/28,43106
2017/06/29,-52997
2017/06/30,-343
2017/07/01,-33776
2017/07/02,-15174
2017/07/03,49380
2017/07/04,41000
2017/07/05,22989
2017/07/06,-43241
2017/07/07,13924
2017/07/08,-23464
2017/07/09,-33602
2017/07/10,7244
2017/07/11,43535
2017/07/12,58639
2017/07/13,-41888
2017/07/14,-42296
2017/07/15,-51867
2017/07/16,-11607
2017/07/17,-908
2017/07/18,39094
2017/07/19,20984
2017/07/20,1592
2017/07/21,-38495
2017/07/22,-64548
2017/07/23,10425
2017/07/24,30535
2017/07/25,37348
2017/07/26,-37542
2017/07/27,-37660
2017/07/28,3572
2017/07/29,-24175
2017/07/30,-18811
2017/07/31,3594
2017/08/01,19809
2017/08/02,24444
2017/08/03,-13753
2017/08/04,38578
2017/08/05,30332
2017/08/06,28792
2017/08/07,24012
2017/08/08,57466
2017/08/09,15181
2017/08/10,57069
2017/08/11,37816
2017/08/12,58346
2017/08/13,-5236
2017/08/14,53379
2017/08/15,74592
2017/08/16,80619
2017/08/17,17946
2017/08/18,30110
2017/08/19,-36206
2017/08/20,-118081
2017/08/21,-50476
2017/08/22,-12691
2017/08/23,64785
2017/08/24,-40415
2017/08/25,-12106
2017/08/26,-68443
2017/08/27,-28292
2017/08/28,11053
2017/08/29,88381
2017/08/30,76047
2017/08/31,20747
2017/09/01,-3652
2017/09/02,-68423
2017/09/03,-81896
2017/09/04,51595
2017/09/05,112775
2017/09/06,193851
2017/09/07,5755
2017/09/08,19098
2017/09/09,-112722
2017/09/10,-123219
2017/09/11,-98286
2017/09/12,21244
2017/09/13,40551
2017/09/14,14867
2017/09/15,36869
2017/09/16,8085
2017/09/17,-90734
2017/09/18,-79003
2017/09/19,-36012
2017/09/20,35467
2017/09/21,-45690
2017/09/22,-66282
2017/09/23,-64877
2017/09/24,-36145
2017/09/25,35144
2017/09/26,45968
2017/09/27,28118
2017/09/28,22594
2017/09/29,20427
2017/09/30,-13249
2017/10/01,-45337
2017/10/02,-20407
2017/10/03,32108
2017/10/04,23438
2017/10/05,8713
2017/10/06,-8024
2017/10/07,-16218
2017/10/08,-17979
2017/10/09,8290
2017/10/10,58514
2017/10/11,47476
2017/10/12,35239
2017/10/13,29531
2017/10/14,-12136
2017/10/15,-34490
2017/10/16,29161
2017/10/17,173442
2017/10/18,141528
2017/10/19,85887
2017/10/20,41226
2017/10/21,-7547
2017/10/22,-58691
2017/10/23,-78669
2017/10/24,29386
2017/10/25,24926
2017/10/26,-1762
2017/10/27,-492288
2017/10/28,-460419
2017/10/29,-466406
2017/10/30,0
2017/10/31,0
2017/11/01,522405
2017/11/02,533549
2017/11/03,488639
2017/11/04,-123647
2017/11/05,-116447
2017/11/06,23024
2017/11/07,71660
2017/11/08,63311
2017/11/09,-44491
2017/11/10,-12991
2017/11/11,-86035
2017/11/12,-32792
2017/11/13,-14251
2017/11/14,81606
2017/11/15,106150
2017/11/16,48306
2017/11/17,32606
2017/11/18,-80851
2017/11/19,-26919
2017/11/20,21551
2017/11/21,64365
2017/11/22,81926
2017/11/23,6927
2017/11/24,1402
2017/11/25,14650
2017/11/26,5416
2017/11/27,83249
2017/11/28,77850
2017/11/29,121095
2017/11/30,46762
2017/12/01,-16269
2017/12/02,-35794
2017/12/03,38351
2017/12/04,79114
2017/12/05,65305
2017/12/06,97938
2017/12/07,-42766
2017/12/08,73321
2017/12/09,-84523
2017/12/10,57507
2017/12/11,62488
2017/12/12,165117
2017/12/13,193056
2017/12/14,113660
2017/12/15,32006
2017/12/16,-9774
2017/12/17,-65985
2017/12/18,79675
2017/12/19,192377
2017/12/20,109530
2017/12/21,88644
2017/12/22,11289
2017/12/23,-67223
2017/12/24,-314431
2017/12/25,-351162
2017/12/26,-105371
2017/12/27,154518
2017/12/28,197142
2017/12/29,276681
2017/12/30,223907
2017/12/31,-2576
2018/01/01,-181246
2018/01/02,17277
2018/01/03,291103
2018/01/04,440945
2018/01/05,117641
2018/01/06,-11613
2018/01/07,-197168
2018/01/08,-56104
2018/01/09,29823
2018/01/10,24963
2018/01/11,-41508
2018/01/12,-137483
2018/01/13,1636
2018/01/14,-92372
2018/01/15,87663
2018/01/16,98615
2018/01/17,195490
2018/01/18,-1236
2018/01/19,-234679
2018/01/20,-292594
2018/01/21,-198654
2018/01/22,-70346
2018/01/23,-55995
2018/01/24,-92862
2018/01/25,-184396
2018/01/26,24935
2018/01/27,-81779
2018/01/28,100589
2018/01/29,-16584
2018/01/30,74689
2018/01/31,-11820
2018/02/01,71914
2018/02/02,74340
2018/02/03,-62798
2018/02/04,-207894
2018/02/05,-105157
2018/02/06,73733
2018/02/07,17760
2018/02/08,-194417
2018/02/09,-98412
2018/02/10,29765
2018/02/11,92152
2018/02/12,39213
2018/02/13,-102629
2018/02/14,-27112
2018/02/15,-51702
2018/02/16,-41003
2018/02/17,25695
2018/02/18,-21226
2018/02/19,106626
2018/02/20,114818
2018/02/21,94412
2018/02/22,-49491
2018/02/23,-153813
2018/02/24,-117643
2018/02/25,-71311
2018/02/26,4369
2018/02/27,-38278
2018/02/28,29786
2018/03/01,-53049
2018/03/02,50083
2018/03/03,-46903
2018/03/04,-41163
2018/03/05,8090
2018/03/06,39126
2018/03/07,140516
2018/03/08,-62617
2018/03/09,-62533
2018/03/10,-192380
2018/03/11,-81240
2018/03/12,27850
2018/03/13,107716
2018/03/14,62299
2018/03/15,-23377
2018/03/16,-44509
2018/03/17,-77995
2018/03/18,29433
2018/03/19,49307
2018/03/20,68588
2018/03/21,13908
2018/03/22,-84438
2018/03/23,15312
2018/03/24,-84669
2018/03/25,-93081
2018/03/26,-50488
2018/03/27,-29148
2018/03/28,53486
2018/03/29,-42942
2018/03/30,49561
2018/03/31,4538
2018/04/01,-38532
2018/04/02,-35111
2018/04/03,61528
2018/04/04,83300
2018/04/05,97366
2018/04/06,2057
2018/04/07,-92576
2018/04/08,-100138
2018/04/09,-38182
2018/04/10,35523
2018/04/11,13369
2018/04/12,82807
2018/04/13,158956
2018/04/14,2086
2018/04/15,-72621
2018/04/16,-65942
2018/04/17,131635
2018/04/18,83308
2018/04/19,149916
2018/04/20,89397
2018/04/21,42811
2018/04/22,-65460
2018/04/23,-29350
2018/04/24,70182
2018/04/25,50156
2018/04/26,-8997
2018/04/27,-51807
2018/04/28,-23693
2018/04/29,-37222
2018/04/30,13654
2018/05/01,-61482
2018/05/02,31071
2018/05/03,61453
2018/05/04,286687
2018/05/05,1539
2018/05/06,-148313
2018/05/07,-210663
2018/05/08,30837
2018/05/09,139854
2018/05/10,64964
2018/05/11,6001
2018/05/12,-42640
2018/05/13,-92388
2018/05/14,-24449
2018/05/15,-9277
2018/05/16,44818
2018/05/17,34111
2018/05/18,52621
2018/05/19,39031
2018/05/20,-58478
2018/05/21,-29620
2018/05/22,-23879
2018/05/23,56094
2018/05/24,8956
2018/05/25,-21571
2018/05/26,-71445
2018/05/27,-35143
2018/05/28,60164
2018/05/29,50251
2018/05/30,40994
2018/05/31,-28286
2018/06/01,-54066
2018/06/02,-49001
2018/06/03,-22719
2018/06/04,49048
2018/06/05,12637
2018/06/06,-55927
2018/06/07,-31337
2018/06/08,-60637
2018/06/09,15357
2018/06/10,-4548
2018/06/11,48968
2018/06/12,772
2018/06/13,26357
2018/06/14,-3069
2018/06/15,-6396
2018/06/16,-157862
2018/06/17,-117368
2018/06/18,-68050
2018/06/19,138990
2018/06/20,154528
2018/06/21,56282
2018/06/22,-8308
2018/06/23,-127158
2018/06/24,-80041
2018/06/25,66808
2018/06/26,56252
2018/06/27,99944
2018/06/28,-92481
2018/06/29,2922
2018/06/30,-138957
2018/07/01,-122151
2018/07/02,-245533
2018/07/03,-59449
2018/07/04,-175521
2018/07/05,38027
2018/07/06,-114457
2018/07/07,36993
2018/07/08,103919
2018/07/09,192851
2018/07/10,207666
2018/07/11,12415
2018/07/12,-85868
2018/07/13,-128454
2018/07/14,-134969
2018/07/15,-112352
2018/07/16,140682
2018/07/17,192341
2018/07/18,292439
2018/07/19,30703
2018/07/20,-29684
2018/07/21,-125511
2018/07/22,-59346
2018/07/23,87049
2018/07/24,164231
2018/07/25,112171
2018/07/26,-33027
2018/07/27,3850
2018/07/28,-83554
2018/07/29,-9322
2018/07/30,-31003
2018/07/31,41090
2018/08/01,41450
2018/08/02,22216
2018/08/03,8127
2018/08/04,-37210
2018/08/05,-75679
2018/08/06,-53654
2018/08/07,-84206
2018/08/08,-138586
2018/08/09,-161006
2018/08/10,-22450
2018/08/11,91649
2018/08/12,103397
2018/08/13,81049
2018/08/14,33036
2018/08/15,6638
2018/08/16,21791
2018/08/17,-83078
2018/08/18,-21043
2018/08/19,-117072
2018/08/20,56499
2018/08/21,-21883
2018/08/22,-4788
2018/08/23,-64212
2018/08/24,-9412
2018/08/25,-17633
2018/08/26,-25485
2018/08/27,49663
2018/08/28,36605
2018/08/29,-27231
2018/08/30,-53043
2018/08/31,-36586
2018/09/01,109413
2018/09/02,27420
2018/09/03,54171
2018/09/04,-66733
2018/09/05,6690
2018/09/06,-42470
2018/09/07,-7337
2018/09/08,-83620
2018/09/09,-23328
2018/09/10,-20604
2018/09/11,13980
2018/09/12,5042
2018/09/13,-5856
2018/09/14,-42923
2018/09/15,-90978
2018/09/16,-97292
2018/09/17,39326
2018/09/18,20818
2018/09/19,48823
2018/09/20,-55574
2018/09/21,44173
2018/09/22,-36946
2018/09/23,-29519
2018/09/24,-64349
2018/09/25,48799
2018/09/26,24880
2018/09/27,23710
2018/09/28,-18738
2018/09/29,-59192
2018/09/30,-24696
2018/10/01,-24062
2018/10/02,55947
2018/10/03,79655
2018/10/04,82873
2018/10/05,105099
2018/10/06,37859
2018/10/07,-61414
2018/10/08,-52519
2018/10/09,-59837
2018/10/10,19005
2018/10/11,27683
2018/10/12,25112
2018/10/13,25025
2018/10/14,-58806
2018/10/15,-129
2018/10/16,33624
2018/10/17,68623
2018/10/18,3780
2018/10/19,25698
2018/10/20,-46262
2018/10/21,-57777
2018/10/22,-23805
2018/10/23,22151
2018/10/24,24695
2018/10/25,-40116
2018/10/26,-5013
2018/10/27,-33544
2018/10/28,-27336
2018/10/29,63477
2018/10/30,109232
2018/10/31,75845
2018/11/01,-25599
2018/11/02,-59863
2018/11/03,-80706
2018/11/04,-78248
2018/11/05,33820
2018/11/06,92165
2018/11/07,53754
2018/11/08,-26962
2018/11/09,-49318
2018/11/10,-75482
2018/11/11,-27593
2018/11/12,23314
2018/11/13,64470
2018/11/14,54382
2018/11/15,-8111
2018/11/16,-1558
2018/11/17,-76600
2018/11/18,-78250
2018/11/19,70910
2018/11/20,120171
2018/11/21,94730
2018/11/22,-54047
2018/11/23,-65760
2018/11/24,-82490
2018/11/25,-39857
2018/11/26,-2628
2018/11/27,68784
2018/11/28,93542
2018/11/29,-1773
2018/11/30,33214
2018/12/01,-96932
2018/12/02,-63181
2018/12/03,-50939
2018/12/04,39554
2018/12/05,103527
2018/12/06,42823
2018/12/07,7215
2018/12/08,-43348
2018/12/09,-83368
2018/12/10,-17038
2018/12/11,-16583
2018/12/12,26365
2018/12/13,10310
2018/12/14,31300
2018/12/15,17996
2018/12/16,-48992
2018/12/17,2745
2018/12/18,4404
2018/12/19,81028
2018/12/20,32378
2018/12/21,50206
2018/12/22,-102174
2018/12/23,-58774
2018/12/24,9025
2018/12/25,39450
2018/12/26,16392
2018/12/27,-67140
2018/12/28,37188
2018/12/29,-16301
2018/12/30,-88016
2018/12/31,-50149
2019/01/01,-95578
2019/01/02,129564
2019/01/03,74553
2019/01/04,101230
2019/01/05,-78770
2019/01/06,-109221
2019/01/07,1566
2019/01/08,42178
2019/01/09,71475
2019/01/10,31875
2019/01/11,-11529
2019/01/12,-106140
2019/01/13,-101492
2019/01/14,35401
2019/01/15,87189
2019/01/16,26340
2019/01/17,-60157
2019/01/18,-997
2019/01/19,31438
2019/01/20,20623
2019/01/21,43852
2019/01/22,66433
2019/01/23,-3886
2019/01/24,-62621
2019/01/25,-100655
2019/01/26,-69439
2019/01/27,-31316
2019/01/28,63661
2019/01/29,101646
2019/01/30,66533
2019/01/31,-51507
2019/02/01,-67170
2019/02/02,-105033
2019/02/03,-92679
2019/02/04,-82462
2019/02/05,-35499
2019/02/06,4687
2019/02/07,12282
2019/02/08,57137
2019/02/09,-11936
2019/02/10,-47525
2019/02/11,-42945
2019/02/12,20982
2019/02/13,110203
2019/02/14,45775
2019/02/15,30488
2019/02/16,-37045
2019/02/17,-26837
2019/02/18,43856
2019/02/19,79293
2019/02/20,82323
2019/02/21,32362
2019/02/22,-2763
2019/02/23,-54043
2019/02/24,-4616
2019/02/25,42917
2019/02/26,77700
2019/02/27,-685
2019/02/28,-32298
2019/03/01,-6303
2019/03/02,-12604
2019/03/03,-49076
2019/03/04,72589
2019/03/05,71173
2019/03/06,86550
2019/03/07,-47526
2019/03/08,-35724
2019/03/09,-23118
2019/03/10,-88647
2019/03/11,-25949
2019/03/12,8492
2019/03/13,89243
2019/03/14,37416
2019/03/15,-11294
2019/03/16,-69098
2019/03/17,-78956
2019/03/18,20928
2019/03/19,131757
2019/03/20,135441
2019/03/21,44378
2019/03/22,-7240
2019/03/23,-68535
2019/03/24,-69245
2019/03/25,19970
2019/03/26,67232
2019/03/27,76875
2019/03/28,-14303
2019/03/29,11342
2019/03/30,42019
2019/03/31,11863
2019/04/01,47222
2019/04/02,90933
2019/04/03,100375
2019/04/04,-14054
2019/04/05,-136976
2019/04/06,-187566
2019/04/07,-100634
2019/04/08,46076
2019/04/09,97836
2019/04/10,101184
2019/04/11,61032
2019/04/12,37896
2019/04/13,-59779
2019/04/14,-177977
2019/04/15,-72713
2019/04/16,42170
2019/04/17,130841
2019/04/18,75592
2019/04/19,36722
2019/04/20,4928
2019/04/21,-66460
2019/04/22,26123
2019/04/23,42444
2019/04/24,37727
2019/04/25,-38494
2019/04/26,-68487
2019/04/27,-106230
2019/04/28,-87330
2019/04/29,-31792
2019/04/30,145084
2019/05/01,110308
2019/05/02,-2681
2019/05/03,-36889
2019/05/04,-80395
2019/05/05,11156
2019/05/06,35253
2019/05/07,34649
2019/05/08,49532
2019/05/09,12305
2019/05/10,78718
2019/05/11,55341
2019/05/12,-2613
2019/05/13,21775
2019/05/14,88265
2019/05/15,131779
2019/05/16,149671
2019/05/17,-20282
2019/05/18,-112186
2019/05/19,-155777
2019/05/20,49841
2019/05/21,77379
2019/05/22,120953
2019/05/23,-13437
2019/05/24,91258
2019/05/25,-33435
2019/05/26,-83630
2019/05/27,37676
2019/05/28,70586
2019/05/29,184415
2019/05/30,-49826
2019/05/31,-39859
2019/06/01,9242
2019/06/02,-1013
2019/06/03,18391
2019/06/04,-64796
2019/06/05,-91502
2019/06/06,-64250
2019/06/07,-133501
2019/06/08,193261
2019/06/09,-109076
2019/06/10,205240
2019/06/11,-62652
2019/06/12,144941
2019/06/13,-213936
2019/06/14,-104637
2019/06/15,78270
2019/06/16,139221
2019/06/17,118730
2019/06/18,-88963
2019/06/19,-2943
2019/06/20,40930
2019/06/21,-72362
2019/06/22,-127903
2019/06/23,-211525
2019/06/24,32010
2019/06/25,174061
2019/06/26,75102
2019/06/27,4481
2019/06/28,71976
2019/06/29,-115264
2019/06/30,-128160
2019/07/01,-52185
2019/07/02,161717
2019/07/03,67269
2019/07/04,-204471
2019/07/05,-45974
2019/07/06,813
2019/07/07,-165447
2019/07/08,-39284
2019/07/09,17915
2019/07/10,154029
2019/07/11,165492
2019/07/12,-45563
2019/07/13,-148813
2019/07/14,-361798
2019/07/15,16902
2019/07/16,415995
2019/07/17,216539
2019/07/18,-75420
2019/07/19,-187730
2019/07/20,-245944
2019/07/21,-145478
2019/07/22,-174882
2019/07/23,22710
2019/07/24,384817
2019/07/25,309188
2019/07/26,33465
2019/07/27,-329516
2019/07/28,-377157
2019/07/29,36730
2019/07/30,138085
2019/07/31,111587
2019/08/01,200653
2019/08/02,52530
2019/08/03,99208
2019/08/04,-308509
2019/08/05,-49874
2019/08/06,-51440
2019/08/07,173343
2019/08/08,-25702
2019/08/09,-10290
2019/08/10,-111548
2019/08/11,-110229
2019/08/12,-8813
2019/08/13,67742
2019/08/14,154140
2019/08/15,-23873
2019/08/16,20204
2019/08/17,-95541
2019/08/18,-61816
2019/08/19,5586
2019/08/20,92397
2019/08/21,104240
2019/08/22,12683
2019/08/23,-221
2019/08/24,-47265
2019/08/25,-59884
2019/08/26,17563
2019/08/27,63923
2019/08/28,45002
2019/08/29,-26656
2019/08/30,-34964
2019/08/31,-42489
2019/09/01,-33954
2019/09/02,44314
2019/09/03,71451
