Date,activeaddresses90sma
2017/11/11,227982
2017/11/12,228000
2017/11/13,227945
2017/11/14,228170
2017/11/15,228793
2017/11/16,228837
2017/11/17,229689
2017/11/18,230477
2017/11/19,230757
2017/11/20,231761
2017/11/21,232567
2017/11/22,233696
2017/11/23,234698
2017/11/24,236107
2017/11/25,237382
2017/11/26,238332
2017/11/27,239703
2017/11/28,241246
2017/11/29,243127
2017/11/30,244911
2017/12/01,246696
2017/12/02,248836
2017/12/03,250239
2017/12/04,251807
2017/12/05,253050
2017/12/06,256631
2017/12/07,258044
2017/12/08,260526
2017/12/09,263072
2017/12/10,265060
2017/12/11,267711
2017/12/12,271423
2017/12/13,275403
2017/12/14,279456
2017/12/15,283680
2017/12/16,288161
2017/12/17,291962
2017/12/18,297213
2017/12/19,303633
2017/12/20,309731
2017/12/21,316953
2017/12/22,324347
2017/12/23,329604
2017/12/24,333034
2017/12/25,336607
2017/12/26,340755
2017/12/27,345492
2017/12/28,350558
2017/12/29,357521
2017/12/30,365507
2017/12/31,370623
2018/01/01,375497
2018/01/02,382987
2018/01/03,391652
2018/01/04,401909
2018/01/05,411366
2018/01/06,419976
2018/01/07,427453
2018/01/08,435318
2018/01/09,443955
2018/01/10,451844
2018/01/11,459474
2018/01/12,466619
2018/01/13,474206
2018/01/14,480817
2018/01/15,488409
2018/01/16,496988
2018/01/17,505602
2018/01/18,513278
2018/01/19,518904
2018/01/20,523262
2018/01/21,529004
2018/01/22,534102
2018/01/23,538964
2018/01/24,543455
2018/01/25,546390
2018/01/26,553946
2018/01/27,560383
2018/01/28,567161
2018/01/29,571593
2018/01/30,575484
2018/01/31,578909
2018/02/01,584023
2018/02/02,589573
2018/02/03,593441
2018/02/04,596715
2018/02/05,600718
2018/02/06,604679
2018/02/07,607801
2018/02/08,609606
2018/02/09,612865
2018/02/10,616187
2018/02/11,618814
2018/02/12,621981
2018/02/13,623712
2018/02/14,626047
2018/02/15,628305
2018/02/16,630264
2018/02/17,632254
2018/02/18,633890
2018/02/19,636150
2018/02/20,638964
2018/02/21,641191
2018/02/22,643069
2018/02/23,644575
2018/02/24,645379
2018/02/25,645521
2018/02/26,646371
2018/02/27,646404
2018/02/28,646943
2018/03/01,647527
2018/03/02,648092
2018/03/03,647632
2018/03/04,646758
2018/03/05,646985
2018/03/06,645316
2018/03/07,646807
2018/03/08,646307
2018/03/09,645958
2018/03/10,645408
2018/03/11,643383
2018/03/12,641358
2018/03/13,638874
2018/03/14,636294
2018/03/15,634070
2018/03/16,631737
2018/03/17,629010
2018/03/18,625576
2018/03/19,621519
2018/03/20,617391
2018/03/21,612791
2018/03/22,607760
2018/03/23,605559
2018/03/24,604376
2018/03/25,602128
2018/03/26,600055
2018/03/27,596923
2018/03/28,593174
2018/03/29,588157
2018/03/30,582481
2018/03/31,578850
2018/04/01,575118
2018/04/02,569393
2018/04/03,562805
2018/04/04,554413
2018/04/05,547613
2018/04/06,541270
2018/04/07,535360
2018/04/08,529063
2018/04/09,522368
2018/04/10,515959
2018/04/11,509590
2018/04/12,504775
2018/04/13,499728
2018/04/14,494875
2018/04/15,488544
2018/04/16,481695
2018/04/17,475189
2018/04/18,469188
2018/04/19,465761
2018/04/20,463696
2018/04/21,460397
2018/04/22,457823
2018/04/23,456131
2018/04/24,454774
2018/04/25,454390
2018/04/26,451922
2018/04/27,450297
2018/04/28,448327
2018/04/29,445482
2018/04/30,443532
2018/05/01,441169
2018/05/02,438275
2018/05/03,436032
2018/05/04,438178
2018/05/05,437658
2018/05/06,436078
2018/05/07,434677
2018/05/08,434258
2018/05/09,435373
2018/05/10,435447
2018/05/11,434843
2018/05/12,435290
2018/05/13,434606
2018/05/14,435110
2018/05/15,435303
2018/05/16,435623
2018/05/17,437005
2018/05/18,438209
2018/05/19,439794
2018/05/20,439867
2018/05/21,439193
2018/05/22,439475
2018/05/23,440333
2018/05/24,441446
2018/05/25,442924
2018/05/26,444275
2018/05/27,444946
2018/05/28,446589
2018/05/29,447497
2018/05/30,448724
2018/05/31,449798
2018/06/01,450903
2018/06/02,452690
2018/06/03,453858
2018/06/04,454664
2018/06/05,454198
2018/06/06,454967
2018/06/07,456054
2018/06/08,457009
2018/06/09,454539
2018/06/10,450157
2018/06/11,451212
2018/06/12,451262
2018/06/13,451936
2018/06/14,452820
2018/06/15,454361
2018/06/16,454334
2018/06/17,454281
2018/06/18,454822
2018/06/19,455450
2018/06/20,456617
2018/06/21,456844
2018/06/22,457832
2018/06/23,459312
2018/06/24,459947
2018/06/25,462331
2018/06/26,463586
2018/06/27,464725
2018/06/28,465864
2018/06/29,467383
2018/06/30,467391
2018/07/01,466172
2018/07/02,465054
2018/07/03,464186
2018/07/04,462595
2018/07/05,461732
2018/07/06,460992
2018/07/07,459831
2018/07/08,459138
2018/07/09,459209
2018/07/10,459217
2018/07/11,458360
2018/07/12,457085
2018/07/13,456251
2018/07/14,455088
2018/07/15,453791
2018/07/16,453973
2018/07/17,454437
2018/07/18,455370
2018/07/19,455533
2018/07/20,455011
2018/07/21,453784
2018/07/22,452911
2018/07/23,452538
2018/07/24,453104
2018/07/25,453857
2018/07/26,454343
2018/07/27,455323
2018/07/28,455963
2018/07/29,456184
2018/07/30,457151
2018/07/31,457368
2018/08/01,457127
2018/08/02,453974
2018/08/03,454087
2018/08/04,453802
2018/08/05,452996
2018/08/06,452172
2018/08/07,450692
2018/08/08,448697
2018/08/09,446930
2018/08/10,440946
2018/08/11,435261
2018/08/12,429340
2018/08/13,428507
2018/08/14,427142
2018/08/15,425287
2018/08/16,424009
2018/08/17,421459
2018/08/18,419736
2018/08/19,418042
2018/08/20,416557
2018/08/21,414324
2018/08/22,412388
2018/08/23,410643
2018/08/24,409029
2018/08/25,407096
2018/08/26,404730
2018/08/27,403109
2018/08/28,401445
2018/08/29,399090
2018/08/30,397684
2018/08/31,395907
2018/09/01,394293
2018/09/02,393204
2018/09/03,392297
2018/09/04,391060
2018/09/05,389813
2018/09/06,388883
2018/09/07,391757
2018/09/08,395679
2018/09/09,394089
2018/09/10,393056
2018/09/11,391461
2018/09/12,389983
2018/09/13,388393
2018/09/14,387580
2018/09/15,385872
2018/09/16,384038
2018/09/17,382497
2018/09/18,380315
2018/09/19,378148
2018/09/20,376046
2018/09/21,374667
2018/09/22,372851
2018/09/23,369607
2018/09/24,367737
2018/09/25,365871
2018/09/26,363562
2018/09/27,361587
2018/09/28,361440
2018/09/29,361584
2018/09/30,361727
2018/10/01,361673
2018/10/02,361601
2018/10/03,361808
2018/10/04,362586
2018/10/05,363665
2018/10/06,364257
2018/10/07,363594
2018/10/08,363110
2018/10/09,362946
2018/10/10,362842
2018/10/11,363325
2018/10/12,363877
2018/10/13,364437
2018/10/14,363133
2018/10/15,362152
2018/10/16,360386
2018/10/17,359164
2018/10/18,358349
2018/10/19,358040
2018/10/20,356899
2018/10/21,354956
2018/10/22,353249
2018/10/23,351278
2018/10/24,349812
2018/10/25,347774
2018/10/26,346410
2018/10/27,344587
2018/10/28,342527
2018/10/29,341326
2018/10/30,340102
2018/10/31,339046
2018/11/01,337304
2018/11/02,335785
2018/11/03,334286
2018/11/04,332640
2018/11/05,331989
2018/11/06,331725
2018/11/07,331218
2018/11/08,334637
2018/11/09,338319
2018/11/10,341707
2018/11/11,340597
2018/11/12,339657
2018/11/13,338757
2018/11/14,337520
2018/11/15,336989
2018/11/16,336299
2018/11/17,335474
2018/11/18,333921
2018/11/19,334058
2018/11/20,333882
2018/11/21,333323
2018/11/22,332556
2018/11/23,331895
2018/11/24,330656
2018/11/25,329528
2018/11/26,328557
2018/11/27,328199
2018/11/28,327867
2018/11/29,327179
2018/11/30,326265
2018/12/01,324710
2018/12/02,323056
2018/12/03,322095
2018/12/04,320911
2018/12/05,320228
2018/12/06,319493
2018/12/07,319188
2018/12/08,319026
2018/12/09,318512
2018/12/10,318502
2018/12/11,318102
2018/12/12,317551
2018/12/13,317335
2018/12/14,317614
2018/12/15,318046
2018/12/16,318001
2018/12/17,318245
2018/12/18,318393
2018/12/19,318623
2018/12/20,318680
2018/12/21,319095
2018/12/22,318926
2018/12/23,319082
2018/12/24,319430
2018/12/25,319592
2018/12/26,319729
2018/12/27,319816
2018/12/28,320623
2018/12/29,320824
2018/12/30,320806
2018/12/31,321081
2019/01/01,320351
2019/01/02,319983
2019/01/03,319597
2019/01/04,318616
2019/01/05,318366
2019/01/06,317903
2019/01/07,317793
2019/01/08,318037
2019/01/09,317959
2019/01/10,317962
2019/01/11,317726
2019/01/12,316959
2019/01/13,315977
2019/01/14,315779
2019/01/15,315215
2019/01/16,314524
2019/01/17,313831
2019/01/18,313325
2019/01/19,312852
2019/01/20,311686
2019/01/21,310963
2019/01/22,310145
2019/01/23,309603
2019/01/24,308882
2019/01/25,308587
2019/01/26,307966
2019/01/27,306878
2019/01/28,306251
2019/01/29,305411
2019/01/30,304699
2019/01/31,304447
2019/02/01,304154
2019/02/02,303477
2019/02/03,302064
2019/02/04,300717
2019/02/05,299604
2019/02/06,298649
2019/02/07,297364
2019/02/08,296640
2019/02/09,295229
2019/02/10,293724
2019/02/11,292692
2019/02/12,291580
2019/02/13,290704
2019/02/14,289974
2019/02/15,289561
2019/02/16,289124
2019/02/17,287556
2019/02/18,286835
2019/02/19,286539
2019/02/20,286109
2019/02/21,285480
2019/02/22,285358
2019/02/23,284733
2019/02/24,284263
2019/02/25,284036
2019/02/26,283449
2019/02/27,283288
2019/02/28,282889
2019/03/01,283006
2019/03/02,283024
2019/03/03,282521
2019/03/04,282642
2019/03/05,282524
2019/03/06,282446
2019/03/07,282092
2019/03/08,281624
2019/03/09,281491
2019/03/10,280616
2019/03/11,280404
2019/03/12,280476
2019/03/13,280460
2019/03/14,280477
2019/03/15,280235
2019/03/16,279463
2019/03/17,278980
2019/03/18,279146
2019/03/19,279118
2019/03/20,279196
2019/03/21,279101
2019/03/22,279649
2019/03/23,279554
2019/03/24,279088
2019/03/25,279752
2019/03/26,280198
2019/03/27,280503
2019/03/28,280709
2019/03/29,280962
2019/03/30,281592
2019/03/31,281708
2019/04/01,283128
2019/04/02,284437
2019/04/03,285312
2019/04/04,285961
2019/04/05,286606
2019/04/06,286849
2019/04/07,286918
2019/04/08,287407
2019/04/09,287871
2019/04/10,288214
2019/04/11,289239
2019/04/12,290871
2019/04/13,291666
2019/04/14,291045
2019/04/15,291414
2019/04/16,292114
2019/04/17,292897
2019/04/18,293662
2019/04/19,294934
2019/04/20,296818
2019/04/21,297911
2019/04/22,299384
2019/04/23,300701
2019/04/24,301735
2019/04/25,302545
2019/04/26,303622
2019/04/27,303796
2019/04/28,303663
2019/04/29,304137
2019/04/30,305066
2019/05/01,306174
2019/05/02,306759
2019/05/03,307875
2019/05/04,308918
2019/05/05,310166
2019/05/06,311740
2019/05/07,313170
2019/05/08,314814
2019/05/09,316254
2019/05/10,318162
2019/05/11,320143
2019/05/12,321610
2019/05/13,323602
2019/05/14,325887
2019/05/15,328409
2019/05/16,331162
2019/05/17,333455
2019/05/18,335280
2019/05/19,336322
2019/05/20,337854
2019/05/21,340055
2019/05/22,342070
2019/05/23,344094
2019/05/24,346470
2019/05/25,348329
2019/05/26,349755
2019/05/27,352273
2019/05/28,354649
2019/05/29,357292
2019/05/30,359347
2019/05/31,361857
2019/06/01,365943
2019/06/02,368567
2019/06/03,370656
2019/06/04,372342
2019/06/05,373620
2019/06/06,375745
2019/06/07,376641
2019/06/08,377760
2019/06/09,379313
2019/06/10,380294
2019/06/11,382115
2019/06/12,385047
2019/06/13,386863
2019/06/14,388880
2019/06/15,391072
2019/06/16,394040
2019/06/17,395140
2019/06/18,396528
2019/06/19,397783
2019/06/20,398624
2019/06/21,400525
2019/06/22,402279
2019/06/23,402854
2019/06/24,403908
2019/06/25,405006
2019/06/26,406628
2019/06/27,407885
2019/06/28,408718
2019/06/29,409641
2019/06/30,409182
2019/07/01,408781
2019/07/02,409216
2019/07/03,410064
2019/07/04,410885
2019/07/05,411753
2019/07/06,411995
2019/07/07,411423
2019/07/08,411659
2019/07/09,412444
2019/07/10,412464
2019/07/11,412175
2019/07/12,412847
2019/07/13,413127
2019/07/14,412993
2019/07/15,413581
2019/07/16,413238
2019/07/17,413547
2019/07/18,413270
2019/07/19,412453
2019/07/20,411710
2019/07/21,410408
2019/07/22,409906
2019/07/23,409388
2019/07/24,408770
2019/07/25,408249
2019/07/26,408780
2019/07/27,408950
2019/07/28,408756
2019/07/29,408529
2019/07/30,408661
2019/07/31,408933
2019/08/01,408805
2019/08/02,409260
2019/08/03,408965
2019/08/04,407837
2019/08/05,408407
2019/08/06,408941
2019/08/07,408976
2019/08/08,408719
2019/08/09,408807
2019/08/10,408729
2019/08/11,407705
2019/08/12,407136
2019/08/13,406168
2019/08/14,404936
2019/08/15,404013
2019/08/16,403915
2019/08/17,403342
2019/08/18,402190
2019/08/19,401199
2019/08/20,400696
2019/08/21,400163
2019/08/22,399264
2019/08/23,398841
2019/08/24,398318
2019/08/25,396525
2019/08/26,395344
2019/08/27,393824
2019/08/28,392662
2019/08/29,391326
2019/08/30,388465
2019/08/31,386273
2019/09/01,384429
2019/09/02,383663
2019/09/03,383290
2019/09/04,381904
2019/09/05,382208
2019/09/06,382656
2019/09/07,381916
2019/09/08,381406
2019/09/09,380647
2019/09/10,378299
2019/09/11,377390
2019/09/12,376655
2019/09/13,375042
2019/09/14,372308
2019/09/15,371360
2019/09/16,370605
2019/09/17,369932
2019/09/18,369696
2019/09/19,368517
2019/09/20,367801
2019/09/21,366624
2019/09/22,364863
2019/09/23,363417
2019/09/24,361884
2019/09/25,360642
2019/09/26,359680
2019/09/27,358885
2019/09/28,358325
2019/09/29,357093
2019/09/30,355797
2019/10/01,354626
2019/10/02,353591
2019/10/03,352545
2019/10/04,351843
2019/10/05,351617
2019/10/06,350485
2019/10/07,349263
2019/10/08,348531
2019/10/09,348532
2019/10/10,347996
2019/10/11,348387
2019/10/12,348044
2019/10/13,346689
2019/10/14,346637
2019/10/15,346103
2019/10/16,345680
2019/10/17,345324
2019/10/18,345842
2019/10/19,346302
2019/10/20,345534
2019/10/21,345558
2019/10/22,345824
2019/10/23,346011
2019/10/24,345808
2019/10/25,345955
2019/10/26,346120
2019/10/27,345547
2019/10/28,344943
