Date,price14momUSD
2016/04/30,-0.02
2016/05/01,-0.535
2016/05/02,0.513
2016/05/03,0.593
2016/05/04,0.956
2016/05/05,1.09
2016/05/06,1.687
2016/05/07,1.318
2016/05/08,1.107
2016/05/09,1.636
2016/05/10,2.012
2016/05/11,2.083
2016/05/12,2.707
2016/05/13,3.109
2016/05/14,1.933
2016/05/15,1.424
2016/05/16,0.917
2016/05/17,2.092
2016/05/18,3.435
2016/05/19,4.371
2016/05/20,4.656
2016/05/21,4.298
2016/05/22,4.764
2016/05/23,4.628
2016/05/24,3.676
2016/05/25,2.718
2016/05/26,2.307
2016/05/27,0.742
2016/05/28,1.147
2016/05/29,1.924
2016/05/30,1.951
2016/05/31,1.543
2016/06/01,0.906
2016/06/02,-0.104
2016/06/03,-0.698
2016/06/04,0.009
2016/06/05,-0.325
2016/06/06,-0.218
2016/06/07,1.027
2016/06/08,2.067
2016/06/09,1.938
2016/06/10,2.743
2016/06/11,2.462
2016/06/12,2.617
2016/06/13,4.146
2016/06/14,4.896
2016/06/15,4.437
2016/06/16,5.644
2016/06/17,3.686
2016/06/18,-0.76
2016/06/19,-1.55
2016/06/20,-2.125
2016/06/21,-2.07
2016/06/22,-0.282
2016/06/23,-1.371
2016/06/24,-0.201
2016/06/25,0.365
2016/06/26,-0.758
2016/06/27,-2.732
2016/06/28,-5.072
2016/06/29,-6.172
2016/06/30,-7.031
2016/07/01,-5.196
2016/07/02,-0.878
2016/07/03,-0.317
2016/07/04,-0.178
2016/07/05,-1.502
2016/07/06,-3.616
2016/07/07,-2.959
2016/07/08,-3.422
2016/07/09,-3.221
2016/07/10,-3.063
2016/07/11,-3.305
2016/07/12,-2.575
2016/07/13,-1.718
2016/07/14,-1.379
2016/07/15,-0.238
2016/07/16,-0.239
2016/07/17,-0.591
2016/07/18,-0.212
2016/07/19,0.808
2016/07/20,1.513
2016/07/21,2.349
2016/07/22,3.039
2016/07/23,3.472
2016/07/24,2.516
2016/07/25,2.763
2016/07/26,2.318
2016/07/27,2.204
2016/07/28,1.668
2016/07/29,0.791
2016/07/30,0.894
2016/07/31,0.887
2016/08/01,0.25
2016/08/02,-1.072
2016/08/03,-2.496
2016/08/04,-1.686
2016/08/05,-2.534
2016/08/06,-3.722
2016/08/07,-2.467
2016/08/08,-2.363
2016/08/09,-1.165
2016/08/10,-0.46
2016/08/11,-0.878
2016/08/12,-0.877
2016/08/13,-0.98
2016/08/14,-0.703
2016/08/15,-0.408
2016/08/16,0.944
2016/08/17,1.39
2016/08/18,0.165
2016/08/19,-0.189
2016/08/20,0.393
2016/08/21,0.182
2016/08/22,0.245
2016/08/23,-0.601
2016/08/24,-1.125
2016/08/25,-0.666
2016/08/26,-0.496
2016/08/27,-0.446
2016/08/28,-0.408
2016/08/29,-0.204
2016/08/30,-0.02
2016/08/31,0.363
2016/09/01,1.293
2016/09/02,1.316
2016/09/03,0.814
2016/09/04,0.585
2016/09/05,0.497
2016/09/06,0.506
2016/09/07,0.54
2016/09/08,0.277
2016/09/09,0.229
2016/09/10,0.457
2016/09/11,0.838
2016/09/12,0.817
2016/09/13,0.88
2016/09/14,0.593
2016/09/15,-0.153
2016/09/16,0.148
2016/09/17,0.713
2016/09/18,1.109
2016/09/19,1.193
2016/09/20,2.112
2016/09/21,2.209
2016/09/22,1.671
2016/09/23,1.768
2016/09/24,1.347
2016/09/25,1.105
2016/09/26,1.122
2016/09/27,1.048
2016/09/28,1.324
2016/09/29,1.12
2016/09/30,0.956
2016/10/01,0.505
2016/10/02,0.398
2016/10/03,0.358
2016/10/04,-0.316
2016/10/05,-0.595
2016/10/06,-0.249
2016/10/07,-0.617
2016/10/08,-0.76
2016/10/09,-0.786
2016/10/10,-1.084
2016/10/11,-1.114
2016/10/12,-1.44
2016/10/13,-1.206
2016/10/14,-1.235
2016/10/15,-1.267
2016/10/16,-1.239
2016/10/17,-1.348
2016/10/18,-0.917
2016/10/19,-0.955
2016/10/20,-0.799
2016/10/21,-0.632
2016/10/22,-0.211
2016/10/23,-0.215
2016/10/24,0.127
2016/10/25,-0.413
2016/10/26,-0.315
2016/10/27,-0.521
2016/10/28,-0.686
2016/10/29,-1.208
2016/10/30,-1.302
2016/10/31,-0.76
2016/11/01,-1.779
2016/11/02,-1.373
2016/11/03,-1.179
2016/11/04,-1.103
2016/11/05,-1.007
2016/11/06,-1.006
2016/11/07,-1.07
2016/11/08,-0.694
2016/11/09,-0.911
2016/11/10,-0.851
2016/11/11,-0.859
2016/11/12,-0.542
2016/11/13,-0.569
2016/11/14,-1.127
2016/11/15,-0.621
2016/11/16,-0.73
2016/11/17,-0.932
2016/11/18,-1.28
2016/11/19,-1.439
2016/11/20,-1.417
2016/11/21,-1.314
2016/11/22,-0.95
2016/11/23,-0.782
2016/11/24,-1.074
2016/11/25,-1.012
2016/11/26,-0.775
2016/11/27,-0.997
2016/11/28,-1.223
2016/11/29,-1.842
2016/11/30,-1.744
2016/12/01,-1.533
2016/12/02,-1.724
2016/12/03,-1.739
2016/12/04,-1.905
2016/12/05,-2.339
2016/12/06,-3.049
2016/12/07,-2.071
2016/12/08,-1.005
2016/12/09,-1.024
2016/12/10,-1.053
2016/12/11,-0.896
2016/12/12,-0.463
2016/12/13,0.169
2016/12/14,-0.065
2016/12/15,-0.48
2016/12/16,-0.137
2016/12/17,-0.241
2016/12/18,0.159
2016/12/19,0.492
2016/12/20,0.778
2016/12/21,-0.014
2016/12/22,-0.874
2016/12/23,-1.024
2016/12/24,-1.039
2016/12/25,-0.98
2016/12/26,-1.113
2016/12/27,-1.216
2016/12/28,-1.154
2016/12/29,0.142
2016/12/30,0.413
2016/12/31,0.368
2017/01/01,0.417
2017/01/02,0.469
2017/01/03,1.208
2017/01/04,2.714
2017/01/05,2.879
2017/01/06,2.683
2017/01/07,2.54
2017/01/08,2.793
2017/01/09,3.214
2017/01/10,3.237
2017/01/11,2.853
2017/01/12,1.408
2017/01/13,1.357
2017/01/14,1.613
2017/01/15,1.495
2017/01/16,1.423
2017/01/17,1.164
2017/01/18,-0.262
2017/01/19,-0.246
2017/01/20,0.504
2017/01/21,0.934
2017/01/22,0.787
2017/01/23,0.269
2017/01/24,0.2
2017/01/25,0.443
2017/01/26,0.993
2017/01/27,0.869
2017/01/28,0.867
2017/01/29,0.711
2017/01/30,0.855
2017/01/31,0.585
2017/02/01,0.446
2017/02/02,0.389
2017/02/03,0.217
2017/02/04,0.503
2017/02/05,0.406
2017/02/06,0.516
2017/02/07,0.761
2017/02/08,0.834
2017/02/09,0.588
2017/02/10,0.548
2017/02/11,0.813
2017/02/12,0.858
2017/02/13,0.771
2017/02/14,1.697
2017/02/15,2.166
2017/02/16,2.093
2017/02/17,1.989
2017/02/18,1.498
2017/02/19,1.558
2017/02/20,1.502
2017/02/21,1.208
2017/02/22,1.324
2017/02/23,1.662
2017/02/24,2.025
2017/02/25,2.026
2017/02/26,2.427
2017/02/27,3.425
2017/02/28,3.421
2017/03/01,3.101
2017/03/02,5.359
2017/03/03,7.003
2017/03/04,6.686
2017/03/05,6.097
2017/03/06,6.774
2017/03/07,6.549
2017/03/08,5.275
2017/03/09,4.517
2017/03/10,5.137
2017/03/11,6.459
2017/03/12,8.558
2017/03/13,12.495
2017/03/14,12.718
2017/03/15,14.321
2017/03/16,22.245
2017/03/17,26.211
2017/03/18,19.666
2017/03/19,20.637
2017/03/20,23.93
2017/03/21,23.825
2017/03/22,23.377
2017/03/23,24.436
2017/03/24,27.983
2017/03/25,30.789
2017/03/26,28.183
2017/03/27,23.359
2017/03/28,21.461
2017/03/29,22.035
2017/03/30,12.48
2017/03/31,4.293
2017/04/01,11.192
2017/04/02,10.351
2017/04/03,2.202
2017/04/04,0.593
2017/04/05,4.632
2017/04/06,2.525
2017/04/07,-3.144
2017/04/08,-6.078
2017/04/09,-6.7
2017/04/10,-7.157
2017/04/11,-6.057
2017/04/12,-8.048
2017/04/13,-4.212
2017/04/14,-2.198
2017/04/15,-2.26
2017/04/16,-1.26
2017/04/17,2.66
2017/04/18,5.939
2017/04/19,4.49
2017/04/20,4.758
2017/04/21,6.334
2017/04/22,4.382
2017/04/23,5.035
2017/04/24,6.782
2017/04/25,6.337
2017/04/26,7.778
2017/04/27,9.054
2017/04/28,18.307
2017/04/29,22.026
2017/04/30,23.687
2017/05/01,30.621
2017/05/02,27.276
2017/05/03,26.974
2017/05/04,36.01
2017/05/05,42.877
2017/05/06,41.883
2017/05/07,43.792
2017/05/08,38.314
2017/05/09,33.451
2017/05/10,34.865
2017/05/11,29.3
2017/05/12,21.648
2017/05/13,15.637
2017/05/14,15.653
2017/05/15,10.74
2017/05/16,11.445
2017/05/17,8.451
2017/05/18,7.09
2017/05/19,19.089
2017/05/20,33.69
2017/05/21,40.487
2017/05/22,74.555
2017/05/23,79.875
2017/05/24,99.863
2017/05/25,107.089
2017/05/26,89.258
2017/05/27,63.22
2017/05/28,79.829
2017/05/29,87.123
2017/05/30,119.149
2017/05/31,140.446
2017/06/01,132.18
2017/06/02,111.305
2017/06/03,96.578
2017/06/04,105.467
2017/06/05,82.868
2017/06/06,92.978
2017/06/07,73.115
2017/06/08,61.848
2017/06/09,88.955
2017/06/10,149.764
2017/06/11,171.405
2017/06/12,190.725
2017/06/13,177.609
2017/06/14,146.826
2017/06/15,101.411
2017/06/16,125.897
2017/06/17,137.037
2017/06/18,124.428
2017/06/19,112.067
2017/06/20,104.315
2017/06/21,73
2017/06/22,67.909
2017/06/23,61.531
2017/06/24,21.524
2017/06/25,-42.025
2017/06/26,-106.9
2017/06/27,-140.401
2017/06/28,-83.848
2017/06/29,-19.681
2017/06/30,-56.605
2017/07/01,-89.971
2017/07/02,-96.176
2017/07/03,-79.518
2017/07/04,-84.606
2017/07/05,-69.635
2017/07/06,-58.281
2017/07/07,-73.553
2017/07/08,-79.157
2017/07/09,-53.504
2017/07/10,-34.157
2017/07/11,-48.664
2017/07/12,-85.733
2017/07/13,-96.941
2017/07/14,-95.449
2017/07/15,-83.807
2017/07/16,-110.412
2017/07/17,-107.031
2017/07/18,-75.389
2017/07/19,-41.938
2017/07/20,-48.632
2017/07/21,-31.133
2017/07/22,-17.294
2017/07/23,-16.309
2017/07/24,-0.691
2017/07/25,14.913
2017/07/26,-3.094
2017/07/27,-6.912
2017/07/28,0.755
2017/07/29,3.533
2017/07/30,42.272
2017/07/31,25.019
2017/08/01,16.215
2017/08/02,0.294
2017/08/03,5.579
2017/08/04,0.259
2017/08/05,14.281
2017/08/06,33.56
2017/08/07,40.311
2017/08/08,70.017
2017/08/09,98.627
2017/08/10,99.075
2017/08/11,104.127
2017/08/12,125.517
2017/08/13,97.124
2017/08/14,104.249
2017/08/15,71.416
2017/08/16,72.188
2017/08/17,81.711
2017/08/18,76.552
2017/08/19,54.071
2017/08/20,32.323
2017/08/21,53.873
2017/08/22,31.502
2017/08/23,20.22
2017/08/24,20.395
2017/08/25,30.485
2017/08/26,16.857
2017/08/27,41.117
2017/08/28,43.281
2017/08/29,73.296
2017/08/30,86.823
2017/08/31,81.962
2017/09/01,93.037
2017/09/02,69.05
2017/09/03,58.206
2017/09/04,-1.87
2017/09/05,-8.939
2017/09/06,14.532
2017/09/07,11.77
2017/09/08,-10.228
2017/09/09,-26.249
2017/09/10,-41.588
2017/09/11,-45.497
2017/09/12,-57.696
2017/09/13,-103.274
2017/09/14,-130.761
2017/09/15,-154.487
2017/09/16,-102.913
2017/09/17,-97.828
2017/09/18,-29.003
2017/09/19,-15.361
2017/09/20,-46.703
2017/09/21,-56.158
2017/09/22,-58.533
2017/09/23,-28.467
2017/09/24,-9.655
2017/09/25,-6.822
2017/09/26,-11.395
2017/09/27,19.807
2017/09/28,49.257
2017/09/29,54.559
2017/09/30,43.008
2017/10/01,46.843
2017/10/02,10.544
2017/10/03,5.558
2017/10/04,6.372
2017/10/05,16.119
2017/10/06,37.399
2017/10/07,33.64
2017/10/08,26.161
2017/10/09,10.425
2017/10/10,6.898
2017/10/11,3.926
2017/10/12,0.735
2017/10/13,30.639
2017/10/14,40.231
2017/10/15,31.746
2017/10/16,40.037
2017/10/17,30.931
2017/10/18,10.772
2017/10/19,15.927
2017/10/20,5.822
2017/10/21,-11.461
2017/10/22,-16.031
2017/10/23,-16.735
2017/10/24,3.937
2017/10/25,-5.37
2017/10/26,-8.831
2017/10/27,-27.788
2017/10/28,-47.176
2017/10/29,-30.494
2017/10/30,-32.964
2017/10/31,-17.428
2017/11/01,-5.21
2017/11/02,-24.407
2017/11/03,-11.087
2017/11/04,1.794
2017/11/05,1.97
2017/11/06,12.929
2017/11/07,-7.556
2017/11/08,5.289
2017/11/09,21.541
2017/11/10,14.731
2017/11/11,12.725
2017/11/12,7.266
2017/11/13,8.109
2017/11/14,20.403
2017/11/15,36.188
2017/11/16,43.655
2017/11/17,35.876
2017/11/18,34.57
2017/11/19,56.755
2017/11/20,62.457
2017/11/21,68.998
2017/11/22,65.496
2017/11/23,80.175
2017/11/24,119.634
2017/11/25,160.48
2017/11/26,149.554
2017/11/27,160.537
2017/11/28,143.273
2017/11/29,136.35
2017/11/30,106.291
2017/12/01,112.741
2017/12/02,128.122
2017/12/03,113.817
2017/12/04,103.058
2017/12/05,97.055
2017/12/06,73.615
2017/12/07,28.579
2017/12/08,21.37
2017/12/09,10.697
2017/12/10,-10.578
2017/12/11,-8.972
2017/12/12,90.112
2017/12/13,192.381
2017/12/14,272.484
2017/12/15,225.584
2017/12/16,231.344
2017/12/17,248.51
2017/12/18,270.897
2017/12/19,361.073
2017/12/20,357.121
2017/12/21,382.165
2017/12/22,230.085
2017/12/23,251.043
2017/12/24,214.23
2017/12/25,250.435
2017/12/26,184.113
2017/12/27,86.551
2017/12/28,0.468
2017/12/29,68.71
2017/12/30,11.03
2017/12/31,4.581
2018/01/01,16.321
2018/01/02,27.338
2018/01/03,90.189
2018/01/04,142.153
2018/01/05,298.646
2018/01/06,267.405
2018/01/07,419.363
2018/01/08,437.092
2018/01/09,472.786
2018/01/10,571.565
2018/01/11,517.309
2018/01/12,498.173
2018/01/13,651.083
2018/01/14,628.088
2018/01/15,580.989
2018/01/16,284.52
2018/01/17,68.081
2018/01/18,94.424
2018/01/19,69.639
2018/01/20,127.813
2018/01/21,4.786
2018/01/22,-125.25
2018/01/23,-232.46
2018/01/24,-305.966
2018/01/25,-153.619
2018/01/26,-186.725
2018/01/27,-274.327
2018/01/28,-161.102
2018/01/29,-141.724
2018/01/30,4.862
2018/01/31,144.483
2018/02/01,65.731
2018/02/02,-119.366
2018/02/03,-167.202
2018/02/04,-177.847
2018/02/05,-251.68
2018/02/06,-305.715
2018/02/07,-217.044
2018/02/08,-256.529
2018/02/09,-216.984
2018/02/10,-210.023
2018/02/11,-362.996
2018/02/12,-332.765
2018/02/13,-292.783
2018/02/14,-215.329
2018/02/15,-178.855
2018/02/16,4.14
2018/02/17,8.548
2018/02/18,36.202
2018/02/19,164.445
2018/02/20,259.972
2018/02/21,70.386
2018/02/22,16.533
2018/02/23,13.77
2018/02/24,-26.721
2018/02/25,15.022
2018/02/26,4.07
2018/02/27,32.564
2018/02/28,-13.982
2018/03/01,-65.91
2018/03/02,-71.002
2018/03/03,-104.073
2018/03/04,-90.107
2018/03/05,-79.184
2018/03/06,-106.111
2018/03/07,-87.154
2018/03/08,-92.281
2018/03/09,-160.098
2018/03/10,-120.343
2018/03/11,-138.306
2018/03/12,-146.531
2018/03/13,-184.423
2018/03/14,-209.794
2018/03/15,-264.327
2018/03/16,-254.079
2018/03/17,-275.748
2018/03/18,-345.886
2018/03/19,-322.717
2018/03/20,-289.142
2018/03/21,-212.845
2018/03/22,-190.544
2018/03/23,-162.52
2018/03/24,-186.643
2018/03/25,-179.487
2018/03/26,-215.031
2018/03/27,-231.366
2018/03/28,-209.108
2018/03/29,-187.422
2018/03/30,-224.551
2018/03/31,-184.243
2018/04/01,-126.114
2018/04/02,-153.766
2018/04/03,-142.642
2018/04/04,-177.958
2018/04/05,-169.976
2018/04/06,-151.179
2018/04/07,-152.82
2018/04/08,-127.024
2018/04/09,-95.521
2018/04/10,-60.601
2018/04/11,-31.639
2018/04/12,35.79
2018/04/13,119.774
2018/04/14,100.17
2018/04/15,137.669
2018/04/16,126.339
2018/04/17,110.393
2018/04/18,123.453
2018/04/19,164.967
2018/04/20,212.205
2018/04/21,219.996
2018/04/22,226.987
2018/04/23,235.018
2018/04/24,286.405
2018/04/25,224.025
2018/04/26,180.66
2018/04/27,160.691
2018/04/28,174.651
2018/04/29,164.147
2018/04/30,170.654
2018/05/01,145.95
2018/05/02,163.917
2018/05/03,190.502
2018/05/04,198.341
2018/05/05,204.823
2018/05/06,170.179
2018/05/07,103.832
2018/05/08,59.621
2018/05/09,95.895
2018/05/10,122.937
2018/05/11,33.457
2018/05/12,-5.242
2018/05/13,19.453
2018/05/14,35.926
2018/05/15,65.693
2018/05/16,16.233
2018/05/17,-34.19
2018/05/18,-104.226
2018/05/19,-112.515
2018/05/20,-81.491
2018/05/21,-36.136
2018/05/22,-67.683
2018/05/23,-124.999
2018/05/24,-167.003
2018/05/25,-104.175
2018/05/26,-74.962
2018/05/27,-128.068
2018/05/28,-180.219
2018/05/29,-180.753
2018/05/30,-132.828
2018/05/31,-127.433
2018/06/01,-102.397
2018/06/02,-108.268
2018/06/03,-100.144
2018/06/04,-105.065
2018/06/05,-86.187
2018/06/06,-9.919
2018/06/07,21.234
2018/06/08,7.124
2018/06/09,7.733
2018/06/10,-16.749
2018/06/11,-12.582
2018/06/12,-21.89
2018/06/13,-81.247
2018/06/14,-79.897
2018/06/15,-74.668
2018/06/16,-92.209
2018/06/17,-109.451
2018/06/18,-99.679
2018/06/19,-67.469
2018/06/20,-75.511
2018/06/21,-74.784
2018/06/22,-111.667
2018/06/23,-132.694
2018/06/24,-107.669
2018/06/25,-68.088
2018/06/26,-70.216
2018/06/27,-46.357
2018/06/28,-56.738
2018/06/29,-84.641
2018/06/30,-46.574
2018/07/01,-48.691
2018/07/02,-40.837
2018/07/03,-54.963
2018/07/04,-61.944
2018/07/05,-63.28
2018/07/06,-23.033
2018/07/07,-1.69
2018/07/08,36.378
2018/07/09,23.966
2018/07/10,-1.116
2018/07/11,4.88
2018/07/12,-1.806
2018/07/13,18.94
2018/07/14,-15.898
2018/07/15,-9.453
2018/07/16,2.959
2018/07/17,8.328
2018/07/18,27.404
2018/07/19,3.579
2018/07/20,-8.56
2018/07/21,-10.021
2018/07/22,-24.375
2018/07/23,-21.858
2018/07/24,18.08
2018/07/25,35.17
2018/07/26,41.97
2018/07/27,28.836
2018/07/28,33.431
2018/07/29,22.349
2018/07/30,-4.945
2018/07/31,-40.128
2018/08/01,-74.09
2018/08/02,-58.05
2018/08/03,-48.629
2018/08/04,-47.56
2018/08/05,-56.437
2018/08/06,-52.124
2018/08/07,-64.617
2018/08/08,-108.309
2018/08/09,-114.714
2018/08/10,-108.586
2018/08/11,-148.845
2018/08/12,-144.361
2018/08/13,-151.172
2018/08/14,-177.334
2018/08/15,-133.683
2018/08/16,-127.847
2018/08/17,-110.089
2018/08/18,-109.221
2018/08/19,-109.859
2018/08/20,-116.427
2018/08/21,-125.188
2018/08/22,-85.12
2018/08/23,-87.811
2018/08/24,-79.967
2018/08/25,-38.997
2018/08/26,-47.768
2018/08/27,-31.585
2018/08/28,24.598
2018/08/29,5.01
2018/08/30,-6.036
2018/08/31,-18.942
2018/09/01,-12.429
2018/09/02,-2.491
2018/09/03,-1.34
2018/09/04,9.551
2018/09/05,-16.38
2018/09/06,-47.357
2018/09/07,-53.53
2018/09/08,-67.595
2018/09/09,-76.461
2018/09/10,-80.604
2018/09/11,-98.295
2018/09/12,-116.177
2018/09/13,-84.731
2018/09/14,-67.922
2018/09/15,-71.87
2018/09/16,-76.465
2018/09/17,-77.166
2018/09/18,-84.259
2018/09/19,-55.467
2018/09/20,-15.542
2018/09/21,7.121
2018/09/22,28.644
2018/09/23,45.041
2018/09/24,40.136
2018/09/25,24.324
2018/09/26,38.992
2018/09/27,21.587
2018/09/28,12.861
2018/09/29,8.06
2018/09/30,14.836
2018/10/01,17.833
2018/10/02,25.267
2018/10/03,10.539
2018/10/04,13.148
2018/10/05,-6.963
2018/10/06,-14.882
2018/10/07,-18.197
2018/10/08,-8.942
2018/10/09,14.188
2018/10/10,10.557
2018/10/11,-17.008
2018/10/12,-29.592
2018/10/13,-27.082
2018/10/14,-32.184
2018/10/15,-21.139
2018/10/16,-17.683
2018/10/17,-9.657
2018/10/18,-16.263
2018/10/19,-18.992
2018/10/20,-19.739
2018/10/21,-16.273
2018/10/22,-21.733
2018/10/23,-24.734
2018/10/24,-20.887
2018/10/25,0.98
2018/10/26,6.873
2018/10/27,4.152
2018/10/28,3.349
2018/10/29,-8.856
2018/10/30,-14.33
2018/10/31,-13.415
2018/11/01,-9.24
2018/11/02,-3.263
2018/11/03,-5.802
2018/11/04,-3.758
2018/11/05,3.583
2018/11/06,9.61
2018/11/07,14.942
2018/11/08,12.318
2018/11/09,8.255
2018/11/10,8.812
2018/11/11,7.63
2018/11/12,11.351
2018/11/13,13.244
2018/11/14,1.003
2018/11/15,-19.362
2018/11/16,-22.223
2018/11/17,-25.321
2018/11/18,-26.89
2018/11/19,-49.259
2018/11/20,-73.609
2018/11/21,-85.266
2018/11/22,-81.285
2018/11/23,-88.082
2018/11/24,-89.629
2018/11/25,-101.06
2018/11/26,-98.904
2018/11/27,-102.583
2018/11/28,-80.276
2018/11/29,-59.495
2018/11/30,-62.814
2018/12/01,-58.325
2018/12/02,-59.478
2018/12/03,-47.974
2018/12/04,-28.876
2018/12/05,-26.895
2018/12/06,-33.857
2018/12/07,-35.546
2018/12/08,-31.387
2018/12/09,-16.384
2018/12/10,-20.282
2018/12/11,-17.194
2018/12/12,-26.941
2018/12/13,-29.639
2018/12/14,-29.659
2018/12/15,-32.035
2018/12/16,-30.507
2018/12/17,-21.642
2018/12/18,-15.333
2018/12/19,-3.024
2018/12/20,9.143
2018/12/21,26.383
2018/12/22,20.599
2018/12/23,35.931
2018/12/24,54.579
2018/12/25,40.082
2018/12/26,41.152
2018/12/27,35.253
2018/12/28,38.241
2018/12/29,54.501
2018/12/30,51.162
2018/12/31,46.629
2019/01/01,40.768
2019/01/02,45.021
2019/01/03,43.105
2019/01/04,38.711
2019/01/05,47.014
2019/01/06,25.659
2019/01/07,7.394
2019/01/08,21.014
2019/01/09,20.368
2019/01/10,11.796
2019/01/11,3.103
2019/01/12,-12.468
2019/01/13,-16.224
2019/01/14,-15.033
2019/01/15,-9.007
2019/01/16,-26.824
2019/01/17,-30.309
2019/01/18,-31.265
2019/01/19,-35.566
2019/01/20,-34.468
2019/01/21,-37.467
2019/01/22,-33.294
2019/01/23,-33.737
2019/01/24,-20.025
2019/01/25,-10.912
2019/01/26,-9.864
2019/01/27,-7.193
2019/01/28,-15.299
2019/01/29,-22.068
2019/01/30,-15.386
2019/01/31,-13.886
2019/02/01,-15.069
2019/02/02,-16.249
2019/02/03,-13.165
2019/02/04,-10.165
2019/02/05,-10.97
2019/02/06,-15.037
2019/02/07,-12.164
2019/02/08,-6.285
2019/02/09,2.245
2019/02/10,3.601
2019/02/11,14.425
2019/02/12,15.461
2019/02/13,15.317
2019/02/14,14.088
2019/02/15,15.235
2019/02/16,15.511
2019/02/17,18.027
2019/02/18,34.248
2019/02/19,40.406
2019/02/20,41.967
2019/02/21,41.178
2019/02/22,37.283
2019/02/23,31.9
2019/02/24,35.493
2019/02/25,17.564
2019/02/26,16.152
2019/02/27,14
2019/02/28,14.716
2019/03/01,14.646
2019/03/02,10.897
2019/03/03,6.779
2019/03/04,-14.369
2019/03/05,-16.095
2019/03/06,-8.055
2019/03/07,-7.914
2019/03/08,-10.86
2019/03/09,-14.081
2019/03/10,-18.273
2019/03/11,-4.954
2019/03/12,-3.691
2019/03/13,-4.354
2019/03/14,-4.749
2019/03/15,-1.501
2019/03/16,7.496
2019/03/17,6.091
2019/03/18,11.507
2019/03/19,7.089
2019/03/20,0.931
2019/03/21,-0.261
2019/03/22,-0.344
2019/03/23,0.115
2019/03/24,0.451
2019/03/25,1.332
2019/03/26,0.645
2019/03/27,5.561
2019/03/28,6.231
2019/03/29,5.275
2019/03/30,1.649
2019/03/31,2.365
2019/04/01,3.56
2019/04/02,14.819
2019/04/03,31.419
2019/04/04,22.704
2019/04/05,26.832
2019/04/06,28.271
2019/04/07,32.405
2019/04/08,44.873
2019/04/09,42.966
2019/04/10,41.426
2019/04/11,29.298
2019/04/12,23.765
2019/04/13,21.168
2019/04/14,22.337
2019/04/15,22.848
2019/04/16,10.202
2019/04/17,-3.531
2019/04/18,12.111
2019/04/19,9.371
2019/04/20,8.465
2019/04/21,1.325
2019/04/22,-9.326
2019/04/23,-3.403
2019/04/24,-13.39
2019/04/25,-4.342
2019/04/26,-8.643
2019/04/27,-6.791
2019/04/28,-5.929
2019/04/29,-9.228
2019/04/30,-4.775
2019/05/01,-5.042
2019/05/02,-11.936
2019/05/03,-6.241
2019/05/04,-9.554
2019/05/05,-7.047
