Date,fee_to_reward14rsiUSD
2016/12/21,58.753
2016/12/22,50.358
2016/12/23,45.707
2016/12/24,43.808
2016/12/25,42.793
2016/12/26,42.411
2016/12/27,50.692
2016/12/28,47.884
2016/12/29,52.616
2016/12/30,54.658
2016/12/31,46.394
2017/01/01,44.621
2017/01/02,46.394
2017/01/03,52.903
2017/01/04,52.123
2017/01/05,49.703
2017/01/06,47.954
2017/01/07,46.982
2017/01/08,49.002
2017/01/09,50.842
2017/01/10,52.986
2017/01/11,49.902
2017/01/12,51.595
2017/01/13,50.499
2017/01/14,45.602
2017/01/15,46.403
2017/01/16,48.681
2017/01/17,54.243
2017/01/18,49.613
2017/01/19,47.164
2017/01/20,49.926
2017/01/21,47.24
2017/01/22,51.464
2017/01/23,50.889
2017/01/24,55.871
2017/01/25,52.651
2017/01/26,51.082
2017/01/27,50.868
2017/01/28,48.442
2017/01/29,46.196
2017/01/30,47.698
2017/01/31,47.438
2017/02/01,54.183
2017/02/02,51.094
2017/02/03,49.604
2017/02/04,47.837
2017/02/05,50.407
2017/02/06,51.514
2017/02/07,61.739
2017/02/08,58.473
2017/02/09,55.099
2017/02/10,60.198
2017/02/11,51.308
2017/02/12,53.05
2017/02/13,67.169
2017/02/14,57.321
2017/02/15,64.909
2017/02/16,48.882
2017/02/17,48.811
2017/02/18,52.026
2017/02/19,47.511
2017/02/20,50.013
2017/02/21,56.859
2017/02/22,54.979
2017/02/23,50.463
2017/02/24,49.38
2017/02/25,51.013
2017/02/26,47.769
2017/02/27,51.56
2017/02/28,54.311
2017/03/01,55.587
2017/03/02,56.604
2017/03/03,51.192
2017/03/04,48.781
2017/03/05,49.024
2017/03/06,47.94
2017/03/07,49.965
2017/03/08,47.041
2017/03/09,54.595
2017/03/10,56.893
2017/03/11,52.08
2017/03/12,52.89
2017/03/13,66.679
2017/03/14,66.057
2017/03/15,58.064
2017/03/16,66.572
2017/03/17,65.507
2017/03/18,52.073
2017/03/19,50.967
2017/03/20,50.294
2017/03/21,54.347
2017/03/22,51.772
2017/03/23,52.525
2017/03/24,56.252
2017/03/25,50.352
2017/03/26,50.269
2017/03/27,59.813
2017/03/28,52.841
2017/03/29,54.492
2017/03/30,55.675
2017/03/31,58.147
2017/04/01,48.047
2017/04/02,52.644
2017/04/03,55.544
2017/04/04,50.835
2017/04/05,52.215
2017/04/06,54.993
2017/04/07,53.984
2017/04/08,44.646
2017/04/09,47.51
2017/04/10,50.734
2017/04/11,48.393
2017/04/12,57.901
2017/04/13,49.357
2017/04/14,49.298
2017/04/15,47.968
2017/04/16,46.387
2017/04/17,48.907
2017/04/18,54.967
2017/04/19,57.836
2017/04/20,53.397
2017/04/21,60.875
2017/04/22,53.524
2017/04/23,49.13
2017/04/24,52.734
2017/04/25,53.894
2017/04/26,53.855
2017/04/27,58.637
2017/04/28,54.283
2017/04/29,50.68
2017/04/30,54.272
2017/05/01,63.076
2017/05/02,64.819
2017/05/03,50.534
2017/05/04,55.255
2017/05/05,52.158
2017/05/06,52.172
2017/05/07,58.311
2017/05/08,55.239
2017/05/09,58.043
2017/05/10,57.558
2017/05/11,58.87
2017/05/12,58.304
2017/05/13,58.412
2017/05/14,59.636
2017/05/15,67.301
2017/05/16,68.34
2017/05/17,81.662
2017/05/18,61.485
2017/05/19,64.014
2017/05/20,58.867
2017/05/21,59.63
2017/05/22,63.264
2017/05/23,72.276
2017/05/24,73.969
2017/05/25,61.503
2017/05/26,58.857
2017/05/27,54.644
2017/05/28,56.124
2017/05/29,54.292
2017/05/30,68.557
2017/05/31,79.324
2017/06/01,54.372
2017/06/02,57.645
2017/06/03,52.083
2017/06/04,54.042
2017/06/05,51.01
2017/06/06,54.332
2017/06/07,54.974
2017/06/08,51.87
2017/06/09,52.735
2017/06/10,49.38
2017/06/11,56.837
2017/06/12,65.787
2017/06/13,52.32
2017/06/14,50.182
2017/06/15,51.604
2017/06/16,50.193
2017/06/17,48.943
2017/06/18,49.759
2017/06/19,51.834
2017/06/20,71.09
2017/06/21,75.986
2017/06/22,63.876
2017/06/23,54.745
2017/06/24,58.037
2017/06/25,51.539
2017/06/26,55.021
2017/06/27,48.447
2017/06/28,55.446
2017/06/29,51.933
2017/06/30,48.453
2017/07/01,47.494
2017/07/02,47.562
2017/07/03,51.074
2017/07/04,49.251
2017/07/05,50.613
2017/07/06,46.881
2017/07/07,48.654
2017/07/08,49.03
2017/07/09,45.013
2017/07/10,46.611
2017/07/11,48.034
2017/07/12,50.417
2017/07/13,50.415
2017/07/14,47.538
2017/07/15,47.858
2017/07/16,47.385
2017/07/17,47.838
2017/07/18,56.701
2017/07/19,49.824
2017/07/20,46.024
2017/07/21,47.267
2017/07/22,44.588
2017/07/23,48.636
2017/07/24,50.049
2017/07/25,52.735
2017/07/26,48.56
2017/07/27,47.04
2017/07/28,47.955
2017/07/29,43.138
2017/07/30,43.233
2017/07/31,45.736
2017/08/01,51.014
2017/08/02,48.989
2017/08/03,49.143
2017/08/04,47.113
2017/08/05,49.191
2017/08/06,49.947
2017/08/07,57.013
2017/08/08,58.329
2017/08/09,50.539
2017/08/10,54.882
2017/08/11,57.656
2017/08/12,56.562
2017/08/13,52.367
2017/08/14,55.858
2017/08/15,59.033
2017/08/16,75.779
2017/08/17,61.72
2017/08/18,66.928
2017/08/19,54.001
2017/08/20,46.846
2017/08/21,48.067
2017/08/22,47.79
2017/08/23,47.408
2017/08/24,47.894
2017/08/25,50.261
2017/08/26,49.603
2017/08/27,48.304
2017/08/28,52.022
2017/08/29,61.587
2017/08/30,56.402
2017/08/31,65.495
2017/09/01,56.838
2017/09/02,50.518
2017/09/03,47.432
2017/09/04,55.345
2017/09/05,58.882
2017/09/06,64.134
2017/09/07,61.937
2017/09/08,62.585
2017/09/09,49.579
2017/09/10,48.212
2017/09/11,47.754
2017/09/12,51.773
2017/09/13,50.351
2017/09/14,48.101
2017/09/15,56.313
2017/09/16,57.405
2017/09/17,46.256
2017/09/18,47.684
2017/09/19,46.776
2017/09/20,53.655
2017/09/21,45.37
2017/09/22,47.016
2017/09/23,47.761
2017/09/24,52.811
2017/09/25,51.063
2017/09/26,51.333
2017/09/27,50.264
2017/09/28,50.27
2017/09/29,48.741
2017/09/30,50.872
2017/10/01,48.462
2017/10/02,48.993
2017/10/03,51.764
2017/10/04,51.545
2017/10/05,51.696
2017/10/06,55.546
2017/10/07,46.78
2017/10/08,49.632
2017/10/09,51.338
2017/10/10,52.414
2017/10/11,55.149
2017/10/12,53.462
2017/10/13,56.183
2017/10/14,50.926
2017/10/15,49.723
2017/10/16,44.715
2017/10/17,39.25
2017/10/18,37.689
2017/10/19,37.026
2017/10/20,45.991
2017/10/21,38.002
2017/10/22,36.416
2017/10/23,40.821
2017/10/24,45.947
2017/10/25,43.192
2017/10/26,42.087
2017/10/27,43.489
2017/10/28,40.531
2017/10/29,40.586
2017/10/30,45.035
2017/10/31,46.113
2017/11/01,49.658
2017/11/02,50.425
2017/11/03,44.337
2017/11/04,40.407
2017/11/05,39.504
2017/11/06,43.82
2017/11/07,46.677
2017/11/08,49.769
2017/11/09,48.894
2017/11/10,46.178
2017/11/11,43.461
2017/11/12,47.822
2017/11/13,49.366
2017/11/14,52.753
2017/11/15,56.766
2017/11/16,50.693
2017/11/17,52.627
2017/11/18,45.096
2017/11/19,47.107
2017/11/20,53.639
2017/11/21,53.055
2017/11/22,53.26
2017/11/23,52.485
2017/11/24,48.498
2017/11/25,46.408
2017/11/26,51.14
2017/11/27,54.775
2017/11/28,57.56
2017/11/29,59.971
2017/11/30,56.247
2017/12/01,56.383
2017/12/02,50.175
2017/12/03,55.043
2017/12/04,74.055
2017/12/05,81.401
2017/12/06,85.643
2017/12/07,90.275
2017/12/08,90.744
2017/12/09,84.383
2017/12/10,76.84
2017/12/11,64.437
2017/12/12,64.173
2017/12/13,58.408
2017/12/14,64.014
2017/12/15,57.773
2017/12/16,58.271
2017/12/17,51.498
2017/12/18,50.891
2017/12/19,57.03
2017/12/20,61.302
2017/12/21,62.266
2017/12/22,58.878
2017/12/23,48.909
2017/12/24,45.805
2017/12/25,40.897
2017/12/26,40.75
2017/12/27,42.828
2017/12/28,43.1
2017/12/29,47.583
2017/12/30,46.593
2017/12/31,44.429
2018/01/01,41.931
2018/01/02,49.617
2018/01/03,53.347
2018/01/04,57.689
2018/01/05,73.927
2018/01/06,76.703
2018/01/07,66.127
2018/01/08,67.141
2018/01/09,68.208
2018/01/10,71.451
2018/01/11,63.487
2018/01/12,54.273
2018/01/13,55.529
2018/01/14,53.112
2018/01/15,54.14
2018/01/16,52.923
2018/01/17,51.238
2018/01/18,52.762
2018/01/19,48.369
2018/01/20,46.548
2018/01/21,41.352
2018/01/22,39.344
2018/01/23,43.253
2018/01/24,41.613
2018/01/25,38.716
2018/01/26,37.383
2018/01/27,35.357
2018/01/28,37.048
2018/01/29,45.065
2018/01/30,42.332
2018/01/31,42.154
2018/02/01,50.984
2018/02/02,45.467
2018/02/03,40.973
2018/02/04,40.482
2018/02/05,40.931
2018/02/06,42.462
2018/02/07,40.917
2018/02/08,37.466
2018/02/09,39.272
2018/02/10,40.501
2018/02/11,38.454
2018/02/12,38.322
2018/02/13,38.113
2018/02/14,39.018
2018/02/15,38.396
2018/02/16,37.726
2018/02/17,40.708
2018/02/18,44.73
2018/02/19,41.12
2018/02/20,44.847
2018/02/21,44.014
2018/02/22,40.689
2018/02/23,40.677
2018/02/24,41.132
2018/02/25,38.773
2018/02/26,38.47
2018/02/27,39.57
2018/02/28,48.646
2018/03/01,41.91
2018/03/02,48.164
2018/03/03,41.356
2018/03/04,42.576
2018/03/05,45.609
2018/03/06,42.44
2018/03/07,46.451
2018/03/08,44.25
2018/03/09,42.689
2018/03/10,39.014
2018/03/11,37.779
2018/03/12,45.566
2018/03/13,41.149
2018/03/14,42.391
2018/03/15,41.426
2018/03/16,40.852
2018/03/17,38.26
2018/03/18,41.644
2018/03/19,42.51
2018/03/20,42.177
2018/03/21,46.744
2018/03/22,45.55
2018/03/23,47.593
2018/03/24,43.402
2018/03/25,41.177
2018/03/26,45.348
2018/03/27,43.461
2018/03/28,43.8
2018/03/29,45.258
2018/03/30,43.104
2018/03/31,38.945
2018/04/01,37.486
2018/04/02,42.265
2018/04/03,44.248
2018/04/04,41.218
2018/04/05,55.099
2018/04/06,45.938
2018/04/07,41.864
2018/04/08,44.376
2018/04/09,45.946
2018/04/10,44.997
2018/04/11,47.617
2018/04/12,51.052
2018/04/13,54.112
2018/04/14,46.772
2018/04/15,45.455
2018/04/16,48.031
2018/04/17,49.78
2018/04/18,53.963
2018/04/19,54.911
2018/04/20,55.476
2018/04/21,47.972
2018/04/22,48.939
2018/04/23,51.211
2018/04/24,57.198
2018/04/25,55.008
2018/04/26,55.049
2018/04/27,57.351
2018/04/28,55.023
2018/04/29,60.386
2018/04/30,61.765
2018/05/01,51.367
2018/05/02,52.801
2018/05/03,59.116
2018/05/04,57.318
2018/05/05,48.549
2018/05/06,45.719
2018/05/07,49.841
2018/05/08,52.119
2018/05/09,55.324
2018/05/10,66.055
2018/05/11,64.157
2018/05/12,50.627
2018/05/13,52.171
2018/05/14,58.701
2018/05/15,58.766
2018/05/16,60.647
2018/05/17,63.149
2018/05/18,60.317
2018/05/19,54.711
2018/05/20,51.746
2018/05/21,55.89
2018/05/22,59.911
2018/05/23,59.506
2018/05/24,57.177
2018/05/25,53.857
2018/05/26,48.724
2018/05/27,46.214
2018/05/28,60.677
2018/05/29,59.125
2018/05/30,60.8
2018/05/31,67.534
2018/06/01,57.787
2018/06/02,46.394
2018/06/03,46.038
2018/06/04,51.457
2018/06/05,48.279
2018/06/06,53.636
2018/06/07,47.552
2018/06/08,44.963
2018/06/09,41.449
2018/06/10,41.905
2018/06/11,42.95
2018/06/12,43.008
2018/06/13,44.246
2018/06/14,46.258
2018/06/15,50.02
2018/06/16,41.002
2018/06/17,38.505
2018/06/18,39.761
2018/06/19,46.67
2018/06/20,45.435
2018/06/21,44.706
2018/06/22,54.248
2018/06/23,43.29
2018/06/24,45.101
2018/06/25,50.066
2018/06/26,45.51
2018/06/27,45.572
2018/06/28,45.037
2018/06/29,46.144
2018/06/30,75.179
2018/07/01,83.455
2018/07/02,89.155
2018/07/03,73.335
2018/07/04,63.335
2018/07/05,59.996
2018/07/06,64.466
2018/07/07,61.234
2018/07/08,48.378
2018/07/09,46.466
2018/07/10,43.961
2018/07/11,44.807
2018/07/12,49.456
2018/07/13,51.002
2018/07/14,59.728
2018/07/15,61.613
2018/07/16,43.896
2018/07/17,43.283
2018/07/18,43.269
2018/07/19,42.972
2018/07/20,44.184
2018/07/21,44.329
2018/07/22,42.584
2018/07/23,44.684
2018/07/24,43.92
2018/07/25,43.597
2018/07/26,43.188
2018/07/27,42.875
2018/07/28,43.914
2018/07/29,42.347
2018/07/30,43.097
2018/07/31,43.209
2018/08/01,42.939
2018/08/02,42.901
2018/08/03,43.179
2018/08/04,42.79
2018/08/05,41.726
2018/08/06,45.641
2018/08/07,60.274
2018/08/08,72.989
2018/08/09,67.353
2018/08/10,55.65
2018/08/11,45.841
2018/08/12,44.604
2018/08/13,46.166
2018/08/14,47.22
2018/08/15,47.249
2018/08/16,46.101
2018/08/17,58.679
2018/08/18,46.324
2018/08/19,45.911
2018/08/20,46.129
2018/08/21,46.003
2018/08/22,49.248
2018/08/23,47.207
2018/08/24,50.408
2018/08/25,45.868
2018/08/26,47.845
2018/08/27,46.427
2018/08/28,46.619
2018/08/29,47.621
2018/08/30,47.337
2018/08/31,47.561
2018/09/01,46.287
2018/09/02,45.812
2018/09/03,46.631
2018/09/04,48.345
2018/09/05,46.623
2018/09/06,49.455
2018/09/07,49.399
2018/09/08,47.511
2018/09/09,48.166
2018/09/10,48.49
2018/09/11,50.408
2018/09/12,50.379
2018/09/13,50.511
2018/09/14,46.633
2018/09/15,46.274
2018/09/16,45.774
2018/09/17,48.406
2018/09/18,49.013
2018/09/19,57.144
2018/09/20,50.316
2018/09/21,54.249
2018/09/22,47.762
2018/09/23,46.207
2018/09/24,51.468
2018/09/25,50.758
2018/09/26,51.696
2018/09/27,52.996
2018/09/28,54.941
2018/09/29,55.384
2018/09/30,50.373
2018/10/01,54.159
2018/10/02,55.205
2018/10/03,46.85
2018/10/04,46.765
2018/10/05,46.436
2018/10/06,40.74
2018/10/07,41.934
2018/10/08,47.757
2018/10/09,46.024
2018/10/10,48.981
2018/10/11,49.944
2018/10/12,49.065
2018/10/13,43.333
2018/10/14,41.525
2018/10/15,48.298
2018/10/16,45.582
2018/10/17,47.256
2018/10/18,46.235
2018/10/19,49.372
2018/10/20,46.413
2018/10/21,44.893
2018/10/22,49.184
2018/10/23,49.087
2018/10/24,53.47
2018/10/25,57.229
2018/10/26,52.927
2018/10/27,45.625
2018/10/28,44.654
2018/10/29,50.426
2018/10/30,50.268
2018/10/31,49.903
2018/11/01,49.305
2018/11/02,52.176
2018/11/03,46.804
2018/11/04,45.669
2018/11/05,55.476
2018/11/06,55.977
2018/11/07,52.476
2018/11/08,55.05
2018/11/09,48.763
2018/11/10,41.898
2018/11/11,40.899
2018/11/12,51.76
2018/11/13,53.66
2018/11/14,58.866
2018/11/15,61.342
2018/11/16,55.378
2018/11/17,48.215
2018/11/18,50.439
2018/11/19,58.901
2018/11/20,59.487
2018/11/21,52.485
2018/11/22,51.561
2018/11/23,52.635
2018/11/24,48.741
2018/11/25,52.676
2018/11/26,52.165
2018/11/27,50.477
2018/11/28,58.259
2018/11/29,61.608
2018/11/30,67.624
2018/12/01,52.181
2018/12/02,49.469
2018/12/03,53.004
2018/12/04,53.342
2018/12/05,54.974
2018/12/06,48.185
2018/12/07,47.656
2018/12/08,41.874
2018/12/09,41.478
2018/12/10,44.553
2018/12/11,43.965
2018/12/12,43.274
2018/12/13,45.542
2018/12/14,45.776
2018/12/15,41.592
2018/12/16,40.361
2018/12/17,47.21
2018/12/18,50.192
2018/12/19,50.876
2018/12/20,50.778
2018/12/21,49.534
2018/12/22,42.516
2018/12/23,45.522
2018/12/24,50.44
2018/12/25,50.944
2018/12/26,46.903
2018/12/27,44.132
2018/12/28,46.14
2018/12/29,42.903
2018/12/30,58.792
2018/12/31,45.883
2019/01/01,44.302
2019/01/02,46.898
2019/01/03,47.186
2019/01/04,49.147
2019/01/05,49.551
2019/01/06,45.216
2019/01/07,46.379
2019/01/08,46.604
2019/01/09,45.297
2019/01/10,50.717
2019/01/11,48.418
2019/01/12,42.472
2019/01/13,43.771
2019/01/14,59.675
2019/01/15,53.548
2019/01/16,51.722
2019/01/17,48.578
2019/01/18,50.844
2019/01/19,48.226
2019/01/20,47.082
2019/01/21,52.283
2019/01/22,56.981
2019/01/23,51.927
2019/01/24,52.142
2019/01/25,49.679
2019/01/26,45.933
2019/01/27,46.015
2019/01/28,55.004
2019/01/29,51.255
2019/01/30,52.767
2019/01/31,55.591
2019/02/01,53.405
2019/02/02,46.824
2019/02/03,44.868
2019/02/04,45.614
2019/02/05,46.001
2019/02/06,47.781
2019/02/07,48.732
2019/02/08,52.048
2019/02/09,48.423
2019/02/10,51.034
2019/02/11,56.863
2019/02/12,55.568
2019/02/13,60.526
2019/02/14,58.267
2019/02/15,64.401
2019/02/16,57.12
2019/02/17,57.778
2019/02/18,67.144
2019/02/19,66.528
2019/02/20,63.547
2019/02/21,62.004
2019/02/22,59.1
2019/02/23,52.626
2019/02/24,60.136
2019/02/25,64.507
2019/02/26,63.989
2019/02/27,58.306
2019/02/28,63.427
2019/03/01,50.19
2019/03/02,45.955
2019/03/03,44.117
2019/03/04,51.696
2019/03/05,51.477
2019/03/06,50.504
2019/03/07,50.135
2019/03/08,49.665
2019/03/09,46.049
2019/03/10,41.518
2019/03/11,46.02
2019/03/12,46.129
2019/03/13,45.496
2019/03/14,43.09
2019/03/15,43.842
2019/03/16,38.473
2019/03/17,39.285
2019/03/18,54.203
2019/03/19,55.433
2019/03/20,50.998
2019/03/21,62.729
2019/03/22,55.023
2019/03/23,47.028
2019/03/24,47.059
2019/03/25,53.495
2019/03/26,54.3
2019/03/27,56.581
2019/03/28,52.309
2019/03/29,56.124
2019/03/30,48.417
2019/03/31,48.389
2019/04/01,54.976
2019/04/02,59.62
2019/04/03,64.357
2019/04/04,53.315
2019/04/05,47.418
2019/04/06,44.955
2019/04/07,45.337
2019/04/08,51.131
2019/04/09,48.215
2019/04/10,60.086
2019/04/11,78.93
2019/04/12,71.536
2019/04/13,61.765
2019/04/14,59.67
2019/04/15,62.877
2019/04/16,67.348
2019/04/17,69.068
2019/04/18,71.227
2019/04/19,50.995
2019/04/20,40.995
2019/04/21,41.381
2019/04/22,42.367
2019/04/23,42.864
2019/04/24,42.63
2019/04/25,41.714
2019/04/26,43.986
2019/04/27,41.151
2019/04/28,41.58
2019/04/29,42.449
2019/04/30,43.219
2019/05/01,43.37
2019/05/02,45.578
2019/05/03,44.93
2019/05/04,42.862
2019/05/05,43.404
2019/05/06,46.55
2019/05/07,49.507
2019/05/08,46.767
2019/05/09,46.332
2019/05/10,48.094
2019/05/11,45.474
2019/05/12,45.48
2019/05/13,49.826
2019/05/14,53.262
2019/05/15,58.343
2019/05/16,65.944
2019/05/17,58.057
2019/05/18,51.347
2019/05/19,48.553
2019/05/20,51.846
2019/05/21,48.127
2019/05/22,53.923
2019/05/23,50.892
2019/05/24,52.352
2019/05/25,46.841
2019/05/26,44.069
2019/05/27,53.117
2019/05/28,52.636
2019/05/29,53.176
2019/05/30,56.013
2019/05/31,52.446
2019/06/01,51.724
2019/06/02,45.243
2019/06/03,49.558
2019/06/04,49.798
2019/06/05,48.812
2019/06/06,47.704
2019/06/07,46.355
2019/06/08,57.35
2019/06/09,43.878
2019/06/10,55.686
2019/06/11,51.338
2019/06/12,45.853
2019/06/13,45.892
2019/06/14,49.412
2019/06/15,53.292
2019/06/16,46.129
2019/06/17,54.416
2019/06/18,48.542
2019/06/19,50.864
2019/06/20,55.287
2019/06/21,47.049
2019/06/22,46.351
