Date,price30varUSD
2016/01/01,0.004
2016/01/02,0.004
2016/01/03,0.004
2016/01/04,0.004
2016/01/05,0.004
2016/01/06,0.004
2016/01/07,0.003
2016/01/08,0.003
2016/01/09,0.003
2016/01/10,0.004
2016/01/11,0.004
2016/01/12,0.006
2016/01/13,0.007
2016/01/14,0.008
2016/01/15,0.01
2016/01/16,0.012
2016/01/17,0.014
2016/01/18,0.02
2016/01/19,0.024
2016/01/20,0.03
2016/01/21,0.037
2016/01/22,0.042
2016/01/23,0.054
2016/01/24,0.086
2016/01/25,0.124
2016/01/26,0.18
2016/01/27,0.216
2016/01/28,0.252
2016/01/29,0.285
2016/01/30,0.316
2016/01/31,0.332
2016/02/01,0.337
2016/02/02,0.339
2016/02/03,0.346
2016/02/04,0.354
2016/02/05,0.356
2016/02/06,0.353
2016/02/07,0.354
2016/02/08,0.38
2016/02/09,0.43
2016/02/10,0.572
2016/02/11,0.791
2016/02/12,1.17
2016/02/13,1.323
2016/02/14,1.438
2016/02/15,1.615
2016/02/16,1.662
2016/02/17,1.625
2016/02/18,1.563
2016/02/19,1.53
2016/02/20,1.479
2016/02/21,1.407
2016/02/22,1.406
2016/02/23,1.488
2016/02/24,1.576
2016/02/25,1.73
2016/02/26,1.795
2016/02/27,1.872
2016/02/28,1.952
2016/02/29,1.996
2016/03/01,2.032
2016/03/02,2.221
2016/03/03,2.651
2016/03/04,3.011
2016/03/05,3.887
2016/03/06,4.585
2016/03/07,4.871
2016/03/08,4.886
2016/03/09,5.125
2016/03/10,5.64
2016/03/11,6.029
2016/03/12,6.992
2016/03/13,8.528
2016/03/14,9.409
2016/03/15,9.86
2016/03/16,10.459
2016/03/17,10.369
2016/03/18,9.759
2016/03/19,9.08
2016/03/20,8.43
2016/03/21,7.75
2016/03/22,7.042
2016/03/23,6.49
2016/03/24,5.958
2016/03/25,5.356
2016/03/26,4.834
2016/03/27,4.179
2016/03/28,3.556
2016/03/29,2.957
2016/03/30,2.304
2016/03/31,1.686
2016/04/01,1.335
2016/04/02,1.188
2016/04/03,1.033
2016/04/04,1.03
2016/04/05,1.045
2016/04/06,1.028
2016/04/07,0.95
2016/04/08,1.008
2016/04/09,1.117
2016/04/10,1.363
2016/04/11,1.523
2016/04/12,1.504
2016/04/13,1.59
2016/04/14,1.632
2016/04/15,1.552
2016/04/16,1.652
2016/04/17,1.69
2016/04/18,1.737
2016/04/19,1.785
2016/04/20,1.849
2016/04/21,1.859
2016/04/22,1.872
2016/04/23,1.906
2016/04/24,1.952
2016/04/25,2.021
2016/04/26,2.144
2016/04/27,2.152
2016/04/28,2.101
2016/04/29,1.965
2016/04/30,1.737
2016/05/01,1.499
2016/05/02,1.289
2016/05/03,1.068
2016/05/04,0.873
2016/05/05,0.76
2016/05/06,0.669
2016/05/07,0.581
2016/05/08,0.541
2016/05/09,0.53
2016/05/10,0.549
2016/05/11,0.587
2016/05/12,0.638
2016/05/13,0.717
2016/05/14,0.773
2016/05/15,0.815
2016/05/16,0.879
2016/05/17,1.118
2016/05/18,1.61
2016/05/19,2.325
2016/05/20,3.092
2016/05/21,3.573
2016/05/22,4.054
2016/05/23,4.457
2016/05/24,4.579
2016/05/25,4.496
2016/05/26,4.271
2016/05/27,3.969
2016/05/28,3.596
2016/05/29,3.231
2016/05/30,3.024
2016/05/31,2.948
2016/06/01,3.046
2016/06/02,3.1
2016/06/03,3.079
2016/06/04,3.021
2016/06/05,2.957
2016/06/06,2.806
2016/06/07,2.623
2016/06/08,2.472
2016/06/09,2.231
2016/06/10,1.981
2016/06/11,1.762
2016/06/12,1.662
2016/06/13,1.76
2016/06/14,2.157
2016/06/15,2.543
2016/06/16,3.402
2016/06/17,3.699
2016/06/18,3.754
2016/06/19,3.88
2016/06/20,4.057
2016/06/21,4.195
2016/06/22,4.196
2016/06/23,4.196
2016/06/24,4.113
2016/06/25,4.027
2016/06/26,3.766
2016/06/27,3.498
2016/06/28,3.382
2016/06/29,3.421
2016/06/30,3.499
2016/07/01,3.64
2016/07/02,3.791
2016/07/03,3.95
2016/07/04,4.152
2016/07/05,4.553
2016/07/06,4.907
2016/07/07,5.35
2016/07/08,5.653
2016/07/09,5.833
2016/07/10,6.021
2016/07/11,6.249
2016/07/12,6.392
2016/07/13,6.155
2016/07/14,5.258
2016/07/15,4.136
2016/07/16,2.411
2016/07/17,1.493
2016/07/18,1.472
2016/07/19,1.48
2016/07/20,1.482
2016/07/21,1.491
2016/07/22,1.396
2016/07/23,1.57
2016/07/24,1.515
2016/07/25,1.408
2016/07/26,1.296
2016/07/27,1.177
2016/07/28,1.149
2016/07/29,1.172
2016/07/30,1.183
2016/07/31,1.184
2016/08/01,1.183
2016/08/02,1.263
2016/08/03,1.408
2016/08/04,1.39
2016/08/05,1.368
2016/08/06,1.311
2016/08/07,1.278
2016/08/08,1.278
2016/08/09,1.253
2016/08/10,1.21
2016/08/11,1.154
2016/08/12,1.087
2016/08/13,1.066
2016/08/14,1.072
2016/08/15,1.088
2016/08/16,1.094
2016/08/17,1.11
2016/08/18,1.13
2016/08/19,1.166
2016/08/20,1.168
2016/08/21,1.078
2016/08/22,0.821
2016/08/23,0.714
2016/08/24,0.603
2016/08/25,0.534
2016/08/26,0.477
2016/08/27,0.408
2016/08/28,0.339
2016/08/29,0.268
2016/08/30,0.233
2016/08/31,0.228
2016/09/01,0.233
2016/09/02,0.17
2016/09/03,0.172
2016/09/04,0.172
2016/09/05,0.163
2016/09/06,0.157
2016/09/07,0.153
2016/09/08,0.15
2016/09/09,0.13
2016/09/10,0.125
2016/09/11,0.128
2016/09/12,0.131
2016/09/13,0.143
2016/09/14,0.151
2016/09/15,0.16
2016/09/16,0.171
2016/09/17,0.198
2016/09/18,0.224
2016/09/19,0.266
2016/09/20,0.383
2016/09/21,0.505
2016/09/22,0.535
2016/09/23,0.57
2016/09/24,0.581
2016/09/25,0.589
2016/09/26,0.581
2016/09/27,0.562
2016/09/28,0.539
2016/09/29,0.51
2016/09/30,0.493
2016/10/01,0.506
2016/10/02,0.516
2016/10/03,0.521
2016/10/04,0.515
2016/10/05,0.497
2016/10/06,0.459
2016/10/07,0.417
2016/10/08,0.369
2016/10/09,0.329
2016/10/10,0.32
2016/10/11,0.317
2016/10/12,0.314
2016/10/13,0.318
2016/10/14,0.318
2016/10/15,0.327
2016/10/16,0.34
2016/10/17,0.364
2016/10/18,0.367
2016/10/19,0.373
2016/10/20,0.352
2016/10/21,0.318
2016/10/22,0.317
2016/10/23,0.308
2016/10/24,0.31
2016/10/25,0.33
2016/10/26,0.35
2016/10/27,0.365
2016/10/28,0.372
2016/10/29,0.428
2016/10/30,0.468
2016/10/31,0.46
2016/11/01,0.472
2016/11/02,0.448
2016/11/03,0.399
2016/11/04,0.35
2016/11/05,0.316
2016/11/06,0.292
2016/11/07,0.292
2016/11/08,0.294
2016/11/09,0.317
2016/11/10,0.335
2016/11/11,0.363
2016/11/12,0.402
2016/11/13,0.437
2016/11/14,0.472
2016/11/15,0.492
2016/11/16,0.501
2016/11/17,0.47
2016/11/18,0.466
2016/11/19,0.468
2016/11/20,0.462
2016/11/21,0.442
2016/11/22,0.398
2016/11/23,0.35
2016/11/24,0.346
2016/11/25,0.341
2016/11/26,0.336
2016/11/27,0.352
2016/11/28,0.411
2016/11/29,0.524
2016/11/30,0.573
2016/12/01,0.633
