Date,sentinusd30wmaUSD
2016/01/01,274726
2016/01/02,272892
2016/01/03,278209
2016/01/04,269247
2016/01/05,315759
2016/01/06,311797
2016/01/07,314090
2016/01/08,306009
2016/01/09,299827
2016/01/10,288947
2016/01/11,302799
2016/01/12,357335
2016/01/13,365743
2016/01/14,367390
2016/01/15,420622
2016/01/16,444532
2016/01/17,451654
2016/01/18,636487
2016/01/19,716931
2016/01/20,740980
2016/01/21,755593
2016/01/22,810367
2016/01/23,900893
2016/01/24,1124312
2016/01/25,1390931
2016/01/26,1570647
2016/01/27,1690151
2016/01/28,1763748
2016/01/29,1824588
2016/01/30,1902515
2016/01/31,1983501
2016/02/01,1976942
2016/02/02,1971412
2016/02/03,1971481
2016/02/04,1925418
2016/02/05,1919684
2016/02/06,1855334
2016/02/07,1908304
2016/02/08,2095959
2016/02/09,2332115
2016/02/10,2748937
2016/02/11,3175877
2016/02/12,3815383
2016/02/13,4043774
2016/02/14,4133622
2016/02/15,4184265
2016/02/16,4377377
2016/02/17,4349194
2016/02/18,4415257
2016/02/19,4325287
2016/02/20,4430532
2016/02/21,4320885
2016/02/22,4340259
2016/02/23,4656377
2016/02/24,5179626
2016/02/25,5275326
2016/02/26,6542781
2016/02/27,7087311
2016/02/28,7059594
2016/02/29,6996377
2016/03/01,7201565
2016/03/02,8679165
2016/03/03,9496376
2016/03/04,9925680
2016/03/05,11483714
2016/03/06,12072946
2016/03/07,12456255
2016/03/08,13151992
2016/03/09,13245720
2016/03/10,13200303
2016/03/11,13175173
2016/03/12,13744082
2016/03/13,14850553
2016/03/14,15507549
2016/03/15,15776080
2016/03/16,15908234
2016/03/17,16371040
2016/03/18,17049856
2016/03/19,16672266
2016/03/20,16113105
2016/03/21,15811070
2016/03/22,15381227
2016/03/23,14863817
2016/03/24,14603878
2016/03/25,14023722
2016/03/26,13304453
2016/03/27,13165463
2016/03/28,12815174
2016/03/29,12866149
2016/03/30,12971549
2016/03/31,12693420
2016/04/01,12016994
2016/04/02,11384202
2016/04/03,10667801
2016/04/04,10133699
2016/04/05,9814447
2016/04/06,9443686
2016/04/07,9175105
2016/04/08,8800100
2016/04/09,8898790
2016/04/10,8838419
2016/04/11,8463055
2016/04/12,8331304
2016/04/13,8260273
2016/04/14,8155621
2016/04/15,7877062
2016/04/16,7533431
2016/04/17,7486078
2016/04/18,7355349
2016/04/19,7095062
2016/04/20,6974563
2016/04/21,6747344
2016/04/22,6659167
2016/04/23,6707298
2016/04/24,6435744
2016/04/25,6330855
2016/04/26,6412486
2016/04/27,6336991
2016/04/28,6257174
2016/04/29,6117003
2016/04/30,7152035
2016/05/01,7710841
2016/05/02,8439346
2016/05/03,8828415
2016/05/04,8994575
2016/05/05,9152597
2016/05/06,9901750
2016/05/07,10257632
2016/05/08,10537467
2016/05/09,11182213
2016/05/10,11822619
2016/05/11,13106629
2016/05/12,14565058
2016/05/13,19378878
2016/05/14,22374216
2016/05/15,22345569
2016/05/16,22326853
2016/05/17,22272738
2016/05/18,22725002
2016/05/19,24005740
2016/05/20,24916671
2016/05/21,24554173
2016/05/22,23903744
2016/05/23,23772280
2016/05/24,23963568
2016/05/25,24006898
2016/05/26,23671499
2016/05/27,24199424
2016/05/28,24387440
2016/05/29,23697110
2016/05/30,23021262
2016/05/31,22427380
2016/06/01,21669314
2016/06/02,20666885
2016/06/03,19784636
2016/06/04,18764405
2016/06/05,17747157
2016/06/06,16784954
2016/06/07,16316438
2016/06/08,16948686
2016/06/09,15974924
2016/06/10,15411271
2016/06/11,14541930
2016/06/12,14300278
2016/06/13,14431276
2016/06/14,15043050
2016/06/15,15059963
2016/06/16,15850380
2016/06/17,19452711
2016/06/18,22517574
2016/06/19,22674949
2016/06/20,23405652
2016/06/21,23502252
2016/06/22,24082645
2016/06/23,24239997
2016/06/24,23910286
2016/06/25,23738315
2016/06/26,22972166
2016/06/27,22275413
2016/06/28,22346137
2016/06/29,22076266
2016/06/30,21503510
2016/07/01,20912562
2016/07/02,20007996
2016/07/03,19141562
2016/07/04,18758197
2016/07/05,19917128
2016/07/06,19303818
2016/07/07,18595394
2016/07/08,17721370
2016/07/09,16852725
2016/07/10,16031439
2016/07/11,15305583
2016/07/12,14615301
2016/07/13,13987018
2016/07/14,13408752
2016/07/15,15196974
2016/07/16,14517769
2016/07/17,13843637
2016/07/18,14842150
2016/07/19,20911099
2016/07/20,30655440
2016/07/21,30555143
2016/07/22,31688530
2016/07/23,32602031
2016/07/24,42094635
2016/07/25,48624569
2016/07/26,63696460
2016/07/27,71164440
2016/07/28,74419327
2016/07/29,75606205
2016/07/30,75383146
2016/07/31,74851034
2016/08/01,75469755
2016/08/02,78582314
2016/08/03,80220058
2016/08/04,78833358
2016/08/05,77857679
2016/08/06,75099094
2016/08/07,72546051
2016/08/08,69986036
2016/08/09,68271358
2016/08/10,67895441
2016/08/11,66598727
2016/08/12,63996645
2016/08/13,61111205
2016/08/14,57885058
2016/08/15,54561190
2016/08/16,50861524
2016/08/17,47737297
2016/08/18,44222343
2016/08/19,40795396
2016/08/20,38107547
2016/08/21,36861354
2016/08/22,34692592
2016/08/23,34137467
2016/08/24,31357185
2016/08/25,28787415
2016/08/26,27530491
2016/08/27,25834458
2016/08/28,24217748
2016/08/29,22979137
2016/08/30,21586632
2016/08/31,20452538
2016/09/01,20183296
2016/09/02,19895302
2016/09/03,19337125
2016/09/04,18988224
2016/09/05,18197406
2016/09/06,17536143
2016/09/07,16837003
2016/09/08,16627488
2016/09/09,15857155
2016/09/10,15182367
2016/09/11,14733909
2016/09/12,14380616
2016/09/13,14088211
2016/09/14,13649799
2016/09/15,13124631
2016/09/16,13915702
2016/09/17,13552000
2016/09/18,13834530
2016/09/19,13573209
2016/09/20,15810773
2016/09/21,18371639
2016/09/22,18862891
2016/09/23,19566362
2016/09/24,19603825
2016/09/25,20584978
2016/09/26,20668146
2016/09/27,20479693
2016/09/28,21458938
2016/09/29,22050783
2016/09/30,21589989
2016/10/01,21051815
2016/10/02,21374450
2016/10/03,20683829
2016/10/04,20091741
2016/10/05,19797487
2016/10/06,19381755
2016/10/07,18956607
2016/10/08,18593681
2016/10/09,19443938
2016/10/10,20178841
2016/10/11,20664532
2016/10/12,21346352
2016/10/13,20765775
2016/10/14,21426493
2016/10/15,20898416
2016/10/16,20701037
2016/10/17,20698855
2016/10/18,21563019
2016/10/19,20932288
2016/10/20,20026787
2016/10/21,19127064
2016/10/22,18239195
2016/10/23,17336044
2016/10/24,16647715
2016/10/25,16299476
2016/10/26,15863324
2016/10/27,15434415
2016/10/28,15450912
2016/10/29,15666826
2016/10/30,16282357
2016/10/31,16094989
2016/11/01,16998333
2016/11/02,18920618
2016/11/03,24733978
2016/11/04,24182256
2016/11/05,23401062
2016/11/06,22373630
2016/11/07,21444911
2016/11/08,20550891
2016/11/09,20628820
2016/11/10,20029908
2016/11/11,21294517
2016/11/12,20828966
2016/11/13,20374547
2016/11/14,19482883
2016/11/15,18935075
2016/11/16,18443129
2016/11/17,19332800
2016/11/18,18838992
2016/11/19,18209179
2016/11/20,17441485
2016/11/21,16690115
2016/11/22,17179333
2016/11/23,17518378
2016/11/24,16793505
2016/11/25,16484593
2016/11/26,15672217
2016/11/27,14861872
2016/11/28,14109804
2016/11/29,13631547
2016/11/30,13130720
2016/12/01,12561966
2016/12/02,13174091
2016/12/03,14579832
2016/12/04,14523554
2016/12/05,15329818
2016/12/06,17158644
2016/12/07,17371228
2016/12/08,17707445
2016/12/09,18005021
2016/12/10,17697056
2016/12/11,17659229
2016/12/12,17216475
2016/12/13,16808556
2016/12/14,16377774
2016/12/15,16460214
2016/12/16,16155361
2016/12/17,16662900
2016/12/18,16750755
2016/12/19,16422147
2016/12/20,16083378
2016/12/21,16088216
2016/12/22,16671238
2016/12/23,18574786
2016/12/24,18574690
2016/12/25,17948076
2016/12/26,17230611
2016/12/27,16782095
2016/12/28,17015560
2016/12/29,18272959
2016/12/30,18817626
2016/12/31,20864352
2017/01/01,20506116
2017/01/02,20714555
2017/01/03,22326657
2017/01/04,26286989
2017/01/05,30295433
2017/01/06,33538186
2017/01/07,34648994
2017/01/08,34548347
2017/01/09,35795723
2017/01/10,37079938
2017/01/11,38204936
2017/01/12,39051718
2017/01/13,38577627
2017/01/14,37109507
2017/01/15,35444329
2017/01/16,33922062
2017/01/17,32937890
2017/01/18,31527432
2017/01/19,30209449
2017/01/20,30060456
2017/01/21,28708593
2017/01/22,27416769
2017/01/23,26128513
2017/01/24,24787469
2017/01/25,23545683
2017/01/26,22379143
2017/01/27,21177392
2017/01/28,19712011
2017/01/29,18494046
2017/01/30,17197863
2017/01/31,16396130
2017/02/01,15596871
2017/02/02,14791618
2017/02/03,14345663
2017/02/04,14184087
2017/02/05,13419435
2017/02/06,13252790
2017/02/07,13087047
2017/02/08,12880659
2017/02/09,12828765
2017/02/10,13057837
2017/02/11,12860391
2017/02/12,12936641
2017/02/13,13028373
2017/02/14,14993915
2017/02/15,17582062
2017/02/16,18568051
2017/02/17,19685165
2017/02/18,20582595
2017/02/19,21409602
2017/02/20,22317691
2017/02/21,24243856
2017/02/22,25213553
2017/02/23,26070945
2017/02/24,29040019
2017/02/25,30323912
2017/02/26,32208092
2017/02/27,39231832
2017/02/28,48787404
2017/03/01,58628649
2017/03/02,76193721
2017/03/03,93875897
2017/03/04,103296759
2017/03/05,110056346
2017/03/06,124607625
2017/03/07,132095180
2017/03/08,139390656
2017/03/09,149845745
2017/03/10,159047904
2017/03/11,172221898
2017/03/12,199138980
2017/03/13,223249482
2017/03/14,227712519
2017/03/15,232608342
2017/03/16,303887852
2017/03/17,338023210
2017/03/18,382351693
2017/03/19,378694231
2017/03/20,379860378
2017/03/21,398390029
2017/03/22,409828771
2017/03/23,421075409
2017/03/24,447667384
2017/03/25,464756980
2017/03/26,472397837
2017/03/27,483738466
2017/03/28,493502283
2017/03/29,511528464
2017/03/30,542403355
2017/03/31,560455384
2017/04/01,561053156
2017/04/02,578784245
2017/04/03,596889613
2017/04/04,587379811
2017/04/05,589852334
2017/04/06,605023976
2017/04/07,583881316
2017/04/08,567848276
2017/04/09,551470256
2017/04/10,539893815
2017/04/11,528246332
2017/04/12,515496046
2017/04/13,498826129
2017/04/14,485760278
2017/04/15,461336709
2017/04/16,433902023
2017/04/17,409700377
2017/04/18,406982027
2017/04/19,408093682
2017/04/20,412056676
2017/04/21,405952468
2017/04/22,397263675
2017/04/23,389022011
2017/04/24,387295022
2017/04/25,383673404
2017/04/26,392281613
2017/04/27,420143154
2017/04/28,452688386
2017/04/29,485880487
2017/04/30,530741573
2017/05/01,623816892
2017/05/02,689883391
2017/05/03,766427809
2017/05/04,853961441
2017/05/05,950912298
2017/05/06,996708497
2017/05/07,1069107164
2017/05/08,1130405401
2017/05/09,1182759191
2017/05/10,1231508884
2017/05/11,1301182116
2017/05/12,1342132988
2017/05/13,1351644767
2017/05/14,1356310836
2017/05/15,1386368196
2017/05/16,1439120065
2017/05/17,1443106903
2017/05/18,1422025019
2017/05/19,1451954805
2017/05/20,1448771870
2017/05/21,1476933785
2017/05/22,1667987495
2017/05/23,1744894230
2017/05/24,1834491437
2017/05/25,1913445272
2017/05/26,1992801862
2017/05/27,1994414339
2017/05/28,1985379404
2017/05/29,1986723929
2017/05/30,2027530764
2017/05/31,2241477030
2017/06/01,2351939732
2017/06/02,2452057522
2017/06/03,2534197931
2017/06/04,2605420648
2017/06/05,2732761801
2017/06/06,2919245095
2017/06/07,3062755657
2017/06/08,3155581842
2017/06/09,3262772127
2017/06/10,3304983229
2017/06/11,3394495177
2017/06/12,3832878872
2017/06/13,4163876152
2017/06/14,4268311525
2017/06/15,4481167983
2017/06/16,4657973003
2017/06/17,4650103758
2017/06/18,4621243887
2017/06/19,4622767469
2017/06/20,4699423128
2017/06/21,4555215909
2017/06/22,4468355650
2017/06/23,4419934837
2017/06/24,4389772743
2017/06/25,4201748848
2017/06/26,4117577621
2017/06/27,4037488488
2017/06/28,3967514391
2017/06/29,3918517625
2017/06/30,3834660754
2017/07/01,3724465324
2017/07/02,3582601274
2017/07/03,3766069729
2017/07/04,3857595679
2017/07/05,3704978577
2017/07/06,3580490072
2017/07/07,3469202306
2017/07/08,3329981837
2017/07/09,3132808466
2017/07/10,3045061642
2017/07/11,2965790003
2017/07/12,2896310492
2017/07/13,2965773416
2017/07/14,3068598761
2017/07/15,3145114546
2017/07/16,3192781264
2017/07/17,3241089991
2017/07/18,3378854224
2017/07/19,3502138030
2017/07/20,3577836702
2017/07/21,3669383685
2017/07/22,3518671395
2017/07/23,3407509931
2017/07/24,3502533755
2017/07/25,3605873235
2017/07/26,3631370176
2017/07/27,3684400917
2017/07/28,3770616270
2017/07/29,3810355809
2017/07/30,3762336652
2017/07/31,3643171012
2017/08/01,3548276367
2017/08/02,3447443847
2017/08/03,3337759505
2017/08/04,3240043226
2017/08/05,3170237367
2017/08/06,3106359363
2017/08/07,3064767891
2017/08/08,3051894765
2017/08/09,3050141215
2017/08/10,3282709754
2017/08/11,3958993054
2017/08/12,4266829993
2017/08/13,4585670661
2017/08/14,4785065353
2017/08/15,4869137132
2017/08/16,4882197555
2017/08/17,4899191124
2017/08/18,4923169114
2017/08/19,4866849806
2017/08/20,4782067019
2017/08/21,4766496941
2017/08/22,4717020723
2017/08/23,4702970945
2017/08/24,4667755274
2017/08/25,4610150447
2017/08/26,4446054128
2017/08/27,4598556406
2017/08/28,4945166547
2017/08/29,5146437048
2017/08/30,5722621192
2017/08/31,5810176710
2017/09/01,5869675653
2017/09/02,5846100356
2017/09/03,5736146260
2017/09/04,5714953077
2017/09/05,5663474941
2017/09/06,5645795103
2017/09/07,5520064780
2017/09/08,5420574287
2017/09/09,5431119441
2017/09/10,5381500647
2017/09/11,5314777824
2017/09/12,5266325087
2017/09/13,5104105752
2017/09/14,5023820008
2017/09/15,4974149463
2017/09/16,4819388892
2017/09/17,4697246949
2017/09/18,4727246295
