Date,sentinusd30wmaUSD
2017/09/19,4684247290
2017/09/20,4542116381
2017/09/21,4390704996
2017/09/22,4218421679
2017/09/23,4040573596
2017/09/24,3854615848
2017/09/25,3707292202
2017/09/26,3563808463
2017/09/27,3441178974
2017/09/28,3349327460
2017/09/29,3233262420
2017/09/30,3110978342
2017/10/01,2960950636
2017/10/02,2870101432
2017/10/03,3075196869
2017/10/04,3130667105
2017/10/05,3083146176
2017/10/06,3044375665
2017/10/07,2978244406
2017/10/08,2936856244
2017/10/09,2928873169
2017/10/10,2939849617
2017/10/11,2931958855
2017/10/12,2950713403
2017/10/13,3050142133
2017/10/14,3073924857
2017/10/15,3075015230
2017/10/16,3043810646
2017/10/17,3082652004
2017/10/18,3174564286
2017/10/19,3228467102
2017/10/20,3261130105
2017/10/21,3267970940
2017/10/22,3249898473
2017/10/23,3289615879
2017/10/24,3335830408
2017/10/25,3326311193
2017/10/26,3307707738
2017/10/27,3102029288
2017/10/28,2902113249
2017/10/29,2708485167
2017/10/30,2520003402
2017/10/31,2335660113
2017/11/01,2422626612
2017/11/02,2525268677
2017/11/03,2583735155
2017/11/04,2567094752
2017/11/05,2540236922
2017/11/06,2547393676
2017/11/07,2520086040
2017/11/08,2560949262
2017/11/09,2759759958
2017/11/10,2845791675
2017/11/11,2906203514
2017/11/12,3060287845
2017/11/13,3097551362
2017/11/14,3137525994
2017/11/15,3305749448
2017/11/16,3431849120
2017/11/17,3560952465
2017/11/18,3633339226
2017/11/19,3719266458
2017/11/20,3904157730
2017/11/21,4077425607
2017/11/22,4251728360
2017/11/23,4441707459
2017/11/24,4593757421
2017/11/25,4843775614
2017/11/26,5059634250
2017/11/27,5402967476
2017/11/28,5856500980
2017/11/29,6388627083
2017/11/30,6777242029
2017/12/01,7027948371
2017/12/02,7328297613
2017/12/03,7585592915
2017/12/04,7805186792
2017/12/05,7686791599
2017/12/06,7674477938
2017/12/07,7550687245
2017/12/08,7385009165
2017/12/09,7158434050
2017/12/10,6918457474
2017/12/11,6694477907
2017/12/12,6745296339
2017/12/13,6778269233
2017/12/14,6903392823
2017/12/15,6897513360
2017/12/16,6824134297
2017/12/17,6750940838
2017/12/18,6714499330
2017/12/19,6860874571
2017/12/20,7068572316
2017/12/21,7288150997
2017/12/22,7438593514
2017/12/23,7396268691
2017/12/24,7222528798
2017/12/25,7023249539
2017/12/26,6966537907
2017/12/27,6976646329
2017/12/28,7076236523
2017/12/29,7304052807
2017/12/30,7578734189
2017/12/31,7532001583
2018/01/01,7469971096
2018/01/02,7784809924
2018/01/03,8128492914
2018/01/04,8907638089
2018/01/05,9584820161
2018/01/06,10055606397
2018/01/07,10370087053
2018/01/08,10934795425
2018/01/09,11607655274
2018/01/10,12459436597
2018/01/11,13035192089
2018/01/12,13334673132
2018/01/13,13454921458
2018/01/14,14894852894
2018/01/15,15118258321
2018/01/16,15431686684
2018/01/17,15588595179
2018/01/18,15669455202
2018/01/19,15428297404
2018/01/20,15136183946
2018/01/21,14804455678
2018/01/22,14547007110
2018/01/23,14238803561
2018/01/24,13940068934
2018/01/25,13351241442
2018/01/26,13157956662
2018/01/27,12732397892
2018/01/28,12424352672
2018/01/29,12171484305
2018/01/30,11935903598
2018/01/31,11651992325
2018/02/01,11372891363
2018/02/02,11173134719
2018/02/03,10694819646
2018/02/04,10157832002
2018/02/05,9713458603
2018/02/06,9319521283
2018/02/07,8913059250
2018/02/08,8361495052
2018/02/09,7930576028
2018/02/10,7588128845
2018/02/11,7164276179
2018/02/12,6811469601
2018/02/13,6572456755
2018/02/14,6321038518
2018/02/15,6145569123
2018/02/16,5927846609
2018/02/17,5732987267
2018/02/18,5552796853
2018/02/19,5362821696
2018/02/20,5222422366
2018/02/21,5064709878
2018/02/22,4978394704
2018/02/23,4768479149
2018/02/24,4557776854
2018/02/25,4294780127
2018/02/26,4085941784
2018/02/27,3838415439
2018/02/28,3606858120
2018/03/01,3399864113
2018/03/02,3202123611
2018/03/03,2991979640
2018/03/04,2801218756
2018/03/05,2659311704
2018/03/06,2544540962
2018/03/07,2431395667
2018/03/08,2306504341
2018/03/09,2192469465
2018/03/10,2060724812
2018/03/11,1929557309
2018/03/12,1825694631
2018/03/13,1783709498
2018/03/14,1704676533
2018/03/15,1622244418
2018/03/16,1530569857
2018/03/17,1438492025
2018/03/18,1403179716
2018/03/19,1360663824
2018/03/20,1310173001
2018/03/21,1264149532
2018/03/22,1213054025
2018/03/23,1182676918
2018/03/24,1131399204
2018/03/25,1080723493
2018/03/26,1064244373
2018/03/27,1062304889
2018/03/28,1058689991
2018/03/29,1054432472
2018/03/30,1039668654
2018/03/31,1007114065
2018/04/01,968744400
2018/04/02,936764282
2018/04/03,913087832
2018/04/04,886227669
2018/04/05,852956191
2018/04/06,822135134
2018/04/07,783814437
2018/04/08,757407765
2018/04/09,741423732
2018/04/10,718148251
2018/04/11,702707423
2018/04/12,713850574
2018/04/13,733473801
2018/04/14,712341172
2018/04/15,700546374
2018/04/16,696144698
2018/04/17,693420184
2018/04/18,702506874
2018/04/19,717894874
2018/04/20,751881603
2018/04/21,769470039
2018/04/22,771028072
2018/04/23,850146218
2018/04/24,919737749
2018/04/25,970322755
2018/04/26,997227377
2018/04/27,1031653095
2018/04/28,1053505946
2018/04/29,1069952075
2018/04/30,1101251851
2018/05/01,1122189936
2018/05/02,1178505064
2018/05/03,1251037917
2018/05/04,1315272924
2018/05/05,1336502957
2018/05/06,1343150318
2018/05/07,1411921256
2018/05/08,1437133042
2018/05/09,1464331946
2018/05/10,1487329525
2018/05/11,1502536545
2018/05/12,1486172992
2018/05/13,1453995004
2018/05/14,1469301780
2018/05/15,1473782838
2018/05/16,1460136477
2018/05/17,1446792659
2018/05/18,1428141412
2018/05/19,1390876649
2018/05/20,1357540550
2018/05/21,1342371398
2018/05/22,1348514503
2018/05/23,1364499040
2018/05/24,1352738131
2018/05/25,1331811604
2018/05/26,1293419107
2018/05/27,1278259540
2018/05/28,1285532835
2018/05/29,1275560409
2018/05/30,1265835058
2018/05/31,1261473496
2018/06/01,1265181540
2018/06/02,1226936770
2018/06/03,1186400132
2018/06/04,1183449800
2018/06/05,1181496720
2018/06/06,1187530616
2018/06/07,1192168279
2018/06/08,1203276986
2018/06/09,1171200928
2018/06/10,1159356523
2018/06/11,1158010491
2018/06/12,1182470923
2018/06/13,1232580208
2018/06/14,1284084454
2018/06/15,1320840615
2018/06/16,1291780490
2018/06/17,1250175360
2018/06/18,1223000588
2018/06/19,1210370173
2018/06/20,1202260806
2018/06/21,1187641027
2018/06/22,1186141914
2018/06/23,1148780429
2018/06/24,1131634565
2018/06/25,1128141115
2018/06/26,1109181721
2018/06/27,1088599845
2018/06/28,1065781500
2018/06/29,1051665326
2018/06/30,1015883465
2018/07/01,974948676
2018/07/02,949061334
2018/07/03,936127104
2018/07/04,914633537
2018/07/05,897540758
2018/07/06,879483397
2018/07/07,848369260
2018/07/08,825042108
2018/07/09,817814224
2018/07/10,811415217
2018/07/11,790241001
2018/07/12,766443248
2018/07/13,743241299
2018/07/14,714067557
2018/07/15,685012332
2018/07/16,688181162
2018/07/17,695078305
2018/07/18,711182317
2018/07/19,712247992
2018/07/20,715416631
2018/07/21,699166092
2018/07/22,682688500
2018/07/23,685211810
2018/07/24,691122846
2018/07/25,691765832
2018/07/26,684608236
2018/07/27,680694081
2018/07/28,660501466
2018/07/29,640287422
2018/07/30,644366741
2018/07/31,682734145
2018/08/01,679747428
2018/08/02,678620852
2018/08/03,669891902
2018/08/04,652007719
2018/08/05,632911182
2018/08/06,623525492
2018/08/07,617761129
2018/08/08,625037772
2018/08/09,621060205
2018/08/10,622332274
2018/08/11,615638246
2018/08/12,595923612
2018/08/13,605396462
2018/08/14,617877721
2018/08/15,619014632
2018/08/16,606026851
2018/08/17,601248252
2018/08/18,583040980
2018/08/19,559137356
2018/08/20,548779500
2018/08/21,537576700
2018/08/22,531700023
2018/08/23,520712023
2018/08/24,510295875
2018/08/25,494495510
2018/08/26,477185318
2018/08/27,472146401
2018/08/28,465146262
2018/08/29,460510889
2018/08/30,452982698
2018/08/31,448504715
2018/09/01,439126364
2018/09/02,425949297
2018/09/03,429527113
2018/09/04,453607464
2018/09/05,464637096
2018/09/06,477395330
2018/09/07,482428308
2018/09/08,479882965
2018/09/09,476406271
2018/09/10,476887424
2018/09/11,476830232
2018/09/12,488794510
2018/09/13,487829045
2018/09/14,487202315
2018/09/15,477976130
2018/09/16,465859621
2018/09/17,463964437
2018/09/18,459038217
2018/09/19,450900325
2018/09/20,447746961
2018/09/21,462118595
2018/09/22,457270388
2018/09/23,449859503
2018/09/24,449624665
2018/09/25,446291890
2018/09/26,442235446
2018/09/27,436210514
2018/09/28,431445351
2018/09/29,423049967
2018/09/30,414249416
2018/10/01,404034021
2018/10/02,391469016
2018/10/03,385494189
2018/10/04,380226356
2018/10/05,374262242
2018/10/06,363450109
2018/10/07,351920635
2018/10/08,350942363
2018/10/09,347192707
2018/10/10,344371443
2018/10/11,360556950
2018/10/12,361642554
2018/10/13,353083539
2018/10/14,344649851
2018/10/15,366987624
2018/10/16,373773922
2018/10/17,375727051
2018/10/18,383025971
2018/10/19,380587868
2018/10/20,375195691
2018/10/21,377257623
2018/10/22,374695124
2018/10/23,373588557
2018/10/24,371640194
2018/10/25,377170531
2018/10/26,376328648
2018/10/27,366001607
2018/10/28,356326703
2018/10/29,359350173
2018/10/30,357673302
2018/10/31,356977723
2018/11/01,354738894
2018/11/02,355997993
2018/11/03,346943544
2018/11/04,344146276
2018/11/05,353103612
2018/11/06,355402199
2018/11/07,361836363
2018/11/08,361857712
2018/11/09,360393507
2018/11/10,351496127
2018/11/11,343516584
2018/11/12,346097978
2018/11/13,345889446
2018/11/14,360460322
2018/11/15,373670842
2018/11/16,375967862
2018/11/17,368244519
2018/11/18,366992231
2018/11/19,394093014
2018/11/20,421076826
2018/11/21,429468476
2018/11/22,427012023
2018/11/23,426076327
2018/11/24,418808301
2018/11/25,422143869
2018/11/26,422001678
2018/11/27,416163329
2018/11/28,415966134
2018/11/29,418153367
2018/11/30,521702926
2018/12/01,608690517
2018/12/02,586717431
2018/12/03,570919315
2018/12/04,554817729
2018/12/05,542613197
2018/12/06,535412820
2018/12/07,531399531
2018/12/08,515675675
2018/12/09,498624196
2018/12/10,482460512
2018/12/11,466233756
2018/12/12,448780173
2018/12/13,435371107
2018/12/14,419827463
2018/12/15,399988853
2018/12/16,381077042
2018/12/17,372859029
2018/12/18,364251128
2018/12/19,365061226
2018/12/20,368373524
2018/12/21,374513578
2018/12/22,362631963
2018/12/23,360670374
2018/12/24,371132131
2018/12/25,363888240
2018/12/26,354848456
2018/12/27,350650689
2018/12/28,347509982
2018/12/29,354358903
2018/12/30,341580327
2018/12/31,336687716
2019/01/01,331155820
2019/01/02,337293662
2019/01/03,341179480
2019/01/04,357969309
2019/01/05,379307338
2019/01/06,381361979
2019/01/07,385599538
2019/01/08,386090349
2019/01/09,385011786
2019/01/10,390033429
2019/01/11,398693848
2019/01/12,386947521
2019/01/13,377227120
2019/01/14,380784091
2019/01/15,376127713
2019/01/16,372520478
2019/01/17,364888805
2019/01/18,354264200
2019/01/19,341912182
2019/01/20,332039793
2019/01/21,323257449
2019/01/22,314599203
2019/01/23,307424743
2019/01/24,303794065
2019/01/25,297121556
2019/01/26,285491127
2019/01/27,278442468
2019/01/28,280253248
2019/01/29,275572143
2019/01/30,271771949
2019/01/31,268045389
2019/02/01,261288959
2019/02/02,249964265
2019/02/03,239793136
2019/02/04,228616917
2019/02/05,218341981
2019/02/06,213571890
2019/02/07,207320228
2019/02/08,207039354
2019/02/09,200549439
2019/02/10,196890761
2019/02/11,197767476
2019/02/12,195611149
2019/02/13,195810594
2019/02/14,195305095
2019/02/15,194363533
2019/02/16,189775997
2019/02/17,191197487
2019/02/18,205752790
2019/02/19,218698763
2019/02/20,225851886
2019/02/21,231978598
2019/02/22,237791251
2019/02/23,238262467
2019/02/24,252562893
2019/02/25,271101760
2019/02/26,272140773
2019/02/27,282227010
2019/02/28,287246603
2019/03/01,287623171
2019/03/02,284468221
2019/03/03,283191845
2019/03/04,287869876
2019/03/05,291358325
2019/03/06,294254221
2019/03/07,296134611
2019/03/08,299912046
2019/03/09,298242188
2019/03/10,295316690
2019/03/11,298650681
2019/03/12,300581901
2019/03/13,299505606
2019/03/14,300180044
2019/03/15,300184307
2019/03/16,298523710
2019/03/17,294878026
2019/03/18,298622579
2019/03/19,295626555
2019/03/20,301391572
2019/03/21,303556375
2019/03/22,301970489
2019/03/23,304858520
2019/03/24,300697640
2019/03/25,306054377
2019/03/26,308052334
2019/03/27,308672209
2019/03/28,310111547
2019/03/29,314051267
2019/03/30,317865226
2019/03/31,318097410
2019/04/01,320901771
2019/04/02,341590447
2019/04/03,366381745
2019/04/04,374822598
2019/04/05,381161351
2019/04/06,378796428
2019/04/07,382647240
2019/04/08,404222458
2019/04/09,419042258
2019/04/10,427772799
2019/04/11,435006791
2019/04/12,436641996
2019/04/13,427763254
2019/04/14,420854592
2019/04/15,422881842
2019/04/16,420784808
2019/04/17,419014706
2019/04/18,422563103
2019/04/19,422111147
2019/04/20,417007862
2019/04/21,412906860
2019/04/22,413168704
2019/04/23,417552191
2019/04/24,427965796
2019/04/25,433950992
2019/04/26,451602092
2019/04/27,442548054
2019/04/28,437859833
2019/04/29,440360292
2019/04/30,442005630
2019/05/01,440157522
2019/05/02,432748544
2019/05/03,431261957
2019/05/04,424281867
2019/05/05,416266991
2019/05/06,421170597
2019/05/07,431966257
2019/05/08,438038205
2019/05/09,441264258
2019/05/10,445486603
2019/05/11,472135956
2019/05/12,479311876
2019/05/13,500252381
2019/05/14,517603377
2019/05/15,552770841
2019/05/16,639560438
2019/05/17,675332601
2019/05/18,673661611
2019/05/19,675672080
2019/05/20,689015733
