Date,sentinusd7rsiUSD
2016/07/29,45.472
2016/07/30,43.118
2016/07/31,42.662
2016/08/01,46.198
2016/08/02,53.377
2016/08/03,49.642
2016/08/04,41.878
2016/08/05,43.37
2016/08/06,38.608
2016/08/07,39.631
2016/08/08,39.769
2016/08/09,44.654
2016/08/10,51.897
2016/08/11,47.679
2016/08/12,41.714
2016/08/13,40.526
2016/08/14,38.885
2016/08/15,37.978
2016/08/16,35.755
2016/08/17,42.098
2016/08/18,38.862
2016/08/19,37.885
2016/08/20,43.37
2016/08/21,58.691
2016/08/22,48.741
2016/08/23,61.712
2016/08/24,42.183
2016/08/25,41.893
2016/08/26,48.62
2016/08/27,43.042
2016/08/28,42.218
2016/08/29,45.121
2016/08/30,42.849
2016/08/31,45.436
2016/09/01,55.157
2016/09/02,52.424
2016/09/03,46.659
2016/09/04,49.177
2016/09/05,41.778
2016/09/06,43.897
2016/09/07,42.838
2016/09/08,52.603
2016/09/09,41.735
2016/09/10,41.512
2016/09/11,45.173
2016/09/12,46.752
2016/09/13,47.783
2016/09/14,43.209
2016/09/15,40.358
2016/09/16,70.032
2016/09/17,46.569
2016/09/18,56.208
2016/09/19,47.942
2016/09/20,71.298
2016/09/21,73.251
2016/09/22,50.229
2016/09/23,51.635
2016/09/24,45.655
2016/09/25,54.91
2016/09/26,46.474
2016/09/27,44.173
2016/09/28,55.96
2016/09/29,52.206
2016/09/30,42.433
2016/10/01,41.73
2016/10/02,51.674
2016/10/03,41.635
2016/10/04,42.716
2016/10/05,46.579
2016/10/06,45.157
2016/10/07,45.047
2016/10/08,46.349
2016/10/09,64.365
2016/10/10,63.037
2016/10/11,58.666
2016/10/12,62.229
2016/10/13,40.809
2016/10/14,58.001
2016/10/15,44.243
2016/10/16,48.542
2016/10/17,50.812
2016/10/18,60.955
2016/10/19,43.718
2016/10/20,41.185
2016/10/21,40.346
2016/10/22,39.319
2016/10/23,38.627
2016/10/24,42.203
2016/10/25,48.837
2016/10/26,46.312
2016/10/27,46.099
2016/10/28,56.358
2016/10/29,59.75
2016/10/30,66.725
2016/10/31,47.377
2016/11/01,64.445
2016/11/02,73.793
2016/11/03,87.972
2016/11/04,44.498
2016/11/05,43.556
2016/11/06,42.414
2016/11/07,43.006
2016/11/08,43.181
2016/11/09,50.6
2016/11/10,45.369
2016/11/11,58.508
2016/11/12,46.326
2016/11/13,46.417
2016/11/14,43.025
2016/11/15,46.158
2016/11/16,46.549
2016/11/17,59.191
2016/11/18,46.148
2016/11/19,44.972
2016/11/20,43.697
2016/11/21,43.876
2016/11/22,58.233
2016/11/23,56.781
2016/11/24,44.307
2016/11/25,49.418
2016/11/26,43.7
2016/11/27,43.622
2016/11/28,44.239
2016/11/29,48.844
2016/11/30,47.817
2016/12/01,46.241
2016/12/02,65.799
2016/12/03,73.294
2016/12/04,47.272
2016/12/05,56.827
2016/12/06,65.724
2016/12/07,48.722
2016/12/08,50.183
2016/12/09,50.086
2016/12/10,43.28
2016/12/11,47.046
2016/12/12,41.653
2016/12/13,42.11
2016/12/14,41.68
2016/12/15,51.587
2016/12/16,45.168
2016/12/17,58.333
2016/12/18,50.687
2016/12/19,44.435
2016/12/20,44.356
2016/12/21,51.488
2016/12/22,61.303
2016/12/23,74.543
2016/12/24,47.741
2016/12/25,41.983
2016/12/26,40.985
2016/12/27,44.881
2016/12/28,54.008
2016/12/29,64.487
2016/12/30,55.33
2016/12/31,67.83
2017/01/01,45.491
2017/01/02,49.992
2017/01/03,59.795
2017/01/04,71.338
2017/01/05,71.99
2017/01/06,65.047
2017/01/07,48.712
2017/01/08,41.652
2017/01/09,51.252
2017/01/10,52.004
2017/01/11,51.247
2017/01/12,49.422
2017/01/13,39.149
2017/01/14,32.985
2017/01/15,31.69
2017/01/16,33.558
2017/01/17,40.804
2017/01/18,36.813
2017/01/19,38.268
2017/01/20,54.407
2017/01/21,41.623
2017/01/22,41.992
2017/01/23,41.189
2017/01/24,40.327
2017/01/25,42.379
2017/01/26,44.236
2017/01/27,43.592
2017/01/28,37.993
2017/01/29,43.375
2017/01/30,40.716
2017/01/31,52.402
2017/02/01,52.382
2017/02/02,51.443
2017/02/03,60.31
2017/02/04,64.13
2017/02/05,40.782
2017/02/06,53.038
2017/02/07,51.445
2017/02/08,49.569
2017/02/09,52.286
2017/02/10,58.732
2017/02/11,43.017
2017/02/12,49.585
2017/02/13,49.372
2017/02/14,79.311
2017/02/15,83.544
2017/02/16,55.292
2017/02/17,57.126
2017/02/18,54.44
2017/02/19,53.958
2017/02/20,55.378
2017/02/21,69.307
2017/02/22,53.302
2017/02/23,52.348
2017/02/24,72.96
2017/02/25,53.476
2017/02/26,58.939
2017/02/27,80.196
2017/02/28,85.043
2017/03/01,85.968
2017/03/02,92.628
2017/03/03,92.992
2017/03/04,59.052
2017/03/05,52.452
2017/03/06,67.703
2017/03/07,52.17
2017/03/08,52.594
2017/03/09,59.498
2017/03/10,57.49
2017/03/11,65.732
2017/03/12,80.169
2017/03/13,75.795
2017/03/14,44.593
2017/03/15,45.832
2017/03/16,81.777
2017/03/17,58.437
2017/03/18,62.644
2017/03/19,42.722
2017/03/20,45.022
2017/03/21,52.668
2017/03/22,49.978
2017/03/23,50.355
2017/03/24,58.248
2017/03/25,53.387
2017/03/26,48.537
2017/03/27,51.423
2017/03/28,51.08
2017/03/29,57.603
2017/03/30,65.65
2017/03/31,55.768
2017/04/01,44.467
2017/04/02,55.726
2017/04/03,56.491
2017/04/04,40.096
2017/04/05,48.319
2017/04/06,55.875
2017/04/07,38.496
2017/04/08,41.607
2017/04/09,41.488
2017/04/10,45.082
2017/04/11,45.126
2017/04/12,44.036
2017/04/13,40.678
2017/04/14,44.969
2017/04/15,35.936
2017/04/16,32.278
2017/04/17,34.908
2017/04/18,56.277
2017/04/19,59.638
2017/04/20,62.229
2017/04/21,50.564
2017/04/22,47.701
2017/04/23,47.871
2017/04/24,54.935
2017/04/25,51.639
2017/04/26,64.653
2017/04/27,76.493
2017/04/28,78.807
2017/04/29,79.347
2017/04/30,83.942
2017/05/01,92.276
2017/05/02,71.278
2017/05/03,74.705
2017/05/04,77.988
2017/05/05,80.834
2017/05/06,51.758
2017/05/07,61.282
2017/05/08,57.667
2017/05/09,54.754
2017/05/10,54.355
2017/05/11,64.162
2017/05/12,50.594
2017/05/13,39.495
2017/05/14,38.472
2017/05/15,51.676
2017/05/16,60.94
2017/05/17,43.79
2017/05/18,37.55
2017/05/19,54.775
2017/05/20,46.062
2017/05/21,55.016
2017/05/22,77.275
2017/05/23,56.486
2017/05/24,58.652
2017/05/25,57.647
2017/05/26,58.532
2017/05/27,44.558
2017/05/28,43.125
2017/05/29,45.904
2017/05/30,54.856
2017/05/31,75.227
2017/06/01,58.386
2017/06/02,57.498
2017/06/03,55.11
2017/06/04,53.659
2017/06/05,62.374
2017/06/06,69.753
2017/06/07,61.977
2017/06/08,53.357
2017/06/09,56.446
2017/06/10,45.662
2017/06/11,54.295
2017/06/12,80.191
2017/06/13,68.754
2017/06/14,49.317
2017/06/15,57.08
2017/06/16,54.908
2017/06/17,42.217
2017/06/18,41.258
2017/06/19,44.611
2017/06/20,52.166
2017/06/21,36.772
2017/06/22,41.691
2017/06/23,45.357
2017/06/24,47.274
2017/06/25,35.444
2017/06/26,45.627
2017/06/27,46.235
2017/06/28,47.642
2017/06/29,50.455
2017/06/30,46.402
2017/07/01,42.6
2017/07/02,38.543
2017/07/03,69.83
2017/07/04,60.403
2017/07/05,41.774
2017/07/06,43.728
2017/07/07,44.365
2017/07/08,41.678
2017/07/09,36.746
2017/07/10,48.364
2017/07/11,49.056
2017/07/12,49.823
2017/07/13,62.668
2017/07/14,64.822
2017/07/15,60.585
2017/07/16,55.212
2017/07/17,54.468
2017/07/18,65.462
2017/07/19,63.393
2017/07/20,54.687
2017/07/21,56.868
2017/07/22,29.406
2017/07/23,34.968
2017/07/24,57.178
2017/07/25,58.058
2017/07/26,50.166
2017/07/27,53.317
2017/07/28,57.16
2017/07/29,51.347
2017/07/30,41.423
2017/07/31,34.907
2017/08/01,38.507
2017/08/02,37.911
2017/08/03,35.662
2017/08/04,36.485
2017/08/05,42.979
2017/08/06,44.378
2017/08/07,49.834
2017/08/08,56.646
2017/08/09,59.967
2017/08/10,82.782
2017/08/11,92.434
2017/08/12,61.779
2017/08/13,62.616
2017/08/14,54.824
2017/08/15,47.946
2017/08/16,43.968
2017/08/17,44.384
2017/08/18,44.881
2017/08/19,38.83
2017/08/20,36.655
2017/08/21,44.411
2017/08/22,41.892
2017/08/23,46.943
2017/08/24,44.404
2017/08/25,41.512
2017/08/26,31.208
2017/08/27,62.616
2017/08/28,72.075
2017/08/29,60.106
2017/08/30,74.409
2017/08/31,49.508
2017/09/01,48.736
2017/09/02,45.468
2017/09/03,41.958
2017/09/04,47.497
2017/09/05,46.177
2017/09/06,48.899
2017/09/07,42.391
2017/09/08,44.73
2017/09/09,53.583
2017/09/10,48.535
2017/09/11,45.603
2017/09/12,46.549
2017/09/13,36.565
2017/09/14,44.661
2017/09/15,47.562
2017/09/16,38.305
2017/09/17,41.829
2017/09/18,56.932
2017/09/19,49.911
2017/09/20,41.556
2017/09/21,40.575
2017/09/22,38.53
2017/09/23,37.59
2017/09/24,36.331
2017/09/25,42.937
2017/09/26,43.942
2017/09/27,46.476
2017/09/28,49.935
2017/09/29,42.908
2017/09/30,37.477
2017/10/01,31.697
2017/10/02,44.741
2017/10/03,76.167
2017/10/04,57.342
2017/10/05,47.374
2017/10/06,47.817
2017/10/07,44.534
2017/10/08,47.298
2017/10/09,51.245
2017/10/10,52.998
2017/10/11,49.354
2017/10/12,53.258
2017/10/13,64.015
2017/10/14,51.344
2017/10/15,47.731
2017/10/16,42.559
2017/10/17,54.205
2017/10/18,61.316
2017/10/19,54.124
2017/10/20,50.304
2017/10/21,46.143
2017/10/22,42.158
2017/10/23,53.736
2017/10/24,55.489
2017/10/25,45.14
2017/10/26,43.701
2017/10/27,23.151
2017/10/28,23.151
2017/10/29,23.151
2017/10/30,23.151
2017/10/31,23.151
2017/11/01,68.823
2017/11/02,70.362
2017/11/03,61.739
2017/11/04,50.423
2017/11/05,48.96
2017/11/06,53.792
2017/11/07,48.41
2017/11/08,58.301
2017/11/09,72.656
2017/11/10,57.134
2017/11/11,54.243
2017/11/12,63.217
2017/11/13,49.471
2017/11/14,49.798
2017/11/15,62.266
2017/11/16,57.677
2017/11/17,58.291
2017/11/18,50.524
2017/11/19,52.464
2017/11/20,63.962
2017/11/21,63.036
2017/11/22,63.962
2017/11/23,66.522
2017/11/24,58.99
2017/11/25,71.252
2017/11/26,65.928
2017/11/27,77.527
2017/11/28,83.505
2017/11/29,86.756
2017/11/30,68.986
2017/12/01,55.843
2017/12/02,60.546
2017/12/03,57.027
2017/12/04,54.082
2017/12/05,30.057
2017/12/06,40.616
2017/12/07,34.843
2017/12/08,32.908
2017/12/09,29.801
2017/12/10,28.775
2017/12/11,30.671
2017/12/12,57.911
2017/12/13,56.619
2017/12/14,63.577
2017/12/15,51.886
2017/12/16,46.493
2017/12/17,46.667
2017/12/18,50.748
2017/12/19,65.753
2017/12/20,69.85
2017/12/21,71.045
2017/12/22,62.944
2017/12/23,44.418
2017/12/24,35.76
2017/12/25,34.11
2017/12/26,47.877
2017/12/27,53.36
2017/12/28,59.803
2017/12/29,67.353
2017/12/30,69.639
2017/12/31,42.974
2018/01/01,41.721
2018/01/02,63.118
2018/01/03,64.486
2018/01/04,77.49
2018/01/05,72.554
2018/01/06,60.916
2018/01/07,53.532
2018/01/08,63.883
2018/01/09,68.143
2018/01/10,73.735
2018/01/11,60.334
2018/01/12,49.147
2018/01/13,43.139
2018/01/14,73.87
2018/01/15,47.664
2018/01/16,49.664
2018/01/17,47.174
2018/01/18,46.013
2018/01/19,39.764
2018/01/20,38.725
2018/01/21,37.767
2018/01/22,40.533
2018/01/23,39.212
2018/01/24,40.063
2018/01/25,31.6
2018/01/26,49.063
2018/01/27,41.849
2018/01/28,46.448
2018/01/29,48.567
2018/01/30,49.168
2018/01/31,47.108
2018/02/01,47.78
2018/02/02,52.515
2018/02/03,37.326
2018/02/04,33.808
2018/02/05,38.71
2018/02/06,41.071
2018/02/07,39.382
2018/02/08,30.495
2018/02/09,38.538
2018/02/10,42.926
2018/02/11,35.967
2018/02/12,40.469
2018/02/13,49.238
2018/02/14,43.475
2018/02/15,48.465
2018/02/16,42.642
2018/02/17,42.53
2018/02/18,41.771
2018/02/19,39.409
2018/02/20,45.675
2018/02/21,42.259
2018/02/22,51.986
2018/02/23,36.273
2018/02/24,34.975
2018/02/25,29.891
2018/02/26,36.572
2018/02/27,31.65
2018/02/28,31.691
2018/03/01,33.454
2018/03/02,32.302
2018/03/03,28.376
2018/03/04,28.898
2018/03/05,38.811
2018/03/06,44.279
2018/03/07,43.031
2018/03/08,37.741
2018/03/09,37.959
2018/03/10,31.083
2018/03/11,30.134
2018/03/12,40.483
2018/03/13,59.439
2018/03/14,46.47
2018/03/15,43.892
2018/03/16,38.848
2018/03/17,36.75
2018/03/18,54.077
2018/03/19,49.765
2018/03/20,45.182
2018/03/21,44.583
2018/03/22,40.756
2018/03/23,47.47
2018/03/24,37.636
2018/03/25,35.057
2018/03/26,49.662
2018/03/27,54.271
2018/03/28,52.977
2018/03/29,51.424
2018/03/30,45.301
2018/03/31,36.698
2018/04/01,33.649
2018/04/02,37.237
2018/04/03,43.214
2018/04/04,40.977
2018/04/05,36.253
2018/04/06,36.252
2018/04/07,30.425
2018/04/08,41.585
2018/04/09,49.862
2018/04/10,43.55
2018/04/11,50.459
2018/04/12,67.019
2018/04/13,70.027
2018/04/14,42.108
2018/04/15,46.886
2018/04/16,50.975
2018/04/17,52.015
2018/04/18,58.386
2018/04/19,61.59
2018/04/20,70.455
2018/04/21,57.244
2018/04/22,47.072
2018/04/23,73.795
2018/04/24,70.216
2018/04/25,61.773
2018/04/26,51.722
2018/04/27,54.728
2018/04/28,49.244
2018/04/29,46.908
2018/04/30,54.509
2018/05/01,49.798
2018/05/02,64.858
2018/05/03,70.194
2018/05/04,66.927
2018/05/05,47.259
2018/05/06,42.645
2018/05/07,63.583
2018/05/08,50.278
2018/05/09,51.573
2018/05/10,50.858
2018/05/11,48.734
2018/05/12,38.464
2018/05/13,34.03
2018/05/14,52.936
2018/05/15,49.905
2018/05/16,44.226
2018/05/17,44.804
2018/05/18,43.058
2018/05/19,36.173
2018/05/20,38.471
2018/05/21,48.774
2018/05/22,58.794
2018/05/23,63.217
2018/05/24,48.19
2018/05/25,43.698
2018/05/26,36.639
2018/05/27,48.251
2018/05/28,57.257
2018/05/29,49.576
2018/05/30,49.774
2018/05/31,52.39
2018/06/01,56.674
2018/06/02,36.622
2018/06/03,34.881
2018/06/04,52.54
2018/06/05,52.801
2018/06/06,56.498
2018/06/07,54.512
2018/06/08,57.695
2018/06/09,35.892
2018/06/10,45.877
2018/06/11,50.478
2018/06/12,61.166
2018/06/13,69.27
2018/06/14,69.886
2018/06/15,61.4
2018/06/16,36.624
2018/06/17,33.361
2018/06/18,39.586
2018/06/19,45.988
2018/06/20,48.109
2018/06/21,45.214
2018/06/22,51.361
2018/06/23,36.618
2018/06/24,45.864
2018/06/25,51.653
2018/06/26,45.34
2018/06/27,44.404
2018/06/28,42.71
2018/06/29,47.731
2018/06/30,36.888
2018/07/01,34.154
2018/07/02,43.524
2018/07/03,51.438
2018/07/04,46.531
2018/07/05,48.843
2018/07/06,47.444
2018/07/07,38.056
2018/07/08,43.586
2018/07/09,54.729
2018/07/10,55.503
2018/07/11,43.481
2018/07/12,40.91
2018/07/13,39.796
2018/07/14,33.476
2018/07/15,31.336
2018/07/16,58.409
2018/07/17,60.725
2018/07/18,66.441
2018/07/19,53.024
2018/07/20,54.204
2018/07/21,39.617
2018/07/22,38.834
2018/07/23,53.436
2018/07/24,56.025
2018/07/25,51.128
2018/07/26,44.042
2018/07/27,46.675
2018/07/28,34.6
2018/07/29,34.041
2018/07/30,55.395
2018/07/31,71.512
2018/08/01,48.235
2018/08/02,49.125
2018/08/03,45.156
2018/08/04,40.59
2018/08/05,39.595
2018/08/06,46.305
2018/08/07,48.963
2018/08/08,57.776
2018/08/09,49.024
2018/08/10,52.44
2018/08/11,46.283
2018/08/12,37.724
2018/08/13,57.719
2018/08/14,59.715
2018/08/15,51.946
2018/08/16,42.859
2018/08/17,48.226
2018/08/18,39.672
2018/08/19,36.206
2018/08/20,46.312
2018/08/21,45.621
2018/08/22,50.078
2018/08/23,45.321
2018/08/24,45.052
2018/08/25,39.592
2018/08/26,37.726
2018/08/27,51.968
2018/08/28,49.882
2018/08/29,52.935
2018/08/30,48.198
2018/08/31,50.049
2018/09/01,42.32
2018/09/02,36.761
2018/09/03,59.208
2018/09/04,73.375
2018/09/05,59.439
2018/09/06,60.924
2018/09/07,52.785
2018/09/08,45.232
2018/09/09,44.113
2018/09/10,48.394
2018/09/11,47.62
2018/09/12,61.587
2018/09/13,46.25
2018/09/14,45.793
2018/09/15,37.195
2018/09/16,34.544
2018/09/17,47.683
2018/09/18,44.564
2018/09/19,41.35
2018/09/20,48.44
2018/09/21,66.023
2018/09/22,46.233
2018/09/23,44.094
2018/09/24,51.202
2018/09/25,48.366
2018/09/26,47.884
2018/09/27,45.361
2018/09/28,47.149
2018/09/29,41.848
2018/09/30,41.026
2018/10/01,38.514
2018/10/02,34.805
2018/10/03,49.818
2018/10/04,50.518
2018/10/05,46.685
2018/10/06,36.406
2018/10/07,33.792
2018/10/08,55.587
2018/10/09,49.837
2018/10/10,51.24
2018/10/11,73.92
2018/10/12,51.725
2018/10/13,41.633
2018/10/14,41.305
2018/10/15,67.036
2018/10/16,53.693
2018/10/17,50.218
2018/10/18,54.401
2018/10/19,46.321
2018/10/20,43.976
2018/10/21,51.132
2018/10/22,46.196
2018/10/23,47.727
2018/10/24,46.786
2018/10/25,55.796
2018/10/26,47.64
2018/10/27,37.798
2018/10/28,38.27
2018/10/29,54.571
2018/10/30,49.009
2018/10/31,50.324
2018/11/01,48.275
2018/11/02,53.884
2018/11/03,39.75
2018/11/04,48.844
2018/11/05,61.998
2018/11/06,53.592
2018/11/07,58.444
2018/11/08,50.065
2018/11/09,48.263
2018/11/10,39.416
2018/11/11,39.556
2018/11/12,55.016
2018/11/13,51.341
2018/11/14,67.088
2018/11/15,64.499
2018/11/16,49.556
2018/11/17,39.547
2018/11/18,46.955
2018/11/19,68.452
2018/11/20,68.926
2018/11/21,51.411
2018/11/22,43.782
2018/11/23,45.171
2018/11/24,40.411
2018/11/25,50.407
2018/11/26,47.424
2018/11/27,42.68
2018/11/28,49.224
2018/11/29,51.832
2018/11/30,86.467
2018/12/01,78.093
2018/12/02,40.667
2018/12/03,42.409
2018/12/04,42.352
2018/12/05,43.828
2018/12/06,45.809
2018/12/07,47.292
2018/12/08,42.247
2018/12/09,41.548
2018/12/10,41.979
2018/12/11,41.937
2018/12/12,41.105
2018/12/13,44.866
2018/12/14,42.833
2018/12/15,38.41
2018/12/16,38.471
2018/12/17,52
2018/12/18,51.682
2018/12/19,62.068
2018/12/20,63.822
2018/12/21,66.015
2018/12/22,41.55
2018/12/23,52.557
2018/12/24,63.014
2018/12/25,46.588
2018/12/26,44.936
2018/12/27,49.603
2018/12/28,50.827
2018/12/29,60.418
2018/12/30,41.817
2018/12/31,45.873
2019/01/01,42.54
2019/01/02,54.258
2019/01/03,52.237
2019/01/04,63.217
2019/01/05,66.698
2019/01/06,47.595
2019/01/07,49.461
2019/01/08,46.288
2019/01/09,45.014
2019/01/10,52.499
2019/01/11,56.907
2019/01/12,37.275
2019/01/13,39.552
2019/01/14,53.597
2019/01/15,46.351
2019/01/16,47.827
2019/01/17,43.731
2019/01/18,40.594
2019/01/19,38.273
2019/01/20,41.465
2019/01/21,42.284
2019/01/22,42.459
2019/01/23,45.165
2019/01/24,51.787
2019/01/25,44.764
2019/01/26,35.608
2019/01/27,46.114
2019/01/28,61.272
2019/01/29,48.442
2019/01/30,50.063
2019/01/31,50.067
2019/02/01,43.952
2019/02/02,35.449
2019/02/03,37.198
2019/02/04,33.804
2019/02/05,33.278
2019/02/06,48.96
2019/02/07,44.132
2019/02/08,57.804
2019/02/09,43.429
2019/02/10,48.544
2019/02/11,56.549
2019/02/12,49.65
2019/02/13,54.673
2019/02/14,51.684
2019/02/15,49.863
2019/02/16,39.954
2019/02/17,55.124
2019/02/18,73.232
2019/02/19,70.498
2019/02/20,57.99
2019/02/21,56.274
2019/02/22,56.012
2019/02/23,44.364
2019/02/24,66.152
2019/02/25,70.73
2019/02/26,45.309
2019/02/27,55.511
2019/02/28,49.654
2019/03/01,44.695
2019/03/02,40.921
2019/03/03,43.682
2019/03/04,52.505
2019/03/05,51.277
2019/03/06,50.861
2019/03/07,49.662
2019/03/08,54.464
2019/03/09,43.64
2019/03/10,41.674
2019/03/11,55.639
2019/03/12,53.286
2019/03/13,46.959
2019/03/14,51.539
2019/03/15,50.381
2019/03/16,46.055
2019/03/17,41.037
2019/03/18,61.175
2019/03/19,45.919
2019/03/20,61.696
2019/03/21,54.094
2019/03/22,46.915
2019/03/23,54.801
2019/03/24,42.966
2019/03/25,57.402
2019/03/26,52.413
2019/03/27,49.744
2019/03/28,50.461
2019/03/29,55.485
2019/03/30,54.987
2019/03/31,46.546
2019/04/01,53.005
2019/04/02,75.967
2019/04/03,79.205
2019/04/04,53.142
2019/04/05,50.927
2019/04/06,41.315
2019/04/07,49.567
2019/04/08,65.683
2019/04/09,58.575
2019/04/10,52.521
2019/04/11,51.232
2019/04/12,45.153
2019/04/13,35.523
2019/04/14,38.328
2019/04/15,50.353
2019/04/16,45.896
2019/04/17,46.738
2019/04/18,54.345
2019/04/19,48.875
2019/04/20,42.416
2019/04/21,44.201
2019/04/22,52.23
2019/04/23,58.783
2019/04/24,66.92
2019/04/25,58.612
2019/04/26,71.133
2019/04/27,40.451
2019/04/28,45.066
2019/04/29,52.259
2019/04/30,51.603
2019/05/01,47.924
2019/05/02,41.925
2019/05/03,49.197
2019/05/04,42.099
2019/05/05,40.602
2019/05/06,57.311
2019/05/07,63.32
2019/05/08,56.928
2019/05/09,52.387
2019/05/10,53.422
2019/05/11,73.379
2019/05/12,51.747
2019/05/13,61.651
2019/05/14,59.15
2019/05/15,69.918
2019/05/16,83.884
2019/05/17,56.31
2019/05/18,43.732
2019/05/19,45.273
2019/05/20,50.114
2019/05/21,48.244
2019/05/22,48.674
2019/05/23,49.092
2019/05/24,44.441
2019/05/25,39.13
2019/05/26,46.321
2019/05/27,57.074
2019/05/28,49.034
2019/05/29,60.857
2019/05/30,59.591
2019/05/31,54.336
2019/06/01,39.238
2019/06/02,36.985
2019/06/03,51.335
2019/06/04,53.192
2019/06/05,54.432
2019/06/06,40.421
2019/06/07,40.991
2019/06/08,34.085
2019/06/09,41.017
2019/06/10,49.779
2019/06/11,46.782
2019/06/12,51.14
2019/06/13,56.075
2019/06/14,55.523
2019/06/15,67.957
2019/06/16,56.092
2019/06/17,47.331
2019/06/18,54.544
2019/06/19,56.131
2019/06/20,45.714
2019/06/21,58.396
2019/06/22,57.989
2019/06/23,46.084
