Date,transactionvalue30wmaUSD
2016/01/01,25.517
2016/01/02,25.473
2016/01/03,26.196
2016/01/04,25.364
2016/01/05,27.485
2016/01/06,26.518
2016/01/07,25.682
2016/01/08,24.99
2016/01/09,24.394
2016/01/10,23.538
2016/01/11,24.919
2016/01/12,30.086
2016/01/13,29.94
2016/01/14,30.328
2016/01/15,36.064
2016/01/16,38.475
2016/01/17,39.582
2016/01/18,53.694
2016/01/19,59.418
2016/01/20,62.071
2016/01/21,63.776
2016/01/22,67.314
2016/01/23,75.804
2016/01/24,93.007
2016/01/25,107.327
2016/01/26,117.1
2016/01/27,121.863
2016/01/28,125.133
2016/01/29,127.845
2016/01/30,132.754
2016/01/31,138.298
2016/02/01,137.683
2016/02/02,137.121
2016/02/03,136.989
2016/02/04,133.611
2016/02/05,132.644
2016/02/06,126.55
2016/02/07,130.162
2016/02/08,142.585
2016/02/09,157.077
2016/02/10,179.895
2016/02/11,196.648
2016/02/12,230.304
2016/02/13,239.811
2016/02/14,244.628
2016/02/15,246.706
2016/02/16,256.613
2016/02/17,252.567
2016/02/18,256.038
2016/02/19,249.709
2016/02/20,255.942
2016/02/21,249.179
2016/02/22,249.076
2016/02/23,264.947
2016/02/24,289.936
2016/02/25,293.157
2016/02/26,350.631
2016/02/27,378.379
2016/02/28,375.94
2016/02/29,370.696
2016/03/01,376.92
2016/03/02,435.266
2016/03/03,462.937
2016/03/04,475.902
2016/03/05,526.596
2016/03/06,540.778
2016/03/07,554.33
2016/03/08,579.317
2016/03/09,578.892
2016/03/10,572.797
2016/03/11,569.788
2016/03/12,583.349
2016/03/13,615.831
2016/03/14,632.151
2016/03/15,634.136
2016/03/16,633.691
2016/03/17,637.044
2016/03/18,649.695
2016/03/19,627.827
2016/03/20,601.791
2016/03/21,583.754
2016/03/22,561.935
2016/03/23,538.043
2016/03/24,519.379
2016/03/25,492.612
2016/03/26,462.709
2016/03/27,453.852
2016/03/28,436.605
2016/03/29,431.708
2016/03/30,426.285
2016/03/31,413.234
2016/04/01,387.837
2016/04/02,365.642
2016/04/03,340.816
2016/04/04,320.727
2016/04/05,305.871
2016/04/06,292.382
2016/04/07,282.553
2016/04/08,269.152
2016/04/09,271.526
2016/04/10,268.91
2016/04/11,257.463
