Date,fee_to_reward14wmaUSD
2017/04/21,0.225
2017/04/22,0.229
2017/04/23,0.227
2017/04/24,0.23
2017/04/25,0.234
2017/04/26,0.236
2017/04/27,0.245
2017/04/28,0.249
2017/04/29,0.248
2017/04/30,0.251
2017/05/01,0.265
2017/05/02,0.28
2017/05/03,0.278
2017/05/04,0.284
2017/05/05,0.284
2017/05/06,0.285
2017/05/07,0.294
2017/05/08,0.299
2017/05/09,0.307
2017/05/10,0.314
2017/05/11,0.321
2017/05/12,0.327
2017/05/13,0.333
2017/05/14,0.339
2017/05/15,0.355
2017/05/16,0.371
2017/05/17,0.425
2017/05/18,0.446
2017/05/19,0.473
2017/05/20,0.487
2017/05/21,0.501
2017/05/22,0.523
2017/05/23,0.574
2017/05/24,0.629
2017/05/25,0.653
2017/05/26,0.668
2017/05/27,0.67
2017/05/28,0.673
2017/05/29,0.67
2017/05/30,0.72
2017/05/31,0.849
2017/06/01,0.864
2017/06/02,0.9
2017/06/03,0.898
2017/06/04,0.908
2017/06/05,0.895
2017/06/06,0.904
2017/06/07,0.916
2017/06/08,0.91
2017/06/09,0.909
2017/06/10,0.888
2017/06/11,0.911
2017/06/12,1.005
2017/06/13,1.003
2017/06/14,0.985
2017/06/15,0.985
2017/06/16,0.974
2017/06/17,0.956
2017/06/18,0.943
2017/06/19,0.944
2017/06/20,1.145
2017/06/21,1.426
2017/06/22,1.587
2017/06/23,1.637
2017/06/24,1.727
2017/06/25,1.726
2017/06/26,1.772
2017/06/27,1.728
2017/06/28,1.789
2017/06/29,1.79
2017/06/30,1.731
2017/07/01,1.654
2017/07/02,1.575
2017/07/03,1.539
2017/07/04,1.475
2017/07/05,1.438
2017/07/06,1.371
2017/07/07,1.338
2017/07/08,1.313
2017/07/09,1.249
2017/07/10,1.206
2017/07/11,1.185
2017/07/12,1.188
2017/07/13,1.198
2017/07/14,1.184
2017/07/15,1.175
2017/07/16,1.161
2017/07/17,1.15
2017/07/18,1.217
2017/07/19,1.224
2017/07/20,1.198
2017/07/21,1.184
2017/07/22,1.146
2017/07/23,1.143
2017/07/24,1.149
2017/07/25,1.176
2017/07/26,1.168
2017/07/27,1.149
2017/07/28,1.14
2017/07/29,1.092
2017/07/30,1.048
2017/07/31,1.023
2017/08/01,1.033
2017/08/02,1.035
2017/08/03,1.039
2017/08/04,1.03
2017/08/05,1.033
2017/08/06,1.038
2017/08/07,1.087
2017/08/08,1.142
2017/08/09,1.155
2017/08/10,1.195
2017/08/11,1.251
2017/08/12,1.297
2017/08/13,1.315
2017/08/14,1.349
2017/08/15,1.399
2017/08/16,1.636
2017/08/17,1.755
2017/08/18,1.94
2017/08/19,1.979
2017/08/20,1.916
2017/08/21,1.866
2017/08/22,1.814
2017/08/23,1.758
2017/08/24,1.706
2017/08/25,1.678
2017/08/26,1.644
2017/08/27,1.597
2017/08/28,1.584
2017/08/29,1.68
2017/08/30,1.721
2017/08/31,1.909
2017/09/01,1.995
2017/09/02,2.003
2017/09/03,1.968
2017/09/04,2.051
2017/09/05,2.188
2017/09/06,2.42
2017/09/07,2.601
2017/09/08,2.775
2017/09/09,2.739
2017/09/10,2.673
2017/09/11,2.593
2017/09/12,2.573
2017/09/13,2.533
2017/09/14,2.457
2017/09/15,2.526
2017/09/16,2.61
2017/09/17,2.501
2017/09/18,2.414
2017/09/19,2.314
2017/09/20,2.34
2017/09/21,2.224
2017/09/22,2.155
2017/09/23,2.115
2017/09/24,2.165
2017/09/25,2.182
2017/09/26,2.199
2017/09/27,2.201
2017/09/28,2.203
2017/09/29,2.181
2017/09/30,2.196
2017/10/01,2.188
2017/10/02,2.184
2017/10/03,2.211
2017/10/04,2.231
2017/10/05,2.256
2017/10/06,2.316
2017/10/07,2.276
2017/10/08,2.266
2017/10/09,2.278
2017/10/10,2.3
2017/10/11,2.352
2017/10/12,2.384
2017/10/13,2.442
2017/10/14,2.447
2017/10/15,2.441
2017/10/16,2.383
2017/10/17,2.264
2017/10/18,2.134
2017/10/19,2.005
2017/10/20,1.958
2017/10/21,1.821
2017/10/22,1.669
2017/10/23,1.568
2017/10/24,1.526
2017/10/25,1.459
2017/10/26,1.392
2017/10/27,1.349
2017/10/28,1.287
2017/10/29,1.238
2017/10/30,1.236
2017/10/31,1.248
2017/11/01,1.291
2017/11/02,1.338
2017/11/03,1.328
2017/11/04,1.285
2017/11/05,1.233
2017/11/06,1.212
2017/11/07,1.213
2017/11/08,1.241
2017/11/09,1.26
2017/11/10,1.256
2017/11/11,1.232
2017/11/12,1.236
2017/11/13,1.248
2017/11/14,1.284
2017/11/15,1.35
2017/11/16,1.373
2017/11/17,1.412
2017/11/18,1.391
2017/11/19,1.382
2017/11/20,1.42
2017/11/21,1.448
2017/11/22,1.475
2017/11/23,1.495
2017/11/24,1.488
2017/11/25,1.466
2017/11/26,1.47
2017/11/27,1.497
2017/11/28,1.542
2017/11/29,1.602
2017/11/30,1.64
2017/12/01,1.676
2017/12/02,1.675
2017/12/03,1.701
2017/12/04,1.94
2017/12/05,2.351
2017/12/06,2.914
2017/12/07,3.788
2017/12/08,4.644
2017/12/09,5.349
2017/12/10,5.886
2017/12/11,6.166
2017/12/12,6.395
2017/12/13,6.476
2017/12/14,6.688
2017/12/15,6.727
2017/12/16,6.741
2017/12/17,6.565
2017/12/18,6.344
2017/12/19,6.265
2017/12/20,6.303
2017/12/21,6.364
2017/12/22,6.373
2017/12/23,6.178
2017/12/24,5.933
2017/12/25,5.572
2017/12/26,5.237
2017/12/27,4.976
2017/12/28,4.74
2017/12/29,4.627
2017/12/30,4.508
2017/12/31,4.356
2018/01/01,4.157
2018/01/02,4.123
2018/01/03,4.189
2018/01/04,4.383
2018/01/05,5.268
2018/01/06,6.307
2018/01/07,7.004
2018/01/08,7.699
2018/01/09,8.383
2018/01/10,9.181
2018/01/11,9.673
2018/01/12,9.786
2018/01/13,9.912
2018/01/14,9.904
2018/01/15,9.892
2018/01/16,9.787
2018/01/17,9.589
2018/01/18,9.413
2018/01/19,9.075
2018/01/20,8.709
2018/01/21,8.208
2018/01/22,7.674
2018/01/23,7.3
2018/01/24,6.918
2018/01/25,6.497
2018/01/26,6.087
2018/01/27,5.641
2018/01/28,5.285
2018/01/29,5.164
2018/01/30,4.988
2018/01/31,4.843
2018/02/01,4.962
2018/02/02,4.933
2018/02/03,4.767
2018/02/04,4.614
2018/02/05,4.49
2018/02/06,4.413
2018/02/07,4.306
2018/02/08,4.103
2018/02/09,3.953
2018/02/10,3.838
2018/02/11,3.666
2018/02/12,3.5
2018/02/13,3.352
2018/02/14,3.236
2018/02/15,3.121
2018/02/16,3.025
2018/02/17,2.991
2018/02/18,3.023
2018/02/19,2.989
2018/02/20,3.017
2018/02/21,3.037
2018/02/22,3.002
2018/02/23,2.968
2018/02/24,2.943
2018/02/25,2.884
2018/02/26,2.823
2018/02/27,2.778
2018/02/28,2.834
2018/03/01,2.788
2018/03/02,2.824
2018/03/03,2.743
2018/03/04,2.685
2018/03/05,2.675
2018/03/06,2.616
2018/03/07,2.618
2018/03/08,2.591
2018/03/09,2.542
2018/03/10,2.437
2018/03/11,2.319
2018/03/12,2.3
2018/03/13,2.21
2018/03/14,2.142
2018/03/15,2.073
2018/03/16,2.002
2018/03/17,1.905
2018/03/18,1.849
2018/03/19,1.809
2018/03/20,1.775
2018/03/21,1.789
2018/03/22,1.796
2018/03/23,1.826
2018/03/24,1.814
2018/03/25,1.778
2018/03/26,1.777
2018/03/27,1.761
2018/03/28,1.75
2018/03/29,1.751
2018/03/30,1.733
2018/03/31,1.674
2018/04/01,1.601
2018/04/02,1.565
2018/04/03,1.545
2018/04/04,1.5
2018/04/05,1.576
2018/04/06,1.56
2018/04/07,1.5
2018/04/08,1.469
2018/04/09,1.455
2018/04/10,1.434
2018/04/11,1.439
2018/04/12,1.476
2018/04/13,1.542
2018/04/14,1.538
2018/04/15,1.518
2018/04/16,1.518
2018/04/17,1.533
2018/04/18,1.585
2018/04/19,1.639
2018/04/20,1.701
2018/04/21,1.699
2018/04/22,1.7
2018/04/23,1.716
2018/04/24,1.781
2018/04/25,1.822
2018/04/26,1.859
2018/04/27,1.911
2018/04/28,1.947
2018/04/29,2.023
2018/04/30,2.1
2018/05/01,2.1
2018/05/02,2.108
2018/05/03,2.17
2018/05/04,2.215
2018/05/05,2.19
2018/05/06,2.136
2018/05/07,2.114
2018/05/08,2.109
2018/05/09,2.133
2018/05/10,2.278
2018/05/11,2.397
2018/05/12,2.385
2018/05/13,2.389
2018/05/14,2.475
2018/05/15,2.557
2018/05/16,2.655
2018/05/17,2.776
2018/05/18,2.866
2018/05/19,2.898
2018/05/20,2.893
2018/05/21,2.924
2018/05/22,2.995
2018/05/23,3.051
2018/05/24,3.078
2018/05/25,3.077
2018/05/26,3.031
2018/05/27,2.956
2018/05/28,3.045
2018/05/29,3.112
2018/05/30,3.197
2018/05/31,3.386
2018/06/01,3.464
2018/06/02,3.379
2018/06/03,3.291
2018/06/04,3.28
2018/06/05,3.221
2018/06/06,3.248
2018/06/07,3.181
2018/06/08,3.074
2018/06/09,2.908
2018/06/10,2.755
2018/06/11,2.62
2018/06/12,2.501
2018/06/13,2.41
2018/06/14,2.357
2018/06/15,2.367
2018/06/16,2.263
2018/06/17,2.126
2018/06/18,2.014
2018/06/19,1.996
2018/06/20,1.967
2018/06/21,1.943
2018/06/22,2.046
2018/06/23,1.983
2018/06/24,1.948
2018/06/25,1.986
2018/06/26,1.949
2018/06/27,1.916
2018/06/28,1.879
2018/06/29,1.861
2018/06/30,2.576
2018/07/01,3.863
2018/07/02,5.963
2018/07/03,7.367
2018/07/04,8.213
2018/07/05,8.801
2018/07/06,9.679
2018/07/07,10.298
2018/07/08,10.025
2018/07/09,9.568
2018/07/10,8.894
2018/07/11,8.256
2018/07/12,7.89
2018/07/13,7.585
2018/07/14,7.897
2018/07/15,8.337
2018/07/16,7.411
2018/07/17,6.575
2018/07/18,5.859
2018/07/19,5.204
2018/07/20,4.706
2018/07/21,4.317
2018/07/22,3.884
2018/07/23,3.608
2018/07/24,3.302
2018/07/25,2.986
2018/07/26,2.661
2018/07/27,2.356
2018/07/28,2.141
2018/07/29,1.938
2018/07/30,1.87
2018/07/31,1.817
2018/08/01,1.758
2018/08/02,1.703
2018/08/03,1.661
2018/08/04,1.614
2018/08/05,1.543
2018/08/06,1.571
2018/08/07,2.088
2018/08/08,3.357
2018/08/09,4.346
2018/08/10,4.775
2018/08/11,4.607
2018/08/12,4.357
2018/08/13,4.185
2018/08/14,4.059
2018/08/15,3.924
2018/08/16,3.721
2018/08/17,4.185
2018/08/18,3.879
2018/08/19,3.541
2018/08/20,3.209
2018/08/21,2.872
2018/08/22,2.735
2018/08/23,2.568
2018/08/24,2.636
2018/08/25,2.491
2018/08/26,2.448
2018/08/27,2.326
2018/08/28,2.218
2018/08/29,2.159
2018/08/30,2.094
2018/08/31,2.039
2018/09/01,1.986
2018/09/02,1.918
2018/09/03,1.876
2018/09/04,1.884
2018/09/05,1.835
2018/09/06,1.876
2018/09/07,1.914
2018/09/08,1.913
2018/09/09,1.924
2018/09/10,1.944
2018/09/11,2.002
2018/09/12,2.053
2018/09/13,2.104
2018/09/14,2.078
2018/09/15,2.047
2018/09/16,2.006
2018/09/17,2.002
2018/09/18,2.006
2018/09/19,2.145
2018/09/20,2.164
2018/09/21,2.254
2018/09/22,2.225
2018/09/23,2.165
2018/09/24,2.2
2018/09/25,2.218
2018/09/26,2.254
2018/09/27,2.309
2018/09/28,2.395
2018/09/29,2.477
2018/09/30,2.482
2018/10/01,2.537
2018/10/02,2.6
2018/10/03,2.536
2018/10/04,2.482
2018/10/05,2.424
2018/10/06,2.286
2018/10/07,2.167
2018/10/08,2.121
2018/10/09,2.055
2018/10/10,2.03
2018/10/11,2.02
2018/10/12,2.004
2018/10/13,1.922
2018/10/14,1.828
2018/10/15,1.818
2018/10/16,1.781
2018/10/17,1.775
2018/10/18,1.76
2018/10/19,1.78
2018/10/20,1.769
2018/10/21,1.737
2018/10/22,1.745
2018/10/23,1.754
2018/10/24,1.806
2018/10/25,1.898
2018/10/26,1.949
2018/10/27,1.922
2018/10/28,1.883
2018/10/29,1.899
2018/10/30,1.913
2018/10/31,1.92
2018/11/01,1.92
2018/11/02,1.943
2018/11/03,1.918
2018/11/04,1.882
2018/11/05,1.934
2018/11/06,1.986
2018/11/07,2.005
2018/11/08,2.049
2018/11/09,2.041
2018/11/10,1.964
2018/11/11,1.878
2018/11/12,1.895
2018/11/13,1.933
2018/11/14,2.03
2018/11/15,2.152
2018/11/16,2.211
2018/11/17,2.187
2018/11/18,2.187
2018/11/19,2.294
2018/11/20,2.403
2018/11/21,2.43
2018/11/22,2.443
2018/11/23,2.468
2018/11/24,2.446
2018/11/25,2.461
2018/11/26,2.459
2018/11/27,2.437
2018/11/28,2.505
2018/11/29,2.617
2018/11/30,2.826
2018/12/01,2.842
2018/12/02,2.811
2018/12/03,2.83
2018/12/04,2.854
2018/12/05,2.904
2018/12/06,2.858
2018/12/07,2.803
2018/12/08,2.663
2018/12/09,2.521
2018/12/10,2.42
2018/12/11,2.317
2018/12/12,2.208
2018/12/13,2.134
2018/12/14,2.075
2018/12/15,1.987
2018/12/16,1.894
2018/12/17,1.874
2018/12/18,1.891
2018/12/19,1.923
2018/12/20,1.962
2018/12/21,1.992
2018/12/22,1.955
2018/12/23,1.944
2018/12/24,1.975
2018/12/25,2.009
2018/12/26,2.003
2018/12/27,1.969
2018/12/28,1.954
2018/12/29,1.909
2018/12/30,2.019
2018/12/31,1.972
2019/01/01,1.906
2019/01/02,1.875
2019/01/03,1.852
2019/01/04,1.854
2019/01/05,1.863
2019/01/06,1.822
2019/01/07,1.795
2019/01/08,1.774
2019/01/09,1.745
2019/01/10,1.765
2019/01/11,1.763
2019/01/12,1.702
2019/01/13,1.655
2019/01/14,1.786
2019/01/15,1.845
2019/01/16,1.878
2019/01/17,1.873
2019/01/18,1.892
2019/01/19,1.882
2019/01/20,1.862
2019/01/21,1.894
2019/01/22,1.976
2019/01/23,2.001
2019/01/24,2.024
2019/01/25,2.021
2019/01/26,1.977
2019/01/27,1.932
2019/01/28,1.973
2019/01/29,1.981
2019/01/30,2.006
2019/01/31,2.061
2019/02/01,2.091
2019/02/02,2.054
2019/02/03,1.997
2019/02/04,1.947
2019/02/05,1.904
2019/02/06,1.882
2019/02/07,1.87
2019/02/08,1.887
2019/02/09,1.875
2019/02/10,1.881
2019/02/11,1.932
2019/02/12,1.975
2019/02/13,2.06
2019/02/14,2.126
2019/02/15,2.254
2019/02/16,2.325
2019/02/17,2.394
2019/02/18,2.564
2019/02/19,2.713
2019/02/20,2.824
2019/02/21,2.911
2019/02/22,2.965
2019/02/23,2.961
2019/02/24,3.026
2019/02/25,3.134
2019/02/26,3.225
2019/02/27,3.26
2019/02/28,3.351
2019/03/01,3.304
2019/03/02,3.206
2019/03/03,3.086
2019/03/04,3.055
2019/03/05,3.027
2019/03/06,2.992
2019/03/07,2.958
2019/03/08,2.923
2019/03/09,2.855
2019/03/10,2.739
2019/03/11,2.672
2019/03/12,2.619
2019/03/13,2.57
2019/03/14,2.508
2019/03/15,2.466
2019/03/16,2.376
2019/03/17,2.298
2019/03/18,2.347
2019/03/19,2.41
2019/03/20,2.435
2019/03/21,2.603
2019/03/22,2.685
2019/03/23,2.666
2019/03/24,2.648
2019/03/25,2.709
2019/03/26,2.775
2019/03/27,2.867
2019/03/28,2.902
2019/03/29,2.981
2019/03/30,2.958
2019/03/31,2.926
2019/04/01,2.973
2019/04/02,3.086
2019/04/03,3.277
2019/04/04,3.31
2019/04/05,3.253
2019/04/06,3.156
2019/04/07,3.065
2019/04/08,3.059
2019/04/09,3.008
2019/04/10,3.179
2019/04/11,4.137
2019/04/12,4.863
2019/04/13,5.279
2019/04/14,5.592
2019/04/15,6.009
2019/04/16,6.611
2019/04/17,7.256
2019/04/18,7.977
2019/04/19,7.936
2019/04/20,7.316
2019/04/21,6.716
2019/04/22,6.16
2019/04/23,5.63
2019/04/24,5.089
2019/04/25,4.521
2019/04/26,4.108
2019/04/27,3.63
2019/04/28,3.216
2019/04/29,2.873
2019/04/30,2.607
2019/05/01,2.415
2019/05/02,2.355
2019/05/03,2.357
2019/05/04,2.331
2019/05/05,2.316
2019/05/06,2.369
2019/05/07,2.487
2019/05/08,2.533
2019/05/09,2.566
2019/05/10,2.63
2019/05/11,2.635
2019/05/12,2.633
2019/05/13,2.705
2019/05/14,2.836
2019/05/15,3.065
2019/05/16,3.487
2019/05/17,3.731
2019/05/18,3.803
2019/05/19,3.79
2019/05/20,3.847
2019/05/21,3.803
2019/05/22,3.907
2019/05/23,3.922
2019/05/24,3.964
2019/05/25,3.86
2019/05/26,3.675
2019/05/27,3.718
2019/05/28,3.739
2019/05/29,3.77
2019/05/30,3.877
2019/05/31,3.918
2019/06/01,3.952
2019/06/02,3.831
2019/06/03,3.81
2019/06/04,3.797
2019/06/05,3.758
2019/06/06,3.703
2019/06/07,3.625
2019/06/08,3.79
2019/06/09,3.611
2019/06/10,3.776
2019/06/11,3.805
2019/06/12,3.651
2019/06/13,3.513
2019/06/14,3.496
2019/06/15,3.609
2019/06/16,3.489
2019/06/17,3.659
2019/06/18,3.608
2019/06/19,3.646
2019/06/20,3.855
2019/06/21,3.732
2019/06/22,3.582
