Date,sentinusd90stdUSD
2016/09/09,85405921
2016/09/10,85504443
2016/09/11,85602664
2016/09/12,85726251
2016/09/13,85782188
2016/09/14,85939604
2016/09/15,85723039
2016/09/16,85447845
2016/09/17,85552716
2016/09/18,85593806
2016/09/19,85672788
2016/09/20,85751050
2016/09/21,85860127
2016/09/22,85797711
2016/09/23,85744842
2016/09/24,85651964
2016/09/25,85495354
2016/09/26,85507742
2016/09/27,85513779
2016/09/28,85375591
2016/09/29,85240322
2016/09/30,85154492
2016/10/01,85090956
2016/10/02,85006920
2016/10/03,85182765
2016/10/04,85205551
2016/10/05,85160964
2016/10/06,85099460
2016/10/07,85028937
2016/10/08,84956961
2016/10/09,84783370
2016/10/10,84616386
2016/10/11,84465954
2016/10/12,84308063
2016/10/13,84411247
2016/10/14,84239581
2016/10/15,84174678
2016/10/16,84240117
2016/10/17,82771368
2016/10/18,77610220
2016/10/19,77686154
2016/10/20,77821919
2016/10/21,77981638
2016/10/22,72318834
2016/10/23,69267678
2016/10/24,47533799
2016/10/25,38505126
2016/10/26,35335484
2016/10/27,34135002
2016/10/28,33729328
2016/10/29,33408533
2016/10/30,32260188
2016/10/31,27186220
2016/11/01,23726419
2016/11/02,24049285
2016/11/03,29921570
2016/11/04,29961423
2016/11/05,30044785
2016/11/06,30195552
2016/11/07,30108537
2016/11/08,29069343
2016/11/09,28512073
2016/11/10,28510926
2016/11/11,28812753
2016/11/12,28844033
2016/11/13,28866701
2016/11/14,28951986
2016/11/15,29005561
2016/11/16,29025460
2016/11/17,29112188
2016/11/18,29164264
2016/11/19,28920017
2016/11/20,29002548
2016/11/21,28338568
2016/11/22,28347676
2016/11/23,28327617
2016/11/24,28394582
2016/11/25,28365134
2016/11/26,28406411
2016/11/27,28490974
2016/11/28,28529002
2016/11/29,28544374
2016/11/30,28561062
2016/12/01,28612493
2016/12/02,28665471
2016/12/03,28978292
2016/12/04,28942727
2016/12/05,28958929
2016/12/06,29362790
2016/12/07,29361917
2016/12/08,29282424
2016/12/09,29195819
2016/12/10,29175818
2016/12/11,29134730
2016/12/12,29169499
2016/12/13,29165175
2016/12/14,29142201
2016/12/15,29084748
2016/12/16,29072221
2016/12/17,29089401
2016/12/18,29055264
2016/12/19,28321729
2016/12/20,27234162
2016/12/21,27198078
2016/12/22,27172050
2016/12/23,27798715
2016/12/24,27636244
2016/12/25,27720303
2016/12/26,27824242
2016/12/27,27677289
2016/12/28,27601418
2016/12/29,27885686
2016/12/30,27914980
2016/12/31,28735636
2017/01/01,28664509
2017/01/02,28622581
2017/01/03,29128347
2017/01/04,31976269
2017/01/05,34729971
2017/01/06,36483665
2017/01/07,36709992
2017/01/08,36665071
2017/01/09,37013480
2017/01/10,37372379
2017/01/11,37679435
2017/01/12,37894109
2017/01/13,37855999
2017/01/14,37950315
2017/01/15,38103503
2017/01/16,38101917
2017/01/17,38080494
2017/01/18,38078897
2017/01/19,38037775
2017/01/20,37921281
2017/01/21,37839152
2017/01/22,37797804
2017/01/23,37839559
2017/01/24,37873512
2017/01/25,37882140
2017/01/26,37935781
2017/01/27,38004377
2017/01/28,38129162
2017/01/29,38184006
2017/01/30,38243461
2017/01/31,37882218
2017/02/01,33026172
2017/02/02,33026723
2017/02/03,32960111
2017/02/04,32823990
2017/02/05,32801464
2017/02/06,32706808
2017/02/07,32725633
2017/02/08,32696613
2017/02/09,32460662
2017/02/10,32427233
2017/02/11,32451892
2017/02/12,32334335
2017/02/13,32299871
2017/02/14,32597104
2017/02/15,33254177
2017/02/16,33249708
2017/02/17,33241537
2017/02/18,33147735
2017/02/19,33044318
2017/02/20,33095839
2017/02/21,33542015
2017/02/22,33508952
2017/02/23,33545985
2017/02/24,34641523
2017/02/25,34700435
2017/02/26,35066143
2017/02/27,41858950
2017/02/28,52500499
2017/03/01,62189271
2017/03/02,86092978
2017/03/03,105717528
2017/03/04,111564382
2017/03/05,115059138
2017/03/06,127243667
2017/03/07,131280063
2017/03/08,135267867
2017/03/09,142177637
2017/03/10,147804157
2017/03/11,157574104
2017/03/12,187003815
2017/03/13,209213710
2017/03/14,211437399
2017/03/15,214083560
2017/03/16,330445324
2017/03/17,357482185
2017/03/18,396906702
2017/03/19,396998872
2017/03/20,398288218
2017/03/21,409077037
2017/03/22,415427192
2017/03/23,422075649
2017/03/24,440484301
2017/03/25,450999220
2017/03/26,455883475
2017/03/27,463070971
2017/03/28,469703200
2017/03/29,482308215
2017/03/30,506238969
2017/03/31,519147305
2017/04/01,521816170
2017/04/02,534133622
2017/04/03,546904546
2017/04/04,547386593
2017/04/05,551763882
2017/04/06,563058695
2017/04/07,561829676
2017/04/08,560540711
2017/04/09,559478096
2017/04/10,559022660
2017/04/11,558461764
2017/04/12,557532350
2017/04/13,555784118
2017/04/14,554029226
2017/04/15,551955996
2017/04/16,550682931
2017/04/17,549215411
2017/04/18,548068408
2017/04/19,547864389
2017/04/20,548848804
2017/04/21,546773155
2017/04/22,544256436
2017/04/23,541616601
2017/04/24,539612975
2017/04/25,537098567
2017/04/26,537537721
2017/04/27,548259546
2017/04/28,562063770
2017/04/29,575776704
2017/04/30,598506134
2017/05/01,681696998
2017/05/02,722869279
2017/05/03,774078411
2017/05/04,836005463
2017/05/05,907463272
2017/05/06,925340757
2017/05/07,965336190
2017/05/08,995301560
2017/05/09,1018323194
2017/05/10,1039086943
2017/05/11,1077444118
2017/05/12,1093325951
2017/05/13,1093712182
2017/05/14,1092508026
2017/05/15,1103434917
2017/05/16,1130720723
2017/05/17,1130335242
2017/05/18,1123916808
2017/05/19,1136459711
2017/05/20,1133746306
2017/05/21,1145526850
2017/05/22,1361603200
2017/05/23,1409795435
2017/05/24,1470450653
2017/05/25,1521916347
2017/05/26,1573700651
2017/05/27,1575782020
2017/05/28,1575671909
2017/05/29,1580062474
2017/05/30,1605492947
2017/05/31,1831464310
2017/06/01,1911713600
2017/06/02,1978582253
2017/06/03,2028396196
2017/06/04,2071314047
2017/06/05,2157642894
2017/06/06,2305555813
2017/06/07,2403653144
2017/06/08,2457200388
2017/06/09,2522757902
2017/06/10,2549532388
2017/06/11,2604668483
2017/06/12,3104162499
2017/06/13,3392406620
2017/06/14,3461784115
2017/06/15,3614981382
2017/06/16,3736968462
2017/06/17,3741133824
2017/06/18,3740704732
2017/06/19,3755080158
2017/06/20,3805004503
2017/06/21,3791730945
2017/06/22,3785254324
2017/06/23,3783167885
2017/06/24,3782685209
2017/06/25,3773430480
2017/06/26,3761643014
2017/06/27,3752533509
2017/06/28,3748146845
2017/06/29,3744835008
2017/06/30,3730046246
2017/07/01,3717257943
2017/07/02,3705064698
2017/07/03,3807467192
2017/07/04,3848572432
2017/07/05,3834979955
2017/07/06,3807455949
2017/07/07,3781044212
2017/07/08,3756207831
2017/07/09,3746041017
2017/07/10,3719861414
2017/07/11,3692309337
2017/07/12,3662183827
2017/07/13,3656242990
2017/07/14,3653012425
2017/07/15,3633915338
2017/07/16,3603100954
2017/07/17,3578416495
2017/07/18,3585378715
2017/07/19,3585842412
2017/07/20,3562097889
2017/07/21,3538927995
2017/07/22,3519325012
2017/07/23,3490569833
2017/07/24,3465615736
2017/07/25,3447707224
2017/07/26,3419138266
2017/07/27,3396858770
2017/07/28,3383379474
2017/07/29,3361884276
2017/07/30,3351757736
2017/07/31,3348343932
2017/08/01,3342610238
2017/08/02,3341999884
2017/08/03,3350121884
2017/08/04,3342760787
2017/08/05,3337363853
2017/08/06,3328388608
2017/08/07,3313619309
2017/08/08,3295637315
2017/08/09,3284301629
2017/08/10,3354287117
2017/08/11,4000720717
2017/08/12,4113313559
2017/08/13,4243301715
2017/08/14,4293791868
2017/08/15,4278286847
2017/08/16,4236763007
2017/08/17,4215761763
2017/08/18,4182094135
2017/08/19,4157939100
2017/08/20,4161785370
2017/08/21,4153492046
2017/08/22,4148971115
2017/08/23,4143061506
2017/08/24,4137724345
2017/08/25,4114348546
2017/08/26,4111748973
2017/08/27,4124165636
2017/08/28,4278263674
2017/08/29,4334862335
2017/08/30,4765202440
2017/08/31,4784988232
2017/09/01,4797124787
2017/09/02,4794518850
2017/09/03,4796062460
2017/09/04,4795562375
2017/09/05,4796050669
2017/09/06,4801038600
2017/09/07,4802182178
2017/09/08,4797975941
2017/09/09,4810419325
2017/09/10,4680419110
2017/09/11,4604759534
2017/09/12,4602773908
2017/09/13,4582769391
2017/09/14,4560190433
2017/09/15,4559026275
2017/09/16,4568896550
2017/09/17,4575143775
2017/09/18,4575988833
2017/09/19,4551621626
2017/09/20,4551472474
2017/09/21,4560705763
2017/09/22,4577936857
2017/09/23,4557235839
2017/09/24,4573262223
2017/09/25,4579770460
2017/09/26,4587181773
2017/09/27,4594925777
2017/09/28,4594738214
2017/09/29,4595234385
2017/09/30,4594469705
2017/10/01,4593861198
2017/10/02,4601017714
2017/10/03,4608839635
2017/10/04,4592131567
2017/10/05,4585505553
2017/10/06,4567756540
2017/10/07,4530928172
2017/10/08,4527352800
2017/10/09,4519627567
2017/10/10,4511534781
2017/10/11,4517732789
2017/10/12,4517775705
2017/10/13,4517813134
2017/10/14,4520133794
2017/10/15,4525425219
2017/10/16,4530032024
2017/10/17,4525147055
2017/10/18,4525058239
2017/10/19,4523319476
2017/10/20,4479464804
2017/10/21,4453045348
2017/10/22,4459963686
2017/10/23,4457433120
2017/10/24,4457410956
2017/10/25,4462570864
2017/10/26,4465956779
2017/10/27,4544566563
2017/10/28,4614303611
2017/10/29,4664864477
2017/10/30,4721241455
2017/10/31,4775030564
2017/11/01,4752664554
2017/11/02,4731845668
2017/11/03,4717286409
2017/11/04,4713313683
2017/11/05,4716622330
2017/11/06,4718446346
2017/11/07,4728419382
2017/11/08,4685312062
2017/11/09,4189004530
2017/11/10,4060858996
2017/11/11,3906763914
2017/11/12,3848448205
2017/11/13,3827500562
2017/11/14,3823079825
2017/11/15,3839415737
2017/11/16,3844152880
2017/11/17,3856070279
2017/11/18,3854956115
2017/11/19,3858192811
2017/11/20,3889677949
2017/11/21,3917317818
2017/11/22,3948362774
2017/11/23,3986668334
2017/11/24,3987509226
2017/11/25,4021527527
2017/11/26,3894036620
2017/11/27,3988123993
2017/11/28,3775294659
2017/11/29,4205122821
2017/11/30,4453402246
2017/12/01,4595583937
2017/12/02,4785894186
2017/12/03,4935522158
2017/12/04,5062687153
2017/12/05,5056938356
2017/12/06,5074966666
2017/12/07,5075789128
2017/12/08,5062175311
2017/12/09,5063882423
2017/12/10,5071081458
2017/12/11,5075459900
2017/12/12,5108374341
2017/12/13,5143342827
2017/12/14,5225365704
2017/12/15,5238376597
2017/12/16,5239343751
2017/12/17,5244183608
2017/12/18,5261115414
2017/12/19,5348296369
2017/12/20,5475297175
2017/12/21,5603057066
2017/12/22,5679209652
2017/12/23,5665300750
2017/12/24,5643037733
2017/12/25,5622090557
2017/12/26,5615472874
2017/12/27,5629171611
2017/12/28,5665539510
2017/12/29,5758443212
2017/12/30,5857145104
2017/12/31,5826222144
2018/01/01,5822749253
2018/01/02,5983551371
2018/01/03,6138545139
2018/01/04,6761435693
2018/01/05,7217221697
2018/01/06,7458169267
2018/01/07,7590561549
2018/01/08,7936034696
2018/01/09,8389019119
2018/01/10,9053311522
2018/01/11,9426939919
2018/01/12,9573280023
2018/01/13,9621118629
2018/01/14,11068285909
2018/01/15,11172277177
2018/01/16,11340842343
2018/01/17,11423524616
2018/01/18,11470602780
2018/01/19,11430645751
2018/01/20,11377713884
2018/01/21,11339604249
2018/01/22,11305349894
2018/01/23,11252794159
2018/01/24,11196473468
2018/01/25,11089437016
2018/01/26,10956381994
2018/01/27,10814347004
2018/01/28,10662486749
2018/01/29,10506128262
2018/01/30,10463304247
2018/01/31,10423414228
2018/02/01,10367029058
2018/02/02,10282975140
2018/02/03,10207383960
2018/02/04,10167278492
2018/02/05,10095128137
2018/02/06,10044185115
2018/02/07,10047845250
2018/02/08,10077711406
2018/02/09,10067909982
2018/02/10,10072724290
2018/02/11,10078561123
2018/02/12,10068818921
2018/02/13,10070783824
2018/02/14,10084457688
2018/02/15,10084404116
2018/02/16,10088789045
2018/02/17,10098256517
2018/02/18,10136379271
2018/02/19,10180902439
2018/02/20,10213307978
2018/02/21,10257888408
2018/02/22,10277120895
2018/02/23,10357488810
2018/02/24,10439487257
2018/02/25,10549523641
2018/02/26,10625557381
2018/02/27,10694279629
2018/02/28,10783560955
2018/03/01,10879058530
2018/03/02,10968024361
2018/03/03,11069090615
2018/03/04,11167530001
2018/03/05,11231548774
2018/03/06,11305242528
2018/03/07,11363859333
2018/03/08,11421901248
2018/03/09,11463936679
2018/03/10,11511138406
2018/03/11,11563460306
2018/03/12,11649320911
2018/03/13,11713078394
2018/03/14,11788157107
2018/03/15,11865009412
2018/03/16,11942407956
2018/03/17,12021494326
2018/03/18,12084894010
2018/03/19,12145806379
2018/03/20,12197914793
2018/03/21,12242734410
2018/03/22,12298051055
2018/03/23,12360601723
2018/03/24,12423662127
2018/03/25,12485249281
2018/03/26,12545291129
2018/03/27,12598834423
2018/03/28,12643510132
2018/03/29,12663819084
2018/03/30,12672638425
2018/03/31,12730238598
2018/04/01,12788721765
2018/04/02,12787086839
2018/04/03,12767293643
2018/04/04,12501896462
2018/04/05,12270921536
2018/04/06,12139778067
2018/04/07,12069956535
2018/04/08,11829560908
2018/04/09,11455913409
2018/04/10,10830036480
2018/04/11,10401474546
2018/04/12,10157263675
2018/04/13,10008045193
2018/04/14,7852745458
2018/04/15,7466622458
2018/04/16,6898229548
2018/04/17,6443242515
2018/04/18,6010448669
2018/04/19,5865970830
2018/04/20,5747215863
2018/04/21,5654253163
2018/04/22,5507036906
2018/04/23,5372995235
2018/04/24,5218522204
2018/04/25,5208404078
2018/04/26,4939123744
2018/04/27,4851475620
2018/04/28,4669900493
2018/04/29,4421883958
2018/04/30,4132511909
2018/05/01,3868053760
2018/05/02,3557474025
2018/05/03,3081590060
2018/05/04,2957193380
2018/05/05,2898857168
2018/05/06,2786752822
2018/05/07,2634863413
2018/05/08,2500696742
2018/05/09,2485075365
2018/05/10,2420951643
2018/05/11,2309583510
2018/05/12,2282693692
2018/05/13,2227810973
2018/05/14,2065100615
2018/05/15,1974283284
2018/05/16,1813272747
2018/05/17,1722875539
2018/05/18,1626758993
2018/05/19,1533628779
2018/05/20,1456661761
2018/05/21,1318912728
2018/05/22,1204523536
2018/05/23,954402636
2018/05/24,900384483
2018/05/25,857510421
2018/05/26,855591871
2018/05/27,829512911
2018/05/28,831275258
2018/05/29,829937247
2018/05/30,826845766
2018/05/31,826355767
2018/06/01,827484575
2018/06/02,829835753
2018/06/03,833334911
2018/06/04,826526764
2018/06/05,821573792
2018/06/06,822772919
2018/06/07,823314812
2018/06/08,823272529
2018/06/09,824153632
2018/06/10,824434362
2018/06/11,807693792
2018/06/12,812302873
2018/06/13,832177941
2018/06/14,850629282
2018/06/15,857462671
2018/06/16,857923427
2018/06/17,865102595
2018/06/18,867707767
2018/06/19,867658124
2018/06/20,865669858
2018/06/21,866024285
2018/06/22,859922217
2018/06/23,857288511
2018/06/24,858090364
2018/06/25,858109917
2018/06/26,859841546
2018/06/27,861923032
2018/06/28,863572846
2018/06/29,857717695
2018/06/30,855365302
2018/07/01,858647373
2018/07/02,859066483
2018/07/03,854139592
2018/07/04,847664494
2018/07/05,840043775
2018/07/06,826988197
2018/07/07,825942192
2018/07/08,826258923
2018/07/09,817805634
2018/07/10,812543126
2018/07/11,819579880
2018/07/12,828557165
2018/07/13,826617012
2018/07/14,833610627
2018/07/15,845258660
2018/07/16,844085379
2018/07/17,844624931
2018/07/18,844439756
2018/07/19,847097954
2018/07/20,849484533
2018/07/21,856659908
2018/07/22,847894201
2018/07/23,835392686
2018/07/24,829921944
2018/07/25,832353326
2018/07/26,835833440
2018/07/27,840326926
2018/07/28,852635342
2018/07/29,862371048
2018/07/30,864110005
2018/07/31,849682498
2018/08/01,822584049
2018/08/02,797479302
2018/08/03,798570288
2018/08/04,806930119
2018/08/05,775265431
2018/08/06,769920937
2018/08/07,759795642
2018/08/08,746824150
2018/08/09,739143363
2018/08/10,740465644
2018/08/11,744683633
2018/08/12,741745773
2018/08/13,733541061
2018/08/14,731126621
2018/08/15,729527660
2018/08/16,733196409
2018/08/17,736098853
2018/08/18,744459415
2018/08/19,753061589
2018/08/20,745349019
2018/08/21,728915260
2018/08/22,726836104
2018/08/23,729850295
2018/08/24,734990662
2018/08/25,739107189
2018/08/26,733087606
2018/08/27,730592918
2018/08/28,728073073
2018/08/29,721916448
2018/08/30,711353336
2018/08/31,714525427
2018/09/01,719376832
2018/09/02,718484702
2018/09/03,711647935
2018/09/04,699170852
2018/09/05,687768729
2018/09/06,671871232
2018/09/07,672359611
2018/09/08,671102750
2018/09/09,666110739
2018/09/10,641242629
2018/09/11,579845106
2018/09/12,503614194
2018/09/13,440635885
2018/09/14,440419262
2018/09/15,445013406
2018/09/16,449336167
2018/09/17,442601185
2018/09/18,432761289
2018/09/19,428156557
2018/09/20,411214248
2018/09/21,411608372
2018/09/22,408177565
2018/09/23,395416999
2018/09/24,390718041
2018/09/25,387554894
2018/09/26,385921174
2018/09/27,380528600
2018/09/28,382067223
2018/09/29,384420965
2018/09/30,386621103
2018/10/01,384356015
2018/10/02,386654813
2018/10/03,384718437
2018/10/04,383291299
2018/10/05,385305024
2018/10/06,388849621
2018/10/07,387289627
2018/10/08,380937528
2018/10/09,381743584
2018/10/10,382919457
2018/10/11,383774668
2018/10/12,383851044
2018/10/13,386467091
2018/10/14,384672174
2018/10/15,379220809
2018/10/16,362395476
2018/10/17,356808760
2018/10/18,349649472
2018/10/19,350653845
2018/10/20,352528061
2018/10/21,347547854
2018/10/22,340884061
2018/10/23,336936164
2018/10/24,336582418
2018/10/25,334409722
2018/10/26,334657500
2018/10/27,338113987
2018/10/28,336961335
2018/10/29,289841196
2018/10/30,287315722
2018/10/31,283373004
2018/11/01,283087998
2018/11/02,283185283
2018/11/03,286132747
2018/11/04,286534850
2018/11/05,285481738
2018/11/06,276333664
2018/11/07,274352433
2018/11/08,269771752
2018/11/09,268864661
2018/11/10,270743966
2018/11/11,261826914
2018/11/12,245530910
2018/11/13,238686264
2018/11/14,242018554
2018/11/15,242196736
2018/11/16,241892038
2018/11/17,241586421
2018/11/18,241817921
2018/11/19,254694615
2018/11/20,266976081
2018/11/21,268021425
2018/11/22,268226183
2018/11/23,267436836
2018/11/24,267206462
2018/11/25,267150057
2018/11/26,267150519
2018/11/27,267677797
2018/11/28,267679594
2018/11/29,267721630
2018/11/30,429835028
2018/12/01,517681685
2018/12/02,520449156
2018/12/03,514428690
2018/12/04,513382001
2018/12/05,510773991
2018/12/06,509762533
2018/12/07,509722038
2018/12/08,510920288
2018/12/09,512240949
2018/12/10,513405594
2018/12/11,511769039
2018/12/12,513164198
2018/12/13,513763379
2018/12/14,514641820
2018/12/15,516433583
2018/12/16,518882103
2018/12/17,519135512
2018/12/18,519238234
2018/12/19,519396899
2018/12/20,516429731
2018/12/21,517080784
2018/12/22,517994972
2018/12/23,517862382
2018/12/24,519359601
2018/12/25,519616685
2018/12/26,520091864
2018/12/27,520146063
2018/12/28,519968552
2018/12/29,520478380
2018/12/30,521221911
2018/12/31,520834064
2019/01/01,521927314
2019/01/02,521891983
2019/01/03,521736378
2019/01/04,522319218
2019/01/05,523933162
2019/01/06,523922847
2019/01/07,523672969
2019/01/08,523584318
2019/01/09,521630008
2019/01/10,521674580
2019/01/11,520916248
2019/01/12,521640559
2019/01/13,519151634
2019/01/14,518923294
2019/01/15,519278872
2019/01/16,519101436
2019/01/17,519708162
2019/01/18,520651256
2019/01/19,522510124
2019/01/20,523722804
2019/01/21,524905341
2019/01/22,526005871
2019/01/23,526770310
2019/01/24,527189974
2019/01/25,526819576
2019/01/26,527789768
2019/01/27,528926082
2019/01/28,528859862
2019/01/29,529613618
2019/01/30,530119441
2019/01/31,530745952
2019/02/01,530891768
2019/02/02,533211761
2019/02/03,534832653
2019/02/04,537562647
2019/02/05,539894179
2019/02/06,541219326
2019/02/07,542991797
2019/02/08,542978317
2019/02/09,544363027
2019/02/10,545684587
2019/02/11,546298121
2019/02/12,545076439
2019/02/13,543766626
2019/02/14,544444717
2019/02/15,544957772
2019/02/16,546728821
2019/02/17,539397872
2019/02/18,531047783
2019/02/19,529872876
2019/02/20,529849123
2019/02/21,529761060
2019/02/22,529674174
2019/02/23,529539345
2019/02/24,529965590
2019/02/25,531444013
2019/02/26,531458041
2019/02/27,531211056
2019/02/28,394065520
2019/03/01,233490409
2019/03/02,232826497
2019/03/03,233108541
2019/03/04,233031632
2019/03/05,233020488
2019/03/06,232252799
2019/03/07,230358405
2019/03/08,230340312
2019/03/09,230060544
2019/03/10,230047121
2019/03/11,229855119
2019/03/12,229288320
2019/03/13,229268689
2019/03/14,228922188
2019/03/15,227009124
2019/03/16,225112608
2019/03/17,225356440
2019/03/18,225743475
2019/03/19,223357213
2019/03/20,220951586
2019/03/21,216158040
2019/03/22,215848110
2019/03/23,215297300
2019/03/24,206713527
2019/03/25,207719412
2019/03/26,208012681
2019/03/27,207644748
2019/03/28,207025332
2019/03/29,201464899
2019/03/30,201632434
2019/03/31,201669689
2019/04/01,201637724
2019/04/02,212481561
2019/04/03,228947331
2019/04/04,223607322
2019/04/05,211729315
2019/04/06,211031584
2019/04/07,211015034
2019/04/08,226139840
2019/04/09,234511193
2019/04/10,237083653
2019/04/11,237026879
2019/04/12,237059058
2019/04/13,236598773
2019/04/14,235233681
2019/04/15,236610718
2019/04/16,236908802
2019/04/17,237216823
2019/04/18,238587477
2019/04/19,237893725
2019/04/20,236995140
2019/04/21,236254023
2019/04/22,236338321
2019/04/23,238225912
2019/04/24,244363488
2019/04/25,247071584
2019/04/26,256958110
2019/04/27,255900572
2019/04/28,256007206
2019/04/29,257234077
2019/04/30,258332646
2019/05/01,258419414
2019/05/02,256996280
2019/05/03,253792587
2019/05/04,250238823
2019/05/05,245470358
2019/05/06,242292239
2019/05/07,245206536
2019/05/08,244193061
2019/05/09,244200081
2019/05/10,241129835
2019/05/11,257573337
2019/05/12,258507597
2019/05/13,268166871
2019/05/14,275704123
2019/05/15,303315234
2019/05/16,426080344
2019/05/17,445376896
2019/05/18,443917055
2019/05/19,445416445
2019/05/20,451548914
2019/05/21,454765226
