Date,sentinusd3rsiUSD
2016/01/01,60.974
2016/01/02,43.868
2016/01/03,64.785
2016/01/04,31.517
2016/01/05,83.302
2016/01/06,41.745
2016/01/07,46.67
2016/01/08,38.592
2016/01/09,41.499
2016/01/10,35.415
2016/01/11,70.246
2016/01/12,87.335
2016/01/13,45.136
2016/01/14,40.863
2016/01/15,72.345
2016/01/16,49.325
2016/01/17,39.214
2016/01/18,86.146
2016/01/19,52.649
2016/01/20,39.989
2016/01/21,37.93
2016/01/22,55.634
2016/01/23,68.274
2016/01/24,87.414
2016/01/25,90.629
2016/01/26,57.9
2016/01/27,42.26
2016/01/28,32.183
2016/01/29,29.97
2016/01/30,44.575
2016/01/31,50.152
2016/02/01,19.032
2016/02/02,21.983
2016/02/03,30.769
2016/02/04,15.89
2016/02/05,49.654
2016/02/06,26.92
2016/02/07,70.101
2016/02/08,85.407
2016/02/09,88.933
2016/02/10,94.977
2016/02/11,95.498
2016/02/12,98.054
2016/02/13,40.309
2016/02/14,31.305
2016/02/15,28.838
2016/02/16,54.141
2016/02/17,31.041
2016/02/18,46.467
2016/02/19,30.264
2016/02/20,58.765
2016/02/21,35.946
2016/02/22,53.27
2016/02/23,75.867
2016/02/24,84.153
2016/02/25,42.573
2016/02/26,81.571
2016/02/27,51.406
2016/02/28,35.484
2016/02/29,34.622
2016/03/01,51.157
2016/03/02,82.478
2016/03/03,56.882
2016/03/04,44.781
2016/03/05,73.144
2016/03/06,45.675
2016/03/07,41.279
2016/03/08,54.524
2016/03/09,35.096
2016/03/10,31.414
2016/03/11,33.938
2016/03/12,68.574
2016/03/13,81.91
2016/03/14,55.679
2016/03/15,39.463
2016/03/16,34.735
2016/03/17,58.552
2016/03/18,69.977
2016/03/19,25.914
2016/03/20,22.304
2016/03/21,41.094
2016/03/22,35.365
2016/03/23,31.22
2016/03/24,57.461
2016/03/25,34.068
2016/03/26,26.312
2016/03/27,67.815
2016/03/28,50.368
2016/03/29,69.733
2016/03/30,72.814
2016/03/31,42.263
2016/04/01,24.975
2016/04/02,24.646
2016/04/03,19.449
2016/04/04,43.651
2016/04/05,61.102
2016/04/06,50.1
2016/04/07,61.653
2016/04/08,39.396
2016/04/09,78.736
2016/04/10,59.421
2016/04/11,33.831
2016/04/12,53.896
2016/04/13,55.614
2016/04/14,46.696
2016/04/15,26.708
2016/04/16,20.739
2016/04/17,60.624
2016/04/18,45.109
2016/04/19,31.391
2016/04/20,52.926
2016/04/21,37.787
2016/04/22,58.127
2016/04/23,72.194
2016/04/24,32.543
2016/04/25,52.018
2016/04/26,68.324
2016/04/27,47.343
2016/04/28,45.984
2016/04/29,34.728
2016/04/30,89.598
2016/05/01,59.964
2016/05/02,66.984
2016/05/03,47.142
2016/05/04,36.655
2016/05/05,37.053
2016/05/06,74.759
2016/05/07,48.323
2016/05/08,44.336
2016/05/09,68.467
2016/05/10,68.986
