Date,size14trx
2016/05/26,0.382
2016/05/27,0.399
2016/05/28,0.531
2016/05/29,0.61
2016/05/30,0.63
2016/05/31,0.616
2016/06/01,0.576
2016/06/02,0.503
2016/06/03,0.408
2016/06/04,0.3
2016/06/05,0.186
2016/06/06,0.077
2016/06/07,0.018
2016/06/08,-0.046
2016/06/09,-0.103
2016/06/10,-0.159
2016/06/11,-0.22
2016/06/12,-0.268
2016/06/13,-0.284
2016/06/14,-0.262
2016/06/15,-0.242
2016/06/16,-0.214
2016/06/17,-0.099
2016/06/18,0.053
2016/06/19,0.158
2016/06/20,0.239
2016/06/21,0.287
2016/06/22,0.309
2016/06/23,0.298
2016/06/24,0.283
2016/06/25,0.233
2016/06/26,0.167
2016/06/27,0.088
2016/06/28,0.015
2016/06/29,-0.005
2016/06/30,0.096
2016/07/01,0.123
2016/07/02,0.102
2016/07/03,0.053
2016/07/04,-0.009
2016/07/05,-0.07
2016/07/06,-0.135
2016/07/07,-0.199
2016/07/08,-0.235
2016/07/09,-0.274
2016/07/10,-0.314
2016/07/11,-0.35
2016/07/12,-0.36
2016/07/13,-0.382
2016/07/14,-0.384
2016/07/15,-0.383
2016/07/16,-0.396
2016/07/17,-0.43
2016/07/18,-0.455
2016/07/19,-0.455
2016/07/20,-0.405
2016/07/21,-0.354
2016/07/22,-0.284
2016/07/23,-0.228
2016/07/24,-0.136
2016/07/25,-0.033
2016/07/26,0.104
2016/07/27,0.218
2016/07/28,0.297
2016/07/29,0.345
2016/07/30,0.349
2016/07/31,0.342
2016/08/01,0.325
2016/08/02,0.321
2016/08/03,0.321
2016/08/04,0.315
2016/08/05,0.291
2016/08/06,0.247
2016/08/07,0.193
2016/08/08,0.139
2016/08/09,0.101
2016/08/10,0.077
2016/08/11,0.065
2016/08/12,0.052
2016/08/13,0.019
2016/08/14,-0.028
2016/08/15,-0.073
2016/08/16,-0.092
2016/08/17,-0.105
2016/08/18,-0.094
2016/08/19,-0.095
2016/08/20,-0.107
2016/08/21,-0.123
2016/08/22,-0.133
2016/08/23,-0.063
2016/08/24,-0.009
2016/08/25,0.042
2016/08/26,0.081
2016/08/27,0.106
2016/08/28,0.101
2016/08/29,0.093
2016/08/30,0.091
2016/08/31,0.081
2016/09/01,0.073
2016/09/02,0.107
2016/09/03,0.114
2016/09/04,0.136
2016/09/05,0.134
2016/09/06,0.148
2016/09/07,0.166
2016/09/08,0.218
2016/09/09,0.28
2016/09/10,0.295
2016/09/11,0.27
2016/09/12,0.238
2016/09/13,0.19
2016/09/14,0.172
2016/09/15,0.172
2016/09/16,0.224
2016/09/17,0.242
2016/09/18,0.215
2016/09/19,0.146
2016/09/20,0.103
2016/09/21,0.066
2016/09/22,0.075
2016/09/23,0.027
2016/09/24,-0.021
2016/09/25,-0.086
2016/09/26,-0.137
2016/09/27,-0.158
2016/09/28,-0.173
2016/09/29,-0.201
2016/09/30,-0.236
2016/10/01,-0.218
2016/10/02,-0.185
2016/10/03,-0.138
2016/10/04,-0.013
2016/10/05,0.098
2016/10/06,0.215
2016/10/07,0.649
2016/10/08,1.453
2016/10/09,2.464
2016/10/10,4.498
2016/10/11,5.535
2016/10/12,5.671
2016/10/13,5.289
2016/10/14,4.655
2016/10/15,3.902
2016/10/16,3.13
2016/10/17,2.397
2016/10/18,1.759
2016/10/19,1.196
2016/10/20,0.687
2016/10/21,0.259
2016/10/22,-0.136
2016/10/23,-0.499
2016/10/24,-0.779
2016/10/25,-1.002
2016/10/26,-1.19
2016/10/27,-1.349
2016/10/28,-1.484
2016/10/29,-1.598
2016/10/30,-1.694
2016/10/31,-1.76
2016/11/01,-1.784
2016/11/02,-1.796
2016/11/03,-1.798
2016/11/04,-1.815
2016/11/05,-1.828
2016/11/06,-1.842
2016/11/07,-1.841
2016/11/08,-1.816
2016/11/09,-1.773
2016/11/10,-1.713
2016/11/11,-1.645
2016/11/12,-1.576
2016/11/13,-1.5
2016/11/14,-1.405
2016/11/15,-1.298
2016/11/16,-1.198
2016/11/17,-1.105
2016/11/18,-1.013
2016/11/19,-0.944
2016/11/20,-0.877
2016/11/21,-0.803
2016/11/22,-0.7
2016/11/23,-0.546
2016/11/24,-0.441
2016/11/25,-0.323
2016/11/26,-0.239
2016/11/27,-0.152
2016/11/28,-0.062
2016/11/29,0.019
2016/11/30,0.17
2016/12/01,0.235
2016/12/02,0.25
2016/12/03,0.221
2016/12/04,0.166
2016/12/05,0.109
2016/12/06,0.073
2016/12/07,0.036
2016/12/08,-0.014
2016/12/09,-0.058
2016/12/10,-0.107
2016/12/11,-0.118
2016/12/12,-0.135
2016/12/13,-0.145
2016/12/14,-0.105
2016/12/15,-0.072
2016/12/16,-0.056
2016/12/17,-0.067
2016/12/18,-0.104
2016/12/19,-0.115
2016/12/20,-0.121
2016/12/21,-0.088
2016/12/22,-0.032
2016/12/23,0
2016/12/24,-0.009
2016/12/25,-0.051
2016/12/26,-0.117
2016/12/27,-0.154
2016/12/28,-0.175
2016/12/29,-0.161
2016/12/30,-0.133
2016/12/31,-0.109
2017/01/01,-0.112
2017/01/02,-0.122
2017/01/03,-0.109
2017/01/04,-0.069
2017/01/05,-0.018
2017/01/06,0.024
2017/01/07,0.054
2017/01/08,0.074
2017/01/09,0.092
2017/01/10,0.12
2017/01/11,0.14
2017/01/12,0.169
2017/01/13,0.207
2017/01/14,0.212
2017/01/15,0.197
2017/01/16,0.179
2017/01/17,0.171
2017/01/18,0.16
2017/01/19,0.143
2017/01/20,0.131
2017/01/21,0.106
2017/01/22,0.091
2017/01/23,0.083
2017/01/24,0.1
2017/01/25,0.116
2017/01/26,0.134
2017/01/27,0.151
2017/01/28,0.161
2017/01/29,0.15
2017/01/30,0.134
2017/01/31,0.109
2017/02/01,0.09
2017/02/02,0.07
2017/02/03,0.05
2017/02/04,0.029
2017/02/05,0.017
2017/02/06,0.009
2017/02/07,0.038
2017/02/08,0.079
2017/02/09,0.107
2017/02/10,0.139
2017/02/11,0.152
2017/02/12,0.148
2017/02/13,0.17
2017/02/14,0.22
2017/02/15,0.271
2017/02/16,0.298
2017/02/17,0.305
2017/02/18,0.316
2017/02/19,0.307
2017/02/20,0.295
2017/02/21,0.322
2017/02/22,0.344
2017/02/23,0.343
2017/02/24,0.342
2017/02/25,0.338
2017/02/26,0.325
2017/02/27,0.32
2017/02/28,0.337
2017/03/01,0.407
2017/03/02,0.505
2017/03/03,0.595
2017/03/04,0.643
2017/03/05,0.654
2017/03/06,0.638
2017/03/07,0.625
2017/03/08,0.591
2017/03/09,0.624
2017/03/10,0.669
2017/03/11,0.693
2017/03/12,0.705
2017/03/13,0.759
2017/03/14,0.834
2017/03/15,0.917
2017/03/16,1.076
2017/03/17,1.246
2017/03/18,1.364
2017/03/19,1.422
2017/03/20,1.426
2017/03/21,1.416
2017/03/22,1.376
2017/03/23,1.332
2017/03/24,1.291
2017/03/25,1.235
2017/03/26,1.163
2017/03/27,1.14
2017/03/28,1.106
2017/03/29,1.087
2017/03/30,1.086
2017/03/31,1.103
2017/04/01,1.071
2017/04/02,1.034
2017/04/03,1.005
2017/04/04,0.953
2017/04/05,0.891
2017/04/06,0.847
2017/04/07,0.813
2017/04/08,0.732
2017/04/09,0.636
2017/04/10,0.543
2017/04/11,0.447
2017/04/12,0.384
2017/04/13,0.333
2017/04/14,0.28
2017/04/15,0.216
2017/04/16,0.137
2017/04/17,0.06
2017/04/18,0.015
2017/04/19,-0.001
2017/04/20,-0.005
2017/04/21,0.009
2017/04/22,0.009
2017/04/23,-0.003
2017/04/24,-0.007
2017/04/25,0.018
2017/04/26,0.053
2017/04/27,0.127
2017/04/28,0.231
2017/04/29,0.311
2017/04/30,0.397
2017/05/01,0.526
2017/05/02,0.666
2017/05/03,0.763
2017/05/04,0.855
2017/05/05,0.92
2017/05/06,0.94
2017/05/07,0.963
2017/05/08,0.99
2017/05/09,1.014
2017/05/10,1.018
2017/05/11,1.018
2017/05/12,0.994
2017/05/13,0.948
2017/05/14,0.893
2017/05/15,0.891
2017/05/16,0.904
2017/05/17,0.976
2017/05/18,1.074
2017/05/19,1.223
2017/05/20,1.343
2017/05/21,1.463
2017/05/22,1.629
2017/05/23,1.904
2017/05/24,2.222
2017/05/25,2.483
2017/05/26,2.655
2017/05/27,2.721
2017/05/28,2.725
2017/05/29,2.654
2017/05/30,2.669
2017/05/31,2.71
2017/06/01,2.733
2017/06/02,2.793
2017/06/03,2.808
2017/06/04,2.775
2017/06/05,2.704
2017/06/06,2.655
2017/06/07,2.613
2017/06/08,2.546
2017/06/09,2.486
2017/06/10,2.383
2017/06/11,2.349
2017/06/12,2.385
2017/06/13,2.423
2017/06/14,2.414
2017/06/15,2.379
2017/06/16,2.316
2017/06/17,2.23
2017/06/18,2.127
2017/06/19,2.052
2017/06/20,2.004
2017/06/21,1.856
2017/06/22,1.741
2017/06/23,1.662
2017/06/24,1.599
2017/06/25,1.546
2017/06/26,1.517
2017/06/27,1.444
2017/06/28,1.414
2017/06/29,1.39
2017/06/30,1.345
2017/07/01,1.265
2017/07/02,1.176
2017/07/03,1.134
2017/07/04,1.12
2017/07/05,1.119
2017/07/06,1.086
2017/07/07,1.058
2017/07/08,1.007
2017/07/09,0.887
2017/07/10,0.831
2017/07/11,0.813
2017/07/12,0.825
2017/07/13,0.851
2017/07/14,0.865
2017/07/15,0.832
2017/07/16,0.783
2017/07/17,0.739
2017/07/18,0.739
2017/07/19,0.737
2017/07/20,0.709
2017/07/21,0.645
2017/07/22,0.543
2017/07/23,0.453
2017/07/24,0.408
2017/07/25,0.373
2017/07/26,0.309
2017/07/27,0.229
2017/07/28,0.164
2017/07/29,0.066
2017/07/30,-0.044
2017/07/31,-0.115
2017/08/01,-0.151
2017/08/02,-0.164
2017/08/03,-0.157
2017/08/04,-0.114
2017/08/05,-0.05
2017/08/06,0.024
2017/08/07,0.138
2017/08/08,0.307
2017/08/09,0.454
2017/08/10,0.633
2017/08/11,0.842
2017/08/12,1.035
2017/08/13,1.188
2017/08/14,1.368
2017/08/15,1.567
2017/08/16,1.782
2017/08/17,1.986
2017/08/18,2.162
2017/08/19,2.279
2017/08/20,2.267
2017/08/21,2.221
2017/08/22,2.132
2017/08/23,2.017
2017/08/24,1.876
2017/08/25,1.761
2017/08/26,1.642
2017/08/27,1.528
2017/08/28,1.472
2017/08/29,1.463
2017/08/30,1.487
2017/08/31,1.499
2017/09/01,1.516
2017/09/02,1.476
2017/09/03,1.375
2017/09/04,1.336
2017/09/05,1.335
2017/09/06,1.4
2017/09/07,1.473
2017/09/08,1.541
2017/09/09,1.534
2017/09/10,1.44
2017/09/11,1.325
2017/09/12,1.22
2017/09/13,1.106
2017/09/14,0.996
2017/09/15,0.921
2017/09/16,0.831
2017/09/17,0.702
2017/09/18,0.597
2017/09/19,0.499
2017/09/20,0.401
2017/09/21,0.308
2017/09/22,0.234
2017/09/23,0.161
2017/09/24,0.12
2017/09/25,0.124
2017/09/26,0.142
2017/09/27,0.173
2017/09/28,0.234
2017/09/29,0.323
2017/09/30,0.432
2017/10/01,0.543
2017/10/02,0.64
2017/10/03,0.717
2017/10/04,0.769
2017/10/05,0.797
2017/10/06,0.826
2017/10/07,0.825
2017/10/08,0.795
2017/10/09,0.754
2017/10/10,0.729
2017/10/11,0.695
2017/10/12,0.67
2017/10/13,0.659
2017/10/14,0.631
2017/10/15,0.582
2017/10/16,0.486
2017/10/17,0.34
2017/10/18,0.153
2017/10/19,-0.053
2017/10/20,-0.234
2017/10/21,-0.432
2017/10/22,-0.643
2017/10/23,-0.83
2017/10/24,-0.979
2017/10/25,-1.089
2017/10/26,-1.166
2017/10/27,-1.402
2017/10/28,-1.737
2017/10/29,-2.128
2017/10/30,-2.545
2017/10/31,-2.969
2017/11/01,-3.162
2017/11/02,-3.177
2017/11/03,-3.056
2017/11/04,-2.891
2017/11/05,-2.704
2017/11/06,-2.467
2017/11/07,-2.188
2017/11/08,-1.888
2017/11/09,-1.586
2017/11/10,-1.302
2017/11/11,-1.053
2017/11/12,-0.827
2017/11/13,-0.602
2017/11/14,-0.354
2017/11/15,-0.097
2017/11/16,0.129
2017/11/17,0.325
2017/11/18,0.475
2017/11/19,0.586
2017/11/20,0.703
2017/11/21,0.806
2017/11/22,0.889
2017/11/23,0.953
2017/11/24,0.982
2017/11/25,1.003
2017/11/26,1.014
2017/11/27,1.123
2017/11/28,1.227
2017/11/29,1.31
2017/11/30,1.363
2017/12/01,1.392
2017/12/02,1.396
2017/12/03,1.403
2017/12/04,1.414
2017/12/05,1.422
2017/12/06,1.446
2017/12/07,1.424
2017/12/08,1.419
2017/12/09,1.403
2017/12/10,1.389
2017/12/11,1.413
2017/12/12,1.485
2017/12/13,1.584
2017/12/14,1.688
2017/12/15,1.783
2017/12/16,1.864
2017/12/17,1.918
2017/12/18,1.973
2017/12/19,2.061
2017/12/20,2.108
2017/12/21,2.152
2017/12/22,2.172
2017/12/23,2.134
2017/12/24,1.99
2017/12/25,1.8
2017/12/26,1.596
2017/12/27,1.416
2017/12/28,1.27
2017/12/29,1.187
2017/12/30,1.142
2017/12/31,1.076
2018/01/01,0.987
2018/01/02,0.948
2018/01/03,0.963
2018/01/04,1.02
2018/01/05,1.095
2018/01/06,1.166
2018/01/07,1.213
2018/01/08,1.25
2018/01/09,1.281
2018/01/10,1.28
2018/01/11,1.261
2018/01/12,1.222
2018/01/13,1.176
2018/01/14,1.107
2018/01/15,1.047
2018/01/16,1
2018/01/17,0.959
2018/01/18,0.915
2018/01/19,0.845
2018/01/20,0.748
2018/01/21,0.632
2018/01/22,0.502
2018/01/23,0.36
2018/01/24,0.214
2018/01/25,0.064
2018/01/26,-0.062
2018/01/27,-0.196
2018/01/28,-0.314
2018/01/29,-0.409
2018/01/30,-0.482
2018/01/31,-0.539
2018/02/01,-0.571
2018/02/02,-0.585
2018/02/03,-0.615
2018/02/04,-0.651
2018/02/05,-0.677
2018/02/06,-0.687
2018/02/07,-0.701
2018/02/08,-0.742
2018/02/09,-0.778
2018/02/10,-0.809
2018/02/11,-0.844
2018/02/12,-0.867
2018/02/13,-0.896
2018/02/14,-0.912
2018/02/15,-0.918
2018/02/16,-0.925
2018/02/17,-0.92
2018/02/18,-0.916
2018/02/19,-0.9
2018/02/20,-0.851
2018/02/21,-0.79
2018/02/22,-0.738
2018/02/23,-0.701
2018/02/24,-0.67
2018/02/25,-0.65
2018/02/26,-0.627
2018/02/27,-0.607
2018/02/28,-0.583
2018/03/01,-0.565
2018/03/02,-0.532
2018/03/03,-0.503
2018/03/04,-0.482
2018/03/05,-0.446
2018/03/06,-0.412
2018/03/07,-0.366
2018/03/08,-0.329
2018/03/09,-0.31
2018/03/10,-0.319
2018/03/11,-0.348
2018/03/12,-0.355
2018/03/13,-0.355
2018/03/14,-0.359
2018/03/15,-0.364
2018/03/16,-0.375
2018/03/17,-0.412
2018/03/18,-0.433
2018/03/19,-0.436
2018/03/20,-0.433
2018/03/21,-0.419
2018/03/22,-0.427
2018/03/23,-0.439
2018/03/24,-0.476
2018/03/25,-0.546
2018/03/26,-0.601
2018/03/27,-0.65
2018/03/28,-0.69
2018/03/29,-0.719
2018/03/30,-0.727
2018/03/31,-0.735
2018/04/01,-0.756
2018/04/02,-0.77
2018/04/03,-0.752
2018/04/04,-0.716
2018/04/05,-0.658
2018/04/06,-0.608
2018/04/07,-0.587
2018/04/08,-0.569
2018/04/09,-0.535
2018/04/10,-0.503
2018/04/11,-0.462
2018/04/12,-0.381
2018/04/13,-0.277
2018/04/14,-0.201
2018/04/15,-0.14
2018/04/16,-0.064
2018/04/17,0.038
2018/04/18,0.153
2018/04/19,0.306
2018/04/20,0.489
2018/04/21,0.62
2018/04/22,0.727
2018/04/23,0.824
2018/04/24,0.925
2018/04/25,1.014
2018/04/26,1.082
2018/04/27,1.122
2018/04/28,1.145
2018/04/29,1.153
2018/04/30,1.163
2018/05/01,1.155
2018/05/02,1.144
2018/05/03,1.138
2018/05/04,1.146
2018/05/05,1.12
2018/05/06,1.052
2018/05/07,0.966
2018/05/08,0.88
2018/05/09,0.802
2018/05/10,0.755
2018/05/11,0.711
2018/05/12,0.656
2018/05/13,0.592
2018/05/14,0.549
2018/05/15,0.508
2018/05/16,0.47
2018/05/17,0.432
2018/05/18,0.396
2018/05/19,0.36
2018/05/20,0.318
2018/05/21,0.291
2018/05/22,0.273
2018/05/23,0.266
2018/05/24,0.262
2018/05/25,0.253
2018/05/26,0.223
2018/05/27,0.185
2018/05/28,0.162
2018/05/29,0.148
2018/05/30,0.142
2018/05/31,0.16
2018/06/01,0.17
2018/06/02,0.169
2018/06/03,0.164
2018/06/04,0.171
2018/06/05,0.178
2018/06/06,0.17
2018/06/07,0.154
2018/06/08,0.133
2018/06/09,0.106
2018/06/10,0.081
2018/06/11,0.057
2018/06/12,0.027
2018/06/13,0.012
2018/06/14,-0.006
2018/06/15,-0.039
2018/06/16,-0.045
2018/06/17,-0.093
2018/06/18,-0.146
2018/06/19,-0.173
2018/06/20,-0.174
2018/06/21,-0.177
2018/06/22,-0.173
2018/06/23,-0.201
2018/06/24,-0.245
2018/06/25,-0.255
2018/06/26,-0.255
2018/06/27,-0.241
2018/06/28,-0.225
2018/06/29,-0.214
2018/06/30,-0.218
2018/07/01,-0.226
2018/07/02,-0.265
2018/07/03,-0.298
2018/07/04,-0.355
2018/07/05,-0.4
2018/07/06,-0.457
2018/07/07,-0.512
2018/07/08,-0.537
2018/07/09,-0.54
2018/07/10,-0.515
2018/07/11,-0.486
2018/07/12,-0.462
2018/07/13,-0.448
2018/07/14,-0.452
2018/07/15,-0.475
2018/07/16,-0.461
2018/07/17,-0.419
2018/07/18,-0.36
2018/07/19,-0.289
2018/07/20,-0.241
2018/07/21,-0.231
2018/07/22,-0.229
2018/07/23,-0.207
2018/07/24,-0.16
2018/07/25,-0.1
2018/07/26,-0.04
2018/07/27,0.008
2018/07/28,0.013
2018/07/29,0.013
2018/07/30,0.031
2018/07/31,0.062
2018/08/01,0.107
2018/08/02,0.157
2018/08/03,0.185
2018/08/04,0.184
2018/08/05,0.174
2018/08/06,0.17
2018/08/07,0.132
2018/08/08,0.037
2018/08/09,-0.099
2018/08/10,-0.222
2018/08/11,-0.314
2018/08/12,-0.385
2018/08/13,-0.415
2018/08/14,-0.417
2018/08/15,-0.422
2018/08/16,-0.401
2018/08/17,-0.381
2018/08/18,-0.341
2018/08/19,-0.293
2018/08/20,-0.209
2018/08/21,-0.102
2018/08/22,-0.012
2018/08/23,0.079
2018/08/24,0.149
2018/08/25,0.225
2018/08/26,0.291
2018/08/27,0.356
2018/08/28,0.426
2018/08/29,0.48
2018/08/30,0.51
2018/08/31,0.505
2018/09/01,0.493
2018/09/02,0.47
2018/09/03,0.46
2018/09/04,0.437
2018/09/05,0.431
2018/09/06,0.415
2018/09/07,0.408
2018/09/08,0.408
2018/09/09,0.38
2018/09/10,0.348
2018/09/11,0.302
2018/09/12,0.268
2018/09/13,0.241
2018/09/14,0.243
2018/09/15,0.257
2018/09/16,0.292
2018/09/17,0.325
2018/09/18,0.357
2018/09/19,0.324
2018/09/20,0.292
2018/09/21,0.281
2018/09/22,0.273
2018/09/23,0.272
2018/09/24,0.305
2018/09/25,0.352
2018/09/26,0.421
2018/09/27,0.495
2018/09/28,0.555
2018/09/29,0.526
2018/09/30,0.473
2018/10/01,0.415
2018/10/02,0.35
2018/10/03,0.257
2018/10/04,0.163
2018/10/05,0.055
2018/10/06,-0.089
2018/10/07,-0.269
2018/10/08,-0.449
2018/10/09,-0.609
2018/10/10,-0.762
2018/10/11,-0.889
2018/10/12,-0.973
2018/10/13,-1.051
2018/10/14,-1.141
2018/10/15,-1.209
2018/10/16,-1.258
2018/10/17,-1.288
2018/10/18,-1.301
2018/10/19,-1.293
2018/10/20,-1.296
2018/10/21,-1.303
2018/10/22,-1.27
2018/10/23,-1.23
2018/10/24,-1.152
2018/10/25,-1.033
2018/10/26,-0.911
2018/10/27,-0.847
2018/10/28,-0.819
2018/10/29,-0.765
2018/10/30,-0.703
2018/10/31,-0.651
2018/11/01,-0.604
2018/11/02,-0.572
2018/11/03,-0.567
2018/11/04,-0.578
2018/11/05,-0.578
2018/11/06,-0.551
2018/11/07,-0.522
2018/11/08,-0.483
2018/11/09,-0.45
2018/11/10,-0.435
2018/11/11,-0.423
2018/11/12,-0.396
2018/11/13,-0.368
2018/11/14,-0.325
2018/11/15,-0.29
2018/11/16,-0.267
2018/11/17,-0.273
2018/11/18,-0.31
2018/11/19,-0.306
2018/11/20,-0.266
2018/11/21,-0.227
2018/11/22,-0.191
2018/11/23,-0.162
2018/11/24,-0.164
2018/11/25,-0.175
2018/11/26,-0.181
2018/11/27,-0.174
2018/11/28,-0.132
2018/11/29,-0.096
2018/11/30,-0.055
2018/12/01,-0.045
2018/12/02,-0.067
2018/12/03,-0.074
2018/12/04,-0.07
2018/12/05,-0.046
2018/12/06,-0.007
2018/12/07,0.029
2018/12/08,0.047
2018/12/09,0.047
2018/12/10,0.052
2018/12/11,0.054
2018/12/12,0.039
2018/12/13,0.028
2018/12/14,0.032
2018/12/15,0.022
2018/12/16,-0.01
2018/12/17,-0.013
2018/12/18,0.012
2018/12/19,0.054
2018/12/20,0.104
2018/12/21,0.158
2018/12/22,0.17
2018/12/23,0.164
2018/12/24,0.168
2018/12/25,0.145
2018/12/26,0.131
2018/12/27,0.112
2018/12/28,0.094
2018/12/29,0.065
2018/12/30,-0.001
2018/12/31,-0.063
2019/01/01,-0.157
2019/01/02,-0.207
2019/01/03,-0.209
2019/01/04,-0.187
2019/01/05,-0.169
2019/01/06,-0.174
2019/01/07,-0.162
2019/01/08,-0.144
2019/01/09,-0.121
2019/01/10,-0.081
2019/01/11,-0.036
2019/01/12,-0.028
2019/01/13,-0.045
2019/01/14,-0.043
2019/01/15,-0.033
2019/01/16,-0.019
2019/01/17,-0.005
2019/01/18,0.007
2019/01/19,0.018
2019/01/20,0.028
2019/01/21,0.084
2019/01/22,0.185
2019/01/23,0.283
2019/01/24,0.361
2019/01/25,0.401
2019/01/26,0.401
2019/01/27,0.386
2019/01/28,0.405
2019/01/29,0.451
2019/01/30,0.503
2019/01/31,0.545
2019/02/01,0.571
2019/02/02,0.548
2019/02/03,0.481
2019/02/04,0.384
2019/02/05,0.277
2019/02/06,0.173
2019/02/07,0.08
2019/02/08,0.019
2019/02/09,-0.043
2019/02/10,-0.083
2019/02/11,-0.08
2019/02/12,-0.048
2019/02/13,0.034
2019/02/14,0.143
2019/02/15,0.258
2019/02/16,0.353
2019/02/17,0.439
2019/02/18,0.537
2019/02/19,0.641
2019/02/20,0.744
2019/02/21,0.845
2019/02/22,0.932
2019/02/23,0.965
2019/02/24,0.991
2019/02/25,1.035
2019/02/26,1.079
2019/02/27,1.107
2019/02/28,1.118
2019/03/01,1.044
2019/03/02,0.89
2019/03/03,0.681
2019/03/04,0.495
2019/03/05,0.319
2019/03/06,0.147
2019/03/07,-0.021
2019/03/08,-0.161
2019/03/09,-0.29
2019/03/10,-0.433
2019/03/11,-0.555
2019/03/12,-0.651
2019/03/13,-0.708
2019/03/14,-0.742
2019/03/15,-0.764
2019/03/16,-0.795
2019/03/17,-0.84
2019/03/18,-0.843
2019/03/19,-0.796
2019/03/20,-0.733
2019/03/21,-0.653
2019/03/22,-0.57
2019/03/23,-0.517
2019/03/24,-0.489
2019/03/25,-0.442
2019/03/26,-0.378
2019/03/27,-0.308
2019/03/28,-0.242
2019/03/29,-0.166
2019/03/30,-0.09
2019/03/31,-0.027
2019/04/01,0.032
2019/04/02,0.116
2019/04/03,0.214
2019/04/04,0.297
2019/04/05,0.336
2019/04/06,0.315
2019/04/07,0.264
2019/04/08,0.226
2019/04/09,0.192
2019/04/10,0.197
2019/04/11,0.245
2019/04/12,0.272
2019/04/13,0.25
2019/04/14,0.191
2019/04/15,0.163
2019/04/16,0.171
2019/04/17,0.18
2019/04/18,0.192
2019/04/19,0.201
2019/04/20,0.199
2019/04/21,0.198
2019/04/22,0.2
2019/04/23,0.213
2019/04/24,0.209
2019/04/25,0.196
2019/04/26,0.175
2019/04/27,0.108
2019/04/28,0.032
2019/04/29,-0.031
2019/04/30,-0.064
2019/05/01,-0.084
2019/05/02,-0.048
2019/05/03,-0.002
2019/05/04,0.007
2019/05/05,-0.001
2019/05/06,0.047
2019/05/07,0.167
2019/05/08,0.286
2019/05/09,0.379
2019/05/10,0.448
2019/05/11,0.494
2019/05/12,0.51
2019/05/13,0.521
2019/05/14,0.54
