Date,transactions30rsi
2016/01/01,48.831
2016/01/02,49.38
2016/01/03,49.437
2016/01/04,49.571
2016/01/05,53.673
2016/01/06,54.031
2016/01/07,56.718
2016/01/08,49.976
2016/01/09,50.453
2016/01/10,49.628
2016/01/11,49.957
2016/01/12,49.939
2016/01/13,53.779
2016/01/14,49.713
2016/01/15,49.285
2016/01/16,49.739
2016/01/17,49.21
2016/01/18,51.071
2016/01/19,51.364
2016/01/20,49.648
2016/01/21,49.725
2016/01/22,51.638
2016/01/23,49.859
2016/01/24,50.957
2016/01/25,53.524
2016/01/26,53.118
2016/01/27,54.429
2016/01/28,53.068
2016/01/29,52.813
2016/01/30,51.612
2016/01/31,51.267
2016/02/01,51.29
2016/02/02,51.354
2016/02/03,51.341
2016/02/04,51.414
2016/02/05,52.084
2016/02/06,62.049
2016/02/07,50.518
2016/02/08,50.769
2016/02/09,51.218
2016/02/10,52.137
2016/02/11,54.485
2016/02/12,52.424
2016/02/13,53.095
2016/02/14,51.429
2016/02/15,51.739
2016/02/16,51.97
2016/02/17,53.415
2016/02/18,51.434
2016/02/19,52.308
2016/02/20,51.187
2016/02/21,51.444
2016/02/22,52.133
2016/02/23,52.324
2016/02/24,53.025
2016/02/25,52.997
2016/02/26,54.067
2016/02/27,52.421
2016/02/28,52.48
2016/02/29,53.42
2016/03/01,54.443
2016/03/02,55.707
2016/03/03,56.598
2016/03/04,56.094
2016/03/05,58.077
2016/03/06,58.452
2016/03/07,54.407
2016/03/08,55.019
2016/03/09,55.354
2016/03/10,55.55
2016/03/11,53.945
2016/03/12,57.522
2016/03/13,57.694
2016/03/14,57.986
2016/03/15,58.538
2016/03/16,56.802
2016/03/17,61.033
2016/03/18,59.302
2016/03/19,61.268
2016/03/20,58.945
2016/03/21,58.99
2016/03/22,59.258
2016/03/23,58.112
2016/03/24,61.694
2016/03/25,61.499
2016/03/26,61.373
2016/03/27,54.712
2016/03/28,57.325
2016/03/29,57.536
2016/03/30,59.487
2016/03/31,55.33
2016/04/01,56.077
2016/04/02,52.674
2016/04/03,52.845
2016/04/04,56.615
2016/04/05,59.314
2016/04/06,53.58
2016/04/07,53.44
2016/04/08,54.831
2016/04/09,53.21
2016/04/10,53.424
2016/04/11,51.928
2016/04/12,54.902
2016/04/13,55.798
2016/04/14,54.76
2016/04/15,54.882
2016/04/16,51.292
2016/04/17,57.532
2016/04/18,52.723
2016/04/19,52.123
2016/04/20,52.326
2016/04/21,54.926
2016/04/22,51.175
2016/04/23,51.28
2016/04/24,52.661
2016/04/25,53.517
2016/04/26,51.532
2016/04/27,52.344
2016/04/28,52.666
2016/04/29,54.578
2016/04/30,59.371
2016/05/01,54.968
2016/05/02,56.147
2016/05/03,53.524
2016/05/04,53.303
2016/05/05,54.016
2016/05/06,55.49
2016/05/07,51.863
2016/05/08,54.265
2016/05/09,53.28
2016/05/10,54.487
2016/05/11,54.56
2016/05/12,56.907
2016/05/13,58.36
2016/05/14,56.914
2016/05/15,55.023
