Date,transactions7std
2017/03/09,6920
2017/03/10,7239
2017/03/11,7845
2017/03/12,8027
2017/03/13,14671
2017/03/14,16305
2017/03/15,14965
2017/03/16,29417
2017/03/17,33083
2017/03/18,29188
2017/03/19,24079
2017/03/20,24390
2017/03/21,22701
2017/03/22,23340
2017/03/23,17561
2017/03/24,7289
2017/03/25,5550
2017/03/26,5951
2017/03/27,9941
2017/03/28,9940
2017/03/29,10242
2017/03/30,11510
2017/03/31,15294
2017/04/01,16395
2017/04/02,14053
2017/04/03,15256
2017/04/04,14727
2017/04/05,15157
2017/04/06,15003
2017/04/07,11943
2017/04/08,16439
2017/04/09,19303
2017/04/10,17235
2017/04/11,17773
2017/04/12,17207
2017/04/13,13260
2017/04/14,7897
2017/04/15,6997
2017/04/16,8496
2017/04/17,9119
2017/04/18,10002
2017/04/19,11309
2017/04/20,11690
2017/04/21,11703
2017/04/22,12002
2017/04/23,10165
2017/04/24,8243
2017/04/25,11835
2017/04/26,12749
2017/04/27,19872
2017/04/28,23965
2017/04/29,20263
2017/04/30,16350
2017/05/01,16079
2017/05/02,17027
2017/05/03,14697
2017/05/04,17121
2017/05/05,17372
2017/05/06,15939
2017/05/07,13888
2017/05/08,15548
2017/05/09,15949
2017/05/10,13600
2017/05/11,14223
2017/05/12,14308
2017/05/13,10954
2017/05/14,12496
2017/05/15,14750
2017/05/16,15273
2017/05/17,25436
2017/05/18,29887
2017/05/19,40811
2017/05/20,35572
2017/05/21,28691
2017/05/22,36828
2017/05/23,39023
2017/05/24,42726
2017/05/25,39879
2017/05/26,39538
2017/05/27,30352
2017/05/28,28208
2017/05/29,29586
2017/05/30,31978
2017/05/31,43300
2017/06/01,46406
2017/06/02,47454
2017/06/03,40641
2017/06/04,33538
2017/06/05,23432
2017/06/06,24100
2017/06/07,21001
2017/06/08,20465
2017/06/09,26995
2017/06/10,25266
2017/06/11,33186
2017/06/12,64774
2017/06/13,72728
2017/06/14,69871
2017/06/15,55959
2017/06/16,48556
2017/06/17,37249
2017/06/18,35837
2017/06/19,32466
2017/06/20,46098
2017/06/21,54462
2017/06/22,57290
2017/06/23,56645
2017/06/24,54838
2017/06/25,58993
2017/06/26,68301
2017/06/27,61009
2017/06/28,51383
2017/06/29,49991
2017/06/30,50126
2017/07/01,52039
2017/07/02,47398
2017/07/03,38299
2017/07/04,39587
2017/07/05,39322
2017/07/06,39623
2017/07/07,43094
2017/07/08,40203
2017/07/09,50190
2017/07/10,50418
2017/07/11,52327
2017/07/12,53169
2017/07/13,52903
2017/07/14,51311
2017/07/15,55589
2017/07/16,48155
2017/07/17,39412
2017/07/18,31605
2017/07/19,25705
2017/07/20,25285
2017/07/21,29074
2017/07/22,41771
2017/07/23,42888
2017/07/24,44119
2017/07/25,40875
2017/07/26,38497
2017/07/27,38554
2017/07/28,39043
2017/07/29,42428
2017/07/30,42254
2017/07/31,36992
2017/08/01,35110
2017/08/02,35412
2017/08/03,36248
2017/08/04,40114
2017/08/05,37568
2017/08/06,32175
2017/08/07,40805
2017/08/08,54555
2017/08/09,47806
2017/08/10,57259
2017/08/11,69607
2017/08/12,65861
2017/08/13,54892
2017/08/14,72695
2017/08/15,86211
2017/08/16,71271
2017/08/17,74633
2017/08/18,80430
2017/08/19,67927
2017/08/20,81930
2017/08/21,81531
2017/08/22,83038
2017/08/23,81154
2017/08/24,74960
2017/08/25,49215
2017/08/26,59501
2017/08/27,54580
2017/08/28,45283
2017/08/29,55211
2017/08/30,63325
2017/08/31,66108
2017/09/01,68777
2017/09/02,57417
2017/09/03,68263
2017/09/04,86137
2017/09/05,97879
2017/09/06,125492
2017/09/07,129158
2017/09/08,133574
2017/09/09,118396
2017/09/10,105257
2017/09/11,113209
2017/09/12,111310
2017/09/13,90703
2017/09/14,79089
2017/09/15,67068
2017/09/16,67198
2017/09/17,85742
2017/09/18,85920
2017/09/19,85009
2017/09/20,89346
2017/09/21,91546
2017/09/22,68257
2017/09/23,68521
2017/09/24,70167
2017/09/25,54267
2017/09/26,45433
2017/09/27,40599
2017/09/28,45317
2017/09/29,45509
2017/09/30,30985
2017/10/01,29566
2017/10/02,29584
2017/10/03,32534
2017/10/04,32623
2017/10/05,29418
2017/10/06,27454
2017/10/07,28809
2017/10/08,23780
2017/10/09,26974
2017/10/10,36683
2017/10/11,40921
2017/10/12,50059
2017/10/13,60844
2017/10/14,49158
2017/10/15,35584
2017/10/16,52245
2017/10/17,114705
2017/10/18,125567
2017/10/19,137591
2017/10/20,159548
2017/10/21,132581
2017/10/22,84996
2017/10/23,66543
2017/10/24,64625
2017/10/25,65970
2017/10/26,65429
2017/10/27,326375
2017/10/28,420849
2017/10/29,467343
2017/10/30,468536
2017/10/31,418709
2017/11/01,447701
2017/11/02,477069
2017/11/03,510196
2017/11/04,487467
2017/11/05,436459
2017/11/06,348626
2017/11/07,96651
2017/11/08,89724
2017/11/09,74174
2017/11/10,70919
2017/11/11,73029
2017/11/12,68505
2017/11/13,53853
2017/11/14,55205
2017/11/15,82937
2017/11/16,85993
2017/11/17,91551
2017/11/18,69586
2017/11/19,61198
2017/11/20,58727
2017/11/21,59066
2017/11/22,61349
2017/11/23,64435
2017/11/24,65286
2017/11/25,56397
2017/11/26,24407
2017/11/27,53872
2017/11/28,77787
2017/11/29,100932
2017/11/30,104437
2017/12/01,85559
2017/12/02,74320
2017/12/03,53353
2017/12/04,57370
2017/12/05,59713
2017/12/06,106465
2017/12/07,105945
2017/12/08,105951
2017/12/09,85573
2017/12/10,83635
2017/12/11,111126
2017/12/12,137745
2017/12/13,172130
2017/12/14,172641
2017/12/15,174911
2017/12/16,139601
2017/12/17,66219
2017/12/18,72334
2017/12/19,136958
2017/12/20,136392
2017/12/21,158206
2017/12/22,169340
2017/12/23,163186
2017/12/24,225474
2017/12/25,279580
2017/12/26,269176
2017/12/27,262933
2017/12/28,230003
2017/12/29,222910
2017/12/30,285194
2017/12/31,254393
2018/01/01,206364
2018/01/02,200540
2018/01/03,233136
2018/01/04,286419
2018/01/05,304020
2018/01/06,309275
2018/01/07,259030
2018/01/08,126824
2018/01/09,111130
2018/01/10,120700
2018/01/11,82290
2018/01/12,86935
2018/01/13,81343
2018/01/14,107129
2018/01/15,105193
2018/01/16,115846
2018/01/17,136806
2018/01/18,136738
2018/01/19,166845
2018/01/20,216620
2018/01/21,236369
2018/01/22,256220
2018/01/23,241333
2018/01/24,180682
2018/01/25,153894
2018/01/26,133730
2018/01/27,143994
2018/01/28,122561
2018/01/29,111909
2018/01/30,108800
2018/01/31,106969
2018/02/01,106412
2018/02/02,113604
2018/02/03,121582
2018/02/04,146070
2018/02/05,144390
2018/02/06,144117
2018/02/07,153178
2018/02/08,171076
2018/02/09,125540
2018/02/10,128461
2018/02/11,131538
2018/02/12,122076
2018/02/13,105603
2018/02/14,104072
2018/02/15,72382
2018/02/16,92334
2018/02/17,70561
2018/02/18,70289
2018/02/19,61112
2018/02/20,106479
2018/02/21,112845
2018/02/22,114662
2018/02/23,103527
2018/02/24,111995
2018/02/25,131197
2018/02/26,131624
2018/02/27,99248
2018/02/28,46427
2018/03/01,42148
2018/03/02,45865
2018/03/03,51169
2018/03/04,67656
2018/03/05,73155
2018/03/06,73208
2018/03/07,92071
2018/03/08,91116
2018/03/09,97009
2018/03/10,123617
2018/03/11,132891
2018/03/12,120589
2018/03/13,118442
2018/03/14,76202
2018/03/15,70846
2018/03/16,70903
2018/03/17,70030
2018/03/18,63425
2018/03/19,69453
2018/03/20,63915
2018/03/21,69001
2018/03/22,75855
2018/03/23,76696
2018/03/24,67045
2018/03/25,115335
2018/03/26,104081
2018/03/27,105479
2018/03/28,86802
2018/03/29,86729
2018/03/30,67464
2018/03/31,65389
2018/04/01,55843
2018/04/02,48610
2018/04/03,63459
2018/04/04,65528
2018/04/05,89472
2018/04/06,91372
2018/04/07,107363
2018/04/08,93816
2018/04/09,92580
2018/04/10,96553
2018/04/11,95633
2018/04/12,93959
2018/04/13,125806
2018/04/14,106320
2018/04/15,102966
2018/04/16,102445
2018/04/17,104475
2018/04/18,94898
2018/04/19,133875
2018/04/20,163603
2018/04/21,141577
2018/04/22,108161
2018/04/23,86593
2018/04/24,88624
2018/04/25,62361
2018/04/26,60203
2018/04/27,52014
2018/04/28,44011
2018/04/29,40467
2018/04/30,38556
2018/05/01,52689
2018/05/02,49478
2018/05/03,69771
2018/05/04,172271
2018/05/05,171060
2018/05/06,187871
2018/05/07,187268
2018/05/08,172993
2018/05/09,171470
2018/05/10,172635
2018/05/11,98847
2018/05/12,98898
2018/05/13,58290
2018/05/14,56470
2018/05/15,60284
2018/05/16,56877
2018/05/17,47755
2018/05/18,49666
2018/05/19,57271
2018/05/20,50936
2018/05/21,50877
2018/05/22,43738
2018/05/23,44035
2018/05/24,42768
2018/05/25,42455
2018/05/26,45979
2018/05/27,46362
2018/05/28,62566
2018/05/29,61768
2018/05/30,58935
2018/05/31,61923
2018/06/01,71539
2018/06/02,69659
2018/06/03,65937
2018/06/04,50330
2018/06/05,51067
2018/06/06,55262
2018/06/07,41023
2018/06/08,57519
2018/06/09,57448
2018/06/10,49360
2018/06/11,38166
2018/06/12,36027
2018/06/13,43158
2018/06/14,42636
2018/06/15,21104
2018/06/16,95544
2018/06/17,118637
2018/06/18,118216
2018/06/19,120184
2018/06/20,122052
2018/06/21,119953
2018/06/22,121236
2018/06/23,108344
2018/06/24,98841
2018/06/25,114723
2018/06/26,113989
2018/06/27,107441
2018/06/28,107272
2018/06/29,105026
2018/06/30,122483
2018/07/01,139994
2018/07/02,185226
2018/07/03,190729
2018/07/04,209471
2018/07/05,180735
2018/07/06,140133
2018/07/07,118339
2018/07/08,123028
2018/07/09,152084
2018/07/10,186032
2018/07/11,170450
2018/07/12,165184
2018/07/13,130531
2018/07/14,117973
2018/07/15,157058
2018/07/16,173519
2018/07/17,176799
2018/07/18,206126
2018/07/19,220634
2018/07/20,214786
2018/07/21,186491
2018/07/22,78405
2018/07/23,90958
2018/07/24,108181
2018/07/25,118756
2018/07/26,118241
2018/07/27,120507
2018/07/28,84144
2018/07/29,67655
2018/07/30,67607
2018/07/31,62100
2018/08/01,53776
2018/08/02,57531
2018/08/03,48507
2018/08/04,41391
2018/08/05,47015
2018/08/06,55278
2018/08/07,88690
2018/08/08,134211
2018/08/09,151347
2018/08/10,132401
2018/08/11,116853
2018/08/12,101611
2018/08/13,99636
2018/08/14,110854
2018/08/15,98281
2018/08/16,66237
2018/08/17,69319
2018/08/18,74241
2018/08/19,85499
2018/08/20,79771
2018/08/21,77623
2018/08/22,82563
2018/08/23,45072
2018/08/24,46655
2018/08/25,50495
2018/08/26,55089
2018/08/27,43835
2018/08/28,44901
2018/08/29,58659
2018/08/30,58443
2018/08/31,59240
2018/09/01,73762
2018/09/02,71165
2018/09/03,67335
2018/09/04,67770
2018/09/05,51776
2018/09/06,52725
2018/09/07,50901
2018/09/08,57778
2018/09/09,58139
2018/09/10,49397
2018/09/11,50872
2018/09/12,28396
2018/09/13,22738
2018/09/14,35088
2018/09/15,62398
2018/09/16,82581
2018/09/17,80936
2018/09/18,78561
2018/09/19,66318
2018/09/20,54868
2018/09/21,62435
2018/09/22,64994
2018/09/23,61121
2018/09/24,48849
2018/09/25,51556
2018/09/26,51095
2018/09/27,51377
2018/09/28,34613
2018/09/29,51766
2018/09/30,50260
2018/10/01,50656
2018/10/02,43655
2018/10/03,69454
2018/10/04,84112
2018/10/05,107487
2018/10/06,99014
2018/10/07,93619
2018/10/08,78401
2018/10/09,63966
2018/10/10,69231
2018/10/11,70589
2018/10/12,61967
2018/10/13,46276
2018/10/14,39859
2018/10/15,42687
2018/10/16,47706
2018/10/17,44056
2018/10/18,43389
2018/10/19,53426
2018/10/20,55380
2018/10/21,57310
2018/10/22,58458
2018/10/23,57695
2018/10/24,57924
2018/10/25,57944
2018/10/26,40431
2018/10/27,50631
2018/10/28,50031
2018/10/29,69865
2018/10/30,83679
2018/10/31,85455
2018/11/01,85941
2018/11/02,86215
2018/11/03,83727
2018/11/04,83352
2018/11/05,75243
2018/11/06,71556
2018/11/07,68658
2018/11/08,63453
2018/11/09,63476
2018/11/10,70737
2018/11/11,66283
2018/11/12,63773
2018/11/13,51673
2018/11/14,56842
2018/11/15,57755
2018/11/16,57830
2018/11/17,48595
2018/11/18,66301
2018/11/19,85319
2018/11/20,99794
2018/11/21,99510
2018/11/22,99630
2018/11/23,99294
2018/11/24,102297
2018/11/25,86512
2018/11/26,74498
2018/11/27,52749
2018/11/28,71337
2018/11/29,70701
2018/11/30,77153
2018/12/01,65306
2018/12/02,80174
2018/12/03,80594
2018/12/04,80563
2018/12/05,69877
2018/12/06,74404
2018/12/07,68435
2018/12/08,64112
2018/12/09,55306
2018/12/10,54503
2018/12/11,57531
2018/12/12,50532
2018/12/13,40990
2018/12/14,39243
2018/12/15,39176
2018/12/16,34356
2018/12/17,37832
2018/12/18,36557
2018/12/19,45099
2018/12/20,53849
2018/12/21,60900
2018/12/22,80853
2018/12/23,73808
2018/12/24,81216
2018/12/25,85139
2018/12/26,82400
2018/12/27,77080
2018/12/28,67879
2018/12/29,50849
2018/12/30,86702
2018/12/31,67609
2019/01/01,90658
2019/01/02,99764
2019/01/03,110911
2019/01/04,107437
2019/01/05,107480
2019/01/06,99521
2019/01/07,100380
2019/01/08,72471
2019/01/09,65182
2019/01/10,59279
2019/01/11,58975
2019/01/12,84499
2019/01/13,86424
2019/01/14,91573
2019/01/15,90547
2019/01/16,89445
2019/01/17,76574
2019/01/18,76051
2019/01/19,56127
2019/01/20,40651
2019/01/21,43842
2019/01/22,64859
2019/01/23,58034
2019/01/24,57056
2019/01/25,65552
2019/01/26,87436
2019/01/27,93266
2019/01/28,88992
2019/01/29,71537
2019/01/30,75241
2019/01/31,75362
2019/02/01,76331
2019/02/02,82833
2019/02/03,106037
2019/02/04,112528
2019/02/05,103359
2019/02/06,76888
2019/02/07,54563
2019/02/08,38015
2019/02/09,36780
2019/02/10,49921
2019/02/11,49785
2019/02/12,49854
2019/02/13,66864
2019/02/14,71314
2019/02/15,70580
2019/02/16,67562
2019/02/17,40404
2019/02/18,48000
2019/02/19,57690
2019/02/20,66546
2019/02/21,75529
2019/02/22,73823
2019/02/23,65929
2019/02/24,43358
2019/02/25,53922
2019/02/26,55930
2019/02/27,55789
2019/02/28,55570
2019/03/01,55824
2019/03/02,27216
2019/03/03,46781
2019/03/04,71212
2019/03/05,80163
2019/03/06,81306
2019/03/07,80622
2019/03/08,79733
2019/03/09,74328
2019/03/10,79284
2019/03/11,68353
2019/03/12,59884
2019/03/13,58473
2019/03/14,58733
2019/03/15,57968
2019/03/16,65150
2019/03/17,59942
2019/03/18,63301
2019/03/19,88536
2019/03/20,101977
2019/03/21,108338
2019/03/22,113222
2019/03/23,95951
2019/03/24,68046
2019/03/25,71857
2019/03/26,70603
2019/03/27,69927
2019/03/28,72047
2019/03/29,74108
2019/03/30,69498
2019/03/31,26444
2019/04/01,41790
2019/04/02,85367
2019/04/03,94383
2019/04/04,86467
2019/04/05,93069
2019/04/06,129349
2019/04/07,146300
2019/04/08,144831
2019/04/09,119264
2019/04/10,90482
2019/04/11,110948
2019/04/12,115681
2019/04/13,95348
2019/04/14,107062
2019/04/15,108797
2019/04/16,108780
2019/04/17,109950
2019/04/18,98664
2019/04/19,98215
2019/04/20,98278
2019/04/21,56836
2019/04/22,53510
2019/04/23,58512
2019/04/24,60383
2019/04/25,60231
2019/04/26,62575
2019/04/27,104124
2019/04/28,113942
2019/04/29,103858
2019/04/30,94749
2019/05/01,102918
2019/05/02,100119
2019/05/03,101526
2019/05/04,81306
2019/05/05,68441
2019/05/06,71656
2019/05/07,63902
2019/05/08,58289
2019/05/09,64573
2019/05/10,78992
2019/05/11,73034
2019/05/12,54018
2019/05/13,63860
2019/05/14,84224
2019/05/15,98742
2019/05/16,132069
2019/05/17,124492
2019/05/18,126462
2019/05/19,114406
2019/05/20,112321
2019/05/21,112113
2019/05/22,117316
2019/05/23,97694
2019/05/24,116434
2019/05/25,89649
2019/05/26,83720
2019/05/27,108991
2019/05/28,109069
2019/05/29,122479
2019/05/30,119708
2019/05/31,119035
2019/06/01,124106
2019/06/02,61458
2019/06/03,59747
2019/06/04,60737
2019/06/05,85613
2019/06/06,94641
2019/06/07,125113
2019/06/08,142496
2019/06/09,172991
2019/06/10,192185
2019/06/11,198718
2019/06/12,193484
2019/06/13,208645
2019/06/14,196204
2019/06/15,178673
2019/06/16,138112
2019/06/17,131834
2019/06/18,125116
2019/06/19,125825
2019/06/20,104280
2019/06/21,127303
2019/06/22,152663
2019/06/23,165320
2019/06/24,149205
2019/06/25,164463
2019/06/26,161315
2019/06/27,110155
2019/06/28,165135
2019/06/29,173594
2019/06/30,202608
2019/07/01,217355
2019/07/02,211077
2019/07/03,221133
2019/07/04,229313
2019/07/05,180314
2019/07/06,176327
2019/07/07,224819
2019/07/08,184911
2019/07/09,155038
2019/07/10,155456
2019/07/11,221157
2019/07/12,216711
2019/07/13,250380
2019/07/14,239701
2019/07/15,233999
2019/07/16,300669
2019/07/17,301925
2019/07/18,264182
2019/07/19,269110
2019/07/20,270233
2019/07/21,302349
2019/07/22,309776
2019/07/23,214807
2019/07/24,251915
2019/07/25,314974
2019/07/26,307786
2019/07/27,309107
2019/07/28,295008
2019/07/29,291961
2019/07/30,280872
2019/07/31,235693
2019/08/01,191086
2019/08/02,197574
2019/08/03,178627
2019/08/04,180379
2019/08/05,176351
2019/08/06,175915
2019/08/07,171296
2019/08/08,131721
2019/08/09,124852
2019/08/10,118015
2019/08/11,110530
2019/08/12,109750
2019/08/13,104437
2019/08/14,102608
2019/08/15,102428
2019/08/16,101802
2019/08/17,99134
2019/08/18,75347
2019/08/19,77809
2019/08/20,83421
2019/08/21,82049
2019/08/22,86788
2019/08/23,88949
2019/08/24,75639
2019/08/25,46972
2019/08/26,52555
2019/08/27,55451
2019/08/28,55036
2019/08/29,53715
2019/08/30,52714
2019/08/31,54373
2019/09/01,49564
2019/09/02,52207
2019/09/03,53209
2019/09/04,53281
2019/09/05,64422
2019/09/06,69936
2019/09/07,70961
2019/09/08,76714
2019/09/09,76516
2019/09/10,78605
2019/09/11,79360
2019/09/12,68871
2019/09/13,77562
2019/09/14,89880
2019/09/15,97129
2019/09/16,87530
2019/09/17,86866
2019/09/18,87569
2019/09/19,80302
2019/09/20,74711
2019/09/21,90030
2019/09/22,113110
2019/09/23,102947
2019/09/24,108152
2019/09/25,102683
2019/09/26,98923
2019/09/27,85281
2019/09/28,82422
2019/09/29,75827
2019/09/30,80551
2019/10/01,64514
2019/10/02,57458
2019/10/03,55041
2019/10/04,61124
2019/10/05,63532
2019/10/06,70082
2019/10/07,47736
2019/10/08,83363
2019/10/09,124651
2019/10/10,131364
2019/10/11,125215
2019/10/12,114983
2019/10/13,117468
2019/10/14,114000
2019/10/15,111269
2019/10/16,93793
2019/10/17,93180
2019/10/18,102724
2019/10/19,99214
2019/10/20,73353
2019/10/21,69761
2019/10/22,76232
2019/10/23,83631
2019/10/24,86352
2019/10/25,88464
2019/10/26,84859
2019/10/27,66399
2019/10/28,61516
2019/10/29,61082
