Date,activeaddresses14var
2017/04/06,42850569
2017/04/07,44800623
2017/04/08,51946184
2017/04/09,57022114
2017/04/10,59941242
2017/04/11,63066409
2017/04/12,63924246
2017/04/13,59487405
2017/04/14,41364205
2017/04/15,42165382
2017/04/16,48602566
2017/04/17,32727727
2017/04/18,31197317
2017/04/19,29638951
2017/04/20,16101050
2017/04/21,15881215
2017/04/22,15561134
2017/04/23,13755645
2017/04/24,14682066
2017/04/25,14548175
2017/04/26,20352193
2017/04/27,51060406
2017/04/28,61488695
2017/04/29,62769063
2017/04/30,56944609
2017/05/01,69298158
2017/05/02,78567595
2017/05/03,77488983
2017/05/04,102646108
2017/05/05,104882714
2017/05/06,83409304
2017/05/07,67199006
2017/05/08,75227064
2017/05/09,59856796
2017/05/10,51362139
2017/05/11,57741998
2017/05/12,53004722
2017/05/13,46875303
2017/05/14,40860233
2017/05/15,43351663
2017/05/16,43982699
2017/05/17,34304245
2017/05/18,52585821
2017/05/19,132928945
2017/05/20,119617737
2017/05/21,127491221
2017/05/22,203377383
2017/05/23,308882887
2017/05/24,383693748
2017/05/25,446250384
2017/05/26,440308935
2017/05/27,362127717
2017/05/28,298087846
2017/05/29,265852213
2017/05/30,232956473
2017/05/31,181882403
2017/06/01,228640939
2017/06/02,232208588
2017/06/03,163569843
2017/06/04,128605649
2017/06/05,137697407
2017/06/06,170379661
2017/06/07,187682525
2017/06/08,191354161
2017/06/09,232167486
2017/06/10,238667106
2017/06/11,285127788
2017/06/12,652850306
2017/06/13,860270426
2017/06/14,915683223
2017/06/15,1018124490
2017/06/16,939424018
2017/06/17,826754437
2017/06/18,702279411
2017/06/19,650468735
2017/06/20,619368779
2017/06/21,527921082
2017/06/22,420720276
2017/06/23,359586360
2017/06/24,277165701
2017/06/25,315681411
2017/06/26,462906670
2017/06/27,443935400
2017/06/28,444563095
2017/06/29,443402602
2017/06/30,427202055
2017/07/01,411249184
2017/07/02,406012448
2017/07/03,420466665
2017/07/04,422371631
2017/07/05,361672607
2017/07/06,341296312
2017/07/07,343246339
2017/07/08,387523530
2017/07/09,412218871
2017/07/10,220535436
2017/07/11,230134222
2017/07/12,228929503
2017/07/13,251527748
2017/07/14,269475776
2017/07/15,301038635
2017/07/16,317599324
2017/07/17,284614780
2017/07/18,260976985
2017/07/19,261425251
2017/07/20,260980175
2017/07/21,199022331
2017/07/22,256646531
2017/07/23,236151114
2017/07/24,176137964
2017/07/25,136595886
2017/07/26,125143922
2017/07/27,128646776
2017/07/28,128604917
2017/07/29,170042838
2017/07/30,186803504
2017/07/31,221704379
2017/08/01,215857011
2017/08/02,190498003
2017/08/03,176952828
2017/08/04,189473380
2017/08/05,168231142
2017/08/06,141865946
2017/08/07,178453755
2017/08/08,358174159
2017/08/09,376575665
2017/08/10,573444962
2017/08/11,766141346
2017/08/12,711274019
2017/08/13,644296577
2017/08/14,1104693766
2017/08/15,1263811474
2017/08/16,1365972811
2017/08/17,1375932966
2017/08/18,1497828374
2017/08/19,1271121143
2017/08/20,1072450855
2017/08/21,903129973
2017/08/22,873981968
2017/08/23,698017157
2017/08/24,698778266
2017/08/25,688460470
2017/08/26,830612932
2017/08/27,896511791
2017/08/28,827915591
2017/08/29,806066284
2017/08/30,803850432
2017/08/31,801482386
2017/09/01,648001160
2017/09/02,661297090
2017/09/03,670280353
2017/09/04,937931338
2017/09/05,1098405295
2017/09/06,1389377804
2017/09/07,1387873221
2017/09/08,1423922190
2017/09/09,1126904046
2017/09/10,1042196693
2017/09/11,1008743411
2017/09/12,1038346172
2017/09/13,1055963209
2017/09/14,1041846491
2017/09/15,1200400860
2017/09/16,1153867790
2017/09/17,1226971959
2017/09/18,1119637326
2017/09/19,1090420146
2017/09/20,920431169
2017/09/21,965349947
2017/09/22,1125557834
2017/09/23,1390777949
2017/09/24,1527895664
2017/09/25,1562673211
2017/09/26,1388052840
2017/09/27,1369087049
2017/09/28,1166917386
2017/09/29,481187040
2017/09/30,442683982
2017/10/01,481900224
2017/10/02,291693655
2017/10/03,232486136
2017/10/04,197623899
2017/10/05,183642741
2017/10/06,161629511
2017/10/07,127955906
2017/10/08,115480787
2017/10/09,114812018
2017/10/10,191725272
2017/10/11,225930905
2017/10/12,259274335
2017/10/13,444832126
2017/10/14,431421579
2017/10/15,362883247
2017/10/16,358682091
2017/10/17,546859578
2017/10/18,543772329
2017/10/19,523503708
2017/10/20,542991917
2017/10/21,445613747
2017/10/22,386117960
2017/10/23,325859421
2017/10/24,354706762
2017/10/25,342772078
2017/10/26,335130647
2017/10/27,307951091
2017/10/28,4021558360
2017/10/29,7274464962
2017/10/30,10097770365
2017/10/31,10163828548
2017/11/01,10615553580
2017/11/02,11592561709
2017/11/03,11739449716
2017/11/04,11650143538
2017/11/05,11438421381
2017/11/06,11423329072
2017/11/07,11378343720
2017/11/08,11686907773
2017/11/09,12002554488
2017/11/10,12279804856
2017/11/11,9034098503
2017/11/12,5301998306
2017/11/13,789474809
2017/11/14,836478845
2017/11/15,1135805551
2017/11/16,980391389
2017/11/17,1138113606
2017/11/18,907385171
2017/11/19,592510977
2017/11/20,620834262
2017/11/21,642058662
2017/11/22,734761038
2017/11/23,809459136
2017/11/24,813931026
2017/11/25,531957208
2017/11/26,481710801
2017/11/27,713715174
2017/11/28,1200121212
2017/11/29,2189634113
2017/11/30,2574684525
2017/12/01,2630122123
2017/12/02,2325636192
2017/12/03,2178494044
2017/12/04,2275638504
2017/12/05,2215886273
2017/12/06,4965160392
2017/12/07,4574651511
2017/12/08,4210060230
2017/12/09,3435495182
2017/12/10,2563263607
2017/12/11,2863362895
2017/12/12,3946606982
2017/12/13,5896341457
2017/12/14,8457500780
2017/12/15,8625545107
2017/12/16,8197926305
2017/12/17,7939307005
2017/12/18,9091653659
2017/12/19,11733962590
2017/12/20,14001623736
2017/12/21,15059280090
2017/12/22,16353853577
2017/12/23,13220075232
2017/12/24,10761473104
2017/12/25,10881533195
2017/12/26,10940716982
2017/12/27,10880010871
2017/12/28,10881923174
2017/12/29,12171845739
2017/12/30,14597514776
2017/12/31,13883302866
2018/01/01,14097303348
2018/01/02,15375767610
2018/01/03,20221688407
2018/01/04,30286039024
2018/01/05,35603681882
2018/01/06,37486077142
2018/01/07,32293445924
2018/01/08,26661884044
2018/01/09,22777541541
2018/01/10,19083623468
2018/01/11,15727243840
2018/01/12,15332167376
2018/01/13,15352711409
2018/01/14,11722409263
2018/01/15,6110333385
2018/01/16,5972931931
2018/01/17,6120634399
2018/01/18,3954331810
2018/01/19,5495885209
2018/01/20,10050467175
2018/01/21,11136169064
2018/01/22,12812459507
2018/01/23,13998106714
2018/01/24,15938984970
2018/01/25,21529489928
2018/01/26,22044879807
2018/01/27,23730884713
2018/01/28,25033953907
2018/01/29,22263191980
2018/01/30,16507079079
2018/01/31,9620227545
2018/02/01,4501406202
2018/02/02,4155869256
2018/02/03,4825639822
2018/02/04,4415950131
2018/02/05,3927589761
2018/02/06,3788843786
2018/02/07,4004860863
2018/02/08,5332209221
2018/02/09,5386161099
2018/02/10,5407419061
2018/02/11,6089897823
2018/02/12,5677065512
2018/02/13,6100126356
2018/02/14,6209883431
2018/02/15,4306596023
2018/02/16,2895929009
2018/02/17,3227817018
2018/02/18,3456617525
2018/02/19,2844440284
2018/02/20,2219143466
2018/02/21,2063616696
2018/02/22,1723994185
2018/02/23,1955373230
2018/02/24,2439452360
2018/02/25,3045379936
2018/02/26,2459766026
2018/02/27,2519920219
2018/02/28,2468803248
2018/03/01,2417487619
2018/03/02,2435902605
2018/03/03,2892413416
2018/03/04,3688046556
2018/03/05,3311617086
2018/03/06,1972116896
2018/03/07,2156046159
2018/03/08,2004986083
2018/03/09,2040587974
2018/03/10,2174275309
2018/03/11,2710850493
2018/03/12,2526171795
2018/03/13,2490672468
2018/03/14,2336791781
2018/03/15,2306161583
2018/03/16,2293902106
2018/03/17,2513470823
2018/03/18,2316174845
2018/03/19,2274262434
2018/03/20,2207212321
2018/03/21,802280165
2018/03/22,752470744
2018/03/23,1013789554
2018/03/24,965779663
2018/03/25,1238079185
2018/03/26,1246696915
2018/03/27,1339208489
2018/03/28,1359169729
2018/03/29,1330217696
2018/03/30,1330124575
2018/03/31,1408960152
2018/04/01,1719185385
2018/04/02,1511837413
2018/04/03,1507858140
2018/04/04,1364001963
2018/04/05,1566469748
2018/04/06,1040442938
2018/04/07,959279342
2018/04/08,779807191
2018/04/09,824180573
2018/04/10,822709742
2018/04/11,757505339
2018/04/12,957336271
2018/04/13,1195514368
2018/04/14,1079314941
2018/04/15,744767962
2018/04/16,671480034
2018/04/17,740053408
2018/04/18,703501410
2018/04/19,781934626
2018/04/20,1107303968
2018/04/21,1181413729
2018/04/22,1473709794
2018/04/23,2144506374
2018/04/24,2459046079
2018/04/25,2206224770
2018/04/26,2201592500
2018/04/27,2200335663
2018/04/28,1756357738
2018/04/29,1475899748
2018/04/30,1215932517
2018/05/01,1229393000
2018/05/02,1009947275
2018/05/03,1129615981
2018/05/04,6466854284
2018/05/05,6452190266
2018/05/06,6475689288
2018/05/07,6428218611
2018/05/08,6426170582
2018/05/09,6575040445
2018/05/10,6618063545
2018/05/11,6342344391
2018/05/12,6043568206
2018/05/13,5309353760
2018/05/14,5061748865
2018/05/15,4190100241
2018/05/16,3907697354
2018/05/17,3943442814
2018/05/18,684153228
2018/05/19,1009538355
2018/05/20,678155258
2018/05/21,606199807
2018/05/22,590627243
2018/05/23,619159990
2018/05/24,615068577
2018/05/25,603834342
2018/05/26,648963095
2018/05/27,570918996
2018/05/28,713375559
2018/05/29,644393182
2018/05/30,642848132
2018/05/31,624182531
2018/06/01,885481480
2018/06/02,638175023
2018/06/03,640209103
2018/06/04,651276823
2018/06/05,733963742
2018/06/06,779892523
2018/06/07,786114672
2018/06/08,1108163365
2018/06/09,12135889049
2018/06/10,27818618712
2018/06/11,26479559328
2018/06/12,25665580156
2018/06/13,24905377656
2018/06/14,24164049601
2018/06/15,24184039059
2018/06/16,23704703985
2018/06/17,22489156890
2018/06/18,21706190526
2018/06/19,21369915399
2018/06/20,21328834591
2018/06/21,20969368796
2018/06/22,21321777668
2018/06/23,14895635525
2018/06/24,858604370
2018/06/25,1644793718
2018/06/26,1632750259
2018/06/27,1629494280
2018/06/28,1661503654
2018/06/29,1631467157
2018/06/30,2863052316
2018/07/01,6025746862
2018/07/02,7792792793
2018/07/03,9150886012
2018/07/04,10060619870
2018/07/05,10186614039
2018/07/06,10362511628
2018/07/07,10811735824
2018/07/08,10430764163
2018/07/09,6992232264
2018/07/10,6236984563
2018/07/11,4990701423
2018/07/12,3127628221
2018/07/13,1360961385
2018/07/14,1436075748
2018/07/15,1209882699
2018/07/16,2234459845
2018/07/17,3175075060
2018/07/18,5397778876
2018/07/19,6431474520
2018/07/20,6141982487
2018/07/21,5394732146
2018/07/22,5518710365
2018/07/23,6244043507
2018/07/24,7264743028
2018/07/25,7997735390
2018/07/26,7495908189
2018/07/27,6582387311
2018/07/28,4364897351
2018/07/29,1860262353
2018/07/30,1813273772
2018/07/31,1737157857
2018/08/01,1607564180
2018/08/02,1615804177
2018/08/03,1445492028
2018/08/04,681923608
2018/08/05,740972239
2018/08/06,833836887
2018/08/07,1116949682
2018/08/08,1788207351
2018/08/09,2452254090
2018/08/10,15465875358
2018/08/11,26554718326
2018/08/12,35230624789
2018/08/13,34209553242
2018/08/14,33160619509
2018/08/15,31861225608
2018/08/16,31595881188
2018/08/17,29534725561
2018/08/18,28713572764
2018/08/19,27992936798
2018/08/20,27507696574
2018/08/21,27078599131
2018/08/22,27227151323
2018/08/23,27264852065
2018/08/24,19882696863
2018/08/25,11074939185
2018/08/26,846668008
2018/08/27,646517724
2018/08/28,571333609
2018/08/29,780420361
2018/08/30,448919849
2018/08/31,477839798
2018/09/01,530088415
2018/09/02,647031543
2018/09/03,637438735
2018/09/04,617179343
2018/09/05,625202478
2018/09/06,610308609
2018/09/07,610517232
2018/09/08,657840502
2018/09/09,706046124
2018/09/10,699228310
2018/09/11,798335924
2018/09/12,773138622
2018/09/13,811778664
2018/09/14,992138081
2018/09/15,1455754739
2018/09/16,1628925661
2018/09/17,1253741523
2018/09/18,1267976339
2018/09/19,1158071265
2018/09/20,1016795243
2018/09/21,811656988
2018/09/22,801084659
2018/09/23,723615275
2018/09/24,607946513
2018/09/25,553887742
2018/09/26,503901637
2018/09/27,330652012
2018/09/28,292925439
2018/09/29,367091133
2018/09/30,336057916
2018/10/01,224974954
2018/10/02,237906703
2018/10/03,379768230
2018/10/04,558632618
2018/10/05,863730773
2018/10/06,1371062033
2018/10/07,1325842085
2018/10/08,1297164368
2018/10/09,1316794368
2018/10/10,1233983158
2018/10/11,1221496972
2018/10/12,1196113756
2018/10/13,872271986
2018/10/14,820305849
2018/10/15,706948369
2018/10/16,507472115
2018/10/17,561007788
2018/10/18,566424677
2018/10/19,518548097
2018/10/20,326575882
2018/10/21,300088213
2018/10/22,349825064
2018/10/23,353987750
2018/10/24,284107256
2018/10/25,280797734
2018/10/26,248591204
2018/10/27,284676921
2018/10/28,284542460
2018/10/29,368568597
2018/10/30,425989926
2018/10/31,438970638
2018/11/01,438769355
2018/11/02,546025903
2018/11/03,698481424
2018/11/04,765854060
2018/11/05,723414706
2018/11/06,716522496
2018/11/07,742215430
2018/11/08,787911836
2018/11/09,773177127
2018/11/10,801956729
2018/11/11,799192639
2018/11/12,636100084
2018/11/13,455493727
2018/11/14,323971750
2018/11/15,279639691
2018/11/16,263644605
2018/11/17,268279889
2018/11/18,361432833
2018/11/19,520100683
2018/11/20,601937856
2018/11/21,601186146
2018/11/22,610788887
2018/11/23,622280622
2018/11/24,789579786
2018/11/25,761524597
2018/11/26,737598048
2018/11/27,761549690
2018/11/28,732265652
2018/11/29,739813465
2018/11/30,744037766
2018/12/01,795282515
2018/12/02,849891035
2018/12/03,522133442
2018/12/04,293737983
2018/12/05,287349923
2018/12/06,290389628
2018/12/07,333363083
2018/12/08,366035169
2018/12/09,365959010
2018/12/10,401819911
2018/12/11,401097313
2018/12/12,369247469
2018/12/13,363709863
2018/12/14,345839246
2018/12/15,305969103
2018/12/16,235728182
2018/12/17,221933819
2018/12/18,198198630
2018/12/19,209104572
2018/12/20,220221729
2018/12/21,208604386
2018/12/22,281454125
2018/12/23,290601346
2018/12/24,302431478
2018/12/25,305144118
2018/12/26,294711925
2018/12/27,286839527
2018/12/28,301480685
2018/12/29,302916682
2018/12/30,339975352
2018/12/31,339208118
2019/01/01,425298024
2019/01/02,399903934
2019/01/03,419322527
2019/01/04,405518321
2019/01/05,332461581
2019/01/06,349212619
2019/01/07,314334483
2019/01/08,360968573
2019/01/09,393924419
2019/01/10,409755696
2019/01/11,380210082
2019/01/12,590065699
2019/01/13,642736840
2019/01/14,775953789
2019/01/15,691563411
2019/01/16,714196395
2019/01/17,688558498
2019/01/18,697250467
2019/01/19,736868642
2019/01/20,835783225
2019/01/21,802523073
2019/01/22,733638275
2019/01/23,634080221
2019/01/24,549593288
2019/01/25,522502607
2019/01/26,465453258
2019/01/27,438452361
2019/01/28,283109974
2019/01/29,221050620
2019/01/30,220077544
2019/01/31,220068711
2019/02/01,228840175
2019/02/02,346067179
2019/02/03,568199548
2019/02/04,841179675
2019/02/05,1052661935
2019/02/06,1138922455
2019/02/07,1242530508
2019/02/08,1185486765
2019/02/09,1262148063
2019/02/10,1335342720
2019/02/11,888255885
2019/02/12,652479577
2019/02/13,486120626
2019/02/14,316129033
2019/02/15,259736816
2019/02/16,262110531
2019/02/17,254957582
2019/02/18,485931775
2019/02/19,618287119
2019/02/20,623199601
2019/02/21,562406634
2019/02/22,568226046
2019/02/23,499990721
2019/02/24,325756703
2019/02/25,300234779
2019/02/26,285277741
2019/02/27,292703099
2019/02/28,303133050
2019/03/01,333449518
2019/03/02,274996077
2019/03/03,212435181
2019/03/04,223715486
2019/03/05,267397447
2019/03/06,313689750
2019/03/07,298908483
2019/03/08,297205911
2019/03/09,217918576
2019/03/10,280827578
2019/03/11,278875349
2019/03/12,295768590
2019/03/13,300039040
2019/03/14,312208478
2019/03/15,311576255
2019/03/16,351557101
2019/03/17,269393223
2019/03/18,298830598
2019/03/19,360604759
2019/03/20,478755398
2019/03/21,496605845
2019/03/22,528194011
2019/03/23,531980338
2019/03/24,384379515
2019/03/25,555882089
2019/03/26,684982623
2019/03/27,731322980
2019/03/28,814171002
2019/03/29,807740447
2019/03/30,574914362
2019/03/31,402425007
2019/04/01,736905557
2019/04/02,1372711197
2019/04/03,1717288811
2019/04/04,1638637224
2019/04/05,1566431329
2019/04/06,1411326186
2019/04/07,1181279790
2019/04/08,1214135058
2019/04/09,1223311437
2019/04/10,1191175554
2019/04/11,1282934766
2019/04/12,1312514369
2019/04/13,1305969139
2019/04/14,1494415414
2019/04/15,1417912190
2019/04/16,1056211393
2019/04/17,819288268
2019/04/18,819601127
2019/04/19,897879439
2019/04/20,1083951495
2019/04/21,1014750385
2019/04/22,1111321268
2019/04/23,1216375964
2019/04/24,1191129276
2019/04/25,1150643067
2019/04/26,1109606463
2019/04/27,1385096003
2019/04/28,1185331389
2019/04/29,1222049208
2019/04/30,1205348869
2019/05/01,1208336610
2019/05/02,1351586270
2019/05/03,1360202240
2019/05/04,1150939560
2019/05/05,1145151825
2019/05/06,924503839
2019/05/07,642563829
2019/05/08,600476076
2019/05/09,629797501
2019/05/10,773511039
2019/05/11,670474266
2019/05/12,550991088
2019/05/13,785975064
2019/05/14,1393765375
2019/05/15,2194548284
2019/05/16,3072779289
2019/05/17,3121282540
2019/05/18,2616870638
2019/05/19,2187621765
2019/05/20,2030590758
2019/05/21,1930344734
2019/05/22,1720809071
2019/05/23,1521851962
2019/05/24,1474172576
2019/05/25,1262094929
2019/05/26,952315332
2019/05/27,1162013520
2019/05/28,1302191000
2019/05/29,1620827225
2019/05/30,1451867742
2019/05/31,1598264276
2019/06/01,3069917608
2019/06/02,2808611412
