Date,mining_profitability7roc
2016/01/01,9.376
2016/01/02,15.522
2016/01/03,18.833
2016/01/04,15.828
2016/01/05,17.919
2016/01/06,8.342
2016/01/07,8.081
2016/01/08,5.974
2016/01/09,6.162
2016/01/10,10.375
2016/01/11,2.955
2016/01/12,13.66
2016/01/13,15.889
2016/01/14,8.332
2016/01/15,16.398
2016/01/16,7.848
2016/01/17,5.17
2016/01/18,26.2
2016/01/19,8.834
2016/01/20,16.865
2016/01/21,22.172
2016/01/22,11.415
2016/01/23,28.546
2016/01/24,55.168
2016/01/25,47.952
2016/01/26,69.132
2016/01/27,43.053
2016/01/28,49.815
2016/01/29,49.957
2016/01/30,34.01
2016/01/31,5.722
2016/02/01,-8.618
2016/02/02,-13.878
2016/02/03,0.58
2016/02/04,-4.346
2016/02/05,-1.949
2016/02/06,0.013
2016/02/07,9.486
2016/02/08,32.337
2016/02/09,48.298
2016/02/10,67.316
2016/02/11,80.355
2016/02/12,126.208
2016/02/13,77.341
2016/02/14,60.178
2016/02/15,57.673
2016/02/16,23.167
2016/02/17,-14.118
2016/02/18,-19.511
2016/02/19,-30.538
2016/02/20,-15.882
2016/02/21,-12.597
2016/02/22,-9.717
2016/02/23,7.668
2016/02/24,32.871
2016/02/25,39.652
2016/02/26,20.059
2016/02/27,23.352
2016/02/28,27.94
2016/02/29,12.23
2016/03/01,13.104
2016/03/02,24.752
2016/03/03,28.267
2016/03/04,34.626
2016/03/05,58.192
2016/03/06,46.434
2016/03/07,40.175
2016/03/08,17.832
2016/03/09,11.081
2016/03/10,9.174
2016/03/11,3.834
2016/03/12,-2.651
2016/03/13,11.032
2016/03/14,11.215
2016/03/15,30.921
2016/03/16,25.195
2016/03/17,-1.467
2016/03/18,-6.937
2016/03/19,-14.665
2016/03/20,-26.335
2016/03/21,-15.451
2016/03/22,-18.064
2016/03/23,-15.297
2016/03/24,-10.528
2016/03/25,-7.304
2016/03/26,-10.605
2016/03/27,-7.628
2016/03/28,-9.641
2016/03/29,-13.346
2016/03/30,-18.132
2016/03/31,-14.124
2016/04/01,-5.37
2016/04/02,-3.489
2016/04/03,-2.978
2016/04/04,-13.386
2016/04/05,-18.882
2016/04/06,-20.068
2016/04/07,-14.419
2016/04/08,-22.75
2016/04/09,-26.506
2016/04/10,-32.638
2016/04/11,-29.426
2016/04/12,-27.457
2016/04/13,-30.733
2016/04/14,-27.769
2016/04/15,-22.116
2016/04/16,-19.92
2016/04/17,3.182
2016/04/18,-2.575
2016/04/19,-0.542
2016/04/20,-0.499
2016/04/21,-10.039
2016/04/22,-8.603
2016/04/23,-9.691
2016/04/24,-18.676
2016/04/25,-19.494
2016/04/26,-22.753
2016/04/27,-14.147
2016/04/28,-15.488
2016/04/29,-15.029
2016/04/30,-5.383
2016/05/01,-4.966
2016/05/02,20.134
2016/05/03,21.144
2016/05/04,14.324
2016/05/05,21.53
2016/05/06,24.305
2016/05/07,11.452
2016/05/08,6.196
2016/05/09,-8.776
2016/05/10,-7.328
2016/05/11,-0.58
2016/05/12,3.898
2016/05/13,0.727
2016/05/14,0.933
2016/05/15,1.503
2016/05/16,3.844
2016/05/17,23.105
2016/05/18,23.766
2016/05/19,21.312
2016/05/20,25.964
2016/05/21,22.21
2016/05/22,29.227
2016/05/23,24.496
2016/05/24,-1.116
2016/05/25,-11.717
2016/05/26,-16.027
2016/05/27,-24.435
2016/05/28,-20.826
2016/05/29,-21.189
2016/05/30,-17.594
2016/05/31,-3.502
2016/06/01,9.693
2016/06/02,8.86
2016/06/03,11.963
2016/06/04,14.27
2016/06/05,10.677
2016/06/06,6.739
2016/06/07,-0.112
2016/06/08,-4.562
2016/06/09,-7.275
2016/06/10,-0.796
2016/06/11,-2.54
2016/06/12,1.327
2016/06/13,10.586
2016/06/14,20.27
2016/06/15,16.851
2016/06/16,31.22
2016/06/17,18.05
2016/06/18,-5.771
2016/06/19,-20.516
2016/06/20,-32.265
2016/06/21,-34.472
2016/06/22,-24.529
2016/06/23,-37.899
2016/06/24,-25.962
2016/06/25,-4.534
2016/06/26,4.768
2016/06/27,9.527
2016/06/28,-2.162
2016/06/29,-20.534
2016/06/30,-7.16
2016/07/01,-16.382
2016/07/02,-20.284
2016/07/03,-20.436
2016/07/04,-19.858
2016/07/05,-23.684
2016/07/06,-16.255
2016/07/07,-23.01
2016/07/08,-17.945
2016/07/09,-8.475
2016/07/10,-9.569
2016/07/11,-11.466
2016/07/12,-1.614
2016/07/13,-5.868
