Date,difficulty14std
2016/04/20,3070978081414
2016/04/21,2976212101376
2016/04/22,2860594418380
2016/04/23,2984884215852
2016/04/24,2996305593905
2016/04/25,3069133229296
2016/04/26,2719388316046
2016/04/27,2457666825867
2016/04/28,2299981289478
2016/04/29,2348423363790
2016/04/30,2664229928004
2016/05/01,2818051941057
2016/05/02,2663697980346
2016/05/03,2839640824428
2016/05/04,2913282181347
2016/05/05,2955767625936
2016/05/06,2702224742897
2016/05/07,2604749196126
2016/05/08,2393996071208
2016/05/09,2367450603846
2016/05/10,2397090647244
2016/05/11,1973449442959
2016/05/12,1676361237525
2016/05/13,1967334416707
2016/05/14,2274183508190
2016/05/15,2595850907462
2016/05/16,2478406736032
2016/05/17,2482322172673
2016/05/18,2696774879390
2016/05/19,3162899468506
2016/05/20,3568763046888
2016/05/21,3900128935257
2016/05/22,3947440309962
2016/05/23,3974126046468
2016/05/24,4155143570932
2016/05/25,3975972163096
2016/05/26,3677803642285
2016/05/27,3684260805753
2016/05/28,3742015471570
2016/05/29,3877846346978
2016/05/30,3810416344384
2016/05/31,3245090060888
2016/06/01,2668876732722
2016/06/02,2495625005445
2016/06/03,2789476927191
2016/06/04,3014078870809
2016/06/05,2940324328152
2016/06/06,2855947026208
2016/06/07,3014384355180
2016/06/08,2893372754104
2016/06/09,3435714984454
2016/06/10,3354399337206
2016/06/11,3333225069979
2016/06/12,3456809906686
2016/06/13,3830574027193
2016/06/14,4155721164193
2016/06/15,3887660601728
2016/06/16,3587256846056
2016/06/17,3435013604393
2016/06/18,3316713834040
2016/06/19,3152093806456
2016/06/20,3299368941439
2016/06/21,3238047641749
2016/06/22,3155026119511
2016/06/23,3935017427294
2016/06/24,4122230302905
2016/06/25,4258295750535
2016/06/26,4400409800142
2016/06/27,4954700883733
2016/06/28,5477935115650
2016/06/29,5673856382995
2016/06/30,5770655089290
2016/07/01,5562659253175
2016/07/02,4368100051880
2016/07/03,4290667021695
2016/07/04,4310123599679
2016/07/05,3979251654779
2016/07/06,3383887040518
2016/07/07,3353011054626
2016/07/08,3049795077209
2016/07/09,2646320666521
2016/07/10,2454549464198
2016/07/11,2643634569215
2016/07/12,2903784781239
2016/07/13,2875552968324
2016/07/14,2684680679469
2016/07/15,2235971066276
2016/07/16,2054039053971
2016/07/17,2118082868885
2016/07/18,2125908312509
2016/07/19,2297662705859
2016/07/20,2082813434310
2016/07/21,2002437216715
2016/07/22,1896601077109
2016/07/23,1290619331945
2016/07/24,1332332699395
2016/07/25,1572887494433
2016/07/26,1912197334203
2016/07/27,4551900838431
2016/07/28,4789218393265
2016/07/29,5096780051685
2016/07/30,5419621792307
2016/07/31,5627642393781
2016/08/01,5721441696451
2016/08/02,6326509823522
2016/08/03,7371485057849
2016/08/04,7408429943311
2016/08/05,7048340108400
2016/08/06,6243928616365
2016/08/07,5021478946787
2016/08/08,4468119958524
2016/08/09,4292916501181
2016/08/10,4958669681341
2016/08/11,5848567298628
2016/08/12,6557365468193
2016/08/13,7057417990292
2016/08/14,7488829806127
2016/08/15,7762445188639
2016/08/16,7793362881653
2016/08/17,6842123540412
2016/08/18,6106822565474
2016/08/19,5859572756730
2016/08/20,5369751553216
2016/08/21,4534191831755
2016/08/22,3938239063971
2016/08/23,3967974879524
2016/08/24,4157835495212
2016/08/25,4830104322740
2016/08/26,5970182337354
2016/08/27,6308204013562
2016/08/28,6359223865583
2016/08/29,5951730698062
2016/08/30,5789817759413
2016/08/31,5544078488323
2016/09/01,5211711402189
2016/09/02,4849826805251
2016/09/03,4346006188722
2016/09/04,3681354632558
2016/09/05,3137043576751
2016/09/06,2834848065069
2016/09/07,2346782842562
2016/09/08,2245178026792
2016/09/09,2117842957820
2016/09/10,2194129368118
2016/09/11,2569302518106
2016/09/12,2835507462960
2016/09/13,3111350395813
2016/09/14,3546592666726
2016/09/15,3985085763597
2016/09/16,4271455107926
2016/09/17,5068867315530
2016/09/18,4497693700335
2016/09/19,5892894340575
2016/09/20,6138124737895
2016/09/21,6960905701698
2016/09/22,6751297327243
2016/09/23,6472023941971
2016/09/24,6415558326171
2016/09/25,6558266924530
2016/09/26,6642776353677
2016/09/27,6650903202281
2016/09/28,7910570846616
2016/09/29,9442739365990
2016/09/30,10426293815824
2016/10/01,10442455545441
2016/10/02,10312690652577
2016/10/03,8026511267956
2016/10/04,9336806387264
2016/10/05,9475758802155
2016/10/06,9189606224511
2016/10/07,9802798987306
2016/10/08,9600778263571
2016/10/09,9922305673632
2016/10/10,10280559358282
2016/10/11,10169486071186
2016/10/12,10262463385786
2016/10/13,10205911799630
2016/10/14,11524676405288
2016/10/15,12876573847927
2016/10/16,13439712937106
2016/10/17,13787335512370
2016/10/18,14286219210359
2016/10/19,14293944419031
2016/10/20,14480418436780
2016/10/21,12630657914612
2016/10/22,12064077961354
2016/10/23,12528513221391
2016/10/24,12665806704668
2016/10/25,13463581128756
2016/10/26,12769634341770
2016/10/27,10493693816911
2016/10/28,9993526958159
2016/10/29,12250738939331
2016/10/30,16659950699894
2016/10/31,18319115535118
2016/11/01,21772686912877
2016/11/02,26749754926401
2016/11/03,31240172763142
2016/11/04,34873098374054
2016/11/05,37742191787499
2016/11/06,39599901557453
2016/11/07,39117836324463
2016/11/08,36213156283228
2016/11/09,32102527534303
2016/11/10,26654341080173
2016/11/11,19623761972696
2016/11/12,16610988923981
2016/11/13,15171748393159
2016/11/14,11678299053933
2016/11/15,10791475494789
2016/11/16,11143402550726
2016/11/17,11345726120324
2016/11/18,11074537982892
2016/11/19,10327768056781
2016/11/20,9880906645804
2016/11/21,12556924956036
2016/11/22,14123419170723
2016/11/23,14466612402742
2016/11/24,13932950884766
2016/11/25,13112712554440
2016/11/26,11896365677937
2016/11/27,11765328545264
2016/11/28,11803661862697
2016/11/29,11832197222830
2016/11/30,11744675421036
2016/12/01,11459060052050
2016/12/02,11099005680556
2016/12/03,11161114322346
2016/12/04,10817298757020
2016/12/05,8408724888373
2016/12/06,6376582067664
2016/12/07,5997057240788
2016/12/08,6604241963939
2016/12/09,7285120866104
2016/12/10,8462239175946
2016/12/11,8970732089151
2016/12/12,8898506885269
2016/12/13,8999094390005
2016/12/14,8673574050408
2016/12/15,8365784889842
2016/12/16,8202776484886
2016/12/17,8379091411870
2016/12/18,9174476732528
2016/12/19,9446080486263
2016/12/20,8811282310300
2016/12/21,8082093564508
2016/12/22,7290095297926
2016/12/23,6819830817346
2016/12/24,7735547460491
2016/12/25,8268990943132
2016/12/26,8118368370958
2016/12/27,8240961870163
2016/12/28,8512780818211
2016/12/29,8970658146605
2016/12/30,9306996869310
2016/12/31,9365122616109
2017/01/01,9151598294454
2017/01/02,8512761964959
2017/01/03,7126002632131
2017/01/04,6235802696146
2017/01/05,6785170858878
2017/01/06,8705659454513
2017/01/07,10032232453426
2017/01/08,11274606649841
2017/01/09,13071527764999
2017/01/10,14496713336087
2017/01/11,15245705411162
2017/01/12,15432959177816
2017/01/13,15367169946613
2017/01/14,15325691589354
2017/01/15,14532817250590
2017/01/16,13152948072753
2017/01/17,10516184201480
2017/01/18,8985293178767
2017/01/19,8580585679109
2017/01/20,7975226688662
2017/01/21,7602233465159
2017/01/22,7071904294225
2017/01/23,7407472627290
2017/01/24,7315666944896
2017/01/25,6990375367303
2017/01/26,6847537880342
2017/01/27,6893601936011
2017/01/28,6661631885692
2017/01/29,6327455196096
2017/01/30,5950849690435
2017/01/31,5496696352919
2017/02/01,3620203537951
2017/02/02,3621769198802
2017/02/03,2968255611251
2017/02/04,2612934981547
2017/02/05,3976611441284
2017/02/06,5342651687807
2017/02/07,6097527827171
2017/02/08,6719972048121
2017/02/09,7450721727117
2017/02/10,8824523837510
2017/02/11,9657778618009
2017/02/12,10301605748367
2017/02/13,10726995380297
2017/02/14,11545627292921
2017/02/15,11459832068759
2017/02/16,11442578808683
2017/02/17,11173175241959
2017/02/18,10577068170170
2017/02/19,11253864934718
2017/02/20,11482060565841
2017/02/21,11885760118203
2017/02/22,11828022685637
2017/02/23,11154729166036
2017/02/24,10828893849018
2017/02/25,10579244803236
2017/02/26,11234359730953
2017/02/27,12267105328310
2017/02/28,13993719692808
2017/03/01,14170758125105
2017/03/02,13711828896069
2017/03/03,15109659167003
2017/03/04,15514558029667
2017/03/05,16858760265987
2017/03/06,17816815365253
2017/03/07,18378474270825
2017/03/08,19220331645237
2017/03/09,19646028149599
2017/03/10,18782764251415
2017/03/11,17954106630034
2017/03/12,17784296476607
2017/03/13,17990778654536
2017/03/14,18059494734173
2017/03/15,17719198733745
2017/03/16,16587573468830
2017/03/17,18098071754267
2017/03/18,19226121762844
2017/03/19,18742999265456
2017/03/20,19791805355323
2017/03/21,19621804213363
2017/03/22,19912464296625
2017/03/23,22178006289153
2017/03/24,22862736273210
2017/03/25,22852203040724
2017/03/26,24639339585125
2017/03/27,28260122825788
2017/03/28,29081146522441
2017/03/29,30024248448391
2017/03/30,30644983505790
2017/03/31,31868746430368
2017/04/01,32424302197472
2017/04/02,30724054150807
2017/04/03,28084878346666
2017/04/04,25832745758078
2017/04/05,23560435789934
2017/04/06,22840851100889
2017/04/07,20960718980122
2017/04/08,17907898904520
2017/04/09,16682912955472
2017/04/10,17619335541314
2017/04/11,18513796143043
2017/04/12,19083769856442
2017/04/13,18717141927936
2017/04/14,21754411170411
2017/04/15,23600943973298
2017/04/16,24931344335619
2017/04/17,21354653896944
2017/04/18,22402692982968
2017/04/19,24834296883499
2017/04/20,25130998374524
2017/04/21,26007283758636
2017/04/22,27639387517873
2017/04/23,28212752375796
2017/04/24,27405962180430
2017/04/25,27150759107914
2017/04/26,27929985778676
2017/04/27,26100514978528
2017/04/28,31101964019539
2017/04/29,37694823207151
2017/04/30,38635597811233
2017/05/01,39106172882898
2017/05/02,39157429244492
2017/05/03,39742936945848
2017/05/04,37408260211319
2017/05/05,37462379855047
2017/05/06,37075329222086
2017/05/07,36231407775582
2017/05/08,32566027065004
2017/05/09,29724459125267
2017/05/10,27198033042384
2017/05/11,25158730189677
2017/05/12,28044496041465
2017/05/13,31053747730294
2017/05/14,38770800622210
2017/05/15,46173641015682
2017/05/16,50738415966487
2017/05/17,51403231132225
2017/05/18,50588749668648
2017/05/19,54036483202566
2017/05/20,56525976403000
2017/05/21,59686715213976
2017/05/22,62342083303066
2017/05/23,61186219829245
2017/05/24,58829845683702
2017/05/25,54551565458655
2017/05/26,49852986527754
2017/05/27,44534477677886
2017/05/28,42911977431372
2017/05/29,45351949158991
2017/05/30,52806330708576
2017/05/31,55552477226385
2017/06/01,68546642160770
2017/06/02,81731800872225
2017/06/03,90302229524174
2017/06/04,1.0148771254167E+14
2017/06/05,1.0977063530718E+14
2017/06/06,1.1490498652885E+14
2017/06/07,1.2073083267586E+14
2017/06/08,1.2267932882546E+14
2017/06/09,1.1856603138945E+14
2017/06/10,1.1706225008241E+14
2017/06/11,1.1205544010351E+14
2017/06/12,1.0316231429195E+14
2017/06/13,98495994399578
2017/06/14,92758201230369
2017/06/15,95479613977570
2017/06/16,97772584987578
2017/06/17,1.0052991067895E+14
2017/06/18,1.0414827649233E+14
2017/06/19,1.0359437848071E+14
2017/06/20,1.2011450696061E+14
2017/06/21,1.3790411772941E+14
2017/06/22,1.4693669059907E+14
2017/06/23,1.5007186421767E+14
2017/06/24,1.520968258409E+14
2017/06/25,1.5499359680001E+14
2017/06/26,1.5343181100095E+14
2017/06/27,1.4975777743834E+14
2017/06/28,1.4701622934057E+14
2017/06/29,1.4286924327969E+14
2017/06/30,1.3481270582507E+14
2017/07/01,1.2941776289403E+14
2017/07/02,1.196317072321E+14
2017/07/03,1.0318805435216E+14
2017/07/04,1.0373649863853E+14
2017/07/05,1.0405370489493E+14
2017/07/06,1.0212036799605E+14
2017/07/07,97330623418785
2017/07/08,92403851973782
2017/07/09,89188240002354
2017/07/10,1.2667232870546E+14
2017/07/11,1.5148104772453E+14
2017/07/12,1.6001127895115E+14
2017/07/13,1.6848491129513E+14
2017/07/14,1.6687975537456E+14
2017/07/15,1.6810096781605E+14
2017/07/16,1.7204251114594E+14
2017/07/17,1.6554677496718E+14
2017/07/18,1.5840823137482E+14
2017/07/19,1.4737153111835E+14
2017/07/20,1.3893631391992E+14
2017/07/21,1.2828084870089E+14
2017/07/22,1.0628834006658E+14
2017/07/23,83268809473487
2017/07/24,88055831941200
2017/07/25,97452130990253
2017/07/26,99503192921345
2017/07/27,1.0006462775993E+14
2017/07/28,93400099902575
2017/07/29,88622981772904
2017/07/30,92630594818059
2017/07/31,1.0086107095829E+14
2017/08/01,1.7128616853903E+14
2017/08/02,2.0931590010823E+14
2017/08/03,2.2355384897027E+14
2017/08/04,2.4170421721338E+14
2017/08/05,2.469879176701E+14
2017/08/06,2.5301789054482E+14
2017/08/07,2.5350694633859E+14
2017/08/08,2.5354596764822E+14
2017/08/09,2.5033378738644E+14
2017/08/10,2.3383422281101E+14
2017/08/11,2.0797724725564E+14
2017/08/12,1.7418096620273E+14
2017/08/13,1.2755806128169E+14
2017/08/14,92483251059410
2017/08/15,1.0462008083182E+14
2017/08/16,1.086097032151E+14
2017/08/17,1.0404474883814E+14
2017/08/18,1.0385457846655E+14
2017/08/19,1.0906283743765E+14
2017/08/20,1.0896274515173E+14
2017/08/21,1.0622403558309E+14
2017/08/22,1.0606625634427E+14
2017/08/23,1.1500284824560E+14
2017/08/24,1.1192595390999E+14
2017/08/25,2.2308329049232E+14
2017/08/26,3.0012970917586E+14
2017/08/27,3.4055622255435E+14
2017/08/28,3.5914929512582E+14
2017/08/29,3.820483787653E+14
2017/08/30,3.9389772121703E+14
2017/08/31,3.9396681842761E+14
2017/09/01,3.8619168084764E+14
2017/09/02,3.7617889232686E+14
2017/09/03,3.5665971901144E+14
2017/09/04,3.2010600927818E+14
2017/09/05,2.6932464747894E+14
2017/09/06,2.0783206689671E+14
2017/09/07,69472020815135
2017/09/08,91724547613431
2017/09/09,1.0189083976206E+14
2017/09/10,1.0016101876987E+14
2017/09/11,84679039656741
2017/09/12,98684926774848
2017/09/13,99960503066237
2017/09/14,96479943218873
2017/09/15,1.0081758637708E+14
2017/09/16,98492773922819
2017/09/17,1.0397210410023E+14
2017/09/18,98552702492357
2017/09/19,89961178606137
2017/09/20,75229937004300
2017/09/21,64989735364846
2017/09/22,3.0905426389894E+14
2017/09/23,4.2145425439927E+14
2017/09/24,4.855392281154E+14
2017/09/25,521315454747590
2017/09/26,5.4438026290067E+14
2017/09/27,5.5469293268565E+14
2017/09/28,5.489862977002E+14
2017/09/29,5.305335370762E+14
2017/09/30,4.9924328110518E+14
2017/10/01,4.7160871935438E+14
2017/10/02,4.2074271337595E+14
2017/10/03,3.5785611959286E+14
2017/10/04,2.6688350113224E+14
2017/10/05,1.1083623572548E+14
2017/10/06,1.0841963690999E+14
2017/10/07,1.0156418658991E+14
2017/10/08,97187906104899
2017/10/09,99456389742601
2017/10/10,1.0089489551240E+14
2017/10/11,1.1624231623151E+14
2017/10/12,1.1683401108804E+14
2017/10/13,1.2740018385276E+14
2017/10/14,1.0448422037759E+14
2017/10/15,1.031480460816E+14
2017/10/16,5.2670124404221E+14
2017/10/17,9.0376924234684E+14
2017/10/18,1.1317903422482E+15
2017/10/19,1268444378776046
2017/10/20,1.3664573477979E+15
2017/10/21,1.4296101689904E+15
2017/10/22,1.4547998094937E+15
2017/10/23,1.4515877497652E+15
2017/10/24,1.4159734601386E+15
2017/10/25,1.3321556521545E+15
2017/10/26,1231341902907083
2017/10/27,1.3592211182125E+15
2017/10/28,1.3807102424436E+15
2017/10/29,1254172578284929
2017/10/30,1.3176730042479E+15
2017/10/31,1.4003009403853E+15
2017/11/01,1.4101711710109E+15
2017/11/02,1.4084268425063E+15
2017/11/03,1.4055911969571E+15
2017/11/04,1.3989235147502E+15
2017/11/05,1394603456053551
2017/11/06,1392298022494959
2017/11/07,1.3831543209569E+15
2017/11/08,1379821452528918
2017/11/09,1.3781053735383E+15
2017/11/10,1.2986945962405E+15
2017/11/11,1179849566843663
2017/11/12,1009756580558846
2017/11/13,7.4469907669293E+14
2017/11/14,53654716469977
2017/11/15,40839771320295
2017/11/16,45367698397114
2017/11/17,47519969274767
2017/11/18,50600995794394
2017/11/19,52425982700390
2017/11/20,61098171902286
2017/11/21,63095843816242
2017/11/22,63909798880594
2017/11/23,75592010764598
2017/11/24,92286982289735
2017/11/25,1.0746382264862E+14
2017/11/26,1.1693622545735E+14
2017/11/27,1.2226308407647E+14
2017/11/28,1.2283561964657E+14
2017/11/29,1.2119929884078E+14
2017/11/30,1.1466554554714E+14
2017/12/01,1.058327482134E+14
2017/12/02,89822237609905
2017/12/03,64034474840279
2017/12/04,60998533960959
2017/12/05,59476808866650
2017/12/06,57771666805808
2017/12/07,62685529906089
2017/12/08,63093833542363
2017/12/09,61789997147991
2017/12/10,61306527109027
2017/12/11,66500672665168
2017/12/12,67071117355937
2017/12/13,78735491851323
2017/12/14,95192384537842
2017/12/15,1.2994104480645E+14
2017/12/16,1.6082761200258E+14
2017/12/17,1.8301869233440E+14
2017/12/18,2.0598339565E+14
2017/12/19,2.0353042843581E+14
2017/12/20,1.8927459869793E+14
2017/12/21,1.7328627483192E+14
2017/12/22,1.656581490324E+14
2017/12/23,1.6255562426054E+14
2017/12/24,1.5644085318667E+14
2017/12/25,1.5453980319519E+14
2017/12/26,1.3750703890043E+14
2017/12/27,1.2617072696820E+14
2017/12/28,1.267081402421E+14
2017/12/29,1.2673680480537E+14
2017/12/30,1.2789637225845E+14
2017/12/31,1.3603563378655E+14
2018/01/01,1.4638290070656E+14
2018/01/02,1.4373266535606E+14
2018/01/03,1.2749936928853E+14
2018/01/04,1.1093306641071E+14
2018/01/05,82187430253644
2018/01/06,64851614350964
2018/01/07,59399853417307
2018/01/08,74734877137217
2018/01/09,85575279954418
2018/01/10,89400886187580
2018/01/11,1.153467106036E+14
2018/01/12,1.3316068373900E+14
2018/01/13,1.5368859233026E+14
2018/01/14,1.7816175167503E+14
2018/01/15,1.9998855376938E+14
2018/01/16,2.1481083208099E+14
2018/01/17,2.3015591009611E+14
2018/01/18,2.3593435561852E+14
2018/01/19,2.3686477369112E+14
2018/01/20,2.3924229873819E+14
2018/01/21,2.4067110680921E+14
2018/01/22,2.4643192053578E+14
2018/01/23,2.4127395741500E+14
2018/01/24,2.3423665314433E+14
2018/01/25,2.4151843489746E+14
2018/01/26,2.3818678826179E+14
2018/01/27,229426873014961
2018/01/28,2.1963478942726E+14
2018/01/29,2.2284137373635E+14
2018/01/30,2.1582717553788E+14
2018/01/31,2.1681955261429E+14
2018/02/01,2.1872386507474E+14
2018/02/02,2.1480046163372E+14
2018/02/03,2.3410197523766E+14
2018/02/04,2.3921292032314E+14
2018/02/05,2.4280952208736E+14
2018/02/06,2.3465049993409E+14
2018/02/07,2.394284739301E+14
2018/02/08,2.401341876835E+14
2018/02/09,2.4085318364331E+14
2018/02/10,2.1759604534487E+14
2018/02/11,2.0771565091736E+14
2018/02/12,2.0625103266605E+14
2018/02/13,1.9956508866537E+14
2018/02/14,1.8411592484583E+14
2018/02/15,1.6084222351195E+14
2018/02/16,1.5679081309082E+14
2018/02/17,1.5406526046616E+14
2018/02/18,1.4883021625189E+14
2018/02/19,1.3862665370596E+14
2018/02/20,1.1904604185352E+14
2018/02/21,1.0899072668336E+14
2018/02/22,93079954553880
2018/02/23,86399668077785
2018/02/24,59279434804183
2018/02/25,92003897284536
2018/02/26,95883397100418
2018/02/27,95869840829706
2018/02/28,1.0250108975814E+14
2018/03/01,1.0652037022707E+14
2018/03/02,1.1386514954919E+14
2018/03/03,1.47194577019E+14
2018/03/04,1.5920679348735E+14
2018/03/05,1.6501383337652E+14
2018/03/06,1.5781858935913E+14
2018/03/07,1.5185013469475E+14
2018/03/08,1.6391865892646E+14
2018/03/09,1.5107111285297E+14
2018/03/10,1.3490700655716E+14
2018/03/11,1.3501148914162E+14
2018/03/12,1.2855032207837E+14
2018/03/13,96132463241050
2018/03/14,80527406802293
2018/03/15,75173191331595
2018/03/16,81643994549388
2018/03/17,93287004196299
2018/03/18,1.0069203603618E+14
2018/03/19,1.0838429297126E+14
2018/03/20,1.0663038391344E+14
2018/03/21,1.0939208737596E+14
2018/03/22,1.0882256851119E+14
2018/03/23,1.0943841807788E+14
2018/03/24,1.0500489469543E+14
2018/03/25,97161625174523
2018/03/26,1.0608311604108E+14
2018/03/27,99867227073251
2018/03/28,76237657165252
2018/03/29,68261872022957
2018/03/30,72626859910914
2018/03/31,80752653937869
2018/04/01,80688932729123
2018/04/02,82322260772524
2018/04/03,98250958216087
2018/04/04,1.0106605318379E+14
2018/04/05,1.0850947768839E+14
2018/04/06,1.0482970677178E+14
2018/04/07,105121151003939
2018/04/08,1.033344975769E+14
2018/04/09,1.0095332847388E+14
2018/04/10,96461051568803
2018/04/11,90533554207220
2018/04/12,94032709454129
2018/04/13,1.0278175166207E+14
2018/04/14,1.0367252596598E+14
2018/04/15,95510049784299
2018/04/16,95065892861598
2018/04/17,94920172764296
2018/04/18,1.0072383942441E+14
2018/04/19,1.0330985589172E+14
2018/04/20,86853188964187
2018/04/21,67467222513905
2018/04/22,57595885544141
2018/04/23,63161859564043
2018/04/24,63016786519708
2018/04/25,61972383736520
2018/04/26,77162012289506
2018/04/27,73848051328668
2018/04/28,73901607461790
2018/04/29,79425672598895
2018/04/30,83421655040378
2018/05/01,84708917463175
2018/05/02,79003492338471
2018/05/03,75050340520363
2018/05/04,65201019911852
2018/05/05,77944530888422
2018/05/06,94614546353849
2018/05/07,1.2363475672614E+14
2018/05/08,1.4444380913595E+14
2018/05/09,1.4297371235293E+14
2018/05/10,1.4754989098302E+14
2018/05/11,1.4757407781871E+14
2018/05/12,1.5480383416094E+14
2018/05/13,1.7146461668024E+14
2018/05/14,1.7138013462583E+14
2018/05/15,1.4992779066652E+14
2018/05/16,1.1942099376034E+14
2018/05/17,98478344464500
2018/05/18,90598972319551
2018/05/19,89273188093978
2018/05/20,88129946463975
2018/05/21,89614911931504
2018/05/22,87518591860692
2018/05/23,89605329494914
2018/05/24,97464014350629
2018/05/25,1.0851713472516E+14
2018/05/26,1.008826461263E+14
2018/05/27,83351494754796
2018/05/28,79576910739972
2018/05/29,82612765277335
2018/05/30,90966655559116
2018/05/31,89456763890054
2018/06/01,1.0254023816448E+14
2018/06/02,1.0541683505001E+14
2018/06/03,99478267643736
2018/06/04,84971387007516
2018/06/05,62952587100207
2018/06/06,63295327810748
2018/06/07,66188062964231
2018/06/08,66211892683675
2018/06/09,81048335088396
2018/06/10,84636918866926
2018/06/11,84961720607219
2018/06/12,1.069787856781E+14
2018/06/13,1.081709668445E+14
2018/06/14,1.1106936614867E+14
2018/06/15,1.0458239421133E+14
2018/06/16,1.0694341573419E+14
2018/06/17,1.0871273819771E+14
2018/06/18,1.2309949313594E+14
2018/06/19,1.5041949143017E+14
2018/06/20,1.4445359706164E+14
2018/06/21,1.4845224628172E+14
2018/06/22,1.4477201422047E+14
2018/06/23,1.4769720657269E+14
2018/06/24,1.5175372341268E+14
2018/06/25,1.39226037429E+14
2018/06/26,1.3831447086544E+14
2018/06/27,1.4119715056723E+14
2018/06/28,1.296336923685E+14
2018/06/29,1.0762049873496E+14
2018/06/30,96759942059294
2018/07/01,78653241094081
2018/07/02,79007717169054
2018/07/03,81270364193814
2018/07/04,78707537647805
2018/07/05,1.0589680589654E+14
2018/07/06,1.1446603608793E+14
2018/07/07,1.2135919417649E+14
2018/07/08,1.2130452698712E+14
2018/07/09,1.2638475117754E+14
2018/07/10,1.18016667924E+14
2018/07/11,1.2870076738637E+14
2018/07/12,1.2632688291517E+14
2018/07/13,1.1925332972991E+14
2018/07/14,120473056225713
2018/07/15,1.103846260592E+14
2018/07/16,1.0407335465814E+14
2018/07/17,1.0423175553095E+14
2018/07/18,1.0324576734344E+14
2018/07/19,90572952022159
2018/07/20,86711695296991
2018/07/21,1.3287817564878E+14
2018/07/22,1.3937962143314E+14
2018/07/23,1.3623622665899E+14
2018/07/24,1.2965415834992E+14
2018/07/25,1.28093959168E+14
2018/07/26,1.3854057229839E+14
2018/07/27,1.4314733405664E+14
2018/07/28,1.5327457186209E+14
2018/07/29,1.6295341834376E+14
2018/07/30,1.7196278662055E+14
2018/07/31,1.750861886358E+14
2018/08/01,1.7667095268265E+14
2018/08/02,1.8012732409682E+14
2018/08/03,1.7780275620152E+14
2018/08/04,1.1758946168844E+14
2018/08/05,79971723647126
2018/08/06,87968827766037
2018/08/07,68630458130276
2018/08/08,63826185282202
2018/08/09,69646740776501
2018/08/10,65376751410869
2018/08/11,65016084533460
2018/08/12,73874410976282
2018/08/13,78627332779942
2018/08/14,77902335311754
2018/08/15,79104114023595
2018/08/16,98269185253371
2018/08/17,97238483264597
2018/08/18,1.0898059820527E+14
2018/08/19,1.1195173065274E+14
2018/08/20,1.0607863705025E+14
2018/08/21,1.0279758329261E+14
2018/08/22,1.03388528375E+14
2018/08/23,95078039802722
2018/08/24,91637322543927
2018/08/25,85611325241412
