Date,sentbyaddress30ema
2016/01/01,1426
2016/01/02,1438
2016/01/03,1450
2016/01/04,1462
2016/01/05,1472
2016/01/06,1486
2016/01/07,1501
2016/01/08,1511
2016/01/09,1522
2016/01/10,1542
2016/01/11,1564
2016/01/12,1592
2016/01/13,1603
2016/01/14,1611
2016/01/15,1634
2016/01/16,1629
2016/01/17,1616
2016/01/18,1619
2016/01/19,1615
2016/01/20,1642
2016/01/21,1635
2016/01/22,1633
2016/01/23,1649
2016/01/24,1679
2016/01/25,1714
2016/01/26,1755
2016/01/27,1776
2016/01/28,1796
2016/01/29,1811
2016/01/30,1823
2016/01/31,1840
2016/02/01,1855
2016/02/02,1865
2016/02/03,1875
2016/02/04,1883
2016/02/05,1893
2016/02/06,1897
2016/02/07,1913
2016/02/08,1939
2016/02/09,1974
2016/02/10,2057
2016/02/11,2143
2016/02/12,2218
2016/02/13,2273
2016/02/14,2297
2016/02/15,2328
2016/02/16,2355
2016/02/17,2377
2016/02/18,2399
2016/02/19,2416
2016/02/20,2423
2016/02/21,2490
2016/02/22,2525
2016/02/23,2555
2016/02/24,2576
2016/02/25,2622
2016/02/26,2646
2016/02/27,2673
2016/02/28,2721
2016/02/29,2804
2016/03/01,2902
2016/03/02,3005
2016/03/03,3122
2016/03/04,3233
2016/03/05,3396
2016/03/06,3523
2016/03/07,3585
2016/03/08,3700
2016/03/09,3780
2016/03/10,3888
2016/03/11,3972
2016/03/12,4046
2016/03/13,4109
2016/03/14,4170
2016/03/15,4214
2016/03/16,4236
2016/03/17,4286
2016/03/18,4356
2016/03/19,4361
2016/03/20,4375
2016/03/21,4421
2016/03/22,4426
2016/03/23,4436
2016/03/24,4437
2016/03/25,4426
2016/03/26,4405
2016/03/27,4423
2016/03/28,4445
2016/03/29,4547
2016/03/30,4648
2016/03/31,4662
2016/04/01,4658
2016/04/02,4639
2016/04/03,4618
2016/04/04,4638
2016/04/05,4660
2016/04/06,4678
2016/04/07,4686
2016/04/08,4684
2016/04/09,4701
2016/04/10,4746
2016/04/11,4748
2016/04/12,4767
2016/04/13,4809
2016/04/14,4823
2016/04/15,4808
2016/04/16,4789
2016/04/17,4809
2016/04/18,4824
2016/04/19,4829
2016/04/20,4841
2016/04/21,4850
2016/04/22,4865
2016/04/23,4868
2016/04/24,4880
2016/04/25,4907
2016/04/26,4939
2016/04/27,4965
2016/04/28,4976
2016/04/29,5143
2016/04/30,5335
2016/05/01,5442
2016/05/02,5610
2016/05/03,5721
2016/05/04,5796
2016/05/05,5870
2016/05/06,5941
2016/05/07,5987
2016/05/08,6059
2016/05/09,6148
2016/05/10,6238
2016/05/11,6398
2016/05/12,6558
2016/05/13,6809
2016/05/14,6963
2016/05/15,7024
2016/05/16,7066
2016/05/17,7146
2016/05/18,7260
2016/05/19,7384
2016/05/20,7463
2016/05/21,7481
2016/05/22,7445
2016/05/23,7548
2016/05/24,7617
2016/05/25,7667
2016/05/26,8174
2016/05/27,8303
2016/05/28,8796
2016/05/29,8791
2016/05/30,8777
2016/05/31,8792
2016/06/01,8758
2016/06/02,8693
2016/06/03,8635
2016/06/04,8539
2016/06/05,8448
2016/06/06,8397
2016/06/07,8368
2016/06/08,8339
2016/06/09,8286
2016/06/10,8249
2016/06/11,8160
2016/06/12,8152
2016/06/13,8261
2016/06/14,8375
2016/06/15,8396
2016/06/16,8466
2016/06/17,8826
2016/06/18,9068
2016/06/19,9114
2016/06/20,9107
2016/06/21,9137
2016/06/22,9220
2016/06/23,9172
2016/06/24,9101
2016/06/25,8994
2016/06/26,8885
2016/06/27,8797
2016/06/28,8785
2016/06/29,8758
2016/06/30,8681
2016/07/01,8616
2016/07/02,8565
2016/07/03,8517
2016/07/04,8505
2016/07/05,8505
2016/07/06,8485
2016/07/07,8464
2016/07/08,8444
2016/07/09,8407
2016/07/10,8346
2016/07/11,8313
2016/07/12,8284
2016/07/13,8242
2016/07/14,8240
2016/07/15,8230
2016/07/16,8148
2016/07/17,8034
2016/07/18,7991
2016/07/19,8610
2016/07/20,8747
2016/07/21,8811
2016/07/22,8932
2016/07/23,8981
2016/07/24,9338
2016/07/25,9497
2016/07/26,10016
