Date,mediantransactionvalue14smaUSD
2017/06/16,102.361
2017/06/17,102.625
2017/06/18,103.561
2017/06/19,101.852
2017/06/20,121.106
2017/06/21,141.099
2017/06/22,145.582
2017/06/23,148.406
2017/06/24,147.439
2017/06/25,142.967
2017/06/26,136.188
2017/06/27,130.551
2017/06/28,125.596
2017/06/29,119.725
2017/06/30,118.08
2017/07/01,116.032
2017/07/02,113.205
2017/07/03,110.137
2017/07/04,86.849
2017/07/05,65.186
2017/07/06,59.077
2017/07/07,52.076
2017/07/08,47.003
2017/07/09,44.465
2017/07/10,36.752
2017/07/11,35.647
2017/07/12,34.165
2017/07/13,31.761
2017/07/14,29.376
2017/07/15,28.178
2017/07/16,27.584
2017/07/17,27.307
2017/07/18,27.101
2017/07/19,26.892
2017/07/20,26.357
2017/07/21,28.216
2017/07/22,27.945
2017/07/23,27.77
2017/07/24,27.694
2017/07/25,27.243
2017/07/26,27.36
2017/07/27,28.147
2017/07/28,28.095
2017/07/29,27.914
2017/07/30,27.687
2017/07/31,27.762
2017/08/01,28.611
2017/08/02,29.65
2017/08/03,29.855
2017/08/04,29.737
2017/08/05,30.24
2017/08/06,30.492
2017/08/07,31.384
2017/08/08,31.285
2017/08/09,33.259
2017/08/10,33.316
2017/08/11,33.75
2017/08/12,33.496
2017/08/13,34.12
2017/08/14,33.382
2017/08/15,33.587
2017/08/16,33.584
2017/08/17,33.985
2017/08/18,36.508
2017/08/19,35.513
2017/08/20,35.701
2017/08/21,35.806
2017/08/22,35.666
2017/08/23,34.173
2017/08/24,34.22
2017/08/25,34.537
2017/08/26,33.766
2017/08/27,32.73
2017/08/28,33.812
2017/08/29,33.118
2017/08/30,32.728
2017/08/31,34.972
2017/09/01,33.513
2017/09/02,34.848
2017/09/03,35.15
2017/09/04,34.82
2017/09/05,34.874
2017/09/06,33.582
2017/09/07,32.28
2017/09/08,30.529
2017/09/09,29.539
2017/09/10,29.423
2017/09/11,29.097
2017/09/12,28.648
2017/09/13,27.763
2017/09/14,24.803
2017/09/15,24.619
2017/09/16,23.861
2017/09/17,22.356
2017/09/18,21.139
2017/09/19,21.024
2017/09/20,21.901
2017/09/21,21.973
2017/09/22,22.548
2017/09/23,23.476
2017/09/24,23.401
2017/09/25,22.391
2017/09/26,21.228
2017/09/27,20.494
2017/09/28,19.748
2017/09/29,17.857
2017/09/30,16.741
2017/10/01,16.9
2017/10/02,17.053
2017/10/03,16.148
2017/10/04,15.263
2017/10/05,15.141
2017/10/06,14.878
2017/10/07,14.65
2017/10/08,14.778
2017/10/09,14.102
2017/10/10,14.176
2017/10/11,13.815
2017/10/12,13.268
2017/10/13,14.826
2017/10/14,15.465
2017/10/15,15.555
2017/10/16,14.259
2017/10/17,13.111
2017/10/18,11.926
2017/10/19,10.879
2017/10/20,9.827
2017/10/21,8.699
2017/10/22,7.585
2017/10/23,7.173
2017/10/24,6.092
2017/10/25,5.378
2017/10/26,4.846
2017/10/27,2.557
2017/10/28,1.205
2017/10/29,0.042
2017/10/30,0.042
2017/10/31,0.038
2017/11/01,0.036
2017/11/02,0.135
2017/11/03,0.135
2017/11/04,0.135
2017/11/05,0.121
2017/11/06,0.101
2017/11/07,0.099
2017/11/08,0.178
2017/11/09,0.349
2017/11/10,0.792
2017/11/11,0.88
2017/11/12,2.636
2017/11/13,3.245
2017/11/14,3.97
2017/11/15,5.182
2017/11/16,5.306
2017/11/17,6.294
2017/11/18,6.533
2017/11/19,7.052
2017/11/20,7.099
2017/11/21,8.407
2017/11/22,9.639
2017/11/23,10.881
2017/11/24,11.991
2017/11/25,12.104
2017/11/26,10.61
2017/11/27,11.704
2017/11/28,12.685
2017/11/29,14.061
2017/11/30,15.506
2017/12/01,15.551
2017/12/02,16.225
2017/12/03,16.427
2017/12/04,18.119
2017/12/05,18.733
2017/12/06,24.791
2017/12/07,25.919
2017/12/08,25.962
2017/12/09,26.786
2017/12/10,27.369
2017/12/11,26.825
2017/12/12,27.455
2017/12/13,28.759
2017/12/14,32.859
2017/12/15,36.454
2017/12/16,38.877
2017/12/17,41.654
2017/12/18,45.129
2017/12/19,50.402
2017/12/20,54.454
2017/12/21,63.423
2017/12/22,74.19
2017/12/23,78.814
2017/12/24,82.578
2017/12/25,85.505
2017/12/26,88.49
2017/12/27,90.744
2017/12/28,90.67
2017/12/29,97.222
2017/12/30,109.829
2017/12/31,112.321
2018/01/01,112.472
2018/01/02,115.377
2018/01/03,122.747
2018/01/04,153.096
2018/01/05,169.604
2018/01/06,181.345
2018/01/07,192.186
2018/01/08,205.992
2018/01/09,225.591
2018/01/10,245.491
2018/01/11,261.627
2018/01/12,264.02
2018/01/13,257.767
2018/01/14,260.45
2018/01/15,273.639
2018/01/16,287.364
2018/01/17,291.439
2018/01/18,266.773
2018/01/19,245.505
2018/01/20,232.144
2018/01/21,231.729
2018/01/22,221.916
2018/01/23,203.962
2018/01/24,184.526
2018/01/25,166.522
2018/01/26,161.08
2018/01/27,157.775
2018/01/28,154.193
2018/01/29,144.174
2018/01/30,128.429
2018/01/31,113.417
2018/02/01,110.48
2018/02/02,112.692
2018/02/03,113.672
2018/02/04,102.372
2018/02/05,99.788
2018/02/06,98.099
2018/02/07,96.139
2018/02/08,95.164
2018/02/09,89.983
2018/02/10,85.777
2018/02/11,81.274
2018/02/12,73.811
2018/02/13,67.371
2018/02/14,62.649
2018/02/15,51.724
2018/02/16,44.226
2018/02/17,39.85
2018/02/18,37.347
2018/02/19,32.391
2018/02/20,27.248
2018/02/21,23.095
2018/02/22,20.742
2018/02/23,18.276
2018/02/24,16.098
2018/02/25,15.532
2018/02/26,15.077
2018/02/27,14.066
2018/02/28,12.217
2018/03/01,9.569
2018/03/02,7.313
2018/03/03,6.688
2018/03/04,5.493
2018/03/05,5.417
2018/03/06,6.093
2018/03/07,8.52
2018/03/08,8.495
2018/03/09,8.984
2018/03/10,9.398
2018/03/11,9.374
2018/03/12,8.988
2018/03/13,8.38
2018/03/14,7.566
2018/03/15,7.272
2018/03/16,7.232
2018/03/17,7.244
2018/03/18,7.226
2018/03/19,6.995
2018/03/20,6.205
2018/03/21,3.322
2018/03/22,3.24
2018/03/23,2.641
2018/03/24,3.168
2018/03/25,3.355
2018/03/26,3.482
2018/03/27,3.738
2018/03/28,3.524
2018/03/29,3.854
2018/03/30,4.108
2018/03/31,4.113
2018/04/01,4.122
2018/04/02,3.918
2018/04/03,3.928
2018/04/04,3.89
2018/04/05,3.5
2018/04/06,3.127
2018/04/07,2.192
2018/04/08,2.008
2018/04/09,1.665
2018/04/10,1.427
2018/04/11,1.171
2018/04/12,0.46
2018/04/13,0.201
2018/04/14,0.175
2018/04/15,0.151
2018/04/16,0.141
2018/04/17,0.114
2018/04/18,0.115
2018/04/19,0.112
2018/04/20,0.11
2018/04/21,0.109
2018/04/22,0.113
2018/04/23,0.123
2018/04/24,0.096
2018/04/25,0.098
2018/04/26,0.091
2018/04/27,0.075
2018/04/28,0.075
2018/04/29,0.072
2018/04/30,0.093
2018/05/01,0.11
2018/05/02,0.146
2018/05/03,0.207
2018/05/04,7.007
2018/05/05,7.071
2018/05/06,7.223
2018/05/07,7.209
2018/05/08,7.204
2018/05/09,7.205
2018/05/10,7.205
2018/05/11,7.226
2018/05/12,7.226
2018/05/13,7.23
2018/05/14,7.345
2018/05/15,7.353
2018/05/16,7.334
2018/05/17,7.302
2018/05/18,0.545
2018/05/19,0.477
2018/05/20,0.318
2018/05/21,0.335
2018/05/22,0.33
2018/05/23,0.351
2018/05/24,0.376
2018/05/25,0.356
2018/05/26,0.356
2018/05/27,0.352
2018/05/28,0.236
2018/05/29,0.209
2018/05/30,0.222
2018/05/31,0.246
2018/06/01,0.22
2018/06/02,0.22
2018/06/03,0.22
2018/06/04,0.198
2018/06/05,0.198
2018/06/06,0.185
2018/06/07,0.159
2018/06/08,0.159
2018/06/09,0.159
2018/06/10,0.159
2018/06/11,0.124
2018/06/12,0.124
2018/06/13,0.092
2018/06/14,0.048
2018/06/15,0.036
2018/06/16,0.036
2018/06/17,0.036
2018/06/18,0.031
2018/06/19,0.031
2018/06/20,0.018
2018/06/21,0.018
2018/06/22,0.022
2018/06/23,0.022
2018/06/24,0.026
2018/06/25,0.024
2018/06/26,0.025
2018/06/27,0.025
2018/06/28,0.018
2018/06/29,0.02
2018/06/30,0.02
2018/07/01,0.02
2018/07/02,1.366
2018/07/03,1.366
2018/07/04,2.752
2018/07/05,3.034
2018/07/06,3.972
2018/07/07,4.174
2018/07/08,4.18
2018/07/09,4.178
2018/07/10,4.177
2018/07/11,4.177
2018/07/12,4.174
2018/07/13,4.168
2018/07/14,4.196
2018/07/15,4.464
2018/07/16,3.117
2018/07/17,3.117
2018/07/18,1.731
2018/07/19,1.449
2018/07/20,0.508
2018/07/21,0.307
2018/07/22,0.297
2018/07/23,0.297
2018/07/24,0.297
2018/07/25,0.297
2018/07/26,0.297
2018/07/27,0.297
2018/07/28,0.269
2018/07/29,0.001
2018/07/30,0.001
2018/07/31,0.002
2018/08/01,0.002
2018/08/02,0.002
2018/08/03,0.002
2018/08/04,0.001
2018/08/05,0.001
2018/08/06,0.001
2018/08/07,0.174
2018/08/08,1.773
2018/08/09,3.06
2018/08/10,3.611
2018/08/11,3.611
2018/08/12,3.611
2018/08/13,3.611
2018/08/14,3.613
2018/08/15,3.613
2018/08/16,3.613
2018/08/17,4.079
2018/08/18,4.079
2018/08/19,4.079
2018/08/20,4.079
2018/08/21,3.907
2018/08/22,2.308
2018/08/23,1.025
2018/08/24,0.486
2018/08/25,0.491
2018/08/26,0.494
2018/08/27,0.494
2018/08/28,0.511
2018/08/29,0.518
2018/08/30,0.52
2018/08/31,0.067
2018/09/01,0.067
2018/09/02,0.067
2018/09/03,0.07
2018/09/04,0.093
2018/09/05,0.121
2018/09/06,0.246
2018/09/07,0.245
2018/09/08,0.24
2018/09/09,0.237
2018/09/10,0.257
2018/09/11,0.246
2018/09/12,0.247
2018/09/13,0.273
2018/09/14,0.282
2018/09/15,0.287
2018/09/16,0.294
2018/09/17,0.295
2018/09/18,0.287
2018/09/19,0.318
2018/09/20,0.263
2018/09/21,0.453
2018/09/22,0.505
2018/09/23,0.529
2018/09/24,0.61
2018/09/25,0.647
2018/09/26,0.686
2018/09/27,0.767
2018/09/28,0.857
2018/09/29,0.965
2018/09/30,1.025
2018/10/01,1.12
2018/10/02,1.125
2018/10/03,1.065
2018/10/04,0.994
2018/10/05,0.793
2018/10/06,0.742
2018/10/07,0.719
2018/10/08,0.619
2018/10/09,0.573
2018/10/10,0.536
2018/10/11,0.429
2018/10/12,0.316
2018/10/13,0.202
2018/10/14,0.136
2018/10/15,0.044
2018/10/16,0.027
2018/10/17,0.028
2018/10/18,0.025
2018/10/19,0.025
2018/10/20,0.026
2018/10/21,0.025
2018/10/22,0.023
2018/10/23,0.026
2018/10/24,0.066
2018/10/25,0.078
2018/10/26,0.095
2018/10/27,0.095
2018/10/28,0.098
2018/10/29,0.094
2018/10/30,0.091
2018/10/31,0.092
2018/11/01,0.092
2018/11/02,0.092
2018/11/03,0.091
2018/11/04,0.091
2018/11/05,0.098
2018/11/06,0.096
2018/11/07,0.046
2018/11/08,0.032
2018/11/09,0.03
2018/11/10,0.031
2018/11/11,0.028
2018/11/12,0.027
2018/11/13,0.029
2018/11/14,0.044
2018/11/15,0.085
2018/11/16,0.085
2018/11/17,0.085
2018/11/18,0.085
2018/11/19,0.147
2018/11/20,0.157
2018/11/21,0.157
2018/11/22,0.157
2018/11/23,0.142
2018/11/24,0.141
2018/11/25,0.145
2018/11/26,0.144
2018/11/27,0.142
2018/11/28,0.125
2018/11/29,0.084
2018/11/30,0.093
2018/12/01,0.093
2018/12/02,0.093
2018/12/03,0.025
2018/12/04,0.015
2018/12/05,0.015
2018/12/06,0.015
2018/12/07,0.021
2018/12/08,0.025
2018/12/09,0.022
2018/12/10,0.023
2018/12/11,0.023
2018/12/12,0.023
2018/12/13,0.023
2018/12/14,0.015
2018/12/15,0.015
2018/12/16,0.016
2018/12/17,0.014
2018/12/18,0.014
2018/12/19,0.014
2018/12/20,0.014
2018/12/21,0.008
2018/12/22,0.005
2018/12/23,0.003
2018/12/24,0.001
2018/12/25,0.001
2018/12/26,0.001
2018/12/27,0.001
2018/12/28,0.001
2018/12/29,0.001
2018/12/30,0.01
2018/12/31,0.01
2019/01/01,0.01
2019/01/02,0.01
2019/01/03,0.01
2019/01/04,0.01
2019/01/05,0.01
2019/01/06,0.01
2019/01/07,0.01
2019/01/08,0.011
2019/01/09,0.011
2019/01/10,0.011
2019/01/11,0.012
2019/01/12,0.012
2019/01/13,0.002
2019/01/14,0.019
2019/01/15,0.03
2019/01/16,0.03
2019/01/17,0.03
2019/01/18,0.03
2019/01/19,0.03
2019/01/20,0.03
2019/01/21,0.03
2019/01/22,0.029
2019/01/23,0.029
2019/01/24,0.029
2019/01/25,0.029
2019/01/26,0.029
2019/01/27,0.029
2019/01/28,0.016
2019/01/29,0.004
2019/01/30,0.004
2019/01/31,0.004
2019/02/01,0.004
2019/02/02,0.004
2019/02/03,0.004
2019/02/04,0.004
2019/02/05,0.004
2019/02/06,0.004
2019/02/07,0.004
2019/02/08,0.004
2019/02/09,0.004
2019/02/10,0.004
2019/02/11,0
2019/02/12,0
2019/02/13,0
2019/02/14,0
2019/02/15,0
2019/02/16,0
2019/02/17,0
2019/02/18,0.001
2019/02/19,0.001
2019/02/20,0.001
2019/02/21,0.001
2019/02/22,0.001
2019/02/23,0.001
2019/02/24,0.001
2019/02/25,0.001
2019/02/26,0.001
2019/02/27,0.001
2019/02/28,0.001
2019/03/01,0.001
2019/03/02,0.001
2019/03/03,0.001
2019/03/04,0
2019/03/05,0
2019/03/06,0
2019/03/07,0
2019/03/08,0
2019/03/09,0
2019/03/10,0
2019/03/11,0
2019/03/12,0
2019/03/13,0
2019/03/14,0
2019/03/15,0
2019/03/16,0
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,0
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0.002
2019/04/08,0.005
2019/04/09,0.008
2019/04/10,0.008
2019/04/11,0.008
2019/04/12,0.014
2019/04/13,0.015
2019/04/14,0.015
2019/04/15,0.016
2019/04/16,0.016
2019/04/17,0.016
2019/04/18,0.016
2019/04/19,0.016
2019/04/20,0.016
2019/04/21,0.013
2019/04/22,0.01
2019/04/23,0.008
2019/04/24,0.008
2019/04/25,0.008
2019/04/26,0.002
2019/04/27,0.001
2019/04/28,0.001
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0.005
2019/05/17,0.005
2019/05/18,0.005
2019/05/19,0.005
2019/05/20,0.005
2019/05/21,0.005
2019/05/22,0.005
2019/05/23,0.005
2019/05/24,0.005
2019/05/25,0.005
2019/05/26,0.005
2019/05/27,0.005
2019/05/28,0.005
2019/05/29,0.005
2019/05/30,0
2019/05/31,0
2019/06/01,0
2019/06/02,0
2019/06/03,0
2019/06/04,0
2019/06/05,0
2019/06/06,0
2019/06/07,0
2019/06/08,0
2019/06/09,0
2019/06/10,0
2019/06/11,0
2019/06/12,0.014
2019/06/13,0.014
2019/06/14,0.014
2019/06/15,0.014
2019/06/16,0.027
2019/06/17,0.027
2019/06/18,0.027
2019/06/19,0.027
2019/06/20,0.027
2019/06/21,0.027
2019/06/22,0.027
2019/06/23,0.027
2019/06/24,0.027
2019/06/25,0.027
2019/06/26,0.013
2019/06/27,0.013
2019/06/28,0.013
2019/06/29,0.013
2019/06/30,0
2019/07/01,0
2019/07/02,0
2019/07/03,0
2019/07/04,0
2019/07/05,0
2019/07/06,0
