Date,median_transaction_fee90rsiUSD
2016/01/01,46.659
2016/01/02,46.672
2016/01/03,46.704
2016/01/04,46.688
2016/01/05,50.608
2016/01/06,50.343
2016/01/07,50.448
2016/01/08,47.079
2016/01/09,47.627
2016/01/10,47.294
2016/01/11,47.243
2016/01/12,47.481
2016/01/13,51.133
2016/01/14,47.717
2016/01/15,47.893
2016/01/16,47.894
2016/01/17,47.884
2016/01/18,48.712
2016/01/19,48.617
2016/01/20,48.313
2016/01/21,48.422
2016/01/22,48.953
2016/01/23,48.815
2016/01/24,49.53
2016/01/25,50.249
2016/01/26,50.792
2016/01/27,50.82
2016/01/28,50.943
2016/01/29,50.258
2016/01/30,50.166
2016/01/31,49.924
2016/02/01,49.627
2016/02/02,49.654
2016/02/03,50.007
2016/02/04,50.205
2016/02/05,50.186
2016/02/06,57.566
2016/02/07,50.307
2016/02/08,50.886
2016/02/09,51.427
2016/02/10,52.611
2016/02/11,53.37
2016/02/12,54.613
2016/02/13,53.256
2016/02/14,53.121
2016/02/15,53.849
2016/02/16,52.971
2016/02/17,52.336
2016/02/18,51.788
2016/02/19,52.391
2016/02/20,52.309
2016/02/21,52.294
2016/02/22,53.223
2016/02/23,54.427
2016/02/24,54.006
2016/02/25,54.579
2016/02/26,54.155
2016/02/27,54.448
2016/02/28,54.725
2016/02/29,54.687
2016/03/01,55.099
2016/03/02,56.598
2016/03/03,58.048
2016/03/04,58.062
2016/03/05,60.092
2016/03/06,60.045
2016/03/07,58.839
2016/03/08,57.74
2016/03/09,58.772
2016/03/10,51.07
2016/03/11,50.826
2016/03/12,51.616
2016/03/13,52.225
2016/03/14,51.821
2016/03/15,51.474
2016/03/16,51.703
2016/03/17,50.948
2016/03/18,50.312
2016/03/19,50.492
2016/03/20,50.318
2016/03/21,50.657
2016/03/22,50.94
2016/03/23,51.051
2016/03/24,50.835
2016/03/25,50.544
2016/03/26,50.822
2016/03/27,50.488
2016/03/28,50.727
2016/03/29,50.9
2016/03/30,51.015
2016/03/31,50.993
2016/04/01,50.919
2016/04/02,50.842
2016/04/03,50.859
2016/04/04,50.747
2016/04/05,50.735
2016/04/06,50.387
2016/04/07,50.279
2016/04/08,50.012
2016/04/09,49.87
2016/04/10,49.35
2016/04/11,49.275
2016/04/12,48.953
2016/04/13,48.925
2016/04/14,49.235
2016/04/15,49.206
2016/04/16,49.182
2016/04/17,49.73
2016/04/18,49.627
2016/04/19,49.612
2016/04/20,49.357
2016/04/21,49.286
2016/04/22,49.018
2016/04/23,49.024
2016/04/24,49.13
2016/04/25,48.904
2016/04/26,48.624
2016/04/27,48.801
2016/04/28,48.694
2016/04/29,48.718
2016/04/30,49.225
2016/05/01,49.509
2016/05/02,50.051
2016/05/03,50.085
2016/05/04,50.029
2016/05/05,50.036
2016/05/06,50.119
2016/05/07,49.884
2016/05/08,49.861
2016/05/09,49.957
2016/05/10,49.888
2016/05/11,50.13
2016/05/12,50.43
2016/05/13,50.727
2016/05/14,50.467
2016/05/15,50.426
2016/05/16,50.673
2016/05/17,51.514
2016/05/18,52.353
2016/05/19,52.973
2016/05/20,53.242
2016/05/21,52.713
2016/05/22,52.997
2016/05/23,53.002
2016/05/24,52.218
2016/05/25,51.777
2016/05/26,51.799
2016/05/27,50.975
2016/05/28,52.302
2016/05/29,51.436
2016/05/30,51.697
2016/05/31,52.248
2016/06/01,52.66
2016/06/02,52.613
2016/06/03,52.477
2016/06/04,52.47
2016/06/05,52.537
2016/06/06,52.617
2016/06/07,53.111
2016/06/08,53.045
2016/06/09,52.97
2016/06/10,52.714
2016/06/11,52.514
2016/06/12,53.142
2016/06/13,54.475
2016/06/14,55.524
2016/06/15,55.629
2016/06/16,56.376
2016/06/17,56.754
2016/06/18,52.893
2016/06/19,50.762
2016/06/20,50.475
2016/06/21,51.332
2016/06/22,52.08
2016/06/23,51.256
2016/06/24,51.809
2016/06/25,52.014
2016/06/26,51.838
2016/06/27,51.796
2016/06/28,51.248
2016/06/29,51.025
2016/06/30,53.863
2016/07/01,50.473
2016/07/02,50.385
2016/07/03,50.301
2016/07/04,50.094
2016/07/05,49.405
2016/07/06,49.478
2016/07/07,49.14
2016/07/08,49.396
2016/07/09,49.738
2016/07/10,49.678
2016/07/11,49.479
2016/07/12,49.452
2016/07/13,49.397
2016/07/14,49.826
2016/07/15,50.397
2016/07/16,50.301
2016/07/17,49.966
2016/07/18,50.006
2016/07/19,49.964
2016/07/20,51.206
2016/07/21,50.735
2016/07/22,51.47
2016/07/23,52.108
2016/07/24,51.391
2016/07/25,51.316
2016/07/26,50.967
2016/07/27,51.104
2016/07/28,51.502
2016/07/29,50.831
2016/07/30,50.805
2016/07/31,50.448
2016/08/01,50.027
2016/08/02,49.042
2016/08/03,48.967
2016/08/04,49.422
2016/08/05,49.59
2016/08/06,49.417
2016/08/07,49.572
2016/08/08,49.61
2016/08/09,50.146
2016/08/10,50.526
2016/08/11,50.274
2016/08/12,50.278
2016/08/13,50.136
2016/08/14,49.97
2016/08/15,49.748
2016/08/16,49.758
2016/08/17,49.598
2016/08/18,49.867
2016/08/19,49.415
2016/08/20,49.696
2016/08/21,49.726
2016/08/22,49.82
2016/08/23,50.743
2016/08/24,49.663
2016/08/25,49.768
2016/08/26,49.875
2016/08/27,49.802
2016/08/28,49.655
2016/08/29,49.795
2016/08/30,49.718
2016/08/31,49.911
2016/09/01,50.655
2016/09/02,51.447
2016/09/03,50.365
2016/09/04,51.677
2016/09/05,50.161
2016/09/06,50.059
2016/09/07,50.929
2016/09/08,50.805
2016/09/09,50.646
2016/09/10,50.12
2016/09/11,50.29
2016/09/12,50.346
2016/09/13,50.388
2016/09/14,51.019
2016/09/15,51.145
2016/09/16,51.268
2016/09/17,50.893
2016/09/18,51.032
2016/09/19,51.17
2016/09/20,51.814
2016/09/21,51.913
2016/09/22,52.674
2016/09/23,59.898
2016/09/24,58.249
2016/09/25,61.833
2016/09/26,62.666
2016/09/27,59.738
2016/09/28,55.36
2016/09/29,54.331
2016/09/30,54.36
2016/10/01,56.983
2016/10/02,56.203
2016/10/03,54.891
2016/10/04,57.941
2016/10/05,51.362
2016/10/06,51.102
2016/10/07,50.535
2016/10/08,50.309
2016/10/09,50.936
2016/10/10,50.394
2016/10/11,50.512
2016/10/12,50.706
2016/10/13,68.801
2016/10/14,54.998
2016/10/15,58.684
2016/10/16,55.154
2016/10/17,54.618
2016/10/18,53.991
2016/10/19,50.728
2016/10/20,49.938
2016/10/21,49.933
2016/10/22,49.932
2016/10/23,49.764
2016/10/24,49.903
2016/10/25,49.781
2016/10/26,49.777
2016/10/27,49.748
2016/10/28,49.701
2016/10/29,49.524
2016/10/30,49.268
2016/10/31,49.681
2016/11/01,49.54
2016/11/02,49.302
2016/11/03,49.334
2016/11/04,49.203
2016/11/05,49.446
2016/11/06,49.283
2016/11/07,49.311
2016/11/08,49.334
2016/11/09,49.123
2016/11/10,49.37
2016/11/11,49.2
2016/11/12,49.245
2016/11/13,49.307
2016/11/14,49.368
2016/11/15,49.233
2016/11/16,49.286
2016/11/17,49.178
2016/11/18,49.076
2016/11/19,49.124
2016/11/20,48.977
2016/11/21,49.232
2016/11/22,48.859
2016/11/23,49.091
2016/11/24,49.697
2016/11/25,48.528
2016/11/26,49.204
2016/11/27,49.241
2016/11/28,49.305
2016/11/29,48.919
2016/11/30,48.53
2016/12/01,48.508
2016/12/02,48.55
2016/12/03,48.314
2016/12/04,48.251
2016/12/05,48.135
2016/12/06,47.98
2016/12/07,48.58
2016/12/08,48.563
2016/12/09,48.521
2016/12/10,48.433
2016/12/11,48.448
2016/12/12,48.602
2016/12/13,48.542
2016/12/14,48.528
2016/12/15,48.385
2016/12/16,48.34
2016/12/17,48.21
2016/12/18,48.111
2016/12/19,48.454
2016/12/20,48.366
2016/12/21,48.772
2016/12/22,48.307
2016/12/23,48.199
2016/12/24,48.166
2016/12/25,48.148
2016/12/26,48.058
2016/12/27,48.149
2016/12/28,48.158
2016/12/29,48.62
2016/12/30,48.596
2016/12/31,48.502
2017/01/01,48.597
2017/01/02,48.591
2017/01/03,49.419
2017/01/04,49.575
2017/01/05,49.66
2017/01/06,49.252
2017/01/07,49.304
2017/01/08,49.79
2017/01/09,49.834
2017/01/10,50.067
2017/01/11,49.407
2017/01/12,49.314
2017/01/13,49.24
2017/01/14,49.118
2017/01/15,49.268
2017/01/16,49.2
2017/01/17,49.478
2017/01/18,49.484
2017/01/19,49.503
2017/01/20,49.656
2017/01/21,49.743
2017/01/22,49.784
2017/01/23,49.745
2017/01/24,49.905
2017/01/25,49.686
2017/01/26,50.202
2017/01/27,49.831
2017/01/28,49.634
2017/01/29,49.954
2017/01/30,49.627
2017/01/31,50.103
2017/02/01,49.96
2017/02/02,49.709
2017/02/03,49.766
2017/02/04,50.026
2017/02/05,50.021
2017/02/06,50.023
2017/02/07,50.986
2017/02/08,50.546
2017/02/09,50.232
2017/02/10,50.189
2017/02/11,50.424
2017/02/12,50.046
2017/02/13,50.901
2017/02/14,51.535
2017/02/15,51.291
2017/02/16,50.789
2017/02/17,51.076
2017/02/18,50.776
2017/02/19,50.789
2017/02/20,50.774
2017/02/21,51.707
2017/02/22,51.435
2017/02/23,50.748
2017/02/24,51
2017/02/25,51.9
2017/02/26,51.27
2017/02/27,51.781
2017/02/28,52.342
2017/03/01,52.458
2017/03/02,53.268
2017/03/03,53.661
2017/03/04,54.303
2017/03/05,53.667
2017/03/06,54.172
2017/03/07,54.082
2017/03/08,52.457
2017/03/09,52.873
2017/03/10,52.784
2017/03/11,53.363
2017/03/12,54.539
2017/03/13,57.309
2017/03/14,57.943
2017/03/15,58.142
2017/03/16,62.316
2017/03/17,64.155
2017/03/18,59.905
2017/03/19,60.468
2017/03/20,61.308
2017/03/21,61.073
2017/03/22,60.247
2017/03/23,60.996
2017/03/24,61.77
2017/03/25,63.08
2017/03/26,63.722
2017/03/27,64.408
2017/03/28,63.297
2017/03/29,64.359
2017/03/30,62.866
2017/03/31,61.184
2017/04/01,61.639
2017/04/02,61.7
2017/04/03,58.899
2017/04/04,58.642
2017/04/05,59.803
2017/04/06,57.844
2017/04/07,59.682
2017/04/08,57.319
2017/04/09,58.151
2017/04/10,57.34
2017/04/11,57.467
2017/04/12,58.102
2017/04/13,58.811
2017/04/14,59.165
2017/04/15,58.434
2017/04/16,59.124
2017/04/17,58.969
2017/04/18,59.35
2017/04/19,59.758
2017/04/20,58.956
2017/04/21,59.656
2017/04/22,58.658
2017/04/23,58.552
2017/04/24,58.903
2017/04/25,58.95
2017/04/26,57.878
2017/04/27,60.075
2017/04/28,62.789
2017/04/29,63.044
2017/04/30,63.651
2017/05/01,65.724
2017/05/02,64.701
2017/05/03,63.759
2017/05/04,65.283
2017/05/05,66.63
2017/05/06,65.117
2017/05/07,65.968
2017/05/08,63.274
2017/05/09,62.96
2017/05/10,63.573
2017/05/11,63.592
2017/05/12,64.271
2017/05/13,63.959
2017/05/14,64.099
2017/05/15,64.745
2017/05/16,63.977
2017/05/17,65.064
2017/05/18,64.694
2017/05/19,67.184
2017/05/20,69.79
2017/05/21,70.991
2017/05/22,74.19
2017/05/23,74.613
2017/05/24,76.925
2017/05/25,77.545
2017/05/26,70.706
2017/05/27,65.069
2017/05/28,67.443
2017/05/29,67.724
2017/05/30,70.99
2017/05/31,73.802
2017/06/01,72.426
2017/06/02,70.148
2017/06/03,68.591
2017/06/04,71.551
2017/06/05,69.376
2017/06/06,70.097
2017/06/07,70.986
2017/06/08,70.186
2017/06/09,69.229
2017/06/10,70.776
2017/06/11,73.656
2017/06/12,76.373
2017/06/13,75.066
2017/06/14,71.344
2017/06/15,68.075
2017/06/16,68.183
2017/06/17,68.619
2017/06/18,68.842
2017/06/19,68.34
2017/06/20,72.437
2017/06/21,83.127
2017/06/22,72.687
2017/06/23,72.866
2017/06/24,71.948
2017/06/25,63.168
2017/06/26,59.318
2017/06/27,58.215
2017/06/28,62.815
2017/06/29,58.787
2017/06/30,53.226
2017/07/01,52.622
2017/07/02,52.359
2017/07/03,53.653
2017/07/04,52.401
2017/07/05,52.096
2017/07/06,52.147
2017/07/07,52.133
2017/07/08,51.834
2017/07/09,52.018
2017/07/10,50.94
2017/07/11,50.529
2017/07/12,50.713
2017/07/13,50.781
2017/07/14,50.257
2017/07/15,50.397
2017/07/16,49.528
2017/07/17,49.886
2017/07/18,50.917
2017/07/19,51.053
2017/07/20,50.824
2017/07/21,51.303
2017/07/22,51.092
2017/07/23,51.263
2017/07/24,51.236
2017/07/25,51.118
2017/07/26,50.834
2017/07/27,50.724
2017/07/28,50.408
2017/07/29,50.035
2017/07/30,50.461
2017/07/31,50.451
2017/08/01,51.841
2017/08/02,51.245
2017/08/03,51.116
2017/08/04,50.743
2017/08/05,51.376
2017/08/06,51.939
2017/08/07,52.067
2017/08/08,52.43
2017/08/09,53.244
2017/08/10,52.885
2017/08/11,53.446
2017/08/12,53.695
2017/08/13,53.058
2017/08/14,52.752
2017/08/15,53.114
2017/08/16,55.452
2017/08/17,54
2017/08/18,56.364
2017/08/19,52.401
2017/08/20,52.319
2017/08/21,52.844
2017/08/22,52.648
2017/08/23,52.504
2017/08/24,52.572
2017/08/25,53.065
2017/08/26,52.721
2017/08/27,52.851
2017/08/28,53.035
2017/08/29,54.575
2017/08/30,55.402
2017/08/31,59.248
2017/09/01,56.816
2017/09/02,55.225
2017/09/03,52.897
2017/09/04,53.436
2017/09/05,53.819
2017/09/06,57.427
2017/09/07,57.545
2017/09/08,59.111
2017/09/09,54.268
2017/09/10,52.677
2017/09/11,51.03
2017/09/12,51.626
2017/09/13,50.577
2017/09/14,50.682
2017/09/15,51.743
2017/09/16,53.949
2017/09/17,53.292
2017/09/18,52.153
2017/09/19,50.584
2017/09/20,51.396
