Date,hashrate14var
2016/01/01,9.8521294383161E+19
2016/01/02,1.0422379365316E+20
2016/01/03,1.0242407211054E+20
2016/01/04,9.6172436297829E+19
2016/01/05,5.8683953292348E+19
2016/01/06,5.7195896182634E+19
2016/01/07,6.9764941537692E+19
2016/01/08,7.8828541346226E+19
2016/01/09,7.8451736822306E+19
2016/01/10,7.7876638960534E+19
2016/01/11,1.0599555366793E+20
2016/01/12,1.0605611154891E+20
2016/01/13,1.1134926900348E+20
2016/01/14,1.2102100926997E+20
2016/01/15,1.3657543135804E+20
2016/01/16,1.6288806576481E+20
2016/01/17,1.8647057337016E+20
2016/01/18,2.8841146068975E+20
2016/01/19,3.4814274706054E+20
2016/01/20,4.1141339595643E+20
2016/01/21,3.6171701985228E+20
2016/01/22,4.9260878630792E+20
2016/01/23,5.7957763606609E+20
2016/01/24,8.8001506014291E+20
2016/01/25,9.8095249485128E+20
2016/01/26,1.3242839873472E+21
2016/01/27,1.3001963223804E+21
2016/01/28,1.2494593840387E+21
2016/01/29,1.3197175643916E+21
2016/01/30,1.3274475837781E+21
2016/01/31,1.108656003728E+21
2016/02/01,1.1386023846368E+21
2016/02/02,9.4156285732127E+20
2016/02/03,9.0914724944358E+20
2016/02/04,7.0186531902716E+20
2016/02/05,6.4147059850158E+20
2016/02/06,4.2311489556781E+20
2016/02/07,4.4266094179556E+20
2016/02/08,4.4489982374999E+20
2016/02/09,4.7453298901058E+20
2016/02/10,5.49485254955E+20
2016/02/11,7.3143708301049E+20
2016/02/12,7.5826942487456E+20
2016/02/13,1.04040315784E+21
2016/02/14,1.1485520909415E+21
2016/02/15,1.5304657547329E+21
2016/02/16,1.452957850917E+21
2016/02/17,1.4822716773858E+21
2016/02/18,1.3794070167596E+21
2016/02/19,1.4611356751852E+21
2016/02/20,1.2588950310846E+21
2016/02/21,1.1567251848954E+21
2016/02/22,1.4732587929853E+21
2016/02/23,1.4513847007397E+21
2016/02/24,1.395109223296E+21
2016/02/25,1.5168035814438E+21
2016/02/26,1.4663273839766E+21
2016/02/27,1.7940921736472E+21
2016/02/28,2.2354539952742E+21
2016/02/29,2.3461698912125E+21
2016/03/01,2.4418011926872E+21
2016/03/02,2.5756178282103E+21
2016/03/03,2.3291146517216E+21
2016/03/04,2.6580626537093E+21
2016/03/05,3.4358734957426E+21
2016/03/06,3.9231573528314E+21
2016/03/07,4.5831071289411E+21
2016/03/08,5.0917361490927E+21
2016/03/09,5.423495137038E+21
2016/03/10,6.1251364169132E+21
2016/03/11,7.1247014529251E+21
2016/03/12,9.135851021465E+21
2016/03/13,1.27025296424E+22
2016/03/14,1.2860564436768E+22
2016/03/15,1.330313456016E+22
2016/03/16,1.3999338738347E+22
2016/03/17,1.4990469571042E+22
2016/03/18,1.469718647872E+22
2016/03/19,1.5995207624782E+22
2016/03/20,1.6809725894792E+22
2016/03/21,1.5692873957521E+22
2016/03/22,1.4328051446001E+22
2016/03/23,1.0925111911992E+22
2016/03/24,9.7162485979633E+21
2016/03/25,9.5689104784048E+21
2016/03/26,1.0899021325311E+22
2016/03/27,1.3116972478849E+22
2016/03/28,1.2069203056153E+22
2016/03/29,1.2561370334132E+22
2016/03/30,1.3448814999435E+22
2016/03/31,1.571072727534E+22
2016/04/01,1.6519983890134E+22
2016/04/02,1.5971488515651E+22
2016/04/03,1.7491979889522E+22
2016/04/04,1.9445322720557E+22
2016/04/05,2.0636713071477E+22
2016/04/06,1.5853241971874E+22
2016/04/07,1.2416117750791E+22
2016/04/08,1.3056367060209E+22
2016/04/09,1.3137239350022E+22
2016/04/10,1.4515955133699E+22
2016/04/11,1.1803356295998E+22
2016/04/12,9.4389775435992E+21
2016/04/13,8.7595837955649E+21
2016/04/14,8.7156437466152E+21
2016/04/15,1.0073204811236E+22
2016/04/16,9.1398934848793E+21
2016/04/17,8.4849948954058E+21
2016/04/18,1.1489236732347E+22
2016/04/19,1.3606636598034E+22
2016/04/20,1.549650828162E+22
2016/04/21,1.3704306599907E+22
2016/04/22,1.3457381530225E+22
2016/04/23,1.4104785703779E+22
2016/04/24,1.4580756552545E+22
2016/04/25,1.5478691035378E+22
2016/04/26,1.1495930489158E+22
2016/04/27,9.7195911582369E+21
2016/04/28,8.2024802214571E+21
2016/04/29,8.6943306977597E+21
2016/04/30,1.13426016139E+22
2016/05/01,1.0257442847366E+22
2016/05/02,9.6529155253707E+21
2016/05/03,1.0993506895901E+22
2016/05/04,1.1495766045328E+22
2016/05/05,1.1791825188049E+22
2016/05/06,9.6785703933748E+21
2016/05/07,8.9426428917882E+21
2016/05/08,7.4606029258947E+21
2016/05/09,8.0069813496713E+21
2016/05/10,7.5708057241135E+21
2016/05/11,5.1464233867153E+21
2016/05/12,4.0870432485936E+21
2016/05/13,7.1338742896113E+21
2016/05/14,9.1484231508388E+21
2016/05/15,1.0819951642281E+22
2016/05/16,9.622931929972E+21
2016/05/17,1.0256250375142E+22
2016/05/18,1.2484916287274E+22
2016/05/19,1.5667511604305E+22
2016/05/20,1.9518269808977E+22
2016/05/21,2.1661684131011E+22
2016/05/22,2.2717728261465E+22
2016/05/23,2.3002008218364E+22
2016/05/24,2.4720710118471E+22
2016/05/25,2.1380694294265E+22
2016/05/26,1.9055836446576E+22
2016/05/27,2.0643492688091E+22
2016/05/28,2.18100414476E+22
2016/05/29,2.20527351193E+22
2016/05/30,1.9325119586488E+22
2016/05/31,1.3237831245431E+22
2016/06/01,9.6243832168256E+21
2016/06/02,7.8986358552505E+21
2016/06/03,1.0702834610338E+22
2016/06/04,1.2056034469745E+22
2016/06/05,1.0530463767097E+22
2016/06/06,1.0751910224966E+22
2016/06/07,1.1452814409087E+22
2016/06/08,1.1874476627903E+22
2016/06/09,1.7136549666422E+22
2016/06/10,1.5360841031638E+22
2016/06/11,1.688504172274E+22
2016/06/12,1.8521344983463E+22
2016/06/13,2.3196883650234E+22
2016/06/14,2.584739065947E+22
2016/06/15,2.2188618093687E+22
2016/06/16,1.8864989855063E+22
2016/06/17,2.3600761735787E+22
2016/06/18,2.3120443890952E+22
2016/06/19,2.0783352785672E+22
2016/06/20,1.9429320900279E+22
2016/06/21,1.667477175559E+22
2016/06/22,1.6256081406762E+22
2016/06/23,2.058842614142E+22
2016/06/24,1.5902285999017E+22
2016/06/25,1.3809144631959E+22
2016/06/26,1.4094360864039E+22
2016/06/27,1.8856152475514E+22
2016/06/28,2.444823766927E+22
2016/06/29,2.3721302968868E+22
2016/06/30,2.1844407591649E+22
2016/07/01,2.4982087313647E+22
2016/07/02,2.4061318732616E+22
2016/07/03,2.7277685620256E+22
2016/07/04,2.6115603125596E+22
2016/07/05,1.9217778361552E+22
2016/07/06,1.6898637884542E+22
2016/07/07,1.5346313607097E+22
2016/07/08,1.2869667220394E+22
2016/07/09,8.574431244954E+21
2016/07/10,7.3986209284328E+21
2016/07/11,8.358233465875E+21
2016/07/12,9.3560629110055E+21
2016/07/13,8.6498567829928E+21
2016/07/14,6.2688052870688E+21
2016/07/15,4.9608435467975E+21
2016/07/16,3.712536140172E+21
2016/07/17,3.6998795666546E+21
2016/07/18,5.182953151549E+21
2016/07/19,5.2282986201579E+21
2016/07/20,4.5872002268429E+21
2016/07/21,5.2378964398174E+21
2016/07/22,4.3747157722126E+21
2016/07/23,5.0275076840193E+21
2016/07/24,4.347667400245E+21
2016/07/25,5.5255397508223E+21
2016/07/26,1.2935266790416E+22
2016/07/27,2.7942194453066E+22
2016/07/28,3.0022680989942E+22
2016/07/29,3.4701937773401E+22
2016/07/30,4.1469457634053E+22
2016/07/31,4.4416506491177E+22
2016/08/01,4.5485615853193E+22
2016/08/02,6.1412949314936E+22
2016/08/03,8.3617612643811E+22
2016/08/04,7.3206004424481E+22
2016/08/05,6.6776721089963E+22
2016/08/06,4.7802977416259E+22
2016/08/07,3.2936078357446E+22
2016/08/08,2.5929858031444E+22
2016/08/09,3.2782301266894E+22
2016/08/10,4.3951430725001E+22
2016/08/11,5.7917864259825E+22
2016/08/12,7.1243116225369E+22
2016/08/13,7.9989147693294E+22
2016/08/14,8.8097628702091E+22
2016/08/15,9.4286047521272E+22
2016/08/16,8.7844564524452E+22
2016/08/17,6.1785498854325E+22
2016/08/18,5.7871113367074E+22
2016/08/19,5.2129165640608E+22
2016/08/20,3.9580977086054E+22
2016/08/21,3.1786169658776E+22
2016/08/22,2.4447408804582E+22
2016/08/23,2.7587941501717E+22
2016/08/24,3.0072790269459E+22
2016/08/25,3.7579004522039E+22
2016/08/26,5.0845152146133E+22
2016/08/27,5.6525900579162E+22
2016/08/28,5.3862773204353E+22
2016/08/29,4.5747781707861E+22
2016/08/30,4.0227295146123E+22
2016/08/31,3.4452035097536E+22
2016/09/01,3.1904122451463E+22
2016/09/02,2.5736039486753E+22
2016/09/03,1.9777776337339E+22
2016/09/04,1.7665954071259E+22
2016/09/05,1.3851982977325E+22
2016/09/06,1.2486747477261E+22
2016/09/07,1.0447351179547E+22
2016/09/08,1.0041783811803E+22
2016/09/09,9.4931945269364E+21
2016/09/10,9.1820393414459E+21
2016/09/11,1.3870449591786E+22
2016/09/12,1.7057045564655E+22
2016/09/13,1.8606942652293E+22
2016/09/14,2.6541112795203E+22
2016/09/15,3.2891950483305E+22
2016/09/16,3.6834426447614E+22
2016/09/17,4.6093302803536E+22
2016/09/18,4.0862361829011E+22
2016/09/19,3.9859704968804E+22
2016/09/20,4.6188321440077E+22
2016/09/21,6.3115641362553E+22
2016/09/22,5.704721147614E+22
2016/09/23,6.8489008249744E+22
2016/09/24,7.7042537142047E+22
2016/09/25,1.0368190014645E+23
2016/09/26,1.0405849159847E+23
2016/09/27,1.1650580458583E+23
2016/09/28,1.3369848892447E+23
2016/09/29,1.5570919786653E+23
2016/09/30,1.5822620979599E+23
2016/10/01,1.7719055085627E+23
2016/10/02,1.4527206496663E+23
2016/10/03,9.7272570536231E+22
2016/10/04,1.0159786602611E+23
2016/10/05,1.0597216314124E+23
2016/10/06,6.2267695756606E+22
2016/10/07,5.3432237532739E+22
2016/10/08,5.0194655255748E+22
2016/10/09,5.8302386921784E+22
2016/10/10,4.1754902909819E+22
2016/10/11,4.4219369117768E+22
2016/10/12,3.7073339566274E+22
2016/10/13,4.1270423946914E+22
2016/10/14,4.7649623253582E+22
2016/10/15,6.3214187981958E+22
2016/10/16,9.434344871904E+22
2016/10/17,8.8915507971684E+22
2016/10/18,9.9388943754627E+22
2016/10/19,1.0130929603381E+23
2016/10/20,1.1676462352619E+23
2016/10/21,1.1193047490569E+23
2016/10/22,1.1643151880291E+23
2016/10/23,1.0796555012432E+23
2016/10/24,1.0329691767856E+23
2016/10/25,1.0239013512807E+23
2016/10/26,7.4722125433814E+22
2016/10/27,5.4638208505861E+22
2016/10/28,4.7243975896217E+22
2016/10/29,2.246068200027E+23
2016/10/30,4.1822268057467E+23
2016/10/31,5.0986151815132E+23
2016/11/01,7.7787866569649E+23
2016/11/02,1.1457823848359E+24
2016/11/03,1.4790396511115E+24
2016/11/04,1.8043341630706E+24
2016/11/05,2.0687542882318E+24
2016/11/06,2.2508926989639E+24
2016/11/07,2.1001155055239E+24
2016/11/08,1.7687504688399E+24
2016/11/09,1.3391387872789E+24
2016/11/10,8.9637891195652E+23
2016/11/11,4.7800205076472E+23
2016/11/12,3.942489064453E+23
2016/11/13,3.2174490987867E+23
2016/11/14,1.7618017175062E+23
2016/11/15,1.6719683486193E+23
2016/11/16,1.7846927130639E+23
2016/11/17,1.7942390196321E+23
2016/11/18,1.7491376177291E+23
2016/11/19,1.531995898028E+23
2016/11/20,1.5231590149657E+23
2016/11/21,2.4895652316687E+23
2016/11/22,2.9391555715005E+23
2016/11/23,3.2325953200041E+23
2016/11/24,2.8993472291634E+23
2016/11/25,2.3680579873297E+23
2016/11/26,1.8693197431089E+23
2016/11/27,1.6967911421272E+23
2016/11/28,1.6169678787686E+23
2016/11/29,1.5375161052837E+23
2016/11/30,1.4515556249089E+23
2016/12/01,1.1591455916705E+23
