Date,sentbyaddress14rsi
2016/01/01,53.608
2016/01/02,56.379
2016/01/03,56.335
2016/01/04,56.732
2016/01/05,56.809
2016/01/06,58.63
2016/01/07,60.613
2016/01/08,55.968
2016/01/09,57.59
2016/01/10,63.594
2016/01/11,64.652
2016/01/12,68.611
2016/01/13,56.327
2016/01/14,54.245
2016/01/15,62.286
2016/01/16,46.754
2016/01/17,43.651
2016/01/18,50.919
2016/01/19,47.559
2016/01/20,59.489
2016/01/21,47.744
2016/01/22,48.938
2016/01/23,54.698
2016/01/24,58.886
2016/01/25,60.789
2016/01/26,62.804
2016/01/27,56.048
2016/01/28,56.236
2016/01/29,54.505
2016/01/30,53.756
2016/01/31,56.171
2016/02/01,55.109
2016/02/02,53.577
2016/02/03,54.001
2016/02/04,52.832
2016/02/05,54.454
2016/02/06,51.115
2016/02/07,56.792
2016/02/08,61.215
2016/02/09,64.768
2016/02/10,76.221
2016/02/11,77.475
2016/02/12,74.561
2016/02/13,67.189
2016/02/14,56.413
2016/02/15,58.341
2016/02/16,57.947
2016/02/17,56.633
2016/02/18,57.207
2016/02/19,55.158
2016/02/20,51.69
2016/02/21,67.819
2016/02/22,58.202
2016/02/23,57.25
2016/02/24,55.164
2016/02/25,61.156
2016/02/26,55.338
2016/02/27,56.491
2016/02/28,61.348
2016/02/29,68.203
2016/03/01,71
2016/03/02,72.462
2016/03/03,75.016
2016/03/04,75.23
2016/03/05,80.949
2016/03/06,73.043
2016/03/07,59.348
2016/03/08,66.249
2016/03/09,60.769
2016/03/10,64.558
2016/03/11,61.205
2016/03/12,60.345
2016/03/13,59.308
2016/03/14,59.41
2016/03/15,56.895
2016/03/16,52.704
2016/03/17,57.667
2016/03/18,60.948
2016/03/19,49.862
2016/03/20,51.224
2016/03/21,56.29
2016/03/22,49.921
2016/03/23,50.861
2016/03/24,49.296
2016/03/25,47.464
2016/03/26,45.524
2016/03/27,52.298
2016/03/28,53.304
2016/03/29,64.16
2016/03/30,64.82
2016/03/31,51.171
2016/04/01,48.981
2016/04/02,46.79
2016/04/03,46.445
2016/04/04,52.437
2016/04/05,52.832
2016/04/06,52.418
2016/04/07,50.936
2016/04/08,49.131
2016/04/09,52.503
2016/04/10,57.201
2016/04/11,49.94
2016/04/12,52.706
