Date,fee_to_reward30varUSD
2019/04/07,0.331
2019/04/08,0.331
2019/04/09,0.316
2019/04/10,0.386
2019/04/11,2.159
2019/04/12,3.278
2019/04/13,3.699
2019/04/14,3.968
2019/04/15,4.391
2019/04/16,5.265
2019/04/17,6.406
2019/04/18,7.832
2019/04/19,7.752
2019/04/20,7.964
2019/04/21,8.099
2019/04/22,8.088
2019/04/23,8.055
2019/04/24,8.116
2019/04/25,8.237
2019/04/26,8.295
2019/04/27,8.465
2019/04/28,8.649
2019/04/29,8.725
2019/04/30,8.774
2019/05/01,8.885
2019/05/02,8.972
2019/05/03,9.085
2019/05/04,9.222
2019/05/05,9.283
2019/05/06,9.24
2019/05/07,9.155
2019/05/08,9.186
2019/05/09,9.192
2019/05/10,9.259
2019/05/11,8.097
2019/05/12,7.276
2019/05/13,6.896
2019/05/14,6.573
2019/05/15,5.983
2019/05/16,4.956
2019/05/17,3.405
2019/05/18,1.179
2019/05/19,0.836
2019/05/20,0.846
2019/05/21,0.829
2019/05/22,0.881
2019/05/23,0.894
2019/05/24,0.916
2019/05/25,0.888
2019/05/26,0.898
2019/05/27,0.875
2019/05/28,0.843
2019/05/29,0.823
2019/05/30,0.847
2019/05/31,0.821
2019/06/01,0.812
2019/06/02,0.796
2019/06/03,0.728
2019/06/04,0.664
2019/06/05,0.637
2019/06/06,0.635
2019/06/07,0.616
2019/06/08,0.626
2019/06/09,0.661
2019/06/10,0.659
2019/06/11,0.6
2019/06/12,0.626
2019/06/13,0.668
2019/06/14,0.659
2019/06/15,0.5
2019/06/16,0.485
2019/06/17,0.528
2019/06/18,0.53
2019/06/19,0.53
2019/06/20,0.593
2019/06/21,0.608
2019/06/22,0.647
2019/06/23,0.669
2019/06/24,0.661
2019/06/25,0.657
2019/06/26,0.681
2019/06/27,0.732
2019/06/28,0.78
2019/06/29,0.755
2019/06/30,0.757
2019/07/01,0.83
2019/07/02,0.807
2019/07/03,0.832
2019/07/04,0.875
2019/07/05,0.874
2019/07/06,0.883
2019/07/07,0.966
2019/07/08,0.915
2019/07/09,0.881
2019/07/10,0.85
2019/07/11,0.899
2019/07/12,0.891
2019/07/13,0.934
2019/07/14,0.964
