Date,mediantransactionvalue3trxUSD
2017/01/10,-3.099
2017/01/11,-1.452
2017/01/12,-6.578
2017/01/13,-12.078
2017/01/14,-5.147
2017/01/15,-5.701
2017/01/16,2.152
2017/01/17,0.97
2017/01/18,6.021
2017/01/19,8.196
2017/01/20,7.918
2017/01/21,6.669
2017/01/22,-2.304
2017/01/23,-4.942
2017/01/24,-10.251
2017/01/25,-10.479
2017/01/26,-8.707
2017/01/27,-5.641
2017/01/28,-4.047
2017/01/29,5.698
2017/01/30,2.894
2017/01/31,9.906
2017/02/01,4.391
2017/02/02,7.727
2017/02/03,8.997
2017/02/04,8.638
2017/02/05,4.444
2017/02/06,2.121
2017/02/07,-5.462
2017/02/08,-9.186
2017/02/09,-5.014
2017/02/10,-3.718
2017/02/11,-2.955
2017/02/12,4.094
2017/02/13,-0.521
2017/02/14,-1.101
2017/02/15,4.158
2017/02/16,10.356
2017/02/17,9.055
2017/02/18,8.414
2017/02/19,5.362
2017/02/20,-0.116
2017/02/21,-8.565
2017/02/22,-9.99
2017/02/23,-0.194
2017/02/24,4.971
2017/02/25,0.783
2017/02/26,5.506
2017/02/27,9.196
2017/02/28,10.317
2017/03/01,9.06
2017/03/02,9.004
2017/03/03,9.144
2017/03/04,7.474
2017/03/05,5.024
2017/03/06,3.623
2017/03/07,-4.272
2017/03/08,-2.805
2017/03/09,-6.858
2017/03/10,-2.228
2017/03/11,3.141
2017/03/12,7.31
2017/03/13,11.465
2017/03/14,11.932
2017/03/15,10.862
2017/03/16,13.96
2017/03/17,15.72
2017/03/18,10.493
2017/03/19,6.315
2017/03/20,5.038
2017/03/21,2.919
2017/03/22,1.817
2017/03/23,-3.796
2017/03/24,-0.167
2017/03/25,4.343
2017/03/26,-0.745
2017/03/27,-9.099
2017/03/28,-9.435
2017/03/29,-9.014
2017/03/30,-3.594
2017/03/31,3.212
2017/04/01,0.513
2017/04/02,8.324
2017/04/03,9.917
2017/04/04,7.44
2017/04/05,4.726
2017/04/06,3.333
2017/04/07,-7.924
2017/04/08,-10.645
2017/04/09,-12.699
2017/04/10,-8.463
2017/04/11,-6.411
2017/04/12,-4.769
2017/04/13,-2
2017/04/14,-2.124
2017/04/15,-3.226
2017/04/16,-6.189
2017/04/17,-1.682
2017/04/18,2.207
2017/04/19,3.945
2017/04/20,-1.095
2017/04/21,-5.053
2017/04/22,-1.119
2017/04/23,0.333
2017/04/24,9.26
2017/04/25,-0.375
2017/04/26,-1.937
2017/04/27,-3.592
2017/04/28,2.322
2017/04/29,9.659
2017/04/30,13.546
2017/05/01,12.402
2017/05/02,9.056
2017/05/03,6.114
2017/05/04,7.295
2017/05/05,21.82
2017/05/06,15.641
2017/05/07,12.178
2017/05/08,11.44
2017/05/09,8.524
2017/05/10,0.925
2017/05/11,-6.973
2017/05/12,-8.544
2017/05/13,-10.737
2017/05/14,-9.88
2017/05/15,-11.588
2017/05/16,-4.249
2017/05/17,11.887
2017/05/18,3.201
2017/05/19,7.796
2017/05/20,-0.59
2017/05/21,-4.475
2017/05/22,6.851
2017/05/23,7.01
2017/05/24,11.386
2017/05/25,12.41
2017/05/26,8.281
2017/05/27,3.2
2017/05/28,-5.954
2017/05/29,-7.221
2017/05/30,-0.051
2017/05/31,29.338
2017/06/01,15.543
2017/06/02,-0.903
2017/06/03,-5.182
2017/06/04,-8.009
2017/06/05,-3.32
2017/06/06,-0.332
2017/06/07,-4.288
2017/06/08,-6.549
2017/06/09,-6.777
2017/06/10,3.557
2017/06/11,11.404
2017/06/12,27.911
2017/06/13,15.931
2017/06/14,5.614
2017/06/15,2.411
2017/06/16,-3.998
2017/06/17,-7.348
2017/06/18,-9.106
2017/06/19,-8.912
2017/06/20,28.889
2017/06/21,35.693
2017/06/22,10.661
2017/06/23,-2.971
2017/06/24,-8.894
2017/06/25,-13.588
2017/06/26,-9.428
2017/06/27,-11.603
2017/06/28,-14.13
2017/06/29,-13.978
2017/06/30,-11.707
2017/07/01,-9.626
2017/07/02,-11.096
2017/07/03,-12.158
2017/07/04,-11.258
2017/07/05,-10.123
2017/07/06,-7.595
2017/07/07,-16.114
2017/07/08,-12.563
2017/07/09,-7.483
2017/07/10,-3.985
2017/07/11,5.182
2017/07/12,3.368
2017/07/13,-1.555
2017/07/14,-2.436
2017/07/15,3.322
2017/07/16,1.435
2017/07/17,0.651
2017/07/18,1.79
2017/07/19,1.015
2017/07/20,-0.394
2017/07/21,-1.592
2017/07/22,-2.707
2017/07/23,-3.411
2017/07/24,-3.237
2017/07/25,1.85
2017/07/26,2.399
2017/07/27,3.671
2017/07/28,0.35
2017/07/29,2.523
2017/07/30,-1.223
2017/07/31,-0.629
2017/08/01,6.582
2017/08/02,9.413
2017/08/03,3.568
2017/08/04,-2.432
2017/08/05,-2.657
2017/08/06,-3.448
2017/08/07,0.118
2017/08/08,0.669
2017/08/09,10.04
2017/08/10,5.023
2017/08/11,-0.124
2017/08/12,-2.644
2017/08/13,-3.146
2017/08/14,-7.219
2017/08/15,1.342
2017/08/16,6.048
2017/08/17,3.933
2017/08/18,10.214
2017/08/19,-1.533
2017/08/20,-5.031
2017/08/21,-2.734
2017/08/22,-3.149
2017/08/23,-1.537
2017/08/24,-0.681
2017/08/25,0.213
2017/08/26,-4.947
2017/08/27,-9.274
2017/08/28,-3.488
2017/08/29,2.894
2017/08/30,6.001
2017/08/31,18.027
2017/09/01,10.024
2017/09/02,2.837
2017/09/03,-1.546
2017/09/04,-3.58
2017/09/05,-4.828
2017/09/06,-9.53
2017/09/07,-12.639
2017/09/08,-15.6
2017/09/09,-18.887
2017/09/10,-14.791
2017/09/11,1.803
2017/09/12,12.648
2017/09/13,10.511
2017/09/14,6.953
2017/09/15,10.315
2017/09/16,5.164
2017/09/17,-4.58
2017/09/18,-8.32
2017/09/19,-2.164
2017/09/20,3.082
2017/09/21,-1.709
2017/09/22,-4.065
2017/09/23,-4.292
2017/09/24,-6.545
2017/09/25,-6.561
2017/09/26,-6.469
2017/09/27,-5.091
2017/09/28,-3.533
2017/09/29,-6.072
2017/09/30,-7.74
2017/10/01,-3.292
2017/10/02,3.415
2017/10/03,4.551
2017/10/04,4.192
2017/10/05,1.66
2017/10/06,0.044
2017/10/07,0.198
2017/10/08,0.474
2017/10/09,-7.335
2017/10/10,-4.241
2017/10/11,-5.107
2017/10/12,-8.115
2017/10/13,16.271
2017/10/14,14.234
2017/10/15,6.596
2017/10/16,-10.094
2017/10/17,-20.326
2017/10/18,-26.652
2017/10/19,-30.862
2017/10/20,-33.83
2017/10/21,-36.021
2017/10/22,-36.759
2017/10/23,-35.617
2017/10/24,-35.431
2017/10/25,-36.087
2017/10/26,-37.057
2017/10/27,-38.083
2017/10/28,-39.056
2017/10/29,-39.938
2017/10/30,-40.721
2017/10/31,-41.413
2017/11/01,-42.022
2017/11/02,1339
2017/11/03,46.286
2017/11/04,-0.676
2017/11/05,-16.907
2017/11/06,-25.115
2017/11/07,-30.065
2017/11/08,88.135
2017/11/09,158.528
2017/11/10,163.435
2017/11/11,33.863
2017/11/12,154.481
2017/11/13,45.612
2017/11/14,19.351
2017/11/15,18.854
2017/11/16,-0.483
2017/11/17,2.082
2017/11/18,-7.171
2017/11/19,-8.228
2017/11/20,-16.14
2017/11/21,7.46
2017/11/22,22.695
2017/11/23,23.442
2017/11/24,19.875
2017/11/25,-1.711
2017/11/26,-12.495
2017/11/27,2.615
2017/11/28,14.052
2017/11/29,25.809
2017/11/30,14.922
2017/12/01,1.909
2017/12/02,-5.531
2017/12/03,-10.222
2017/12/04,-2.195
2017/12/05,6.318
2017/12/06,59.163
2017/12/07,24.919
2017/12/08,3.624
2017/12/09,-8.154
2017/12/10,-14.423
2017/12/11,-15.165
2017/12/12,-5.57
2017/12/13,13.73
2017/12/14,31.601
2017/12/15,23.253
2017/12/16,9.656
2017/12/17,3.098
2017/12/18,6.009
2017/12/19,13.726
2017/12/20,26.581
2017/12/21,25.032
2017/12/22,19.91
2017/12/23,4.171
2017/12/24,-5.426
2017/12/25,-10.462
2017/12/26,-10.052
2017/12/27,-6.369
2017/12/28,-3.886
2017/12/29,9.087
2017/12/30,23.536
2017/12/31,7.803
2018/01/01,-2.513
2018/01/02,-0.222
2018/01/03,15.316
2018/01/04,49.198
2018/01/05,31.672
2018/01/06,10.69
2018/01/07,-0.121
2018/01/08,-3.28
2018/01/09,0.523
2018/01/10,3.974
2018/01/11,2.505
2018/01/12,-3.749
2018/01/13,-9.548
2018/01/14,-12.914
2018/01/15,-6.389
2018/01/16,4.233
2018/01/17,8.37
2018/01/18,4.008
2018/01/19,-5.853
2018/01/20,-13.99
2018/01/21,-9.147
2018/01/22,-9.093
2018/01/23,-10.291
2018/01/24,-10.79
2018/01/25,-13.594
2018/01/26,-8.637
2018/01/27,-5.99
2018/01/28,-6.513
2018/01/29,-0.388
2018/01/30,2.971
2018/01/31,3.366
2018/02/01,13.785
2018/02/02,9.602
2018/02/03,-1.475
2018/02/04,-9.301
2018/02/05,-10.195
2018/02/06,-9.068
2018/02/07,-8.354
2018/02/08,-10.937
2018/02/09,-12.042
2018/02/10,-13.558
2018/02/11,-18.521
2018/02/12,-20.286
2018/02/13,-17.128
2018/02/14,-3.785
2018/02/15,7.369
2018/02/16,4.986
2018/02/17,-7.034
2018/02/18,-10.933
2018/02/19,-15.71
2018/02/20,-21.321
2018/02/21,-21.74
2018/02/22,-19.458
2018/02/23,-15.974
2018/02/24,-20.788
2018/02/25,-25.356
2018/02/26,-10.605
2018/02/27,6.226
2018/02/28,33.787
2018/03/01,19.049
2018/03/02,-3.91
2018/03/03,-16.944
2018/03/04,-23.715
2018/03/05,-13.306
2018/03/06,13.269
2018/03/07,94.928
2018/03/08,25.372
2018/03/09,8.694
2018/03/10,-4.584
2018/03/11,-16.55
2018/03/12,-20.518
2018/03/13,-25.118
2018/03/14,-16.533
2018/03/15,-7.454
2018/03/16,-14.105
2018/03/17,-20.748
2018/03/18,-25.348
2018/03/19,-13.588
2018/03/20,-15.884
2018/03/21,-18.153
2018/03/22,21.394
2018/03/23,36.133
2018/03/24,67.645
2018/03/25,18.455
2018/03/26,5.44
2018/03/27,-1.988
2018/03/28,-5.711
2018/03/29,9.664
2018/03/30,2.706
2018/03/31,-11.124
2018/04/01,-19.715
2018/04/02,-24.672
2018/04/03,-27.198
2018/04/04,-29.999
2018/04/05,-32.362
2018/04/06,-34.118
2018/04/07,-34.358
2018/04/08,-34.454
2018/04/09,-26.627
2018/04/10,4.728
2018/04/11,-3.574
2018/04/12,-9.88
2018/04/13,-4.421
2018/04/14,-13.957
2018/04/15,-18.894
2018/04/16,0.296
2018/04/17,-7.429
2018/04/18,-13.033
2018/04/19,-20.713
2018/04/20,-26.465
2018/04/21,-18.082
2018/04/22,2.706
2018/04/23,73.339
2018/04/24,34.229
2018/04/25,5.604
2018/04/26,-12.202
2018/04/27,-21.941
2018/04/28,-27.843
2018/04/29,-31.747
2018/04/30,126.494
2018/05/01,60.107
2018/05/02,50.423
2018/05/03,51.788
2018/05/04,3404
2018/05/05,49.067
2018/05/06,1.45
2018/05/07,-15.573
2018/05/08,-24.18
2018/05/09,-29.314
2018/05/10,-32.779
2018/05/11,-34.615
2018/05/12,-36.266
2018/05/13,-37.381
2018/05/14,-20.155
2018/05/15,-14.931
2018/05/16,-16.435
2018/05/17,-15.888
2018/05/18,-10.763
2018/05/19,-17.392
2018/05/20,-23.834
2018/05/21,-16.512
2018/05/22,-20.176
2018/05/23,-7.671
2018/05/24,3.856
2018/05/25,-8.918
2018/05/26,-19.129
2018/05/27,-25.77
2018/05/28,18.571
2018/05/29,0.949
2018/05/30,20.199
2018/05/31,45.185
2018/06/01,15.507
2018/06/02,-7.477
2018/06/03,-19.365
2018/06/04,-22.62
2018/06/05,-26.887
2018/06/06,-14.079
2018/06/07,-17.392
2018/06/08,-23.179
2018/06/09,-27.932
2018/06/10,-31.49
2018/06/11,-18.295
2018/06/12,-19.463
2018/06/13,-24.128
2018/06/14,60.628
2018/06/15,42.044
2018/06/16,2.678
2018/06/17,-14.473
2018/06/18,-23.458
2018/06/19,-28.891
2018/06/20,-32.506
2018/06/21,-35.028
2018/06/22,44.503
2018/06/23,11.457
2018/06/24,33.135
2018/06/25,16.864
2018/06/26,1.813
2018/06/27,-13.159
2018/06/28,5.004
2018/06/29,44.403
2018/06/30,6.306
2018/07/01,-12.408
2018/07/02,8320
2018/07/03,49.279
2018/07/04,68.157
2018/07/05,18.649
2018/07/06,16.324
2018/07/07,-1.144
2018/07/08,-14.793
2018/07/09,-23.181
2018/07/10,-28.535
2018/07/11,-32.178
2018/07/12,-34.793
2018/07/13,-36.754
2018/07/14,-33.618
2018/07/15,33.082
2018/07/16,7.793
2018/07/17,-10.864
2018/07/18,-21.131
2018/07/19,-27.314
2018/07/20,-31.268
2018/07/21,-33.938
2018/07/22,-36
2018/07/23,-37.622
2018/07/24,-38.924
2018/07/25,-39.988
2018/07/26,-40.871
2018/07/27,-41.614
2018/07/28,-42.249
2018/07/29,-42.795
2018/07/30,-43.271
2018/07/31,55.833
2018/08/01,16.011
2018/08/02,-7.734
2018/08/03,-19.609
2018/08/04,-26.442
2018/08/05,-30.822
2018/08/06,-33.851
2018/08/07,30012
2018/08/08,973.268
2018/08/09,112.244
2018/08/10,29.176
2018/08/11,-3.501
2018/08/12,-17.693
2018/08/13,-25.385
2018/08/14,-30.049
2018/08/15,-33.269
2018/08/16,-35.613
2018/08/17,14.035
2018/08/18,1.255
2018/08/19,-13.245
2018/08/20,-22.22
2018/08/21,-27.902
2018/08/22,-31.734
2018/08/23,-33.289
2018/08/24,-29.876
2018/08/25,-26.994
2018/08/26,-25.847
2018/08/27,-28.052
2018/08/28,1.659
2018/08/29,2.834
2018/08/30,-7.938
2018/08/31,4.757
2018/09/01,-8.633
2018/09/02,-19.027
2018/09/03,-19.16
2018/09/04,35.297
2018/09/05,60.854
2018/09/06,164.397
2018/09/07,29.456
2018/09/08,-4.283
2018/09/09,-18.268
2018/09/10,-16.726
2018/09/11,-16.762
2018/09/12,-17.367
2018/09/13,-0.513
2018/09/14,7.797
2018/09/15,-3.813
2018/09/16,-10.728
2018/09/17,-16.03
2018/09/18,-7.93
2018/09/19,50.558
2018/09/20,63.486
2018/09/21,98.814
2018/09/22,27.721
2018/09/23,0.484
2018/09/24,2.851
2018/09/25,-3.002
2018/09/26,-6.697
2018/09/27,4.025
2018/09/28,11.224
2018/09/29,11.864
2018/09/30,2.678
2018/10/01,1.84
2018/10/02,-8.966
2018/10/03,-18.904
2018/10/04,-24.968
2018/10/05,-29.414
2018/10/06,-32.592
2018/10/07,-34.485
2018/10/08,-35.01
2018/10/09,-36.045
2018/10/10,-18.457
2018/10/11,-13.738
2018/10/12,-19.174
2018/10/13,-24.863
2018/10/14,-29.235
2018/10/15,15.489
2018/10/16,14.817
2018/10/17,-1.338
2018/10/18,-14.982
2018/10/19,-23.315
2018/10/20,-22.76
2018/10/21,-25.996
2018/10/22,-29.478
2018/10/23,22.1
2018/10/24,763.918
2018/10/25,66.364
2018/10/26,24.309
2018/10/27,-4.289
2018/10/28,-15.28
2018/10/29,-20.338
2018/10/30,-25.626
2018/10/31,-26.546
2018/11/01,-29.223
2018/11/02,-31.923
2018/11/03,-34.227
2018/11/04,-36.112
2018/11/05,51.771
2018/11/06,13.475
2018/11/07,-8.836
2018/11/08,-20.186
2018/11/09,117.418
2018/11/10,29.04
2018/11/11,-3.666
2018/11/12,-11.915
2018/11/13,-13.804
2018/11/14,57.244
2018/11/15,132.288
2018/11/16,21.135
2018/11/17,-7.472
2018/11/18,-19.904
2018/11/19,72.312
2018/11/20,23.67
2018/11/21,-4.779
2018/11/22,-18.15
2018/11/23,-25.592
2018/11/24,-30.272
2018/11/25,-26.442
2018/11/26,-26.505
2018/11/27,-28.926
2018/11/28,-31.594
2018/11/29,-33.929
2018/11/30,42.502
2018/12/01,10.646
2018/12/02,-9.856
2018/12/03,-5.986
2018/12/04,-15.025
2018/12/05,-22.615
2018/12/06,-27.909
2018/12/07,62.292
2018/12/08,44.61
2018/12/09,12.048
2018/12/10,2.135
2018/12/11,-12.51
2018/12/12,-21.735
2018/12/13,-27.573
2018/12/14,-31.501
2018/12/15,-34.295
2018/12/16,-1.17
2018/12/17,-6.638
2018/12/18,-16.785
2018/12/19,-24.039
2018/12/20,-28.96
2018/12/21,-32.41
2018/12/22,-34.93
2018/12/23,-36.712
2018/12/24,-38.152
2018/12/25,-39.331
2018/12/26,-40.308
2018/12/27,-41.128
2018/12/28,-41.825
2018/12/29,-42.424
2018/12/30,48415
2018/12/31,49.89
2019/01/01,-0.019
2019/01/02,-16.674
2019/01/03,-25.003
2019/01/04,-30.002
2019/01/05,-33.334
2019/01/06,-35.715
2019/01/07,-35.592
2019/01/08,17.443
2019/01/09,2.664
2019/01/10,-12.686
2019/01/11,16.655
2019/01/12,-2.02
2019/01/13,-15.61
2019/01/14,917.331
2019/01/15,105.646
2019/01/16,14.127
2019/01/17,-10.39
2019/01/18,-21.474
2019/01/19,-27.745
2019/01/20,-31.769
2019/01/21,-34.566
2019/01/22,-36.621
2019/01/23,-38.195
2019/01/24,-39.438
2019/01/25,-40.445
2019/01/26,-41.276
2019/01/27,-41.975
2019/01/28,840.81
2019/01/29,44.318
2019/01/30,-1.048
2019/01/31,-17.041
2019/02/01,-25.179
2019/02/02,-30.101
2019/02/03,-33.397
2019/02/04,-35.757
2019/02/05,-37.53
2019/02/06,-38.911
2019/02/07,-40.017
2019/02/08,-40.923
2019/02/09,-41.678
2019/02/10,-42.317
2019/02/11,-42.865
2019/02/12,-43.34
2019/02/13,-43.755
2019/02/14,-44.122
2019/02/15,-44.449
2019/02/16,-44.74
2019/02/17,-45.003
2019/02/18,73796
2019/02/19,49.929
2019/02/20,-0.012
2019/02/21,-16.671
2019/02/22,-25.002
2019/02/23,-30.001
2019/02/24,-33.334
2019/02/25,-35.715
2019/02/26,-37.5
2019/02/27,-38.889
2019/02/28,-40
2019/03/01,-40.909
2019/03/02,-41.667
2019/03/03,-42.308
2019/03/04,-42.857
2019/03/05,-43.333
2019/03/06,-43.75
2019/03/07,-44.118
2019/03/08,-44.444
2019/03/09,-44.737
2019/03/10,-45
2019/03/11,-45.238
2019/03/12,-45.455
2019/03/13,-45.652
2019/03/14,-45.833
2019/03/15,-46
2019/03/16,-46.154
2019/03/17,-46.296
2019/03/18,-46.429
2019/03/19,-46.552
2019/03/20,-46.667
2019/03/21,-46.774
2019/03/22,-46.875
2019/03/23,-46.97
2019/03/24,-47.059
2019/03/25,-47.143
2019/03/26,72208415
2019/03/27,50
2019/03/28,0
2019/03/29,-16.667
2019/03/30,-25
2019/03/31,-30
2019/04/01,-33.333
2019/04/02,-35.714
2019/04/03,-37.5
2019/04/04,-38.889
2019/04/05,-40
2019/04/06,-40.909
2019/04/07,622686
2019/04/08,188.706
2019/04/09,62.605
2019/04/10,6.539
2019/04/11,-13.181
2019/04/12,33.858
2019/04/13,15.008
2019/04/14,-7.093
2019/04/15,-12.752
2019/04/16,-20.541
2019/04/17,-26.358
2019/04/18,-30.482
2019/04/19,-33.469
2019/04/20,-35.703
2019/04/21,-37.425
2019/04/22,-38.788
2019/04/23,-39.891
2019/04/24,-40.8
