Date,difficulty14trx
2017/01/23,0.991
2017/01/24,0.995
2017/01/25,0.992
2017/01/26,0.987
2017/01/27,0.98
2017/01/28,0.966
2017/01/29,0.945
2017/01/30,0.918
2017/01/31,0.89
2017/02/01,0.858
2017/02/02,0.829
2017/02/03,0.797
2017/02/04,0.763
2017/02/05,0.742
2017/02/06,0.729
2017/02/07,0.721
2017/02/08,0.716
2017/02/09,0.714
2017/02/10,0.719
2017/02/11,0.727
2017/02/12,0.739
2017/02/13,0.752
2017/02/14,0.769
2017/02/15,0.784
2017/02/16,0.796
2017/02/17,0.81
2017/02/18,0.827
2017/02/19,0.846
2017/02/20,0.863
2017/02/21,0.882
2017/02/22,0.899
2017/02/23,0.909
2017/02/24,0.914
2017/02/25,0.918
2017/02/26,0.926
2017/02/27,0.942
2017/02/28,0.965
2017/03/01,0.986
2017/03/02,1.001
2017/03/03,1.023
2017/03/04,1.042
2017/03/05,1.065
2017/03/06,1.091
2017/03/07,1.112
2017/03/08,1.135
2017/03/09,1.159
2017/03/10,1.179
2017/03/11,1.194
2017/03/12,1.207
2017/03/13,1.217
2017/03/14,1.222
2017/03/15,1.227
2017/03/16,1.229
2017/03/17,1.239
2017/03/18,1.255
2017/03/19,1.261
2017/03/20,1.269
2017/03/21,1.274
2017/03/22,1.277
2017/03/23,1.288
2017/03/24,1.3
2017/03/25,1.308
2017/03/26,1.323
2017/03/27,1.352
2017/03/28,1.382
2017/03/29,1.41
2017/03/30,1.437
2017/03/31,1.461
2017/04/01,1.476
2017/04/02,1.483
2017/04/03,1.46
2017/04/04,1.434
2017/04/05,1.411
2017/04/06,1.389
2017/04/07,1.366
2017/04/08,1.343
2017/04/09,1.318
2017/04/10,1.293
2017/04/11,1.271
2017/04/12,1.249
2017/04/13,1.217
2017/04/14,1.195
2017/04/15,1.18
2017/04/16,1.165
2017/04/17,1.151
2017/04/18,1.143
2017/04/19,1.142
2017/04/20,1.137
2017/04/21,1.134
2017/04/22,1.134
2017/04/23,1.136
2017/04/24,1.131
2017/04/25,1.122
2017/04/26,1.118
2017/04/27,1.119
2017/04/28,1.133
2017/04/29,1.165
2017/04/30,1.192
2017/05/01,1.216
2017/05/02,1.231
2017/05/03,1.24
2017/05/04,1.238
2017/05/05,1.238
2017/05/06,1.235
2017/05/07,1.229
2017/05/08,1.22
2017/05/09,1.214
2017/05/10,1.206
2017/05/11,1.198
2017/05/12,1.194
2017/05/13,1.19
2017/05/14,1.203
2017/05/15,1.228
2017/05/16,1.259
2017/05/17,1.28
2017/05/18,1.296
2017/05/19,1.315
2017/05/20,1.338
2017/05/21,1.365
2017/05/22,1.397
2017/05/23,1.417
2017/05/24,1.43
2017/05/25,1.433
2017/05/26,1.424
2017/05/27,1.415
2017/05/28,1.4
2017/05/29,1.389
2017/05/30,1.393
2017/05/31,1.406
2017/06/01,1.445
2017/06/02,1.5
2017/06/03,1.559
2017/06/04,1.623
2017/06/05,1.683
2017/06/06,1.739
2017/06/07,1.794
2017/06/08,1.842
2017/06/09,1.877
2017/06/10,1.907
2017/06/11,1.936
2017/06/12,1.953
2017/06/13,1.964
2017/06/14,1.973
2017/06/15,1.98
2017/06/16,1.984
2017/06/17,1.99
2017/06/18,1.993
2017/06/19,1.991
2017/06/20,2.009
2017/06/21,2.043
2017/06/22,2.077
2017/06/23,2.105
2017/06/24,2.123
2017/06/25,2.132
2017/06/26,2.136
2017/06/27,2.131
2017/06/28,2.121
2017/06/29,2.106
2017/06/30,2.084
2017/07/01,2.061
2017/07/02,2.034
2017/07/03,2.003
2017/07/04,1.97
2017/07/05,1.929
2017/07/06,1.885
2017/07/07,1.835
2017/07/08,1.785
2017/07/09,1.736
2017/07/10,1.723
2017/07/11,1.731
2017/07/12,1.737
2017/07/13,1.743
2017/07/14,1.735
2017/07/15,1.721
2017/07/16,1.708
2017/07/17,1.68
2017/07/18,1.642
2017/07/19,1.601
2017/07/20,1.564
2017/07/21,1.534
2017/07/22,1.501
2017/07/23,1.471
2017/07/24,1.437
2017/07/25,1.404
2017/07/26,1.371
2017/07/27,1.333
2017/07/28,1.292
2017/07/29,1.249
2017/07/30,1.208
2017/07/31,1.183
2017/08/01,1.201
2017/08/02,1.243
2017/08/03,1.282
2017/08/04,1.321
2017/08/05,1.351
2017/08/06,1.374
2017/08/07,1.39
2017/08/08,1.4
2017/08/09,1.405
2017/08/10,1.402
2017/08/11,1.387
2017/08/12,1.37
2017/08/13,1.35
2017/08/14,1.331
2017/08/15,1.311
2017/08/16,1.283
2017/08/17,1.254
2017/08/18,1.222
2017/08/19,1.195
2017/08/20,1.169
2017/08/21,1.14
2017/08/22,1.111
2017/08/23,1.086
2017/08/24,1.06
2017/08/25,1.082
2017/08/26,1.136
2017/08/27,1.2
2017/08/28,1.257
2017/08/29,1.311
2017/08/30,1.362
2017/08/31,1.4
2017/09/01,1.426
2017/09/02,1.439
2017/09/03,1.441
2017/09/04,1.43
2017/09/05,1.407
2017/09/06,1.373
2017/09/07,1.333
2017/09/08,1.3
2017/09/09,1.266
2017/09/10,1.225
2017/09/11,1.182
2017/09/12,1.144
2017/09/13,1.102
2017/09/14,1.057
2017/09/15,1.014
2017/09/16,0.97
2017/09/17,0.93
2017/09/18,0.888
2017/09/19,0.847
2017/09/20,0.808
2017/09/21,0.772
2017/09/22,0.796
2017/09/23,0.858
2017/09/24,0.935
2017/09/25,1.012
2017/09/26,1.078
2017/09/27,1.134
2017/09/28,1.174
2017/09/29,1.189
2017/09/30,1.182
2017/10/01,1.166
2017/10/02,1.142
2017/10/03,1.109
2017/10/04,1.075
2017/10/05,1.046
2017/10/06,1.013
2017/10/07,0.972
2017/10/08,0.93
2017/10/09,0.889
2017/10/10,0.848
2017/10/11,0.813
2017/10/12,0.774
2017/10/13,0.744
2017/10/14,0.708
2017/10/15,0.674
2017/10/16,0.548
2017/10/17,0.328
2017/10/18,0.056
2017/10/19,-0.234
2017/10/20,-0.524
2017/10/21,-0.799
2017/10/22,-1.051
2017/10/23,-1.281
2017/10/24,-1.48
2017/10/25,-1.651
2017/10/26,-1.8
2017/10/27,-2.061
2017/10/28,-2.39
2017/10/29,-2.758
2017/10/30,-3.142
2017/10/31,-3.529
2017/11/01,-3.746
2017/11/02,-3.835
2017/11/03,-3.826
2017/11/04,-3.74
2017/11/05,-3.59
2017/11/06,-3.39
2017/11/07,-3.159
2017/11/08,-2.9
2017/11/09,-2.629
2017/11/10,-2.354
2017/11/11,-2.08
2017/11/12,-1.806
2017/11/13,-1.545
2017/11/14,-1.302
2017/11/15,-1.082
2017/11/16,-0.891
2017/11/17,-0.726
2017/11/18,-0.585
2017/11/19,-0.465
2017/11/20,-0.347
2017/11/21,-0.24
2017/11/22,-0.145
2017/11/23,-0.053
2017/11/24,0.037
2017/11/25,0.124
2017/11/26,0.203
2017/11/27,0.269
2017/11/28,0.318
2017/11/29,0.354
2017/11/30,0.384
2017/12/01,0.407
2017/12/02,0.427
2017/12/03,0.434
2017/12/04,0.434
2017/12/05,0.42
2017/12/06,0.394
2017/12/07,0.364
2017/12/08,0.344
2017/12/09,0.329
2017/12/10,0.318
2017/12/11,0.313
2017/12/12,0.309
2017/12/13,0.313
2017/12/14,0.326
2017/12/15,0.356
2017/12/16,0.397
2017/12/17,0.446
2017/12/18,0.499
2017/12/19,0.544
2017/12/20,0.577
2017/12/21,0.603
2017/12/22,0.618
2017/12/23,0.635
2017/12/24,0.654
2017/12/25,0.678
2017/12/26,0.702
2017/12/27,0.724
2017/12/28,0.748
2017/12/29,0.764
2017/12/30,0.772
2017/12/31,0.78
2018/01/01,0.786
2018/01/02,0.788
2018/01/03,0.782
2018/01/04,0.768
2018/01/05,0.752
2018/01/06,0.73
2018/01/07,0.71
2018/01/08,0.698
2018/01/09,0.69
2018/01/10,0.684
2018/01/11,0.685
2018/01/12,0.693
2018/01/13,0.709
2018/01/14,0.73
2018/01/15,0.754
2018/01/16,0.778
2018/01/17,0.805
2018/01/18,0.834
2018/01/19,0.858
2018/01/20,0.888
2018/01/21,0.918
2018/01/22,0.947
2018/01/23,0.971
2018/01/24,0.995
2018/01/25,1.021
2018/01/26,1.042
2018/01/27,1.055
2018/01/28,1.06
2018/01/29,1.068
2018/01/30,1.074
2018/01/31,1.079
2018/02/01,1.085
2018/02/02,1.092
2018/02/03,1.102
2018/02/04,1.11
2018/02/05,1.116
2018/02/06,1.117
2018/02/07,1.116
2018/02/08,1.11
2018/02/09,1.103
2018/02/10,1.089
2018/02/11,1.079
2018/02/12,1.069
2018/02/13,1.058
2018/02/14,1.044
2018/02/15,1.019
2018/02/16,0.995
2018/02/17,0.968
2018/02/18,0.942
2018/02/19,0.912
2018/02/20,0.875
2018/02/21,0.832
2018/02/22,0.79
2018/02/23,0.749
2018/02/24,0.708
2018/02/25,0.679
2018/02/26,0.652
2018/02/27,0.62
2018/02/28,0.593
2018/03/01,0.572
2018/03/02,0.553
2018/03/03,0.544
2018/03/04,0.536
2018/03/05,0.527
2018/03/06,0.516
2018/03/07,0.509
2018/03/08,0.507
2018/03/09,0.5
2018/03/10,0.49
2018/03/11,0.476
2018/03/12,0.462
2018/03/13,0.447
2018/03/14,0.427
2018/03/15,0.406
2018/03/16,0.393
2018/03/17,0.385
2018/03/18,0.379
2018/03/19,0.375
2018/03/20,0.372
2018/03/21,0.367
2018/03/22,0.357
2018/03/23,0.348
2018/03/24,0.334
2018/03/25,0.321
2018/03/26,0.313
2018/03/27,0.303
2018/03/28,0.291
2018/03/29,0.272
2018/03/30,0.251
2018/03/31,0.227
2018/04/01,0.205
2018/04/02,0.183
2018/04/03,0.155
2018/04/04,0.13
2018/04/05,0.103
2018/04/06,0.086
2018/04/07,0.074
2018/04/08,0.061
2018/04/09,0.042
2018/04/10,0.023
2018/04/11,0.005
2018/04/12,-0.012
2018/04/13,-0.032
2018/04/14,-0.048
2018/04/15,-0.061
2018/04/16,-0.072
2018/04/17,-0.081
2018/04/18,-0.091
2018/04/19,-0.1
2018/04/20,-0.11
2018/04/21,-0.113
2018/04/22,-0.111
2018/04/23,-0.104
2018/04/24,-0.098
2018/04/25,-0.092
2018/04/26,-0.08
2018/04/27,-0.07
2018/04/28,-0.062
2018/04/29,-0.052
2018/04/30,-0.04
2018/05/01,-0.033
2018/05/02,-0.031
2018/05/03,-0.027
2018/05/04,-0.019
2018/05/05,-0.007
2018/05/06,0.01
2018/05/07,0.034
2018/05/08,0.062
2018/05/09,0.086
2018/05/10,0.106
2018/05/11,0.123
2018/05/12,0.143
2018/05/13,0.166
2018/05/14,0.183
2018/05/15,0.191
2018/05/16,0.195
2018/05/17,0.193
2018/05/18,0.186
2018/05/19,0.175
2018/05/20,0.166
2018/05/21,0.162
2018/05/22,0.158
2018/05/23,0.15
2018/05/24,0.136
2018/05/25,0.119
2018/05/26,0.102
2018/05/27,0.084
2018/05/28,0.067
2018/05/29,0.051
2018/05/30,0.032
2018/05/31,0.018
2018/06/01,0.001
2018/06/02,-0.015
2018/06/03,-0.028
2018/06/04,-0.042
2018/06/05,-0.05
2018/06/06,-0.059
2018/06/07,-0.068
2018/06/08,-0.075
2018/06/09,-0.071
2018/06/10,-0.064
2018/06/11,-0.056
2018/06/12,-0.042
2018/06/13,-0.027
2018/06/14,-0.014
2018/06/15,-0.002
2018/06/16,0.01
2018/06/17,0.021
2018/06/18,0.04
2018/06/19,0.065
2018/06/20,0.088
2018/06/21,0.114
2018/06/22,0.139
2018/06/23,0.16
2018/06/24,0.179
2018/06/25,0.193
2018/06/26,0.2
2018/06/27,0.21
2018/06/28,0.215
2018/06/29,0.215
2018/06/30,0.217
2018/07/01,0.211
2018/07/02,0.204
2018/07/03,0.199
2018/07/04,0.194
2018/07/05,0.198
2018/07/06,0.204
2018/07/07,0.21
2018/07/08,0.212
2018/07/09,0.215
2018/07/10,0.216
2018/07/11,0.205
2018/07/12,0.192
2018/07/13,0.179
2018/07/14,0.165
2018/07/15,0.149
2018/07/16,0.135
2018/07/17,0.122
2018/07/18,0.113
2018/07/19,0.103
2018/07/20,0.092
2018/07/21,0.068
2018/07/22,0.044
2018/07/23,0.033
2018/07/24,0.024
2018/07/25,0.02
2018/07/26,0.024
2018/07/27,0.031
2018/07/28,0.042
2018/07/29,0.056
2018/07/30,0.072
2018/07/31,0.085
2018/08/01,0.095
2018/08/02,0.105
2018/08/03,0.108
2018/08/04,0.114
2018/08/05,0.12
2018/08/06,0.127
2018/08/07,0.133
2018/08/08,0.139
2018/08/09,0.146
2018/08/10,0.151
2018/08/11,0.151
2018/08/12,0.145
2018/08/13,0.134
2018/08/14,0.124
2018/08/15,0.113
2018/08/16,0.095
2018/08/17,0.077
2018/08/18,0.058
2018/08/19,0.039
2018/08/20,0.024
2018/08/21,0.014
2018/08/22,0.012
2018/08/23,0.006
2018/08/24,-0.004
2018/08/25,-0.011
2018/08/26,-0.011
2018/08/27,-0.012
2018/08/28,-0.013
2018/08/29,-0.017
2018/08/30,-0.024
2018/08/31,-0.031
2018/09/01,-0.039
2018/09/02,-0.05
2018/09/03,-0.062
2018/09/04,-0.074
2018/09/05,-0.083
2018/09/06,-0.091
2018/09/07,-0.099
2018/09/08,-0.107
2018/09/09,-0.126
2018/09/10,-0.15
2018/09/11,-0.178
2018/09/12,-0.21
2018/09/13,-0.25
2018/09/14,-0.286
2018/09/15,-0.316
2018/09/16,-0.342
2018/09/17,-0.362
2018/09/18,-0.375
2018/09/19,-0.381
2018/09/20,-0.381
2018/09/21,-0.382
2018/09/22,-0.37
2018/09/23,-0.352
2018/09/24,-0.328
2018/09/25,-0.304
2018/09/26,-0.276
2018/09/27,-0.246
2018/09/28,-0.216
2018/09/29,-0.187
2018/09/30,-0.161
2018/10/01,-0.139
2018/10/02,-0.123
2018/10/03,-0.109
2018/10/04,-0.095
2018/10/05,-0.081
2018/10/06,-0.068
2018/10/07,-0.055
2018/10/08,-0.04
2018/10/09,-0.026
2018/10/10,-0.012
2018/10/11,-0.005
2018/10/12,-0.002
2018/10/13,-0.004
2018/10/14,-0.007
2018/10/15,-0.012
2018/10/16,-0.018
2018/10/17,-0.025
2018/10/18,-0.03
2018/10/19,-0.034
2018/10/20,-0.042
2018/10/21,-0.054
2018/10/22,-0.069
2018/10/23,-0.086
2018/10/24,-0.099
2018/10/25,-0.112
2018/10/26,-0.127
2018/10/27,-0.139
2018/10/28,-0.149
2018/10/29,-0.161
2018/10/30,-0.17
2018/10/31,-0.175
2018/11/01,-0.18
2018/11/02,-0.19
2018/11/03,-0.201
2018/11/04,-0.21
2018/11/05,-0.22
2018/11/06,-0.228
2018/11/07,-0.235
2018/11/08,-0.235
2018/11/09,-0.235
2018/11/10,-0.235
2018/11/11,-0.227
2018/11/12,-0.221
2018/11/13,-0.213
2018/11/14,-0.201
2018/11/15,-0.187
2018/11/16,-0.17
2018/11/17,-0.157
2018/11/18,-0.149
2018/11/19,-0.143
2018/11/20,-0.145
2018/11/21,-0.161
2018/11/22,-0.189
2018/11/23,-0.221
2018/11/24,-0.256
2018/11/25,-0.293
2018/11/26,-0.331
2018/11/27,-0.38
2018/11/28,-0.444
2018/11/29,-0.511
2018/11/30,-0.577
2018/12/01,-0.63
2018/12/02,-0.679
2018/12/03,-0.721
2018/12/04,-0.753
2018/12/05,-0.779
2018/12/06,-0.796
2018/12/07,-0.812
2018/12/08,-0.828
2018/12/09,-0.844
2018/12/10,-0.852
2018/12/11,-0.853
2018/12/12,-0.855
2018/12/13,-0.86
2018/12/14,-0.866
2018/12/15,-0.868
2018/12/16,-0.868
2018/12/17,-0.862
2018/12/18,-0.852
2018/12/19,-0.836
2018/12/20,-0.815
2018/12/21,-0.788
2018/12/22,-0.757
2018/12/23,-0.719
2018/12/24,-0.669
2018/12/25,-0.605
2018/12/26,-0.525
2018/12/27,-0.441
2018/12/28,-0.362
2018/12/29,-0.289
2018/12/30,-0.219
2018/12/31,-0.151
2019/01/01,-0.1
2019/01/02,-0.058
2019/01/03,-0.008
2019/01/04,0.045
2019/01/05,0.102
2019/01/06,0.164
2019/01/07,0.226
2019/01/08,0.282
2019/01/09,0.332
2019/01/10,0.374
2019/01/11,0.408
2019/01/12,0.428
2019/01/13,0.435
2019/01/14,0.435
2019/01/15,0.436
2019/01/16,0.428
2019/01/17,0.41
2019/01/18,0.385
2019/01/19,0.362
2019/01/20,0.344
2019/01/21,0.345
2019/01/22,0.36
2019/01/23,0.371
2019/01/24,0.384
2019/01/25,0.395
2019/01/26,0.399
2019/01/27,0.396
2019/01/28,0.375
2019/01/29,0.329
2019/01/30,0.263
2019/01/31,0.194
2019/02/01,0.121
2019/02/02,0.043
2019/02/03,-0.035
2019/02/04,-0.108
2019/02/05,-0.174
2019/02/06,-0.233
2019/02/07,-0.286
2019/02/08,-0.329
2019/02/09,-0.362
2019/02/10,-0.348
2019/02/11,-0.302
2019/02/12,-0.233
2019/02/13,-0.153
2019/02/14,-0.075
2019/02/15,-0.002
2019/02/16,0.067
2019/02/17,0.129
2019/02/18,0.185
2019/02/19,0.245
2019/02/20,0.305
2019/02/21,0.361
2019/02/22,0.408
2019/02/23,0.455
2019/02/24,0.499
2019/02/25,0.532
2019/02/26,0.557
2019/02/27,0.573
2019/02/28,0.577
2019/03/01,0.493
2019/03/02,0.346
2019/03/03,0.164
2019/03/04,-0.034
2019/03/05,-0.232
2019/03/06,-0.42
2019/03/07,-0.593
2019/03/08,-0.747
2019/03/09,-0.884
2019/03/10,-1.002
2019/03/11,-1.102
2019/03/12,-1.186
2019/03/13,-1.255
2019/03/14,-1.308
2019/03/15,-1.345
2019/03/16,-1.365
2019/03/17,-1.368
2019/03/18,-1.359
2019/03/19,-1.348
2019/03/20,-1.326
2019/03/21,-1.297
2019/03/22,-1.263
2019/03/23,-1.226
2019/03/24,-1.184
2019/03/25,-1.139
2019/03/26,-1.097
2019/03/27,-1.061
2019/03/28,-1.025
2019/03/29,-0.988
2019/03/30,-0.958
2019/03/31,-0.932
2019/04/01,-0.898
2019/04/02,-0.858
2019/04/03,-0.817
2019/04/04,-0.77
2019/04/05,-0.72
2019/04/06,-0.666
2019/04/07,-0.613
2019/04/08,-0.56
2019/04/09,-0.507
2019/04/10,-0.451
2019/04/11,-0.392
2019/04/12,-0.336
2019/04/13,-0.28
2019/04/14,-0.223
2019/04/15,-0.168
2019/04/16,-0.12
2019/04/17,-0.083
2019/04/18,-0.056
2019/04/19,-0.034
2019/04/20,-0.015
2019/04/21,-0.001
2019/04/22,0.014
2019/04/23,0.028
2019/04/24,0.035
2019/04/25,0.036
2019/04/26,0.033
2019/04/27,0.033
2019/04/28,0.035
2019/04/29,0.039
2019/04/30,0.048
2019/05/01,0.058
2019/05/02,0.067
2019/05/03,0.073
2019/05/04,0.083
2019/05/05,0.097
2019/05/06,0.106
2019/05/07,0.116
2019/05/08,0.124
2019/05/09,0.13
2019/05/10,0.132
2019/05/11,0.136
2019/05/12,0.142
2019/05/13,0.148
2019/05/14,0.159
2019/05/15,0.175
2019/05/16,0.192
2019/05/17,0.221
2019/05/18,0.26
2019/05/19,0.298
2019/05/20,0.33
2019/05/21,0.35
2019/05/22,0.362
2019/05/23,0.366
2019/05/24,0.358
2019/05/25,0.342
