Date,sentbyaddress
2019/09/29,157304
2019/09/30,189906
2019/10/01,196899
2019/10/02,192680
2019/10/03,167070
2019/10/04,164523
2019/10/05,171705
2019/10/06,165986
2019/10/07,178427
2019/10/08,188596
2019/10/09,220596
2019/10/10,209369
2019/10/11,211962
2019/10/12,182021
2019/10/13,164534
2019/10/14,186829
2019/10/15,194514
2019/10/16,190031
2019/10/17,188901
2019/10/18,208511
2019/10/19,188899
2019/10/20,170398
2019/10/21,189322
2019/10/22,191582
2019/10/23,188855
2019/10/24,188745
2019/10/25,200617
2019/10/26,198347
2019/10/27,171497
2019/10/28,197838
2019/10/29,193002
2019/10/30,193618
2019/10/31,192558
2019/11/01,193686
2019/11/02,165519
2019/11/03,159710
2019/11/04,183840
2019/11/05,214877
2019/11/06,194333
2019/11/07,264438
2019/11/08,195978
2019/11/09,165355
2019/11/10,180311
2019/11/11,199172
2019/11/12,211467
2019/11/13,206844
2019/11/14,189695
2019/11/15,186461
2019/11/16,165159
2019/11/17,176832
2019/11/18,194341
2019/11/19,193183
2019/11/20,186688
2019/11/21,209649
2019/11/22,225652
2019/11/23,170061
2019/11/24,151191
2019/11/25,196239
2019/11/26,177683
2019/11/27,172054
2019/11/28,168613
2019/11/29,192510
2019/11/30,155004
2019/12/01,164768
2019/12/02,204789
2019/12/03,177379
2019/12/04,180791
2019/12/05,178283
2019/12/06,169094
2019/12/07,138856
2019/12/08,125421
2019/12/09,193267
2019/12/10,177445
2019/12/11,178868
2019/12/12,171975
2019/12/13,174064
2019/12/14,146811
2019/12/15,149564
2019/12/16,180305
2019/12/17,169385
2019/12/18,179450
2019/12/19,175927
2019/12/20,171799
2019/12/21,156829
2019/12/22,143602
2019/12/23,175097
2019/12/24,159682
2019/12/25,150982
2019/12/26,165859
2019/12/27,159719
2019/12/28,145008
2019/12/29,134423
2019/12/30,173853
2019/12/31,149836
2020/01/01,121990
2020/01/02,133818
2020/01/03,160010
2020/01/04,152368
2020/01/05,142715
2020/01/06,171432
2020/01/07,173444
2020/01/08,185215
2020/01/09,179860
2020/01/10,165961
2020/01/11,152099
2020/01/12,138615
2020/01/13,155727
2020/01/14,193421
2020/01/15,198936
2020/01/16,212693
2020/01/17,185957
2020/01/18,180224
2020/01/19,173906
2020/01/20,170447
2020/01/21,167246
2020/01/22,151024
2020/01/23,173711
2020/01/24,132882
2020/01/25,112956
2020/01/26,113664
2020/01/27,135477
2020/01/28,145987
2020/01/29,150940
2020/01/30,150134
2020/01/31,157985
2020/02/01,149327
2020/02/02,143245
2020/02/03,186028
2020/02/04,153678
2020/02/05,181351
2020/02/06,179226
2020/02/07,186639
2020/02/08,199505
2020/02/09,202804
2020/02/10,193155
2020/02/11,211442
2020/02/12,251919
2020/02/13,234894
2020/02/14,214840
2020/02/15,205742
2020/02/16,193863
2020/02/17,206710
2020/02/18,214917
2020/02/19,200172
2020/02/20,196262
2020/02/21,207197
2020/02/22,200928
2020/02/23,211631
2020/02/24,215341
2020/02/25,184107
2020/02/26,194826
2020/02/27,206938
2020/02/28,201090
2020/02/29,181134
2020/03/01,164640
2020/03/02,208304
2020/03/03,178164
2020/03/04,191304
2020/03/05,213514
2020/03/06,191627
2020/03/07,176153
2020/03/08,171451
2020/03/09,207178
2020/03/10,194439
2020/03/11,191482
2020/03/12,181353
2020/03/13,216029
2020/03/14,190324
2020/03/15,178847
2020/03/16,210972
2020/03/17,212677
2020/03/18,240426
2020/03/19,291556
2020/03/20,259075
2020/03/21,336979
2020/03/22,247115
2020/03/23,262494
2020/03/24,255819
2020/03/25,231168
2020/03/26,243458
2020/03/27,245450
2020/03/28,193427
2020/03/29,177228
2020/03/30,206151
2020/03/31,200329
2020/04/01,198799
2020/04/02,208537
2020/04/03,209214
2020/04/04,179652
2020/04/05,171935
2020/04/06,208165
2020/04/07,216751
2020/04/08,286279
2020/04/09,216239
2020/04/10,215977
2020/04/11,197358
2020/04/12,211566
2020/04/13,235137
2020/04/14,270969
2020/04/15,245738
2020/04/16,228367
2020/04/17,246944
2020/04/18,253461
2020/04/19,240382
2020/04/20,257525
2020/04/21,240885
2020/04/22,229105
2020/04/23,253968
2020/04/24,259811
2020/04/25,237080
2020/04/26,233374
2020/04/27,251804
2020/04/28,251121
2020/04/29,262547
2020/04/30,264813
2020/05/01,256097
2020/05/02,254439
2020/05/03,266775
2020/05/04,235794
2020/05/05,234474
2020/05/06,251758
2020/05/07,250868
2020/05/08,257527
2020/05/09,272957
2020/05/10,256070
2020/05/11,259685
2020/05/12,245341
2020/05/13,221815
2020/05/14,223337
2020/05/15,246365
2020/05/16,241862
2020/05/17,227262
2020/05/18,242616
2020/05/19,252710
2020/05/20,242522
2020/05/21,244204
2020/05/22,253674
2020/05/23,261840
2020/05/24,231304
2020/05/25,238839
2020/05/26,254890
2020/05/27,259582
2020/05/28,267558
2020/05/29,303570
2020/05/30,277960
2020/05/31,262815
2020/06/01,280897
2020/06/02,310760
2020/06/03,280355
2020/06/04,291466
2020/06/05,271335
2020/06/06,250853
2020/06/07,233340
2020/06/08,274452
2020/06/09,296522
2020/06/10,281055
2020/06/11,280948
2020/06/12,301559
2020/06/13,285163
2020/06/14,261300
2020/06/15,281882
2020/06/16,289000
2020/06/17,280770
2020/06/18,312862
2020/06/19,298705
2020/06/20,308339
2020/06/21,293195
2020/06/22,316092
2020/06/23,330210
2020/06/24,314207
2020/06/25,308736
2020/06/26,314959
2020/06/27,314110
2020/06/28,323966
2020/06/29,377156
2020/06/30,346557
2020/07/01,336182
2020/07/02,334668
2020/07/03,317932
2020/07/04,318908
2020/07/05,278599
2020/07/06,307643
2020/07/07,332866
2020/07/08,326817
2020/07/09,327312
2020/07/10,313725
2020/07/11,320248
2020/07/12,302386
2020/07/13,340610
2020/07/14,332054
2020/07/15,356002
2020/07/16,316699
2020/07/17,313378
2020/07/18,291192
2020/07/19,306577
2020/07/20,332084
2020/07/21,294927
2020/07/22,314727
2020/07/23,324399
2020/07/24,307539
2020/07/25,327797
2020/07/26,327085
2020/07/27,349959
2020/07/28,388301
2020/07/29,324071
2020/07/30,335018
2020/07/31,336913
2020/08/01,355871
2020/08/02,337038
2020/08/03,352199
2020/08/04,364471
2020/08/05,367159
2020/08/06,376641
2020/08/07,351170
2020/08/08,338630
2020/08/09,312459
2020/08/10,316283
2020/08/11,306646
2020/08/12,239533
2020/08/13,273889
2020/08/14,288549
2020/08/15,311321
2020/08/16,310443
2020/08/17,302595
2020/08/18,294554
2020/08/19,306627
2020/08/20,304315
2020/08/21,326515
2020/08/22,294112
2020/08/23,314108
2020/08/24,312163
2020/08/25,298839
2020/08/26,312148
2020/08/27,308659
2020/08/28,286630
2020/08/29,264507
2020/08/30,228034
2020/08/31,270946
2020/09/01,252935
2020/09/02,240138
2020/09/03,246372
2020/09/04,295633
2020/09/05,225774
2020/09/06,263183
2020/09/07,270789
2020/09/08,261635
2020/09/09,240184
2020/09/10,231248
2020/09/11,229502
2020/09/12,235001
2020/09/13,219035
2020/09/14,231104
2020/09/15,256338
2020/09/16,235631
2020/09/17,340570
2020/09/18,325762
2020/09/19,294928
2020/09/20,324285
2020/09/21,315123
2020/09/22,284314
2020/09/23,294431
2020/09/24,311328
2020/09/25,280483
2020/09/26,283461
2020/09/27,276790
2020/09/28,286216
2020/09/29,288447
2020/09/30,286783
2020/10/01,281599
2020/10/02,274049
2020/10/03,256979
2020/10/04,270853
2020/10/05,251083
2020/10/06,268038
2020/10/07,277220
2020/10/08,273049
2020/10/09,295119
2020/10/10,293311
2020/10/11,285525
2020/10/12,292939
2020/10/13,326903
2020/10/14,315375
2020/10/15,446814
2020/10/16,402238
2020/10/17,354468
2020/10/18,297272
2020/10/19,319047
2020/10/20,308966
2020/10/21,334545
2020/10/22,366664
2020/10/23,348014
2020/10/24,318974
2020/10/25,276177
2020/10/26,300969
2020/10/27,303401
2020/10/28,325468
2020/10/29,294231
2020/10/30,310398
2020/10/31,331932
2020/11/01,307001
2020/11/02,330400
2020/11/03,326256
2020/11/04,384003
2020/11/05,338757
2020/11/06,368222
2020/11/07,351557
2020/11/08,319703
2020/11/09,350860
2020/11/10,334163
2020/11/11,342621
2020/11/12,324161
2020/11/13,338420
2020/11/14,346474
2020/11/15,311005
2020/11/16,333239
2020/11/17,344458
2020/11/18,323275
2020/11/19,328301
2020/11/20,350677
2020/11/21,368624
2020/11/22,360044
2020/11/23,367072
2020/11/24,354143
2020/11/25,378494
2020/11/26,323721
2020/11/27,363813
2020/11/28,330592
2020/11/29,361916
2020/11/30,337220
2020/12/01,341551
2020/12/02,314995
2020/12/03,321281
2020/12/04,324670
2020/12/05,318912
2020/12/06,300761
2020/12/07,312575
2020/12/08,318369
2020/12/09,315347
2020/12/10,298899
2020/12/11,317328
2020/12/12,339044
2020/12/13,352728
2020/12/14,368932
2020/12/15,350976
2020/12/16,387350
2020/12/17,422760
2020/12/18,382246
2020/12/19,389997
2020/12/20,318293
2020/12/21,313576
2020/12/22,315935
2020/12/23,358043
2020/12/24,326021
2020/12/25,316684
2020/12/26,321456
2020/12/27,330475
2020/12/28,353418
2020/12/29,346070
2020/12/30,346682
2020/12/31,328207
2021/01/01,353441
2021/01/02,318880
2021/01/03,358951
2021/01/04,362647
2021/01/05,373913
2021/01/06,395280
2021/01/07,421120
2021/01/08,392830
2021/01/09,412599
2021/01/10,399415
2021/01/11,378897
2021/01/12,350226
2021/01/13,348454
2021/01/14,369589
2021/01/15,392369
2021/01/16,382875
2021/01/17,357034
2021/01/18,371075
2021/01/19,382214
2021/01/20,375040
2021/01/21,336305
2021/01/22,333798
2021/01/23,349741
2021/01/24,337412
2021/01/25,341986
2021/01/26,362068
2021/01/27,315701
2021/01/28,352705
2021/01/29,386797
2021/01/30,374001
2021/01/31,353665
2021/02/01,362817
2021/02/02,372984
2021/02/03,392793
2021/02/04,376425
2021/02/05,362754
2021/02/06,355998
2021/02/07,358796
2021/02/08,370797
2021/02/09,375842
2021/02/10,371874
2021/02/11,383053
2021/02/12,377478
2021/02/13,358700
2021/02/14,346296
2021/02/15,333091
2021/02/16,365116
2021/02/17,370631
2021/02/18,372884
2021/02/19,395536
2021/02/20,393478
2021/02/21,373490
2021/02/22,355070
2021/02/23,337508
2021/02/24,367963
2021/02/25,358198
2021/02/26,372230
2021/02/27,365786
2021/02/28,350796
2021/03/01,368935
2021/03/02,385980
2021/03/03,356110
2021/03/04,367971
2021/03/05,331034
2021/03/06,344486
2021/03/07,321681
2021/03/08,350635
2021/03/09,380184
2021/03/10,391060
2021/03/11,386038
2021/03/12,393232
2021/03/13,379079
2021/03/14,385416
2021/03/15,383969
2021/03/16,379074
2021/03/17,365578
2021/03/18,366379
2021/03/19,383564
2021/03/20,373850
2021/03/21,350937
2021/03/22,361755
2021/03/23,395888
2021/03/24,385073
2021/03/25,400517
2021/03/26,394907
2021/03/27,379138
2021/03/28,363639
2021/03/29,380797
2021/03/30,376327
2021/03/31,379500
2021/04/01,398764
2021/04/02,435279
2021/04/03,387553
2021/04/04,374441
2021/04/05,386123
2021/04/06,402647
2021/04/07,385472
2021/04/08,392836
2021/04/09,392850
2021/04/10,414352
2021/04/11,397002
2021/04/12,422579
2021/04/13,413717
2021/04/14,440121
2021/04/15,372438
2021/04/16,441085
2021/04/17,438114
2021/04/18,413983
2021/04/19,454263
2021/04/20,467346
2021/04/21,502489
2021/04/22,505358
2021/04/23,479877
2021/04/24,488922
2021/04/25,526352
2021/04/26,511394
2021/04/27,486105
2021/04/28,488379
2021/04/29,496847
2021/04/30,460578
2021/05/01,494516
2021/05/02,440824
2021/05/03,464502
2021/05/04,492583
2021/05/05,493792
2021/05/06,492081
2021/05/07,481823
2021/05/08,469426
2021/05/09,538671
2021/05/10,464643
2021/05/11,464443
2021/05/12,450533
2021/05/13,517124
2021/05/14,503602
2021/05/15,472584
2021/05/16,449732
2021/05/17,456887
2021/05/18,434805
2021/05/19,402163
2021/05/20,457091
2021/05/21,428276
2021/05/22,374244
2021/05/23,350420
2021/05/24,388662
2021/05/25,410330
2021/05/26,414178
2021/05/27,434515
2021/05/28,393292
2021/05/29,428772
2021/05/30,441415
2021/05/31,418988
2021/06/01,409594
2021/06/02,427769
2021/06/03,464295
2021/06/04,455581
2021/06/05,433488
2021/06/06,423390
2021/06/07,407700
2021/06/08,373463
2021/06/09,377570
2021/06/10,379859
2021/06/11,361034
2021/06/12,368373
2021/06/13,402015
2021/06/14,383564
2021/06/15,387180
2021/06/16,383737
2021/06/17,364783
2021/06/18,354764
2021/06/19,323363
2021/06/20,330833
2021/06/21,354160
2021/06/22,382385
2021/06/23,389474
2021/06/24,403540
2021/06/25,392802
2021/06/26,377340
2021/06/27,352304
2021/06/28,401847
2021/06/29,417678
2021/06/30,399857
2021/07/01,406851
2021/07/02,386016
2021/07/03,354835
2021/07/04,353974
2021/07/05,369954
2021/07/06,363949
2021/07/07,372078
2021/07/08,366168
2021/07/09,366038
2021/07/10,340846
2021/07/11,341222
2021/07/12,352326
2021/07/13,345825
2021/07/14,353499
2021/07/15,367453
2021/07/16,355262
2021/07/17,352022
2021/07/18,340140
2021/07/19,358485
2021/07/20,365797
2021/07/21,377926
2021/07/22,375206
2021/07/23,384601
2021/07/24,406567
2021/07/25,359388
2021/07/26,389330
2021/07/27,400983
2021/07/28,405748
2021/07/29,409387
2021/07/30,403486
2021/07/31,392366
2021/08/01,377130
2021/08/02,419208
2021/08/03,371551
2021/08/04,369794
2021/08/05,343928
2021/08/06,371433
2021/08/07,354888
2021/08/08,357209
2021/08/09,351156
2021/08/10,353018
2021/08/11,355853
2021/08/12,346341
2021/08/13,347547
2021/08/14,334570
2021/08/15,331592
2021/08/16,375155
2021/08/17,365242
2021/08/18,353059
2021/08/19,393842
2021/08/20,388337
2021/08/21,366972
2021/08/22,349145
2021/08/23,360999
2021/08/24,342458
2021/08/25,318290
2021/08/26,324793
2021/08/27,308780
2021/08/28,328324
2021/08/29,324247
2021/08/30,334370
2021/08/31,349278
2021/09/01,355168
2021/09/02,365893
2021/09/03,328109
2021/09/04,333691
2021/09/05,322296
2021/09/06,339866
2021/09/07,372377
2021/09/08,334954
2021/09/09,345912
2021/09/10,386955
2021/09/11,456672
2021/09/12,395828
2021/09/13,463922
2021/09/14,393454
2021/09/15,389445
2021/09/16,371017
2021/09/17,364185
2021/09/18,359468
2021/09/19,347728
2021/09/20,324461
2021/09/21,356891
2021/09/22,360198
2021/09/23,359270
2021/09/24,331822
2021/09/25,349723
2021/09/26,313428
2021/09/27,326254
2021/09/28,314547
2021/09/29,331668
2021/09/30,318262
2021/10/01,349101
2021/10/02,345333
2021/10/03,343110
2021/10/04,314719
2021/10/05,375114
2021/10/06,389258
2021/10/07,434256
2021/10/08,413415
2021/10/09,385086
2021/10/10,362198
2021/10/11,368596
2021/10/12,366944
2021/10/13,349503
2021/10/14,369339
2021/10/15,375695
2021/10/16,380345
2021/10/17,370957
2021/10/18,377788
2021/10/19,400189
2021/10/20,417639
2021/10/21,413104
2021/10/22,410516
2021/10/23,431954
2021/10/24,415539
2021/10/25,404820
2021/10/26,412763
2021/10/27,406309
2021/10/28,480050
2021/10/29,466136
2021/10/30,422916
2021/10/31,404761
2021/11/01,422182
2021/11/02,447800
2021/11/03,459350
2021/11/04,441553
2021/11/05,426111
2021/11/06,410808
2021/11/07,420215
2021/11/08,435893
2021/11/09,414725
2021/11/10,464495
2021/11/11,450528
2021/11/12,451235
2021/11/13,446354
2021/11/14,446179
2021/11/15,403456
2021/11/16,408428
2021/11/17,494062
2021/11/18,397991
2021/11/19,415395
2021/11/20,358329
2021/11/21,425031
2021/11/22,361627
2021/11/23,385333
2021/11/24,404749
2021/11/25,394394
2021/11/26,401200
2021/11/27,361476
2021/11/28,346964
2021/11/29,395011
2021/11/30,411138
2021/12/01,377510
2021/12/02,404798
2021/12/03,372551
2021/12/04,355702
2021/12/05,634798
2021/12/06,393749
2021/12/07,392622
2021/12/08,441376
2021/12/09,404426
2021/12/10,407436
2021/12/11,383416
2021/12/12,389581
2021/12/13,404843
2021/12/14,393950
2021/12/15,399240
2021/12/16,403978
2021/12/17,411566
2021/12/18,372207
2021/12/19,374602
2021/12/20,392653
2021/12/21,372728
2021/12/22,424751
2021/12/23,398046
2021/12/24,439013
2021/12/25,443974
2021/12/26,396412
2021/12/27,395445
2021/12/28,389088
2021/12/29,372793
2021/12/30,400028
2021/12/31,376931
2022/01/01,389723
2022/01/02,345413
2022/01/03,370451
2022/01/04,382995
2022/01/05,382804
2022/01/06,389090
2022/01/07,380065
2022/01/08,376034
2022/01/09,333788
2022/01/10,337198
2022/01/11,382935
2022/01/12,432019
2022/01/13,425557
2022/01/14,392971
2022/01/15,394770
2022/01/16,383772
2022/01/17,384330
2022/01/18,374055
2022/01/19,386353
2022/01/20,384125
2022/01/21,349236
2022/01/22,370780
2022/01/23,345981
2022/01/24,347976
2022/01/25,355823
2022/01/26,344844
2022/01/27,336127
2022/01/28,356634
2022/01/29,355388
2022/01/30,374914
2022/01/31,382877
2022/02/01,377803
2022/02/02,368885
2022/02/03,353848
2022/02/04,390597
2022/02/05,430071
2022/02/06,410973
2022/02/07,381202
2022/02/08,393857
2022/02/09,401410
2022/02/10,411521
2022/02/11,410529
2022/02/12,401040
2022/02/13,412590
2022/02/14,409427
2022/02/15,397645
2022/02/16,373454
2022/02/17,368976
2022/02/18,336783
2022/02/19,365736
2022/02/20,379659
2022/02/21,342111
2022/02/22,352031
2022/02/23,368958
2022/02/24,380113
2022/02/25,390551
2022/02/26,420143
2022/02/27,390809
2022/02/28,370707
2022/03/01,393065
2022/03/02,415095
2022/03/03,408198
2022/03/04,400390
2022/03/05,381553
2022/03/06,400111
2022/03/07,402114
2022/03/08,463263
2022/03/09,442377
2022/03/10,515247
2022/03/11,402426
2022/03/12,414792
2022/03/13,378537
2022/03/14,380853
2022/03/15,448355
2022/03/16,506926
2022/03/17,391956
2022/03/18,515454
2022/03/19,414434
2022/03/20,404591
2022/03/21,440420
2022/03/22,476497
2022/03/23,420746
2022/03/24,401425
2022/03/25,398000
2022/03/26,413528
2022/03/27,398723
2022/03/28,403733
2022/03/29,405507
2022/03/30,388945
2022/03/31,389697
2022/04/01,373504
2022/04/02,350519
2022/04/03,335028
2022/04/04,329485
2022/04/05,344343
2022/04/06,352261
2022/04/07,347428
2022/04/08,341048
2022/04/09,371182
2022/04/10,373621
2022/04/11,358997
2022/04/12,346346
2022/04/13,327025
2022/04/14,374031
2022/04/15,364213
2022/04/16,363448
2022/04/17,348184
2022/04/18,362828
2022/04/19,458932
2022/04/20,470154
2022/04/21,354136
2022/04/22,380493
2022/04/23,357498
2022/04/24,376103
2022/04/25,372006
2022/04/26,371083
2022/04/27,381069
2022/04/28,382199
2022/04/29,376251
2022/04/30,392341
2022/05/01,337909
2022/05/02,325750
2022/05/03,320701
2022/05/04,361110
2022/05/05,402636
2022/05/06,364293
2022/05/07,356510
2022/05/08,382029
2022/05/09,379250
2022/05/10,391212
2022/05/11,336448
2022/05/12,459857
2022/05/13,488778
2022/05/14,377102
2022/05/15,369165
2022/05/16,388836
2022/05/17,373188
2022/05/18,431444
2022/05/19,369685
2022/05/20,358181
2022/05/21,373824
2022/05/22,352723
2022/05/23,349250
2022/05/24,365506
2022/05/25,339390
2022/05/26,308256
2022/05/27,325746
2022/05/28,369472
2022/05/29,356119
2022/05/30,306751
2022/05/31,373219
2022/06/01,331363
2022/06/02,299054
2022/06/03,304938
2022/06/04,295723
2022/06/05,291812
2022/06/06,318763
2022/06/07,306494
2022/06/08,288988
2022/06/09,310262
2022/06/10,340372
2022/06/11,333462
2022/06/12,309592
2022/06/13,308584
2022/06/14,311696
2022/06/15,312591
2022/06/16,346399
2022/06/17,370636
2022/06/18,318297
2022/06/19,327302
2022/06/20,329768
2022/06/21,324079
2022/06/22,316029
2022/06/23,312326
2022/06/24,331963
2022/06/25,285253
2022/06/26,274135
2022/06/27,321523
2022/06/28,300718
2022/06/29,302143
2022/06/30,310377
2022/07/01,364456
2022/07/02,385245
2022/07/03,354379
2022/07/04,353735
2022/07/05,355344
2022/07/06,362384
2022/07/07,373437
2022/07/08,363106
2022/07/09,370338
2022/07/10,374793
2022/07/11,345183
2022/07/12,348074
2022/07/13,384285
2022/07/14,403890
2022/07/15,435419
2022/07/16,474095
2022/07/17,444419
2022/07/18,387350
2022/07/19,372541
2022/07/20,387065
2022/07/21,402871
2022/07/22,420702
2022/07/23,386191
2022/07/24,378828
2022/07/25,497319
2022/07/26,961170
2022/07/27,408041
2022/07/28,384612
2022/07/29,415579
2022/07/30,421078
2022/07/31,418753
2022/08/01,554330
2022/08/02,424708
2022/08/03,447353
2022/08/04,715362
2022/08/05,436903
2022/08/06,441522
2022/08/07,440479
2022/08/08,394792
2022/08/09,377060
2022/08/10,382755
2022/08/11,353140
2022/08/12,386260
2022/08/13,385162
2022/08/14,372946
2022/08/15,358599
2022/08/16,383483
2022/08/17,391681
2022/08/18,401637
2022/08/19,362767
2022/08/20,357087
2022/08/21,379640
2022/08/22,348791
2022/08/23,352511
2022/08/24,353777
2022/08/25,367931
2022/08/26,346258
2022/08/27,360054
2022/08/28,347448
2022/08/29,340164
2022/08/30,327524
2022/08/31,327410
2022/09/01,351059
2022/09/02,374148
2022/09/03,396666
2022/09/04,459451
2022/09/05,392143
2022/09/06,364289
2022/09/07,341406
2022/09/08,368317
2022/09/09,380738
2022/09/10,359856
2022/09/11,355150
2022/09/12,344794
2022/09/13,369766
2022/09/14,391874
2022/09/15,430022
2022/09/16,442482
2022/09/17,568429
2022/09/18,397099
2022/09/19,372631
2022/09/20,376827
2022/09/21,360181
2022/09/22,377392
2022/09/23,395038
2022/09/24,428964
2022/09/25,388894
2022/09/26,395225
2022/09/27,451237
2022/09/28,356589
2022/09/29,382970
2022/09/30,373687
2022/10/01,363751
2022/10/02,361081
2022/10/03,341933
2022/10/04,356683
2022/10/05,380929
2022/10/06,421417
2022/10/07,411369
2022/10/08,450982
2022/10/09,475056
2022/10/10,463550
2022/10/11,442417
2022/10/12,412079
2022/10/13,375253
2022/10/14,358863
2022/10/15,392404
2022/10/16,350276
2022/10/17,338954
2022/10/18,318482
2022/10/19,331925
2022/10/20,369902
2022/10/21,367613
2022/10/22,325651
2022/10/23,342108
2022/10/24,351290
2022/10/25,338916
2022/10/26,371178
2022/10/27,382360
2022/10/28,335401
2022/10/29,335408
2022/10/30,331416
2022/10/31,345859
2022/11/01,360091
2022/11/02,322229
2022/11/03,352391
2022/11/04,317486
2022/11/05,329283
2022/11/06,302428
2022/11/07,352142
2022/11/08,332877
2022/11/09,361172
2022/11/10,340884
2022/11/11,333209
2022/11/12,329359
2022/11/13,309670
2022/11/14,344501
2022/11/15,367750
2022/11/16,359951
2022/11/17,380355
2022/11/18,353056
2022/11/19,321762
2022/11/20,296164
2022/11/21,298436
2022/11/22,303107
2022/11/23,334855
2022/11/24,367624
2022/11/25,388940
2022/11/26,358948
2022/11/27,329074
2022/11/28,425127
2022/11/29,377103
