Date,price3varUSD
2016/01/01,0.001
2016/01/02,0
2016/01/03,0
2016/01/04,0
2016/01/05,0
2016/01/06,0
2016/01/07,0
2016/01/08,0
2016/01/09,0.001
2016/01/10,0.002
2016/01/11,0
2016/01/12,0.003
2016/01/13,0.003
2016/01/14,0
2016/01/15,0.003
2016/01/16,0.002
2016/01/17,0
2016/01/18,0.007
2016/01/19,0.006
2016/01/20,0.001
2016/01/21,0.004
2016/01/22,0.001
2016/01/23,0.011
2016/01/24,0.067
2016/01/25,0.055
2016/01/26,0.033
2016/01/27,0.014
2016/01/28,0.005
2016/01/29,0.002
2016/01/30,0
2016/01/31,0.004
2016/02/01,0.015
2016/02/02,0.006
2016/02/03,0.009
2016/02/04,0.015
2016/02/05,0.002
2016/02/06,0
2016/02/07,0.007
2016/02/08,0.062
2016/02/09,0.106
2016/02/10,0.276
2016/02/11,0.352
2016/02/12,0.407
2016/02/13,0.199
2016/02/14,0.208
2016/02/15,0.063
2016/02/16,0.077
2016/02/17,0.315
2016/02/18,0.143
2016/02/19,0.042
2016/02/20,0.043
2016/02/21,0.001
2016/02/22,0.111
2016/02/23,0.263
2016/02/24,0.084
2016/02/25,0.065
2016/02/26,0.036
2016/02/27,0.016
2016/02/28,0.035
2016/02/29,0.01
2016/03/01,0.022
2016/03/02,0.452
2016/03/03,1.04
2016/03/04,0.358
2016/03/05,0.792
2016/03/06,0.774
2016/03/07,0.14
2016/03/08,0.38
2016/03/09,0.17
2016/03/10,0.69
2016/03/11,0.189
2016/03/12,0.576
2016/03/13,1.746
2016/03/14,0.341
2016/03/15,0.438
2016/03/16,0.099
2016/03/17,0.462
2016/03/18,1.528
2016/03/19,0.35
2016/03/20,0.027
2016/03/21,0.093
2016/03/22,0.315
2016/03/23,0.135
2016/03/24,0.035
2016/03/25,0.19
2016/03/26,0.076
2016/03/27,0.004
2016/03/28,0.045
2016/03/29,0.128
2016/03/30,0.063
2016/03/31,0.011
2016/04/01,0.007
2016/04/02,0.015
2016/04/03,0.004
2016/04/04,0.009
2016/04/05,0.107
2016/04/06,0.089
2016/04/07,0.019
2016/04/08,0.089
2016/04/09,0.103
2016/04/10,0.291
2016/04/11,0.252
2016/04/12,0.106
2016/04/13,0.095
2016/04/14,0.067
2016/04/15,0.07
2016/04/16,0.002
2016/04/17,0.199
2016/04/18,0.176
2016/04/19,0.009
2016/04/20,0.048
2016/04/21,0.061
2016/04/22,0.065
2016/04/23,0.048
2016/04/24,0.007
2016/04/25,0.025
2016/04/26,0.125
2016/04/27,0.039
2016/04/28,0.014
2016/04/29,0.006
2016/04/30,0.15
2016/05/01,0.268
2016/05/02,0.298
2016/05/03,0.177
2016/05/04,0.001
2016/05/05,0.002
2016/05/06,0.004
2016/05/07,0.022
2016/05/08,0.032
2016/05/09,0.004
2016/05/10,0.004
2016/05/11,0.022
2016/05/12,0.107
2016/05/13,0.13
2016/05/14,0.038
2016/05/15,0.037
2016/05/16,0.025
2016/05/17,0.461
2016/05/18,1.029
2016/05/19,0.814
2016/05/20,0.324
2016/05/21,0.086
2016/05/22,0.087
2016/05/23,0.042
2016/05/24,0.246
2016/05/25,0.469
2016/05/26,0.076
2016/05/27,0.274
2016/05/28,0.274
2016/05/29,0.12
2016/05/30,0.209
2016/05/31,0.253
2016/06/01,0.347
2016/06/02,0.077
2016/06/03,0.011
2016/06/04,0.008
2016/06/05,0.002
2016/06/06,0.008
2016/06/07,0.016
2016/06/08,0.069
2016/06/09,0.035
2016/06/10,0.032
2016/06/11,0.055
2016/06/12,0.135
2016/06/13,1.356
2016/06/14,2.029
2016/06/15,0.609
2016/06/16,0.337
2016/06/17,0.764
2016/06/18,7.549
2016/06/19,5.205
2016/06/20,0.225
2016/06/21,0.035
2016/06/22,1.236
2016/06/23,0.827
2016/06/24,0.248
2016/06/25,0.242
2016/06/26,0.018
2016/06/27,0.018
2016/06/28,0.143
2016/06/29,0.489
2016/06/30,0.155
2016/07/01,0.019
2016/07/02,0.034
2016/07/03,0.012
2016/07/04,0.036
2016/07/05,0.359
2016/07/06,0.235
2016/07/07,0.051
2016/07/08,0.05
2016/07/09,0.137
2016/07/10,0.051
2016/07/11,0.028
2016/07/12,0.023
2016/07/13,0.003
2016/07/14,0.077
2016/07/15,0.357
2016/07/16,0.134
2016/07/17,0.071
2016/07/18,0.046
2016/07/19,0.001
2016/07/20,0.139
2016/07/21,0.226
2016/07/22,0.352
2016/07/23,0.685
2016/07/24,0.223
2016/07/25,0.257
2016/07/26,0.059
2016/07/27,0.082
2016/07/28,0.006
2016/07/29,0.001
2016/07/30,0.001
2016/07/31,0.058
2016/08/01,0.191
2016/08/02,0.677
2016/08/03,0.692
2016/08/04,0.209
2016/08/05,0.346
2016/08/06,0.012
2016/08/07,0.011
2016/08/08,0.012
2016/08/09,0.121
2016/08/10,0.251
2016/08/11,0.044
2016/08/12,0.028
2016/08/13,0.006
2016/08/14,0.021
2016/08/15,0.042
2016/08/16,0.02
2016/08/17,0.007
2016/08/18,0.012
2016/08/19,0.009
2016/08/20,0.02
2016/08/21,0.026
2016/08/22,0.003
2016/08/23,0.003
2016/08/24,0.004
2016/08/25,0.003
2016/08/26,0.011
2016/08/27,0.003
2016/08/28,0.012
2016/08/29,0.011
2016/08/30,0.004
2016/08/31,0.024
2016/09/01,0.202
2016/09/02,0.134
2016/09/03,0.011
2016/09/04,0.026
2016/09/05,0.011
2016/09/06,0.003
2016/09/07,0.003
2016/09/08,0.004
2016/09/09,0.003
2016/09/10,0.008
2016/09/11,0.02
2016/09/12,0.007
2016/09/13,0.008
2016/09/14,0.008
2016/09/15,0.001
2016/09/16,0.014
2016/09/17,0.064
2016/09/18,0.057
2016/09/19,0.012
2016/09/20,0.163
2016/09/21,0.164
2016/09/22,0.086
2016/09/23,0.081
2016/09/24,0.013
2016/09/25,0.02
2016/09/26,0.003
2016/09/27,0.003
2016/09/28,0.021
2016/09/29,0.008
2016/09/30,0.003
2016/10/01,0
2016/10/02,0.001
2016/10/03,0.003
2016/10/04,0.006
2016/10/05,0.005
2016/10/06,0.042
2016/10/07,0.045
2016/10/08,0.066
2016/10/09,0.047
2016/10/10,0.039
2016/10/11,0.026
2016/10/12,0.003
2016/10/13,0.003
2016/10/14,0.003
2016/10/15,0.001
2016/10/16,0.001
2016/10/17,0.001
2016/10/18,0.063
2016/10/19,0.052
2016/10/20,0.023
2016/10/21,0.007
2016/10/22,0
2016/10/23,0.001
2016/10/24,0.002
2016/10/25,0.045
2016/10/26,0.042
2016/10/27,0.003
2016/10/28,0.011
2016/10/29,0.106
2016/10/30,0.081
2016/10/31,0.055
2016/11/01,0.052
2016/11/02,0.037
2016/11/03,0.011
2016/11/04,0.001
2016/11/05,0.004
2016/11/06,0.002
2016/11/07,0.005
2016/11/08,0.004
2016/11/09,0.015
2016/11/10,0.014
2016/11/11,0.008
2016/11/12,0.034
2016/11/13,0.02
2016/11/14,0.002
2016/11/15,0.001
2016/11/16,0.003
2016/11/17,0.005
2016/11/18,0.038
2016/11/19,0.024
2016/11/20,0.002
2016/11/21,0
2016/11/22,0.022
2016/11/23,0.018
2016/11/24,0.03
2016/11/25,0.035
2016/11/26,0.004
2016/11/27,0.018
2016/11/28,0.049
2016/11/29,0.128
2016/11/30,0.058
2016/12/01,0.01
2016/12/02,0.049
2016/12/03,0.062
2016/12/04,0.015
2016/12/05,0.073
2016/12/06,0.116
2016/12/07,0.14
2016/12/08,0.455
2016/12/09,0.103
2016/12/10,0.007
2016/12/11,0.005
2016/12/12,0.004
2016/12/13,0.007
2016/12/14,0.001
2016/12/15,0.036
2016/12/16,0.049
2016/12/17,0.018
2016/12/18,0.008
2016/12/19,0.006
2016/12/20,0.008
2016/12/21,0.003
2016/12/22,0.003
2016/12/23,0.028
2016/12/24,0.024
2016/12/25,0.003
2016/12/26,0
2016/12/27,0
2016/12/28,0
2016/12/29,0.19
2016/12/30,0.216
2016/12/31,0.009
2017/01/01,0.012
2017/01/02,0.011
2017/01/03,0.081
2017/01/04,0.905
2017/01/05,0.604
2017/01/06,0.046
2017/01/07,0.085
2017/01/08,0.011
2017/01/09,0.073
2017/01/10,0.04
2017/01/11,0.031
2017/01/12,0.135
2017/01/13,0.055
2017/01/14,0.002
2017/01/15,0.004
2017/01/16,0.003
2017/01/17,0.024
2017/01/18,0.056
2017/01/19,0.012
2017/01/20,0.021
2017/01/21,0.038
2017/01/22,0.012
2017/01/23,0.001
2017/01/24,0.005
2017/01/25,0.008
2017/01/26,0.003
2017/01/27,0
2017/01/28,0
2017/01/29,0
2017/01/30,0
2017/01/31,0.003
2017/02/01,0.005
2017/02/02,0.001
2017/02/03,0.002
2017/02/04,0.067
2017/02/05,0.049
2017/02/06,0
2017/02/07,0.006
2017/02/08,0.004
2017/02/09,0.014
2017/02/10,0.018
2017/02/11,0.015
2017/02/12,0.019
2017/02/13,0.001
2017/02/14,0.22
2017/02/15,0.418
2017/02/16,0.055
2017/02/17,0.001
2017/02/18,0
2017/02/19,0
2017/02/20,0
2017/02/21,0.006
2017/02/22,0.003
2017/02/23,0.005
2017/02/24,0.027
2017/02/25,0.054
2017/02/26,0.083
2017/02/27,0.315
2017/02/28,0.636
2017/03/01,0.29
2017/03/02,1.171
2017/03/03,2.461
2017/03/04,0.509
2017/03/05,0.135
2017/03/06,0.084
2017/03/07,0.071
2017/03/08,0.45
2017/03/09,0.589
2017/03/10,0.143
2017/03/11,1.078
2017/03/12,2.877
2017/03/13,9.383
2017/03/14,6.957
2017/03/15,1.579
2017/03/16,27.509
2017/03/17,42.308
2017/03/18,8.916
2017/03/19,9.9
2017/03/20,3.85
2017/03/21,3.094
2017/03/22,0.83
2017/03/23,0.493
2017/03/24,4.833
2017/03/25,13.092
2017/03/26,4.246
2017/03/27,0.002
2017/03/28,0.089
2017/03/29,1.017
2017/03/30,1.63
2017/03/31,1.224
2017/04/01,1.454
2017/04/02,0.039
2017/04/03,4.376
2017/04/04,6.835
2017/04/05,1.125
2017/04/06,1.006
2017/04/07,1.435
2017/04/08,0.419
2017/04/09,0.367
2017/04/10,0.218
2017/04/11,0.041
2017/04/12,0.119
2017/04/13,4.701
2017/04/14,3.801
2017/04/15,0.074
2017/04/16,0.067
2017/04/17,0.053
2017/04/18,0.261
2017/04/19,0.763
2017/04/20,0.351
2017/04/21,0.369
2017/04/22,0.04
2017/04/23,0.056
2017/04/24,0.378
2017/04/25,0.396
2017/04/26,0.753
2017/04/27,10.195
2017/04/28,34.865
2017/04/29,26.941
2017/04/30,5.945
2017/05/01,14.218
2017/05/02,7.679
2017/05/03,0.811
2017/05/04,14.028
2017/05/05,36.642
2017/05/06,9.706
2017/05/07,0.632
2017/05/08,2.873
2017/05/09,13.544
2017/05/10,4.089
2017/05/11,2.426
2017/05/12,0.266
2017/05/13,0.903
2017/05/14,1.159
2017/05/15,2.653
2017/05/16,0.577
2017/05/17,2.455
2017/05/18,6.635
2017/05/19,117.419
2017/05/20,176.53
2017/05/21,80.186
2017/05/22,273.058
2017/05/23,202.089
2017/05/24,122.447
2017/05/25,169.782
2017/05/26,47.23
2017/05/27,347.202
2017/05/28,138.911
2017/05/29,134.923
2017/05/30,287.37
2017/05/31,416.258
2017/06/01,72.11
2017/06/02,2.26
2017/06/03,1.758
2017/06/04,62.671
2017/06/05,108.76
2017/06/06,53.946
2017/06/07,35.292
2017/06/08,3.031
2017/06/09,18.074
2017/06/10,332.007
2017/06/11,890.245
2017/06/12,798.087
2017/06/13,356.485
2017/06/14,53.003
2017/06/15,655.995
