Date,hashrate
2018/08/15,2.8343516899048E+14
2018/08/16,2.7901140745554E+14
2018/08/17,2.8491514919026E+14
2018/08/18,2.804101430064E+14
2018/08/19,2.8197228374218E+14
2018/08/20,2.8381400096538E+14
2018/08/21,2.8613318930886E+14
2018/08/22,2.8973834313264E+14
2018/08/23,2.7910078504012E+14
2018/08/24,2.8297681386991E+14
2018/08/25,2.8353899330918E+14
2018/08/26,2.888039397286E+14
2018/08/27,2.8529566180844E+14
2018/08/28,2.828940278882E+14
2018/08/29,2.7799938930125E+14
2018/08/30,2.7956742033292E+14
2018/08/31,2.8033900585015E+14
2018/09/01,2.775352208293E+14
2018/09/02,2.7483300180897E+14
2018/09/03,2.7489378852177E+14
2018/09/04,2.7676794458318E+14
2018/09/05,2.769906151727E+14
2018/09/06,2.7691171320409E+14
2018/09/07,2.7227529156814E+14
2018/09/08,2.7122543333133E+14
2018/09/09,2.5773541422014E+14
2018/09/10,2.6072092002168E+14
2018/09/11,2.5558589466185E+14
2018/09/12,252567872314844
2018/09/13,2.4630357173346E+14
2018/09/14,2.5357914585814E+14
2018/09/15,2.5442559179369E+14
2018/09/16,253288140325948
2018/09/17,2.5425119995742E+14
2018/09/18,2.5359335435726E+14
2018/09/19,2.5770361039932E+14
2018/09/20,2.5665943971881E+14
2018/09/21,2.5538697127733E+14
2018/09/22,2.6287897434646E+14
2018/09/23,2.603659572158E+14
2018/09/24,2.6171482413626E+14
2018/09/25,2.5936428039862E+14
2018/09/26,2.6670373051802E+14
2018/09/27,2.6546693905531E+14
2018/09/28,2.6443019778402E+14
2018/09/29,2.599311233669E+14
2018/09/30,2.6374682044443E+14
2018/10/01,2.590299816775E+14
2018/10/02,2.5945475182976E+14
2018/10/03,2.5811093101658E+14
2018/10/04,2.6128947695499E+14
2018/10/05,2.5992570510188E+14
2018/10/06,2.6182706381842E+14
2018/10/07,2.6377688685805E+14
2018/10/08,2.6606798570671E+14
2018/10/09,2.6351024177136E+14
2018/10/10,2.637760374296E+14
2018/10/11,2.5956784148446E+14
2018/10/12,2.5924313864648E+14
2018/10/13,2.5688226797927E+14
2018/10/14,2.5921181868798E+14
2018/10/15,2.569571477248E+14
2018/10/16,2.5724884602608E+14
2018/10/17,2.5595230499815E+14
2018/10/18,2.6041653924800E+14
2018/10/19,2.5698198564127E+14
2018/10/20,2.5399220909652E+14
2018/10/21,2.508936639263E+14
2018/10/22,2.4839569516578E+14
2018/10/23,2.5129572307955E+14
2018/10/24,2.5262736623859E+14
2018/10/25,2.4853354358087E+14
2018/10/26,2.4743244303746E+14
2018/10/27,2.4911864167133E+14
2018/10/28,2.472481252445E+14
2018/10/29,2.4497585422388E+14
2018/10/30,2.4618161209534E+14
2018/10/31,2.509129350326E+14
2018/11/01,2.4399781267527E+14
2018/11/02,2.382691054361E+14
2018/11/03,2.3809004692831E+14
2018/11/04,2.4217246506637E+14
2018/11/05,2.403957123554E+14
2018/11/06,240599815090119
2018/11/07,2.4232179402437E+14
2018/11/08,2.4432965405855E+14
2018/11/09,2.3931058971763E+14
2018/11/10,2.41532454115E+14
2018/11/11,2.4647210460189E+14
2018/11/12,2.4014695534702E+14
2018/11/13,2.420464470636E+14
2018/11/14,2.4268860989385E+14
2018/11/15,2.4148469789068E+14
2018/11/16,2.4582443068914E+14
2018/11/17,2.3674760628543E+14
2018/11/18,2.3736596482208E+14
2018/11/19,2.3463357897625E+14
2018/11/20,2.3029524243772E+14
2018/11/21,2.215667960823E+14
2018/11/22,2.1568954790534E+14
2018/11/23,2.18429979513E+14
2018/11/24,2.1603345906309E+14
2018/11/25,212245886270272
2018/11/26,2.1210050121817E+14
2018/11/27,1.9509260988256E+14
2018/11/28,1.8756400366441E+14
2018/11/29,1.9063876292975E+14
2018/11/30,1.8967149848823E+14
2018/12/01,1.9444898503411E+14
2018/12/02,1.8614763150818E+14
2018/12/03,1.8569607235558E+14
2018/12/04,1.8976746472167E+14
2018/12/05,1.8516675195451E+14
2018/12/06,1.8846476942623E+14
2018/12/07,1.800362744663E+14
2018/12/08,1.7632949609810E+14
2018/12/09,1.7477914636742E+14
2018/12/10,1.845697821988E+14
2018/12/11,1.7771173886268E+14
2018/12/12,1.7276292419438E+14
2018/12/13,1.7117608498992E+14
2018/12/14,1.6794946425729E+14
2018/12/15,1.7197261548507E+14
2018/12/16,1.6942863830209E+14
2018/12/17,1.668139387698E+14
2018/12/18,1.6333044629718E+14
2018/12/19,1.6521054667342E+14
2018/12/20,1.6423089197602E+14
2018/12/21,1.6613490876641E+14
2018/12/22,1.6832496969147E+14
2018/12/23,1.6931456104341E+14
2018/12/24,1.7712019971516E+14
2018/12/25,1.8255677129375E+14
2018/12/26,1.896501147798E+14
2018/12/27,1.8449382771244E+14
2018/12/28,181439076633581
2018/12/29,1.8209686350526E+14
2018/12/30,1.8308071760918E+14
2018/12/31,1.8554989287369E+14
2019/01/01,1.748322461864E+14
2019/01/02,1.8086068991010E+14
2019/01/03,1.8123577783532E+14
2019/01/04,1.8042235637115E+14
2019/01/05,1.8549283726762E+14
2019/01/06,1.8714761786676E+14
2019/01/07,1.902990310866E+14
2019/01/08,1.8497505307482E+14
2019/01/09,190204811642950
2019/01/10,1.8624920135522E+14
2019/01/11,1.8679992225219E+14
2019/01/12,1.811328069445E+14
2019/01/13,1.8251352485334E+14
2019/01/14,184944123912811
2019/01/15,1.8870569814158E+14
2019/01/16,1.7951936695596E+14
2019/01/17,1.7772619323659E+14
2019/01/18,1.7773436850905E+14
2019/01/19,1.8450202517382E+14
2019/01/20,1.8452399538922E+14
2019/01/21,1.7814458305238E+14
2019/01/22,1.8001299125368E+14
2019/01/23,168485386774165
2019/01/24,1.7525101069327E+14
2019/01/25,1.7563312694454E+14
2019/01/26,1.709912735258E+14
2019/01/27,1.6865595159030E+14
2019/01/28,1.5594980467635E+14
2019/01/29,1.468709179133E+14
2019/01/30,1.4529037527149E+14
2019/01/31,1.5001546077865E+14
2019/02/01,1.4310905577605E+14
2019/02/02,1.4302926863993E+14
2019/02/03,1.3914872719576E+14
2019/02/04,1.4105608028004E+14
2019/02/05,1.415891129887E+14
2019/02/06,1.3943391877559E+14
2019/02/07,1.3944529852796E+14
2019/02/08,1.4245607099844E+14
2019/02/09,141181235002700
2019/02/10,1.4511707500925E+14
2019/02/11,1.422349535558E+14
2019/02/12,1.4754498932191E+14
2019/02/13,1.4256080656426E+14
2019/02/14,1.4032175654086E+14
2019/02/15,1.3994855611637E+14
2019/02/16,1.4400338968336E+14
2019/02/17,1.4051413652218E+14
2019/02/18,1.4477906282557E+14
2019/02/19,1.5408479465057E+14
2019/02/20,1.5291432349416E+14
2019/02/21,1.5202971860482E+14
2019/02/22,150085495942770
2019/02/23,1.6000018602246E+14
2019/02/24,1.5616619816438E+14
2019/02/25,1.540981246662E+14
2019/02/26,1.5644806010113E+14
2019/02/27,1.5610023459279E+14
2019/02/28,1.5767825743596E+14
2019/03/01,1.5299883894201E+14
2019/03/02,1.5308794529812E+14
2019/03/03,1.5152338395858E+14
2019/03/04,150437211268352
2019/03/05,1.5278582374657E+14
2019/03/06,1.5132764175048E+14
2019/03/07,1.5187288530185E+14
2019/03/08,1.5345921825273E+14
2019/03/09,1.486359538406E+14
2019/03/10,1.5228255658677E+14
2019/03/11,1.4870411873709E+14
2019/03/12,1.4794278011546E+14
2019/03/13,1.4644284821920E+14
2019/03/14,1.47583348253E+14
2019/03/15,1.473736889098E+14
2019/03/16,1.5310305563118E+14
2019/03/17,1.5085812995405E+14
2019/03/18,1.486246146261E+14
2019/03/19,1.4422846343432E+14
2019/03/20,1.5020792175933E+14
2019/03/21,1.4805404540372E+14
2019/03/22,1.4679135673756E+14
2019/03/23,1.4743684454537E+14
2019/03/24,1.4724901063884E+14
2019/03/25,1.4700541040362E+14
2019/03/26,1.4248079522322E+14
2019/03/27,1.4159160399436E+14
2019/03/28,1.4142294347531E+14
2019/03/29,141971090093478
2019/03/30,1.3677664327124E+14
2019/03/31,1.377836674631E+14
2019/04/01,1.4505051567771E+14
2019/04/02,1.4340547180061E+14
2019/04/03,142103799034470
2019/04/04,1.4666199131937E+14
2019/04/05,1.4544723243515E+14
2019/04/06,1.4662179793628E+14
2019/04/07,1.4574748768134E+14
2019/04/08,1.4657025310724E+14
2019/04/09,1.4771724013403E+14
2019/04/10,1.5104700578368E+14
2019/04/11,1.5041168611046E+14
2019/04/12,1.4933457946901E+14
2019/04/13,1.5208770166732E+14
2019/04/14,1.5389421197613E+14
2019/04/15,1.5438551094743E+14
2019/04/16,1.5177283928530E+14
2019/04/17,1.4799268273259E+14
2019/04/18,1.4758071936633E+14
2019/04/19,1.5083650886045E+14
2019/04/20,1.4941394958775E+14
2019/04/21,1.5056856061054E+14
2019/04/22,1.5219490282665E+14
2019/04/23,1.5050146092257E+14
2019/04/24,1.4763750108807E+14
2019/04/25,148050520316693
2019/04/26,148880326805881
2019/04/27,1.515907777357E+14
2019/04/28,1.5003807749324E+14
2019/04/29,1.5249765819423E+14
2019/04/30,1.5403458376954E+14
2019/05/01,1.5370204866393E+14
2019/05/02,1.5230324984032E+14
2019/05/03,1.4972587070839E+14
2019/05/04,1.5729149359537E+14
2019/05/05,1.5628274906538E+14
2019/05/06,1.5237284211664E+14
2019/05/07,1.5524745470405E+14
2019/05/08,1.5373614769358E+14
2019/05/09,1.5424823109277E+14
2019/05/10,1.5475631077768E+14
2019/05/11,1.5501547596190E+14
2019/05/12,1.5776981403625E+14
2019/05/13,155728028777384
2019/05/14,1.6088255578408E+14
2019/05/15,1.630034252459E+14
2019/05/16,161371049411188
2019/05/17,1.7092520469233E+14
2019/05/18,1.7170316533665E+14
2019/05/19,1.6819581256107E+14
2019/05/20,1.6552740755575E+14
2019/05/21,1.6307580279785E+14
2019/05/22,1.6493401635679E+14
2019/05/23,1.6241733403895E+14
2019/05/24,1.5970960700421E+14
2019/05/25,1.6222148697204E+14
2019/05/26,1.6102029396316E+14
2019/05/27,1.657979754408E+14
2019/05/28,161346485177960
2019/05/29,1.7151230494317E+14
2019/05/30,1.680165676488E+14
2019/05/31,1.6905474919181E+14
2019/06/01,1.690340062969E+14
2019/06/02,1.7047344971265E+14
2019/06/03,1.6319243606613E+14
2019/06/04,1.6451134108165E+14
2019/06/05,1.6209239033755E+14
2019/06/06,1.6840981043987E+14
2019/06/07,1.6764608904785E+14
2019/06/08,1.6302352182316E+14
2019/06/09,1.5977522053007E+14
2019/06/10,163748001671568
2019/06/11,1.6156734706341E+14
2019/06/12,1.6126483064527E+14
2019/06/13,1.5872020728892E+14
2019/06/14,1.598317380928E+14
2019/06/15,1.6016376246382E+14
2019/06/16,1.6077912183043E+14
2019/06/17,161705699598850
2019/06/18,1.5997038217225E+14
2019/06/19,1.6297343325831E+14
2019/06/20,1.6208431488361E+14
2019/06/21,1.5940539954121E+14
2019/06/22,1.5981621152416E+14
2019/06/23,1.6233325679798E+14
2019/06/24,1.6614950120355E+14
2019/06/25,1.6702230014471E+14
2019/06/26,1.7444732976004E+14
2019/06/27,1.7258329039261E+14
2019/06/28,1.7000869557652E+14
2019/06/29,1.7466528499423E+14
2019/06/30,1.7449397001133E+14
2019/07/01,1.7245837158909E+14
2019/07/02,1.7518183310752E+14
2019/07/03,1.69417809531E+14
2019/07/04,168942379734973
2019/07/05,1.6904707955416E+14
2019/07/06,174357424821090
2019/07/07,1.7199833423110E+14
2019/07/08,1.7071853503922E+14
2019/07/09,1.7456734923617E+14
2019/07/10,1.7522048282995E+14
2019/07/11,1.7935197535753E+14
2019/07/12,1.7929968176047E+14
2019/07/13,1.7873506725303E+14
2019/07/14,1.8207888496461E+14
2019/07/15,1.8001377137101E+14
2019/07/16,1.7483219742131E+14
2019/07/17,1.7965630311105E+14
2019/07/18,1.797851319067E+14
2019/07/19,1.7365292288667E+14
2019/07/20,1.7784681511804E+14
2019/07/21,1.7323164949032E+14
2019/07/22,1.7277501211507E+14
2019/07/23,1.7548342789347E+14
2019/07/24,1.7689987905285E+14
2019/07/25,1.7533507266251E+14
2019/07/26,1.7439765770062E+14
2019/07/27,179361369975017
2019/07/28,1.7641890764933E+14
2019/07/29,1.7561368974909E+14
2019/07/30,1.8031408485845E+14
2019/07/31,1.7490998104428E+14
2019/08/01,1.7321852591816E+14
2019/08/02,1.7608145797404E+14
2019/08/03,1.784060458942E+14
2019/08/04,1.8073076983356E+14
2019/08/05,1.8323506535843E+14
2019/08/06,1.8282053912363E+14
2019/08/07,1.8430121573713E+14
2019/08/08,1.8291262617327E+14
2019/08/09,1.8112338485883E+14
2019/08/10,1.8622181493867E+14
2019/08/11,1.8170599854133E+14
2019/08/12,1.8450750516289E+14
2019/08/13,1.8396793890293E+14
2019/08/14,1.8288981384357E+14
2019/08/15,1.8281467012727E+14
2019/08/16,1.8271597639499E+14
2019/08/17,1.8656617924602E+14
2019/08/18,1.7954555530983E+14
2019/08/19,1.7994377661895E+14
2019/08/20,1.7876288802014E+14
2019/08/21,1.7755201261562E+14
2019/08/22,1.7128110864843E+14
2019/08/23,1.775867568367E+14
2019/08/24,1.7308143130264E+14
2019/08/25,1.7476018428971E+14
2019/08/26,1.7708906731117E+14
2019/08/27,1.70421961393E+14
2019/08/28,1.7371090959824E+14
2019/08/29,1.7920639841250E+14
2019/08/30,1.8047705475616E+14
2019/08/31,1.77972338566E+14
2019/09/01,1.766917519524E+14
2019/09/02,1.7857387977842E+14
2019/09/03,1.7904311841375E+14
2019/09/04,1.7508251194113E+14
2019/09/05,1.7818419626551E+14
2019/09/06,1.7271317632204E+14
2019/09/07,1.8108944533728E+14
2019/09/08,1.804489041259E+14
2019/09/09,1.7711184898339E+14
2019/09/10,1.7839470759404E+14
2019/09/11,1.7903934989275E+14
2019/09/12,1.8553196564407E+14
2019/09/13,1.8142053585815E+14
2019/09/14,1.8480000373848E+14
2019/09/15,1.8358985547341E+14
2019/09/16,1.8929146857464E+14
2019/09/17,1.9200523703039E+14
2019/09/18,1.9601590478794E+14
2019/09/19,1.9048089677402E+14
2019/09/20,1.9368522458422E+14
2019/09/21,1.9894145058837E+14
2019/09/22,1.9270310206563E+14
2019/09/23,1.9933337341822E+14
2019/09/24,1.9130301000408E+14
2019/09/25,1.9667708101646E+14
2019/09/26,1.9728862297079E+14
2019/09/27,1.9462880352891E+14
2019/09/28,1.9569648827012E+14
2019/09/29,1.9444716537969E+14
2019/09/30,1.9328409240418E+14
2019/10/01,1.9411151927717E+14
2019/10/02,1.8810560880258E+14
2019/10/03,1.8687474104199E+14
2019/10/04,1.8823358476946E+14
2019/10/05,1.8877920719204E+14
2019/10/06,1.8970381959457E+14
2019/10/07,1.875210797575E+14
2019/10/08,1.8623703100161E+14
2019/10/09,1.8563032228517E+14
2019/10/10,1.8884799418755E+14
2019/10/11,1.9381913637567E+14
2019/10/12,1.8709163622616E+14
2019/10/13,1.9288602817179E+14
2019/10/14,1.8873019430768E+14
2019/10/15,1.995989803765E+14
2019/10/16,1.9398356812444E+14
2019/10/17,1.931637091499E+14
2019/10/18,1.8701700519613E+14
2019/10/19,1.9313398014845E+14
2019/10/20,1.935239765943E+14
2019/10/21,1.8599840151245E+14
2019/10/22,1.8761305470363E+14
2019/10/23,1.9438502871763E+14
2019/10/24,1.8950952417072E+14
2019/10/25,1.8291894442689E+14
2019/10/26,1.8759100010771E+14
2019/10/27,1.823154546119E+14
2019/10/28,1.8469940062206E+14
2019/10/29,1.8568617620099E+14
2019/10/30,1.8895440468855E+14
2019/10/31,1.8892236160445E+14
2019/11/01,1.9044495446315E+14
2019/11/02,1.8750081589574E+14
2019/11/03,1.8636850931826E+14
2019/11/04,1.8311630230783E+14
2019/11/05,1.8562885510398E+14
2019/11/06,1.8815938244018E+14
2019/11/07,1.8790069095068E+14
2019/11/08,1.861111041745E+14
2019/11/09,1.8561886148103E+14
2019/11/10,1.8599038100675E+14
2019/11/11,1.8381580280004E+14
2019/11/12,1.8649479088204E+14
2019/11/13,1.8981780020516E+14
2019/11/14,1.8574348352331E+14
2019/11/15,1.843377001503E+14
2019/11/16,1.8070945763037E+14
2019/11/17,185678062380412
2019/11/18,1.8617013884302E+14
2019/11/19,1.7533911269898E+14
2019/11/20,1.7368798580044E+14
2019/11/21,1.8308939466808E+14
2019/11/22,1.7807144256144E+14
2019/11/23,1.8052643100584E+14
2019/11/24,1.8043468709053E+14
2019/11/25,1.8359497322317E+14
2019/11/26,1.6890096942563E+14
2019/11/27,1.7486493105223E+14
2019/11/28,1.7431114413512E+14
2019/11/29,1.7401122491190E+14
2019/11/30,1.7638561323304E+14
2019/12/01,172298729343831
2019/12/02,1.7586951550091E+14
2019/12/03,1.7889550593607E+14
2019/12/04,1.7503902713323E+14
2019/12/05,1.7271799953402E+14
2019/12/06,1.7119418155036E+14
2019/12/07,1.7627531592543E+14
2019/12/08,1.6937181027642E+14
2019/12/09,1.7205835405379E+14
2019/12/10,1.7923775756657E+14
2019/12/11,1.7187979721173E+14
2019/12/12,1.7414558230518E+14
2019/12/13,1.7445389219494E+14
2019/12/14,1.7595627250741E+14
2019/12/15,1.7456585390044E+14
2019/12/16,1.7270905007006E+14
2019/12/17,1.6500181783955E+14
2019/12/18,1.5784131483383E+14
2019/12/19,1.57298397126E+14
2019/12/20,1.5217685711307E+14
2019/12/21,1.5629853429803E+14
2019/12/22,1.5370263893087E+14
2019/12/23,1.5444528816957E+14
2019/12/24,1.5468056935162E+14
2019/12/25,150672571975632
2019/12/26,150038014397430
2019/12/27,151235482854918
2019/12/28,154455783538962
2019/12/29,1.5487629215252E+14
2019/12/30,1.5465279039504E+14
2019/12/31,1.526270955258E+14
2020/01/01,1.4742024063522E+14
2020/01/02,1.5347364790719E+14
2020/01/03,1.579078783834E+14
2020/01/04,1.6610617149594E+14
2020/01/05,1.6083026636128E+14
2020/01/06,1.6349055656311E+14
2020/01/07,1.671713373675E+14
2020/01/08,1.638042730233E+14
2020/01/09,1.5978108820827E+14
2020/01/10,1.655320699263E+14
2020/01/11,1.6670568983283E+14
2020/01/12,1.6517116322641E+14
2020/01/13,1.6517729382283E+14
2020/01/14,1.6495671286229E+14
2020/01/15,1.6767178870544E+14
2020/01/16,1.6525470287048E+14
2020/01/17,1.6710308707043E+14
2020/01/18,1.6437072538727E+14
2020/01/19,1.6576997700536E+14
2020/01/20,1.6591243412553E+14
2020/01/21,1.6744330066382E+14
2020/01/22,1.6465847905852E+14
2020/01/23,1.6659665951648E+14
2020/01/24,1.6824136945152E+14
2020/01/25,1.6590502885998E+14
2020/01/26,1.6382351858201E+14
2020/01/27,1.6549725984808E+14
2020/01/28,1.6223338267564E+14
2020/01/29,1.6619606575114E+14
2020/01/30,1.6200579586758E+14
2020/01/31,1.6394713626876E+14
2020/02/01,1.6128031899126E+14
2020/02/02,1.6636697983717E+14
2020/02/03,1.6595613598313E+14
2020/02/04,1.6922781186303E+14
2020/02/05,1.6635051274826E+14
2020/02/06,1.6722756232094E+14
2020/02/07,1.6695779987416E+14
2020/02/08,1.6978374204304E+14
2020/02/09,1.6714084226651E+14
2020/02/10,1.6912396117794E+14
2020/02/11,1.7101113492033E+14
2020/02/12,1.7198683545254E+14
2020/02/13,1.7467573282711E+14
2020/02/14,1.7620152852447E+14
2020/02/15,1.7594628089973E+14
2020/02/16,1.7747660493854E+14
2020/02/17,1.7705095654034E+14
2020/02/18,1.781776834204E+14
2020/02/19,1.8638502942264E+14
2020/02/20,1.7971464534725E+14
2020/02/21,1.7690017939922E+14
2020/02/22,1.8162179643601E+14
2020/02/23,1.8019209914403E+14
2020/02/24,1.8237720260746E+14
2020/02/25,1.7763489166935E+14
2020/02/26,1.7998194092751E+14
2020/02/27,1.8606695163479E+14
2020/02/28,1.8193970024441E+14
2020/02/29,1.8208044890774E+14
2020/03/01,1.7999677460426E+14
2020/03/02,1.7867258800277E+14
2020/03/03,1.8043358542156E+14
2020/03/04,1.8274999330473E+14
2020/03/05,1.810843725503E+14
2020/03/06,1.7835178519188E+14
2020/03/07,1.8127986228415E+14
2020/03/08,1.858838547677E+14
2020/03/09,1.8183171152188E+14
2020/03/10,1.8224576457139E+14
2020/03/11,1.7946604506878E+14
2020/03/12,181886101731627
2020/03/13,1.7555646830568E+14
2020/03/14,1.7270528545777E+14
2020/03/15,1.7395753713963E+14
2020/03/16,1.7489802015016E+14
2020/03/17,1.7000240757951E+14
2020/03/18,1.7436156249943E+14
2020/03/19,1.7488977988919E+14
2020/03/20,1.7403686663135E+14
2020/03/21,1.8009709993744E+14
2020/03/22,1.7118244882886E+14
2020/03/23,1.7518583637679E+14
2020/03/24,1.7794971919938E+14
2020/03/25,1.7564989204520E+14
2020/03/26,1.7609040142974E+14
2020/03/27,1.7647854623267E+14
2020/03/28,1.75746811185E+14
2020/03/29,1.795383283678E+14
2020/03/30,1.7853406425152E+14
2020/03/31,1.7393677621701E+14
2020/04/01,1.7540152029377E+14
2020/04/02,1.7939412475995E+14
2020/04/03,1.7689717607503E+14
2020/04/04,1.7315165004645E+14
2020/04/05,1.7535879936012E+14
2020/04/06,1.6917565349949E+14
2020/04/07,1.7502491395004E+14
2020/04/08,1.7513953454778E+14
2020/04/09,1.7597299488134E+14
2020/04/10,1.7975007191732E+14
2020/04/11,1.7288446246036E+14
2020/04/12,1.7900219030786E+14
2020/04/13,1.7700514267253E+14
2020/04/14,1.8030517905220E+14
2020/04/15,1.7936941370953E+14
2020/04/16,1.807616063342E+14
2020/04/17,1.7740858322224E+14
2020/04/18,1.7831049597956E+14
2020/04/19,1.7468604556858E+14
2020/04/20,1.7434857543957E+14
2020/04/21,1.7684712061493E+14
2020/04/22,1.7679507715087E+14
2020/04/23,1.8027518495637E+14
2020/04/24,1.7724917268026E+14
2020/04/25,1.7599247530766E+14
2020/04/26,1.7699932399714E+14
2020/04/27,1.7334064409716E+14
2020/04/28,1.7285450778086E+14
2020/04/29,1.7960130577087E+14
2020/04/30,1.8201159606759E+14
2020/05/01,1.8705172392797E+14
2020/05/02,1.8552311529715E+14
2020/05/03,1.8067076230367E+14
2020/05/04,1.874906888691E+14
2020/05/05,1.8687727670893E+14
2020/05/06,1.8086980397877E+14
2020/05/07,1.7885705657143E+14
2020/05/08,1.8284753746604E+14
2020/05/09,1.8143293343873E+14
2020/05/10,1.7965703251747E+14
2020/05/11,1.8037622294476E+14
2020/05/12,1.8001968364357E+14
2020/05/13,1.7984192182091E+14
2020/05/14,1.8279298309067E+14
2020/05/15,1.8497633654562E+14
2020/05/16,1.8001921442167E+14
2020/05/17,1.8622522237737E+14
2020/05/18,1.7981578133064E+14
2020/05/19,1.7724917600574E+14
2020/05/20,183087785726298
2020/05/21,1.784275948312E+14
2020/05/22,1.7827496170234E+14
2020/05/23,1.8376948373644E+14
2020/05/24,1.8276140606780E+14
2020/05/25,1.7823746554997E+14
2020/05/26,1.7922958089649E+14
2020/05/27,1.8284886702606E+14
2020/05/28,1.7863755529872E+14
2020/05/29,1.8102659718696E+14
2020/05/30,1.8344886301333E+14
2020/05/31,1.8640887019912E+14
2020/06/01,1.8265339901298E+14
2020/06/02,1.8508667504034E+14
2020/06/03,1.8656054536725E+14
2020/06/04,1.8736999021343E+14
2020/06/05,1.8607313459982E+14
2020/06/06,1.860584697228E+14
2020/06/07,1.8855685618732E+14
2020/06/08,1.850228702764E+14
2020/06/09,1.8328948419228E+14
2020/06/10,1.7906117057151E+14
2020/06/11,1.8145569275395E+14
2020/06/12,1.8233072171359E+14
2020/06/13,1.8273850520841E+14
2020/06/14,1.8361071729322E+14
2020/06/15,1.8332352716628E+14
2020/06/16,1.8619918709898E+14
2020/06/17,1.8158631458141E+14
2020/06/18,1.830471771647E+14
2020/06/19,1.870635801024E+14
2020/06/20,187915283042914
2020/06/21,1.8758304841766E+14
2020/06/22,1.8414745364585E+14
2020/06/23,1.8765270483652E+14
2020/06/24,1.8900475354524E+14
2020/06/25,1.9162327300277E+14
2020/06/26,1.9150306127336E+14
2020/06/27,1.8773546753652E+14
2020/06/28,1.880458279896E+14
2020/06/29,1.899868636042E+14
2020/06/30,1.8920399723033E+14
2020/07/01,1.8555015084523E+14
2020/07/02,1.8691156320641E+14
2020/07/03,190398643293511
2020/07/04,1.9043935060397E+14
2020/07/05,1.8895106444533E+14
2020/07/06,1.9027585851278E+14
2020/07/07,1.8811088989852E+14
2020/07/08,1.9443775014199E+14
2020/07/09,1.9138956707074E+14
2020/07/10,1.8856839689513E+14
2020/07/11,1.9249100143219E+14
2020/07/12,1.9360361435459E+14
2020/07/13,1.95187487613E+14
2020/07/14,190755179390734
2020/07/15,1.9014708060132E+14
2020/07/16,1.9063917688388E+14
2020/07/17,1.8676617443246E+14
2020/07/18,1.9287969776223E+14
2020/07/19,1.9181952583852E+14
2020/07/20,1.8791846950538E+14
2020/07/21,1.8258124367435E+14
2020/07/22,1.8068878801907E+14
2020/07/23,1.8979369496885E+14
2020/07/24,1.9580064547794E+14
2020/07/25,1.8697481538785E+14
2020/07/26,1.9456091658475E+14
2020/07/27,194653034671786
2020/07/28,2.0056707109847E+14
2020/07/29,2.0159386166768E+14
2020/07/30,1.9645582369427E+14
2020/07/31,1.9102254964656E+14
2020/08/01,1.9516682012224E+14
2020/08/02,2.0061180903031E+14
2020/08/03,1.938625344974E+14
2020/08/04,1.9507538157784E+14
2020/08/05,1.9438686179189E+14
2020/08/06,1.9725355067949E+14
2020/08/07,2.0037431412092E+14
2020/08/08,2.0124165797221E+14
2020/08/09,2.0663664297172E+14
2020/08/10,2.0423276564529E+14
2020/08/11,2.0138251496685E+14
2020/08/12,2.0499392041038E+14
2020/08/13,2.0490685586397E+14
2020/08/14,2.1300084219749E+14
2020/08/15,2.1624787708333E+14
2020/08/16,2.1094514469301E+14
2020/08/17,2.0191729259325E+14
2020/08/18,1.9869818444041E+14
2020/08/19,2.071578401255E+14
2020/08/20,2.1157408764628E+14
2020/08/21,2.163601847771E+14
2020/08/22,2.1301949805128E+14
2020/08/23,2.1857957111699E+14
2020/08/24,2.1562955086599E+14
2020/08/25,2.1654984811292E+14
2020/08/26,2.195231554023E+14
2020/08/27,2.1561628610015E+14
2020/08/28,2.2080785500643E+14
2020/08/29,2.145244712776E+14
2020/08/30,2.1862564612571E+14
2020/08/31,2.1978745234279E+14
2020/09/01,2.2823605928397E+14
2020/09/02,2.2764456501059E+14
2020/09/03,2.2299238739038E+14
2020/09/04,2.3442554960353E+14
2020/09/05,2.3342934967249E+14
2020/09/06,2.4168701319703E+14
2020/09/07,2.4127702232192E+14
2020/09/08,2.3930532343282E+14
2020/09/09,2.3749600523998E+14
2020/09/10,2.3409933247435E+14
2020/09/11,2.4183145127760E+14
2020/09/12,2.4662006308753E+14
2020/09/13,2.4579261310045E+14
2020/09/14,2.429931722116E+14
2020/09/15,2.4628690457672E+14
2020/09/16,2.4050706237161E+14
2020/09/17,2.5408818809246E+14
2020/09/18,2.4463934892904E+14
2020/09/19,2.4914504666267E+14
2020/09/20,2.5213979417186E+14
2020/09/21,2.5553073790779E+14
2020/09/22,249374655409107
2020/09/23,2.5626957986176E+14
2020/09/24,2.4809326889004E+14
2020/09/25,2.4777620441506E+14
2020/09/26,2.5419723655286E+14
2020/09/27,2.5251469095955E+14
2020/09/28,2.5138753941999E+14
2020/09/29,2.5089483933444E+14
2020/09/30,2.5321016715125E+14
2020/10/01,2.5300202347707E+14
2020/10/02,2.5436266352709E+14
2020/10/03,2.4944952056257E+14
2020/10/04,2.5132604229624E+14
2020/10/05,2.5497180258829E+14
2020/10/06,2.6537372503715E+14
2020/10/07,2.5937696604273E+14
2020/10/08,2.5459422682082E+14
2020/10/09,2.5775565081055E+14
2020/10/10,2.6252614528762E+14
2020/10/11,2.6073673751625E+14
2020/10/12,2.5977914889161E+14
2020/10/13,2.6592144207394E+14
2020/10/14,2.6006855905328E+14
