Date,activeaddresses30ema
2016/10/25,24812
2016/10/26,24875
2016/10/27,24922
2016/10/28,24973
2016/10/29,24890
2016/10/30,24657
2016/10/31,24898
2016/11/01,25030
2016/11/02,25178
2016/11/03,25209
2016/11/04,24745
2016/11/05,24630
2016/11/06,24345
2016/11/07,24362
2016/11/08,24296
2016/11/09,24279
2016/11/10,24100
2016/11/11,24105
2016/11/12,24012
2016/11/13,24054
2016/11/14,23895
2016/11/15,23864
2016/11/16,23726
2016/11/17,23593
2016/11/18,23535
2016/11/19,23421
2016/11/20,23365
2016/11/21,23293
2016/11/22,24126
2016/11/23,25519
2016/11/24,25156
2016/11/25,25674
2016/11/26,25241
2016/11/27,24931
2016/11/28,24737
2016/11/29,24449
2016/11/30,24273
2016/12/01,23999
2016/12/02,23899
2016/12/03,23846
2016/12/04,23729
2016/12/05,23591
2016/12/06,23699
2016/12/07,23487
2016/12/08,23309
2016/12/09,23238
2016/12/10,23066
2016/12/11,22948
2016/12/12,22898
2016/12/13,22733
2016/12/14,22724
2016/12/15,22789
2016/12/16,22758
2016/12/17,22640
2016/12/18,22431
2016/12/19,22497
2016/12/20,22584
2016/12/21,22619
2016/12/22,23069
2016/12/23,23094
2016/12/24,22971
2016/12/25,22727
2016/12/26,22491
2016/12/27,22337
2016/12/28,22254
2016/12/29,22236
2016/12/30,22176
2016/12/31,22189
2017/01/01,21999
2017/01/02,21942
2017/01/03,21898
2017/01/04,22198
2017/01/05,22505
2017/01/06,22663
2017/01/07,22709
2017/01/08,22664
2017/01/09,22794
2017/01/10,22808
2017/01/11,22877
2017/01/12,22953
2017/01/13,22914
2017/01/14,22807
2017/01/15,22731
2017/01/16,22826
2017/01/17,22903
2017/01/18,22874
2017/01/19,22888
2017/01/20,22976
2017/01/21,22957
2017/01/22,22931
2017/01/23,22916
2017/01/24,22987
2017/01/25,22931
2017/01/26,22890
2017/01/27,22843
2017/01/28,22770
2017/01/29,22675
2017/01/30,22678
2017/01/31,22651
2017/02/01,22671
2017/02/02,22708
2017/02/03,22697
2017/02/04,22776
2017/02/05,22885
2017/02/06,22941
2017/02/07,22987
2017/02/08,23068
2017/02/09,23142
2017/02/10,23278
2017/02/11,23233
2017/02/12,23259
2017/02/13,23531
2017/02/14,23805
2017/02/15,24081
2017/02/16,24245
2017/02/17,24373
2017/02/18,24565
2017/02/19,24612
2017/02/20,24779
2017/02/21,24906
2017/02/22,24997
2017/02/23,25050
2017/02/24,25312
2017/02/25,25440
2017/02/26,25564
2017/02/27,25818
2017/02/28,26361
2017/03/01,26916
2017/03/02,27996
2017/03/03,28670
2017/03/04,29065
2017/03/05,29336
2017/03/06,29712
2017/03/07,29878
2017/03/08,30071
2017/03/09,30514
2017/03/10,30887
2017/03/11,31311
2017/03/12,31914
2017/03/13,33298
2017/03/14,34123
2017/03/15,35034
2017/03/16,37170
2017/03/17,39086
2017/03/18,40120
2017/03/19,40642
2017/03/20,41206
2017/03/21,41753
2017/03/22,42062
2017/03/23,42334
2017/03/24,43132
2017/03/25,43628
2017/03/26,43745
2017/03/27,44178
2017/03/28,44476
2017/03/29,44858
2017/03/30,45860
2017/03/31,47257
2017/04/01,47246
2017/04/02,47697
2017/04/03,48806
2017/04/04,49100
2017/04/05,49378
2017/04/06,50247
2017/04/07,50178
2017/04/08,49744
2017/04/09,49235
2017/04/10,49045
2017/04/11,48794
2017/04/12,48781
2017/04/13,48928
2017/04/14,48938
2017/04/15,48735
2017/04/16,48158
2017/04/17,47821
2017/04/18,48010
2017/04/19,48198
2017/04/20,48600
2017/04/21,48409
2017/04/22,48138
2017/04/23,47986
2017/04/24,48187
2017/04/25,48292
2017/04/26,48865
2017/04/27,50226
2017/04/28,51014
2017/04/29,51470
2017/04/30,52098
2017/05/01,53351
2017/05/02,54317
2017/05/03,54767
2017/05/04,56210
2017/05/05,57435
2017/05/06,57823
2017/05/07,58744
2017/05/08,60315
2017/05/09,61411
2017/05/10,62203
2017/05/11,63314
2017/05/12,63763
2017/05/13,63649
2017/05/14,63867
2017/05/15,64759
2017/05/16,65568
2017/05/17,65960
2017/05/18,67523
2017/05/19,70202
2017/05/20,70816
2017/05/21,72112
2017/05/22,74751
2017/05/23,77787
2017/05/24,80572
2017/05/25,83156
2017/05/26,85051
2017/05/27,85740
2017/05/28,86226
2017/05/29,87144
2017/05/30,88688
2017/05/31,90855
2017/06/01,93927
2017/06/02,95392
2017/06/03,96730
2017/06/04,98056
2017/06/05,99871
2017/06/06,102333
2017/06/07,104307
2017/06/08,105661
2017/06/09,108094
2017/06/10,110758
2017/06/11,114453
2017/06/12,120728
2017/06/13,125930
2017/06/14,129531
2017/06/15,133357
2017/06/16,135592
2017/06/17,137449
2017/06/18,139568
2017/06/19,142926
2017/06/20,146035
2017/06/21,146756
2017/06/22,150625
2017/06/23,153983
2017/06/24,155699
2017/06/25,155711
2017/06/26,160988
2017/06/27,162376
2017/06/28,164060
2017/06/29,165274
2017/06/30,166070
2017/07/01,166368
2017/07/02,166792
2017/07/03,169016
2017/07/04,170588
2017/07/05,171190
2017/07/06,171553
2017/07/07,173612
2017/07/08,172729
2017/07/09,171285
2017/07/10,173161
2017/07/11,174471
2017/07/12,175276
2017/07/13,174524
2017/07/14,173859
2017/07/15,172744
2017/07/16,172067
2017/07/17,171607
2017/07/18,172031
2017/07/19,172575
2017/07/20,172696
2017/07/21,172161
2017/07/22,170108
2017/07/23,170967
2017/07/24,170834
2017/07/25,170296
2017/07/26,169038
2017/07/27,168325
2017/07/28,168104
2017/07/29,166231
2017/07/30,165048
2017/07/31,166375
2017/08/01,165407
2017/08/02,165076
2017/08/03,164529
2017/08/04,165133
2017/08/05,165679
2017/08/06,166036
2017/08/07,167319
2017/08/08,170400
2017/08/09,171785
2017/08/10,175313
2017/08/11,178854
2017/08/12,181159
2017/08/13,183083
2017/08/14,188870
2017/08/15,193902
2017/08/16,198675
2017/08/17,203641
2017/08/18,209131
2017/08/19,210855
2017/08/20,210180
2017/08/21,212871
2017/08/22,213697
2017/08/23,215998
2017/08/24,216654
2017/08/25,217960
2017/08/26,216184
2017/08/27,215055
2017/08/28,216102
2017/08/29,218983
2017/08/30,222104
2017/08/31,225529
2017/09/01,227715
2017/09/02,227363
2017/09/03,225510
2017/09/04,230316
2017/09/05,234223
2017/09/06,239078
2017/09/07,241201
2017/09/08,243693
2017/09/09,243737
2017/09/10,241538
2017/09/11,241547
2017/09/12,244058
2017/09/13,243959
2017/09/14,245463
2017/09/15,249452
2017/09/16,248292
2017/09/17,244599
2017/09/18,245045
2017/09/19,243961
2017/09/20,242300
2017/09/21,240128
2017/09/22,236058
2017/09/23,231866
2017/09/24,228607
2017/09/25,226788
2017/09/26,224522
2017/09/27,222852
2017/09/28,222242
2017/09/29,221936
2017/09/30,219879
2017/10/01,217066
2017/10/02,216019
2017/10/03,215531
2017/10/04,213987
2017/10/05,212902
2017/10/06,211769
2017/10/07,209981
2017/10/08,208636
2017/10/09,208002
2017/10/10,209518
2017/10/11,210341
2017/10/12,211366
2017/10/13,214267
2017/10/14,214201
2017/10/15,213518
2017/10/16,213097
2017/10/17,216266
2017/10/18,217547
2017/10/19,218188
2017/10/20,220224
2017/10/21,221440
2017/10/22,223582
2017/10/23,225238
2017/10/24,227188
2017/10/25,227434
2017/10/26,228252
2017/10/27,228818
2017/10/28,214056
2017/10/29,200246
2017/10/30,187327
2017/10/31,192564
2017/11/01,198453
2017/11/02,206240
2017/11/03,210227
2017/11/04,210358
2017/11/05,210158
2017/11/06,212544
2017/11/07,214943
2017/11/08,218627
2017/11/09,222490
2017/11/10,225862
2017/11/11,226468
2017/11/12,229561
2017/11/13,231647
2017/11/14,235294
2017/11/15,241516
2017/11/16,244819
2017/11/17,249185
2017/11/18,250611
2017/11/19,252325
2017/11/20,256433
2017/11/21,260654
2017/11/22,264987
2017/11/23,268993
2017/11/24,272108
2017/11/25,274770
2017/11/26,277481
2017/11/27,284366
2017/11/28,292228
2017/11/29,302046
2017/11/30,309654
2017/12/01,314385
2017/12/02,319343
2017/12/03,326242
2017/12/04,333061
2017/12/05,338756
2017/12/06,355245
2017/12/07,358581
2017/12/08,365623
2017/12/09,370349
2017/12/10,373591
2017/12/11,382974
2017/12/12,395468
2017/12/13,410302
2017/12/14,427194
2017/12/15,439089
2017/12/16,449108
2017/12/17,458432
2017/12/18,474067
2017/12/19,494841
2017/12/20,511781
2017/12/21,532121
2017/12/22,551759
2017/12/23,558386
2017/12/24,555207
2017/12/25,552502
2017/12/26,553754
2017/12/27,559300
2017/12/28,566666
2017/12/29,582799
2017/12/30,602941
2017/12/31,606705
2018/01/01,609312
2018/01/02,625855
2018/01/03,648511
2018/01/04,678830
2018/01/05,701822
2018/01/06,718736
2018/01/07,728607
2018/01/08,742204
2018/01/09,758809
2018/01/10,770259
2018/01/11,781408
2018/01/12,786237
2018/01/13,792703
2018/01/14,793300
2018/01/15,803120
2018/01/16,816350
2018/01/17,828377
2018/01/18,835616
2018/01/19,829799
2018/01/20,817992
2018/01/21,814641
2018/01/22,808169
2018/01/23,799160
2018/01/24,789174
2018/01/25,770592
2018/01/26,764747
2018/01/27,752785
2018/01/28,743574
2018/01/29,738659
2018/01/30,731910
2018/01/31,725170
2018/02/01,725368
2018/02/02,724489
2018/02/03,713581
2018/02/04,702499
2018/02/05,696534
2018/02/06,692141
2018/02/07,683587
2018/02/08,667691
2018/02/09,658717
2018/02/10,653209
2018/02/11,643218
2018/02/12,638697
2018/02/13,628945
2018/02/14,620812
2018/02/15,614033
2018/02/16,603291
2018/02/17,593806
2018/02/18,585386
2018/02/19,581508
2018/02/20,581479
2018/02/21,577996
2018/02/22,572083
2018/02/23,564136
2018/02/24,552847
2018/02/25,542786
2018/02/26,538914
2018/02/27,533008
2018/02/28,528844
2018/03/01,522827
2018/03/02,517613
2018/03/03,509052
2018/03/04,499001
2018/03/05,495313
2018/03/06,492007
2018/03/07,495175
2018/03/08,490504
2018/03/09,485144
2018/03/10,477788
2018/03/11,468689
2018/03/12,463895
2018/03/13,459895
2018/03/14,458602
2018/03/15,455562
2018/03/16,450972
2018/03/17,444339
2018/03/18,440943
2018/03/19,440299
2018/03/20,436791
2018/03/21,435258
2018/03/22,431929
2018/03/23,433513
2018/03/24,431518
2018/03/25,423739
2018/03/26,421260
2018/03/27,417171
2018/03/28,411940
2018/03/29,408925
2018/03/30,407322
2018/03/31,402625
2018/04/01,396727
2018/04/02,393744
2018/04/03,393122
2018/04/04,391193
2018/04/05,393256
2018/04/06,393247
2018/04/07,389805
2018/04/08,388693
2018/04/09,389233
2018/04/10,387311
2018/04/11,386188
2018/04/12,388554
2018/04/13,391373
2018/04/14,389685
2018/04/15,388786
2018/04/16,388974
2018/04/17,390798
2018/04/18,391423
2018/04/19,394366
2018/04/20,398662
2018/04/21,403208
2018/04/22,408335
2018/04/23,415296
2018/04/24,422194
2018/04/25,425063
2018/04/26,427177
2018/04/27,427562
2018/04/28,427893
2018/04/29,426825
2018/04/30,428868
2018/05/01,427961
2018/05/02,430530
2018/05/03,435649
2018/05/04,455835
2018/05/05,458362
2018/05/06,458978
2018/05/07,461772
2018/05/08,465647
2018/05/09,470286
2018/05/10,474483
2018/05/11,477350
2018/05/12,481300
2018/05/13,483256
2018/05/14,486457
2018/05/15,488639
2018/05/16,492244
2018/05/17,497384
2018/05/18,501725
2018/05/19,508446
2018/05/20,509954
2018/05/21,510633
2018/05/22,513354
2018/05/23,516594
2018/05/24,518690
2018/05/25,518914
2018/05/26,518889
2018/05/27,520453
2018/05/28,525278
2018/05/29,526888
2018/05/30,528122
2018/05/31,528800
2018/06/01,525933
2018/06/02,525172
2018/06/03,526573
2018/06/04,525932
2018/06/05,524203
2018/06/06,522127
2018/06/07,521038
2018/06/08,516913
2018/06/09,490947
2018/06/10,459273
2018/06/11,461696
2018/06/12,460578
2018/06/13,461322
2018/06/14,461498
2018/06/15,463133
2018/06/16,458365
2018/06/17,456289
2018/06/18,454894
2018/06/19,455839
2018/06/20,457959
2018/06/21,459176
2018/06/22,461265
2018/06/23,460160
2018/06/24,459018
2018/06/25,466334
2018/06/26,465219
2018/06/27,465384
2018/06/28,466749
2018/06/29,467037
2018/06/30,457035
2018/07/01,443083
2018/07/02,432784
2018/07/03,423257
2018/07/04,414011
2018/07/05,407654
2018/07/06,398985
2018/07/07,390540
2018/07/08,386936
2018/07/09,385573
2018/07/10,384610
2018/07/11,382100
2018/07/12,377936
2018/07/13,372268
2018/07/14,365743
2018/07/15,359885
2018/07/16,364643
2018/07/17,369648
2018/07/18,379417
2018/07/19,385620
2018/07/20,387980
2018/07/21,386962
2018/07/22,390237
2018/07/23,396582
2018/07/24,404388
2018/07/25,412211
2018/07/26,416382
2018/07/27,423128
2018/07/28,426079
2018/07/29,429457
2018/07/30,434125
2018/07/31,437557
2018/08/01,440826
2018/08/02,442368
2018/08/03,446418
2018/08/04,446151
2018/08/05,445095
2018/08/06,445258
2018/08/07,442620
2018/08/08,437017
2018/08/09,432041
2018/08/10,404167
2018/08/11,378092
2018/08/12,353699
2018/08/13,359609
2018/08/14,363612
2018/08/15,366280
2018/08/16,371660
2018/08/17,371962
2018/08/18,372273
2018/08/19,371997
2018/08/20,375041
2018/08/21,374241
2018/08/22,374278
2018/08/23,373685
2018/08/24,373659
2018/08/25,373371
2018/08/26,373946
2018/08/27,375907
2018/08/28,377218
2018/08/29,373960
2018/08/30,372917
2018/08/31,371708
2018/09/01,373639
2018/09/02,376546
2018/09/03,379186
2018/09/04,379283
2018/09/05,380168
2018/09/06,379731
2018/09/07,379305
2018/09/08,377605
2018/09/09,376068
2018/09/10,374476
2018/09/11,371515
2018/09/12,368899
2018/09/13,367277
2018/09/14,363970
2018/09/15,358069
2018/09/16,352361
2018/09/17,350977
2018/09/18,347190
2018/09/19,342970
2018/09/20,340352
2018/09/21,339039
2018/09/22,335168
2018/09/23,331640
2018/09/24,328355
2018/09/25,326517
2018/09/26,323436
2018/09/27,321498
2018/09/28,320033
2018/09/29,315756
2018/09/30,314501
2018/10/01,312290
2018/10/02,309790
2018/10/03,311357
2018/10/04,313420
2018/10/05,316761
2018/10/06,321350
2018/10/07,320371
2018/10/08,320803
2018/10/09,321459
2018/10/10,320603
2018/10/11,321437
2018/10/12,321397
2018/10/13,321650
2018/10/14,321307
2018/10/15,323407
2018/10/16,325909
2018/10/17,328466
2018/10/18,329781
2018/10/19,330726
2018/10/20,331004
2018/10/21,329890
2018/10/22,332083
2018/10/23,333130
2018/10/24,333891
2018/10/25,334123
2018/10/26,334898
2018/10/27,333572
2018/10/28,332463
2018/10/29,335483
2018/10/30,338232
2018/10/31,340261
2018/11/01,340784
2018/11/02,338513
2018/11/03,335696
2018/11/04,333357
2018/11/05,334160
2018/11/06,334018
2018/11/07,332747
2018/11/08,331132
2018/11/09,331147
2018/11/10,329453
2018/11/11,330486
2018/11/12,330908
2018/11/13,330461
2018/11/14,330970
2018/11/15,330812
2018/11/16,329773
2018/11/17,327447
2018/11/18,324346
2018/11/19,327611
2018/11/20,329635
2018/11/21,328679
2018/11/22,327100
2018/11/23,325978
2018/11/24,322421
2018/11/25,321153
2018/11/26,320358
2018/11/27,318691
2018/11/28,319285
2018/11/29,317540
2018/11/30,317659
2018/12/01,315153
2018/12/02,312149
2018/12/03,310988
2018/12/04,309405
2018/12/05,309566
2018/12/06,309401
2018/12/07,310443
2018/12/08,312295
2018/12/09,311832
2018/12/10,312854
2018/12/11,311701
2018/12/12,310571
2018/12/13,309667
2018/12/14,308894
2018/12/15,308862
2018/12/16,310025
2018/12/17,310294
2018/12/18,309314
2018/12/19,310205
2018/12/20,311167
2018/12/21,311506
2018/12/22,308523
2018/12/23,307635
2018/12/24,309154
2018/12/25,308135
2018/12/26,307982
2018/12/27,307893
2018/12/28,309084
2018/12/29,309423
2018/12/30,307440
2018/12/31,306847
2019/01/01,304368
2019/01/02,304741
2019/01/03,306404
2019/01/04,305965
2019/01/05,304524
2019/01/06,303291
2019/01/07,304440
2019/01/08,306100
2019/01/09,307413
2019/01/10,308296
2019/01/11,308026
2019/01/12,304109
2019/01/13,301614
2019/01/14,304369
2019/01/15,305042
2019/01/16,303858
2019/01/17,302453
2019/01/18,301614
2019/01/19,299651
2019/01/20,297024
2019/01/21,296133
2019/01/22,294534
2019/01/23,294157
2019/01/24,293327
2019/01/25,292969
2019/01/26,290873
2019/01/27,290259
2019/01/28,292285
2019/01/29,292400
2019/01/30,291877
2019/01/31,291300
2019/02/01,289826
2019/02/02,286515
2019/02/03,282134
2019/02/04,277526
2019/02/05,273441
2019/02/06,270108
2019/02/07,266595
2019/02/08,264866
2019/02/09,261872
2019/02/10,257983
2019/02/11,256246
2019/02/12,255089
2019/02/13,254736
2019/02/14,254366
2019/02/15,254508
2019/02/16,253579
2019/02/17,252303
2019/02/18,255000
2019/02/19,257139
2019/02/20,257678
2019/02/21,257384
2019/02/22,257545
2019/02/23,256834
2019/02/24,257459
2019/02/25,258528
2019/02/26,259595
2019/02/27,260769
2019/02/28,262232
2019/03/01,263983
2019/03/02,264384
2019/03/03,263384
2019/03/04,265573
2019/03/05,267881
2019/03/06,269949
2019/03/07,271484
2019/03/08,273130
2019/03/09,274422
2019/03/10,272778
2019/03/11,272980
2019/03/12,274762
2019/03/13,276076
2019/03/14,277568
2019/03/15,278153
2019/03/16,276819
2019/03/17,276425
2019/03/18,278590
2019/03/19,281301
2019/03/20,284581
2019/03/21,286087
2019/03/22,287923
2019/03/23,287814
2019/03/24,287907
2019/03/25,292111
2019/03/26,295581
2019/03/27,298067
2019/03/28,301086
2019/03/29,303410
2019/03/30,305473
2019/03/31,305680
2019/04/01,311519
2019/04/02,319032
2019/04/03,324854
2019/04/04,326994
2019/04/05,327942
2019/04/06,326607
2019/04/07,326656
2019/04/08,329718
2019/04/09,332207
2019/04/10,333480
2019/04/11,337536
2019/04/12,341190
2019/04/13,340922
2019/04/14,337531
2019/04/15,338211
2019/04/16,338948
2019/04/17,339828
2019/04/18,341020
2019/04/19,343901
2019/04/20,349358
2019/04/21,351434
2019/04/22,354823
2019/04/23,358202
2019/04/24,359247
2019/04/25,359338
2019/04/26,359213
2019/04/27,355201
2019/04/28,352266
2019/04/29,351260
2019/04/30,352337
2019/05/01,354289
2019/05/02,352147
2019/05/03,351301
2019/05/04,348792
2019/05/05,347132
2019/05/06,347698
2019/05/07,347875
2019/05/08,348892
2019/05/09,350215
2019/05/10,352791
2019/05/11,354543
2019/05/12,355088
2019/05/13,359124
2019/05/14,365324
2019/05/15,372466
2019/05/16,380976
2019/05/17,385198
2019/05/18,386031
2019/05/19,386147
2019/05/20,388721
2019/05/21,393549
2019/05/22,396192
2019/05/23,399150
2019/05/24,403097
2019/05/25,405084
2019/05/26,404909
2019/05/27,411150
2019/05/28,416342
2019/05/29,423113
2019/05/30,426420
2019/05/31,430916
2019/06/01,442896
2019/06/02,448742
2019/06/03,451357
2019/06/04,451382
2019/06/05,448632
2019/06/06,451189
2019/06/07,446191
2019/06/08,439967
2019/06/09,438399
2019/06/10,435205
2019/06/11,436743
2019/06/12,444890
2019/06/13,445224
2019/06/14,444823
2019/06/15,446317
2019/06/16,454759
2019/06/17,452491
2019/06/18,452784
2019/06/19,450723
2019/06/20,446822
2019/06/21,447502
2019/06/22,447478
2019/06/23,444721
2019/06/24,444469
2019/06/25,443722
2019/06/26,446762
2019/06/27,446987
2019/06/28,444622
2019/06/29,441213
2019/06/30,435646
2019/07/01,432818
2019/07/02,433824
2019/07/03,433861
2019/07/04,432682
2019/07/05,429627
2019/07/06,424433
2019/07/07,417868
2019/07/08,416038
2019/07/09,416465
2019/07/10,415283
2019/07/11,412242
2019/07/12,411294
2019/07/13,404988
2019/07/14,400536
2019/07/15,400668
2019/07/16,395573
2019/07/17,394962
2019/07/18,392754
2019/07/19,390318
2019/07/20,385438
2019/07/21,379070
2019/07/22,377971
2019/07/23,374734
2019/07/24,370236
2019/07/25,366385
2019/07/26,364991
2019/07/27,362411
2019/07/28,359625
2019/07/29,358842
2019/07/30,361141
2019/07/31,360139
2019/08/01,358031
2019/08/02,357731
2019/08/03,353782
2019/08/04,347372
2019/08/05,350876
2019/08/06,354800
2019/08/07,355946
2019/08/08,356658
2019/08/09,358675
2019/08/10,358502
2019/08/11,356371
2019/08/12,359444
2019/08/13,361343
2019/08/14,363420
2019/08/15,363411
2019/08/16,365081
2019/08/17,363223
2019/08/18,360588
2019/08/19,361477
2019/08/20,363266
2019/08/21,365254
2019/08/22,366169
2019/08/23,368081
2019/08/24,367254
2019/08/25,365517
2019/08/26,366796
2019/08/27,367936
2019/08/28,368059
2019/08/29,368559
2019/08/30,367953
2019/08/31,365907
2019/09/01,363156
2019/09/02,364425
2019/09/03,365117
2019/09/04,365015
2019/09/05,367342
2019/09/06,368806
2019/09/07,367530
2019/09/08,365949
2019/09/09,367549
2019/09/10,366525
2019/09/11,366636
2019/09/12,367041
2019/09/13,364188
2019/09/14,362050
2019/09/15,360259
2019/09/16,362120
2019/09/17,362000
2019/09/18,362455
2019/09/19,361730
2019/09/20,363086
2019/09/21,358939
2019/09/22,353992
2019/09/23,350688
2019/09/24,350832
2019/09/25,350033
2019/09/26,348336
2019/09/27,346525
2019/09/28,343813
2019/09/29,339757
2019/09/30,339238
2019/10/01,338578
2019/10/02,337538
2019/10/03,334549
2019/10/04,331411
2019/10/05,329538
2019/10/06,326834
2019/10/07,325921
2019/10/08,326327
2019/10/09,329031
2019/10/10,330342
2019/10/11,331529
2019/10/12,329823
2019/10/13,326648
2019/10/14,326027
2019/10/15,326805
2019/10/16,326539
2019/10/17,326306
2019/10/18,328561
2019/10/19,328533
2019/10/20,326240
2019/10/21,326480
2019/10/22,326639
2019/10/23,326682
2019/10/24,326676
2019/10/25,327418
2019/10/26,327846
2019/10/27,325792
2019/10/28,326713
