Date,mining_profitability30trx
2016/01/01,-0.792
2016/01/02,-0.764
2016/01/03,-0.735
2016/01/04,-0.705
2016/01/05,-0.674
2016/01/06,-0.643
2016/01/07,-0.611
2016/01/08,-0.579
2016/01/09,-0.545
2016/01/10,-0.51
2016/01/11,-0.475
2016/01/12,-0.438
2016/01/13,-0.399
2016/01/14,-0.361
2016/01/15,-0.32
2016/01/16,-0.28
2016/01/17,-0.239
2016/01/18,-0.195
2016/01/19,-0.151
2016/01/20,-0.104
2016/01/21,-0.055
2016/01/22,-0.006
2016/01/23,0.047
2016/01/24,0.111
2016/01/25,0.185
2016/01/26,0.273
2016/01/27,0.364
2016/01/28,0.46
2016/01/29,0.557
2016/01/30,0.653
2016/01/31,0.744
2016/02/01,0.826
2016/02/02,0.899
2016/02/03,0.967
2016/02/04,1.029
2016/02/05,1.086
2016/02/06,1.139
2016/02/07,1.188
2016/02/08,1.239
2016/02/09,1.297
2016/02/10,1.373
2016/02/11,1.468
2016/02/12,1.593
2016/02/13,1.72
2016/02/14,1.839
2016/02/15,1.956
2016/02/16,2.058
2016/02/17,2.135
2016/02/18,2.192
2016/02/19,2.233
2016/02/20,2.26
2016/02/21,2.274
2016/02/22,2.281
2016/02/23,2.288
2016/02/24,2.294
2016/02/25,2.304
2016/02/26,2.309
2016/02/27,2.31
2016/02/28,2.307
2016/02/29,2.299
2016/03/01,2.291
2016/03/02,2.29
2016/03/03,2.301
2016/03/04,2.317
2016/03/05,2.346
2016/03/06,2.38
2016/03/07,2.409
2016/03/08,2.428
2016/03/09,2.44
2016/03/10,2.453
2016/03/11,2.458
2016/03/12,2.462
2016/03/13,2.468
2016/03/14,2.472
2016/03/15,2.475
2016/03/16,2.479
2016/03/17,2.472
2016/03/18,2.448
2016/03/19,2.412
2016/03/20,2.362
2016/03/21,2.305
2016/03/22,2.245
2016/03/23,2.186
2016/03/24,2.123
2016/03/25,2.053
2016/03/26,1.977
2016/03/27,1.896
2016/03/28,1.815
2016/03/29,1.732
2016/03/30,1.651
2016/03/31,1.569
2016/04/01,1.488
2016/04/02,1.407
2016/04/03,1.328
2016/04/04,1.247
2016/04/05,1.166
2016/04/06,1.084
2016/04/07,1.003
2016/04/08,0.921
2016/04/09,0.838
2016/04/10,0.753
2016/04/11,0.667
2016/04/12,0.58
2016/04/13,0.492
2016/04/14,0.406
2016/04/15,0.322
2016/04/16,0.239
2016/04/17,0.161
2016/04/18,0.087
2016/04/19,0.015
2016/04/20,-0.054
2016/04/21,-0.121
2016/04/22,-0.186
2016/04/23,-0.249
2016/04/24,-0.309
2016/04/25,-0.368
2016/04/26,-0.426
2016/04/27,-0.482
2016/04/28,-0.536
2016/04/29,-0.589
2016/04/30,-0.638
2016/05/01,-0.684
2016/05/02,-0.724
2016/05/03,-0.759
2016/05/04,-0.79
2016/05/05,-0.818
2016/05/06,-0.841
2016/05/07,-0.861
2016/05/08,-0.879
2016/05/09,-0.895
2016/05/10,-0.908
2016/05/11,-0.919
2016/05/12,-0.926
2016/05/13,-0.93
2016/05/14,-0.932
2016/05/15,-0.933
2016/05/16,-0.931
2016/05/17,-0.925
2016/05/18,-0.913
2016/05/19,-0.895
2016/05/20,-0.873
2016/05/21,-0.847
2016/05/22,-0.818
2016/05/23,-0.787
2016/05/24,-0.755
2016/05/25,-0.726
2016/05/26,-0.698
2016/05/27,-0.673
2016/05/28,-0.652
2016/05/29,-0.634
2016/05/30,-0.616
2016/05/31,-0.598
2016/06/01,-0.577
2016/06/02,-0.556
2016/06/03,-0.534
2016/06/04,-0.514
2016/06/05,-0.494
2016/06/06,-0.474
2016/06/07,-0.455
2016/06/08,-0.435
2016/06/09,-0.416
2016/06/10,-0.399
2016/06/11,-0.383
2016/06/12,-0.366
2016/06/13,-0.348
2016/06/14,-0.325
2016/06/15,-0.299
2016/06/16,-0.268
2016/06/17,-0.237
2016/06/18,-0.213
2016/06/19,-0.196
2016/06/20,-0.188
2016/06/21,-0.186
2016/06/22,-0.185
2016/06/23,-0.189
2016/06/24,-0.195
2016/06/25,-0.202
2016/06/26,-0.21
2016/06/27,-0.22
2016/06/28,-0.232
2016/06/29,-0.248
2016/06/30,-0.266
2016/07/01,-0.285
2016/07/02,-0.307
2016/07/03,-0.33
2016/07/04,-0.355
2016/07/05,-0.383
2016/07/06,-0.413
2016/07/07,-0.444
2016/07/08,-0.476
2016/07/09,-0.508
2016/07/10,-0.538
2016/07/11,-0.569
2016/07/12,-0.599
2016/07/13,-0.629
2016/07/14,-0.657
2016/07/15,-0.681
2016/07/16,-0.703
2016/07/17,-0.722
2016/07/18,-0.74
2016/07/19,-0.757
2016/07/20,-0.77
2016/07/21,-0.78
2016/07/22,-0.785
2016/07/23,-0.784
2016/07/24,-0.781
2016/07/25,-0.774
2016/07/26,-0.764
2016/07/27,-0.751
2016/07/28,-0.735
2016/07/29,-0.717
2016/07/30,-0.698
2016/07/31,-0.678
2016/08/01,-0.658
2016/08/02,-0.641
2016/08/03,-0.626
2016/08/04,-0.611
2016/08/05,-0.597
2016/08/06,-0.583
2016/08/07,-0.571
2016/08/08,-0.559
2016/08/09,-0.548
2016/08/10,-0.537
2016/08/11,-0.527
2016/08/12,-0.517
2016/08/13,-0.509
2016/08/14,-0.502
2016/08/15,-0.496
2016/08/16,-0.492
2016/08/17,-0.49
2016/08/18,-0.489
2016/08/19,-0.49
2016/08/20,-0.492
2016/08/21,-0.495
2016/08/22,-0.499
2016/08/23,-0.503
2016/08/24,-0.509
2016/08/25,-0.515
2016/08/26,-0.522
2016/08/27,-0.529
2016/08/28,-0.537
2016/08/29,-0.545
2016/08/30,-0.553
2016/08/31,-0.56
2016/09/01,-0.565
2016/09/02,-0.569
2016/09/03,-0.572
2016/09/04,-0.572
2016/09/05,-0.571
2016/09/06,-0.57
2016/09/07,-0.568
2016/09/08,-0.565
2016/09/09,-0.562
2016/09/10,-0.558
2016/09/11,-0.554
2016/09/12,-0.55
2016/09/13,-0.545
2016/09/14,-0.54
2016/09/15,-0.536
2016/09/16,-0.53
2016/09/17,-0.524
2016/09/18,-0.516
2016/09/19,-0.504
2016/09/20,-0.49
2016/09/21,-0.476
2016/09/22,-0.46
2016/09/23,-0.445
2016/09/24,-0.43
2016/09/25,-0.416
2016/09/26,-0.403
2016/09/27,-0.391
2016/09/28,-0.38
2016/09/29,-0.371
2016/09/30,-0.364
2016/10/01,-0.357
2016/10/02,-0.351
2016/10/03,-0.345
2016/10/04,-0.341
2016/10/05,-0.338
2016/10/06,-0.337
2016/10/07,-0.335
2016/10/08,-0.333
2016/10/09,-0.334
2016/10/10,-0.338
2016/10/11,-0.345
2016/10/12,-0.353
2016/10/13,-0.362
2016/10/14,-0.373
2016/10/15,-0.386
2016/10/16,-0.401
2016/10/17,-0.417
2016/10/18,-0.432
2016/10/19,-0.446
2016/10/20,-0.461
2016/10/21,-0.477
2016/10/22,-0.493
2016/10/23,-0.51
2016/10/24,-0.528
