Date,sentbyaddress3std
2016/10/22,1614
2016/10/23,2088
2016/10/24,886.259
2016/10/25,566.473
2016/10/26,164.392
2016/10/27,265.844
2016/10/28,316.813
2016/10/29,647.445
2016/10/30,1089
2016/10/31,2063
2016/11/01,2856
2016/11/02,2535
2016/11/03,2489
2016/11/04,2512
2016/11/05,2510
2016/11/06,1190
2016/11/07,1424
2016/11/08,1503
2016/11/09,322.756
2016/11/10,1276
2016/11/11,1320
2016/11/12,1063
2016/11/13,941.535
2016/11/14,1507
2016/11/15,1502
2016/11/16,620.987
2016/11/17,518.181
2016/11/18,247.289
2016/11/19,532.73
2016/11/20,530.753
2016/11/21,449.902
2016/11/22,13145
2016/11/23,18222
2016/11/24,20624
2016/11/25,20835
2016/11/26,16351
2016/11/27,15951
2016/11/28,1447
2016/11/29,1117
2016/11/30,449.189
2016/12/01,343.555
2016/12/02,547.73
2016/12/03,2136
2016/12/04,1817
2016/12/05,1540
2016/12/06,1796
2016/12/07,2607
2016/12/08,2867
2016/12/09,1734
2016/12/10,1540
2016/12/11,1248
2016/12/12,665.922
2016/12/13,586.082
2016/12/14,1486
2016/12/15,2389
2016/12/16,1798
2016/12/17,2130
2016/12/18,296.56
2016/12/19,495.323
2016/12/20,894.806
2016/12/21,655.073
2016/12/22,259.149
2016/12/23,1048
2016/12/24,1336
2016/12/25,1071
2016/12/26,681
2016/12/27,678.196
2016/12/28,982.11
2016/12/29,1135
2016/12/30,719.745
2016/12/31,624.654
2017/01/01,1693
2017/01/02,1668
2017/01/03,1642
2017/01/04,2714
2017/01/05,2007
2017/01/06,564.813
2017/01/07,1466
2017/01/08,2024
2017/01/09,1722
2017/01/10,1794
2017/01/11,1328
2017/01/12,839.623
2017/01/13,650.162
2017/01/14,1203
2017/01/15,1058
2017/01/16,1644
2017/01/17,1612
2017/01/18,1076
2017/01/19,719.419
2017/01/20,1104
2017/01/21,795.156
2017/01/22,1191
2017/01/23,461.737
2017/01/24,570.1
2017/01/25,608.89
2017/01/26,587.444
2017/01/27,407.681
2017/01/28,438.878
2017/01/29,435.25
2017/01/30,844.834
2017/01/31,899.784
2017/02/01,130.745
2017/02/02,495.005
2017/02/03,558.508
2017/02/04,713.88
2017/02/05,853.356
2017/02/06,148.749
2017/02/07,311.474
2017/02/08,280.392
2017/02/09,183.712
2017/02/10,1008
2017/02/11,1412
2017/02/12,1406
2017/02/13,2394
2017/02/14,1955
2017/02/15,258.85
2017/02/16,1012
2017/02/17,939.768
2017/02/18,821.954
2017/02/19,1314
2017/02/20,1355
2017/02/21,961.86
2017/02/22,485.074
2017/02/23,288.704
2017/02/24,1004
2017/02/25,942.441
2017/02/26,529.123
2017/02/27,1049
2017/02/28,2874
2017/03/01,2626
2017/03/02,7186
2017/03/03,6177
2017/03/04,6309
2017/03/05,2110
2017/03/06,294.442
2017/03/07,1138
2017/03/08,1050
2017/03/09,2132
2017/03/10,2623
2017/03/11,1065
2017/03/12,1741
2017/03/13,7093
2017/03/14,5124
2017/03/15,3283
2017/03/16,9132
2017/03/17,8522
2017/03/18,4964
2017/03/19,7090
2017/03/20,3403
2017/03/21,359.519
2017/03/22,1470
2017/03/23,1542
2017/03/24,4339
2017/03/25,3768
2017/03/26,4005
2017/03/27,2847
2017/03/28,2515
2017/03/29,1149
2017/03/30,4355
2017/03/31,8337
2017/04/01,8576
2017/04/02,8864
2017/04/03,7708
2017/04/04,6406
2017/04/05,6285
2017/04/06,3691
2017/04/07,5826
2017/04/08,7873
2017/04/09,2926
2017/04/10,2662
2017/04/11,2826
2017/04/12,1106
2017/04/13,2345
2017/04/14,1626
2017/04/15,2677
2017/04/16,3776
2017/04/17,2553
2017/04/18,3847
2017/04/19,3208
2017/04/20,926.919
2017/04/21,2378
2017/04/22,3286
2017/04/23,925.931
2017/04/24,3260
2017/04/25,2786
2017/04/26,744.131
2017/04/27,8930
2017/04/28,7473
2017/04/29,5701
2017/04/30,2901
2017/05/01,4664
2017/05/02,3029
2017/05/03,4047
2017/05/04,5557
2017/05/05,6201
2017/05/06,4815
2017/05/07,4218
2017/05/08,9368
2017/05/09,6111
2017/05/10,6073
2017/05/11,2640
2017/05/12,2625
2017/05/13,5939
2017/05/14,3611
2017/05/15,6536
2017/05/16,5723
2017/05/17,6488
2017/05/18,6092
2017/05/19,9462
2017/05/20,11118
2017/05/21,11255
2017/05/22,8942
2017/05/23,9445
2017/05/24,3773
2017/05/25,1710
2017/05/26,2867
2017/05/27,9500
2017/05/28,8859
2017/05/29,3883
2017/05/30,11239
2017/05/31,21480
2017/06/01,14307
2017/06/02,15612
2017/06/03,12918
2017/06/04,469.215
2017/06/05,6867
2017/06/06,6777
2017/06/07,1252
2017/06/08,5445
2017/06/09,8862
2017/06/10,10053
2017/06/11,8268
2017/06/12,29683
2017/06/13,21546
2017/06/14,15717
2017/06/15,8466
2017/06/16,7900
2017/06/17,8341
2017/06/18,2759
2017/06/19,7224
2017/06/20,16724
2017/06/21,12127
2017/06/22,2285
2017/06/23,6782
2017/06/24,9382
2017/06/25,11364
2017/06/26,28361
2017/06/27,27616
2017/06/28,88568
2017/06/29,75182
2017/06/30,72079
2017/07/01,4188
2017/07/02,4534
2017/07/03,15162
2017/07/04,15613
2017/07/05,10615
2017/07/06,11720
2017/07/07,16085
2017/07/08,22913
2017/07/09,27429
2017/07/10,19721
2017/07/11,19478
2017/07/12,4903
2017/07/13,12873
2017/07/14,12415
2017/07/15,1524
2017/07/16,1694
2017/07/17,4519
2017/07/18,8735
2017/07/19,6600
2017/07/20,3724
2017/07/21,10481
2017/07/22,13502
2017/07/23,27774
2017/07/24,26833
2017/07/25,20034
2017/07/26,7053
2017/07/27,3868
2017/07/28,4238
2017/07/29,10304
2017/07/30,10592
2017/07/31,25494
2017/08/01,22637
2017/08/02,16591
2017/08/03,4320
2017/08/04,6670
2017/08/05,8415
2017/08/06,3703
2017/08/07,7573
2017/08/08,16618
2017/08/09,9173
2017/08/10,11195
2017/08/11,13209
2017/08/12,5587
2017/08/13,11542
2017/08/14,22233
2017/08/15,25587
2017/08/16,1243
2017/08/17,1399
2017/08/18,9507
2017/08/19,22381
2017/08/20,30905
2017/08/21,17725
2017/08/22,17878
2017/08/23,7124
2017/08/24,12249
2017/08/25,12277
2017/08/26,20666
2017/08/27,21542
2017/08/28,16334
2017/08/29,24304
2017/08/30,14992
2017/08/31,7166
2017/09/01,6387
2017/09/02,23193
2017/09/03,26332
2017/09/04,45319
2017/09/05,45747
2017/09/06,7869
2017/09/07,9125
2017/09/08,11305
2017/09/09,12774
2017/09/10,28241
2017/09/11,20742
2017/09/12,36932
2017/09/13,19281
2017/09/14,15165
2017/09/15,19960
2017/09/16,36172
2017/09/17,53390
2017/09/18,26074
2017/09/19,28700
2017/09/20,4265
2017/09/21,9555
2017/09/22,17713
2017/09/23,11683
2017/09/24,7804
2017/09/25,11096
2017/09/26,7045
2017/09/27,6823
2017/09/28,10784
2017/09/29,10990
2017/09/30,9600
2017/10/01,17752
2017/10/02,10841
2017/10/03,13060
2017/10/04,5834
2017/10/05,6207
2017/10/06,5101
2017/10/07,5820
2017/10/08,1697
2017/10/09,4111
2017/10/10,18520
2017/10/11,17794
2017/10/12,3409
2017/10/13,13644
2017/10/14,19867
2017/10/15,27572
2017/10/16,7805
2017/10/17,40976
2017/10/18,35240
2017/10/19,30255
2017/10/20,14946
2017/10/21,15190
2017/10/22,25550
2017/10/23,26772
2017/10/24,25243
2017/10/25,10983
2017/10/26,11347
2017/10/27,90251
2017/10/28,90143
2017/10/29,0
2017/10/30,0
2017/10/31,0
2017/11/01,124686
2017/11/02,132342
2017/11/03,26064
2017/11/04,44454
2017/11/05,21820
2017/11/06,14308
2017/11/07,15863
2017/11/08,11256
2017/11/09,11892
2017/11/10,7991
2017/11/11,17905
2017/11/12,13917
2017/11/13,13444
2017/11/14,12645
2017/11/15,26464
2017/11/16,16209
2017/11/17,14520
2017/11/18,19043
2017/11/19,20203
2017/11/20,11673
2017/11/21,17870
2017/11/22,12418
2017/11/23,3347
2017/11/24,5932
2017/11/25,3275
2017/11/26,3726
2017/11/27,32115
2017/11/28,31576
2017/11/29,16486
2017/11/30,15886
2017/12/01,34684
2017/12/02,20355
2017/12/03,28660
2017/12/04,22788
2017/12/05,3570
2017/12/06,45057
2017/12/07,52938
2017/12/08,51243
2017/12/09,31138
2017/12/10,1274
2017/12/11,26106
2017/12/12,59246
2017/12/13,45261
2017/12/14,13364
2017/12/15,15798
2017/12/16,29826
2017/12/17,16457
2017/12/18,21402
2017/12/19,53960
2017/12/20,36214
2017/12/21,15910
2017/12/22,55086
2017/12/23,73661
2017/12/24,132678
2017/12/25,70070
2017/12/26,41031
2017/12/27,52845
2017/12/28,15539
2017/12/29,78259
2017/12/30,92915
2017/12/31,84070
2018/01/01,93205
2018/01/02,101183
2018/01/03,96951
2018/01/04,41998
2018/01/05,39955
2018/01/06,34623
2018/01/07,13698
2018/01/08,5716
2018/01/09,65205
2018/01/10,63306
2018/01/11,53634
2018/01/12,31444
2018/01/13,34117
2018/01/14,29667
2018/01/15,57198
2018/01/16,77314
2018/01/17,16945
2018/01/18,26373
2018/01/19,104953
2018/01/20,132579
2018/01/21,128431
2018/01/22,132376
2018/01/23,119714
2018/01/24,29521
2018/01/25,52755
2018/01/26,60224
2018/01/27,59670
2018/01/28,44352
2018/01/29,27757
2018/01/30,28150
2018/01/31,11802
2018/02/01,41366
2018/02/02,39519
2018/02/03,67941
2018/02/04,55038
2018/02/05,22894
2018/02/06,12528
2018/02/07,21255
2018/02/08,60635
2018/02/09,38813
2018/02/10,35523
2018/02/11,13706
2018/02/12,16674
2018/02/13,31063
2018/02/14,31083
2018/02/15,19088
2018/02/16,39210
2018/02/17,38754
2018/02/18,8315
2018/02/19,24121
2018/02/20,40235
2018/02/21,24204
2018/02/22,34751
2018/02/23,28818
2018/02/24,33492
2018/02/25,22981
2018/02/26,44521
2018/02/27,37072
2018/02/28,10011
2018/03/01,9904
2018/03/02,10229
2018/03/03,31799
2018/03/04,39475
2018/03/05,39434
2018/03/06,54105
2018/03/07,98877
2018/03/08,100247
2018/03/09,115299
2018/03/10,25030
2018/03/11,27348
2018/03/12,14222
2018/03/13,30796
2018/03/14,44381
2018/03/15,27422
2018/03/16,42748
2018/03/17,26876
2018/03/18,11202
2018/03/19,35108
2018/03/20,25151
2018/03/21,22287
2018/03/22,24878
2018/03/23,64389
2018/03/24,63677
2018/03/25,93109
2018/03/26,59238
2018/03/27,30156
2018/03/28,16993
2018/03/29,17705
2018/03/30,26429
2018/03/31,28154
2018/04/01,40109
2018/04/02,16067
2018/04/03,34377
2018/04/04,18871
2018/04/05,27636
2018/04/06,27491
2018/04/07,38989
2018/04/08,22212
2018/04/09,24867
2018/04/10,13159
2018/04/11,13110
2018/04/12,31344
2018/04/13,24497
2018/04/14,30527
2018/04/15,33173
2018/04/16,6140
2018/04/17,8832
2018/04/18,8712
2018/04/19,25655
2018/04/20,25478
2018/04/21,6447
2018/04/22,27252
2018/04/23,36099
2018/04/24,9091
2018/04/25,27471
2018/04/26,26038
2018/04/27,14938
2018/04/28,20900
2018/04/29,12293
2018/04/30,16620
2018/05/01,20680
2018/05/02,31405
2018/05/03,54541
2018/05/04,245837
2018/05/05,225951
2018/05/06,243076
2018/05/07,37072
2018/05/08,37966
2018/05/09,14172
2018/05/10,14565
2018/05/11,4213
2018/05/12,8442
2018/05/13,21051
2018/05/14,19376
2018/05/15,31833
2018/05/16,18830
2018/05/17,14981
2018/05/18,10767
2018/05/19,13653
2018/05/20,22039
2018/05/21,31013
2018/05/22,37121
2018/05/23,35533
2018/05/24,22061
2018/05/25,12290
2018/05/26,9398
2018/05/27,7592
2018/05/28,24068
2018/05/29,16964
2018/05/30,16158
2018/05/31,14698
2018/06/01,38116
2018/06/02,39570
2018/06/03,32647
2018/06/04,16220
2018/06/05,28012
2018/06/06,18140
2018/06/07,18564
2018/06/08,18853
2018/06/09,28171
2018/06/10,35197
2018/06/11,18466
2018/06/12,43785
2018/06/13,30547
2018/06/14,1682
2018/06/15,34856
2018/06/16,53442
2018/06/17,55168
2018/06/18,14951
2018/06/19,39197
2018/06/20,52199
2018/06/21,15622
2018/06/22,11904
2018/06/23,50262
2018/06/24,49617
2018/06/25,134879
2018/06/26,115325
2018/06/27,103293
2018/06/28,14996
2018/06/29,13387
2018/06/30,97078
2018/07/01,129890
2018/07/02,36365
2018/07/03,22594
2018/07/04,6924
2018/07/05,22474
2018/07/06,28043
2018/07/07,28509
2018/07/08,39983
2018/07/09,44947
2018/07/10,17318
2018/07/11,8844
2018/07/12,28625
2018/07/13,32301
2018/07/14,14470
2018/07/15,2423
2018/07/16,78572
2018/07/17,84102
2018/07/18,63285
2018/07/19,52035
2018/07/20,60428
2018/07/21,56532
2018/07/22,42737
2018/07/23,84718
2018/07/24,60434
2018/07/25,14602
2018/07/26,41960
2018/07/27,34914
2018/07/28,45786
2018/07/29,48495
2018/07/30,20564
2018/07/31,11693
2018/08/01,9621
2018/08/02,9530
2018/08/03,17166
2018/08/04,27977
2018/08/05,47305
2018/08/06,20269
2018/08/07,18257
2018/08/08,39464
2018/08/09,39489
2018/08/10,30141
2018/08/11,55470
2018/08/12,29458
2018/08/13,2322
2018/08/14,11056
2018/08/15,15064
2018/08/16,23662
2018/08/17,27207
2018/08/18,33044
2018/08/19,11800
2018/08/20,19709
2018/08/21,32276
2018/08/22,32555
2018/08/23,12418
2018/08/24,21400
2018/08/25,21411
2018/08/26,11368
2018/08/27,21886
2018/08/28,23218
2018/08/29,43103
2018/08/30,20964
2018/08/31,10786
2018/09/01,29907
2018/09/02,28005
2018/09/03,6380
2018/09/04,11543
2018/09/05,11999
2018/09/06,19498
2018/09/07,17427
2018/09/08,8967
2018/09/09,6437
2018/09/10,5486
2018/09/11,25137
2018/09/12,20394
2018/09/13,11347
2018/09/14,13371
2018/09/15,37546
2018/09/16,28384
2018/09/17,33589
2018/09/18,29876
2018/09/19,22823
2018/09/20,8934
2018/09/21,16448
2018/09/22,15449
2018/09/23,17109
2018/09/24,1804
2018/09/25,6700
2018/09/26,10983
2018/09/27,11003
2018/09/28,4434
2018/09/29,15627
2018/09/30,24505
2018/10/01,24793
2018/10/02,20044
2018/10/03,46167
2018/10/04,46914
2018/10/05,22208
2018/10/06,22963
2018/10/07,43492
2018/10/08,38644
2018/10/09,17544
2018/10/10,12686
2018/10/11,14468
2018/10/12,12503
2018/10/13,7909
2018/10/14,15769
2018/10/15,19938
2018/10/16,25942
2018/10/17,17224
2018/10/18,16590
2018/10/19,17947
2018/10/20,8629
2018/10/21,15017
2018/10/22,26066
2018/10/23,25561
2018/10/24,9300
2018/10/25,7152
2018/10/26,7074
2018/10/27,11733
2018/10/28,27222
2018/10/29,40486
2018/10/30,48756
2018/10/31,6060
2018/11/01,22840
2018/11/02,36218
2018/11/03,24899
2018/11/04,6171
2018/11/05,22723
2018/11/06,16385
2018/11/07,20213
2018/11/08,18115
2018/11/09,20738
2018/11/10,19064
2018/11/11,19518
2018/11/12,19874
2018/11/13,14137
2018/11/14,11338
2018/11/15,10681
2018/11/16,14837
2018/11/17,19393
2018/11/18,16064
2018/11/19,65985
2018/11/20,59868
2018/11/21,43508
2018/11/22,26096
2018/11/23,1154
2018/11/24,17419
2018/11/25,15968
2018/11/26,17853
2018/11/27,5956
2018/11/28,5061
2018/11/29,10977
2018/11/30,13376
2018/12/01,18026
2018/12/02,20909
2018/12/03,10521
2018/12/04,9573
2018/12/05,15656
2018/12/06,15525
2018/12/07,14245
2018/12/08,28947
2018/12/09,25667
2018/12/10,27354
2018/12/11,10456
2018/12/12,10419
2018/12/13,4846
2018/12/14,3130
2018/12/15,12497
2018/12/16,12132
2018/12/17,4680
2018/12/18,14685
2018/12/19,18199
2018/12/20,21371
2018/12/21,7508
2018/12/22,32941
2018/12/23,25139
2018/12/24,26913
2018/12/25,10283
2018/12/26,9263
2018/12/27,11470
2018/12/28,3883
2018/12/29,7822
2018/12/30,27920
2018/12/31,26913
2019/01/01,16873
2019/01/02,24998
2019/01/03,39703
2019/01/04,22183
2019/01/05,31152
2019/01/06,8506
2019/01/07,17684
2019/01/08,18127
2019/01/09,3970
2019/01/10,5988
2019/01/11,4962
2019/01/12,39267
2019/01/13,35955
2019/01/14,66123
2019/01/15,55587
2019/01/16,41903
2019/01/17,26361
2019/01/18,2391
2019/01/19,7603
2019/01/20,11692
2019/01/21,8572
2019/01/22,8706
2019/01/23,9213
2019/01/24,9756
2019/01/25,1675
2019/01/26,20793
2019/01/27,18825
2019/01/28,32038
2019/01/29,18638
2019/01/30,19151
2019/01/31,11260
2019/02/01,4326
2019/02/02,22331
2019/02/03,25007
2019/02/04,12493
2019/02/05,4794
2019/02/06,2926
2019/02/07,261.362
2019/02/08,17916
2019/02/09,16708
2019/02/10,20841
2019/02/11,15087
2019/02/12,17276
2019/02/13,6178
2019/02/14,8202
2019/02/15,4150
2019/02/16,7526
2019/02/17,9609
2019/02/18,32900
2019/02/19,30590
2019/02/20,13901
2019/02/21,13780
2019/02/22,7426
2019/02/23,5231
2019/02/24,6660
2019/02/25,6504
2019/02/26,6174
2019/02/27,12399
2019/02/28,7798
2019/03/01,15653
2019/03/02,16784
2019/03/03,22855
2019/03/04,17085
2019/03/05,24446
2019/03/06,7129
2019/03/07,2869
2019/03/08,3411
2019/03/09,3226
2019/03/10,28502
2019/03/11,26246
2019/03/12,25548
2019/03/13,14846
2019/03/14,4988
2019/03/15,782.448
2019/03/16,21804
2019/03/17,19439
2019/03/18,30586
2019/03/19,31779
2019/03/20,6367
2019/03/21,14321
2019/03/22,12332
2019/03/23,8112
2019/03/24,11499
2019/03/25,38173
2019/03/26,36902
2019/03/27,15969
2019/03/28,10212
2019/03/29,4013
2019/03/30,7065
2019/03/31,11235
2019/04/01,37545
2019/04/02,62788
2019/04/03,28014
2019/04/04,34992
2019/04/05,27671
2019/04/06,28623
2019/04/07,21666
2019/04/08,27887
2019/04/09,24921
2019/04/10,15998
2019/04/11,31544
2019/04/12,46439
2019/04/13,38680
2019/04/14,73566
2019/04/15,37071
2019/04/16,29389
2019/04/17,5730
2019/04/18,14414
2019/04/19,24177
2019/04/20,67780
2019/04/21,59723
2019/04/22,63552
2019/04/23,16143
2019/04/24,17792
2019/04/25,23811
2019/04/26,15337
2019/04/27,29139
2019/04/28,23068
2019/04/29,13707
2019/04/30,31107
2019/05/01,24001
2019/05/02,34399
2019/05/03,31111
2019/05/04,14950
2019/05/05,13693
2019/05/06,15798
2019/05/07,8620
2019/05/08,2980
2019/05/09,12795
2019/05/10,14414
2019/05/11,6261
2019/05/12,6794
2019/05/13,20005
2019/05/14,40139
2019/05/15,28576
2019/05/16,21495
2019/05/17,24560
2019/05/18,43371
2019/05/19,23991
2019/05/20,13996
2019/05/21,26577
2019/05/22,16237
2019/05/23,15597
2019/05/24,12167
2019/05/25,14631
2019/05/26,19898
2019/05/27,39763
2019/05/28,36737
2019/05/29,14461
2019/05/30,5182
2019/05/31,19512
2019/06/01,78541
2019/06/02,70016
2019/06/03,84355
2019/06/04,17029
2019/06/05,20323
2019/06/06,53496
2019/06/07,75737
2019/06/08,89488
2019/06/09,46283
2019/06/10,43725
2019/06/11,55362
2019/06/12,131387
2019/06/13,108330
2019/06/14,125685
2019/06/15,14851
2019/06/16,100984
2019/06/17,111484
2019/06/18,111740
2019/06/19,10340
2019/06/20,20425
2019/06/21,46757
2019/06/22,48363
2019/06/23,26787
2019/06/24,17372
2019/06/25,10320
2019/06/26,33184
2019/06/27,33925
2019/06/28,47931
2019/06/29,23960
2019/06/30,27540
2019/07/01,23725
2019/07/02,74754
2019/07/03,52472
2019/07/04,27722
2019/07/05,24087
2019/07/06,32035
2019/07/07,38595
2019/07/08,38373
2019/07/09,55878
2019/07/10,18306
2019/07/11,31551
2019/07/12,19807
2019/07/13,42029
2019/07/14,45552
2019/07/15,42592
2019/07/16,47307
2019/07/17,48220
2019/07/18,38261
2019/07/19,8344
2019/07/20,29067
2019/07/21,41239
2019/07/22,22169
2019/07/23,22243
2019/07/24,17922
2019/07/25,9694
2019/07/26,25337
2019/07/27,18146
2019/07/28,14854
2019/07/29,15213
2019/07/30,46743
2019/07/31,36415
2019/08/01,46654
2019/08/02,21383
2019/08/03,33405
2019/08/04,33641
2019/08/05,59427
2019/08/06,57765
2019/08/07,26202
2019/08/08,28071
2019/08/09,10053
2019/08/10,12302
2019/08/11,32432
2019/08/12,49030
2019/08/13,48762
2019/08/14,25930
2019/08/15,20946
2019/08/16,23828
2019/08/17,33628
2019/08/18,38216
2019/08/19,29178
2019/08/20,33690
2019/08/21,8630
2019/08/22,6156
2019/08/23,11094
2019/08/24,17555
2019/08/25,24990
2019/08/26,21374
2019/08/27,25771
2019/08/28,11476
2019/08/29,11666
2019/08/30,6033
2019/08/31,16907
2019/09/01,13829
2019/09/02,35325
2019/09/03,33761
2019/09/04,7848
2019/09/05,18583
2019/09/06,17026
2019/09/07,28089
2019/09/08,23079
2019/09/09,26626
2019/09/10,25778
2019/09/11,20861
2019/09/12,8899
2019/09/13,24343
2019/09/14,25549
2019/09/15,6154
2019/09/16,30994
2019/09/17,24968
2019/09/18,10117
2019/09/19,3072
2019/09/20,6240
2019/09/21,44508
2019/09/22,54529
2019/09/23,10260
2019/09/24,29054
2019/09/25,21631
2019/09/26,12174
2019/09/27,1727
2019/09/28,5490
2019/09/29,22015
2019/09/30,26882
2019/10/01,34510
2019/10/02,5750
