Date,median_transaction_fee3rsiUSD
2016/11/21,62.618
2016/11/22,28.131
2016/11/23,51.815
2016/11/24,79.037
2016/11/25,29.314
2016/11/26,53.741
2016/11/27,55.034
2016/11/28,58.024
2016/11/29,35.88
2016/11/30,22.744
2016/12/01,22.062
2016/12/02,27.877
2016/12/03,16.78
2016/12/04,14.491
2016/12/05,10.518
2016/12/06,6.817
2016/12/07,67.794
2016/12/08,65.854
2016/12/09,59.561
2016/12/10,45.922
2016/12/11,48.854
2016/12/12,71.317
2016/12/13,56.024
2016/12/14,52.158
2016/12/15,25.662
2016/12/16,20.672
2016/12/17,11.298
2016/12/18,7.459
2016/12/19,64.87
2016/12/20,51.739
2016/12/21,79.096
2016/12/22,38.99
2016/12/23,33.096
2016/12/24,30.983
2016/12/25,29.519
2016/12/26,21.591
2016/12/27,42.854
2016/12/28,45.137
2016/12/29,86.103
2016/12/30,81.049
2016/12/31,60.746
2017/01/01,71.036
2017/01/02,69.242
2017/01/03,94.893
2017/01/04,95.871
2017/01/05,96.429
2017/01/06,48.61
2017/01/07,52.988
2017/01/08,78.387
2017/01/09,79.858
2017/01/10,86.935
2017/01/11,34.823
2017/01/12,30.901
2017/01/13,27.275
2017/01/14,21.134
2017/01/15,43.578
2017/01/16,36.396
2017/01/17,67.809
2017/01/18,68.274
2017/01/19,70.473
2017/01/20,83.785
2017/01/21,88.291
2017/01/22,90.172
2017/01/23,73.14
2017/01/24,87.418
2017/01/25,41.823
2017/01/26,79.452
2017/01/27,46.839
2017/01/28,35.283
2017/01/29,59.317
2017/01/30,37.77
2017/01/31,65.16
2017/02/01,54.414
2017/02/02,37.945
2017/02/03,43.655
2017/02/04,65.337
2017/02/05,64.581
2017/02/06,64.851
2017/02/07,93.815
2017/02/08,60.425
2017/02/09,43.733
2017/02/10,41.403
2017/02/11,59.273
2017/02/12,34.34
2017/02/13,73.193
2017/02/14,83.96
2017/02/15,68.852
2017/02/16,44.231
2017/02/17,57.685
2017/02/18,42.318
2017/02/19,43.323
2017/02/20,42.135
2017/02/21,84.492
2017/02/22,64.841
2017/02/23,34.349
2017/02/24,48.258
2017/02/25,75.909
2017/02/26,49.604
2017/02/27,65.205
2017/02/28,77.049
2017/03/01,79.251
2017/03/02,89.686
2017/03/03,92.479
2017/03/04,95.498
2017/03/05,63.269
2017/03/06,75.026
2017/03/07,69.948
2017/03/08,24.368
2017/03/09,41.107
2017/03/10,38.651
2017/03/11,62.831
2017/03/12,83.348
2017/03/13,94.641
2017/03/14,95.709
2017/03/15,96.079
2017/03/16,99.02
2017/03/17,99.377
2017/03/18,55.674
2017/03/19,61.126
2017/03/20,69.678
2017/03/21,65.79
2017/03/22,50.754
2017/03/23,66.757
2017/03/24,78.099
2017/03/25,88.498
2017/03/26,91.566
2017/03/27,94.138
2017/03/28,66.307
2017/03/29,80.832
2017/03/30,53.015
2017/03/31,33.025
2017/04/01,46.342
2017/04/02,48.395
2017/04/03,17.872
2017/04/04,16.397
2017/04/05,53.898
2017/04/06,29.897
2017/04/07,63.469
2017/04/08,37.965
2017/04/09,52.259
2017/04/10,41.877
2017/04/11,45.333
2017/04/12,62.238
2017/04/13,75.307
2017/04/14,80.449
2017/04/15,55.509
2017/04/16,72.676
2017/04/17,66.64
2017/04/18,76.848
2017/04/19,84.526
2017/04/20,50.724
2017/04/21,72.113
2017/04/22,43.914
2017/04/23,41.326
2017/04/24,58.492
2017/04/25,60.783
2017/04/26,26.062
2017/04/27,79.264
2017/04/28,91.68
2017/04/29,92.368
2017/04/30,94.125
2017/05/01,97.397
2017/05/02,79.251
2017/05/03,62.768
2017/05/04,80.708
2017/05/05,88.555
2017/05/06,65.044
2017/05/07,75.621
2017/05/08,42.416
2017/05/09,39.291
2017/05/10,55.705
2017/05/11,56.243
2017/05/12,73.887
2017/05/13,63.897
2017/05/14,68.9
2017/05/15,84.219
2017/05/16,56.615
2017/05/17,80.939
2017/05/18,69.909
2017/05/19,91.853
2017/05/20,96.493
2017/05/21,97.565
2017/05/22,98.991
2017/05/23,99.108
2017/05/24,99.566
2017/05/25,99.647
2017/05/26,49.81
2017/05/27,28.813
2017/05/28,54.717
2017/05/29,57.643
2017/05/30,81.185
2017/05/31,89.962
2017/06/01,79.213
2017/06/02,60.54
2017/06/03,48.334
2017/06/04,78.488
2017/06/05,60.935
2017/06/06,69.075
2017/06/07,77.94
2017/06/08,67.008
2017/06/09,53.394
2017/06/10,78.532
2017/06/11,92.162
2017/06/12,96.266
2017/06/13,85.106
2017/06/14,55.836
2017/06/15,37.375
2017/06/16,39.566
2017/06/17,50.215
2017/06/18,56.183
2017/06/19,47.453
2017/06/20,90.779
2017/06/21,98.68
2017/06/22,67.096
2017/06/23,67.899
2017/06/24,63.441
2017/06/25,30.584
2017/06/26,21.712
2017/06/27,19.15
2017/06/28,62.645
2017/06/29,41.855
2017/06/30,23.229
2017/07/01,21.508
2017/07/02,20.509
2017/07/03,42.594
2017/07/04,31.26
2017/07/05,28.445
2017/07/06,30.135
2017/07/07,29.873
2017/07/08,23.294
2017/07/09,37.027
2017/07/10,14.974
2017/07/11,11.113
2017/07/12,24.493
2017/07/13,30.197
2017/07/14,16.267
2017/07/15,29.5
2017/07/16,11.996
2017/07/17,35.491
2017/07/18,70.327
2017/07/19,73.223
2017/07/20,59.256
2017/07/21,74.861
2017/07/22,60.345
2017/07/23,68.138
2017/07/24,65.287
2017/07/25,51.188
2017/07/26,28.854
2017/07/27,23.035
2017/07/28,12.335
2017/07/29,6.762
2017/07/30,47.614
2017/07/31,46.876
2017/08/01,87.378
2017/08/02,59.506
2017/08/03,53.892
2017/08/04,38.282
2017/08/05,65.062
2017/08/06,77.989
2017/08/07,80.454
2017/08/08,86.772
2017/08/09,93.704
2017/08/10,71.645
2017/08/11,82.552
2017/08/12,86.129
2017/08/13,51.205
2017/08/14,39.561
2017/08/15,58.332
2017/08/16,89.991
2017/08/17,55.983
2017/08/18,79.621
2017/08/19,36.651
2017/08/20,36.009
2017/08/21,46.001
2017/08/22,42.655
2017/08/23,39.512
2017/08/24,42.786
2017/08/25,64.04
2017/08/26,47.577
2017/08/27,54.89
2017/08/28,65.173
2017/08/29,91.139
2017/08/30,94.547
2017/08/31,98.623
2017/09/01,63.621
2017/09/02,46.453
2017/09/03,28.513
2017/09/04,38.235
2017/09/05,46.105
2017/09/06,81.718
2017/09/07,82.336
2017/09/08,89.552
2017/09/09,36.313
2017/09/10,27.405
2017/09/11,19.566
2017/09/12,31.093
2017/09/13,22.825
2017/09/14,25.887
2017/09/15,53.946
2017/09/16,79.526
2017/09/17,65.064
2017/09/18,43.859
2017/09/19,25.769
2017/09/20,44.595
2017/09/21,29.641
2017/09/22,26.936
2017/09/23,26.918
2017/09/24,62.002
2017/09/25,48.876
2017/09/26,63.07
2017/09/27,47.834
2017/09/28,45.361
2017/09/29,33.099
2017/09/30,81.595
2017/10/01,53.414
2017/10/02,46.845
2017/10/03,51.134
2017/10/04,57.535
2017/10/05,31.239
2017/10/06,72.066
2017/10/07,46.351
2017/10/08,49.182
2017/10/09,49.179
2017/10/10,27.765
2017/10/11,48.016
2017/10/12,57.098
2017/10/13,82.72
2017/10/14,85.462
2017/10/15,48.408
2017/10/16,23.449
2017/10/17,9.852
2017/10/18,10.33
2017/10/19,6.401
2017/10/20,15.381
2017/10/21,10.243
2017/10/22,7.126
2017/10/23,61.802
2017/10/24,66.06
2017/10/25,34.317
2017/10/26,29.041
2017/10/27,11.068
2017/10/28,11.068
2017/10/29,11.068
2017/10/30,11.068
2017/10/31,11.068
2017/11/01,91.429
2017/11/02,92.182
2017/11/03,57.617
2017/11/04,42.086
2017/11/05,35.539
2017/11/06,23.558
2017/11/07,57.212
2017/11/08,77.479
2017/11/09,82.754
2017/11/10,60.348
2017/11/11,70.029
2017/11/12,70.512
2017/11/13,72.533
2017/11/14,77.541
2017/11/15,80.751
2017/11/16,68.104
2017/11/17,33.439
2017/11/18,14.876
2017/11/19,69.484
2017/11/20,71.134
2017/11/21,72.635
2017/11/22,73.406
2017/11/23,85.746
2017/11/24,91.609
2017/11/25,35.483
2017/11/26,71.154
2017/11/27,74.4
2017/11/28,71.151
2017/11/29,71.488
2017/11/30,40.081
2017/12/01,48.401
2017/12/02,27.087
2017/12/03,65.884
2017/12/04,72.79
2017/12/05,93.799
2017/12/06,97.281
2017/12/07,98.993
2017/12/08,99.092
2017/12/09,99.283
2017/12/10,44.994
2017/12/11,30.592
2017/12/12,57.398
2017/12/13,42.299
2017/12/14,76.649
2017/12/15,67.98
2017/12/16,48.047
2017/12/17,24.408
2017/12/18,20.556
2017/12/19,63.499
2017/12/20,71.174
2017/12/21,72.194
2017/12/22,45.942
2017/12/23,55.094
2017/12/24,24.58
2017/12/25,17.194
2017/12/26,21.547
2017/12/27,22.742
2017/12/28,17.284
2017/12/29,27.189
2017/12/30,22.678
2017/12/31,44.474
2018/01/01,55.493
2018/01/02,72.062
2018/01/03,83.899
2018/01/04,96.691
2018/01/05,99.512
2018/01/06,99.698
2018/01/07,89.731
2018/01/08,92.042
2018/01/09,92.944
2018/01/10,97.781
2018/01/11,58.047
2018/01/12,28.717
2018/01/13,49.037
2018/01/14,39.004
2018/01/15,29.902
2018/01/16,24.063
2018/01/17,18.597
2018/01/18,40.149
2018/01/19,33.946
2018/01/20,38.574
2018/01/21,32.319
2018/01/22,11.473
2018/01/23,37.33
2018/01/24,38.007
2018/01/25,32.75
2018/01/26,12.981
2018/01/27,15.779
2018/01/28,27.578
2018/01/29,74.776
2018/01/30,39.136
2018/01/31,37.805
2018/02/01,75.164
2018/02/02,46.721
2018/02/03,39.529
2018/02/04,30.616
2018/02/05,25.285
2018/02/06,24.432
2018/02/07,47.267
2018/02/08,35.493
2018/02/09,37.725
2018/02/10,44.087
2018/02/11,37.312
2018/02/12,46.017
2018/02/13,43.07
2018/02/14,57.623
2018/02/15,71.509
2018/02/16,72.153
2018/02/17,81.033
2018/02/18,95.597
2018/02/19,41.883
2018/02/20,41.616
2018/02/21,19.013
2018/02/22,12.979
2018/02/23,47.432
2018/02/24,59.155
2018/02/25,38.955
2018/02/26,27.907
2018/02/27,31.622
2018/02/28,72.037
2018/03/01,49.739
2018/03/02,65.06
2018/03/03,32.372
2018/03/04,60.841
2018/03/05,61.585
2018/03/06,54.232
2018/03/07,44.726
2018/03/08,21.024
2018/03/09,12.94
2018/03/10,9.6
2018/03/11,8.856
2018/03/12,12.213
2018/03/13,7.025
2018/03/14,5.944
2018/03/15,17.866
2018/03/16,27.292
2018/03/17,15.798
2018/03/18,38.803
2018/03/19,20.891
2018/03/20,38.56
2018/03/21,36.1
2018/03/22,25.409
2018/03/23,45.692
2018/03/24,20.04
2018/03/25,29.087
2018/03/26,59.5
2018/03/27,35.896
2018/03/28,43.542
2018/03/29,28.566
2018/03/30,14.018
2018/03/31,16.02
2018/04/01,14.616
2018/04/02,17.772
2018/04/03,30.482
2018/04/04,25.228
2018/04/05,34.558
2018/04/06,10.429
2018/04/07,16.096
2018/04/08,26.383
2018/04/09,43.26
2018/04/10,51.766
2018/04/11,85.523
2018/04/12,89.639
2018/04/13,94.768
2018/04/14,50.373
2018/04/15,65.524
2018/04/16,75.631
2018/04/17,36.125
2018/04/18,72.474
2018/04/19,58.422
2018/04/20,81.708
2018/04/21,48.261
2018/04/22,54.329
2018/04/23,59.435
2018/04/24,85.469
2018/04/25,88.874
2018/04/26,85.068
2018/04/27,92.835
2018/04/28,93.339
2018/04/29,97.386
2018/04/30,97.566
2018/05/01,37.948
2018/05/02,42.777
2018/05/03,59.817
2018/05/04,34.424
2018/05/05,54.619
2018/05/06,28.882
2018/05/07,24.164
2018/05/08,55.669
2018/05/09,81.024
2018/05/10,92.883
2018/05/11,71.066
2018/05/12,34.336
2018/05/13,56.208
2018/05/14,72.482
2018/05/15,75.468
2018/05/16,61.609
2018/05/17,70.15
2018/05/18,61.405
2018/05/19,33.854
2018/05/20,48.914
2018/05/21,59.668
2018/05/22,75.793
2018/05/23,38.746
2018/05/24,36.209
2018/05/25,25.546
2018/05/26,16.25
2018/05/27,10.353
2018/05/28,60.483
2018/05/29,71.76
2018/05/30,76.964
2018/05/31,88.267
2018/06/01,64.304
2018/06/02,27.175
2018/06/03,32.246
2018/06/04,54.805
2018/06/05,41.7
2018/06/06,53.343
2018/06/07,37.699
2018/06/08,25.464
2018/06/09,11.639
2018/06/10,8.618
2018/06/11,9.151
2018/06/12,25.857
2018/06/13,41.925
2018/06/14,66.985
2018/06/15,80.902
2018/06/16,24.677
2018/06/17,18.335
2018/06/18,36.291
2018/06/19,60.907
2018/06/20,43.93
2018/06/21,43.274
2018/06/22,31.549
2018/06/23,17.016
2018/06/24,24.888
2018/06/25,70.883
2018/06/26,45.679
2018/06/27,43.913
2018/06/28,35.088
2018/06/29,40.423
2018/06/30,93.486
2018/07/01,98.273
2018/07/02,98.659
2018/07/03,99.059
2018/07/04,44.549
2018/07/05,37.566
2018/07/06,64.605
2018/07/07,55.513
2018/07/08,28.919
2018/07/09,22.672
2018/07/10,19.063
2018/07/11,17.685
2018/07/12,46.226
2018/07/13,54.181
2018/07/14,82.138
2018/07/15,47.377
2018/07/16,27.274
2018/07/17,25.488
2018/07/18,26.147
2018/07/19,22.544
2018/07/20,36.349
2018/07/21,40.02
2018/07/22,23.82
2018/07/23,54.827
2018/07/24,39.291
2018/07/25,35.383
2018/07/26,33.298
2018/07/27,25.849
2018/07/28,23.4
2018/07/29,19.638
2018/07/30,37.109
2018/07/31,35.123
2018/08/01,32.544
2018/08/02,31.699
2018/08/03,73.638
2018/08/04,37.829
2018/08/05,37.063
2018/08/06,63.093
2018/08/07,95.034
2018/08/08,99.216
2018/08/09,86.321
2018/08/10,45.737
2018/08/11,27.475
2018/08/12,26.056
2018/08/13,26.739
2018/08/14,27.569
2018/08/15,40.758
2018/08/16,30.947
2018/08/17,77.359
2018/08/18,38.856
2018/08/19,34.224
2018/08/20,34.229
2018/08/21,40.737
2018/08/22,49.007
2018/08/23,41.454
2018/08/24,52.441
2018/08/25,32.751
2018/08/26,36.991
2018/08/27,54.661
2018/08/28,57.725
2018/08/29,75.859
2018/08/30,53.403
2018/08/31,61.695
2018/09/01,37.796
2018/09/02,28.82
2018/09/03,30.665
2018/09/04,68.506
2018/09/05,42.408
2018/09/06,61.891
2018/09/07,64.309
2018/09/08,52.862
2018/09/09,45.455
2018/09/10,32.437
2018/09/11,61.101
2018/09/12,63.565
2018/09/13,86.673
2018/09/14,49.663
2018/09/15,56.069
2018/09/16,35.785
2018/09/17,57.831
2018/09/18,67.335
2018/09/19,90.668
2018/09/20,61.362
2018/09/21,77.787
2018/09/22,40.753
2018/09/23,31.523
2018/09/24,60.153
2018/09/25,56.466
2018/09/26,68.209
2018/09/27,70.958
2018/09/28,80.414
2018/09/29,87.679
2018/09/30,46.234
2018/10/01,63.317
2018/10/02,69.799
2018/10/03,18.274
2018/10/04,18.347
2018/10/05,14.184
2018/10/06,6.716
2018/10/07,35.839
2018/10/08,64.416
2018/10/09,46.713
2018/10/10,64.769
2018/10/11,51.514
2018/10/12,52.514
2018/10/13,22.861
2018/10/14,22.64
2018/10/15,68.055
2018/10/16,43.26
2018/10/17,48.062
2018/10/18,43.704
2018/10/19,65.836
2018/10/20,54.362
2018/10/21,41.652
2018/10/22,36.989
2018/10/23,65.686
2018/10/24,84.578
2018/10/25,86.408
2018/10/26,56.991
2018/10/27,26.819
2018/10/28,22.318
2018/10/29,55.585
2018/10/30,52.423
2018/10/31,41.8
2018/11/01,40.271
2018/11/02,81.153
2018/11/03,51.87
2018/11/04,56.998
2018/11/05,83.537
2018/11/06,84.58
2018/11/07,59.456
2018/11/08,59.957
2018/11/09,29.295
2018/11/10,11.086
2018/11/11,8.128
2018/11/12,47.081
2018/11/13,50.744
2018/11/14,72.711
2018/11/15,76.022
2018/11/16,42.126
2018/11/17,25.165
2018/11/18,28.929
2018/11/19,53.009
2018/11/20,59.281
2018/11/21,28.464
2018/11/22,25.107
2018/11/23,23.796
2018/11/24,14.602
2018/11/25,47.395
2018/11/26,37.155
2018/11/27,22.874
2018/11/28,61.222
2018/11/29,76.291
2018/11/30,89.02
2018/12/01,43.485
2018/12/02,38.459
2018/12/03,43.252
2018/12/04,40.787
2018/12/05,49.092
2018/12/06,34.971
2018/12/07,19.954
2018/12/08,8.889
2018/12/09,8.775
2018/12/10,30.557
2018/12/11,37.487
2018/12/12,36.737
2018/12/13,78.539
2018/12/14,46.814
2018/12/15,29.709
2018/12/16,19.767
2018/12/17,57.657
2018/12/18,71.562
2018/12/19,77.136
2018/12/20,80.636
2018/12/21,83.403
2018/12/22,40.041
2018/12/23,73.562
2018/12/24,83.38
2018/12/25,63.883
2018/12/26,35.934
2018/12/27,31.111
2018/12/28,48.609
2018/12/29,30.908
2018/12/30,65.795
2018/12/31,47.067
2019/01/01,32.315
2019/01/02,58.613
2019/01/03,42.334
2019/01/04,70.284
2019/01/05,39.929
2019/01/06,42.733
2019/01/07,56.224
2019/01/08,52.891
2019/01/09,38.582
2019/01/10,58.412
2019/01/11,32.202
2019/01/12,20.705
2019/01/13,22.56
2019/01/14,82.692
2019/01/15,72.303
2019/01/16,47.006
2019/01/17,38.966
2019/01/18,47.267
2019/01/19,24.556
2019/01/20,52.728
2019/01/21,46.612
2019/01/22,37.982
2019/01/23,52.238
2019/01/24,57.403
2019/01/25,36.401
2019/01/26,23.151
2019/01/27,12.953
2019/01/28,60.122
2019/01/29,39.241
2019/01/30,55.768
2019/01/31,70.708
2019/02/01,46.05
2019/02/02,32.391
2019/02/03,42.594
2019/02/04,41.076
2019/02/05,31.7
2019/02/06,47.025
2019/02/07,66.461
2019/02/08,79.907
2019/02/09,80.254
2019/02/10,88.569
2019/02/11,95.899
2019/02/12,48.563
2019/02/13,65.877
2019/02/14,40.397
2019/02/15,71.403
2019/02/16,49.997
2019/02/17,66.029
2019/02/18,84.277
2019/02/19,86.185
2019/02/20,81.502
2019/02/21,54.785
2019/02/22,66.028
2019/02/23,47.957
2019/02/24,74.169
2019/02/25,47.094
2019/02/26,61.763
2019/02/27,41.092
2019/02/28,64.928
2019/03/01,21.771
2019/03/02,17.016
2019/03/03,16.797
2019/03/04,14.368
2019/03/05,50.793
2019/03/06,51.644
2019/03/07,61.643
2019/03/08,30.497
2019/03/09,17.957
2019/03/10,23.873
2019/03/11,23.403
2019/03/12,15.541
2019/03/13,14.763
2019/03/14,9.584
2019/03/15,46.375
2019/03/16,59.503
2019/03/17,34.049
2019/03/18,58.993
2019/03/19,88.891
2019/03/20,41.591
2019/03/21,59.519
2019/03/22,39.986
2019/03/23,35.794
2019/03/24,40.606
2019/03/25,53.327
2019/03/26,49.298
2019/03/27,69.327
2019/03/28,43.243
2019/03/29,63.528
2019/03/30,44.578
2019/03/31,32.279
2019/04/01,51.026
2019/04/02,87.1
2019/04/03,95.245
2019/04/04,53.487
2019/04/05,37.396
2019/04/06,32.481
2019/04/07,33.94
2019/04/08,58.944
2019/04/09,48.07
2019/04/10,50.31
2019/04/11,68.503
2019/04/12,70.064
2019/04/13,29.17
2019/04/14,17.569
2019/04/15,41.004
2019/04/16,50.741
2019/04/17,54.331
2019/04/18,73.993
2019/04/19,51.3
2019/04/20,17.217
2019/04/21,43.386
2019/04/22,57.783
2019/04/23,65.052
2019/04/24,71.132
2019/04/25,44.195
2019/04/26,60.796
2019/04/27,22.513
2019/04/28,33.052
2019/04/29,34.065
2019/04/30,37.877
2019/05/01,50.716
2019/05/02,82.123
2019/05/03,76.845
2019/05/04,71.083
2019/05/05,56.264
2019/05/06,70.942
2019/05/07,95.027
2019/05/08,47.725
2019/05/09,49.465
2019/05/10,56.31
2019/05/11,56.738
2019/05/12,67.86
2019/05/13,85.168
2019/05/14,95.103
2019/05/15,98.327
2019/05/16,99.334
2019/05/17,66.282
2019/05/18,44.995
2019/05/19,47.438
2019/05/20,59.995
2019/05/21,25.02
2019/05/22,64.643
2019/05/23,46.343
2019/05/24,55.286
2019/05/25,30.649
2019/05/26,27.21
2019/05/27,65.92
2019/05/28,69.736
2019/05/29,58.062
2019/05/30,73.05
2019/05/31,51.172
2019/06/01,34.546
2019/06/02,19.241
2019/06/03,46.903
2019/06/04,51.615
2019/06/05,62.135
2019/06/06,36.924
2019/06/07,46.98
2019/06/08,87.461
2019/06/09,34.119
2019/06/10,67.66
2019/06/11,46.102
2019/06/12,33.477
2019/06/13,40.833
2019/06/14,52.154
2019/06/15,65.778
2019/06/16,37.359
2019/06/17,71.549
2019/06/18,40.402
2019/06/19,53.07
2019/06/20,70.893
2019/06/21,38.962
2019/06/22,40.839
