Date,price
2019/06/26,335.661
2019/06/27,311.016
2019/06/28,303.386
2019/06/29,305.29
2019/06/30,306.776
2019/07/01,291.556
2019/07/02,284.716
2019/07/03,294.509
2019/07/04,294.737
2019/07/05,287.832
2019/07/06,290.492
2019/07/07,293.578
2019/07/08,307.086
2019/07/09,311.441
2019/07/10,301.183
2019/07/11,273.654
2019/07/12,273.617
2019/07/13,269.637
2019/07/14,250.238
2019/07/15,226.311
2019/07/16,218.661
2019/07/17,205.984
2019/07/18,218.278
2019/07/19,220.219
2019/07/20,227.885
2019/07/21,224.636
2019/07/22,220.835
2019/07/23,213.793
2019/07/24,209.251
2019/07/25,221.38
2019/07/26,216.753
2019/07/27,213.448
2019/07/28,208.5
2019/07/29,210.952
2019/07/30,209.487
2019/07/31,214.315
2019/08/01,214.48
2019/08/02,218.384
2019/08/03,222.304
2019/08/04,220.529
2019/08/05,230.993
2019/08/06,229.549
2019/08/07,226.257
2019/08/08,222.953
2019/08/09,213.437
2019/08/10,208.802
2019/08/11,211.724
2019/08/12,212.576
2019/08/13,208.988
2019/08/14,202.519
2019/08/15,184.726
2019/08/16,185.067
2019/08/17,184.739
2019/08/18,190.149
2019/08/19,198.884
2019/08/20,198.159
2019/08/21,187.696
2019/08/22,188.639
2019/08/23,192.761
2019/08/24,190.199
2019/08/25,188.754
2019/08/26,189.655
2019/08/27,186.994
2019/08/28,183.716
2019/08/29,169.476
2019/08/30,168.793
2019/08/31,169.078
2019/09/01,171.128
2019/09/02,173.461
2019/09/03,179.064
2019/09/04,177.336
2019/09/05,173.428
2019/09/06,174.067
2019/09/07,173.184
2019/09/08,180.944
2019/09/09,180.423
2019/09/10,181.073
2019/09/11,178.463
2019/09/12,179.124
2019/09/13,179.75
2019/09/14,183.271
2019/09/15,188.601
2019/09/16,193.637
2019/09/17,202.788
2019/09/18,212.885
2019/09/19,211.736
2019/09/20,217.491
2019/09/21,216.999
2019/09/22,210.682
2019/09/23,208.278
2019/09/24,191.32
2019/09/25,168.875
2019/09/26,166.919
2019/09/27,167.12
2019/09/28,173.757
2019/09/29,170.048
2019/09/30,172.903
2019/10/01,179.408
2019/10/02,176.749
2019/10/03,176.342
2019/10/04,175.174
2019/10/05,175.261
2019/10/06,173.887
2019/10/07,176.004
2019/10/08,180.782
2019/10/09,185.889
2019/10/10,191.722
2019/10/11,185.767
2019/10/12,182.82
2019/10/13,182.606
2019/10/14,183.982
2019/10/15,183.089
2019/10/16,176.985
2019/10/17,176.112
2019/10/18,173.955
2019/10/19,173.554
2019/10/20,172.728
2019/10/21,174.52
2019/10/22,173.633
2019/10/23,164.289
2019/10/24,161.58
2019/10/25,169.35
2019/10/26,182.601
2019/10/27,182.419
2019/10/28,183.923
2019/10/29,186.926
2019/10/30,185.577
2019/10/31,183.191
2019/11/01,182.536
2019/11/02,184.514
2019/11/03,183.431
2019/11/04,185.653
2019/11/05,187.915
2019/11/06,191.162
2019/11/07,189.14
2019/11/08,185.84
2019/11/09,184.7
2019/11/10,188.325
2019/11/11,187.781
2019/11/12,186.666
2019/11/13,187.848
2019/11/14,186.735
2019/11/15,182.985
2019/11/16,182.111
2019/11/17,184.397
2019/11/18,183.186
2019/11/19,177.428
2019/11/20,176.805
2019/11/21,169.954
2019/11/22,154.302
2019/11/23,151.292
2019/11/24,149.726
2019/11/25,142.822
2019/11/26,146.946
2019/11/27,149.451
2019/11/28,153.093
2019/11/29,153.93
2019/11/30,153.488
2019/12/01,149.523
2019/12/02,149.678
2019/12/03,149.463
2019/12/04,147.861
2019/12/05,148.006
2019/12/06,150.003
2019/12/07,149.846
2019/12/08,150.684
2019/12/09,150.337
2019/12/10,147.905
2019/12/11,145.781
2019/12/12,143.819
2019/12/13,145.109
2019/12/14,144.045
2019/12/15,143.039
2019/12/16,140.782
2019/12/17,130.022
2019/12/18,125.514
2019/12/19,128.154
2019/12/20,128.574
2019/12/21,128.376
2019/12/22,130.06
2019/12/23,132.35
2019/12/24,129.08
2019/12/25,126.542
2019/12/26,126.986
2019/12/27,126.388
2019/12/28,128.374
2019/12/29,131.845
2019/12/30,134.025
2019/12/31,131.732
2020/01/01,131.352
2020/01/02,129.5
2020/01/03,131.522
2020/01/04,134.662
2020/01/05,137.648
2020/01/06,141.505
2020/01/07,143.178
2020/01/08,143.216
2020/01/09,139.364
2020/01/10,139.979
2020/01/11,144.078
2020/01/12,144.71
2020/01/13,144.449
2020/01/14,154.823
2020/01/15,165.058
2020/01/16,162.487
2020/01/17,169.11
2020/01/18,172.566
2020/01/19,170.463
2020/01/20,166.201
2020/01/21,168.009
2020/01/22,168.66
2020/01/23,163.656
2020/01/24,160.978
2020/01/25,160.471
2020/01/26,163.699
2020/01/27,168.986
2020/01/28,172.297
2020/01/29,176.67
2020/01/30,177.441
2020/01/31,181.274
2020/02/01,182.556
2020/02/02,188.245
2020/02/03,190.209
2020/02/04,188.243
2020/02/05,196.261
2020/02/06,210.079
2020/02/07,220.197
2020/02/08,223.428
2020/02/09,227.591
2020/02/10,223.036
2020/02/11,226.63
2020/02/12,255.953
2020/02/13,268.112
2020/02/14,272.711
2020/02/15,277.514
2020/02/16,263.509
2020/02/17,254.059
2020/02/18,272.183
2020/02/19,278.069
2020/02/20,258.194
2020/02/21,262.603
2020/02/22,262.04
2020/02/23,269.56
2020/02/24,268.063
2020/02/25,257.198
2020/02/26,234.673
2020/02/27,226.626
2020/02/28,225.407
2020/02/29,226.525
2020/03/01,220.033
2020/03/02,225.589
2020/03/03,227.065
2020/03/04,224.612
2020/03/05,230.159
2020/03/06,236.203
2020/03/07,243.015
2020/03/08,223.811
2020/03/09,200.91
2020/03/10,201.931
2020/03/11,196.177
2020/03/12,155.044
2020/03/13,124.456
2020/03/14,128.998
2020/03/15,123.835
2020/03/16,112.962
2020/03/17,115.189
2020/03/18,114.046
2020/03/19,124.215
2020/03/20,136.363
2020/03/21,131.923
2020/03/22,130.074
2020/03/23,127.684
2020/03/24,137.419
2020/03/25,137.1
2020/03/26,135.613
2020/03/27,137.064
2020/03/28,128.964
2020/03/29,128.694
2020/03/30,130.823
2020/03/31,132.802
2020/04/01,132.152
2020/04/02,138.885
2020/04/03,142.681
2020/04/04,142.433
2020/04/05,143.555
2020/04/06,154.953
2020/04/07,170.555
2020/04/08,169.768
2020/04/09,170.652
2020/04/10,160.542
2020/04/11,157.973
2020/04/12,159.989
2020/04/13,154.239
2020/04/14,158.49
2020/04/15,157.873
2020/04/16,165.002
2020/04/17,170.863
2020/04/18,177.471
2020/04/19,182.73
2020/04/20,178.963
2020/04/21,171.592
2020/04/22,177.088
2020/04/23,184.938
2020/04/24,187.863
2020/04/25,192.416
2020/04/26,194.831
2020/04/27,195.339
2020/04/28,195.768
2020/04/29,207.369
2020/04/30,214.153
2020/05/01,211.673
2020/05/02,212.964
2020/05/03,213.071
2020/05/04,203.685
2020/05/05,205.837
2020/05/06,206.688
2020/05/07,206.739
2020/05/08,212.335
2020/05/09,212.343
2020/05/10,189.09
2020/05/11,187.27
2020/05/12,189.653
2020/05/13,193.866
2020/05/14,200.655
2020/05/15,199.236
2020/05/16,200.293
2020/05/17,204.699
2020/05/18,213.194
2020/05/19,212.87
2020/05/20,212.488
2020/05/21,205.062
2020/05/22,203.488
2020/05/23,208.171
2020/05/24,207.696
2020/05/25,203.63
2020/05/26,202.483
2020/05/27,205.091
2020/05/28,210.438
2020/05/29,220.948
2020/05/30,232.733
2020/05/31,237.985
2020/06/01,239.064
2020/06/02,244.44
2020/06/03,239.258
2020/06/04,243.681
2020/06/05,243.413
2020/06/06,242.071
2020/06/07,241.567
2020/06/08,243.909
2020/06/09,244.013
2020/06/10,245.147
2020/06/11,242.235
2020/06/12,236.045
2020/06/13,237.538
2020/06/14,236.423
2020/06/15,227.623
2020/06/16,233.694
2020/06/17,233.668
2020/06/18,233.044
2020/06/19,230.178
2020/06/20,229.433
2020/06/21,230.351
2020/06/22,238.171
2020/06/23,243.62
2020/06/24,240.432
2020/06/25,234.067
2020/06/26,232.056
2020/06/27,228.459
2020/06/28,223.846
2020/06/29,225.839
2020/06/30,227.476
2020/07/01,229.506
2020/07/02,229.789
2020/07/03,227.996
2020/07/04,228.389
2020/07/05,228.057
2020/07/06,235.619
2020/07/07,239.608
2020/07/08,244.611
2020/07/09,245.093
2020/07/10,240.73
2020/07/11,241.313
2020/07/12,241.248
2020/07/13,243.63
2020/07/14,240.949
2020/07/15,240.655
2020/07/16,235.609
2020/07/17,234.484
2020/07/18,236.211
2020/07/19,236.843
2020/07/20,239.712
2020/07/21,243.273
2020/07/22,246.928
2020/07/23,268.597
2020/07/24,276.344
2020/07/25,288.562
2020/07/26,308.18
2020/07/27,323.015
2020/07/28,318.224
2020/07/29,320.891
2020/07/30,322.71
2020/07/31,340.422
2020/08/01,361.742
2020/08/02,379.036
2020/08/03,387.379
2020/08/04,391.406
2020/08/05,394.558
2020/08/06,397.069
2020/08/07,389.125
2020/08/08,385.928
2020/08/09,391.995
2020/08/10,395.15
2020/08/11,387.769
2020/08/12,381.257
2020/08/13,395.224
2020/08/14,429.703
2020/08/15,436.151
2020/08/16,428.051
2020/08/17,431.222
2020/08/18,427.952
2020/08/19,411.565
2020/08/20,411.537
2020/08/21,406.298
2020/08/22,389.503
2020/08/23,390.957
2020/08/24,400.797
2020/08/25,391.428
2020/08/26,385.308
2020/08/27,383.445
2020/08/28,390.98
2020/08/29,399.78
2020/08/30,411.947
2020/08/31,429.897
2020/09/01,464.111
2020/09/02,453.69
2020/09/03,421.058
2020/09/04,388.101
2020/09/05,360.994
2020/09/06,343.076
2020/09/07,345.662
2020/09/08,342.32
2020/09/09,345.926
2020/09/10,367.25
2020/09/11,366.518
2020/09/12,373.753
2020/09/13,374.349
2020/09/14,370.686
2020/09/15,371.723
2020/09/16,364.555
2020/09/17,381.801
2020/09/18,384.584
2020/09/19,383.368
2020/09/20,376.519
2020/09/21,356.906
2020/09/22,342.68
2020/09/23,336.855
2020/09/24,334.918
2020/09/25,347.179
2020/09/26,352.467
2020/09/27,355.044
2020/09/28,360.822
2020/09/29,355.787
2020/09/30,356.534
2020/10/01,360.387
2020/10/02,344.978
2020/10/03,347.46
2020/10/04,348.632
2020/10/05,352.499
2020/10/06,349.618
2020/10/07,339.826
2020/10/08,343.669
2020/10/09,357.115
2020/10/10,373.615
2020/10/11,373.323
2020/10/12,379.176
2020/10/13,382.457
2020/10/14,380.358
2020/10/15,376.998
2020/10/16,369.914
2020/10/17,367.629
2020/10/18,373.447
2020/10/19,377.813
2020/10/20,373.832
2020/10/21,384.176
2020/10/22,406.511
2020/10/23,412.857
2020/10/24,412.469
2020/10/25,409.69
2020/10/26,401.534
2020/10/27,399.829
2020/10/28,394.313
2020/10/29,389.079
2020/10/30,382.671
2020/10/31,387.097
2020/11/01,389.351
2020/11/02,390.777
2020/11/03,380.902
2020/11/04,389.511
2020/11/05,407.224
2020/11/06,438.514
2020/11/07,453.488
2020/11/08,445.604
2020/11/09,449.275
2020/11/10,448.364
2020/11/11,463.635
2020/11/12,460.848
2020/11/13,467.546
2020/11/14,464.694
2020/11/15,455.701
2020/11/16,456.18
2020/11/17,470.867
2020/11/18,478.375
2020/11/19,474.647
2020/11/20,498.003
2020/11/21,523.592
2020/11/22,548.166
2020/11/23,587.363
2020/11/24,608.281
2020/11/25,592.457
2020/11/26,521.434
2020/11/27,514.428
2020/11/28,525.533
2020/11/29,550.263
2020/11/30,593.712
2020/12/01,603.275
2020/12/02,592.767
2020/12/03,605.971
2020/12/04,597.311
2020/12/05,587.412
2020/12/06,596.133
2020/12/07,594.12
2020/12/08,579.258
2020/12/09,559.482
2020/12/10,562.469
2020/12/11,546.216
2020/12/12,558.901
2020/12/13,581.173
2020/12/14,584.856
2020/12/15,587.593
2020/12/16,603.084
2020/12/17,651.466
2020/12/18,646.587
2020/12/19,656.497
2020/12/20,649.069
2020/12/21,624.762
2020/12/22,614.266
2020/12/23,612.526
2020/12/24,588.63
2020/12/25,617.307
2020/12/26,631.562
2020/12/27,662.017
2020/12/28,724.664
2020/12/29,719.423
2020/12/30,735.948
2020/12/31,741.144
2021/01/01,736.992
2021/01/02,749.946
2021/01/03,857.388
2021/01/04,1011
2021/01/05,1055
2021/01/06,1136
2021/01/07,1219
2021/01/08,1200
2021/01/09,1224
2021/01/10,1303
2021/01/11,1072
2021/01/12,1086
2021/01/13,1067
2021/01/14,1169
2021/01/15,1196
2021/01/16,1217
2021/01/17,1225
2021/01/18,1227
2021/01/19,1369
2021/01/20,1336
2021/01/21,1252
2021/01/22,1194
2021/01/23,1242
2021/01/24,1319
2021/01/25,1403
2021/01/26,1327
2021/01/27,1282
2021/01/28,1310
2021/01/29,1361
2021/01/30,1361
2021/01/31,1338
2021/02/01,1324
2021/02/02,1439
2021/02/03,1573
2021/02/04,1645
2021/02/05,1674
2021/02/06,1691
2021/02/07,1610
2021/02/08,1661
2021/02/09,1753
2021/02/10,1767
2021/02/11,1764
2021/02/12,1794
2021/02/13,1823
2021/02/14,1824
2021/02/15,1780
2021/02/16,1782
2021/02/17,1802
2021/02/18,1909
2021/02/19,1936
2021/02/20,1990
2021/02/21,1944
2021/02/22,1812
2021/02/23,1570
2021/02/24,1633
2021/02/25,1605
2021/02/26,1481
2021/02/27,1486
2021/02/28,1380
2021/03/01,1495
2021/03/02,1541
2021/03/03,1579
2021/03/04,1561
2021/03/05,1492
2021/03/06,1581
2021/03/07,1665
2021/03/08,1735
2021/03/09,1831
2021/03/10,1823
2021/03/11,1792
2021/03/12,1781
2021/03/13,1839
2021/03/14,1884
2021/03/15,1799
2021/03/16,1781
2021/03/17,1785
2021/03/18,1807
2021/03/19,1804
2021/03/20,1838
2021/03/21,1788
2021/03/22,1766
2021/03/23,1692
2021/03/24,1680
2021/03/25,1592
2021/03/26,1640
2021/03/27,1698
2021/03/28,1701
2021/03/29,1757
2021/03/30,1826
2021/03/31,1850
2021/04/01,1939
2021/04/02,2025
2021/04/03,2089
2021/04/04,2048
2021/04/05,2069
2021/04/06,2113
2021/04/07,2032
2021/04/08,2028
2021/04/09,2076
2021/04/10,2139
2021/04/11,2140
2021/04/12,2147
2021/04/13,2224
2021/04/14,2357
2021/04/15,2460
2021/04/16,2434
2021/04/17,2421
2021/04/18,2183
2021/04/19,2213
2021/04/20,2190
2021/04/21,2350
2021/04/22,2480
2021/04/23,2279
2021/04/24,2261
2021/04/25,2259
2021/04/26,2470
2021/04/27,2572
2021/04/28,2675
2021/04/29,2736
2021/04/30,2755
2021/05/01,2865
2021/05/02,2924
2021/05/03,3162
2021/05/04,3345
2021/05/05,3361
2021/05/06,3482
2021/05/07,3470
2021/05/08,3644
2021/05/09,3886
2021/05/10,4055
2021/05/11,3986
2021/05/12,4215
2021/05/13,3821
2021/05/14,3966
2021/05/15,3899
2021/05/16,3700
2021/05/17,3388
2021/05/18,3424
2021/05/19,2826
2021/05/20,2692
2021/05/21,2624
2021/05/22,2349
2021/05/23,2104
2021/05/24,2358
2021/05/25,2587
2021/05/26,2792
2021/05/27,2767
2021/05/28,2554
2021/05/29,2400
2021/05/30,2379
2021/05/31,2500
2021/06/01,2612
2021/06/02,2693
2021/06/03,2799
2021/06/04,2684
2021/06/05,2690
2021/06/06,2691
2021/06/07,2749
2021/06/08,2495
2021/06/09,2523
2021/06/10,2527
2021/06/11,2431
2021/06/12,2363
2021/06/13,2390
2021/06/14,2521
2021/06/15,2578
2021/06/16,2470
2021/06/17,2395
2021/06/18,2281
2021/06/19,2225
2021/06/20,2168
2021/06/21,2018
2021/06/22,1896
2021/06/23,1981
2021/06/24,1960
2021/06/25,1897
2021/06/26,1786
2021/06/27,1853
2021/06/28,2038
2021/06/29,2170
2021/06/30,2163
2021/07/01,2149
2021/07/02,2080
2021/07/03,2192
2021/07/04,2305
2021/07/05,2250
2021/07/06,2293
2021/07/07,2359
2021/07/08,2186
2021/07/09,2124
2021/07/10,2118
2021/07/11,2123
2021/07/12,2100
2021/07/13,1994
2021/07/14,1949
2021/07/15,1942
2021/07/16,1908
2021/07/17,1885
2021/07/18,1939
2021/07/19,1855
2021/07/20,1769
2021/07/21,1895
2021/07/22,1999
2021/07/23,2053
2021/07/24,2147
2021/07/25,2156
2021/07/26,2321
2021/07/27,2234
2021/07/28,2297
2021/07/29,2308
2021/07/30,2382
2021/07/31,2464
2021/08/01,2596
2021/08/02,2596
2021/08/03,2509
2021/08/04,2585
2021/08/05,2722
2021/08/06,2817
2021/08/07,3025
2021/08/08,3084
2021/08/09,3052
2021/08/10,3134
2021/08/11,3209
2021/08/12,3108
2021/08/13,3198
2021/08/14,3271
2021/08/15,3209
2021/08/16,3250
2021/08/17,3165
2021/08/18,3046
2021/08/19,3044
2021/08/20,3238
2021/08/21,3267
2021/08/22,3219
2021/08/23,3324
2021/08/24,3272
2021/08/25,3186
2021/08/26,3131
2021/08/27,3171
2021/08/28,3243
2021/08/29,3212
2021/08/30,3220
2021/08/31,3337
2021/09/01,3575
2021/09/02,3773
2021/09/03,3885
2021/09/04,3908
2021/09/05,3911
2021/09/06,3932
2021/09/07,3689
2021/09/08,3438
2021/09/09,3489
2021/09/10,3362
2021/09/11,3282
2021/09/12,3370
2021/09/13,3257
2021/09/14,3337
2021/09/15,3455
2021/09/16,3596
2021/09/17,3480
2021/09/18,3460
2021/09/19,3383
2021/09/20,3121
2021/09/21,2967
2021/09/22,2941
2021/09/23,3111
2021/09/24,2971
2021/09/25,2914
2021/09/26,2957
2021/09/27,3069
2021/09/28,2898
2021/09/29,2883
2021/09/30,2989
2021/10/01,3160
2021/10/02,3341
2021/10/03,3415
2021/10/04,3365
2021/10/05,3430
2021/10/06,3504
2021/10/07,3573
2021/10/08,3602
2021/10/09,3590
2021/10/10,3541
2021/10/11,3536
2021/10/12,3485
2021/10/13,3496
2021/10/14,3705
2021/10/15,3812
2021/10/16,3873
2021/10/17,3841
2021/10/18,3797
2021/10/19,3805
2021/10/20,3950
2021/10/21,4161
2021/10/22,4068
2021/10/23,4045
2021/10/24,4079
2021/10/25,4155
2021/10/26,4205
2021/10/27,4077
2021/10/28,4120
2021/10/29,4362
2021/10/30,4330
2021/10/31,4285
2021/11/01,4304
2021/11/02,4427
2021/11/03,4576
2021/11/04,4527
2021/11/05,4504
2021/11/06,4455
2021/11/07,4579
2021/11/08,4737
2021/11/09,4788
2021/11/10,4729
2021/11/11,4695
2021/11/12,4671
2021/11/13,4643
2021/11/14,4603
2021/11/15,4665
2021/11/16,4310
2021/11/17,4197
2021/11/18,4174
2021/11/19,4157
2021/11/20,4313
2021/11/21,4355
2021/11/22,4180
2021/11/23,4214
2021/11/24,4266
2021/11/25,4389
2021/11/26,4227
2021/11/27,4120
2021/11/28,4086
2021/11/29,4357
2021/11/30,4538
2021/12/01,4691
2021/12/02,4538
2021/12/03,4462
2021/12/04,4017
2021/12/05,4159
2021/12/06,4131
2021/12/07,4350
2021/12/08,4354
2021/12/09,4287
2021/12/10,4081
2021/12/11,4017
2021/12/12,4067
2021/12/13,3928
2021/12/14,3794
2021/12/15,3864
2021/12/16,4035
2021/12/17,3890
2021/12/18,3919
2021/12/19,3947
2021/12/20,3860
2021/12/21,4000
2021/12/22,4015
2021/12/23,3989
2021/12/24,4091
2021/12/25,4066
2021/12/26,4056
2021/12/27,4075
2021/12/28,3896
2021/12/29,3776
2021/12/30,3704
2021/12/31,3738
2022/01/01,3727
2022/01/02,3769
2022/01/03,3790
2022/01/04,3795
2022/01/05,3763
2022/01/06,3428
2022/01/07,3232
2022/01/08,3167
2022/01/09,3134
2022/01/10,3099
2022/01/11,3148
2022/01/12,3299
2022/01/13,3325
2022/01/14,3272
2022/01/15,3325
2022/01/16,3332
2022/01/17,3256
2022/01/18,3162
2022/01/19,3118
2022/01/20,3154
2022/01/21,2821
2022/01/22,2468
2022/01/23,2456
2022/01/24,2365
2022/01/25,2422
2022/01/26,2515
2022/01/27,2424
2022/01/28,2439
2022/01/29,2563
2022/01/30,2598
2022/01/31,2584
2022/02/01,2754
2022/02/02,2737
2022/02/03,2642
2022/02/04,2832
2022/02/05,3013
2022/02/06,3008
2022/02/07,3096
2022/02/08,3111
2022/02/09,3156
2022/02/10,3187
2022/02/11,3054
2022/02/12,2926
2022/02/13,2912
2022/02/14,2893
2022/02/15,3070
2022/02/16,3127
2022/02/17,3025
2022/02/18,2861
2022/02/19,2774
2022/02/20,2657
2022/02/21,2683
2022/02/22,2579
2022/02/23,2669
2022/02/24,2461
2022/02/25,2662
2022/02/26,2790
2022/02/27,2730
2022/02/28,2700
2022/03/01,2936
2022/03/02,2968
2022/03/03,2882
2022/03/04,2700
2022/03/05,2642
2022/03/06,2631
2022/03/07,2542
2022/03/08,2559
2022/03/09,2706
2022/03/10,2615
2022/03/11,2583
2022/03/12,2586
2022/03/13,2574
2022/03/14,2561
2022/03/15,2571
2022/03/16,2681
2022/03/17,2782
2022/03/18,2836
2022/03/19,2935
2022/03/20,2886
2022/03/21,2894
2022/03/22,2993
2022/03/23,2971
2022/03/24,3064
2022/03/25,3130
2022/03/26,3121
2022/03/27,3169
2022/03/28,3347
2022/03/29,3409
2022/03/30,3390
2022/03/31,3365
2022/04/01,3343
2022/04/02,3479
2022/04/03,3488
2022/04/04,3484
2022/04/05,3491
2022/04/06,3293
2022/04/07,3214
2022/04/08,3255
2022/04/09,3220
2022/04/10,3258
2022/04/11,3088
2022/04/12,3013
2022/04/13,3065
2022/04/14,3070
2022/04/15,3028
2022/04/16,3040
2022/04/17,3049
2022/04/18,2960
2022/04/19,3073
2022/04/20,3093
2022/04/21,3087
2022/04/22,2987
2022/04/23,2960
2022/04/24,2946
2022/04/25,2893
2022/04/26,2942
2022/04/27,2865
2022/04/28,2916
2022/04/29,2873
2022/04/30,2813
2022/05/01,2778
2022/05/02,2834
2022/05/03,2824
2022/05/04,2852
2022/05/05,2862
2022/05/06,2712
2022/05/07,2677
2022/05/08,2555
2022/05/09,2398
2022/05/10,2358
2022/05/11,2282
2022/05/12,1958
2022/05/13,2073
2022/05/14,2018
2022/05/15,2065
2022/05/16,2041
2022/05/17,2068
2022/05/18,2011
2022/05/19,1970
2022/05/20,2001
2022/05/21,1971
2022/05/22,2003
2022/05/23,2041
2022/05/24,1970
2022/05/25,1973
2022/05/26,1874
2022/05/27,1763
2022/05/28,1771
2022/05/29,1793
2022/05/30,1904
2022/05/31,1969
2022/06/01,1900
2022/06/02,1822
2022/06/03,1789
2022/06/04,1773
2022/06/05,1800
2022/06/06,1876
2022/06/07,1780
2022/06/08,1804
2022/06/09,1799
2022/06/10,1744
2022/06/11,1599
2022/06/12,1482
2022/06/13,1273
2022/06/14,1195
2022/06/15,1138
2022/06/16,1146
2022/06/17,1088
2022/06/18,1009
2022/06/19,1028
2022/06/20,1106
2022/06/21,1145
2022/06/22,1087
2022/06/23,1102
2022/06/24,1183
2022/06/25,1216
2022/06/26,1235
2022/06/27,1210
2022/06/28,1191
2022/06/29,1123
2022/06/30,1047
2022/07/01,1066
2022/07/02,1054
2022/07/03,1062
2022/07/04,1089
2022/07/05,1133
2022/07/06,1142
2022/07/07,1199
2022/07/08,1235
2022/07/09,1219
2022/07/10,1183
2022/07/11,1144
2022/07/12,1071
2022/07/13,1066
2022/07/14,1126
2022/07/15,1220
2022/07/16,1257
2022/07/17,1354
2022/07/18,1456
2022/07/19,1546
2022/07/20,1560
2022/07/21,1522
2022/07/22,1584
2022/07/23,1543
2022/07/24,1594
2022/07/25,1525
2022/07/26,1404
2022/07/27,1494
2022/07/28,1667
2022/07/29,1716
2022/07/30,1712
2022/07/31,1704
2022/08/01,1665
2022/08/02,1611
2022/08/03,1642
2022/08/04,1620
2022/08/05,1670
2022/08/06,1719
2022/08/07,1695
2022/08/08,1757
2022/08/09,1732
2022/08/10,1755
2022/08/11,1891
2022/08/12,1897
2022/08/13,1984
2022/08/14,1975
2022/08/15,1922
2022/08/16,1885
2022/08/17,1871
2022/08/18,1857
2022/08/19,1736
2022/08/20,1618
2022/08/21,1607
2022/08/22,1580
2022/08/23,1625
2022/08/24,1650
2022/08/25,1696
2022/08/26,1630
2022/08/27,1492
2022/08/28,1486
2022/08/29,1485
2022/08/30,1552
2022/08/31,1577
2022/09/01,1558
2022/09/02,1593
2022/09/03,1558
2022/09/04,1560
2022/09/05,1580
2022/09/06,1635
2022/09/07,1547
2022/09/08,1630
2022/09/09,1699
2022/09/10,1730
2022/09/11,1765
2022/09/12,1734
2022/09/13,1662
2022/09/14,1600
2022/09/15,1562
2022/09/16,1455
2022/09/17,1444
2022/09/18,1420
2022/09/19,1330
2022/09/20,1353
2022/09/21,1329
2022/09/22,1285
2022/09/23,1314
2022/09/24,1330
2022/09/25,1315
2022/09/26,1312
2022/09/27,1361
2022/09/28,1311
2022/09/29,1331
2022/09/30,1337
2022/10/01,1323
2022/10/02,1303
2022/10/03,1304
2022/10/04,1344
2022/10/05,1347
2022/10/06,1365
2022/10/07,1345
2022/10/08,1328
2022/10/09,1320
2022/10/10,1314
2022/10/11,1283
2022/10/12,1295
2022/10/13,1272
2022/10/14,1316
2022/10/15,1288
2022/10/16,1288
2022/10/17,1317
2022/10/18,1322
2022/10/19,1299
2022/10/20,1290
2022/10/21,1288
2022/10/22,1306
2022/10/23,1318
2022/10/24,1345
2022/10/25,1389
2022/10/26,1527
2022/10/27,1551
2022/10/28,1528
2022/10/29,1608
2022/10/30,1604
2022/10/31,1583
2022/11/01,1584
2022/11/02,1562
2022/11/03,1542
2022/11/04,1597
2022/11/05,1641
2022/11/06,1618
2022/11/07,1581
2022/11/08,1459
2022/11/09,1240
2022/11/10,1295
2022/11/11,1327
2022/11/12,1317
2022/11/13,1241
2022/11/14,1229
2022/11/15,1259
2022/11/16,1230
2022/11/17,1205
2022/11/18,1214
2022/11/19,1209
2022/11/20,1192
2022/11/21,1121
2022/11/22,1109
2022/11/23,1162
2022/11/24,1199
2022/11/25,1190
2022/11/26,1215
2022/11/27,1215
2022/11/28,1172
2022/11/29,1206
2022/11/30,1295
