Date,mining_profitability
2021/06/16,6.55E-8
2021/06/17,6.5E-8
2021/06/18,6.05E-8
2021/06/19,5.92E-8
2021/06/20,5.99E-8
2021/06/21,6.67E-8
2021/06/22,7.39E-8
2021/06/23,6.2E-8
2021/06/24,6.05E-8
2021/06/25,6.17E-8
2021/06/26,5.57E-8
2021/06/27,6.16E-8
2021/06/28,6.57E-8
2021/06/29,6.88E-8
2021/06/30,7.18E-8
2021/07/01,6.78E-8
2021/07/02,6.34E-8
2021/07/03,6.59E-8
2021/07/04,6.8E-8
2021/07/05,6.75E-8
2021/07/06,8.16E-8
2021/07/07,7.92E-8
2021/07/08,7.23E-8
2021/07/09,6.68E-8
2021/07/10,6.04E-8
2021/07/11,5.95E-8
2021/07/12,6.36E-8
2021/07/13,6.35E-8
2021/07/14,6.8E-8
2021/07/15,6.63E-8
2021/07/16,6.38E-8
2021/07/17,5.76E-8
2021/07/18,5.98E-8
2021/07/19,5.71E-8
2021/07/20,5.59E-8
2021/07/21,5.72E-8
2021/07/22,6.26E-8
2021/07/23,6.55E-8
2021/07/24,6.23E-8
2021/07/25,6.04E-8
2021/07/26,7.22E-8
2021/07/27,7.35E-8
2021/07/28,7.59E-8
2021/07/29,6.74E-8
2021/07/30,7.4E-8
2021/07/31,7.99E-8
2021/08/01,7.78E-8
2021/08/02,7.89E-8
2021/08/03,7.8E-8
2021/08/04,7.62E-8
2021/08/05,9.05E-8
2021/08/06,9.06E-8
2021/08/07,9.67E-8
2021/08/08,9.91E-8
2021/08/09,1.0E-7
2021/08/10,1.07E-7
2021/08/11,1.08E-7
2021/08/12,1.02E-7
2021/08/13,1.07E-7
2021/08/14,1.05E-7
2021/08/15,1.12E-7
2021/08/16,1.06E-7
2021/08/17,1.0E-7
2021/08/18,9.23E-8
2021/08/19,9.5E-8
2021/08/20,9.5E-8
2021/08/21,7.4E-8
2021/08/22,7.3E-8
2021/08/23,7.83E-8
2021/08/24,7.74E-8
2021/08/25,7.5E-8
2021/08/26,7.32E-8
2021/08/27,7.74E-8
2021/08/28,7.95E-8
2021/08/29,8.07E-8
2021/08/30,7.77E-8
2021/08/31,8.11E-8
2021/09/01,9.4E-8
2021/09/02,8.46E-8
2021/09/03,9.0E-8
2021/09/04,8.93E-8
2021/09/05,8.68E-8
2021/09/06,8.72E-8
2021/09/07,1.1E-7
2021/09/08,7.83E-8
2021/09/09,8.64E-8
2021/09/10,7.62E-8
2021/09/11,6.78E-8
2021/09/12,6.8E-8
2021/09/13,7.16E-8
2021/09/14,7.47E-8
2021/09/15,7.2E-8
2021/09/16,7.77E-8
2021/09/17,7.2E-8
2021/09/18,6.93E-8
2021/09/19,7.48E-8
2021/09/20,6.57E-8
2021/09/21,6.15E-8
2021/09/22,5.98E-8
2021/09/23,7.27E-8
2021/09/24,6.08E-8
2021/09/25,5.7E-8
2021/09/26,6.14E-8
2021/09/27,9.79E-8
2021/09/28,6.08E-8
2021/09/29,5.87E-8
2021/09/30,6.28E-8
2021/10/01,6.36E-8
2021/10/02,6.66E-8
2021/10/03,6.7E-8
2021/10/04,6.83E-8
2021/10/05,7.24E-8
2021/10/06,7.17E-8
2021/10/07,7.47E-8
2021/10/08,7.18E-8
2021/10/09,6.94E-8
2021/10/10,7.09E-8
2021/10/11,6.97E-8
2021/10/12,6.77E-8
2021/10/13,6.82E-8
2021/10/14,7.44E-8
2021/10/15,8.99E-8
2021/10/16,7.47E-8
2021/10/17,7.37E-8
2021/10/18,9.17E-8
2021/10/19,7.39E-8
2021/10/20,7.53E-8
2021/10/21,8.14E-8
2021/10/22,7.7E-8
2021/10/23,7.59E-8
2021/10/24,7.64E-8
2021/10/25,7.79E-8
2021/10/26,7.92E-8
2021/10/27,8.06E-8
2021/10/28,8.3E-8
2021/10/29,8.58E-8
2021/10/30,8.35E-8
2021/10/31,8.28E-8
2021/11/01,8.09E-8
2021/11/02,8.39E-8
2021/11/03,8.59E-8
2021/11/04,8.57E-8
2021/11/05,8.41E-8
2021/11/06,8.21E-8
2021/11/07,8.12E-8
2021/11/08,8.66E-8
2021/11/09,8.6E-8
2021/11/10,8.79E-8
2021/11/11,8.4E-8
2021/11/12,8.24E-8
2021/11/13,7.9E-8
2021/11/14,7.89E-8
2021/11/15,8.15E-8
2021/11/16,7.72E-8
2021/11/17,7.1E-8
2021/11/18,6.98E-8
2021/11/19,7.07E-8
2021/11/20,7.32E-8
2021/11/21,7.49E-8
2021/11/22,7.22E-8
2021/11/23,7.3E-8
2021/11/24,7.3E-8
2021/11/25,7.74E-8
2021/11/26,7.65E-8
2021/11/27,7.58E-8
2021/11/28,6.95E-8
2021/11/29,7.38E-8
2021/11/30,8.18E-8
2021/12/01,7.82E-8
2021/12/02,7.53E-8
2021/12/03,7.29E-8
2021/12/04,6.83E-8
2021/12/05,6.69E-8
2021/12/06,6.62E-8
2021/12/07,6.81E-8
2021/12/08,6.78E-8
2021/12/09,6.78E-8
2021/12/10,6.85E-8
2021/12/11,6.56E-8
2021/12/12,6.59E-8
2021/12/13,6.41E-8
2021/12/14,5.94E-8
2021/12/15,6.12E-8
2021/12/16,6.44E-8
2021/12/17,6.77E-8
2021/12/18,6.08E-8
2021/12/19,6.46E-8
2021/12/20,6.1E-8
2021/12/21,6.06E-8
2021/12/22,6.24E-8
2021/12/23,6.41E-8
2021/12/24,6.43E-8
2021/12/25,6.29E-8
2021/12/26,6.24E-8
2021/12/27,6.33E-8
2021/12/28,6.14E-8
2021/12/29,5.94E-8
2021/12/30,5.69E-8
2021/12/31,5.77E-8
2022/01/01,5.78E-8
2022/01/02,5.77E-8
2022/01/03,5.69E-8
2022/01/04,5.77E-8
2022/01/05,5.84E-8
2022/01/06,5.25E-8
2022/01/07,5.21E-8
2022/01/08,5.0E-8
2022/01/09,4.71E-8
2022/01/10,4.88E-8
2022/01/11,4.93E-8
2022/01/12,5.45E-8
2022/01/13,5.04E-8
2022/01/14,5.03E-8
2022/01/15,5.28E-8
2022/01/16,5.07E-8
2022/01/17,5.26E-8
2022/01/18,4.76E-8
2022/01/19,4.78E-8
2022/01/20,5.04E-8
2022/01/21,4.37E-8
2022/01/22,3.75E-8
2022/01/23,3.56E-8
2022/01/24,3.65E-8
2022/01/25,3.77E-8
2022/01/26,3.71E-8
2022/01/27,3.6E-8
2022/01/28,3.64E-8
2022/01/29,3.81E-8
2022/01/30,4.25E-8
2022/01/31,3.79E-8
2022/02/01,4.11E-8
2022/02/02,4.08E-8
2022/02/03,3.98E-8
2022/02/04,4.14E-8
2022/02/05,6.07E-8
2022/02/06,4.25E-8
2022/02/07,4.55E-8
2022/02/08,4.44E-8
2022/02/09,4.53E-8
2022/02/10,5.1E-8
2022/02/11,4.47E-8
2022/02/12,4.16E-8
2022/02/13,4.05E-8
2022/02/14,4.08E-8
2022/02/15,4.62E-8
2022/02/16,4.58E-8
2022/02/17,4.35E-8
2022/02/18,4.05E-8
2022/02/19,4.07E-8
2022/02/20,4.0E-8
2022/02/21,3.77E-8
2022/02/22,3.74E-8
2022/02/23,4.27E-8
2022/02/24,3.58E-8
2022/02/25,3.88E-8
2022/02/26,4.16E-8
2022/02/27,3.79E-8
2022/02/28,3.89E-8
2022/03/01,4.15E-8
2022/03/02,4.16E-8
2022/03/03,4.14E-8
2022/03/04,3.82E-8
2022/03/05,3.77E-8
2022/03/06,3.75E-8
2022/03/07,3.8E-8
2022/03/08,3.86E-8
2022/03/09,3.91E-8
2022/03/10,3.67E-8
2022/03/11,3.64E-8
2022/03/12,3.55E-8
2022/03/13,3.74E-8
2022/03/14,3.63E-8
2022/03/15,3.65E-8
2022/03/16,3.79E-8
2022/03/17,4.21E-8
2022/03/18,4.31E-8
2022/03/19,4.03E-8
2022/03/20,4.06E-8
2022/03/21,3.98E-8
2022/03/22,4.24E-8
2022/03/23,4.12E-8
2022/03/24,4.31E-8
2022/03/25,4.26E-8
2022/03/26,4.31E-8
2022/03/27,4.92E-8
2022/03/28,5.16E-8
2022/03/29,4.79E-8
2022/03/30,4.63E-8
2022/03/31,4.7E-8
2022/04/01,4.61E-8
2022/04/02,5.06E-8
2022/04/03,4.94E-8
2022/04/04,4.84E-8
2022/04/05,5.64E-8
2022/04/06,4.55E-8
2022/04/07,4.63E-8
2022/04/08,4.42E-8
2022/04/09,4.37E-8
2022/04/10,4.65E-8
2022/04/11,4.14E-8
2022/04/12,4.16E-8
2022/04/13,4.15E-8
2022/04/14,4.2E-8
2022/04/15,4.11E-8
2022/04/16,4.3E-8
2022/04/17,4.1E-8
2022/04/18,3.91E-8
2022/04/19,4.1E-8
2022/04/20,4.28E-8
2022/04/21,4.13E-8
2022/04/22,4.13E-8
2022/04/23,3.85E-8
2022/04/24,3.87E-8
2022/04/25,3.86E-8
2022/04/26,3.96E-8
2022/04/27,3.98E-8
2022/04/28,4.01E-8
2022/04/29,3.93E-8
2022/04/30,3.72E-8
2022/05/01,6.02E-8
2022/05/02,3.72E-8
2022/05/03,3.6E-8
2022/05/04,3.69E-8
2022/05/05,3.91E-8
2022/05/06,3.76E-8
2022/05/07,3.44E-8
2022/05/08,3.26E-8
2022/05/09,3.06E-8
2022/05/10,3.11E-8
2022/05/11,3.16E-8
2022/05/12,2.85E-8
2022/05/13,2.63E-8
2022/05/14,2.62E-8
2022/05/15,2.57E-8
2022/05/16,2.58E-8
2022/05/17,2.62E-8
2022/05/18,2.49E-8
2022/05/19,2.43E-8
2022/05/20,2.45E-8
2022/05/21,2.42E-8
2022/05/22,2.48E-8
2022/05/23,2.53E-8
2022/05/24,2.41E-8
2022/05/25,2.45E-8
2022/05/26,2.38E-8
2022/05/27,2.18E-8
2022/05/28,2.2E-8
2022/05/29,2.19E-8
2022/05/30,2.36E-8
2022/05/31,2.51E-8
2022/06/01,2.4E-8
2022/06/02,2.27E-8
2022/06/03,2.21E-8
2022/06/04,2.14E-8
2022/06/05,2.17E-8
2022/06/06,2.3E-8
2022/06/07,2.19E-8
2022/06/08,2.16E-8
2022/06/09,2.2E-8
2022/06/10,2.15E-8
2022/06/11,1.95E-8
2022/06/12,1.79E-8
2022/06/13,1.7E-8
2022/06/14,1.57E-8
2022/06/15,1.56E-8
2022/06/16,1.51E-8
2022/06/17,1.43E-8
2022/06/18,1.35E-8
2022/06/19,1.39E-8
2022/06/20,1.5E-8
2022/06/21,1.45E-8
2022/06/22,1.35E-8
2022/06/23,1.4E-8
2022/06/24,1.52E-8
2022/06/25,1.48E-8
2022/06/26,1.57E-8
2022/06/27,1.52E-8
2022/06/28,1.53E-8
2022/06/29,1.49E-8
2022/06/30,1.45E-8
2022/07/01,1.66E-8
2022/07/02,1.62E-8
2022/07/03,1.62E-8
2022/07/04,1.67E-8
2022/07/05,1.74E-8
2022/07/06,1.78E-8
2022/07/07,1.86E-8
2022/07/08,1.88E-8
2022/07/09,1.96E-8
2022/07/10,1.78E-8
2022/07/11,1.8E-8
2022/07/12,1.64E-8
2022/07/13,1.71E-8
2022/07/14,1.77E-8
2022/07/15,1.88E-8
2022/07/16,1.94E-8
2022/07/17,2.08E-8
2022/07/18,2.24E-8
2022/07/19,2.35E-8
2022/07/20,2.38E-8
2022/07/21,2.34E-8
2022/07/22,2.42E-8
2022/07/23,2.25E-8
2022/07/24,2.35E-8
2022/07/25,2.32E-8
2022/07/26,2.12E-8
2022/07/27,2.28E-8
2022/07/28,2.5E-8
2022/07/29,2.62E-8
2022/07/30,2.56E-8
2022/07/31,2.56E-8
2022/08/01,2.64E-8
2022/08/02,2.38E-8
2022/08/03,2.47E-8
2022/08/04,2.42E-8
2022/08/05,2.47E-8
2022/08/06,2.54E-8
2022/08/07,2.53E-8
2022/08/08,2.69E-8
2022/08/09,2.6E-8
2022/08/10,2.67E-8
2022/08/11,2.8E-8
2022/08/12,2.84E-8
2022/08/13,2.88E-8
2022/08/14,2.84E-8
2022/08/15,2.88E-8
2022/08/16,2.73E-8
2022/08/17,2.72E-8
2022/08/18,2.77E-8
2022/08/19,2.65E-8
2022/08/20,2.47E-8
2022/08/21,2.4E-8
2022/08/22,2.39E-8
2022/08/23,2.41E-8
2022/08/24,2.42E-8
2022/08/25,2.53E-8
2022/08/26,2.41E-8
2022/08/27,2.14E-8
2022/08/28,2.15E-8
2022/08/29,2.11E-8
2022/08/30,2.24E-8
2022/08/31,2.29E-8
2022/09/01,2.26E-8
2022/09/02,2.24E-8
2022/09/03,2.22E-8
2022/09/04,2.19E-8
2022/09/05,2.31E-8
2022/09/06,2.42E-8
2022/09/07,2.26E-8
2022/09/08,2.35E-8
2022/09/09,2.46E-8
2022/09/10,2.48E-8
2022/09/11,2.57E-8
2022/09/12,2.52E-8
2022/09/13,2.45E-8
2022/09/14,2.36E-8
2022/09/15,1.01E-7
2022/09/16,0
2022/09/17,0
2022/09/18,0
2022/09/19,0
2022/09/20,0
2022/09/21,0
2022/09/22,0
2022/09/23,0
2022/09/24,0
2022/09/25,0
2022/09/26,0
2022/09/27,0
2022/09/28,0
2022/09/29,0
2022/09/30,0
2022/10/01,0
2022/10/02,0
2022/10/03,0
2022/10/04,0
2022/10/05,0
2022/10/06,0
2022/10/07,0
2022/10/08,0
2022/10/09,0
2022/10/10,0
2022/10/11,0
2022/10/12,0
2022/10/13,0
2022/10/14,0
2022/10/15,0
2022/10/16,0
2022/10/17,0
2022/10/18,0
2022/10/19,0
2022/10/20,0
2022/10/21,0
2022/10/22,0
2022/10/23,0
2022/10/24,0
2022/10/25,0
2022/10/26,0
2022/10/27,0
2022/10/28,0
2022/10/29,0
2022/10/30,0
2022/10/31,0
2022/11/01,0
2022/11/02,0
2022/11/03,0
2022/11/04,0
2022/11/05,0
2022/11/06,0
2022/11/07,0
2022/11/08,0
2022/11/09,0
2022/11/10,0
2022/11/11,0
2022/11/12,0
2022/11/13,0
2022/11/14,0
2022/11/15,0
2022/11/16,0
2022/11/17,0
2022/11/18,0
2022/11/19,0
2022/11/20,0
2022/11/21,0
2022/11/22,0
2022/11/23,0
2022/11/24,0
2022/11/25,0
2022/11/26,0
2022/11/27,0
2022/11/28,0
2022/11/29,0
