Date,mining_profitability
2018/09/21,1.93E-8
2018/09/22,1.9E-8
2018/09/23,1.93E-8
2018/09/24,1.9E-8
2018/09/25,1.73E-8
2018/09/26,1.7E-8
2018/09/27,1.74E-8
2018/09/28,1.8E-8
2018/09/29,1.82E-8
2018/09/30,1.86E-8
2018/10/01,1.86E-8
2018/10/02,1.86E-8
2018/10/03,1.77E-8
2018/10/04,1.78E-8
2018/10/05,1.77E-8
2018/10/06,1.79E-8
2018/10/07,1.77E-8
2018/10/08,1.78E-8
2018/10/09,1.8E-8
2018/10/10,1.78E-8
2018/10/11,1.63E-8
2018/10/12,1.59E-8
2018/10/13,1.61E-8
2018/10/14,1.61E-8
2018/10/15,1.69E-8
2018/10/16,1.7E-8
2018/10/17,1.71E-8
2018/10/18,1.66E-8
2018/10/19,1.64E-8
2018/10/20,1.69E-8
2018/10/21,1.71E-8
2018/10/22,1.71E-8
2018/10/23,1.7E-8
2018/10/24,1.69E-8
2018/10/25,1.7E-8
2018/10/26,1.72E-8
2018/10/27,1.68E-8
2018/10/28,1.7E-8
2018/10/29,1.71E-8
2018/10/30,1.64E-8
2018/10/31,1.64E-8
2018/11/01,1.68E-8
2018/11/02,1.73E-8
2018/11/03,1.73E-8
2018/11/04,1.74E-8
2018/11/05,1.82E-8
2018/11/06,1.84E-8
2018/11/07,1.9E-8
2018/11/08,1.83E-8
2018/11/09,1.83E-8
2018/11/10,1.82E-8
2018/11/11,1.77E-8
2018/11/12,1.83E-8
2018/11/13,1.8E-8
2018/11/14,1.69E-8
2018/11/15,1.53E-8
2018/11/16,1.51E-8
2018/11/17,1.51E-8
2018/11/18,1.54E-8
2018/11/19,1.4E-8
2018/11/20,1.25E-8
2018/11/21,1.26E-8
2018/11/22,1.27E-8
2018/11/23,1.17E-8
2018/11/24,1.16E-8
2018/11/25,1.07E-8
2018/11/26,1.1E-8
2018/11/27,1.11E-8
2018/11/28,1.29E-8
2018/11/29,1.3E-8
2018/11/30,1.27E-8
2018/12/01,1.22E-8
2018/12/02,1.27E-8
2018/12/03,1.22E-8
2018/12/04,1.18E-8
2018/12/05,1.18E-8
2018/12/06,1.07E-8
2018/12/07,9.75E-9
2018/12/08,1.03E-8
2018/12/09,1.07E-8
2018/12/10,1.03E-8
2018/12/11,1.0E-8
2018/12/12,1.05E-8
2018/12/13,1.06E-8
2018/12/14,1.02E-8
2018/12/15,9.91E-9
2018/12/16,1.02E-8
2018/12/17,1.05E-8
2018/12/18,1.14E-8
2018/12/19,1.22E-8
2018/12/20,1.28E-8
2018/12/21,1.32E-8
2018/12/22,1.29E-8
2018/12/23,1.48E-8
2018/12/24,1.62E-8
2018/12/25,1.39E-8
2018/12/26,1.37E-8
2018/12/27,1.31E-8
2018/12/28,1.33E-8
2018/12/29,1.49E-8
2018/12/30,1.47E-8
2018/12/31,1.43E-8
2019/01/01,1.48E-8
2019/01/02,1.61E-8
2019/01/03,1.53E-8
2019/01/04,1.54E-8
2019/01/05,1.59E-8
2019/01/06,1.51E-8
2019/01/07,1.49E-8
2019/01/08,1.48E-8
2019/01/09,1.47E-8
2019/01/10,1.34E-8
2019/01/11,1.24E-8
2019/01/12,1.25E-8
2019/01/13,1.22E-8
2019/01/14,1.22E-8
2019/01/15,1.24E-8
2019/01/16,1.23E-8
2019/01/17,1.24E-8
2019/01/18,1.24E-8
2019/01/19,1.23E-8
2019/01/20,1.19E-8
2019/01/21,1.09E-8
2019/01/22,1.08E-8
2019/01/23,1.13E-8
2019/01/24,1.1E-8
2019/01/25,1.09E-8
2019/01/26,1.11E-8
2019/01/27,1.1E-8
2019/01/28,1.08E-8
2019/01/29,1.13E-8
2019/01/30,1.17E-8
2019/01/31,1.16E-8
2019/02/01,1.17E-8
2019/02/02,1.19E-8
2019/02/03,1.2E-8
2019/02/04,1.19E-8
2019/02/05,1.18E-8
2019/02/06,1.16E-8
2019/02/07,1.18E-8
2019/02/08,1.22E-8
2019/02/09,1.32E-8
2019/02/10,1.12E-8
2019/02/11,1.15E-8
2019/02/12,1.12E-8
2019/02/13,1.15E-8
2019/02/14,1.17E-8
2019/02/15,1.17E-8
2019/02/16,1.16E-8
2019/02/17,1.2E-8
2019/02/18,1.35E-8
2019/02/19,1.72E-8
2019/02/20,1.32E-8
2019/02/21,1.32E-8
2019/02/22,1.35E-8
2019/02/23,1.32E-8
2019/02/24,1.36E-8
2019/02/25,1.25E-8
2019/02/26,1.23E-8
2019/02/27,1.22E-8
2019/02/28,1.17E-8
2019/03/01,1.18E-8
2019/03/02,1.22E-8
2019/03/03,1.22E-8
2019/03/04,1.19E-8
2019/03/05,1.22E-8
2019/03/06,1.27E-8
2019/03/07,1.28E-8
2019/03/08,1.25E-8
2019/03/09,1.28E-8
2019/03/10,1.26E-8
2019/03/11,1.25E-8
2019/03/12,1.26E-8
2019/03/13,1.26E-8
2019/03/14,1.25E-8
2019/03/15,1.27E-8
2019/03/16,1.3E-8
2019/03/17,1.28E-8
2019/03/18,1.5E-8
2019/03/19,1.35E-8
2019/03/20,1.3E-8
2019/03/21,1.32E-8
2019/03/22,1.31E-8
2019/03/23,1.31E-8
2019/03/24,1.29E-8
2019/03/25,1.29E-8
2019/03/26,1.32E-8
2019/03/27,1.39E-8
2019/03/28,1.37E-8
2019/03/29,1.39E-8
2019/03/30,1.46E-8
2019/03/31,1.44E-8
2019/04/01,1.39E-8
2019/04/02,1.51E-8
2019/04/03,1.7E-8
2019/04/04,1.56E-8
2019/04/05,1.57E-8
2019/04/06,1.57E-8
2019/04/07,1.62E-8
2019/04/08,1.74E-8
2019/04/09,1.68E-8
2019/04/10,1.72E-8
2019/04/11,1.71E-8
2019/04/12,1.66E-8
2019/04/13,1.6E-8
2019/04/14,1.57E-8
2019/04/15,1.6E-8
2019/04/16,1.64E-8
2019/04/17,1.72E-8
2019/04/18,1.83E-8
2019/04/19,1.68E-8
2019/04/20,1.62E-8
2019/04/21,1.58E-8
2019/04/22,1.57E-8
2019/04/23,1.6E-8
2019/04/24,1.57E-8
2019/04/25,1.54E-8
2019/04/26,1.48E-8
2019/04/27,1.45E-8
2019/04/28,1.46E-8
2019/04/29,1.43E-8
2019/04/30,1.44E-8
2019/05/01,1.47E-8
2019/05/02,1.52E-8
2019/05/03,1.54E-8
2019/05/04,1.48E-8
2019/05/05,1.46E-8
2019/05/06,1.53E-8
2019/05/07,1.6E-8
2019/05/08,1.54E-8
2019/05/09,1.54E-8
2019/05/10,1.58E-8
2019/05/11,1.68E-8
2019/05/12,1.71E-8
2019/05/13,1.75E-8
2019/05/14,1.83E-8
2019/05/15,2.06E-8
2019/05/16,2.34E-8
2019/05/17,2.03E-8
2019/05/18,1.96E-8
2019/05/19,2.12E-8
2019/05/20,2.12E-8
2019/05/21,2.17E-8
2019/05/22,2.2E-8
2019/05/23,2.09E-8
2019/05/24,2.22E-8
2019/05/25,2.2E-8
2019/05/26,2.19E-8
2019/05/27,2.3E-8
2019/05/28,2.37E-8
2019/05/29,2.28E-8
2019/05/30,2.31E-8
2019/05/31,2.19E-8
2019/06/01,2.26E-8
2019/06/02,2.2E-8
2019/06/03,2.26E-8
2019/06/04,2.1E-8
2019/06/05,2.13E-8
2019/06/06,2.06E-8
2019/06/07,2.07E-8
2019/06/08,2.15E-8
2019/06/09,2.06E-8
2019/06/10,2.12E-8
2019/06/11,2.13E-8
2019/06/12,2.17E-8
2019/06/13,2.28E-8
2019/06/14,2.27E-8
2019/06/15,2.36E-8
2019/06/16,2.37E-8
2019/06/17,2.41E-8
2019/06/18,2.33E-8
2019/06/19,2.32E-8
2019/06/20,2.39E-8
2019/06/21,2.5E-8
2019/06/22,2.7E-8
2019/06/23,2.7E-8
2019/06/24,2.62E-8
2019/06/25,2.68E-8
2019/06/26,2.77E-8
2019/06/27,2.59E-8
2019/06/28,2.57E-8
2019/06/29,2.47E-8
2019/06/30,2.48E-8
2019/07/01,2.43E-8
2019/07/02,2.31E-8
2019/07/03,2.43E-8
2019/07/04,2.44E-8
2019/07/05,2.39E-8
2019/07/06,2.37E-8
2019/07/07,2.39E-8
2019/07/08,2.55E-8
2019/07/09,2.52E-8
2019/07/10,2.4E-8
2019/07/11,2.2E-8
2019/07/12,2.12E-8
2019/07/13,2.11E-8
2019/07/14,1.95E-8
2019/07/15,1.76E-8
2019/07/16,1.82E-8
2019/07/17,1.65E-8
2019/07/18,1.71E-8
2019/07/19,1.79E-8
2019/07/20,1.79E-8
2019/07/21,1.78E-8
2019/07/22,1.79E-8
2019/07/23,1.71E-8
2019/07/24,1.7E-8
2019/07/25,1.8E-8
2019/07/26,1.74E-8
2019/07/27,1.67E-8
2019/07/28,1.63E-8
2019/07/29,1.66E-8
2019/07/30,1.64E-8
2019/07/31,1.71E-8
2019/08/01,1.76E-8
2019/08/02,1.77E-8
2019/08/03,1.78E-8
2019/08/04,1.69E-8
2019/08/05,1.77E-8
2019/08/06,1.76E-8
2019/08/07,1.73E-8
2019/08/08,1.7E-8
2019/08/09,1.64E-8
2019/08/10,1.58E-8
2019/08/11,1.61E-8
2019/08/12,1.62E-8
2019/08/13,1.59E-8
2019/08/14,1.56E-8
2019/08/15,1.41E-8
2019/08/16,1.42E-8
2019/08/17,1.38E-8
2019/08/18,1.47E-8
2019/08/19,1.54E-8
2019/08/20,1.56E-8
2019/08/21,1.5E-8
2019/08/22,1.54E-8
2019/08/23,1.54E-8
2019/08/24,1.5E-8
2019/08/25,1.55E-8
2019/08/26,1.51E-8
2019/08/27,1.54E-8
2019/08/28,1.49E-8
2019/08/29,1.35E-8
2019/08/30,1.32E-8
2019/08/31,1.33E-8
2019/09/01,1.36E-8
2019/09/02,1.38E-8
2019/09/03,1.4E-8
2019/09/04,1.42E-8
2019/09/05,1.39E-8
2019/09/06,1.44E-8
2019/09/07,1.37E-8
2019/09/08,1.43E-8
2019/09/09,1.46E-8
2019/09/10,1.46E-8
2019/09/11,1.44E-8
2019/09/12,1.41E-8
2019/09/13,1.41E-8
2019/09/14,1.45E-8
2019/09/15,1.49E-8
2019/09/16,1.51E-8
2019/09/17,1.56E-8
2019/09/18,1.63E-8
2019/09/19,1.65E-8
2019/09/20,1.7E-8
2019/09/21,1.61E-8
2019/09/22,1.57E-8
2019/09/23,1.57E-8
2019/09/24,1.49E-8
2019/09/25,1.31E-8
2019/09/26,1.24E-8
2019/09/27,1.26E-8
2019/09/28,1.31E-8
2019/09/29,1.29E-8
2019/09/30,1.29E-8
2019/10/01,1.3E-8
2019/10/02,1.3E-8
2019/10/03,1.33E-8
2019/10/04,1.3E-8
2019/10/05,1.3E-8
2019/10/06,1.28E-8
2019/10/07,1.3E-8
2019/10/08,1.34E-8
2019/10/09,1.4E-8
2019/10/10,1.41E-8
2019/10/11,1.33E-8
2019/10/12,1.34E-8
2019/10/13,1.31E-8
2019/10/14,1.35E-8
2019/10/15,1.29E-8
2019/10/16,1.26E-8
2019/10/17,1.25E-8
2019/10/18,1.28E-8
2019/10/19,1.24E-8
2019/10/20,1.23E-8
2019/10/21,1.28E-8
2019/10/22,1.29E-8
2019/10/23,1.19E-8
2019/10/24,1.17E-8
2019/10/25,1.25E-8
2019/10/26,1.34E-8
2019/10/27,1.34E-8
2019/10/28,1.36E-8
2019/10/29,1.37E-8
2019/10/30,1.35E-8
2019/10/31,1.32E-8
2019/11/01,1.32E-8
2019/11/02,1.32E-8
2019/11/03,1.34E-8
2019/11/04,1.37E-8
2019/11/05,1.38E-8
2019/11/06,1.38E-8
2019/11/07,1.38E-8
2019/11/08,1.35E-8
2019/11/09,1.32E-8
2019/11/10,1.32E-8
2019/11/11,1.34E-8
2019/11/12,1.32E-8
2019/11/13,1.3E-8
2019/11/14,1.32E-8
2019/11/15,1.3E-8
2019/11/16,1.31E-8
2019/11/17,1.3E-8
2019/11/18,1.3E-8
2019/11/19,1.31E-8
2019/11/20,1.34E-8
2019/11/21,1.26E-8
2019/11/22,1.19E-8
2019/11/23,1.1E-8
2019/11/24,1.08E-8
2019/11/25,1.04E-8
2019/11/26,1.09E-8
2019/11/27,1.06E-8
2019/11/28,1.08E-8
2019/11/29,1.08E-8
2019/11/30,1.07E-8
2019/12/01,1.06E-8
2019/12/02,1.05E-8
2019/12/03,1.03E-8
2019/12/04,1.03E-8
2019/12/05,1.05E-8
2019/12/06,1.06E-8
2019/12/07,1.03E-8
2019/12/08,1.06E-8
2019/12/09,1.06E-8
2019/12/10,1.02E-8
2019/12/11,1.03E-8
2019/12/12,1.02E-8
2019/12/13,9.83E-9
2019/12/14,8.97E-9
2019/12/15,9.04E-9
2019/12/16,9.04E-9
2019/12/17,8.81E-9
2019/12/18,8.74E-9
2019/12/19,8.83E-9
2019/12/20,9.11E-9
2019/12/21,8.92E-9
2019/12/22,9.02E-9
2019/12/23,9.24E-9
2019/12/24,9.06E-9
2019/12/25,8.98E-9
2019/12/26,9.08E-9
2019/12/27,9.01E-9
2019/12/28,8.97E-9
2019/12/29,9.1E-9
2019/12/30,9.34E-9
2019/12/31,9.27E-9
2020/01/01,9.45E-9
2020/01/02,1.02E-8
2020/01/03,1.17E-8
2020/01/04,1.14E-8
2020/01/05,1.18E-8
2020/01/06,1.23E-8
2020/01/07,1.2E-8
2020/01/08,1.23E-8
2020/01/09,1.22E-8
2020/01/10,1.19E-8
2020/01/11,1.21E-8
2020/01/12,1.22E-8
2020/01/13,1.22E-8
2020/01/14,1.33E-8
2020/01/15,1.38E-8
2020/01/16,1.37E-8
2020/01/17,1.43E-8
2020/01/18,1.46E-8
2020/01/19,1.45E-8
2020/01/20,1.39E-8
2020/01/21,1.4E-8
2020/01/22,1.41E-8
2020/01/23,1.38E-8
2020/01/24,1.32E-8
2020/01/25,1.33E-8
2020/01/26,1.37E-8
2020/01/27,1.42E-8
2020/01/28,1.47E-8
2020/01/29,1.48E-8
2020/01/30,1.51E-8
2020/01/31,1.54E-8
2020/02/01,1.56E-8
2020/02/02,1.58E-8
2020/02/03,1.6E-8
2020/02/04,1.57E-8
2020/02/05,1.65E-8
2020/02/06,1.78E-8
2020/02/07,1.87E-8
2020/02/08,1.84E-8
2020/02/09,1.9E-8
2020/02/10,1.86E-8
2020/02/11,1.87E-8
2020/02/12,2.11E-8
2020/02/13,2.18E-8
2020/02/14,2.2E-8
2020/02/15,2.23E-8
2020/02/16,2.13E-8
2020/02/17,2.02E-8
2020/02/18,2.15E-8
2020/02/19,2.13E-8
2020/02/20,2.02E-8
2020/02/21,2.06E-8
2020/02/22,2.02E-8
2020/02/23,2.09E-8
2020/02/24,2.05E-8
2020/02/25,2.03E-8
2020/02/26,1.9E-8
2020/02/27,1.73E-8
2020/02/28,1.75E-8
2020/02/29,1.73E-8
2020/03/01,1.7E-8
2020/03/02,1.77E-8
2020/03/03,1.77E-8
2020/03/04,1.73E-8
2020/03/05,1.76E-8
2020/03/06,1.87E-8
2020/03/07,1.88E-8
2020/03/08,1.73E-8
2020/03/09,1.58E-8
2020/03/10,1.57E-8
2020/03/11,1.56E-8
2020/03/12,1.6E-8
2020/03/13,1.3E-8
2020/03/14,1.06E-8
2020/03/15,1.01E-8
2020/03/16,9.73E-9
2020/03/17,9.77E-9
2020/03/18,9.37E-9
2020/03/19,1.03E-8
2020/03/20,1.12E-8
2020/03/21,1.05E-8
2020/03/22,1.06E-8
2020/03/23,1.05E-8
2020/03/24,1.09E-8
2020/03/25,1.11E-8
2020/03/26,1.09E-8
2020/03/27,1.11E-8
2020/03/28,1.03E-8
2020/03/29,1.01E-8
2020/03/30,1.03E-8
2020/03/31,1.08E-8
2020/04/01,1.07E-8
2020/04/02,1.09E-8
2020/04/03,1.14E-8
2020/04/04,1.15E-8
2020/04/05,1.14E-8
2020/04/06,1.3E-8
2020/04/07,1.4E-8
2020/04/08,1.37E-8
2020/04/09,1.37E-8
2020/04/10,1.27E-8
2020/04/11,1.27E-8
2020/04/12,1.26E-8
2020/04/13,1.24E-8
2020/04/14,1.24E-8
2020/04/15,1.25E-8
2020/04/16,1.31E-8
2020/04/17,1.36E-8
2020/04/18,1.41E-8
2020/04/19,1.48E-8
2020/04/20,1.47E-8
2020/04/21,1.39E-8
2020/04/22,1.44E-8
2020/04/23,1.47E-8
2020/04/24,1.51E-8
2020/04/25,1.55E-8
2020/04/26,1.57E-8
2020/04/27,1.61E-8
2020/04/28,1.61E-8
2020/04/29,1.7E-8
2020/04/30,1.75E-8
2020/05/01,1.64E-8
2020/05/02,1.63E-8
2020/05/03,1.67E-8
2020/05/04,1.57E-8
2020/05/05,1.59E-8
2020/05/06,1.64E-8
2020/05/07,1.71E-8
2020/05/08,1.73E-8
2020/05/09,1.69E-8
2020/05/10,1.62E-8
2020/05/11,1.55E-8
2020/05/12,1.58E-8
2020/05/13,1.67E-8
2020/05/14,1.75E-8
2020/05/15,1.65E-8
2020/05/16,1.66E-8
2020/05/17,1.67E-8
2020/05/18,1.84E-8
2020/05/19,1.84E-8
2020/05/20,1.82E-8
2020/05/21,1.89E-8
2020/05/22,1.76E-8
2020/05/23,1.7E-8
2020/05/24,1.72E-8
2020/05/25,1.78E-8
2020/05/26,1.79E-8
2020/05/27,1.79E-8
2020/05/28,1.86E-8
2020/05/29,1.9E-8
2020/05/30,1.97E-8
2020/05/31,1.95E-8
2020/06/01,2.01E-8
2020/06/02,2.08E-8
2020/06/03,1.94E-8
2020/06/04,1.99E-8
2020/06/05,2.03E-8
2020/06/06,2.04E-8
2020/06/07,2.03E-8
2020/06/08,2.09E-8
2020/06/09,2.11E-8
2020/06/10,3.63E-8
2020/06/11,3.87E-8
2020/06/12,2.04E-8
2020/06/13,1.98E-8
2020/06/14,1.93E-8
2020/06/15,2.01E-8
2020/06/16,1.99E-8
2020/06/17,2.05E-8
2020/06/18,2.02E-8
2020/06/19,1.99E-8
2020/06/20,1.9E-8
2020/06/21,1.92E-8
2020/06/22,2.13E-8
2020/06/23,2.19E-8
2020/06/24,2.16E-8
2020/06/25,2.02E-8
2020/06/26,1.97E-8
2020/06/27,1.94E-8
2020/06/28,1.92E-8
2020/06/29,1.93E-8
2020/06/30,2.08E-8
2020/07/01,2.08E-8
2020/07/02,2.02E-8
2020/07/03,2.0E-8
2020/07/04,1.89E-8
2020/07/05,1.9E-8
2020/07/06,2.02E-8
2020/07/07,2.1E-8
2020/07/08,2.18E-8
2020/07/09,2.16E-8
2020/07/10,2.05E-8
2020/07/11,2.01E-8
2020/07/12,1.97E-8
2020/07/13,2.16E-8
2020/07/14,2.09E-8
2020/07/15,2.18E-8
2020/07/16,2.15E-8
2020/07/17,2.2E-8
2020/07/18,2.13E-8
2020/07/19,2.16E-8
2020/07/20,2.38E-8
2020/07/21,2.52E-8
2020/07/22,2.57E-8
2020/07/23,2.8E-8
2020/07/24,2.72E-8
2020/07/25,3.02E-8
2020/07/26,3.04E-8
2020/07/27,3.48E-8
2020/07/28,3.02E-8
2020/07/29,3.07E-8
2020/07/30,3.08E-8
2020/07/31,3.49E-8
2020/08/01,3.43E-8
2020/08/02,3.69E-8
2020/08/03,3.78E-8
2020/08/04,3.59E-8
2020/08/05,3.58E-8
2020/08/06,3.67E-8
2020/08/07,3.75E-8
2020/08/08,3.59E-8
2020/08/09,3.75E-8
2020/08/10,4.44E-8
2020/08/11,4.54E-8
2020/08/12,5.85E-8
2020/08/13,6.53E-8
2020/08/14,6.06E-8
2020/08/15,4.58E-8
2020/08/16,4.36E-8
2020/08/17,4.7E-8
2020/08/18,5.18E-8
2020/08/19,4.85E-8
2020/08/20,4.43E-8
2020/08/21,4.91E-8
2020/08/22,3.93E-8
2020/08/23,3.63E-8
2020/08/24,3.96E-8
2020/08/25,3.95E-8
2020/08/26,3.68E-8
2020/08/27,3.72E-8
2020/08/28,3.69E-8
2020/08/29,4.0E-8
2020/08/30,5.7E-8
2020/08/31,6.39E-8
2020/09/01,9.99E-8
2020/09/02,1.03E-7
2020/09/03,8.4E-8
2020/09/04,5.28E-8
2020/09/05,5.48E-8
2020/09/06,3.38E-8
2020/09/07,3.18E-8
2020/09/08,3.09E-8
2020/09/09,3.32E-8
2020/09/10,4.32E-8
2020/09/11,3.82E-8
2020/09/12,3.3E-8
2020/09/13,3.49E-8
2020/09/14,4.43E-8
2020/09/15,4.28E-8
2020/09/16,3.81E-8
2020/09/17,8.5E-8
2020/09/18,6.0E-8
2020/09/19,4.18E-8
2020/09/20,3.57E-8
2020/09/21,3.81E-8
2020/09/22,3.52E-8
2020/09/23,3.12E-8
2020/09/24,2.98E-8
2020/09/25,2.97E-8
2020/09/26,2.73E-8
2020/09/27,2.76E-8
2020/09/28,3.21E-8
2020/09/29,3.48E-8
2020/09/30,3.12E-8
2020/10/01,2.96E-8
2020/10/02,2.73E-8
2020/10/03,2.63E-8
2020/10/04,2.66E-8
2020/10/05,2.75E-8
2020/10/06,2.86E-8
2020/10/07,2.53E-8
2020/10/08,2.59E-8
2020/10/09,2.65E-8
2020/10/10,2.56E-8
2020/10/11,2.47E-8
2020/10/12,2.78E-8
2020/10/13,2.8E-8
2020/10/14,2.86E-8
2020/10/15,2.76E-8
2020/10/16,2.57E-8
2020/10/17,2.25E-8
2020/10/18,2.37E-8
2020/10/19,2.54E-8
2020/10/20,2.56E-8
2020/10/21,2.82E-8
2020/10/22,2.84E-8
2020/10/23,2.78E-8
2020/10/24,2.43E-8
2020/10/25,2.46E-8
2020/10/26,2.82E-8
2020/10/27,2.57E-8
2020/10/28,2.76E-8
2020/10/29,2.7E-8
2020/10/30,2.63E-8
2020/10/31,2.42E-8
2020/11/01,2.32E-8
2020/11/02,2.71E-8
2020/11/03,2.44E-8
2020/11/04,2.41E-8
2020/11/05,2.7E-8
2020/11/06,2.96E-8
2020/11/07,2.98E-8
2020/11/08,2.67E-8
2020/11/09,2.84E-8
2020/11/10,2.91E-8
2020/11/11,2.99E-8
2020/11/12,3.08E-8
2020/11/13,3.05E-8
2020/11/14,2.87E-8
2020/11/15,2.69E-8
2020/11/16,2.94E-8
2020/11/17,3.39E-8
2020/11/18,3.55E-8
2020/11/19,3.04E-8
2020/11/20,3.36E-8
2020/11/21,3.53E-8
2020/11/22,3.6E-8
2020/11/23,4.22E-8
2020/11/24,4.53E-8
2020/11/25,3.83E-8
2020/11/26,4.65E-8
2020/11/27,3.06E-8
2020/11/28,3.03E-8
2020/11/29,2.99E-8
2020/11/30,4.06E-8
2020/12/01,4.16E-8
2020/12/02,3.58E-8
2020/12/03,3.62E-8
2020/12/04,3.65E-8
2020/12/05,3.34E-8
2020/12/06,3.37E-8
2020/12/07,3.57E-8
2020/12/08,3.72E-8
2020/12/09,3.61E-8
2020/12/10,3.45E-8
2020/12/11,3.57E-8
2020/12/12,3.28E-8
2020/12/13,3.4E-8
2020/12/14,3.85E-8
2020/12/15,4.2E-8
2020/12/16,4.28E-8
2020/12/17,5.65E-8
2020/12/18,4.32E-8
2020/12/19,4.3E-8
2020/12/20,3.85E-8
2020/12/21,4.25E-8
2020/12/22,3.99E-8
2020/12/23,4.71E-8
2020/12/24,4.12E-8
2020/12/25,4.49E-8
2020/12/26,4.09E-8
2020/12/27,4.86E-8
2020/12/28,5.43E-8
2020/12/29,5.09E-8
2020/12/30,5.73E-8
2020/12/31,5.36E-8
2021/01/01,4.7E-8
2021/01/02,5.31E-8
2021/01/03,7.47E-8
2021/01/04,1.12E-7
2021/01/05,8.47E-8
2021/01/06,8.59E-8
2021/01/07,9.54E-8
2021/01/08,9.48E-8
2021/01/09,8.1E-8
2021/01/10,8.43E-8
2021/01/11,1.11E-7
2021/01/12,6.82E-8
2021/01/13,6.22E-8
2021/01/14,7.07E-8
2021/01/15,7.72E-8
2021/01/16,7.26E-8
2021/01/17,6.96E-8
2021/01/18,7.23E-8
2021/01/19,8.91E-8
2021/01/20,8.01E-8
2021/01/21,8.7E-8
2021/01/22,8.45E-8
2021/01/23,7.21E-8
2021/01/24,7.63E-8
2021/01/25,8.9E-8
2021/01/26,7.67E-8
2021/01/27,7.6E-8
2021/01/28,7.73E-8
2021/01/29,9.55E-8
2021/01/30,8.66E-8
2021/01/31,9.03E-8
2021/02/01,9.34E-8
2021/02/02,1.08E-7
2021/02/03,1.19E-7
2021/02/04,1.45E-7
2021/02/05,1.51E-7
2021/02/06,1.26E-7
2021/02/07,1.1E-7
2021/02/08,1.31E-7
2021/02/09,1.48E-7
2021/02/10,1.42E-7
2021/02/11,1.24E-7
2021/02/12,1.25E-7
2021/02/13,1.31E-7
2021/02/14,1.16E-7
2021/02/15,1.24E-7
2021/02/16,1.21E-7
2021/02/17,1.23E-7
2021/02/18,1.34E-7
2021/02/19,1.36E-7
2021/02/20,1.45E-7
2021/02/21,1.23E-7
2021/02/22,1.58E-7
2021/02/23,1.74E-7
2021/02/24,1.17E-7
2021/02/25,1.04E-7
2021/02/26,9.38E-8
2021/02/27,8.15E-8
2021/02/28,7.61E-8
2021/03/01,8.09E-8
2021/03/02,8.58E-8
2021/03/03,9.1E-8
2021/03/04,8.52E-8
2021/03/05,8.63E-8
2021/03/06,7.76E-8
2021/03/07,9.22E-8
2021/03/08,9.76E-8
2021/03/09,1.04E-7
2021/03/10,1.03E-7
2021/03/11,1.0E-7
2021/03/12,1.13E-7
2021/03/13,1.12E-7
2021/03/14,1.08E-7
2021/03/15,1.17E-7
2021/03/16,1.13E-7
2021/03/17,1.15E-7
2021/03/18,1.13E-7
2021/03/19,1.04E-7
2021/03/20,9.85E-8
2021/03/21,9.46E-8
2021/03/22,1.11E-7
2021/03/23,9.82E-8
2021/03/24,1.01E-7
2021/03/25,9.58E-8
2021/03/26,8.66E-8
2021/03/27,8.21E-8
2021/03/28,8.31E-8
2021/03/29,9.18E-8
2021/03/30,1.01E-7
2021/03/31,1.16E-7
2021/04/01,1.15E-7
2021/04/02,1.16E-7
2021/04/03,1.07E-7
2021/04/04,9.13E-8
2021/04/05,1.02E-7
2021/04/06,1.07E-7
2021/04/07,1.01E-7
2021/04/08,9.01E-8
2021/04/09,9.21E-8
2021/04/10,8.92E-8
2021/04/11,8.5E-8
2021/04/12,8.83E-8
2021/04/13,9.49E-8
2021/04/14,1.07E-7
2021/04/15,9.83E-8
2021/04/16,1.31E-7
2021/04/17,1.17E-7
2021/04/18,1.13E-7
2021/04/19,1.24E-7
2021/04/20,1.46E-7
2021/04/21,1.24E-7
2021/04/22,1.22E-7
2021/04/23,1.05E-7
2021/04/24,8.31E-8
2021/04/25,7.57E-8
2021/04/26,8.42E-8
2021/04/27,9.02E-8
2021/04/28,9.67E-8
2021/04/29,9.69E-8
2021/04/30,9.06E-8
2021/05/01,9.24E-8
2021/05/02,8.84E-8
2021/05/03,1.09E-7
2021/05/04,1.13E-7
2021/05/05,1.1E-7
2021/05/06,1.15E-7
2021/05/07,1.18E-7
2021/05/08,1.64E-7
2021/05/09,1.65E-7
2021/05/10,2.43E-7
2021/05/11,2.75E-7
2021/05/12,2.82E-7
2021/05/13,1.86E-7
2021/05/14,1.65E-7
2021/05/15,1.43E-7
2021/05/16,1.24E-7
2021/05/17,1.23E-7
2021/05/18,1.18E-7
2021/05/19,1.98E-7
2021/05/20,1.08E-7
2021/05/21,1.03E-7
2021/05/22,7.11E-8
2021/05/23,9.28E-8
2021/05/24,7.69E-8
2021/05/25,7.74E-8
2021/05/26,8.28E-8
2021/05/27,7.84E-8
2021/05/28,7.35E-8
2021/05/29,6.68E-8
2021/05/30,6.33E-8
2021/05/31,6.9E-8
2021/06/01,7.28E-8
2021/06/02,7.44E-8
2021/06/03,7.68E-8
2021/06/04,7.1E-8
2021/06/05,6.7E-8
2021/06/06,6.6E-8
2021/06/07,6.93E-8
2021/06/08,6.58E-8
2021/06/09,6.56E-8
2021/06/10,6.58E-8
2021/06/11,6.42E-8
2021/06/12,6.19E-8
2021/06/13,6.17E-8
2021/06/14,6.75E-8
2021/06/15,6.77E-8
