Date,difficulty14mom
2016/01/01,-232186856133
2016/01/02,-571147133190
2016/01/03,-227545406400
2016/01/04,-178685990088
2016/01/05,-434345941078
2016/01/06,-109224140476
2016/01/07,-358401803214
2016/01/08,-243627265332
2016/01/09,-22838860791
2016/01/10,-252011109455
2016/01/11,296298745294
2016/01/12,284507727299
2016/01/13,6143174027
2016/01/14,192641499524
2016/01/15,448736706806
2016/01/16,1054891089877
2016/01/17,755620861131
2016/01/18,1119789740917
2016/01/19,1232776495933
2016/01/20,991223520391
2016/01/21,1388389993226
2016/01/22,1594614964043
2016/01/23,1625705449760
2016/01/24,1796530643041
2016/01/25,1501930639258
2016/01/26,1720797085859
2016/01/27,2336433985748
2016/01/28,1713418595500
2016/01/29,1886984720699
2016/01/30,1673719261921
2016/01/31,1627915706143
2016/02/01,1463546791440
2016/02/02,1135511231693
2016/02/03,1443271661090
2016/02/04,1515284283719
2016/02/05,1279109823620
2016/02/06,808303581490
2016/02/07,917102902583
2016/02/08,1209745838163
2016/02/09,634560409951
2016/02/10,839224434834
2016/02/11,1545041807314
2016/02/12,669880905291
2016/02/13,1221329167936
2016/02/14,1800933336336
2016/02/15,1957268447863
2016/02/16,2022084514475
2016/02/17,1864731345682
2016/02/18,1068326716248
2016/02/19,1475300611083
2016/02/20,1947353615741
2016/02/21,1908555480602
2016/02/22,1891642288347
2016/02/23,2538284272616
2016/02/24,1964140730946
2016/02/25,1580033056950
2016/02/26,2496376436788
2016/02/27,2467528655226
2016/02/28,2240363994345
2016/02/29,2061795457566
2016/03/01,1757217725940
2016/03/02,2267989885516
2016/03/03,3416630534328
2016/03/04,3489549004443
2016/03/05,3658932397094
2016/03/06,4383370068695
2016/03/07,3732765398157
2016/03/08,3708324958619
2016/03/09,4243304587545
2016/03/10,4432473814264
2016/03/11,4632619599362
2016/03/12,5089978700953
2016/03/13,5412332010611
2016/03/14,5128944613323
2016/03/15,3118849328160
2016/03/16,2787887049976
2016/03/17,2440028390128
2016/03/18,2159404840927
2016/03/19,2178605696578
2016/03/20,2081114997055
2016/03/21,2104232722944
2016/03/22,2075771002421
2016/03/23,899216828943
2016/03/24,1794814627410
2016/03/25,2189569187635
2016/03/26,1759281248691
2016/03/27,1827421104556
2016/03/28,1702506993624
2016/03/29,4941433186267
2016/03/30,5044674483772
2016/03/31,5850600539273
2016/04/01,5448804330067
2016/04/02,4867923551769
2016/04/03,4872311426529
2016/04/04,5977354087472
2016/04/05,6138129136159
2016/04/06,6901151008354
2016/04/07,4839220617115
2016/04/08,5268296253479
2016/04/09,5429257424839
2016/04/10,5106835981817
2016/04/11,5244234459803
2016/04/12,3581694209803
2016/04/13,4420715976374
2016/04/14,3655894184553
2016/04/15,4557350528656
2016/04/16,5361311682694
2016/04/17,3925703114382
2016/04/18,4277987935927
2016/04/19,4323688502175
2016/04/20,4488870512360
2016/04/21,6231439190956
2016/04/22,3600427844693
2016/04/23,4025694952327
2016/04/24,3520197119735
2016/04/25,4511822776982
2016/04/26,5397953907395
2016/04/27,3839987958213
2016/04/28,4478743589371
2016/04/29,4354401458162
2016/04/30,4828073009363
2016/05/01,6262992044346
2016/05/02,2757045350535
2016/05/03,4132110545724
2016/05/04,4010276229508
2016/05/05,3000674376422
2016/05/06,4340229565091
2016/05/07,3216189973497
2016/05/08,3859378867605
2016/05/09,3358538115967
2016/05/10,4209628772080
2016/05/11,3756553724248
2016/05/12,2584505925502
2016/05/13,4153714260531
2016/05/14,3137059104538
2016/05/15,2630477884417
2016/05/16,5095734083991
2016/05/17,2301530368023
2016/05/18,3734671312157
2016/05/19,5644974575575
2016/05/20,5967201694826
2016/05/21,6569189081808
2016/05/22,5595577457313
2016/05/23,5449647705858
2016/05/24,5401651592155
2016/05/25,6176113831093
2016/05/26,7341773043905
2016/05/27,4927584469384
2016/05/28,5857627451852
2016/05/29,6503642360811
2016/05/30,6015824148864
2016/05/31,7123002823053
2016/06/01,4099447319184
2016/06/02,3385643081564
2016/06/03,4944303913097
2016/06/04,4344902401703
2016/06/05,4821989934174
2016/06/06,4945802188723
2016/06/07,5102787551649
2016/06/08,4834778426326
2016/06/09,6207532624140
2016/06/10,5119922652943
2016/06/11,4113489016974
2016/06/12,3749265411559
2016/06/13,5753747703834
2016/06/14,6054126518868
2016/06/15,7733386072856
2016/06/16,6781881137223
2016/06/17,3382538785946
2016/06/18,685308722358
2016/06/19,4558379499059
2016/06/20,5892698191986
2016/06/21,3791184166466
2016/06/22,5153355986790
2016/06/23,5298829921953
2016/06/24,5929723698429
2016/06/25,6628448686246
2016/06/26,6524687936391
2016/06/27,6160113495942
2016/06/28,6193083489533
2016/06/29,5204491880326
2016/06/30,5313885663068
2016/07/01,6875610186111
2016/07/02,10927213527843
2016/07/03,8309303889357
2016/07/04,6263322105250
2016/07/05,8423497411668
2016/07/06,6050380341514
2016/07/07,4244790767340
2016/07/08,5071411727904
2016/07/09,2951748005723
2016/07/10,4571610959711
2016/07/11,3955018636675
2016/07/12,3903225066083
2016/07/13,4912754462995
2016/07/14,4836238770879
2016/07/15,3462276149216
2016/07/16,1979367999428
2016/07/17,1862576318275
2016/07/18,2339464694142
2016/07/19,1970824224051
2016/07/20,1874757290932
2016/07/21,2061193447222
2016/07/22,1732216686091
2016/07/23,4399146858403
2016/07/24,2447846895793
2016/07/25,-1220105798631
2016/07/26,-2251825277437
2016/07/27,-8464071859490
2016/07/28,-4147685398008
2016/07/29,-3566650404724
2016/07/30,-3912211003738
2016/07/31,-5128687764789
2016/08/01,-5331057811946
2016/08/02,-9596052215460
2016/08/03,-10296196887499
2016/08/04,-8672719689602
2016/08/05,-6290435318313
2016/08/06,-7792044195917
2016/08/07,-7334176457146
2016/08/08,-3231025210244
2016/08/09,-730010794312
2016/08/10,7472698930575
2016/08/11,4432124726940
2016/08/12,4885553556442
2016/08/13,4995363304787
2016/08/14,5416864479897
2016/08/15,5071376918134
2016/08/16,10770409944952
2016/08/17,12829971233016
2016/08/18,10020260912178
2016/08/19,9154031115054
2016/08/20,10442703663222
2016/08/21,9525150673031
2016/08/22,9635671464682
2016/08/23,9003361713717
2016/08/24,6633062885831
2016/08/25,7218473340293
2016/08/26,10003294394545
2016/08/27,9345349538517
2016/08/28,8898421955371
2016/08/29,8634020714068
2016/08/30,6652383606423
2016/08/31,7595837534817
2016/09/01,9485683795390
2016/09/02,7671046288821
2016/09/03,5062911578987
2016/09/04,2768482561684
2016/09/05,3215493459582
2016/09/06,2399916716998
2016/09/07,3112178728295
2016/09/08,1149047668417
2016/09/09,-1766710857517
2016/09/10,709518553409
2016/09/11,2379815671940
2016/09/12,3077516072625
2016/09/13,3434434446832
2016/09/14,3487382113010
2016/09/15,2520307163582
2016/09/16,2515204905746
2016/09/17,6910615106283
2016/09/18,6352694033059
2016/09/19,-4760789900440
2016/09/20,6599668433376
2016/09/21,9324208095772
2016/09/22,2836346286833
2016/09/23,4401822924422
2016/09/24,4481621369048
2016/09/25,4290308495806
2016/09/26,4217851040352
2016/09/27,-132269913606
2016/09/28,8832487015533
2016/09/29,10594880526100
2016/09/30,10678083475273
2016/10/01,883647862934
2016/10/02,3781130593003
2016/10/03,18660214074928
2016/10/04,11755999088734
2016/10/05,2871111870356
2016/10/06,12498041488664
