Date,sentinusd3varUSD
2016/01/01,5813218339
2016/01/02,2541198722
2016/01/03,2259912929
2016/01/04,7626677218
2016/01/05,133915605154
2016/01/06,146975579822
2016/01/07,113112203749
2016/01/08,4006365799
2016/01/09,4448606780
2016/01/10,854940902
2016/01/11,27099785684
2016/01/12,174267627601
2016/01/13,97184188768
2016/01/14,122061764126
2016/01/15,124850380288
2016/01/16,106112527453
2016/01/17,87703429523
2016/01/18,1555823037808
2016/01/19,1275955652438
2016/01/20,940338230785
2016/01/21,176876986994
2016/01/22,76932826999
2016/01/23,255134561898
2016/01/24,1361643995012
2016/01/25,1524752065343
2016/01/26,244817140253
2016/01/27,673390761940
2016/01/28,346481536587
2016/01/29,109047691333
2016/01/30,18501072849
2016/01/31,36075721912
2016/02/01,334027415168
2016/02/02,350351999521
2016/02/03,5244526943
2016/02/04,84959813329
2016/02/05,92746477400
2016/02/06,133335641131
2016/02/07,556423171519
2016/02/08,2656955133583
2016/02/09,1647827083178
2016/02/10,2742433984554
2016/02/11,2288032195124
2016/02/12,3174546320369
2016/02/13,6019253900615
2016/02/14,11354358835493
2016/02/15,1110297218877
2016/02/16,993155469224
2016/02/17,1852874888374
2016/02/18,1749455861718
2016/02/19,919230723596
2016/02/20,1709554389547
2016/02/21,2172227949484
2016/02/22,1726791972987
2016/02/23,7859313258779
2016/02/24,10862690534294
2016/02/25,6801811657117
2016/02/26,57049995862023
2016/02/27,55820807086853
2016/02/28,60375968433322
2016/02/29,16944348203624
2016/03/01,3593360622176
2016/03/02,110959199873160
2016/03/03,66282130001865
2016/03/04,37036113760677
2016/03/05,56260845718379
2016/03/06,59081755205626
2016/03/07,53200325465299
2016/03/08,4739090532629
2016/03/09,12895435318395
2016/03/10,21437386489157
2016/03/11,663761658454
2016/03/12,20117394254751
2016/03/13,53823624091626
2016/03/14,13564551271581
2016/03/15,23800097697682
2016/03/16,9482628597321
2016/03/17,5245371890834
2016/03/18,14555292480291
2016/03/19,44556466213601
2016/03/20,65569857994531
2016/03/21,2892874700783
2016/03/22,2813549974848
2016/03/23,1518697376777
2016/03/24,2944391181891
2016/03/25,4584698293573
2016/03/26,9134544902313
2016/03/27,14244566696035
2016/03/28,13409676631423
2016/03/29,6217474924533
2016/03/30,10063007259504
2016/03/31,5724694866031
2016/04/01,22733485814880
2016/04/02,8494292871378
2016/04/03,776418157815
2016/04/04,1068790180705
2016/04/05,3960611797867
2016/04/06,986638393215
2016/04/07,331512942660
2016/04/08,737972867548
2016/04/09,8951102804516
2016/04/10,8777641282024
2016/04/11,9160019168072
2016/04/12,4147476939759
2016/04/13,2635854988380
2016/04/14,161737712068
2016/04/15,2813250480718
2016/04/16,3256562860391
2016/04/17,2820316217029
2016/04/18,2723922898455
2016/04/19,2583050742649
2016/04/20,977496993435
2016/04/21,855942328368
2016/04/22,816060851849
2016/04/23,2816711775399
2016/04/24,4287594085155
2016/04/25,4245630366835
2016/04/26,4948445253414
2016/04/27,1720969995074
2016/04/28,1567495180733
2016/04/29,393751254475
2016/04/30,66068528114836
2016/05/01,53807605157724
2016/05/02,8193795152131
2016/05/03,3907592601683
2016/05/04,10507064620926
2016/05/05,2077046106456
2016/05/06,19209740915925
2016/05/07,14542437723753
2016/05/08,8479046618608
2016/05/09,6722614625775
2016/05/10,7981895115629
2016/05/11,23834212703283
2016/05/12,34248525047303
2016/05/13,6.6408852126767E+14
2016/05/14,465222391510175
2016/05/15,8.5526198178379E+14
2016/05/16,4.4760678727138E+14
2016/05/17,43136442115
2016/05/18,14362974194790
2016/05/19,78957808388430
2016/05/20,31065403549538
2016/05/21,1.0305487206136E+14
2016/05/22,1.0013192186064E+14
2016/05/23,11092642500171
2016/05/24,30718040163185
2016/05/25,4949839377881
2016/05/26,8880456113103
2016/05/27,31439091617786
2016/05/28,32170008785737
2016/05/29,54762413723857
2016/05/30,36060053089980
2016/05/31,349304528476
2016/06/01,1160315198054
2016/06/02,7464814495175
2016/06/03,2745760161051
2016/06/04,873808228401
2016/06/05,1127295292132
2016/06/06,29263242828
2016/06/07,12867264303892
2016/06/08,1.0517871203871E+14
2016/06/09,1.0519748878658E+14
2016/06/10,1.0883769629063E+14
2016/06/11,7084601812806
2016/06/12,13277863905940
2016/06/13,26926406510820
2016/06/14,15577065397932
2016/06/15,13724124515636
2016/06/16,25924271350464
2016/06/17,5.8063019752465E+14
2016/06/18,375290668644262
2016/06/19,507569654078110
2016/06/20,3.6459703468807E+14
2016/06/21,17692476564550
2016/06/22,16663178451139
2016/06/23,11487448109492
2016/06/24,31439832144094
2016/06/25,9995833233494
2016/06/26,15141889142353
2016/06/27,17856721963189
2016/06/28,29670600881447
2016/06/29,21613882577436
2016/06/30,15383037974500
2016/07/01,5117655491023
2016/07/02,5723741607573
2016/07/03,4762384283817
2016/07/04,13153245595496
2016/07/05,1.814687551738E+14
2016/07/06,1.4292435713803E+14
2016/07/07,1.6329956846269E+14
2016/07/08,2808705808747
2016/07/09,2169074839888
2016/07/10,115758475688
2016/07/11,704206328757
2016/07/12,624945862630
2016/07/13,290917663624
2016/07/14,234784178319
2016/07/15,2.9433644227463E+14
2016/07/16,2.9970679132412E+14
2016/07/17,3.1332128603232E+14
2016/07/18,1.2273036126253E+14
2016/07/19,1868659534083345
2016/07/20,3161757526552666
2016/07/21,3692498639763914
2016/07/22,4316764901943868
2016/07/23,70563288741634
2016/07/24,3871186562215735
2016/07/25,3119349649756736
2016/07/26,3256283312370424
2016/07/27,3466751166506696
2016/07/28,4927319378548000
2016/07/29,1398287115022272
2016/07/30,414983501758817
2016/07/31,1.0861614555955E+14
2016/08/01,67682018594490
2016/08/02,616548790934591
2016/08/03,274417508317205
2016/08/04,720164740934649
2016/08/05,3.8620697034118E+14
2016/08/06,1.2717232497249E+14
2016/08/07,137940979347469
2016/08/08,3086582930925
2016/08/09,42784699223819
2016/08/10,2.125580574578E+14
2016/08/11,79453864382212
2016/08/12,1.6868943130822E+14
2016/08/13,99567218687512
2016/08/14,12567549013694
2016/08/15,9189579521212
2016/08/16,11340552626464
2016/08/17,13709904394429
2016/08/18,14326385000412
2016/08/19,12830617228209
2016/08/20,6661874466433
2016/08/21,1.4828754942372E+14
2016/08/22,84435423649285
2016/08/23,1.0165349134547E+14
2016/08/24,2.539330210881E+14
2016/08/25,3.3654913512876E+14
2016/08/26,29158380197339
2016/08/27,29735025504813
2016/08/28,33236810937745
2016/08/29,2566704927993
2016/08/30,3102601804839
2016/08/31,2347038720867
2016/09/01,39759383692393
2016/09/02,24779361632550
2016/09/03,14790359105597
2016/09/04,6688905806071
2016/09/05,10627445466698
2016/09/06,11240776482780
2016/09/07,474022785041
2016/09/08,10028897751497
2016/09/09,15924575155639
2016/09/10,19853655207996
2016/09/11,1012810595152
2016/09/12,1738463068739
2016/09/13,352628740692
2016/09/14,1151438731123
2016/09/15,2812574289980
2016/09/16,85025379929988
2016/09/17,81096000265836
2016/09/18,52026656445185
2016/09/19,18642469803069
2016/09/20,2.7537648901167E+14
2016/09/21,3.8287205010714E+14
2016/09/22,1.835890452276E+14
2016/09/23,1.9864329728773E+14
2016/09/24,17268145350851
2016/09/25,38053027062304
2016/09/26,45222129848669
2016/09/27,56349442858159
2016/09/28,61734652766060
2016/09/29,58950415030127
2016/09/30,79809774526748
2016/10/01,59398258979486
2016/10/02,33828116382853
2016/10/03,46423147429856
2016/10/04,50086142724281
2016/10/05,5842918462385
2016/10/06,3198794702795
2016/10/07,723610879759
2016/10/08,207314676077
2016/10/09,81797568104392
2016/10/10,73401614572827
2016/10/11,3058568009693
2016/10/12,2556711457420
2016/10/13,67062692509993
2016/10/14,80919782772272
2016/10/15,76232165443763
2016/10/16,54811439913716
2016/10/17,11244193252920
2016/10/18,52516040617566
2016/10/19,86884699107539
2016/10/20,1.3921196861370E+14
2016/10/21,5554615279918
2016/10/22,1240158070193
2016/10/23,890622918710
2016/10/24,1164849222831
2016/10/25,9794673971631
2016/10/26,4129770299648
2016/10/27,976941542674
2016/10/28,9937477103755
2016/10/29,15485154812656
2016/10/30,12668910133094
2016/10/31,23939662173053
2016/11/01,50900068299002
2016/11/02,181979559107321
2016/11/03,1119952953788902
2016/11/04,1.5585478815272E+15
2016/11/05,2.0992366422426E+15
2016/11/06,9319132062513
2016/11/07,2619881170373
2016/11/08,514552722766
2016/11/09,46275968992647
2016/11/10,36857959645507
2016/11/11,1.3628814567466E+14
2016/11/12,1.678417692678E+14
2016/11/13,1.5554736217865E+14
2016/11/14,11871056885403
2016/11/15,9531471318549
2016/11/16,6386857758150
2016/11/17,1.0126763407127E+14
2016/11/18,1.0094806602635E+14
2016/11/19,1.149149224511E+14
2016/11/20,3148743891592
2016/11/21,941183024813
2016/11/22,83145077092831
2016/11/23,75803713530228
2016/11/24,63003266650890
2016/11/25,43049697739650
2016/11/26,11174494716221
2016/11/27,13303638189233
2016/11/28,55143924046
2016/11/29,3757142759872
2016/11/30,2673343843514
2016/12/01,694294786229
2016/12/02,64283356128259
2016/12/03,1.4392968925296E+14
2016/12/04,1.0444013264058E+14
2016/12/05,1.0442807717929E+14
2016/12/06,1.4824922733244E+14
2016/12/07,99033717148867
2016/12/08,1.1498448852222E+14
2016/12/09,1124811992939
2016/12/10,19929514276093
2016/12/11,14784265356215
2016/12/12,8389758867613
2016/12/13,10430217204656
2016/12/14,44148959567
2016/12/15,13679051849286
2016/12/16,11536802104790
2016/12/17,26500984040972
2016/12/18,26495288208824
2016/12/19,28285675505397
2016/12/20,8763398681881
2016/12/21,6567635296207
2016/12/22,37122608895609
2016/12/23,154420835240072
2016/12/24,1.4621134442251E+14
2016/12/25,2.6386136040397E+14
2016/12/26,23668034973075
2016/12/27,2914114782461
2016/12/28,39098266790792
2016/12/29,1.2349532038278E+14
2016/12/30,45347511292783
2016/12/31,95485825564149
2017/01/01,2.2226803620679E+14
2017/01/02,2.3469678897224E+14
2017/01/03,1.5595879354436E+14
2017/01/04,589305747815949
2017/01/05,334921638904176
2017/01/06,19803296986508
2017/01/07,313278627584423
2017/01/08,413896267236332
2017/01/09,86297503328564
2017/01/10,1.0689019881346E+14
2017/01/11,557363061334
2017/01/12,3484328273884
2017/01/13,98381531481690
2017/01/14,1.9654619236564E+14
2017/01/15,62790934755491
2017/01/16,1864941407056
2017/01/17,18001408732731
2017/01/18,11841164697249
2017/01/19,8224223893724
2017/01/20,78818733454642
2017/01/21,73380138105776
2017/01/22,72210757142793
2017/01/23,213130111104
2017/01/24,800349866065
2017/01/25,425935462774
2017/01/26,1367818365383
2017/01/27,284852288644
2017/01/28,4907368889061
2017/01/29,3339800259415
2017/01/30,1348673147881
2017/01/31,6805091852522
2017/02/01,8560267805003
2017/02/02,40715813354
2017/02/03,4148401285039
2017/02/04,7930450454121
2017/02/05,24798402909763
2017/02/06,22465252230470
2017/02/07,9871724069056
2017/02/08,593700125833
2017/02/09,309983229247
2017/02/10,3691113270984
2017/02/11,9565323530677
2017/02/12,9592428919570
2017/02/13,2138731831750
2017/02/14,1.887775320139E+14
2017/02/15,2.8640146887387E+14
2017/02/16,90628347884901
2017/02/17,1.0899935992471E+14
2017/02/18,1463966072127
2017/02/19,1793163132069
2017/02/20,296256307031
2017/02/21,65528851721401
2017/02/22,51628637412966
2017/02/23,43999763973363
2017/02/24,2.4356700327217E+14
2017/02/25,200010720583020
2017/02/26,98526534284725
2017/02/27,1670565891411100
2017/02/28,2664410388991624
2017/03/01,539840700186932
2017/03/02,3815360041272688
2017/03/03,3873263251794576
2017/03/04,2799184933132928
2017/03/05,4254957869756232
2017/03/06,2819888618491704
2017/03/07,2951352622977712
2017/03/08,2159013840675416
2017/03/09,720245078083664
2017/03/10,566121871565672
2017/03/11,920932893483168
2017/03/12,15553421277658672
2017/03/13,9907136624412128
2017/03/14,20237816283916000
2017/03/15,17575788608938112
2017/03/16,241897501677535424
2017/03/17,179084216776003136
2017/03/18,49313561433979136
2017/03/19,91897508665233216
2017/03/20,101990042168650624
2017/03/21,23543864300390784
2017/03/22,13335482805983936
2017/03/23,1675823322523264
2017/03/24,14842845128929920
2017/03/25,10617660843965120
2017/03/26,10504296584771264
2017/03/27,2707946165785280
2017/03/28,1025419570284704
2017/03/29,4423709889605440
2017/03/30,22188770264609664
2017/03/31,8856928210077440
2017/04/01,30655145655874944
2017/04/02,15286300379564352
2017/04/03,17662158288815808
2017/04/04,35441881232297600
2017/04/05,27922813178257088
2017/04/06,26378456648902336
2017/04/07,50299863096770208
2017/04/08,57522581431447456
2017/04/09,1351423472958000
2017/04/10,1226233595484176
2017/04/11,1302982047072368
2017/04/12,108907071396976
2017/04/13,1414801494582848
2017/04/14,865469134300992
2017/04/15,5138670655795976
2017/04/16,11359573798071248
2017/04/17,1199871717476844
2017/04/18,22943519518620272
2017/04/19,26347091644255088
2017/04/20,2314683073136576
2017/04/21,4268968042009664
2017/04/22,7379871103676128
2017/04/23,392319273602288
2017/04/24,1756810522529664
2017/04/25,1301631634194368
2017/04/26,6541575386085632
2017/04/27,40033812049209152
2017/04/28,27013049119940608
2017/04/29,1987902336058240
2017/04/30,8316290273719808
2017/05/01,167372394140581888
2017/05/02,96697437049570304
2017/05/03,22888596440297984
2017/05/04,25587112746529792
2017/05/05,26844077211139072
2017/05/06,97782643318691840
2017/05/07,92163959482435072
2017/05/08,33525047228882432
2017/05/09,7341244583365632
2017/05/10,2109447443376640
2017/05/11,28852654554476032
2017/05/12,31973999596840960
2017/05/13,117017317640113664
2017/05/14,49244464308708864
2017/05/15,35153915146951936
2017/05/16,110908586470464768
2017/05/17,81007018001548800
2017/05/18,189063305719131392
2017/05/19,108766549446666752
2017/05/20,109297723630531328
2017/05/21,53727550521456640
2017/05/22,1814120462178614272
2017/05/23,1127812361843549184
2017/05/24,513257495155482624
2017/05/25,13121983233970176
2017/05/26,1604204913102848
2017/05/27,262017222891020288
2017/05/28,319962264439272960
2017/05/29,6050424591715328
2017/05/30,124868678557810176
2017/05/31,2132633251712710656
2017/06/01,1243790148681510912
2017/06/02,527394199221774336
2017/06/03,16322960667238400
2017/06/04,19349001863294976
2017/06/05,162160808550780928
2017/06/06,613625332649463808
2017/06/07,170493938680672256
2017/06/08,257892355076886528
2017/06/09,79258181535129600
2017/06/10,146317896124024832
2017/06/11,163361117924194304
2017/06/12,7787829614155964416
2017/06/13,5440491243996250112
2017/06/14,3811606131938500608
2017/06/15,1791859846180306944
2017/06/16,592851215803092992
2017/06/17,1882017549125603328
2017/06/18,1759991160820015104
2017/06/19,47012270158659584
2017/06/20,561320410246322176
2017/06/21,1856689390831331328
2017/06/22,1979653096243372032
2017/06/23,333374902989755392
2017/06/24,138750154489286656
2017/06/25,1161792523434140672
2017/06/26,1002445936998651904
2017/06/27,570605402913907712
2017/06/28,14784025010281472
2017/06/29,54224503803719680
2017/06/30,45949611019522048
2017/07/01,164810385502142464
2017/07/02,173226707844474880
2017/07/03,4993275070758993920
2017/07/04,4451832528548573184
2017/07/05,4516938385709293568
2017/07/06,2789875618543495168
2017/07/07,39202321895007744
2017/07/08,48567121200287744
2017/07/09,377449915832003584
2017/07/10,424095736131660800
2017/07/11,593374859665220096
2017/07/12,6553189249062912
2017/07/13,863230938695530496
2017/07/14,1021662885682399232
2017/07/15,35832413536215040
2017/07/16,145127668358107136
2017/07/17,69563160564953088
2017/07/18,412219880986038272
2017/07/19,388215322085232640
2017/07/20,139086004123738112
2017/07/21,84837687468449792
2017/07/22,2812986808545206272
2017/07/23,2597565065220551680
2017/07/24,2643940087659480064
2017/07/25,2308759695461838848
2017/07/26,227424362175307776
2017/07/27,197313037581443072
2017/07/28,174817916192745472
2017/07/29,84714978894061568
2017/07/30,689884746936258560
2017/07/31,996116290983928832
2017/08/01,212617803961791488
2017/08/02,22547640782422528
2017/08/03,27400215026016768
2017/08/04,16975531342866944
2017/08/05,46915121968641536
2017/08/06,51292794219517952
2017/08/07,34943351581874176
2017/08/08,111673104664273920
2017/08/09,88886489974596608
2017/08/10,3194813345597616128
2017/08/11,1.9669750539901E+19
2017/08/12,8962866137199280128
2017/08/13,5971206996905574400
2017/08/14,557931652982611968
2017/08/15,1940245059052412928
2017/08/16,1278142322578653184
2017/08/17,226728614161502208
2017/08/18,4553509712429056
2017/08/19,330908094686345216
2017/08/20,536425312090826752
2017/08/21,171991939781263360
2017/08/22,173199725867669504
2017/08/23,66160590008758272
2017/08/24,63308977512904704
2017/08/25,88711955313747968
2017/08/26,788396439044310016
2017/08/27,4003630717262977024
2017/08/28,1.0551932546228E+19
2017/08/29,1632229038310539264
2017/08/30,6126586186397155328
2017/08/31,9.8489993013375E+18
2017/09/01,1.1936212347413E+19
2017/09/02,387595042297782272
2017/09/03,945332375167942656
2017/09/04,404002265894387712
2017/09/05,373606848159121408
2017/09/06,62561336379465728
2017/09/07,424537542704615424
2017/09/08,445868647927988224
2017/09/09,877386852579213312
2017/09/10,504468997462835200
2017/09/11,399814110751453184
2017/09/12,57640711803019264
2017/09/13,755061130818965504
2017/09/14,613933679059159040
2017/09/15,418387471896154112
2017/09/16,484480790627211264
2017/09/17,480549936253857792
2017/09/18,1443791737771536384
2017/09/19,884589567993530368
2017/09/20,1104827419242448896
2017/09/21,564906727898527744
2017/09/22,50467258670258176
2017/09/23,45339809400594432
2017/09/24,18880025544490496
2017/09/25,51557205649949696
2017/09/26,77700009910821888
2017/09/27,12553267943098368
2017/09/28,31142551756346368
2017/09/29,47067756964564992
2017/09/30,166718153947546624
2017/10/01,183458792570566144
2017/10/02,104846083622407680
2017/10/03,5371244335666483200
2017/10/04,3364108000501161984
2017/10/05,2484235147570167808
2017/10/06,561313118847178752
2017/10/07,51054355024558080
2017/10/08,44678326864541696
2017/10/09,107174075326687232
2017/10/10,77212189409492992
2017/10/11,20439346911176704
2017/10/12,28249471647727616
2017/10/13,451466488082640896
2017/10/14,300359189490229248
2017/10/15,393442212665204736
2017/10/16,137606000474400768
2017/10/17,195865638178441216
2017/10/18,621843787725072384
2017/10/19,126893457047601152
2017/10/20,158063388642277376
2017/10/21,86102860763209728
2017/10/22,92121579801389056
2017/10/23,140888578447749120
2017/10/24,222079002787403776
2017/10/25,119830955520063488
2017/10/26,166655417598175232
2017/10/27,1932420259287312384
2017/10/28,1851582938962672640
2017/10/29,-41984
2017/10/30,-41984
2017/10/31,-41984
2017/11/01,3846506148838625280
2017/11/02,4156052398592155648
2017/11/03,96125904356204544
2017/11/04,638647769817819136
2017/11/05,362431030361923584
2017/11/06,45504921794300928
2017/11/07,58639736296923136
2017/11/08,182789055553418240
2017/11/09,2158536497124904960
2017/11/10,1048891181304950784
2017/11/11,773894621982281728
2017/11/12,391832674121318400
2017/11/13,604768710501105664
2017/11/14,689935506601543680
2017/11/15,914491019101474816
2017/11/16,715607864901808128
2017/11/17,57818938989056000
2017/11/18,146965650951348224
2017/11/19,131394634225143808
2017/11/20,635712931306225664
2017/11/21,519241148234620928
2017/11/22,2653961727676416
2017/11/23,35829635927334912
2017/11/24,42970588808134656
2017/11/25,456245119608922112
2017/11/26,477052132327768064
2017/11/27,937184821538840576
2017/11/28,2992691854211694592
2017/11/29,2193406190174912512
2017/11/30,644362814606196736
