Date,transactionvalueUSD
2019/08/15,700.903
2019/08/16,529.304
2019/08/17,354.408
2019/08/18,375.543
2019/08/19,472.203
2019/08/20,652.095
2019/08/21,457.233
2019/08/22,459.864
2019/08/23,474.898
2019/08/24,349.248
2019/08/25,344.025
2019/08/26,472.844
2019/08/27,401.782
2019/08/28,485.136
2019/08/29,473.515
2019/08/30,481.021
2019/08/31,613.153
2019/09/01,302.189
2019/09/02,408.553
2019/09/03,617.634
2019/09/04,476.354
2019/09/05,380.162
2019/09/06,412.168
2019/09/07,485.636
2019/09/08,415.564
2019/09/09,463.34
2019/09/10,388.096
2019/09/11,470.9
2019/09/12,384.595
2019/09/13,563.342
2019/09/14,344.97
2019/09/15,394.073
2019/09/16,617.99
2019/09/17,717.658
2019/09/18,785.808
2019/09/19,595.01
2019/09/20,567.953
2019/09/21,382.789
2019/09/22,386.068
2019/09/23,583.381
2019/09/24,899.036
2019/09/25,690.929
2019/09/26,700.853
2019/09/27,583.455
2019/09/28,456.927
2019/09/29,367.175
2019/09/30,664.61
2019/10/01,472.197
2019/10/02,351.251
2019/10/03,287.616
2019/10/04,333.493
2019/10/05,253.458
2019/10/06,291.454
2019/10/07,397.142
2019/10/08,418.629
2019/10/09,458.063
2019/10/10,395.816
2019/10/11,388.67
2019/10/12,351.699
2019/10/13,262.512
2019/10/14,588.777
2019/10/15,355.458
2019/10/16,377.562
2019/10/17,300.817
2019/10/18,402.303
2019/10/19,229.64
2019/10/20,338.501
2019/10/21,349.662
2019/10/22,320.967
2019/10/23,570.094
2019/10/24,550.863
2019/10/25,451.194
2019/10/26,590.09
2019/10/27,344.084
2019/10/28,797.756
2019/10/29,523.18
2019/10/30,449.709
2019/10/31,422.667
2019/11/01,362.748
2019/11/02,292.658
2019/11/03,339.179
2019/11/04,495.771
2019/11/05,571.749
2019/11/06,365.146
2019/11/07,267.077
2019/11/08,384.06
2019/11/09,258.002
2019/11/10,248.642
2019/11/11,327.668
2019/11/12,442.017
2019/11/13,341.362
2019/11/14,310.295
2019/11/15,398.886
2019/11/16,259.631
2019/11/17,243.939
2019/11/18,346.504
2019/11/19,352.074
2019/11/20,340.553
2019/11/21,429.827
2019/11/22,652.022
2019/11/23,296.105
2019/11/24,265.487
2019/11/25,545.648
2019/11/26,291.359
2019/11/27,498.204
2019/11/28,504.993
2019/11/29,318.403
2019/11/30,343.124
2019/12/01,203.163
2019/12/02,376.615
2019/12/03,311.378
2019/12/04,312.36
2019/12/05,330.78
2019/12/06,368.751
2019/12/07,231.601
2019/12/08,190.728
2019/12/09,273.235
2019/12/10,364.889
2019/12/11,207.908
2019/12/12,267.433
2019/12/13,255.283
2019/12/14,208.78
2019/12/15,176.811
2019/12/16,345.607
2019/12/17,536.608
2019/12/18,581.766
2019/12/19,675.737
2019/12/20,286.444
2019/12/21,199.284
2019/12/22,198.246
2019/12/23,380.1
2019/12/24,259.69
2019/12/25,326.937
2019/12/26,252.67
2019/12/27,274.225
2019/12/28,245.733
2019/12/29,279.932
2019/12/30,336.081
2019/12/31,493.153
2020/01/01,173.975
2020/01/02,286.412
2020/01/03,418.86
2020/01/04,272.785
2020/01/05,236.293
2020/01/06,377.197
2020/01/07,311.012
2020/01/08,425.188
2020/01/09,300.699
2020/01/10,306.224
2020/01/11,355.07
2020/01/12,277.844
2020/01/13,366.706
2020/01/14,598.741
2020/01/15,495.874
2020/01/16,396
2020/01/17,396.686
2020/01/18,475.498
2020/01/19,328.435
2020/01/20,295.193
2020/01/21,296.8
2020/01/22,303.126
2020/01/23,332.675
2020/01/24,486.143
2020/01/25,166.843
2020/01/26,234.986
2020/01/27,383.741
2020/01/28,390.605
2020/01/29,405.966
2020/01/30,426.297
2020/01/31,596.145
2020/02/01,366.675
2020/02/02,392.353
2020/02/03,404.744
2020/02/04,564.279
2020/02/05,507.869
2020/02/06,802.755
2020/02/07,847.657
2020/02/08,437.011
2020/02/09,475.703
2020/02/10,609.071
2020/02/11,459.844
2020/02/12,887.874
2020/02/13,808.951
2020/02/14,675.303
2020/02/15,749.63
2020/02/16,670.365
2020/02/17,976.433
2020/02/18,838.76
2020/02/19,710.279
2020/02/20,850.008
2020/02/21,669.458
2020/02/22,400.35
2020/02/23,553.531
2020/02/24,665.696
2020/02/25,718.415
2020/02/26,949.255
2020/02/27,852.179
2020/02/28,591.29
2020/02/29,420.605
2020/03/01,580.66
2020/03/02,836.258
2020/03/03,604.952
2020/03/04,504.103
2020/03/05,555.558
2020/03/06,654.016
2020/03/07,457.464
2020/03/08,633.216
2020/03/09,987.228
2020/03/10,697.64
2020/03/11,673.714
2020/03/12,1889
2020/03/13,1213
2020/03/14,602.168
2020/03/15,591.987
2020/03/16,903.576
2020/03/17,503.293
2020/03/18,412.101
2020/03/19,552.391
2020/03/20,627.502
2020/03/21,259.917
2020/03/22,302.906
2020/03/23,419.954
2020/03/24,758.7
2020/03/25,414.628
2020/03/26,372.656
2020/03/27,314.236
2020/03/28,362.665
2020/03/29,257.028
2020/03/30,298.468
2020/03/31,378.487
2020/04/01,276.325
2020/04/02,430.569
2020/04/03,435.462
2020/04/04,270.327
2020/04/05,226.327
2020/04/06,543.086
2020/04/07,613.853
2020/04/08,374.497
2020/04/09,359.229
2020/04/10,665.997
2020/04/11,231.409
2020/04/12,254.501
2020/04/13,437.479
2020/04/14,266.644
2020/04/15,275.123
2020/04/16,571.305
2020/04/17,366.147
2020/04/18,394.723
2020/04/19,354.994
2020/04/20,551.24
2020/04/21,452.421
2020/04/22,443.473
2020/04/23,485.847
2020/04/24,756.187
2020/04/25,355.671
2020/04/26,334.753
2020/04/27,482.383
2020/04/28,304.185
2020/04/29,620.022
2020/04/30,747.443
2020/05/01,373.869
2020/05/02,338.037
2020/05/03,339.066
2020/05/04,444.89
2020/05/05,424.079
2020/05/06,544.882
2020/05/07,708.868
2020/05/08,524.477
2020/05/09,351.643
2020/05/10,700.322
2020/05/11,505.116
2020/05/12,521.607
2020/05/13,566.061
2020/05/14,555.372
2020/05/15,432.864
2020/05/16,290.018
2020/05/17,343.704
2020/05/18,524.122
2020/05/19,401.521
2020/05/20,415.671
2020/05/21,474.546
2020/05/22,412.855
2020/05/23,397.943
2020/05/24,312.228
2020/05/25,355.873
2020/05/26,417.66
2020/05/27,349.938
2020/05/28,489.499
2020/05/29,604.394
2020/05/30,643.752
2020/05/31,609.143
2020/06/01,540.575
2020/06/02,931.82
2020/06/03,403.317
2020/06/04,414.876
2020/06/05,511.878
2020/06/06,237.64
2020/06/07,291.178
2020/06/08,398.595
2020/06/09,436.069
2020/06/10,485.533
2020/06/11,624.015
2020/06/12,432.968
2020/06/13,240.5
2020/06/14,304.106
2020/06/15,654.787
2020/06/16,423.893
2020/06/17,432.571
2020/06/18,469.497
2020/06/19,474.406
2020/06/20,255.227
2020/06/21,354.667
2020/06/22,550.291
2020/06/23,520.912
2020/06/24,941.326
2020/06/25,1270
2020/06/26,640.352
2020/06/27,410.872
2020/06/28,303.245
2020/06/29,335.23
2020/06/30,409.078
2020/07/01,405.536
2020/07/02,402.059
2020/07/03,404.418
2020/07/04,290.323
2020/07/05,264.472
2020/07/06,521.183
2020/07/07,512.57
2020/07/08,710.579
2020/07/09,558.94
2020/07/10,571.983
2020/07/11,270.587
2020/07/12,300.817
2020/07/13,573.376
2020/07/14,701.027
2020/07/15,410.18
2020/07/16,486.584
2020/07/17,412.527
2020/07/18,298.945
2020/07/19,357.694
2020/07/20,469.811
2020/07/21,512.045
2020/07/22,638.193
2020/07/23,1200
2020/07/24,741.726
2020/07/25,706.215
2020/07/26,913.761
2020/07/27,1261
2020/07/28,850.228
2020/07/29,844.145
2020/07/30,949.759
2020/07/31,948.098
2020/08/01,948.812
2020/08/02,1115
2020/08/03,1066
2020/08/04,1136
2020/08/05,813.848
2020/08/06,816.339
2020/08/07,895.158
2020/08/08,541.494
2020/08/09,599.381
2020/08/10,1009
2020/08/11,955.241
2020/08/12,1302
2020/08/13,1301
2020/08/14,1638
2020/08/15,872.879
2020/08/16,778.793
2020/08/17,1089
2020/08/18,1028
2020/08/19,1011
2020/08/20,1055
2020/08/21,1018
2020/08/22,769.54
2020/08/23,529.108
2020/08/24,1002
2020/08/25,974.115
2020/08/26,944.104
2020/08/27,783.115
2020/08/28,1199
2020/08/29,984.999
2020/08/30,1275
2020/08/31,1926
2020/09/01,2562
2020/09/02,2536
2020/09/03,2361
2020/09/04,2208
2020/09/05,2215
2020/09/06,1748
2020/09/07,1385
2020/09/08,1301
2020/09/09,1432
2020/09/10,1914
2020/09/11,1693
2020/09/12,1576
2020/09/13,1640
2020/09/14,1890
2020/09/15,1524
2020/09/16,1695
2020/09/17,1692
2020/09/18,2102
2020/09/19,1255
2020/09/20,1206
2020/09/21,1602
2020/09/22,1175
2020/09/23,1355
2020/09/24,1099
2020/09/25,1032
2020/09/26,834.084
2020/09/27,958.242
2020/09/28,1101
2020/09/29,1211
2020/09/30,1242
2020/10/01,1354
2020/10/02,1167
2020/10/03,678.449
2020/10/04,635.002
2020/10/05,868.121
2020/10/06,865.772
2020/10/07,1147
2020/10/08,1006
2020/10/09,1116
2020/10/10,842.455
2020/10/11,731.639
2020/10/12,1145
2020/10/13,900.399
2020/10/14,1233
2020/10/15,758.892
2020/10/16,946.943
2020/10/17,515.83
2020/10/18,529.527
2020/10/19,757.552
2020/10/20,793.713
2020/10/21,1247
2020/10/22,1284
2020/10/23,1067
2020/10/24,738.379
2020/10/25,618.164
2020/10/26,1222
2020/10/27,1020
2020/10/28,1217
2020/10/29,794.982
2020/10/30,1134
2020/10/31,715.807
2020/11/01,574.052
2020/11/02,1126
2020/11/03,1000
2020/11/04,1155
2020/11/05,1444
2020/11/06,1604
2020/11/07,1451
2020/11/08,699.643
2020/11/09,1087
2020/11/10,1001
2020/11/11,1307
2020/11/12,1664
2020/11/13,1315
2020/11/14,824.641
2020/11/15,740.007
2020/11/16,1088
2020/11/17,1647
2020/11/18,1777
2020/11/19,1267
2020/11/20,1553
2020/11/21,1978
2020/11/22,1673
2020/11/23,2181
2020/11/24,2504
2020/11/25,1437
2020/11/26,2244
2020/11/27,1502
2020/11/28,903.949
2020/11/29,980.875
2020/11/30,1648
2020/12/01,2102
2020/12/02,1352
2020/12/03,1301
2020/12/04,1387
2020/12/05,1019
2020/12/06,927.576
2020/12/07,1480
2020/12/08,1288
2020/12/09,1636
2020/12/10,1547
2020/12/11,1443
2020/12/12,895.141
2020/12/13,846.987
2020/12/14,994.918
2020/12/15,1178
2020/12/16,1560
2020/12/17,2369
2020/12/18,1645
2020/12/19,1700
2020/12/20,1086
2020/12/21,1887
2020/12/22,1642
2020/12/23,1386
2020/12/24,1482
2020/12/25,969.754
2020/12/26,1105
2020/12/27,1914
2020/12/28,2080
2020/12/29,2464
2020/12/30,2198
2020/12/31,1939
2021/01/01,1634
2021/01/02,1650
2021/01/03,4064
2021/01/04,6059
2021/01/05,4016
2021/01/06,5019
2021/01/07,5311
2021/01/08,5550
2021/01/09,3203
2021/01/10,3655
2021/01/11,5703
2021/01/12,3448
2021/01/13,3699
2021/01/14,6570
2021/01/15,3665
2021/01/16,2943
2021/01/17,2626
2021/01/18,2918
2021/01/19,5997
2021/01/20,6384
2021/01/21,4713
2021/01/22,4692
2021/01/23,2692
2021/01/24,3678
2021/01/25,4685
2021/01/26,4456
2021/01/27,4479
2021/01/28,3749
2021/01/29,5561
2021/01/30,3652
2021/01/31,3244
2021/02/01,3245
2021/02/02,5544
2021/02/03,5641
2021/02/04,6373
2021/02/05,5465
2021/02/06,4761
2021/02/07,3878
2021/02/08,5229
2021/02/09,4777
2021/02/10,4801
2021/02/11,4203
2021/02/12,4624
2021/02/13,3256
2021/02/14,3265
2021/02/15,4050
2021/02/16,4125
2021/02/17,4519
2021/02/18,5534
2021/02/19,4439
2021/02/20,5279
2021/02/21,3679
2021/02/22,5781
2021/02/23,8523
2021/02/24,4977
2021/02/25,4374
2021/02/26,5043
2021/02/27,3197
2021/02/28,3979
2021/03/01,4240
2021/03/02,3933
2021/03/03,3475
2021/03/04,3904
2021/03/05,3469
2021/03/06,3745
2021/03/07,7401
2021/03/08,4633
2021/03/09,4569
2021/03/10,4411
2021/03/11,4371
2021/03/12,5266
2021/03/13,3420
2021/03/14,2565
2021/03/15,4956
2021/03/16,4217
2021/03/17,4004
2021/03/18,3590
2021/03/19,3089
2021/03/20,2633
2021/03/21,2943
2021/03/22,3718
2021/03/23,3291
2021/03/24,3243
2021/03/25,4989
2021/03/26,3715
2021/03/27,2656
2021/03/28,2326
2021/03/29,4220
2021/03/30,4691
2021/03/31,4813
2021/04/01,4259
2021/04/02,6279
2021/04/03,6922
2021/04/04,3651
2021/04/05,5712
2021/04/06,4550
2021/04/07,4669
2021/04/08,4303
2021/04/09,4049
2021/04/10,4088
2021/04/11,3117
2021/04/12,4118
2021/04/13,5583
2021/04/14,6584
2021/04/15,5047
2021/04/16,6317
2021/04/17,4412
2021/04/18,8673
2021/04/19,4862
2021/04/20,4096
2021/04/21,5205
2021/04/22,7927
2021/04/23,6574
2021/04/24,3568
2021/04/25,3240
2021/04/26,4996
2021/04/27,5567
2021/04/28,6173
2021/04/29,5770
2021/04/30,5935
2021/05/01,4747
2021/05/02,3704
2021/05/03,8617
2021/05/04,10574
2021/05/05,8080
2021/05/06,6794
2021/05/07,8283
2021/05/08,7309
2021/05/09,5999
2021/05/10,11774
2021/05/11,10495
2021/05/12,11999
2021/05/13,13369
2021/05/14,8654
2021/05/15,6251
2021/05/16,7339
2021/05/17,10383
2021/05/18,7950
2021/05/19,19373
2021/05/20,14436
2021/05/21,10373
2021/05/22,7331
2021/05/23,11152
2021/05/24,11143
2021/05/25,10356
2021/05/26,9128
2021/05/27,9491
2021/05/28,7848
2021/05/29,6519
2021/05/30,5012
2021/05/31,4396
2021/06/01,6942
2021/06/02,5370
2021/06/03,5695
2021/06/04,5601
2021/06/05,3960
2021/06/06,2790
2021/06/07,4576
2021/06/08,7926
2021/06/09,6960
2021/06/10,3988
2021/06/11,4115
2021/06/12,3145
2021/06/13,2625
2021/06/14,4904
2021/06/15,3974
2021/06/16,5783
2021/06/17,4432
2021/06/18,5230
2021/06/19,2516
2021/06/20,3017
2021/06/21,6605
2021/06/22,7769
2021/06/23,3773
2021/06/24,4151
2021/06/25,4637
2021/06/26,2279
2021/06/27,2536
2021/06/28,3673
2021/06/29,4270
2021/06/30,3652
2021/07/01,5270
2021/07/02,4984
2021/07/03,1920
2021/07/04,2205
2021/07/05,3135
2021/07/06,3426
2021/07/07,4046
2021/07/08,5608
2021/07/09,4211
2021/07/10,2710
2021/07/11,1466
2021/07/12,4409
2021/07/13,3626
2021/07/14,4128
2021/07/15,3131
2021/07/16,4441
2021/07/17,1912
2021/07/18,1910
2021/07/19,3420
2021/07/20,3266
2021/07/21,4325
2021/07/22,3619
2021/07/23,3169
2021/07/24,2423
2021/07/25,1779
2021/07/26,5580
2021/07/27,3916
2021/07/28,3373
2021/07/29,4063
2021/07/30,4121
2021/07/31,4170
2021/08/01,3593
2021/08/02,3636
2021/08/03,4611
2021/08/04,5171
2021/08/05,5558
2021/08/06,5506
2021/08/07,4859
2021/08/08,4069
2021/08/09,7090
2021/08/10,5322
2021/08/11,4517
2021/08/12,4722
2021/08/13,5434
2021/08/14,4150
2021/08/15,4046
2021/08/16,6663
2021/08/17,5298
2021/08/18,5395
2021/08/19,4525
2021/08/20,6010
2021/08/21,3394
2021/08/22,3383
2021/08/23,6456
2021/08/24,7505
2021/08/25,6256
2021/08/26,4570
2021/08/27,5934
2021/08/28,4073
2021/08/29,4346
2021/08/30,5717
2021/08/31,7968
2021/09/01,8081
2021/09/02,9437
2021/09/03,8081
2021/09/04,5091
2021/09/05,4093
2021/09/06,5922
2021/09/07,9451
2021/09/08,7582
2021/09/09,7063
2021/09/10,6410
2021/09/11,5985
2021/09/12,3433
2021/09/13,4930
2021/09/14,4355
2021/09/15,8019
2021/09/16,4869
2021/09/17,6689
2021/09/18,4401
2021/09/19,3402
2021/09/20,7451
2021/09/21,6913
2021/09/22,6139
2021/09/23,5357
2021/09/24,9428
2021/09/25,2788
2021/09/26,9577
2021/09/27,4671
2021/09/28,4111
2021/09/29,3783
2021/09/30,3948
2021/10/01,5115
2021/10/02,3858
2021/10/03,3342
2021/10/04,4969
2021/10/05,6825
2021/10/06,6126
2021/10/07,6370
2021/10/08,6307
2021/10/09,2933
2021/10/10,3515
2021/10/11,4423
2021/10/12,4654
2021/10/13,5932
2021/10/14,10980
2021/10/15,8235
2021/10/16,5791
2021/10/17,4905
2021/10/18,6141
2021/10/19,5387
2021/10/20,6613
2021/10/21,9520
2021/10/22,7287
2021/10/23,4171
2021/10/24,3114
2021/10/25,5051
2021/10/26,5290
2021/10/27,8293
2021/10/28,4940
2021/10/29,8939
2021/10/30,4169
2021/10/31,4253
2021/11/01,6061
2021/11/02,7100
2021/11/03,9813
2021/11/04,6874
2021/11/05,6574
2021/11/06,4498
2021/11/07,3336
2021/11/08,6839
2021/11/09,6787
2021/11/10,6707
2021/11/11,6559
2021/11/12,7145
2021/11/13,4335
2021/11/14,4400
2021/11/15,13605
2021/11/16,8221
2021/11/17,6253
2021/11/18,7229
2021/11/19,6728
2021/11/20,5237
2021/11/21,5760
2021/11/22,6510
2021/11/23,6278
2021/11/24,6866
2021/11/25,5766
2021/11/26,8927
2021/11/27,3865
2021/11/28,3736
2021/11/29,6787
2021/11/30,9924
2021/12/01,10104
2021/12/02,7372
2021/12/03,8855
2021/12/04,11041
2021/12/05,5135
2021/12/06,10618
2021/12/07,8203
2021/12/08,6677
2021/12/09,6739
2021/12/10,7002
2021/12/11,4289
2021/12/12,2557
2021/12/13,8266
2021/12/14,7281
2021/12/15,5945
2021/12/16,6849
2021/12/17,5570
2021/12/18,4227
2021/12/19,2946
2021/12/20,4898
2021/12/21,5041
2021/12/22,4993
2021/12/23,5531
2021/12/24,4796
2021/12/25,4288
2021/12/26,2696
2021/12/27,5554
2021/12/28,6265
2021/12/29,4969
2021/12/30,9949
2021/12/31,7170
2022/01/01,3458
2022/01/02,2758
2022/01/03,3723
2022/01/04,5578
2022/01/05,6516
2022/01/06,7724
2022/01/07,7148
2022/01/08,3894
2022/01/09,2947
2022/01/10,4673
2022/01/11,4056
2022/01/12,4645
2022/01/13,5346
2022/01/14,4449
2022/01/15,2978
2022/01/16,2961
2022/01/17,4121
2022/01/18,4152
2022/01/19,5834
2022/01/20,4968
2022/01/21,9893
2022/01/22,7626
2022/01/23,5231
2022/01/24,7097
2022/01/25,4973
2022/01/26,6090
2022/01/27,5753
2022/01/28,4844
2022/01/29,3540
2022/01/30,3491
2022/01/31,4710
2022/02/01,4680
2022/02/02,3778
2022/02/03,5994
2022/02/04,5044
2022/02/05,3119
2022/02/06,2276
2022/02/07,5507
2022/02/08,5066
2022/02/09,4628
2022/02/10,7554
2022/02/11,5763
2022/02/12,3247
2022/02/13,2514
2022/02/14,4075
2022/02/15,4815
2022/02/16,3624
2022/02/17,4482
2022/02/18,3824
2022/02/19,1989
2022/02/20,2398
2022/02/21,3926
2022/02/22,3284
2022/02/23,3500
2022/02/24,8130
2022/02/25,4978
2022/02/26,2624
2022/02/27,2667
2022/02/28,4521
2022/03/01,5434
2022/03/02,4201
2022/03/03,3909
2022/03/04,4416
2022/03/05,2363
2022/03/06,1682
2022/03/07,3675
2022/03/08,3660
2022/03/09,3230
2022/03/10,3382
2022/03/11,2897
2022/03/12,1391
2022/03/13,1928
2022/03/14,2707
2022/03/15,5832
2022/03/16,3826
2022/03/17,4001
2022/03/18,4510
2022/03/19,4232
2022/03/20,1877
2022/03/21,3982
2022/03/22,5189
2022/03/23,3822
2022/03/24,5093
2022/03/25,5473
2022/03/26,1868
2022/03/27,2432
2022/03/28,5204
2022/03/29,6258
2022/03/30,5957
2022/03/31,5647
2022/04/01,5862
2022/04/02,4323
2022/04/03,2995
2022/04/04,4042
2022/04/05,4757
2022/04/06,5457
2022/04/07,5154
2022/04/08,4101
2022/04/09,2530
2022/04/10,2068
2022/04/11,6206
2022/04/12,3518
2022/04/13,3676
2022/04/14,3482
2022/04/15,3723
2022/04/16,3251
2022/04/17,2954
2022/04/18,3902
2022/04/19,4138
2022/04/20,6235
2022/04/21,4121
2022/04/22,4117
2022/04/23,1880
2022/04/24,2023
2022/04/25,5291
2022/04/26,4422
2022/04/27,3793
2022/04/28,4456
2022/04/29,6244
2022/04/30,2612
2022/05/01,4060
2022/05/02,6239
2022/05/03,6922
2022/05/04,4875
2022/05/05,4644
2022/05/06,4805
2022/05/07,2867
2022/05/08,3269
2022/05/09,7884
2022/05/10,7109
2022/05/11,9966
2022/05/12,12170
2022/05/13,7088
2022/05/14,2561
2022/05/15,2311
2022/05/16,6740
2022/05/17,3435
2022/05/18,3825
2022/05/19,3988
2022/05/20,4743
2022/05/21,1666
2022/05/22,2061
2022/05/23,4235
2022/05/24,2899
2022/05/25,2029
2022/05/26,5744
2022/05/27,5061
2022/05/28,1761
2022/05/29,1653
2022/05/30,3338
2022/05/31,3749
2022/06/01,3876
2022/06/02,3752
2022/06/03,2613
2022/06/04,1305
2022/06/05,1420
2022/06/06,2764
2022/06/07,3520
2022/06/08,2429
2022/06/09,2458
2022/06/10,4452
2022/06/11,5192
2022/06/12,3815
2022/06/13,8831
2022/06/14,6172
2022/06/15,5344
2022/06/16,4044
2022/06/17,3411
2022/06/18,3741
2022/06/19,2534
2022/06/20,2892
2022/06/21,2649
2022/06/22,2444
2022/06/23,2582
2022/06/24,2492
2022/06/25,1675
2022/06/26,1470
2022/06/27,2661
2022/06/28,2357
2022/06/29,3868
2022/06/30,3059
2022/07/01,2288
2022/07/02,1101
2022/07/03,736.914
2022/07/04,1872
2022/07/05,1762
2022/07/06,1852
2022/07/07,3680
2022/07/08,2113
2022/07/09,898.955
2022/07/10,1210
2022/07/11,1752
2022/07/12,2187
2022/07/13,2520
2022/07/14,1938
2022/07/15,3189
2022/07/16,1533
2022/07/17,1480
2022/07/18,3754
2022/07/19,5289
2022/07/20,2863
2022/07/21,6173
2022/07/22,2009
2022/07/23,1198
2022/07/24,1113
2022/07/25,1985
2022/07/26,1612
2022/07/27,2914
2022/07/28,3479
2022/07/29,3167
2022/07/30,1457
2022/07/31,1122
2022/08/01,2111
2022/08/02,2117
2022/08/03,1669
2022/08/04,1457
2022/08/05,2147
2022/08/06,1404
2022/08/07,1668
2022/08/08,2211
2022/08/09,2527
2022/08/10,3811
2022/08/11,3195
2022/08/12,2500
2022/08/13,2277
2022/08/14,1663
2022/08/15,3168
2022/08/16,2166
2022/08/17,4883
2022/08/18,2180
2022/08/19,3321
2022/08/20,1553
2022/08/21,1223
2022/08/22,1773
2022/08/23,1952
2022/08/24,2144
2022/08/25,2131
2022/08/26,2727
2022/08/27,2029
2022/08/28,2139
2022/08/29,3120
2022/08/30,2877
2022/08/31,2850
2022/09/01,2820
2022/09/02,3983
2022/09/03,1349
2022/09/04,833.66
2022/09/05,1865
2022/09/06,5743
2022/09/07,3263
2022/09/08,2954
2022/09/09,3312
2022/09/10,1578
2022/09/11,1506
2022/09/12,4507
2022/09/13,7009
2022/09/14,10949
2022/09/15,7782
2022/09/16,4829
2022/09/17,1395
2022/09/18,1758
2022/09/19,3861
2022/09/20,2870
2022/09/21,3255
2022/09/22,3082
2022/09/23,2814
2022/09/24,1184
2022/09/25,1249
2022/09/26,2352
2022/09/27,2530
2022/09/28,1910
2022/09/29,3332
2022/09/30,2323
2022/10/01,1056
2022/10/02,845.738
2022/10/03,1716
2022/10/04,1328
2022/10/05,1132
2022/10/06,1619
2022/10/07,1633
2022/10/08,848.607
2022/10/09,491.319
2022/10/10,1047
2022/10/11,1481
2022/10/12,1301
2022/10/13,2584
2022/10/14,1735
2022/10/15,801.992
2022/10/16,869.588
2022/10/17,1478
2022/10/18,1666
2022/10/19,1452
2022/10/20,1387
2022/10/21,1952
2022/10/22,970.421
2022/10/23,1101
2022/10/24,2213
2022/10/25,3577
2022/10/26,4239
2022/10/27,3107
2022/10/28,2524
2022/10/29,2403
2022/10/30,1685
2022/10/31,2508
2022/11/01,1883
2022/11/02,3153
2022/11/03,2348
2022/11/04,3132
2022/11/05,1601
2022/11/06,1968
2022/11/07,3770
2022/11/08,6912
2022/11/09,7245
2022/11/10,6018
2022/11/11,3748
2022/11/12,3033
2022/11/13,3496
2022/11/14,3188
2022/11/15,2678
2022/11/16,2993
2022/11/17,2452
2022/11/18,2333
2022/11/19,1796
2022/11/20,1653
2022/11/21,4786
2022/11/22,3091
2022/11/23,2046
2022/11/24,1689
2022/11/25,1635
2022/11/26,1249
2022/11/27,1204
2022/11/28,2119
2022/11/29,1986
