Date,hashrate14roc
2016/08/01,-11.736
2016/08/02,-17.228
2016/08/03,-18.326
2016/08/04,-14.462
2016/08/05,-9.086
2016/08/06,-15.055
2016/08/07,-9.785
2016/08/08,-4.96
2016/08/09,4.962
2016/08/10,11.764
2016/08/11,7.305
2016/08/12,9.44
2016/08/13,10.373
2016/08/14,8.966
2016/08/15,11.845
2016/08/16,23.717
2016/08/17,27.724
2016/08/18,19.841
2016/08/19,15.752
2016/08/20,22.527
2016/08/21,19.756
2016/08/22,18.225
2016/08/23,14.383
2016/08/24,11.845
2016/08/25,11.821
2016/08/26,15.765
2016/08/27,17.01
2016/08/28,15.26
2016/08/29,13.267
2016/08/30,10.444
2016/08/31,12.899
2016/09/01,11.614
2016/09/02,14.424
2016/09/03,5.306
2016/09/04,1.392
2016/09/05,4.602
2016/09/06,1.739
2016/09/07,4.495
2016/09/08,1.162
2016/09/09,-1.461
2016/09/10,-0.541
2016/09/11,4.627
2016/09/12,5.639
2016/09/13,5.166
2016/09/14,6.495
2016/09/15,5.205
2016/09/16,3.098
2016/09/17,12.668
2016/09/18,2.265
2016/09/19,0.759
2016/09/20,13.454
2016/09/21,13.996
2016/09/22,5.286
2016/09/23,15.51
2016/09/24,14.855
2016/09/25,14.715
2016/09/26,8.575
2016/09/27,15.165
2016/09/28,12.466
2016/09/29,15.23
2016/09/30,12.84
2016/10/01,12.686
2016/10/02,31.182
2016/10/03,25.617
2016/10/04,15.129
2016/10/05,11.154
2016/10/06,22.677
2016/10/07,7.582
2016/10/08,11.752
2016/10/09,9.689
2016/10/10,16.978
2016/10/11,12.183
2016/10/12,7.28
2016/10/13,8.962
2016/10/14,16.293
2016/10/15,13.564
2016/10/16,13.341
2016/10/17,10.009
2016/10/18,11.675
2016/10/19,12.25
2016/10/20,15.193
2016/10/21,20.851
2016/10/22,16.102
2016/10/23,10.943
2016/10/24,12.498
2016/10/25,12.702
2016/10/26,17.914
2016/10/27,11.513
2016/10/28,3.099
2016/10/29,-18.729
2016/10/30,-23.014
2016/10/31,-13.381
2016/11/01,-28.762
2016/11/02,-35.759
2016/11/03,-40.738
2016/11/04,-46.32
2016/11/05,-49.45
2016/11/06,-48.789
2016/11/07,-40.35
2016/11/08,-34.425
2016/11/09,-36.678
2016/11/10,-40.724
2016/11/11,-39.966
2016/11/12,-23.219
2016/11/13,-14.4
2016/11/14,-16.98
2016/11/15,-2.069
2016/11/16,6.456
2016/11/17,6.838
2016/11/18,24.704
2016/11/19,39.582
2016/11/20,54.727
2016/11/21,37.468
2016/11/22,16.167
2016/11/23,18.012
2016/11/24,15.102
2016/11/25,18.507
2016/11/26,17.68
2016/11/27,8.338
2016/11/28,8.22
2016/11/29,5.75
2016/11/30,3.155
2016/12/01,8.897
2016/12/02,2.857
2016/12/03,2.429
2016/12/04,-7.306
2016/12/05,-14.455
2016/12/06,-9.879
2016/12/07,-6.85
2016/12/08,9.311
2016/12/09,11.628
2016/12/10,12.658
2016/12/11,16.023
2016/12/12,7.769
2016/12/13,13.153
2016/12/14,17.715
2016/12/15,15.734
2016/12/16,17.757
2016/12/17,13.456
2016/12/18,18.804
2016/12/19,21.762
2016/12/20,25.745
2016/12/21,21.831
2016/12/22,11.967
2016/12/23,1.832
2016/12/24,-6.106
2016/12/25,-4.281
2016/12/26,2.902
2016/12/27,-3.642
2016/12/28,-3.692
2016/12/29,-3.472
2016/12/30,-6.323
2016/12/31,-6.47
2017/01/01,-9.587
2017/01/02,-9.217
2017/01/03,-11.327
2017/01/04,-1.395
2017/01/05,4.224
2017/01/06,12.622
2017/01/07,23.872
2017/01/08,18.731
2017/01/09,18.438
2017/01/10,22.52
2017/01/11,24.563
2017/01/12,26.279
2017/01/13,28.452
2017/01/14,27.369
2017/01/15,29.826
2017/01/16,29.343
2017/01/17,27.964
2017/01/18,14.99
2017/01/19,20.18
2017/01/20,15.566
2017/01/21,14.496
2017/01/22,14.632
2017/01/23,13.075
2017/01/24,11.557
2017/01/25,10.717
2017/01/26,12.582
2017/01/27,8.914
2017/01/28,9.109
2017/01/29,4.845
2017/01/30,7.861
2017/01/31,8.897
2017/02/01,8.324
2017/02/02,3.657
2017/02/03,5.517
2017/02/04,4.773
2017/02/05,8.545
2017/02/06,7.805
2017/02/07,9.12
2017/02/08,10.288
2017/02/09,6.912
2017/02/10,11.824
2017/02/11,12.029
2017/02/12,15.721
2017/02/13,14.139
2017/02/14,15.509
2017/02/15,17.571
2017/02/16,14.585
2017/02/17,18.647
2017/02/18,17.591
2017/02/19,14.832
2017/02/20,14
2017/02/21,16.699
2017/02/22,13.794
2017/02/23,14.585
2017/02/24,11.749
2017/02/25,14.428
2017/02/26,17.527
2017/02/27,16.34
2017/02/28,20.211
2017/03/01,15.736
2017/03/02,18.029
2017/03/03,20.139
2017/03/04,17.465
2017/03/05,20.774
2017/03/06,20.588
2017/03/07,17.206
2017/03/08,22.926
2017/03/09,22.855
2017/03/10,22.541
2017/03/11,21.274
2017/03/12,16.965
2017/03/13,21.28
2017/03/14,14.466
2017/03/15,21.774
2017/03/16,21.297
2017/03/17,23.152
2017/03/18,26.245
2017/03/19,14.338
2017/03/20,21.815
2017/03/21,20.085
2017/03/22,18.668
2017/03/23,22.495
2017/03/24,21.481
2017/03/25,19.95
2017/03/26,25.645
2017/03/27,25.722
2017/03/28,24.18
2017/03/29,25.761
2017/03/30,24.585
2017/03/31,21.507
2017/04/01,17.997
2017/04/02,24.48
2017/04/03,11.439
2017/04/04,20.81
2017/04/05,21.345
2017/04/06,16.472
2017/04/07,19.032
2017/04/08,18.818
2017/04/09,10.997
2017/04/10,6.985
2017/04/11,13.436
2017/04/12,8.269
2017/04/13,5.929
2017/04/14,12.438
2017/04/15,11.055
2017/04/16,13.128
2017/04/17,20.08
2017/04/18,15.385
2017/04/19,10.969
2017/04/20,12.924
2017/04/21,13.983
2017/04/22,13.938
2017/04/23,18.785
2017/04/24,14.368
2017/04/25,15.59
2017/04/26,14.737
2017/04/27,18.753
2017/04/28,15.709
2017/04/29,21.85
2017/04/30,17.069
2017/05/01,16.669
2017/05/02,14.52
2017/05/03,17.603
2017/05/04,14.686
2017/05/05,17.593
2017/05/06,16.812
2017/05/07,16.232
2017/05/08,18.449
2017/05/09,18.648
2017/05/10,19.052
2017/05/11,19.335
2017/05/12,16.304
2017/05/13,11.013
2017/05/14,17.195
2017/05/15,19.869
2017/05/16,21.439
2017/05/17,13.34
2017/05/18,19.218
2017/05/19,17.795
2017/05/20,21.268
2017/05/21,22.679
2017/05/22,28.184
2017/05/23,18.082
2017/05/24,22.209
2017/05/25,20.706
2017/05/26,16.888
2017/05/27,23.398
2017/05/28,18.807
2017/05/29,22.304
2017/05/30,28.46
2017/05/31,31.92
2017/06/01,34.278
2017/06/02,25.945
2017/06/03,26.307
2017/06/04,25.812
2017/06/05,25.205
2017/06/06,31.73
2017/06/07,33.852
2017/06/08,34.344
2017/06/09,33.832
2017/06/10,36.685
2017/06/11,40.972
2017/06/12,32.188
2017/06/13,28.287
2017/06/14,34.965
2017/06/15,30.264
2017/06/16,36.007
2017/06/17,36.342
2017/06/18,35.505
2017/06/19,33.797
2017/06/20,34.613
2017/06/21,30.459
2017/06/22,30.862
2017/06/23,30.115
2017/06/24,26.75
2017/06/25,25.249
2017/06/26,29.907
2017/06/27,25.362
2017/06/28,25.784
2017/06/29,26.831
2017/06/30,24.888
2017/07/01,22.712
2017/07/02,21.356
2017/07/03,23.647
2017/07/04,24.153
2017/07/05,19.819
2017/07/06,20.526
2017/07/07,23.448
2017/07/08,21.155
2017/07/09,20.659
2017/07/10,18.296
2017/07/11,17.688
2017/07/12,11.673
2017/07/13,9.798
2017/07/14,7.312
2017/07/15,9.652
2017/07/16,11.275
2017/07/17,2.611
2017/07/18,2.766
2017/07/19,9.806
2017/07/20,11.297
2017/07/21,9.094
2017/07/22,8.142
2017/07/23,11.237
2017/07/24,6.523
2017/07/25,12.423
2017/07/26,14.805
2017/07/27,11.892
2017/07/28,17.2
2017/07/29,11.636
2017/07/30,12.564
2017/07/31,21.245
2017/08/01,18.16
2017/08/02,11.933
2017/08/03,4.427
2017/08/04,8.986
2017/08/05,8.222
2017/08/06,5.716
2017/08/07,11.856
2017/08/08,7.95
2017/08/09,10.546
2017/08/10,10.337
2017/08/11,9.126
2017/08/12,13.975
2017/08/13,10.88
2017/08/14,10.771
2017/08/15,12.383
2017/08/16,14.533
2017/08/17,20.68
2017/08/18,15.072
2017/08/19,20.838
2017/08/20,16.568
2017/08/21,16.294
2017/08/22,15.203
2017/08/23,15.685
2017/08/24,16.558
2017/08/25,12.629
2017/08/26,9.94
2017/08/27,8.954
2017/08/28,3.333
2017/08/29,9.23
2017/08/30,9.229
2017/08/31,5.849
2017/09/01,7.836
2017/09/02,3.616
2017/09/03,5.536
2017/09/04,4.423
2017/09/05,4.693
2017/09/06,1.336
2017/09/07,4.651
2017/09/08,11.981
2017/09/09,8.429
2017/09/10,7.326
2017/09/11,10.728
2017/09/12,8.915
2017/09/13,3.887
2017/09/14,7.804
2017/09/15,10.38
2017/09/16,8.391
2017/09/17,9.746
2017/09/18,5.816
2017/09/19,8.132
2017/09/20,7.863
2017/09/21,7.477
2017/09/22,1.575
2017/09/23,-0.114
2017/09/24,4.146
2017/09/25,-0.937
2017/09/26,-4.703
2017/09/27,2.05
2017/09/28,-3.529
2017/09/29,-10.523
2017/09/30,-9.259
2017/10/01,-5.718
2017/10/02,-4.091
2017/10/03,-6.728
2017/10/04,-2.925
2017/10/05,-1.505
2017/10/06,-5.153
2017/10/07,-3.154
2017/10/08,-2.502
2017/10/09,3.099
2017/10/10,3.03
2017/10/11,3.421
2017/10/12,3.515
2017/10/13,12.632
2017/10/14,8.076
2017/10/15,6.621
2017/10/16,10.104
2017/10/17,12.962
2017/10/18,9.096
2017/10/19,9.534
2017/10/20,14.034
2017/10/21,15.904
2017/10/22,14.261
2017/10/23,12.479
2017/10/24,14.643
2017/10/25,8.595
2017/10/26,8.846
2017/10/27,-100
2017/10/28,-100
2017/10/29,-100
2017/10/30,-100
2017/10/31,-100
2017/11/01,6.349
2017/11/02,-2.059
2017/11/03,-2.831
2017/11/04,-4.05
2017/11/05,-1.547
2017/11/06,-2.685
2017/11/07,-6.353
2017/11/08,-2.147
2017/11/09,-0.573
2017/11/10,0
2017/11/11,0
2017/11/12,0
2017/11/13,0
2017/11/14,0
2017/11/15,-4.659
2017/11/16,-3.362
2017/11/17,-1.152
2017/11/18,-0.38
2017/11/19,-3.484
2017/11/20,4.895
2017/11/21,4.265
2017/11/22,1.949
2017/11/23,7.04
2017/11/24,7.812
2017/11/25,8.298
2017/11/26,5.835
2017/11/27,5.076
2017/11/28,5.802
2017/11/29,6.992
2017/11/30,11.77
2017/12/01,11.446
2017/12/02,12.632
2017/12/03,7.859
2017/12/04,4.7
2017/12/05,3.929
2017/12/06,4.423
2017/12/07,2.462
2017/12/08,2.012
2017/12/09,2.373
2017/12/10,1.242
2017/12/11,3.968
2017/12/12,6.266
2017/12/13,8.61
2017/12/14,10.251
2017/12/15,14.525
2017/12/16,13.031
2017/12/17,17.283
2017/12/18,17.108
2017/12/19,17.258
2017/12/20,16.304
2017/12/21,14.992
2017/12/22,12.491
2017/12/23,16.561
2017/12/24,17.527
2017/12/25,17.397
2017/12/26,17.442
2017/12/27,13.797
2017/12/28,13.803
2017/12/29,6.902
2017/12/30,8.98
2017/12/31,9.793
2018/01/01,8.163
2018/01/02,9.9
2018/01/03,10.404
2018/01/04,12.943
2018/01/05,16.152
2018/01/06,9.052
2018/01/07,13.446
2018/01/08,11.995
2018/01/09,12.741
2018/01/10,14.257
2018/01/11,14.751
2018/01/12,17.381
2018/01/13,17.032
2018/01/14,18.134
2018/01/15,13.9
2018/01/16,17.642
2018/01/17,20.304
2018/01/18,16.51
2018/01/19,13.494
2018/01/20,20.575
2018/01/21,13.934
2018/01/22,16.778
2018/01/23,15.098
2018/01/24,15.725
2018/01/25,13.215
2018/01/26,12.818
2018/01/27,11.576
2018/01/28,10.462
2018/01/29,17.346
2018/01/30,12.445
2018/01/31,13.045
2018/02/01,16.664
2018/02/02,18.819
2018/02/03,13.788
2018/02/04,16.138
2018/02/05,16.394
2018/02/06,15.288
2018/02/07,15.029
2018/02/08,12.809
2018/02/09,14.439
2018/02/10,16.017
2018/02/11,15.473
2018/02/12,13.164
2018/02/13,15.291
2018/02/14,9.45
2018/02/15,7.915
2018/02/16,8.349
2018/02/17,8.865
2018/02/18,8.944
2018/02/19,5.898
2018/02/20,5.746
2018/02/21,4.152
2018/02/22,6.135
2018/02/23,5.623
2018/02/24,4.297
2018/02/25,5.833
2018/02/26,2.644
2018/02/27,0.286
2018/02/28,6.669
2018/03/01,6.196
2018/03/02,4.9
2018/03/03,6.894
2018/03/04,4.083
2018/03/05,4.788
2018/03/06,6.447
2018/03/07,9.016
2018/03/08,7.776
2018/03/09,4.296
2018/03/10,5.993
2018/03/11,3.063
2018/03/12,4.948
2018/03/13,6.512
2018/03/14,1.758
2018/03/15,2.51
2018/03/16,5.394
2018/03/17,2.524
2018/03/18,4.46
2018/03/19,4.465
2018/03/20,4.703
2018/03/21,0.081
2018/03/22,0.204
2018/03/23,3.044
2018/03/24,1.333
2018/03/25,2.292
2018/03/26,4.332
2018/03/27,2.179
2018/03/28,3.081
2018/03/29,0.085
2018/03/30,-2.2
2018/03/31,-2.903
2018/04/01,-1.966
2018/04/02,-2.285
2018/04/03,-4.959
2018/04/04,-2.818
2018/04/05,-2.032
2018/04/06,-0.039
2018/04/07,-1.057
2018/04/08,-2.22
2018/04/09,-7.879
2018/04/10,-3.347
2018/04/11,-4.126
2018/04/12,-2.96
2018/04/13,-3.045
2018/04/14,-1.574
2018/04/15,-1.736
2018/04/16,-1.443
2018/04/17,0.742
2018/04/18,-2.693
2018/04/19,-0.475
2018/04/20,-5.283
2018/04/21,0.017
2018/04/22,-0.509
2018/04/23,4.479
2018/04/24,-0.127
2018/04/25,1.717
2018/04/26,6.056
2018/04/27,1.203
2018/04/28,-0.344
2018/04/29,4.132
2018/04/30,3.177
2018/05/01,0.29
2018/05/02,5.083
2018/05/03,2.518
2018/05/04,6.28
2018/05/05,4.036
2018/05/06,5.51
2018/05/07,6.01
2018/05/08,7.072
2018/05/09,4.762
2018/05/10,1.004
2018/05/11,5.844
2018/05/12,9.688
2018/05/13,4.797
2018/05/14,3.347
2018/05/15,5.065
2018/05/16,2.997
2018/05/17,3.678
2018/05/18,1.727
2018/05/19,0.577
2018/05/20,1.841
2018/05/21,0.636
2018/05/22,0.487
2018/05/23,1.54
2018/05/24,-2.105
2018/05/25,-2.387
2018/05/26,-2.897
2018/05/27,-5.024
2018/05/28,-1.453
2018/05/29,-0.508
2018/05/30,-1.461
2018/05/31,-0.154
2018/06/01,-3.485
2018/06/02,-1.406
2018/06/03,-3.501
2018/06/04,-3.903
2018/06/05,-3.062
2018/06/06,-3.363
2018/06/07,1.181
2018/06/08,0.896
2018/06/09,3.477
2018/06/10,1.99
2018/06/11,1.913
2018/06/12,3.641
2018/06/13,1.654
2018/06/14,-0.884
2018/06/15,3.024
2018/06/16,1.378
2018/06/17,1.321
2018/06/18,4.664
2018/06/19,5.945
2018/06/20,5.311
2018/06/21,5.714
2018/06/22,5.86
2018/06/23,0.138
2018/06/24,4.457
2018/06/25,3.115
2018/06/26,0.806
2018/06/27,6.604
2018/06/28,3.547
2018/06/29,3.013
2018/06/30,5.87
2018/07/01,2.436
2018/07/02,0.415
2018/07/03,1.03
2018/07/04,1.375
2018/07/05,3.366
2018/07/06,1.045
2018/07/07,3.68
2018/07/08,1.258
2018/07/09,3.535
2018/07/10,1.915
2018/07/11,-3.65
2018/07/12,0.492
2018/07/13,0.311
2018/07/14,-3.209
2018/07/15,1.432
2018/07/16,-0.2
2018/07/17,0.417
2018/07/18,0.436
2018/07/19,-3.903
2018/07/20,-3.934
2018/07/21,-8.797
2018/07/22,-2.565
2018/07/23,-1.814
2018/07/24,-1.002
2018/07/25,4.438
2018/07/26,2.382
2018/07/27,3.217
2018/07/28,3.517
2018/07/29,3.34
2018/07/30,3.07
2018/07/31,1.312
2018/08/01,1.037
2018/08/02,4.214
2018/08/03,3.411
2018/08/04,10.392
2018/08/05,5.449
2018/08/06,2.065
2018/08/07,3.318
2018/08/08,1.747
2018/08/09,2.939
2018/08/10,1.811
2018/08/11,1.773
2018/08/12,-1.429
2018/08/13,-1.328
2018/08/14,-1.306
2018/08/15,-1.284
2018/08/16,-4.68
2018/08/17,-0.261
2018/08/18,-4.262
2018/08/19,-3.771
2018/08/20,-3.242
2018/08/21,-1.997
2018/08/22,-1.779
2018/08/23,-5.676
2018/08/24,-3.137
2018/08/25,-3.354
2018/08/26,1.201
2018/08/27,0.029
2018/08/28,-1.261
2018/08/29,-1.918
2018/08/30,0.199
2018/08/31,-1.606
2018/09/01,-1.025
2018/09/02,-2.532
2018/09/03,-3.143
2018/09/04,-3.273
2018/09/05,-4.4
2018/09/06,-0.784
2018/09/07,-3.782
2018/09/08,-4.343
2018/09/09,-10.758
2018/09/10,-8.614
2018/09/11,-9.653
2018/09/12,-9.148
2018/09/13,-11.898
2018/09/14,-9.546
2018/09/15,-8.327
2018/09/16,-7.839
2018/09/17,-7.509
2018/09/18,-8.373
2018/09/19,-6.963
2018/09/20,-7.314
2018/09/21,-6.203
2018/09/22,-3.077
2018/09/23,1.021
2018/09/24,0.381
2018/09/25,1.478
2018/09/26,5.597
2018/09/27,7.78
2018/09/28,4.279
2018/09/29,2.164
2018/09/30,4.129
2018/10/01,1.88
2018/10/02,2.311
2018/10/03,0.158
2018/10/04,1.804
2018/10/05,1.777
2018/10/06,-0.4
2018/10/07,1.31
2018/10/08,1.663
2018/10/09,1.599
2018/10/10,-1.098
2018/10/11,-2.222
2018/10/12,-1.962
2018/10/13,-1.173
2018/10/14,-1.719
2018/10/15,-0.8
2018/10/16,-0.85
2018/10/17,-0.836
2018/10/18,-0.334
2018/10/19,-1.133
2018/10/20,-2.992
2018/10/21,-4.884
2018/10/22,-6.642
2018/10/23,-4.635
2018/10/24,-4.227
2018/10/25,-4.251
2018/10/26,-4.556
2018/10/27,-3.022
2018/10/28,-4.615
2018/10/29,-4.663
2018/10/30,-4.302
2018/10/31,-1.969
2018/11/01,-6.305
2018/11/02,-7.282
2018/11/03,-6.261
2018/11/04,-3.476
2018/11/05,-3.221
2018/11/06,-4.256
2018/11/07,-4.079
2018/11/08,-1.691
2018/11/09,-3.282
2018/11/10,-3.045
2018/11/11,-0.314
2018/11/12,-1.971
2018/11/13,-1.68
2018/11/14,-3.278
2018/11/15,-1.03
2018/11/16,3.171
2018/11/17,-0.564
2018/11/18,-1.985
2018/11/19,-2.397
2018/11/20,-4.283
2018/11/21,-8.565
2018/11/22,-11.722
2018/11/23,-8.725
2018/11/24,-10.557
2018/11/25,-13.886
2018/11/26,-11.679
2018/11/27,-19.399
2018/11/28,-22.714
2018/11/29,-21.056
2018/11/30,-22.843
2018/12/01,-17.867
2018/12/02,-21.578
2018/12/03,-20.857
2018/12/04,-17.598
2018/12/05,-16.428
2018/12/06,-12.622
2018/12/07,-17.577
2018/12/08,-18.379
2018/12/09,-17.653
2018/12/10,-12.98
2018/12/11,-8.909
2018/12/12,-7.891
2018/12/13,-10.209
2018/12/14,-11.452
2018/12/15,-11.559
2018/12/16,-8.982
2018/12/17,-10.168
2018/12/18,-13.931
2018/12/19,-10.777
2018/12/20,-12.859
2018/12/21,-7.721
2018/12/22,-4.54
2018/12/23,-3.127
2018/12/24,-4.036
2018/12/25,2.726
2018/12/26,9.775
2018/12/27,7.78
2018/12/28,8.032
2018/12/29,5.887
2018/12/30,8.058
2018/12/31,11.232
2019/01/01,7.042
2019/01/02,9.473
2019/01/03,10.354
2019/01/04,8.6
2019/01/05,10.199
2019/01/06,10.533
2019/01/07,7.441
2019/01/08,1.325
2019/01/09,0.292
2019/01/10,0.951
2019/01/11,2.955
2019/01/12,-0.529
2019/01/13,-0.31
2019/01/14,-0.326
2019/01/15,7.935
2019/01/16,-0.742
2019/01/17,-1.936
2019/01/18,-1.49
2019/01/19,-0.534
2019/01/20,-1.402
2019/01/21,-6.387
2019/01/22,-2.683
2019/01/23,-11.419
2019/01/24,-5.905
2019/01/25,-5.978
2019/01/26,-5.599
2019/01/27,-7.593
2019/01/28,-15.677
2019/01/29,-22.169
2019/01/30,-19.067
2019/01/31,-15.592
2019/02/01,-19.481
2019/02/02,-22.478
2019/02/03,-24.59
2019/02/04,-20.819
2019/02/05,-21.345
2019/02/06,-17.243
2019/02/07,-20.431
2019/02/08,-18.89
2019/02/09,-17.434
2019/02/10,-13.957
2019/02/11,-8.794
2019/02/12,0.459
2019/02/13,-1.879
2019/02/14,-6.462
2019/02/15,-2.208
2019/02/16,0.681
2019/02/17,0.981
2019/02/18,2.639
2019/02/19,8.825
2019/02/20,9.668
2019/02/21,9.025
2019/02/22,5.356
2019/02/23,13.33
2019/02/24,7.614
2019/02/25,8.341
2019/02/26,6.034
2019/02/27,9.497
2019/02/28,12.369
2019/03/01,9.325
2019/03/02,6.309
2019/03/03,7.835
2019/03/04,3.908
2019/03/05,-0.843
2019/03/06,-1.038
2019/03/07,-0.103
2019/03/08,2.248
2019/03/09,-7.103
2019/03/10,-2.487
2019/03/11,-3.5
2019/03/12,-5.436
2019/03/13,-6.187
2019/03/14,-6.402
2019/03/15,-3.677
2019/03/16,0.01
2019/03/17,-0.439
2019/03/18,-1.205
2019/03/19,-5.601
2019/03/20,-0.74
2019/03/21,-2.514
2019/03/22,-4.345
2019/03/23,-0.807
2019/03/24,-3.305
2019/03/25,-1.142
2019/03/26,-3.692
2019/03/27,-3.313
2019/03/28,-4.174
2019/03/29,-3.666
2019/03/30,-10.664
2019/03/31,-8.667
2019/04/01,-2.405
2019/04/02,-0.571
2019/04/03,-5.395
2019/04/04,-0.94
2019/04/05,-0.916
2019/04/06,-0.553
2019/04/07,-1.02
2019/04/08,-0.296
2019/04/09,3.675
2019/04/10,6.678
2019/04/11,6.356
2019/04/12,5.187
2019/04/13,11.194
2019/04/14,11.693
2019/04/15,6.436
2019/04/16,5.835
2019/04/17,4.144
2019/04/18,0.626
2019/04/19,3.705
2019/04/20,1.904
2019/04/21,3.308
2019/04/22,3.838
2019/04/23,1.885
2019/04/24,-2.257
2019/04/25,-1.57
2019/04/26,-0.304
2019/04/27,-0.327
2019/04/28,-2.506
2019/04/29,-1.223
2019/04/30,1.49
2019/05/01,3.858
2019/05/02,3.2
2019/05/03,-0.736
2019/05/04,5.272
2019/05/05,3.795
2019/05/06,0.117
2019/05/07,3.153
2019/05/08,4.131
2019/05/09,4.186
2019/05/10,3.947
2019/05/11,2.259
2019/05/12,5.153
2019/05/13,2.118
2019/05/14,4.446
2019/05/15,6.052
2019/05/16,5.954
2019/05/17,14.159
2019/05/18,9.162
2019/05/19,7.623
2019/05/20,8.633
2019/05/21,5.042
2019/05/22,7.284
2019/05/23,5.296
2019/05/24,3.201
2019/05/25,4.649
2019/05/26,2.06
2019/05/27,6.466
