Date,size
2019/11/02,0
2019/11/03,0
2019/11/04,0
2019/11/05,0
2019/11/06,0
2019/11/07,0
2019/11/08,0
2019/11/09,0
2019/11/10,0
2019/11/11,0
2019/11/12,0
2019/11/13,0
2019/11/14,0
2019/11/15,0
2019/11/16,0
2019/11/17,0
2019/11/18,0
2019/11/19,0
2019/11/20,0
2019/11/21,0
2019/11/22,0
2019/11/23,0
2019/11/24,0
2019/11/25,0
2019/11/26,0
2019/11/27,0
2019/11/28,0
2019/11/29,0
2019/11/30,12880
2019/12/01,25933
2019/12/02,27066
2019/12/03,24340
2019/12/04,29349
2019/12/05,24676
2019/12/06,23020
2019/12/07,19382
2019/12/08,20648
2019/12/09,24920
2019/12/10,25190
2019/12/11,24671
2019/12/12,24847
2019/12/13,24562
2019/12/14,23121
2019/12/15,22918
2019/12/16,26804
2019/12/17,27159
2019/12/18,28105
2019/12/19,27178
2019/12/20,27193
2019/12/21,24585
2019/12/22,24407
2019/12/23,27160
2019/12/24,24708
2019/12/25,24056
2019/12/26,24563
2019/12/27,24644
2019/12/28,21575
2019/12/29,21031
2019/12/30,24593
2019/12/31,24239
2020/01/01,20546
2020/01/02,20138
2020/01/03,19394
2020/01/04,19029
2020/01/05,18408
2020/01/06,20292
2020/01/07,21160
2020/01/08,22384
2020/01/09,20203
2020/01/10,20076
2020/01/11,18343
2020/01/12,58220
2020/01/13,23743
2020/01/14,22776
2020/01/15,23365
2020/01/16,21422
2020/01/17,22155
2020/01/18,20423
2020/01/19,20571
2020/01/20,20165
2020/01/21,18522
2020/01/22,17212
2020/01/23,18583
2020/01/24,19244
2020/01/25,16540
2020/01/26,16846
2020/01/27,17354
2020/01/28,19065
2020/01/29,19057
2020/01/30,20606
2020/01/31,21319
2020/02/01,18761
2020/02/02,17803
2020/02/03,20790
2020/02/04,17656
2020/02/05,20346
2020/02/06,20244
2020/02/07,21437
2020/02/08,21965
2020/02/09,20937
2020/02/10,21715
2020/02/11,23173
2020/02/12,26521
2020/02/13,25627
2020/02/14,26041
2020/02/15,23067
2020/02/16,22163
2020/02/17,24138
2020/02/18,24219
2020/02/19,23010
2020/02/20,23417
2020/02/21,22264
2020/02/22,20004
2020/02/23,19887
2020/02/24,23637
2020/02/25,24109
2020/02/26,25491
2020/02/27,24706
2020/02/28,24027
2020/02/29,20707
2020/03/01,21400
2020/03/02,22782
2020/03/03,22385
2020/03/04,21477
2020/03/05,23417
2020/03/06,22543
2020/03/07,20794
2020/03/08,23673
2020/03/09,27887
2020/03/10,25113
2020/03/11,24782
2020/03/12,27723
2020/03/13,27582
2020/03/14,23303
2020/03/15,23169
2020/03/16,26369
2020/03/17,24937
2020/03/18,24088
2020/03/19,27413
2020/03/20,27084
2020/03/21,26578
2020/03/22,25601
2020/03/23,25426
2020/03/24,26101
2020/03/25,24775
2020/03/26,24659
2020/03/27,23262
2020/03/28,22245
2020/03/29,19253
2020/03/30,22915
2020/03/31,24057
2020/04/01,23177
2020/04/02,24853
2020/04/03,24127
2020/04/04,21335
2020/04/05,20359
2020/04/06,26040
2020/04/07,25184
2020/04/08,25393
2020/04/09,23447
2020/04/10,24575
2020/04/11,22996
2020/04/12,22760
2020/04/13,24305
2020/04/14,24940
2020/04/15,24633
2020/04/16,26129
2020/04/17,24920
2020/04/18,24272
2020/04/19,23224
2020/04/20,26206
2020/04/21,25515
2020/04/22,25228
2020/04/23,25963
2020/04/24,25533
2020/04/25,24986
2020/04/26,25058
2020/04/27,25766
2020/04/28,26056
2020/04/29,27930
2020/04/30,28663
2020/05/01,25890
2020/05/02,23861
2020/05/03,24822
2020/05/04,26939
2020/05/05,24540
2020/05/06,27909
2020/05/07,31419
2020/05/08,27078
2020/05/09,27758
2020/05/10,27547
2020/05/11,27592
2020/05/12,26833
2020/05/13,25703
2020/05/14,25607
2020/05/15,27276
2020/05/16,26719
2020/05/17,25429
2020/05/18,26532
2020/05/19,26817
2020/05/20,27680
2020/05/21,28609
2020/05/22,28545
2020/05/23,26836
2020/05/24,26739
2020/05/25,26743
2020/05/26,28230
2020/05/27,26742
2020/05/28,27984
2020/05/29,30559
2020/05/30,27272
2020/05/31,29261
2020/06/01,29940
2020/06/02,30160
2020/06/03,27391
2020/06/04,28846
2020/06/05,27446
2020/06/06,29092
2020/06/07,29164
2020/06/08,29047
2020/06/09,28817
2020/06/10,31137
2020/06/11,30366
2020/06/12,27921
2020/06/13,25744
2020/06/14,25218
2020/06/15,29458
2020/06/16,28873
2020/06/17,28123
2020/06/18,28974
2020/06/19,30653
2020/06/20,31027
2020/06/21,34003
2020/06/22,36756
2020/06/23,37098
2020/06/24,38433
2020/06/25,38239
2020/06/26,35311
2020/06/27,36473
2020/06/28,33615
2020/06/29,34827
2020/06/30,34511
2020/07/01,35255
2020/07/02,36414
2020/07/03,35935
2020/07/04,32081
2020/07/05,29736
2020/07/06,34649
2020/07/07,35739
2020/07/08,36696
2020/07/09,36306
2020/07/10,33660
2020/07/11,31408
2020/07/12,33339
2020/07/13,38813
2020/07/14,35595
2020/07/15,36339
2020/07/16,34886
2020/07/17,35469
2020/07/18,37273
2020/07/19,39012
2020/07/20,38791
2020/07/21,38915
2020/07/22,39086
2020/07/23,38978
2020/07/24,40054
2020/07/25,43155
2020/07/26,38987
2020/07/27,42468
2020/07/28,40420
2020/07/29,40069
2020/07/30,40034
2020/07/31,41294
2020/08/01,39194
2020/08/02,38262
2020/08/03,39135
2020/08/04,38778
2020/08/05,39224
2020/08/06,40071
2020/08/07,41244
2020/08/08,40882
2020/08/09,42761
2020/08/10,43623
2020/08/11,42282
2020/08/12,42490
2020/08/13,40820
2020/08/14,41348
2020/08/15,37635
2020/08/16,39418
2020/08/17,40568
2020/08/18,41973
2020/08/19,41021
2020/08/20,40494
2020/08/21,43296
2020/08/22,38709
2020/08/23,37975
2020/08/24,39426
2020/08/25,38422
2020/08/26,38849
2020/08/27,37975
2020/08/28,38556
2020/08/29,39752
2020/08/30,41266
2020/08/31,41082
2020/09/01,41299
2020/09/02,39767
2020/09/03,39339
2020/09/04,37490
2020/09/05,36170
2020/09/06,35851
2020/09/07,36290
2020/09/08,36065
2020/09/09,36405
2020/09/10,39037
2020/09/11,37013
2020/09/12,36747
2020/09/13,37461
2020/09/14,38902
2020/09/15,38490
2020/09/16,37243
2020/09/17,58953
2020/09/18,44691
2020/09/19,39058
2020/09/20,37327
2020/09/21,38593
2020/09/22,40218
2020/09/23,38870
2020/09/24,37690
2020/09/25,37258
2020/09/26,36638
2020/09/27,36580
2020/09/28,38714
2020/09/29,38831
2020/09/30,38201
2020/10/01,36977
2020/10/02,36763
2020/10/03,34866
2020/10/04,37145
2020/10/05,37933
2020/10/06,39563
2020/10/07,37957
2020/10/08,37115
2020/10/09,37292
2020/10/10,35619
2020/10/11,35265
2020/10/12,38657
2020/10/13,38207
2020/10/14,37253
2020/10/15,39337
2020/10/16,37903
2020/10/17,34983
2020/10/18,34916
2020/10/19,38376
2020/10/20,38673
2020/10/21,39300
2020/10/22,39041
2020/10/23,37598
2020/10/24,33663
2020/10/25,33759
2020/10/26,37969
2020/10/27,38239
2020/10/28,39478
2020/10/29,38598
2020/10/30,38732
2020/10/31,37664
2020/11/01,36823
2020/11/02,39219
2020/11/03,38720
2020/11/04,38597
2020/11/05,38977
2020/11/06,40265
2020/11/07,39353
2020/11/08,35311
2020/11/09,39368
2020/11/10,40206
2020/11/11,36840
2020/11/12,37937
2020/11/13,39425
2020/11/14,36612
2020/11/15,36704
2020/11/16,38425
2020/11/17,39870
2020/11/18,38280
2020/11/19,38221
2020/11/20,40044
2020/11/21,40073
2020/11/22,40163
2020/11/23,42075
2020/11/24,41631
2020/11/25,41409
2020/11/26,40851
2020/11/27,38212
2020/11/28,34215
2020/11/29,34741
2020/11/30,40058
2020/12/01,40453
2020/12/02,38852
2020/12/03,40532
2020/12/04,41262
2020/12/05,37952
2020/12/06,38320
2020/12/07,40459
2020/12/08,42595
2020/12/09,40708
2020/12/10,39910
2020/12/11,42280
2020/12/12,36771
2020/12/13,37847
2020/12/14,40676
2020/12/15,40999
2020/12/16,42017
2020/12/17,43508
2020/12/18,40747
2020/12/19,40848
2020/12/20,39616
2020/12/21,42079
2020/12/22,42003
2020/12/23,48714
2020/12/24,42719
2020/12/25,53908
2020/12/26,45645
2020/12/27,45278
2020/12/28,46018
2020/12/29,44851
2020/12/30,43028
2020/12/31,41259
2021/01/01,40957
2021/01/02,40870
2021/01/03,43196
2021/01/04,43280
2021/01/05,43619
2021/01/06,44121
2021/01/07,44985
2021/01/08,43536
2021/01/09,42522
2021/01/10,42576
2021/01/11,45238
2021/01/12,41753
2021/01/13,40868
2021/01/14,42964
2021/01/15,43197
2021/01/16,42907
2021/01/17,42376
2021/01/18,44473
2021/01/19,45834
2021/01/20,43997
2021/01/21,43868
2021/01/22,43221
2021/01/23,42081
2021/01/24,42593
2021/01/25,45122
2021/01/26,44228
2021/01/27,44547
2021/01/28,45210
2021/01/29,46505
2021/01/30,44634
2021/01/31,44764
2021/02/01,45840
2021/02/02,46774
2021/02/03,45658
2021/02/04,44850
2021/02/05,45507
2021/02/06,42340
2021/02/07,43081
2021/02/08,44454
2021/02/09,44980
2021/02/10,44274
2021/02/11,44892
2021/02/12,46650
2021/02/13,46887
2021/02/14,44846
2021/02/15,45532
2021/02/16,44499
2021/02/17,46217
2021/02/18,46846
2021/02/19,45794
2021/02/20,45876
2021/02/21,43971
2021/02/22,46482
2021/02/23,45605
2021/02/24,45883
2021/02/25,44062
2021/02/26,45141
2021/02/27,44223
2021/02/28,44516
2021/03/01,43249
2021/03/02,44518
2021/03/03,46034
2021/03/04,45598
2021/03/05,46127
2021/03/06,43620
2021/03/07,44397
2021/03/08,44973
2021/03/09,46978
2021/03/10,45371
2021/03/11,47008
2021/03/12,46677
2021/03/13,47112
2021/03/14,47576
2021/03/15,47934
2021/03/16,46862
2021/03/17,44590
2021/03/18,49524
2021/03/19,45565
2021/03/20,44984
2021/03/21,44777
2021/03/22,46430
2021/03/23,46338
2021/03/24,45814
2021/03/25,45839
2021/03/26,43815
2021/03/27,43806
2021/03/28,43567
2021/03/29,45570
2021/03/30,45977
2021/03/31,47745
2021/04/01,46976
2021/04/02,46588
2021/04/03,45586
2021/04/04,43019
2021/04/05,44882
2021/04/06,46991
2021/04/07,46174
2021/04/08,45254
2021/04/09,46154
2021/04/10,44570
2021/04/11,43198
2021/04/12,45664
2021/04/13,46473
2021/04/14,48037
2021/04/15,44715
2021/04/16,46857
2021/04/17,48014
2021/04/18,48583
2021/04/19,48417
2021/04/20,49162
2021/04/21,52544
2021/04/22,56894
2021/04/23,55991
2021/04/24,48460
2021/04/25,49200
2021/04/26,52204
2021/04/27,52211
2021/04/28,54553
2021/04/29,55086
2021/04/30,53690
2021/05/01,53101
2021/05/02,54312
2021/05/03,54915
2021/05/04,57865
2021/05/05,55407
2021/05/06,55789
2021/05/07,55722
2021/05/08,59432
2021/05/09,58786
2021/05/10,58273
2021/05/11,56531
2021/05/12,57011
2021/05/13,57096
2021/05/14,54077
2021/05/15,53430
2021/05/16,53556
2021/05/17,55661
2021/05/18,54857
2021/05/19,62116
2021/05/20,57867
2021/05/21,56420
2021/05/22,52670
2021/05/23,55385
2021/05/24,55579
2021/05/25,54993
2021/05/26,55919
2021/05/27,53160
2021/05/28,54532
2021/05/29,51467
2021/05/30,51138
2021/05/31,51252
2021/06/01,51713
2021/06/02,52375
2021/06/03,53102
2021/06/04,52498
2021/06/05,48258
2021/06/06,45407
2021/06/07,51535
2021/06/08,53946
2021/06/09,53021
2021/06/10,52407
2021/06/11,53209
2021/06/12,49961
2021/06/13,50356
2021/06/14,52526
2021/06/15,52983
2021/06/16,54570
2021/06/17,54363
2021/06/18,54185
2021/06/19,48083
2021/06/20,50500
2021/06/21,58115
2021/06/22,58299
2021/06/23,55362
2021/06/24,53727
2021/06/25,56446
2021/06/26,52161
2021/06/27,52183
2021/06/28,57703
2021/06/29,55116
2021/06/30,54973
2021/07/01,54672
2021/07/02,52888
2021/07/03,51333
2021/07/04,52286
2021/07/05,53363
2021/07/06,54750
2021/07/07,54618
2021/07/08,54011
2021/07/09,55492
2021/07/10,52604
2021/07/11,51555
2021/07/12,53547
2021/07/13,55707
2021/07/14,58507
2021/07/15,60784
2021/07/16,58139
2021/07/17,58080
2021/07/18,59463
2021/07/19,63604
2021/07/20,63048
2021/07/21,61701
2021/07/22,59060
2021/07/23,60061
2021/07/24,60023
2021/07/25,60410
2021/07/26,62070
2021/07/27,61884
2021/07/28,62465
2021/07/29,59287
2021/07/30,59157
2021/07/31,60109
2021/08/01,64846
2021/08/02,65174
2021/08/03,65621
2021/08/04,70128
2021/08/05,71397
2021/08/06,73362
2021/08/07,69408
2021/08/08,72068
2021/08/09,74105
2021/08/10,77709
2021/08/11,74203
2021/08/12,72470
2021/08/13,78084
2021/08/14,78112
2021/08/15,74785
2021/08/16,71482
2021/08/17,72406
2021/08/18,68413
2021/08/19,68754
2021/08/20,67679
2021/08/21,71428
2021/08/22,78149
2021/08/23,80991
2021/08/24,91844
2021/08/25,85144
2021/08/26,84563
2021/08/27,82066
2021/08/28,83726
2021/08/29,84516
2021/08/30,86918
2021/08/31,81212
2021/09/01,77894
2021/09/02,73321
2021/09/03,71969
2021/09/04,74381
2021/09/05,72244
2021/09/06,73325
2021/09/07,76559
2021/09/08,67792
2021/09/09,72831
2021/09/10,72270
2021/09/11,76397
2021/09/12,80377
2021/09/13,76077
2021/09/14,78372
2021/09/15,77512
2021/09/16,84901
2021/09/17,79592
2021/09/18,77766
2021/09/19,82861
2021/09/20,86585
2021/09/21,84718
2021/09/22,83990
2021/09/23,82225
2021/09/24,87100
2021/09/25,82295
2021/09/26,85681
2021/09/27,86369
2021/09/28,89477
2021/09/29,87285
2021/09/30,82907
2021/10/01,81203
2021/10/02,81231
2021/10/03,90623
2021/10/04,90094
2021/10/05,91693
2021/10/06,86861
2021/10/07,81744
2021/10/08,81847
2021/10/09,77829
2021/10/10,75464
2021/10/11,77156
2021/10/12,78523
2021/10/13,79415
2021/10/14,72694
2021/10/15,77340
2021/10/16,67970
2021/10/17,70981
2021/10/18,70435
2021/10/19,70772
2021/10/20,70089
2021/10/21,72323
2021/10/22,73171
2021/10/23,72289
2021/10/24,71576
2021/10/25,71494
2021/10/26,69813
2021/10/27,69414
2021/10/28,67422
2021/10/29,64129
2021/10/30,62405
2021/10/31,63743
2021/11/01,65442
2021/11/02,65874
2021/11/03,65290
2021/11/04,64494
2021/11/05,63036
2021/11/06,62972
2021/11/07,63396
2021/11/08,63553
2021/11/09,67096
2021/11/10,68129
2021/11/11,64004
2021/11/12,61834
2021/11/13,64644
2021/11/14,64883
2021/11/15,68318
2021/11/16,71536
2021/11/17,70783
2021/11/18,68397
2021/11/19,70000
2021/11/20,67221
2021/11/21,72737
2021/11/22,73137
2021/11/23,72569
2021/11/24,72979
2021/11/25,69647
2021/11/26,71697
2021/11/27,70859
2021/11/28,71615
2021/11/29,71808
2021/11/30,70186
2021/12/01,68926
2021/12/02,69738
2021/12/03,66293
2021/12/04,70232
2021/12/05,69488
2021/12/06,67603
2021/12/07,65338
2021/12/08,69761
2021/12/09,68557
2021/12/10,67807
2021/12/11,66999
2021/12/12,66341
2021/12/13,72439
2021/12/14,71392
2021/12/15,69996
2021/12/16,64166
2021/12/17,73499
2021/12/18,75495
2021/12/19,67943
2021/12/20,69853
2021/12/21,68846
2021/12/22,68697
2021/12/23,72291
2021/12/24,72144
2021/12/25,72236
2021/12/26,71563
2021/12/27,78833
2021/12/28,79689
2021/12/29,83481
2021/12/30,80679
2021/12/31,79142
2022/01/01,78275
2022/01/02,85060
2022/01/03,87429
2022/01/04,83142
2022/01/05,87221
2022/01/06,84717
2022/01/07,86750
2022/01/08,90893
2022/01/09,98869
2022/01/10,94968
2022/01/11,94105
2022/01/12,85405
2022/01/13,89632
2022/01/14,90602
2022/01/15,90414
2022/01/16,90864
2022/01/17,92056
2022/01/18,91038
2022/01/19,87191
2022/01/20,80062
2022/01/21,88114
2022/01/22,86838
2022/01/23,81407
2022/01/24,87442
2022/01/25,89303
2022/01/26,90534
2022/01/27,93639
2022/01/28,86013
2022/01/29,88540
2022/01/30,90448
2022/01/31,86278
2022/02/01,90126
2022/02/02,93113
2022/02/03,88551
2022/02/04,85039
2022/02/05,83069
2022/02/06,80012
2022/02/07,87905
2022/02/08,85710
2022/02/09,86954
2022/02/10,90584
2022/02/11,90688
2022/02/12,84500
2022/02/13,87651
2022/02/14,88983
2022/02/15,92114
2022/02/16,95439
2022/02/17,99673
2022/02/18,98791
2022/02/19,101752
2022/02/20,102349
2022/02/21,119118
2022/02/22,100337
2022/02/23,98862
2022/02/24,95330
2022/02/25,98881
2022/02/26,93370
2022/02/27,90823
2022/02/28,89612
2022/03/01,90398
2022/03/02,95787
2022/03/03,95379
2022/03/04,86093
2022/03/05,79961
2022/03/06,81129
2022/03/07,85379
2022/03/08,87321
2022/03/09,87458
2022/03/10,86477
2022/03/11,89831
2022/03/12,85189
2022/03/13,86475
2022/03/14,88668
2022/03/15,88738
2022/03/16,88594
2022/03/17,82967
2022/03/18,83297
2022/03/19,80792
2022/03/20,87036
2022/03/21,86138
2022/03/22,87875
2022/03/23,89310
2022/03/24,86000
2022/03/25,85771
2022/03/26,80067
2022/03/27,82096
2022/03/28,83028
2022/03/29,82976
2022/03/30,83748
2022/03/31,85720
2022/04/01,87026
2022/04/02,89484
2022/04/03,92115
2022/04/04,91124
2022/04/05,89603
2022/04/06,94644
2022/04/07,102101
2022/04/08,100610
2022/04/09,92205
2022/04/10,97367
2022/04/11,93680
2022/04/12,92833
2022/04/13,92827
2022/04/14,92980
2022/04/15,88832
2022/04/16,87808
2022/04/17,91637
2022/04/18,92883
2022/04/19,92499
2022/04/20,97649
2022/04/21,91286
2022/04/22,94384
2022/04/23,90137
2022/04/24,95809
2022/04/25,95000
2022/04/26,89905
2022/04/27,97534
2022/04/28,90735
2022/04/29,88751
2022/04/30,85276
2022/05/01,87744
2022/05/02,86346
2022/05/03,90305
2022/05/04,90235
2022/05/05,92949
2022/05/06,92361
2022/05/07,83277
2022/05/08,79985
2022/05/09,91599
2022/05/10,98301
2022/05/11,99989
2022/05/12,98964
2022/05/13,88511
2022/05/14,86964
2022/05/15,88217
2022/05/16,90246
2022/05/17,103813
2022/05/18,89802
2022/05/19,93538
2022/05/20,93262
2022/05/21,98303
2022/05/22,100975
2022/05/23,94582
2022/05/24,98535
2022/05/25,102835
2022/05/26,112811
2022/05/27,99428
2022/05/28,96247
2022/05/29,112140
2022/05/30,102688
2022/05/31,108154
2022/06/01,125888
2022/06/02,127468
2022/06/03,115369
2022/06/04,108277
2022/06/05,109393
2022/06/06,107199
2022/06/07,110406
2022/06/08,112452
2022/06/09,100858
2022/06/10,92869
2022/06/11,92584
2022/06/12,95441
2022/06/13,99746
2022/06/14,98804
2022/06/15,96505
2022/06/16,87082
2022/06/17,85006
2022/06/18,86949
2022/06/19,85306
2022/06/20,84636
2022/06/21,89999
2022/06/22,96925
2022/06/23,91867
2022/06/24,95693
2022/06/25,97472
2022/06/26,109449
2022/06/27,103879
2022/06/28,95146
2022/06/29,103379
2022/06/30,95073
2022/07/01,80271
2022/07/02,77836
2022/07/03,81207
2022/07/04,82625
2022/07/05,85826
2022/07/06,81529
2022/07/07,83732
2022/07/08,82624
2022/07/09,83419
2022/07/10,82233
2022/07/11,81512
2022/07/12,82885
2022/07/13,85892
2022/07/14,84111
2022/07/15,84352
2022/07/16,84131
2022/07/17,85066
2022/07/18,88572
2022/07/19,81056
2022/07/20,84301
2022/07/21,84739
2022/07/22,80839
2022/07/23,82353
2022/07/24,83637
2022/07/25,86434
2022/07/26,84638
2022/07/27,81310
2022/07/28,84234
2022/07/29,83337
2022/07/30,82556
2022/07/31,82514
2022/08/01,83750
2022/08/02,83354
2022/08/03,84139
2022/08/04,83379
2022/08/05,89373
2022/08/06,82975
2022/08/07,82542
2022/08/08,84841
2022/08/09,84650
2022/08/10,93482
2022/08/11,86458
2022/08/12,81448
2022/08/13,82518
2022/08/14,86979
2022/08/15,81303
2022/08/16,81811
2022/08/17,83526
2022/08/18,83257
2022/08/19,90587
2022/08/20,83389
2022/08/21,83510
2022/08/22,84822
2022/08/23,85672
2022/08/24,81861
2022/08/25,85523
2022/08/26,86425
2022/08/27,86452
2022/08/28,90059
2022/08/29,94421
2022/08/30,98774
2022/08/31,89864
2022/09/01,79538
2022/09/02,76654
2022/09/03,73329
2022/09/04,73811
2022/09/05,75644
2022/09/06,80446
2022/09/07,81261
2022/09/08,79659
2022/09/09,81196
2022/09/10,74220
2022/09/11,77615
2022/09/12,81240
2022/09/13,79714
2022/09/14,77833
2022/09/15,75375
2022/09/16,76255
2022/09/17,71667
2022/09/18,78827
2022/09/19,81423
2022/09/20,83552
2022/09/21,83557
2022/09/22,83198
2022/09/23,81450
2022/09/24,74354
2022/09/25,73322
2022/09/26,79885
2022/09/27,78742
2022/09/28,78203
2022/09/29,76732
2022/09/30,76758
2022/10/01,79346
2022/10/02,79320
2022/10/03,76479
2022/10/04,83567
2022/10/05,86099
2022/10/06,82121
2022/10/07,80647
2022/10/08,72413
2022/10/09,53280
2022/10/10,55629
2022/10/11,61347
2022/10/12,65259
2022/10/13,76420
2022/10/14,69566
2022/10/15,64126
2022/10/16,68463
2022/10/17,74724
2022/10/18,79033
2022/10/19,76544
2022/10/20,77070
2022/10/21,76787
2022/10/22,67134
2022/10/23,71893
2022/10/24,74791
2022/10/25,78190
2022/10/26,84524
2022/10/27,85313
2022/10/28,78574
2022/10/29,78081
2022/10/30,76525
2022/10/31,76580
2022/11/01,77530
2022/11/02,75675
2022/11/03,74664
2022/11/04,77716
2022/11/05,72701
2022/11/06,77751
2022/11/07,81092
2022/11/08,88980
2022/11/09,92783
2022/11/10,85277
2022/11/11,82450
2022/11/12,75008
2022/11/13,74335
2022/11/14,81661
2022/11/15,76642
2022/11/16,72025
2022/11/17,74656
2022/11/18,69972
2022/11/19,69391
2022/11/20,74489
2022/11/21,77331
2022/11/22,77279
2022/11/23,76099
2022/11/24,70351
2022/11/25,68250
2022/11/26,71240
2022/11/27,68460
2022/11/28,73284
2022/11/29,76431
