Date,sentbyaddress7mom
2016/08/10,-1263
2016/08/11,719
2016/08/12,-174
2016/08/13,-585
2016/08/14,-61
2016/08/15,-788
2016/08/16,-703
2016/08/17,-635
2016/08/18,-2205
2016/08/19,33
2016/08/20,1014
2016/08/21,136
2016/08/22,-558
2016/08/23,258
2016/08/24,281
2016/08/25,1394
2016/08/26,539
2016/08/27,570
2016/08/28,259
2016/08/29,1651
2016/08/30,-649
2016/08/31,1042
2016/09/01,978
2016/09/02,1052
2016/09/03,-468
2016/09/04,-93
2016/09/05,-881
2016/09/06,-249
2016/09/07,-833
2016/09/08,-194
2016/09/09,-1120
2016/09/10,-277
2016/09/11,343
2016/09/12,470
2016/09/13,341
2016/09/14,413
2016/09/15,-1479
2016/09/16,1119
2016/09/17,869
2016/09/18,-816
2016/09/19,-1603
2016/09/20,4247
2016/09/21,2671
2016/09/22,-1038
2016/09/23,-1488
2016/09/24,-505
2016/09/25,544
2016/09/26,1095
2016/09/27,-4541
2016/09/28,-3275
2016/09/29,1823
2016/09/30,1558
2016/10/01,-545
2016/10/02,1506
2016/10/03,239
2016/10/04,-2001
2016/10/05,-1879
2016/10/06,-2174
2016/10/07,-985
2016/10/08,964
2016/10/09,150
2016/10/10,1443
2016/10/11,2204
2016/10/12,-1755
2016/10/13,-4318
2016/10/14,-1359
2016/10/15,-3198
2016/10/16,-3051
2016/10/17,-2184
2016/10/18,2349
2016/10/19,1514
2016/10/20,7569
2016/10/21,3955
2016/10/22,3602
2016/10/23,1995
2016/10/24,527
2016/10/25,-2661
2016/10/26,2236
2016/10/27,-1895
2016/10/28,-2451
2016/10/29,-1255
2016/10/30,-1376
2016/10/31,1674
2016/11/01,2583
2016/11/02,-585
2016/11/03,567
2016/11/04,-2693
2016/11/05,-542
2016/11/06,-1053
2016/11/07,-1743
2016/11/08,-3034
2016/11/09,376
2016/11/10,-2472
2016/11/11,1870
2016/11/12,79
2016/11/13,2294
2016/11/14,-1260
2016/11/15,-215
2016/11/16,-1117
2016/11/17,352
2016/11/18,-645
2016/11/19,-893
2016/11/20,-1699
2016/11/21,345
2016/11/22,13442
2016/11/23,22226
2016/11/24,-2544
2016/11/25,14785
2016/11/26,-1634
2016/11/27,-1660
2016/11/28,-517
2016/11/29,-14898
2016/11/30,-22916
2016/12/01,1464
2016/12/02,-15478
2016/12/03,3451
2016/12/04,3274
2016/12/05,221
2016/12/06,2831
2016/12/07,-543
2016/12/08,90
2016/12/09,1150
2016/12/10,-2235
2016/12/11,-1692
2016/12/12,68
2016/12/13,-2646
2016/12/14,2294
2016/12/15,3181
2016/12/16,-744
2016/12/17,670
2016/12/18,-245
2016/12/19,292
2016/12/20,1435
2016/12/21,-59
2016/12/22,-1232
2016/12/23,-103
2016/12/24,-526
2016/12/25,-1053
2016/12/26,-1546
2016/12/27,-1379
2016/12/28,-1140
2016/12/29,-230
2016/12/30,185
2016/12/31,1386
2017/01/01,123
2017/01/02,1190
2017/01/03,1356
2017/01/04,3190
2017/01/05,1708
2017/01/06,2472
2017/01/07,200
2017/01/08,1401
2017/01/09,2318
2017/01/10,-131
2017/01/11,-1746
2017/01/12,-884
2017/01/13,-1762
2017/01/14,-858
2017/01/15,-618
2017/01/16,-749
2017/01/17,73
2017/01/18,-1192
2017/01/19,-531
2017/01/20,692
2017/01/21,420
2017/01/22,559
2017/01/23,-885
2017/01/24,63
2017/01/25,-140
2017/01/26,-545
2017/01/27,-1371
2017/01/28,-544
2017/01/29,-461
2017/01/30,42
2017/01/31,-257
2017/02/01,564
2017/02/02,549
2017/02/03,255
2017/02/04,1223
2017/02/05,1742
2017/02/06,738
2017/02/07,553
2017/02/08,655
2017/02/09,140
2017/02/10,1905
2017/02/11,-624
2017/02/12,-116
2017/02/13,2013
2017/02/14,2197
2017/02/15,1818
2017/02/16,892
2017/02/17,-231
2017/02/18,2361
2017/02/19,99
2017/02/20,-884
2017/02/21,-1154
2017/02/22,-1139
2017/02/23,-361
2017/02/24,819
2017/02/25,-689
2017/02/26,1074
2017/02/27,936
2017/02/28,3764
2017/03/01,4560
2017/03/02,12042
2017/03/03,5461
2017/03/04,4035
2017/03/05,3539
2017/03/06,2576
2017/03/07,-1064
2017/03/08,-1398
2017/03/09,-6588
2017/03/10,-88
2017/03/11,782
2017/03/12,3249
2017/03/13,9416
2017/03/14,6883
2017/03/15,7241
2017/03/16,14486
2017/03/17,12796
2017/03/18,9046
2017/03/19,3191
2017/03/20,-2790
2017/03/21,1170
2017/03/22,-1148
2017/03/23,-10460
2017/03/24,-5250
2017/03/25,-2224
2017/03/26,-1461
2017/03/27,1362
2017/03/28,-175
2017/03/29,1789
2017/03/30,6220
2017/03/31,7361
2017/04/01,-1224
2017/04/02,4558
2017/04/03,7880
2017/04/04,2093
2017/04/05,2838
2017/04/06,1660
2017/04/07,-11201
2017/04/08,-2773
2017/04/09,-7101
2017/04/10,-10238
2017/04/11,-3719
2017/04/12,-3430
2017/04/13,-5186
2017/04/14,67
2017/04/15,735
2017/04/16,-878
2017/04/17,-2702
2017/04/18,1084
2017/04/19,155
2017/04/20,-662
2017/04/21,-1585
2017/04/22,-1299
2017/04/23,2160
2017/04/24,4005
2017/04/25,16
2017/04/26,349
2017/04/27,8720
2017/04/28,8035
2017/04/29,5642
2017/04/30,7589
2017/05/01,7704
2017/05/02,8124
2017/05/03,3287
2017/05/04,974
2017/05/05,4079
2017/05/06,2670
2017/05/07,4236
2017/05/08,8279
2017/05/09,4224
2017/05/10,5371
2017/05/11,1257
2017/05/12,-1271
2017/05/13,-685
2017/05/14,-3186
2017/05/15,-4462
2017/05/16,-193
2017/05/17,9712
2017/05/18,5884
2017/05/19,19365
2017/05/20,10971
2017/05/21,11373
2017/05/22,13701
2017/05/23,16447
2017/05/24,11525
2017/05/25,12054
2017/05/26,-1181
2017/05/27,3056
2017/05/28,-318
2017/05/29,-4123
2017/05/30,2183
2017/05/31,17148
2017/06/01,12919
2017/06/02,2011
2017/06/03,10227
2017/06/04,11540
2017/06/05,14291
2017/06/06,4903
2017/06/07,-13101
2017/06/08,-13434
2017/06/09,10985
2017/06/10,10861
2017/06/11,20129
2017/06/12,38730
2017/06/13,29958
2017/06/14,20994
2017/06/15,28669
2017/06/16,8485
2017/06/17,9941
2017/06/18,3226
2017/06/19,-16518
2017/06/20,6510
2017/06/21,14488
2017/06/22,11301
2017/06/23,13833
2017/06/24,8144
2017/06/25,-3158
2017/06/26,24121
2017/06/27,-9970
2017/06/28,-90089
2017/06/29,-12198
2017/06/30,-6838
2017/07/01,-5761
2017/07/02,1368
2017/07/03,-15242
2017/07/04,4283
2017/07/05,75556
2017/07/06,-4363
2017/07/07,15349
2017/07/08,-8689
2017/07/09,-9577
2017/07/10,-4353
2017/07/11,-7018
2017/07/12,1322
2017/07/13,-8164
2017/07/14,-28122
2017/07/15,-389
2017/07/16,562
2017/07/17,-16176
2017/07/18,-7429
2017/07/19,-2252
2017/07/20,5457
2017/07/21,-989
2017/07/22,-9544
2017/07/23,25071
2017/07/24,859
2017/07/25,-8700
2017/07/26,-15727
2017/07/27,-7364
2017/07/28,1890
2017/07/29,-1153
2017/07/30,-33465
2017/07/31,12121
2017/08/01,-3066
2017/08/02,6046
2017/08/03,1790
2017/08/04,7947
2017/08/05,22073
2017/08/06,17129
2017/08/07,-417
2017/08/08,30130
2017/08/09,18079
2017/08/10,32208
2017/08/11,25528
2017/08/12,16646
2017/08/13,13255
2017/08/14,30498
2017/08/15,20649
2017/08/16,28124
2017/08/17,15793
2017/08/18,24523
2017/08/19,3739
2017/08/20,2147
2017/08/21,-2716
2017/08/22,-11935
2017/08/23,-5147
2017/08/24,-21509
2017/08/25,-22327
2017/08/26,-20239
2017/08/27,-5855
2017/08/28,-13156
2017/08/29,10266
2017/08/30,4220
2017/08/31,26294
2017/09/01,11367
2017/09/02,15509
2017/09/03,-381
2017/09/04,37880
2017/09/05,12846
2017/09/06,17101
2017/09/07,-1149
2017/09/08,3762
2017/09/09,11785
2017/09/10,1299
2017/09/11,-28833
2017/09/12,3544
2017/09/13,-18515
2017/09/14,7834
2017/09/15,18342
2017/09/16,-10992
2017/09/17,-11829
2017/09/18,-3372
2017/09/19,-27143
2017/09/20,-14212
2017/09/21,-36978
2017/09/22,-59790
2017/09/23,-14060
2017/09/24,14075
2017/09/25,-9133
2017/09/26,-15295
2017/09/27,-11475
2017/09/28,7600
2017/09/29,21734
2017/09/30,7730
2017/10/01,-9476
2017/10/02,-5605
2017/10/03,5313
2017/10/04,-1724
2017/10/05,-7392
2017/10/06,-12587
2017/10/07,-4317
2017/10/08,7953
2017/10/09,206
2017/10/10,13901
2017/10/11,23659
2017/10/12,13710
2017/10/13,34668
2017/10/14,12886
2017/10/15,3234
2017/10/16,480
2017/10/17,25951
2017/10/18,-2202
2017/10/19,-8559
2017/10/20,-6409
2017/10/21,11512
2017/10/22,49860
2017/10/23,21709
2017/10/24,-20632
2017/10/25,-7013
2017/10/26,3241
2017/10/27,-110607
2017/10/28,-104675
2017/10/29,-134249
2017/10/30,-107199
2017/10/31,-107759
2017/11/01,36410
2017/11/02,51670
2017/11/03,115377
2017/11/04,93122
2017/11/05,91437
2017/11/06,107385
2017/11/07,109020
2017/11/08,-12193
2017/11/09,-24513
2017/11/10,-2109
2017/11/11,7780
2017/11/12,25807
2017/11/13,3431
2017/11/14,17212
2017/11/15,23158
2017/11/16,3052
2017/11/17,24451
2017/11/18,13496
2017/11/19,1655
2017/11/20,17584
2017/11/21,14492
2017/11/22,-935
2017/11/23,12398
2017/11/24,-2687
2017/11/25,20116
2017/11/26,19801
2017/11/27,42077
2017/11/28,32952
2017/11/29,47062
2017/11/30,33298
2017/12/01,12005
2017/12/02,20674
2017/12/03,41980
2017/12/04,7298
2017/12/05,8382
2017/12/06,38221
2017/12/07,-6702
2017/12/08,50154
2017/12/09,43266
2017/12/10,16349
2017/12/11,47629
2017/12/12,86994
2017/12/13,49258
2017/12/14,120598
2017/12/15,68912
2017/12/16,50449
2017/12/17,51374
2017/12/18,45945
2017/12/19,44497
2017/12/20,27449
2017/12/21,38336
2017/12/22,103845
2017/12/23,30838
2017/12/24,-40610
2017/12/25,-68094
2017/12/26,-64683
2017/12/27,-38442
2017/12/28,-58927
2017/12/29,-21622
2017/12/30,93784
2017/12/31,66675
2018/01/01,71611
2018/01/02,133121
2018/01/03,106964
2018/01/04,156397
2018/01/05,42588
2018/01/06,6853
2018/01/07,99872
2018/01/08,99424
2018/01/09,61488
2018/01/10,5781
2018/01/11,-18968
2018/01/12,-26806
2018/01/13,17578
2018/01/14,-4749
2018/01/15,64955
2018/01/16,16494
2018/01/17,70084
2018/01/18,25862
2018/01/19,-35612
2018/01/20,-130701
2018/01/21,53757
2018/01/22,-131891
2018/01/23,-172284
2018/01/24,-177410
2018/01/25,-202760
2018/01/26,-30191
2018/01/27,-9166
2018/01/28,-176774
2018/01/29,-27322
2018/01/30,-17177
2018/01/31,-5393
2018/02/01,86519
2018/02/02,3551
2018/02/03,-22764
2018/02/04,12632
2018/02/05,-20042
2018/02/06,2361
2018/02/07,-19017
2018/02/08,-112250
2018/02/09,-73859
2018/02/10,7045
2018/02/11,-31533
2018/02/12,-12689
2018/02/13,-63606
2018/02/14,-17233
2018/02/15,29791
2018/02/16,-40077
2018/02/17,-53664
2018/02/18,-30567
2018/02/19,-29867
2018/02/20,36882
2018/02/21,-4204
2018/02/22,-25824
2018/02/23,2544
2018/02/24,-25336
2018/02/25,-26791
2018/02/26,-3754
2018/02/27,-42497
2018/02/28,-10631
2018/03/01,1426
2018/03/02,12620
2018/03/03,6992
2018/03/04,-14415
2018/03/05,-10642
2018/03/06,16154
2018/03/07,100516
2018/03/08,-4312
2018/03/09,-16565
2018/03/10,-288
2018/03/11,-2873
2018/03/12,-38388
2018/03/13,-29889
2018/03/14,-96324
2018/03/15,-10864
2018/03/16,-19799
2018/03/17,-12087
2018/03/18,18490
2018/03/19,35448
2018/03/20,-14054
2018/03/21,-20113
2018/03/22,-19803
2018/03/23,81295
2018/03/24,50085
2018/03/25,-35974
2018/03/26,-29863
2018/03/27,-11996
2018/03/28,-48957
2018/03/29,1203
2018/03/30,-66378
2018/03/31,-60106
2018/04/01,-1718
2018/04/02,-17488
2018/04/03,11996
2018/04/04,14395
2018/04/05,26380
2018/04/06,-4806
2018/04/07,2028
2018/04/08,33442
2018/04/09,27607
2018/04/10,-10195
2018/04/11,14337
2018/04/12,5819
2018/04/13,28804
2018/04/14,22219
2018/04/15,1652
2018/04/16,-3934
2018/04/17,13755
2018/04/18,8164
2018/04/19,6118
2018/04/20,11016
2018/04/21,37892
2018/04/22,72803
2018/04/23,76257
2018/04/24,69505
2018/04/25,35058
2018/04/26,11243
2018/04/27,-11148
2018/04/28,-14730
2018/04/29,-50931
2018/04/30,-42419
2018/05/01,-62431
2018/05/02,2722
2018/05/03,32264
2018/05/04,292891
2018/05/05,69472
2018/05/06,30943
2018/05/07,45366
2018/05/08,79757
2018/05/09,24485
2018/05/10,485
2018/05/11,-249289
2018/05/12,-21607
2018/05/13,2696
2018/05/14,-9260
2018/05/15,-2939
2018/05/16,19332
2018/05/17,27571
2018/05/18,22679
2018/05/19,45226
2018/05/20,37318
2018/05/21,5362
2018/05/22,31830
2018/05/23,7648
2018/05/24,-12074
2018/05/25,-10791
2018/05/26,-30572
2018/05/27,5288
2018/05/28,35008
2018/05/29,-12535
2018/05/30,-8123
2018/05/31,15215
2018/06/01,-22776
2018/06/02,16444
2018/06/03,4090
2018/06/04,-30979
2018/06/05,-45728
2018/06/06,-31739
2018/06/07,-28054
2018/06/08,-1971
2018/06/09,-3740
2018/06/10,4849
2018/06/11,-1493
2018/06/12,-14223
2018/06/13,-15047
2018/06/14,-35508
2018/06/15,21633
2018/06/16,-77959
2018/06/17,-65940
2018/06/18,-47974
2018/06/19,26954
2018/06/20,47542
2018/06/21,36953
2018/06/22,13550
2018/06/23,19942
2018/06/24,18845
2018/06/25,156805
2018/06/26,8267
2018/06/27,-19010
2018/06/28,-18108
2018/06/29,-15654
2018/06/30,-66925
2018/07/01,-127592
2018/07/02,-242981
2018/07/03,-129611
2018/07/04,-127485
2018/07/05,-91079
2018/07/06,-139596
2018/07/07,-24854
2018/07/08,59421
2018/07/09,53482
2018/07/10,53477
2018/07/11,49317
2018/07/12,-882
2018/07/13,16057
2018/07/14,11429
2018/07/15,-31045
2018/07/16,40662
2018/07/17,41114
2018/07/18,113778
2018/07/19,95300
2018/07/20,79295
2018/07/21,41512
2018/07/22,94339
2018/07/23,63228
2018/07/24,72201
2018/07/25,3881
2018/07/26,5011
2018/07/27,66732
2018/07/28,48511
2018/07/29,9139
2018/07/30,-30118
2018/07/31,-56244
2018/08/01,-39038
2018/08/02,-885
2018/08/03,-11697
2018/08/04,10168
2018/08/05,-24183
2018/08/06,-19654
2018/08/07,-31024
2018/08/08,-70494
2018/08/09,-87348
2018/08/10,-70034
2018/08/11,-4912
2018/08/12,19078
2018/08/13,2482
2018/08/14,9750
2018/08/15,32626
2018/08/16,79905
2018/08/17,12854
2018/08/18,-26388
2018/08/19,-33051
2018/08/20,-11922
2018/08/21,-38574
2018/08/22,-19410
2018/08/23,-59079
2018/08/24,-2706
2018/08/25,-6501
2018/08/26,11692
2018/08/27,3110
2018/08/28,13987
2018/08/29,-24184
2018/08/30,-6851
2018/08/31,-24947
2018/09/01,13998
2018/09/02,6942
2018/09/03,-5063
2018/09/04,10000
2018/09/05,35700
2018/09/06,9369
2018/09/07,12020
2018/09/08,-22189
2018/09/09,-26057
2018/09/10,-35058
2018/09/11,-44637
2018/09/12,-43102
2018/09/13,-11458
2018/09/14,-38383
2018/09/15,-60251
2018/09/16,-63137
2018/09/17,-20364
2018/09/18,-18218
2018/09/19,-26919
2018/09/20,-26284
2018/09/21,-926
2018/09/22,9346
2018/09/23,12757
2018/09/24,-25807
2018/09/25,2911
2018/09/26,-4693
2018/09/27,-10357
2018/09/28,-23302
2018/09/29,-18754
2018/09/30,9591
2018/10/01,-7368
2018/10/02,-19167
2018/10/03,45002
2018/10/04,37596
2018/10/05,65907
2018/10/06,79887
2018/10/07,3951
2018/10/08,36089
2018/10/09,48186
2018/10/10,-18135
2018/10/11,-845
2018/10/12,-34868
2018/10/13,-27993
2018/10/14,-1057
2018/10/15,8643
2018/10/16,8210
2018/10/17,36827
2018/10/18,1667
2018/10/19,13253
2018/10/20,-3255
2018/10/21,7400
2018/10/22,15472
2018/10/23,-3174
2018/10/24,-13796
2018/10/25,-2304
2018/10/26,1241
2018/10/27,-3003
2018/10/28,-13623
2018/10/29,4678
2018/10/30,20318
2018/10/31,10543
2018/11/01,-675
2018/11/02,-30873
2018/11/03,-20012
2018/11/04,6496
2018/11/05,-23238
2018/11/06,-33365
2018/11/07,-44315
2018/11/08,-26372
2018/11/09,21004
2018/11/10,8776
2018/11/11,24707
2018/11/12,-892
2018/11/13,-6464
2018/11/14,24681
2018/11/15,18076
2018/11/16,-14521
2018/11/17,-12757
2018/11/18,-41382
2018/11/19,37212
2018/11/20,21857
2018/11/21,-18038
2018/11/22,-10943
2018/11/23,-1019
2018/11/24,-5704
2018/11/25,14071
2018/11/26,-51587
2018/11/27,-31060
2018/11/28,827
2018/11/29,-11165
2018/11/30,3615
2018/12/01,625
2018/12/02,-15215
2018/12/03,-10261
2018/12/04,-10764
2018/12/05,3181
2018/12/06,9383
2018/12/07,11791
2018/12/08,51437
2018/12/09,21341
2018/12/10,14957
2018/12/11,8461
2018/12/12,-4464
2018/12/13,-897
2018/12/14,-17803
2018/12/15,-22876
2018/12/16,8108
2018/12/17,-2017
2018/12/18,-1884
2018/12/19,14438
2018/12/20,18826
2018/12/21,10020
2018/12/22,-33007
2018/12/23,-11686
2018/12/24,4614
2018/12/25,7044
2018/12/26,-5759
2018/12/27,-2309
2018/12/28,5620
2018/12/29,44125
2018/12/30,-9806
2018/12/31,-5989
2019/01/01,-15472
2019/01/02,5263
2019/01/03,18906
2019/01/04,-7295
2019/01/05,-26142
2019/01/06,10882
2019/01/07,11933
2019/01/08,36398
2019/01/09,3153
2019/01/10,-19021
2019/01/11,5927
2019/01/12,-24511
2019/01/13,-22600
2019/01/14,27966
2019/01/15,441
2019/01/16,-24951
2019/01/17,-19658
2019/01/18,-16155
2019/01/19,15807
2019/01/20,4445
2019/01/21,-51998
2019/01/22,-36135
2019/01/23,3537
2019/01/24,496
2019/01/25,-863
2019/01/26,-14325
2019/01/27,7312
2019/01/28,19597
2019/01/29,16295
2019/01/30,-8114
2019/01/31,-2941
2019/02/01,-8654
2019/02/02,-6991
2019/02/03,-32572
2019/02/04,-61220
2019/02/05,-47875
2019/02/06,-34807
2019/02/07,-37699
2019/02/08,-13603
2019/02/09,-9320
2019/02/10,-8833
2019/02/11,15504
2019/02/12,12028
2019/02/13,18878
2019/02/14,21693
2019/02/15,4749
2019/02/16,12323
2019/02/17,18716
2019/02/18,36289
2019/02/19,27413
2019/02/20,12883
2019/02/21,718
2019/02/22,4272
2019/02/23,7392
2019/02/24,17741
2019/02/25,-21549
2019/02/26,-4837
2019/02/27,10645
2019/02/28,10897
2019/03/01,24595
2019/03/02,14188
2019/03/03,-5574
2019/03/04,18532
2019/03/05,19163
2019/03/06,10101
2019/03/07,16799
2019/03/08,-4447
2019/03/09,15549
2019/03/10,-4623
2019/03/11,-12009
2019/03/12,-2458
2019/03/13,-6372
2019/03/14,-4219
2019/03/15,-2986
2019/03/16,-29618
2019/03/17,7473
2019/03/18,23600
2019/03/19,12965
2019/03/20,17574
2019/03/21,2683
2019/03/22,8427
2019/03/23,21175
2019/03/24,12418
2019/03/25,25018
2019/03/26,10841
2019/03/27,-679
2019/03/28,18023
2019/03/29,13809
2019/03/30,15940
2019/03/31,13705
2019/04/01,13951
2019/04/02,55351
2019/04/03,50033
2019/04/04,21069
2019/04/05,13203
2019/04/06,-5105
2019/04/07,9776
2019/04/08,-8616
2019/04/09,-38682
2019/04/10,-39813
2019/04/11,23894
2019/04/12,47935
2019/04/13,27280
2019/04/14,-24999
2019/04/15,-15602
2019/04/16,-25064
2019/04/17,295
2019/04/18,-27514
2019/04/19,-25893
2019/04/20,81734
2019/04/21,59475
2019/04/22,22485
2019/04/23,46320
2019/04/24,20529
2019/04/25,200
2019/04/26,-27535
2019/04/27,-113603
2019/04/28,-46479
2019/04/29,-29244
2019/04/30,-23919
2019/05/01,-1996
2019/05/02,-30292
2019/05/03,-6221
2019/05/04,2250
2019/05/05,9988
2019/05/06,6340
2019/05/07,-19824
2019/05/08,-19010
2019/05/09,30192
2019/05/10,21373
2019/05/11,39278
2019/05/12,22266
2019/05/13,36214
2019/05/14,63596
2019/05/15,68471
2019/05/16,74409
2019/05/17,38473
2019/05/18,14295
2019/05/19,17695
2019/05/20,10223
2019/05/21,1089
2019/05/22,-25615
2019/05/23,-38838
2019/05/24,1469
2019/05/25,6636
2019/05/26,5502
2019/05/27,33612
2019/05/28,174
2019/05/29,24297
2019/05/30,19231
2019/05/31,30038
2019/06/01,118568
2019/06/02,46636
2019/06/03,-18586
2019/06/04,6223
2019/06/05,-23969
2019/06/06,41828
2019/06/07,-69193
2019/06/08,-149284
2019/06/09,-18787
2019/06/10,-18826
2019/06/11,40030
2019/06/12,158183
2019/06/13,-34793
2019/06/14,45265
2019/06/15,46305
2019/06/16,104240
2019/06/17,539
2019/06/18,-53084
2019/06/19,-154100
2019/06/20,-43155
2019/06/21,22552
2019/06/22,19926
2019/06/23,-112396
2019/06/24,22775
2019/06/25,10348
2019/06/26,52587
2019/06/27,32969
2019/06/28,-44132
2019/06/29,-40114
2019/06/30,-43933
2019/07/01,-29544
2019/07/02,33857
2019/07/03,-25060
2019/07/04,2706
2019/07/05,4108
2019/07/06,-8356
2019/07/07,-10860
2019/07/08,10649
2019/07/09,-33034
2019/07/10,-28085
2019/07/11,-38809
2019/07/12,3051
2019/07/13,-28821
2019/07/14,5457
2019/07/15,178
2019/07/16,-75518
2019/07/17,-11951
2019/07/18,-2341
2019/07/19,-18343
2019/07/20,-445
2019/07/21,-23223
2019/07/22,-37703
2019/07/23,7824
2019/07/24,-48554
2019/07/25,-30726
2019/07/26,-14582
2019/07/27,8556
2019/07/28,16787
2019/07/29,8364
2019/07/30,56235
2019/07/31,28362
2019/08/01,4758
2019/08/02,8521
2019/08/03,-21571
2019/08/04,-679
2019/08/05,36262
2019/08/06,8885
2019/08/07,16982
2019/08/08,36633
2019/08/09,18971
2019/08/10,44295
2019/08/11,6952
2019/08/12,11158
2019/08/13,-30029
2019/08/14,10716
2019/08/15,-18356
2019/08/16,-1467
2019/08/17,-27240
2019/08/18,-2359
2019/08/19,-31404
2019/08/20,8119
2019/08/21,-110
2019/08/22,18250
2019/08/23,6641
2019/08/24,26229
2019/08/25,17182
2019/08/26,12208
2019/08/27,6666
2019/08/28,-7794
2019/08/29,1613
2019/08/30,-19227
2019/08/31,-11170
2019/09/01,-5327
2019/09/02,7702
2019/09/03,-2125
2019/09/04,8782
2019/09/05,27207
2019/09/06,23389
2019/09/07,13886
2019/09/08,13243
2019/09/09,4265
2019/09/10,-12993
2019/09/11,-5946
2019/09/12,-20484
2019/09/13,-37798
2019/09/14,-12334
2019/09/15,-4384
2019/09/16,-3832
2019/09/17,8691
2019/09/18,5961
2019/09/19,-4102
2019/09/20,31927
2019/09/21,-21429
2019/09/22,-38598
2019/09/23,-61549
2019/09/24,-23541
2019/09/25,-39201
