Date,activeaddresses14wma
2016/07/21,26199
2016/07/22,26960
2016/07/23,27314
2016/07/24,28628
2016/07/25,29422
2016/07/26,31231
2016/07/27,32415
2016/07/28,32889
2016/07/29,32837
2016/07/30,32391
2016/07/31,32147
2016/08/01,31852
2016/08/02,31377
2016/08/03,31096
2016/08/04,30793
2016/08/05,30210
2016/08/06,29504
2016/08/07,28891
2016/08/08,28443
2016/08/09,28431
2016/08/10,28231
2016/08/11,28483
2016/08/12,28237
2016/08/13,27907
2016/08/14,27644
2016/08/15,27526
2016/08/16,27801
2016/08/17,27681
2016/08/18,27544
2016/08/19,27489
2016/08/20,27419
2016/08/21,27369
2016/08/22,27228
2016/08/23,27435
2016/08/24,27369
2016/08/25,27610
2016/08/26,27626
2016/08/27,27676
2016/08/28,27665
2016/08/29,27812
2016/08/30,27798
2016/08/31,28088
2016/09/01,28409
2016/09/02,28622
2016/09/03,28546
2016/09/04,28441
2016/09/05,28340
2016/09/06,28315
2016/09/07,28082
2016/09/08,28407
2016/09/09,28320
2016/09/10,28161
2016/09/11,28126
2016/09/12,28152
2016/09/13,28096
2016/09/14,28041
2016/09/15,28088
2016/09/16,28261
2016/09/17,28364
2016/09/18,28128
2016/09/19,28045
2016/09/20,29044
2016/09/21,29087
2016/09/22,28452
2016/09/23,28040
2016/09/24,27695
2016/09/25,27291
2016/09/26,26883
2016/09/27,26499
2016/09/28,26295
2016/09/29,26108
2016/09/30,25876
2016/10/01,25850
2016/10/02,26044
2016/10/03,25934
2016/10/04,25161
2016/10/05,24672
2016/10/06,24241
2016/10/07,24479
2016/10/08,24504
2016/10/09,24911
2016/10/10,25419
2016/10/11,25319
2016/10/12,24005
2016/10/13,22309
2016/10/14,22113
2016/10/15,21260
2016/10/16,20958
2016/10/17,21131
2016/10/18,22052
2016/10/19,21622
2016/10/20,22454
2016/10/21,24028
2016/10/22,24280
2016/10/23,24372
2016/10/24,24738
2016/10/25,25095
2016/10/26,25469
2016/10/27,25719
2016/10/28,25849
2016/10/29,25676
2016/10/30,25118
2016/10/31,25499
2016/11/01,25640
2016/11/02,25848
2016/11/03,25759
2016/11/04,24676
2016/11/05,24412
2016/11/06,23803
2016/11/07,23817
2016/11/08,23673
2016/11/09,23644
2016/11/10,23295
2016/11/11,23340
2016/11/12,23199
2016/11/13,23334
2016/11/14,23026
2016/11/15,23029
2016/11/16,22836
2016/11/17,22692
2016/11/18,22722
2016/11/19,22583
2016/11/20,22563
2016/11/21,22476
2016/11/22,24276
2016/11/23,27219
2016/11/24,26514
2016/11/25,27595
2016/11/26,26695
2016/11/27,26028
2016/11/28,25598
2016/11/29,24946
2016/11/30,24514
2016/12/01,23859
2016/12/02,23542
2016/12/03,23310
2016/12/04,22927
2016/12/05,22489
2016/12/06,22548
2016/12/07,22065
2016/12/08,21866
2016/12/09,21853
2016/12/10,21729
2016/12/11,21678
2016/12/12,21743
2016/12/13,21562
2016/12/14,21682
2016/12/15,21943
2016/12/16,21982
2016/12/17,21836
2016/12/18,21506
2016/12/19,21745
2016/12/20,22015
2016/12/21,22205
2016/12/22,23229
2016/12/23,23352
2016/12/24,23160
2016/12/25,22696
2016/12/26,22236
2016/12/27,21943
2016/12/28,21777
2016/12/29,21751
2016/12/30,21653
2016/12/31,21705
2017/01/01,21327
2017/01/02,21200
2017/01/03,21114
2017/01/04,21758
2017/01/05,22424
2017/01/06,22848
2017/01/07,23048
2017/01/08,23043
2017/01/09,23370
2017/01/10,23419
2017/01/11,23556
2017/01/12,23691
2017/01/13,23577
2017/01/14,23309
2017/01/15,23099
2017/01/16,23211
2017/01/17,23269
2017/01/18,23094
2017/01/19,23040
2017/01/20,23178
2017/01/21,23114
2017/01/22,23039
2017/01/23,22980
2017/01/24,23113
2017/01/25,22985
2017/01/26,22898
2017/01/27,22809
2017/01/28,22661
2017/01/29,22455
2017/01/30,22441
2017/01/31,22379
2017/02/01,22427
2017/02/02,22509
2017/02/03,22497
2017/02/04,22684
2017/02/05,22932
2017/02/06,23065
2017/02/07,23177
2017/02/08,23370
2017/02/09,23540
2017/02/10,23829
2017/02/11,23733
2017/02/12,23769
2017/02/13,24295
2017/02/14,24815
2017/02/15,25325
2017/02/16,25590
2017/02/17,25772
2017/02/18,26066
2017/02/19,26055
2017/02/20,26289
2017/02/21,26430
2017/02/22,26485
2017/02/23,26453
2017/02/24,26846
2017/02/25,26958
2017/02/26,27036
2017/02/27,27363
2017/02/28,28301
2017/03/01,29277
2017/03/02,31344
2017/03/03,32556
2017/03/04,33163
2017/03/05,33497
2017/03/06,34007
2017/03/07,34057
2017/03/08,34133
2017/03/09,34688
2017/03/10,35054
2017/03/11,35505
2017/03/12,36285
2017/03/13,38634
2017/03/14,39783
2017/03/15,41110
2017/03/16,44961
2017/03/17,48410
2017/03/18,50021
2017/03/19,50518
2017/03/20,51029
2017/03/21,51446
2017/03/22,51278
2017/03/23,50943
2017/03/24,51643
2017/03/25,51650
2017/03/26,50813
2017/03/27,50598
2017/03/28,50190
2017/03/29,49970
2017/03/30,51062
2017/03/31,53176
2017/04/01,52563
2017/04/02,52978
2017/04/03,54755
2017/04/04,54849
2017/04/05,54915
2017/04/06,56174
2017/04/07,55449
2017/04/08,54017
2017/04/09,52441
2017/04/10,51490
2017/04/11,50428
2017/04/12,49858
2017/04/13,49637
2017/04/14,49239
2017/04/15,48576
2017/04/16,47129
2017/04/17,46236
2017/04/18,46594
2017/04/19,47003
2017/04/20,47901
2017/04/21,47707
2017/04/22,47355
2017/04/23,47209
2017/04/24,47732
2017/04/25,48037
2017/04/26,49281
2017/04/27,52148
2017/04/28,53831
2017/04/29,54807
2017/04/30,56082
2017/05/01,58527
2017/05/02,60275
2017/05/03,60917
2017/05/04,63573
2017/05/05,65755
2017/05/06,66089
2017/05/07,67393
2017/05/08,69912
2017/05/09,71354
2017/05/10,72054
2017/05/11,73359
2017/05/12,73355
2017/05/13,72173
2017/05/14,71625
2017/05/15,72443
2017/05/16,73149
2017/05/17,73016
2017/05/18,75256
2017/05/19,79889
2017/05/20,80288
2017/05/21,82021
2017/05/22,86526
2017/05/23,91917
2017/05/24,96770
2017/05/25,101131
2017/05/26,104017
2017/05/27,104264
2017/05/28,103859
2017/05/29,104164
2017/05/30,105668
2017/05/31,108343
2017/06/01,112697
2017/06/02,113677
2017/06/03,114519
2017/06/04,115166
2017/06/05,116751
2017/06/06,119790
2017/06/07,121994
2017/06/08,123063
2017/06/09,126502
2017/06/10,130447
2017/06/11,136367
2017/06/12,147399
2017/06/13,155992
2017/06/14,161109
2017/06/15,166605
2017/06/16,168845
2017/06/17,170110
2017/06/18,171707
2017/06/19,175641
2017/06/20,178886
2017/06/21,177102
2017/06/22,181692
2017/06/23,184964
2017/06/24,184727
2017/06/25,180900
2017/06/26,188070
2017/06/27,187661
2017/06/28,188229
2017/06/29,187986
2017/06/30,187097
2017/07/01,185195
2017/07/02,183532
2017/07/03,185620
2017/07/04,186566
2017/07/05,185695
2017/07/06,184194
2017/07/07,186532
2017/07/08,183056
2017/07/09,178500
2017/07/10,180665
2017/07/11,182265
2017/07/12,182891
2017/07/13,180420
2017/07/14,178213
2017/07/15,175116
2017/07/16,172908
2017/07/17,171161
2017/07/18,171526
2017/07/19,172340
2017/07/20,172347
2017/07/21,171036
2017/07/22,166891
2017/07/23,168675
2017/07/24,168207
2017/07/25,167186
2017/07/26,164899
2017/07/27,163916
2017/07/28,163909
2017/07/29,160450
2017/07/30,158335
2017/07/31,161388
2017/08/01,159676
2017/08/02,159406
2017/08/03,158839
2017/08/04,160748
2017/08/05,162526
2017/08/06,163672
2017/08/07,166893
2017/08/08,173839
2017/08/09,177191
2017/08/10,184766
2017/08/11,192184
2017/08/12,196901
2017/08/13,200416
2017/08/14,211571
2017/08/15,221106
2017/08/16,229680
2017/08/17,238261
2017/08/18,247454
2017/08/19,248503
2017/08/20,244231
2017/08/21,246549
2017/08/22,244741
2017/08/23,245990
2017/08/24,243601
2017/08/25,242644
2017/08/26,235427
2017/08/27,229543
2017/08/28,228121
2017/08/29,231023
2017/08/30,234865
2017/08/31,239755
2017/09/01,242547
2017/09/02,240664
2017/09/03,235761
2017/09/04,244390
2017/09/05,251345
2017/09/06,260156
2017/09/07,263398
2017/09/08,267248
2017/09/09,265964
2017/09/10,259535
2017/09/11,257272
2017/09/12,260081
2017/09/13,257646
2017/09/14,258745
2017/09/15,265256
2017/09/16,261201
2017/09/17,251669
2017/09/18,250272
2017/09/19,246233
2017/09/20,241453
2017/09/21,236266
2017/09/22,227470
2017/09/23,218857
2017/09/24,212313
2017/09/25,208580
2017/09/26,204072
2017/09/27,201340
2017/09/28,200993
2017/09/29,201708
2017/09/30,199617
2017/10/01,196084
2017/10/02,195967
2017/10/03,197350
2017/10/04,196671
2017/10/05,196990
2017/10/06,197174
2017/10/07,195678
2017/10/08,194737
2017/10/09,195011
2017/10/10,199658
2017/10/11,202697
2017/10/12,206038
2017/10/13,213272
2017/10/14,214389
2017/10/15,214002
2017/10/16,213804
2017/10/17,220911
2017/10/18,224027
2017/10/19,225569
2017/10/20,229789
2017/10/21,232066
2017/10/22,235898
2017/10/23,238386
2017/10/24,241222
2017/10/25,240566
2017/10/26,241045
2017/10/27,240980
2017/10/28,209494
2017/10/29,180040
2017/10/30,152524
2017/10/31,162780
2017/11/01,175022
2017/11/02,191518
2017/11/03,200323
2017/11/04,201519
2017/11/05,202302
2017/11/06,208857
2017/11/07,215775
2017/11/08,225723
2017/11/09,236140
2017/11/10,245694
2017/11/11,249622
2017/11/12,256528
2017/11/13,259154
2017/11/14,262789
2017/11/15,272043
2017/11/16,275640
2017/11/17,282126
2017/11/18,282694
2017/11/19,283485
2017/11/20,288787
2017/11/21,294213
2017/11/22,299749
2017/11/23,304654
2017/11/24,307789
2017/11/25,309998
2017/11/26,311920
2017/11/27,322427
2017/11/28,334704
2017/11/29,350949
2017/11/30,362864
2017/12/01,368631
2017/12/02,374831
2017/12/03,384560
2017/12/04,393623
2017/12/05,400169
2017/12/06,428833
2017/12/07,429975
2017/12/08,438461
2017/12/09,441665
2017/12/10,441237
2017/12/11,452945
2017/12/12,471050
2017/12/13,494032
2017/12/14,521523
2017/12/15,538538
2017/12/16,551083
2017/12/17,561594
2017/12/18,584797
2017/12/19,618145
2017/12/20,642771
2017/12/21,675128
2017/12/22,704745
2017/12/23,706581
2017/12/24,686981
2017/12/25,667092
2017/12/26,655076
2017/12/27,652146
2017/12/28,653579
2017/12/29,674102
2017/12/30,703106
2017/12/31,698087
2018/01/01,690532
2018/01/02,712636
2018/01/03,748918
2018/01/04,801966
2018/01/05,841138
2018/01/06,868921
2018/01/07,881459
2018/01/08,899557
2018/01/09,921629
2018/01/10,931186
2018/01/11,938823
2018/01/12,932320
2018/01/13,929465
2018/01/14,915427
2018/01/15,919188
2018/01/16,928464
2018/01/17,935659
2018/01/18,934319
2018/01/19,908658
2018/01/20,872600
2018/01/21,855463
2018/01/22,832437
2018/01/23,805447
2018/01/24,778391
2018/01/25,735019
2018/01/26,719699
2018/01/27,692639
2018/01/28,672592
2018/01/29,662024
2018/01/30,649660
2018/01/31,639978
2018/02/01,647310
2018/02/02,654464
2018/02/03,641096
2018/02/04,626785
2018/02/05,623707
2018/02/06,624076
2018/02/07,615640
2018/02/08,591700
2018/02/09,580553
2018/02/10,576816
2018/02/11,563136
2018/02/12,560492
2018/02/13,547332
2018/02/14,537611
2018/02/15,530792
2018/02/16,516903
2018/02/17,506698
2018/02/18,498370
2018/02/19,499056
2018/02/20,507986
2018/02/21,510225
2018/02/22,507282
2018/02/23,498880
2018/02/24,483271
2018/02/25,470450
2018/02/26,470042
2018/02/27,465775
2018/02/28,464704
2018/03/01,459577
2018/03/02,456070
2018/03/03,445002
2018/03/04,430394
2018/03/05,428642
2018/03/06,427985
2018/03/07,441570
2018/03/08,439249
2018/03/09,435485
2018/03/10,427276
2018/03/11,414655
2018/03/12,410292
2018/03/13,407774
2018/03/14,410748
2018/03/15,410213
2018/03/16,406297
2018/03/17,398096
2018/03/18,396051
2018/03/19,398875
2018/03/20,395797
2018/03/21,396887
2018/03/22,395280
2018/03/23,403756
2018/03/24,404579
2018/03/25,392884
2018/03/26,391350
2018/03/27,386244
2018/03/28,378654
2018/03/29,375931
2018/03/30,376166
2018/03/31,369797
2018/04/01,360451
2018/04/02,357108
2018/04/03,359013
2018/04/04,358151
2018/04/05,365756
2018/04/06,368978
2018/04/07,365709
2018/04/08,367391
2018/04/09,371754
2018/04/10,370988
2018/04/11,371602
2018/04/12,378955
2018/04/13,387011
2018/04/14,385669
2018/04/15,385439
2018/04/16,386722
2018/04/17,391021
2018/04/18,392766
2018/04/19,399032
2018/04/20,408355
2018/04/21,418119
2018/04/22,428463
2018/04/23,442228
2018/04/24,455658
2018/04/25,460130
2018/04/26,462505
2018/04/27,461254
2018/04/28,459934
2018/04/29,455126
2018/04/30,456263
2018/05/01,450942
2018/05/02,452706
2018/05/03,459442
2018/05/04,497305
2018/05/05,498625
2018/05/06,496085
2018/05/07,498272
2018/05/08,503196
2018/05/09,510220
2018/05/10,516274
2018/05/11,519402
2018/05/12,524331
2018/05/13,524659
2018/05/14,526867
2018/05/15,526684
2018/05/16,528730
2018/05/17,533700
2018/05/18,537112
2018/05/19,547772
2018/05/20,547499
2018/05/21,545104
2018/05/22,546848
2018/05/23,549729
2018/05/24,550434
2018/05/25,547417
2018/05/26,543884
2018/05/27,543825
2018/05/28,550411
2018/05/29,550403
2018/05/30,549548
2018/05/31,547693
2018/06/01,538920
2018/06/02,534880
2018/06/03,536082
2018/06/04,533109
2018/06/05,527837
2018/06/06,522127
2018/06/07,518863
2018/06/08,509596
2018/06/09,455262
2018/06/10,389517
2018/06/11,395189
2018/06/12,394802
2018/06/13,399124
2018/06/14,403075
2018/06/15,410775
2018/06/16,405434
2018/06/17,406213
2018/06/18,409272
2018/06/19,417760
2018/06/20,429086
2018/06/21,438860
2018/06/22,450867
2018/06/23,456225
2018/06/24,458221
2018/06/25,473328
2018/06/26,471268
2018/06/27,471659
2018/06/28,474594
2018/06/29,475270
2018/06/30,454868
2018/07/01,425704
2018/07/02,403996
2018/07/03,383950
2018/07/04,364972
2018/07/05,352718
2018/07/06,336375
2018/07/07,321418
2018/07/08,317019
2018/07/09,317795
2018/07/10,321183
2018/07/11,321993
2018/07/12,320215
2018/07/13,316379
2018/07/14,311744
2018/07/15,308005
2018/07/16,325099
2018/07/17,341909
2018/07/18,367736
2018/07/19,385197
2018/07/20,394020
2018/07/21,394758
2018/07/22,403241
2018/07/23,417524
2018/07/24,434503
2018/07/25,451158
2018/07/26,459596
2018/07/27,472394
2018/07/28,476050
2018/07/29,479098
2018/07/30,483325
2018/07/31,484972
2018/08/01,486309
2018/08/02,484825
2018/08/03,488833
2018/08/04,483670
2018/08/05,476171
2018/08/06,471130
2018/08/07,460709
2018/08/08,444887
2018/08/09,431234
2018/08/10,370708
2018/08/11,315144
2018/08/12,264045
2018/08/13,276877
2018/08/14,287094
2018/08/15,295709
2018/08/16,311079
2018/08/17,316817
2018/08/18,323838
2018/08/19,330311
2018/08/20,344199
2018/08/21,350819
2018/08/22,359459
2018/08/23,366620
2018/08/24,374826
2018/08/25,378929
2018/08/26,381263
2018/08/27,382898
2018/08/28,383840
2018/08/29,375757
2018/08/30,372562
2018/08/31,369761
2018/09/01,373499
2018/09/02,379273
2018/09/03,384402
2018/09/04,384642
2018/09/05,386352
2018/09/06,385276
2018/09/07,384084
2018/09/08,380204
2018/09/09,376590
2018/09/10,372927
2018/09/11,366728
2018/09/12,361492
2018/09/13,357919
2018/09/14,350783
2018/09/15,338208
2018/09/16,326474
2018/09/17,324335
2018/09/18,317871
2018/09/19,310849
2018/09/20,307633
2018/09/21,307442
2018/09/22,302297
2018/09/23,298048
2018/09/24,294528
2018/09/25,294234
2018/09/26,291397
2018/09/27,291012
2018/09/28,291823
2018/09/29,286794
2018/09/30,287618
2018/10/01,286044
2018/10/02,284062
2018/10/03,290329
2018/10/04,297331
2018/10/05,306860
2018/10/06,318985
2018/10/07,319176
2018/10/08,321910
2018/10/09,324720
2018/10/10,324199
2018/10/11,326774
2018/10/12,327273
2018/10/13,328162
2018/10/14,327173
2018/10/15,330995
2018/10/16,335226
2018/10/17,339061
2018/10/18,340371
2018/10/19,341036
2018/10/20,340649
2018/10/21,337926
2018/10/22,341816
2018/10/23,343279
2018/10/24,344128
2018/10/25,343633
2018/10/26,344252
2018/10/27,340395
2018/10/28,336912
2018/10/29,341813
2018/10/30,346317
2018/10/31,349546
2018/11/01,349893
2018/11/02,344542
2018/11/03,338130
2018/11/04,332712
2018/11/05,333612
2018/11/06,332837
2018/11/07,329867
2018/11/08,326308
2018/11/09,326186
2018/11/10,322674
2018/11/11,324663
2018/11/12,325250
2018/11/13,324498
2018/11/14,326179
2018/11/15,326847
2018/11/16,325863
2018/11/17,321993
2018/11/18,316224
2018/11/19,323387
2018/11/20,328143
2018/11/21,326752
2018/11/22,323943
2018/11/23,321901
2018/11/24,314883
2018/11/25,312446
2018/11/26,311224
2018/11/27,308361
2018/11/28,310231
2018/11/29,307445
2018/11/30,308623
2018/12/01,304348
2018/12/02,298854
2018/12/03,296867
2018/12/04,294627
2018/12/05,296468
2018/12/06,297685
2018/12/07,301348
2018/12/08,306674
2018/12/09,306811
2018/12/10,309933
2018/12/11,308516
2018/12/12,306990
2018/12/13,306099
2018/12/14,305319
2018/12/15,306175
2018/12/16,309213
2018/12/17,310003
2018/12/18,308057
2018/12/19,309766
2018/12/20,311633
2018/12/21,312167
2018/12/22,305970
2018/12/23,304406
2018/12/24,307799
2018/12/25,306115
2018/12/26,306098
2018/12/27,306086
2018/12/28,308610
2018/12/29,309260
2018/12/30,305099
2018/12/31,304005
2019/01/01,299088
2019/01/02,299988
2019/01/03,303727
2019/01/04,303291
2019/01/05,300887
2019/01/06,298546
2019/01/07,301052
2019/01/08,304863
2019/01/09,307828
2019/01/10,309883
2019/01/11,309534
2019/01/12,301824
2019/01/13,297168
2019/01/14,303158
2019/01/15,304771
2019/01/16,302195
2019/01/17,299230
2019/01/18,297705
2019/01/19,293845
2019/01/20,288467
2019/01/21,286581
2019/01/22,283472
2019/01/23,283237
2019/01/24,282373
2019/01/25,282755
2019/01/26,279652
2019/01/27,279208
2019/01/28,283985
2019/01/29,285299
2019/01/30,285506
2019/01/31,285557
2019/02/01,283668
2019/02/02,277986
2019/02/03,269963
2019/02/04,261270
2019/02/05,253734
2019/02/06,247751
2019/02/07,241589
2019/02/08,239272
2019/02/09,234568
2019/02/10,228014
2019/02/11,226147
2019/02/12,226112
2019/02/13,228115
2019/02/14,230365
2019/02/15,233949
2019/02/16,235449
2019/02/17,236094
2019/02/18,244636
2019/02/19,251588
2019/02/20,254816
2019/02/21,255978
2019/02/22,257683
2019/02/23,257418
2019/02/24,259550
2019/02/25,262065
2019/02/26,264311
2019/02/27,266570
2019/02/28,269313
2019/03/01,272518
2019/03/02,272855
2019/03/03,270064
2019/03/04,273585
2019/03/05,277615
2019/03/06,281329
2019/03/07,283891
2019/03/08,286500
2019/03/09,288243
2019/03/10,283647
2019/03/11,282813
2019/03/12,285254
2019/03/13,286722
2019/03/14,288568
2019/03/15,288590
2019/03/16,284748
2019/03/17,282792
2019/03/18,285866
2019/03/19,290235
2019/03/20,295959
2019/03/21,298147
2019/03/22,301081
2019/03/23,300076
2019/03/24,299537
2019/03/25,307123
2019/03/26,313019
2019/03/27,316913
2019/03/28,321868
2019/03/29,325354
2019/03/30,328130
2019/03/31,326604
2019/04/01,336383
2019/04/02,349579
2019/04/03,359257
2019/04/04,361372
2019/04/05,360829
2019/04/06,355435
2019/04/07,352525
2019/04/08,355485
2019/04/09,357467
2019/04/10,357056
2019/04/11,362397
2019/04/12,366957
2019/04/13,363354
2019/04/14,353248
2019/04/15,351295
2019/04/16,350008
2019/04/17,349863
2019/04/18,351017
2019/04/19,355821
2019/04/20,365913
2019/04/21,368589
2019/04/22,373741
2019/04/23,379041
2019/04/24,379595
2019/04/25,378104
2019/04/26,376519
2019/04/27,367234
2019/04/28,360020
2019/04/29,356199
2019/04/30,356657
2019/05/01,358894
2019/05/02,352643
2019/05/03,349138
2019/05/04,342529
2019/05/05,338445
2019/05/06,339299
2019/05/07,339879
2019/05/08,342761
2019/05/09,346514
2019/05/10,352949
2019/05/11,357712
2019/05/12,359426
2019/05/13,367918
2019/05/14,380651
2019/05/15,395325
2019/05/16,412888
2019/05/17,420981
2019/05/18,421609
2019/05/19,420049
2019/05/20,422969
2019/05/21,430222
2019/05/22,432525
2019/05/23,435157
2019/05/24,439537
2019/05/25,439721
2019/05/26,435189
2019/05/27,443519
2019/05/28,449714
2019/05/29,459517
2019/05/30,462634
2019/05/31,468932
2019/06/01,490826
2019/06/02,499557
2019/06/03,501005
2019/06/04,496845
2019/06/05,487067
2019/06/06,488136
2019/06/07,473491
2019/06/08,456470
2019/06/09,449044
2019/06/10,437922
2019/06/11,437227
2019/06/12,450707
2019/06/13,448729
2019/06/14,445508
2019/06/15,446692
2019/06/16,463851
2019/06/17,459586
2019/06/18,460974
2019/06/19,457487
2019/06/20,449806
2019/06/21,452007
2019/06/22,452047
2019/06/23,445507
2019/06/24,443881
2019/06/25,440703
2019/06/26,445503
2019/06/27,445575
2019/06/28,440326
2019/06/29,432875
2019/06/30,421235
2019/07/01,416633
2019/07/02,419838
2019/07/03,421259
2019/07/04,420043
2019/07/05,414550
2019/07/06,404917
2019/07/07,392691
2019/07/08,390156
2019/07/09,392531
2019/07/10,391734
2019/07/11,387822
2019/07/12,388610
2019/07/13,378323
2019/07/14,371769
2019/07/15,374276
2019/07/16,365897
2019/07/17,367312
2019/07/18,365803
2019/07/19,364052
2019/07/20,357215
2019/07/21,346979
2019/07/22,347128
2019/07/23,342971
2019/07/24,336681
2019/07/25,332013
2019/07/26,332461
2019/07/27,330773
2019/07/28,328205
2019/07/29,329567
2019/07/30,337718
2019/07/31,338660
2019/08/01,337567
2019/08/02,340248
2019/08/03,335364
2019/08/04,325039
2019/08/05,334657
2019/08/06,345231
2019/08/07,349788
2019/08/08,352959
2019/08/09,358384
2019/08/10,359140
2019/08/11,355533
2019/08/12,362336
2019/08/13,366584
2019/08/14,371507
2019/08/15,371940
2019/08/16,375500
2019/08/17,371648
2019/08/18,365568
2019/08/19,365767
2019/08/20,368208
2019/08/21,371512
2019/08/22,372660
2019/08/23,375871
2019/08/24,373602
2019/08/25,369348
2019/08/26,370953
2019/08/27,372620
2019/08/28,372380
2019/08/29,373160
2019/08/30,371602
2019/08/31,367274
2019/09/01,361217
2019/09/02,363093
2019/09/03,363865
2019/09/04,363221
2019/09/05,367874
2019/09/06,370850
2019/09/07,368413
2019/09/08,365234
2019/09/09,368392
2019/09/10,366290
2019/09/11,366709
2019/09/12,367766
2019/09/13,362172
2019/09/14,358019
2019/09/15,354349
2019/09/16,357884
2019/09/17,357510
2019/09/18,358454
2019/09/19,356966
2019/09/20,360154
2019/09/21,352224
2019/09/22,342563
2019/09/23,336218
2019/09/24,337394
2019/09/25,336632
2019/09/26,334188
2019/09/27,331752
2019/09/28,327237
2019/09/29,319836
2019/09/30,319712
2019/10/01,319774
2019/10/02,319261
2019/10/03,315024
2019/10/04,310652
2019/10/05,309398
2019/10/06,306144
2019/10/07,306177
2019/10/08,308723
2019/10/09,316269
2019/10/10,321011
2019/10/11,325429
2019/10/12,323755
2019/10/13,318812
2019/10/14,318727
2019/10/15,321592
2019/10/16,322315
2019/10/17,323068
2019/10/18,328631
2019/10/19,329059
2019/10/20,324556
2019/10/21,324931
2019/10/22,325007
2019/10/23,324895
2019/10/24,325077
2019/10/25,327022
2019/10/26,328516
2019/10/27,324662
2019/10/28,326538
