Date,sentinusd7stdUSD
2016/04/26,3662443
2016/04/27,3662166
2016/04/28,3336677
2016/04/29,3524148
2016/04/30,12144065
2016/05/01,12361653
2016/05/02,13123222
2016/05/03,12929590
2016/05/04,12014865
2016/05/05,10793210
2016/05/06,8508371
2016/05/07,6613730
2016/05/08,6645630
2016/05/09,6927689
2016/05/10,7644299
2016/05/11,11538728
2016/05/12,13814608
2016/05/13,47189969
2016/05/14,49005165
2016/05/15,48478115
2016/05/16,49285302
2016/05/17,50124562
2016/05/18,50759943
2016/05/19,50723289
2016/05/20,30561967
2016/05/21,17534754
2016/05/22,19163887
2016/05/23,18897778
2016/05/24,18297329
2016/05/25,18279811
2016/05/26,13796073
2016/05/27,12266248
2016/05/28,12209929
2016/05/29,10930703
2016/05/30,12213220
2016/05/31,12657890
2016/06/01,13447131
2016/06/02,15263497
2016/06/03,10915736
2016/06/04,5327879
2016/06/05,5656804
2016/06/06,5188769
2016/06/07,5474805
2016/06/08,16898025
2016/06/09,16938513
2016/06/10,16788245
2016/06/11,16621749
2016/06/12,16070082
2016/06/13,15459736
2016/06/14,16974064
2016/06/15,12543808
2016/06/16,13700720
2016/06/17,39820166
2016/06/18,44434147
2016/06/19,43155274
2016/06/20,41410958
2016/06/21,42221844
2016/06/22,39645808
2016/06/23,40657181
2016/06/24,31196079
2016/06/25,10230700
2016/06/26,14295685
2016/06/27,13889016
2016/06/28,13763821
2016/06/29,10008301
2016/06/30,8390446
2016/07/01,8596200
2016/07/02,9122604
2016/07/03,9731273
2016/07/04,9692173
2016/07/05,20254598
2016/07/06,20324314
2016/07/07,20404900
2016/07/08,20802396
2016/07/09,20620704
2016/07/10,20416587
2016/07/11,20686644
2016/07/12,3132920
2016/07/13,2541336
2016/07/14,2685483
2016/07/15,26626787
2016/07/16,26256001
2016/07/17,26055263
2016/07/18,28159911
2016/07/19,68872142
2016/07/20,114674098
2016/07/21,112353999
2016/07/22,112711535
2016/07/23,107557428
2016/07/24,122280415
2016/07/25,118109903
2016/07/26,168044554
2016/07/27,166184341
2016/07/28,148654688
2016/07/29,140556476
2016/07/30,136936248
2016/07/31,145853369
2016/08/01,149591401
2016/08/02,74021394
2016/08/03,43094245
2016/08/04,43091635
2016/08/05,44752194
2016/08/06,53171416
2016/08/07,57971558
2016/08/08,61032245
2016/08/09,41154088
2016/08/10,26519110
2016/08/11,27517656
2016/08/12,26866336
2016/08/13,25811963
2016/08/14,27066402
2016/08/15,29037364
2016/08/16,32395586
2016/08/17,21281975
2016/08/18,10707994
2016/08/19,8827717
2016/08/20,6687297
2016/08/21,18456886
2016/08/22,18961822
2016/08/23,26693498
2016/08/24,28270301
2016/08/25,28880467
2016/08/26,27160500
2016/08/27,28534252
2016/08/28,27056946
2016/08/29,27014298
2016/08/30,8363389
2016/08/31,8301990
2016/09/01,11308633
2016/09/02,10948554
2016/09/03,10567301
2016/09/04,9525458
2016/09/05,10446671
2016/09/06,9953832
2016/09/07,10481915
2016/09/08,8104930
2016/09/09,7105082
2016/09/10,7540316
2016/09/11,5962044
2016/09/12,5897454
2016/09/13,5911997
2016/09/14,6047232
2016/09/15,2979991
2016/09/16,13086325
2016/09/17,12757244
2016/09/18,13593596
2016/09/19,13496982
2016/09/20,28567418
2016/09/21,36433651
2016/09/22,33201298
2016/09/23,33211041
2016/09/24,31206652
2016/09/25,30205969
2016/09/26,27974674
2016/09/27,25880821
2016/09/28,13480133
2016/09/29,13727893
2016/09/30,15930740
2016/10/01,17667833
2016/10/02,15513630
2016/10/03,17693758
2016/10/04,18731319
2016/10/05,14044166
2016/10/06,9529971
2016/10/07,9537295
2016/10/08,9398973
2016/10/09,14615592
2016/10/10,17415709
2016/10/11,17235338
2016/10/12,17886977
2016/10/13,17829984
2016/10/14,16359235
2016/10/15,15995718
2016/10/16,15640757
2016/10/17,14596171
2016/10/18,17126885
2016/10/19,17275149
2016/10/20,18391625
2016/10/21,17892474
2016/10/22,19455315
2016/10/23,20585591
2016/10/24,19865797
2016/10/25,5678719
2016/10/26,4861567
2016/10/27,5097964
2016/10/28,7769259
2016/10/29,9534327
2016/10/30,11754100
2016/10/31,10311598
2016/11/01,14236399
2016/11/02,22900130
2016/11/03,61337472
2016/11/04,62194054
2016/11/05,64206581
2016/11/06,67416714
2016/11/07,68669322
2016/11/08,70768285
2016/11/09,69166592
2016/11/10,10035590
2016/11/11,22431671
2016/11/12,22155163
2016/11/13,20997566
2016/11/14,21417833
2016/11/15,20834337
2016/11/16,20554674
2016/11/17,23490993
2016/11/18,15791273
2016/11/19,16217311
2016/11/20,16900197
2016/11/21,16695171
2016/11/22,19031000
2016/11/23,19893990
2016/11/24,15533631
2016/11/25,15453600
2016/11/26,15806875
2016/11/27,15723155
2016/11/28,15564751
2016/11/29,11780276
2016/11/30,5304559
2016/12/01,5243025
2016/12/02,13045738
2016/12/03,22348563
2016/12/04,21312748
2016/12/05,20797675
2016/12/06,25140416
2016/12/07,23065236
2016/12/08,19473158
2016/12/09,19861337
2016/12/10,19231679
2016/12/11,18524855
2016/12/12,20429537
2016/12/13,9940836
2016/12/14,10339408
2016/12/15,8911656
2016/12/16,6194492
2016/12/17,10369214
2016/12/18,10523130
2016/12/19,10123140
2016/12/20,9818672
2016/12/21,8854576
2016/12/22,11423926
2016/12/23,22645327
2016/12/24,22722305
2016/12/25,24392114
2016/12/26,25499865
2016/12/27,25578658
2016/12/28,25559540
2016/12/29,28423740
2016/12/30,20989549
2016/12/31,31054915
2017/01/01,29382714
2017/01/02,25623289
2017/01/03,24518774
2017/01/04,41345485
2017/01/05,51590663
2017/01/06,51818398
2017/01/07,52337457
2017/01/08,48575522
2017/01/09,42681894
2017/01/10,42220588
2017/01/11,37488973
2017/01/12,26795947
2017/01/13,19071287
2017/01/14,28041355
2017/01/15,34315131
2017/01/16,35628555
2017/01/17,31405221
2017/01/18,24833556
2017/01/19,11536073
2017/01/20,14338023
2017/01/21,14215855
2017/01/22,13287635
2017/01/23,12945060
2017/01/24,13210460
2017/01/25,13076434
2017/01/26,13001770
2017/01/27,1743442
2017/01/28,3147501
2017/01/29,3031958
2017/01/30,3332170
2017/01/31,4513037
2017/02/01,5236713
2017/02/02,5583907
2017/02/03,7485316
2017/02/04,8105483
2017/02/05,8352601
2017/02/06,6801973
2017/02/07,6757318
2017/02/08,6754863
2017/02/09,6637128
2017/02/10,6763181
2017/02/11,5993158
2017/02/12,4209816
2017/02/13,4145222
2017/02/14,20535422
2017/02/15,31605693
2017/02/16,30925809
2017/02/17,30465771
2017/02/18,26834812
2017/02/19,22966792
2017/02/20,16784672
2017/02/21,18217088
2017/02/22,11693498
2017/02/23,11390946
2017/02/24,25315259
2017/02/25,24341252
2017/02/26,23784074
2017/02/27,65013810
2017/02/28,104093381
2017/03/01,121624474
2017/03/02,179110959
2017/03/03,208261053
2017/03/04,177551111
2017/03/05,135903865
2017/03/06,127151096
2017/03/07,122001170
2017/03/08,118660749
2017/03/09,106099277
2017/03/10,79821291
2017/03/11,98779720
2017/03/12,215548312
2017/03/13,264508021
2017/03/14,258124803
2017/03/15,249211635
2017/03/16,693370159
2017/03/17,684872330
2017/03/18,697786173
2017/03/19,760039452
2017/03/20,788670464
2017/03/21,741488966
2017/03/22,691769827
2017/03/23,457760931
2017/03/24,456938173
2017/03/25,340435130
2017/03/26,258062674
2017/03/27,173916328
2017/03/28,173958910
2017/03/29,181537242
2017/03/30,267547464
2017/03/31,267746210
2017/04/01,291567011
2017/04/02,275266002
2017/04/03,266364462
2017/04/04,344569899
2017/04/05,353163979
2017/04/06,304166209
2017/04/07,403540102
2017/04/08,442181440
2017/04/09,427574787
2017/04/10,347986157
2017/04/11,347522385
2017/04/12,327306587
2017/04/13,102600458
2017/04/14,68996702
2017/04/15,133057717
2017/04/16,207867249
2017/04/17,222099234
2017/04/18,239608241
2017/04/19,286209495
2017/04/20,342108980
2017/04/21,345407935
2017/04/22,324665132
2017/04/23,252709939
2017/04/24,137451317
2017/04/25,138660260
2017/04/26,175948528
2017/04/27,361137148
2017/04/28,481837799
2017/04/29,521282830
2017/04/30,557723859
2017/05/01,908658589
2017/05/02,838366997
2017/05/03,780036869
2017/05/04,795915307
2017/05/05,796554109
2017/05/06,635704011
2017/05/07,463995409
2017/05/08,452923484
2017/05/09,435764499
2017/05/10,449659298
2017/05/11,459353263
2017/05/12,345417697
2017/05/13,484164181
2017/05/14,582927162
2017/05/15,564323893
2017/05/16,629951029
2017/05/17,666975798
2017/05/18,658102530
2017/05/19,678597339
2017/05/20,670247286
2017/05/21,672251285
2017/05/22,2101631803
2017/05/23,2176714365
2017/05/24,2178667313
2017/05/25,1919469586
2017/05/26,1822143989
2017/05/27,1586816471
2017/05/28,1605933912
2017/05/29,1070014886
2017/05/30,1052855140
2017/05/31,2274721689
2017/06/01,2390327324
2017/06/02,2460361240
2017/06/03,2297954028
2017/06/04,1956940902
2017/06/05,1561632285
2017/06/06,1506446065
2017/06/07,1308785177
2017/06/08,1287502189
2017/06/09,1244230858
2017/06/10,1265729770
2017/06/11,1067134520
2017/06/12,3897850852
2017/06/13,4506974975
2017/06/14,4480537564
2017/06/15,4357462027
2017/06/16,4149773764
2017/06/17,4027627402
2017/06/18,4257218904
2017/06/19,3370262506
2017/06/20,2416149806
2017/06/21,3193737149
2017/06/22,2765200727
2017/06/23,1904081927
2017/06/24,1901574008
2017/06/25,2473918937
2017/06/26,2386622682
2017/06/27,1528802408
2017/06/28,1429526810
2017/06/29,1491390105
2017/06/30,1449192577
2017/07/01,1310017562
2017/07/02,900960207
2017/07/03,3018317227
2017/07/04,3344571315
2017/07/05,3580243337
2017/07/06,3704972499
2017/07/07,3771242332
2017/07/08,3876788035
2017/07/09,4143638408
2017/07/10,2740066917
2017/07/11,1069526631
2017/07/12,1142794028
2017/07/13,2059115113
2017/07/14,2688904875
2017/07/15,2780296286
2017/07/16,2024399578
2017/07/17,1758341817
2017/07/18,1622481697
2017/07/19,1004754319
2017/07/20,1009681272
2017/07/21,980814963
2017/07/22,2684786245
2017/07/23,3211386105
2017/07/24,3284484594
2017/07/25,3183918895
2017/07/26,2983942692
2017/07/27,2952755029
2017/07/28,2983282881
2017/07/29,2131584117
2017/07/30,1347645166
2017/07/31,2116293672
2017/08/01,2193017661
2017/08/02,2355924250
2017/08/03,2333051250
2017/08/04,1675328595
2017/08/05,738050237
2017/08/06,432969896
2017/08/07,582985805
2017/08/08,911580633
2017/08/09,1162854809
2017/08/10,3275321302
2017/08/11,8030873968
2017/08/12,8050153108
2017/08/13,7706400473
2017/08/14,6901074193
2017/08/15,6173254390
2017/08/16,5709933690
2017/08/17,6175671886
2017/08/18,3619660563
2017/08/19,3539390499
2017/08/20,2624948223
2017/08/21,1617121383
2017/08/22,1250463308
2017/08/23,1179919637
2017/08/24,1032872487
2017/08/25,743965825
2017/08/26,1503290442
2017/08/27,2642481191
2017/08/28,4828414014
2017/08/29,5093559338
2017/08/30,7557201386
2017/08/31,7216146364
2017/09/01,6685484842
2017/09/02,5411940580
2017/09/03,6118862546
2017/09/04,5987523703
2017/09/05,6090784343
2017/09/06,1637539879
2017/09/07,1571324943
2017/09/08,1224088030
2017/09/09,1566901664
2017/09/10,1333994528
2017/09/11,1351895034
2017/09/12,1360895951
2017/09/13,1888010270
2017/09/14,1890822501
2017/09/15,1892392519
2017/09/16,1752744206
2017/09/17,1578920569
2017/09/18,1918201970
2017/09/19,1844007622
2017/09/20,1823092513
2017/09/21,1982568476
2017/09/22,2078536103
2017/09/23,2200687911
2017/09/24,2382628642
2017/09/25,1460835282
2017/09/26,568906080
2017/09/27,544034732
2017/09/28,678245327
2017/09/29,663307164
2017/09/30,705832465
2017/10/01,968815841
2017/10/02,974208801
2017/10/03,3203750117
2017/10/04,3366876842
2017/10/05,3373985088
2017/10/06,3338021741
2017/10/07,3268414334
2017/10/08,2962510989
2017/10/09,2795717958
2017/10/10,1236720587
2017/10/11,600601467
2017/10/12,678549126
2017/10/13,1299517085
2017/10/14,1097041857
2017/10/15,982568811
2017/10/16,1151046208
2017/10/17,1170062803
2017/10/18,1340035362
2017/10/19,1336216818
2017/10/20,1114415861
2017/10/21,1144813506
2017/10/22,1223217153
2017/10/23,998721979
2017/10/24,1014976084
2017/10/25,788949352
2017/10/26,755127652
2017/10/27,2354997613
2017/10/28,2996809238
2017/10/29,3358238687
2017/10/30,3244726198
2017/10/31,2663439428
2017/11/01,3255511200
2017/11/02,3903261388
2017/11/03,4094198061
2017/11/04,3846677762
2017/11/05,3433863311
2017/11/06,2783166907
2017/11/07,1649393760
2017/11/08,1477155862
2017/11/09,2305346874
2017/11/10,2379291630
2017/11/11,2289629628
2017/11/12,2339811514
2017/11/13,2203498865
2017/11/14,1787114379
2017/11/15,1848642831
2017/11/16,1585962614
2017/11/17,1637419243
2017/11/18,1554764760
2017/11/19,1451631545
2017/11/20,1547940493
2017/11/21,1285727772
2017/11/22,1415114263
2017/11/23,1593100781
2017/11/24,1585845089
2017/11/25,1658966378
2017/11/26,1190433292
2017/11/27,2305576226
2017/11/28,3717290088
2017/11/29,4947690017
2017/11/30,4826914743
2017/12/01,3935188895
2017/12/02,3442367276
2017/12/03,2396944885
2017/12/04,2348507997
2017/12/05,4805418989
2017/12/06,4483229287
2017/12/07,4778071020
2017/12/08,5196366017
2017/12/09,5005919025
2017/12/10,4242575775
2017/12/11,2230649046
2017/12/12,3179939667
2017/12/13,3479580202
2017/12/14,4483963877
2017/12/15,4506136891
2017/12/16,4062277321
2017/12/17,3232110247
2017/12/18,1844471736
2017/12/19,2535747808
2017/12/20,3425978003
2017/12/21,4050948213
2017/12/22,4135868209
2017/12/23,3788381216
2017/12/24,4167859079
2017/12/25,4833134837
2017/12/26,4816264703
2017/12/27,4291880991
2017/12/28,3609026959
2017/12/29,4105056512
2017/12/30,5072112664
2017/12/31,4648876774
2018/01/01,4006082618
2018/01/02,4402415838
2018/01/03,4757759744
2018/01/04,8067186934
2018/01/05,9384722614
2018/01/06,9588733256
2018/01/07,8102228184
2018/01/08,5476044396
2018/01/09,5315660274
2018/01/10,5772728122
2018/01/11,5785330058
2018/01/12,6051888216
2018/01/13,6757357842
2018/01/14,12410246460
2018/01/15,12710183161
2018/01/16,12842972462
2018/01/17,12820269242
2018/01/18,13099181349
2018/01/19,14290876682
2018/01/20,15232467241
2018/01/21,7003827155
2018/01/22,6936051983
2018/01/23,5535708714
2018/01/24,4017336491
2018/01/25,3219880726
2018/01/26,3479638104
2018/01/27,3572893128
2018/01/28,3602767176
2018/01/29,3657007836
2018/01/30,3808961892
2018/01/31,3832161326
2018/02/01,2018160003
2018/02/02,1979875814
2018/02/03,2600267781
2018/02/04,3996404498
2018/02/05,4274506160
2018/02/06,4101989992
2018/02/07,3950153975
2018/02/08,4156786858
2018/02/09,2076155918
2018/02/10,1929828530
2018/02/11,2231060910
2018/02/12,2140987482
2018/02/13,1917235414
2018/02/14,1632908424
2018/02/15,1389135745
2018/02/16,1417155467
2018/02/17,1360160437
2018/02/18,1140088537
2018/02/19,1256325600
2018/02/20,883530448
2018/02/21,913435062
2018/02/22,656008760
2018/02/23,1162276882
2018/02/24,1491565861
2018/02/25,2022829346
2018/02/26,2151711579
2018/02/27,2223666755
2018/02/28,2174225177
2018/03/01,1013259006
2018/03/02,814049777
2018/03/03,677250830
2018/03/04,757662153
2018/03/05,436010990
2018/03/06,510259923
2018/03/07,543594811
2018/03/08,527942155
2018/03/09,525293654
2018/03/10,554921944
2018/03/11,616132564
2018/03/12,614749087
2018/03/13,739276476
2018/03/14,692877234
2018/03/15,692438354
2018/03/16,724392265
2018/03/17,751325033
2018/03/18,729740322
2018/03/19,722428405
2018/03/20,474419784
2018/03/21,455327597
2018/03/22,474763466
2018/03/23,451182235
2018/03/24,486554835
2018/03/25,477342972
2018/03/26,394353445
2018/03/27,427985420
2018/03/28,449545521
2018/03/29,460965011
2018/03/30,449440016
2018/03/31,463615451
2018/04/01,479628511
2018/04/02,528895668
2018/04/03,469744599
2018/04/04,384202974
2018/04/05,259809101
2018/04/06,137168257
2018/04/07,199034296
2018/04/08,198244652
2018/04/09,211733552
2018/04/10,178427142
2018/04/11,181268253
2018/04/12,397463813
2018/04/13,533118800
2018/04/14,487878840
2018/04/15,466456378
2018/04/16,461409567
2018/04/17,426506010
2018/04/18,419921781
2018/04/19,410249465
2018/04/20,485488689
2018/04/21,418330556
2018/04/22,364688453
2018/04/23,787885924
2018/04/24,887093034
2018/04/25,863696249
2018/04/26,813309015
2018/04/27,806237147
2018/04/28,762906433
2018/04/29,612191233
2018/04/30,473881152
2018/05/01,297800228
2018/05/02,413067704
2018/05/03,661629409
2018/05/04,761530120
2018/05/05,723083304
2018/05/06,698137957
2018/05/07,781203998
2018/05/08,693951579
2018/05/09,696547895
2018/05/10,630463958
2018/05/11,562426237
2018/05/12,665033245
2018/05/13,811887425
2018/05/14,592002104
2018/05/15,575537730
2018/05/16,546356028
2018/05/17,490610006
2018/05/18,438836323
2018/05/19,500820817
2018/05/20,476340313
2018/05/21,361150210
2018/05/22,401575306
2018/05/23,559474872
2018/05/24,560023814
2018/05/25,564947720
2018/05/26,585564788
2018/05/27,539380176
2018/05/28,561689808
2018/05/29,528650338
2018/05/30,381873674
2018/05/31,390439591
2018/06/01,417380283
2018/06/02,433541161
2018/06/03,575575038
2018/06/04,520147505
2018/06/05,521931586
2018/06/06,544563169
2018/06/07,545594169
2018/06/08,536952877
2018/06/09,555296037
2018/06/10,441877377
2018/06/11,440554676
2018/06/12,517549316
2018/06/13,745282339
2018/06/14,895319988
2018/06/15,937649005
2018/06/16,903018637
2018/06/17,1057147262
2018/06/18,1132611005
2018/06/19,1142132786
2018/06/20,995606215
2018/06/21,714792524
2018/06/22,377968083
2018/06/23,434896111
2018/06/24,357936477
2018/06/25,351742485
2018/06/26,358074600
2018/06/27,348875724
2018/06/28,357046802
2018/06/29,276296300
2018/06/30,301903940
2018/07/01,405455026
2018/07/02,318586491
2018/07/03,312895418
2018/07/04,297851622
2018/07/05,296643951
2018/07/06,252560116
2018/07/07,263272131
2018/07/08,202229300
2018/07/09,220156961
2018/07/10,222336260
2018/07/11,233677191
2018/07/12,246802625
2018/07/13,257694542
2018/07/14,302576336
2018/07/15,363462298
2018/07/16,349109129
2018/07/17,349746993
2018/07/18,457977120
2018/07/19,461330527
2018/07/20,454018733
2018/07/21,419257176
2018/07/22,357553466
2018/07/23,355069593
2018/07/24,347073544
2018/07/25,264820174
2018/07/26,261536291
2018/07/27,233696956
2018/07/28,288560349
2018/07/29,332402251
2018/07/30,324369972
2018/07/31,554754234
2018/08/01,552647829
2018/08/02,550423989
2018/08/03,556716513
2018/08/04,550413475
2018/08/05,548778199
2018/08/06,555378731
2018/08/07,211067062
2018/08/08,258613208
2018/08/09,240756920
2018/08/10,256108575
2018/08/11,227308561
2018/08/12,246891717
2018/08/13,281683280
2018/08/14,322033975
2018/08/15,308698042
2018/08/16,332344236
2018/08/17,330936058
2018/08/18,375589944
2018/08/19,412591612
2018/08/20,376069940
2018/08/21,263852244
2018/08/22,195135368
2018/08/23,193401498
2018/08/24,148317600
2018/08/25,156540805
2018/08/26,138830206
2018/08/27,143357694
2018/08/28,144395087
2018/08/29,133234876
2018/08/30,133480439
2018/08/31,136086425
2018/09/01,124257481
2018/09/02,123438054
2018/09/03,149480350
2018/09/04,342183405
2018/09/05,366956809
2018/09/06,380881592
2018/09/07,370125043
2018/09/08,340354971
2018/09/09,270509348
2018/09/10,277233165
2018/09/11,191325844
2018/09/12,194876121
2018/09/13,155565333
2018/09/14,148167873
2018/09/15,192176839
2018/09/16,240137116
2018/09/17,238748840
2018/09/18,240333744
2018/09/19,138786407
2018/09/20,121246736
2018/09/21,244540874
2018/09/22,236742076
2018/09/23,217495386
2018/09/24,218767783
2018/09/25,215794558
2018/09/26,202557064
2018/09/27,207189414
2018/09/28,63225043
2018/09/29,77543791
2018/09/30,85806514
2018/10/01,82465709
2018/10/02,97373506
2018/10/03,84518893
2018/10/04,82815863
2018/10/05,68886195
2018/10/06,84819292
2018/10/07,103510680
2018/10/08,117005347
2018/10/09,109115224
2018/10/10,106399526
2018/10/11,245879014
2018/10/12,247209780
2018/10/13,249042691
2018/10/14,244823353
2018/10/15,342830024
2018/10/16,338056000
2018/10/17,330480046
2018/10/18,298715866
2018/10/19,303585821
2018/10/20,286805087
2018/10/21,244332179
2018/10/22,135807259
2018/10/23,119868086
2018/10/24,119162390
2018/10/25,96409350
2018/10/26,95680504
2018/10/27,142211863
2018/10/28,160448063
2018/10/29,170321824
2018/10/30,169454544
2018/10/31,169825285
2018/11/01,137549204
2018/11/02,143594970
2018/11/03,136763867
2018/11/04,106560891
2018/11/05,152627532
2018/11/06,156747210
2018/11/07,175942767
2018/11/08,171498251
2018/11/09,172489690
2018/11/10,164136672
2018/11/11,187356334
2018/11/12,159647101
2018/11/13,155277293
2018/11/14,220651036
2018/11/15,262984066
2018/11/16,260968012
2018/11/17,258015814
2018/11/18,230329597
2018/11/19,341068677
2018/11/20,392043072
2018/11/21,388802949
2018/11/22,402249749
2018/11/23,405512531
2018/11/24,394217319
2018/11/25,377772141
2018/11/26,309664470
2018/11/27,147386049
2018/11/28,101209314
2018/11/29,111860745
2018/11/30,1149142686
2018/12/01,1375254003
2018/12/02,1430877317
2018/12/03,1454666414
2018/12/04,1464785967
2018/12/05,1478093042
2018/12/06,1484711465
2018/12/07,1066830670
2018/12/08,165962088
2018/12/09,144988757
2018/12/10,149796348
2018/12/11,153908604
2018/12/12,162974813
2018/12/13,140252765
2018/12/14,33717587
2018/12/15,64106282
2018/12/16,79464112
2018/12/17,106225832
2018/12/18,121982845
2018/12/19,192877468
2018/12/20,243482619
2018/12/21,277030565
2018/12/22,250282734
2018/12/23,191772372
2018/12/24,222451066
2018/12/25,220825249
2018/12/26,239304173
2018/12/27,230671092
2018/12/28,203117257
2018/12/29,202976056
2018/12/30,238419889
2018/12/31,178445099
2019/01/01,194556324
2019/01/02,199097387
2019/01/03,200768158
2019/01/04,261835750
2019/01/05,318480123
2019/01/06,288002650
2019/01/07,268513521
2019/01/08,223139024
2019/01/09,237487091
2019/01/10,232433453
2019/01/11,210195623
2019/01/12,178018185
2019/01/13,207129502
2019/01/14,209943252
2019/01/15,212175261
2019/01/16,212455749
2019/01/17,203575020
2019/01/18,150457320
2019/01/19,153130690
2019/01/20,154984777
2019/01/21,99791762
2019/01/22,88174220
2019/01/23,46557721
2019/01/24,54741021
2019/01/25,54737656
2019/01/26,69961089
2019/01/27,69593488
2019/01/28,112492574
2019/01/29,111084578
2019/01/30,111180911
2019/01/31,108436979
2019/02/01,110734402
2019/02/02,120119001
2019/02/03,137530060
2019/02/04,115887298
2019/02/05,121558588
2019/02/06,102583066
2019/02/07,69258986
2019/02/08,85022112
2019/02/09,84219442
2019/02/10,84611370
2019/02/11,89007143
2019/02/12,69357346
2019/02/13,73587675
2019/02/14,66272978
2019/02/15,58214633
2019/02/16,60987745
2019/02/17,61752244
2019/02/18,171744773
2019/02/19,208539476
2019/02/20,210758333
2019/02/21,204017625
2019/02/22,188768194
2019/02/23,144704705
2019/02/24,142387311
2019/02/25,179261164
2019/02/26,188817236
2019/02/27,191999202
2019/02/28,190956998
2019/03/01,202431414
2019/03/02,213949075
2019/03/03,208825291
2019/03/04,127141805
2019/03/05,126332118
2019/03/06,91563179
2019/03/07,85067894
2019/03/08,92179209
2019/03/09,69917525
2019/03/10,65989566
2019/03/11,69282827
2019/03/12,70546740
2019/03/13,71334221
2019/03/14,71851611
2019/03/15,64984659
2019/03/16,59601750
2019/03/17,54512546
2019/03/18,68831483
2019/03/19,69560903
2019/03/20,103576995
2019/03/21,106870769
2019/03/22,108231218
2019/03/23,106822204
2019/03/24,107021782
2019/03/25,114606948
2019/03/26,103051811
2019/03/27,88886359
2019/03/28,87457495
2019/03/29,85707753
2019/03/30,87131292
2019/03/31,54713226
2019/04/01,41146634
2019/04/02,209655735
2019/04/03,301916210
2019/04/04,288079897
2019/04/05,279152873
2019/04/06,292218688
2019/04/07,270120698
2019/04/08,283472226
2019/04/09,276350301
2019/04/10,228271847
2019/04/11,227688320
2019/04/12,231887289
2019/04/13,257670072
2019/04/14,289874812
2019/04/15,226354995
2019/04/16,180985094
2019/04/17,152425879
2019/04/18,136047728
2019/04/19,133615094
2019/04/20,106699283
2019/04/21,83728357
2019/04/22,81245976
2019/04/23,103019816
2019/04/24,159575837
2019/04/25,171059977
2019/04/26,248348720
2019/04/27,257595721
2019/04/28,250189323
2019/04/29,244036698
2019/04/30,244252964
2019/05/01,235658110
2019/05/02,246630170
2019/05/03,123780822
2019/05/04,113480774
2019/05/05,131944676
2019/05/06,140130649
2019/05/07,195693282
2019/05/08,212029563
2019/05/09,199485641
2019/05/10,199485236
2019/05/11,298887293
2019/05/12,232284117
2019/05/13,259880118
2019/05/14,272722085
2019/05/15,371021305
2019/05/16,840749440
2019/05/17,781483381
2019/05/18,837157096
2019/05/19,823871118
2019/05/20,821802808
2019/05/21,823703803
2019/05/22,833322580
2019/05/23,328619544
2019/05/24,164287032
2019/05/25,203510532
2019/05/26,201960257
2019/05/27,238892419
2019/05/28,237307843
2019/05/29,345232716
2019/05/30,399592260
