Date,mediantransactionvalue90momUSD
2016/07/05,-0.42
2016/07/06,-0.02
2016/07/07,0.054
2016/07/08,-1.665
2016/07/09,1.945
2016/07/10,2.161
2016/07/11,2.596
2016/07/12,2.189
2016/07/13,1.985
2016/07/14,-1.685
2016/07/15,3.426
2016/07/16,-0.705
2016/07/17,2.069
2016/07/18,2.148
2016/07/19,2.905
2016/07/20,-5.762
2016/07/21,1.588
2016/07/22,5.306
2016/07/23,5.288
2016/07/24,5.663
2016/07/25,5.923
2016/07/26,5.291
2016/07/27,5.009
2016/07/28,5.2
2016/07/29,2.666
2016/07/30,2.682
2016/07/31,2.436
2016/08/01,1.778
2016/08/02,0.73
2016/08/03,-5.675
2016/08/04,1.031
2016/08/05,1.472
2016/08/06,1.354
2016/08/07,1.408
2016/08/08,1.539
2016/08/09,1.933
2016/08/10,0.726
2016/08/11,-1.375
2016/08/12,-3.39
2016/08/13,-2.644
2016/08/14,0.859
2016/08/15,-2.317
2016/08/16,-8.537
2016/08/17,-8.473
2016/08/18,-9.214
2016/08/19,-6.792
2016/08/20,-6
2016/08/21,-6.406
2016/08/22,-6.323
2016/08/23,-6.871
2016/08/24,-1.763
2016/08/25,-7.541
2016/08/26,3.308
2016/08/27,-2.433
2016/08/28,-2.531
2016/08/29,-9.415
2016/08/30,-9.213
2016/08/31,-5.961
2016/09/01,-1.528
2016/09/02,-7.107
2016/09/03,-5.235
2016/09/04,-8.362
2016/09/05,3.423
2016/09/06,-10.22
2016/09/07,-12.111
2016/09/08,-10.659
2016/09/09,-11.291
2016/09/10,-2.947
2016/09/11,-4.718
2016/09/12,-9.527
2016/09/13,-6.352
2016/09/14,-16.725
2016/09/15,-2.666
2016/09/16,-5.075
2016/09/17,-3.174
2016/09/18,1.74
2016/09/19,0.963
2016/09/20,-0.504
2016/09/21,0.807
2016/09/22,-5.043
2016/09/23,-0.808
2016/09/24,5.084
2016/09/25,-0.724
2016/09/26,-0.202
2016/09/27,9.115
2016/09/28,12.027
2016/09/29,1.175
2016/09/30,1.308
2016/10/01,-6.572
2016/10/02,1.643
2016/10/03,2.783
2016/10/04,-10.581
2016/10/05,-0.041
2016/10/06,-1.654
2016/10/07,1.873
2016/10/08,1.41
2016/10/09,1.752
2016/10/10,1.857
2016/10/11,1.492
2016/10/12,3.058
2016/10/13,-10.726
2016/10/14,4.848
2016/10/15,0.959
2016/10/16,0.746
2016/10/17,0.297
2016/10/18,4.714
2016/10/19,2.359
2016/10/20,-1.37
2016/10/21,-10.313
2016/10/22,-1.467
2016/10/23,-1.382
2016/10/24,-8.896
2016/10/25,-4.442
2016/10/26,-1.233
2016/10/27,0.459
2016/10/28,-0.224
2016/10/29,-1.488
2016/10/30,-0.937
2016/10/31,0.787
2016/11/01,1.737
2016/11/02,-3.763
2016/11/03,-0.036
2016/11/04,0.313
2016/11/05,0.149
2016/11/06,0.049
2016/11/07,-0.784
2016/11/08,-0.088
2016/11/09,1.137
2016/11/10,3.533
2016/11/11,2.869
2016/11/12,-1.337
2016/11/13,0.496
2016/11/14,5.402
2016/11/15,4.483
2016/11/16,4.876
2016/11/17,3.14
2016/11/18,1.572
2016/11/19,1.698
2016/11/20,2.664
2016/11/21,4.017
2016/11/22,-2.759
2016/11/23,-3.341
2016/11/24,5.086
2016/11/25,-4.62
2016/11/26,-2.504
2016/11/27,-0.532
2016/11/28,-1.046
2016/11/29,-3.802
2016/11/30,-6.761
2016/12/01,5.907
2016/12/02,-0.545
2016/12/03,2.392
2016/12/04,-4.022
2016/12/05,2.98
2016/12/06,4.556
2016/12/07,5.109
2016/12/08,5.926
2016/12/09,0.002
2016/12/10,-3.596
2016/12/11,0.783
2016/12/12,-3.637
2016/12/13,1.658
2016/12/14,0.807
2016/12/15,1.542
2016/12/16,-1.989
2016/12/17,-2.419
2016/12/18,-5.095
2016/12/19,-9.753
2016/12/20,-8.598
2016/12/21,1.377
2016/12/22,-11.719
2016/12/23,-5.878
2016/12/24,-5.895
2016/12/25,-5.699
2016/12/26,-5.829
2016/12/27,-8.33
2016/12/28,-8.548
2016/12/29,-5.216
2016/12/30,-0.786
2016/12/31,-5.178
2017/01/01,-5.006
2017/01/02,8.183
2017/01/03,-4.233
2017/01/04,3.915
2017/01/05,-2.211
2017/01/06,-2.247
2017/01/07,-2.529
2017/01/08,-1.858
2017/01/09,-1.517
2017/01/10,-3.494
2017/01/11,8.875
2017/01/12,-7.162
2017/01/13,-9.065
2017/01/14,-3.015
2017/01/15,-7.114
2017/01/16,2.183
2017/01/17,-5.79
2017/01/18,-1.922
2017/01/19,6.99
2017/01/20,-1.596
2017/01/21,-1.29
2017/01/22,1.131
2017/01/23,-1.014
2017/01/24,-7.942
2017/01/25,-6.211
2017/01/26,-6.013
2017/01/27,-5.018
2017/01/28,-5.45
2017/01/29,-2.008
2017/01/30,-0.131
2017/01/31,3.595
2017/02/01,-4.595
2017/02/02,-0.395
2017/02/03,-0.329
2017/02/04,0.212
2017/02/05,-1.505
2017/02/06,-1.065
2017/02/07,-5.79
2017/02/08,-5.289
2017/02/09,-1.747
2017/02/10,-3.332
2017/02/11,-3.221
2017/02/12,0.604
2017/02/13,-4.397
2017/02/14,-2.692
2017/02/15,0.466
2017/02/16,3.04
2017/02/17,1.583
2017/02/18,3.145
2017/02/19,1.895
2017/02/20,6.732
2017/02/21,3.425
2017/02/22,-2.892
2017/02/23,12.712
2017/02/24,4.08
2017/02/25,4.426
2017/02/26,9.958
2017/02/27,10.592
2017/02/28,10.314
2017/03/01,7.448
2017/03/02,10.122
2017/03/03,11.884
2017/03/04,12.798
2017/03/05,11.59
2017/03/06,12.668
2017/03/07,1.841
2017/03/08,9.445
2017/03/09,0.893
2017/03/10,9.882
2017/03/11,11.59
2017/03/12,13.961
2017/03/13,22.762
2017/03/14,25.025
2017/03/15,25.828
2017/03/16,35.872
2017/03/17,38.65
2017/03/18,31.34
2017/03/19,35.492
2017/03/20,38.219
2017/03/21,36.642
2017/03/22,39.61
2017/03/23,18.244
2017/03/24,39.031
2017/03/25,43.37
2017/03/26,22.07
2017/03/27,9.046
2017/03/28,21.916
2017/03/29,14.486
2017/03/30,28.082
2017/03/31,30.516
2017/04/01,16.945
2017/04/02,41.63
2017/04/03,39.873
2017/04/04,32.633
2017/04/05,32.063
2017/04/06,34.188
2017/04/07,0.468
2017/04/08,13.331
2017/04/09,5.984
2017/04/10,20.84
2017/04/11,11.405
2017/04/12,17.138
2017/04/13,21.434
2017/04/14,11.818
2017/04/15,14.419
2017/04/16,4.963
2017/04/17,18.094
2017/04/18,14.566
2017/04/19,14.959
2017/04/20,5.863
2017/04/21,4.29
2017/04/22,18.778
2017/04/23,13.924
2017/04/24,31.537
2017/04/25,7.103
2017/04/26,15.918
2017/04/27,12.018
2017/04/28,23.308
2017/04/29,25.875
2017/04/30,33.814
2017/05/01,29.02
2017/05/02,32.311
2017/05/03,28.076
2017/05/04,37.284
2017/05/05,80.985
2017/05/06,55.091
2017/05/07,66.953
2017/05/08,83.608
2017/05/09,78.324
2017/05/10,46.952
2017/05/11,27.506
2017/05/12,40.321
2017/05/13,21.765
2017/05/14,33.176
2017/05/15,16.679
2017/05/16,41.698
2017/05/17,72.586
2017/05/18,20.925
2017/05/19,63.316
2017/05/20,20.875
2017/05/21,29.845
2017/05/22,83.945
2017/05/23,56.719
2017/05/24,80.302
2017/05/25,85.676
2017/05/26,77.514
2017/05/27,61.311
2017/05/28,20.419
2017/05/29,41.822
2017/05/30,75.145
2017/05/31,207.982
2017/06/01,79.335
2017/06/02,27.218
2017/06/03,59.644
2017/06/04,40.943
2017/06/05,89.518
2017/06/06,73.114
2017/06/07,45.719
2017/06/08,39.174
2017/06/09,38.721
2017/06/10,90.496
2017/06/11,96.82
2017/06/12,199.277
2017/06/13,103.488
2017/06/14,76.152
2017/06/15,90.703
2017/06/16,42.352
2017/06/17,42.727
2017/06/18,30.103
2017/06/19,35.081
2017/06/20,319.342
2017/06/21,309.465
2017/06/22,73.837
2017/06/23,47.454
2017/06/24,69.964
2017/06/25,47.438
2017/06/26,106.091
2017/06/27,32.201
2017/06/28,14.617
2017/06/29,16.278
2017/06/30,33.304
2017/07/01,3.655
2017/07/02,-11.683
2017/07/03,-10.861
2017/07/04,-7.977
2017/07/05,-12.624
2017/07/06,24.328
2017/07/07,-23.316
2017/07/08,11.81
2017/07/09,-1.177
2017/07/10,3.325
2017/07/11,17.426
2017/07/12,1.826
2017/07/13,0.259
2017/07/14,5.857
2017/07/15,22.124
2017/07/16,1.231
2017/07/17,3.608
2017/07/18,6.483
2017/07/19,12.307
2017/07/20,12.098
2017/07/21,1.971
2017/07/22,3.4
2017/07/23,-11.634
2017/07/24,11.411
2017/07/25,11.842
2017/07/26,10.42
2017/07/27,3.651
2017/07/28,-10.634
2017/07/29,-5.209
2017/07/30,-17.107
2017/07/31,-9.221
2017/08/01,4.868
2017/08/02,-4.801
2017/08/03,-62.237
2017/08/04,-40.086
2017/08/05,-45.27
2017/08/06,-61.458
2017/08/07,-47.391
2017/08/08,-23.971
2017/08/09,21.429
2017/08/10,-14.224
2017/08/11,-1.913
2017/08/12,-8.2
2017/08/13,7.073
2017/08/14,-33.066
2017/08/15,-38.879
2017/08/16,11.04
2017/08/17,-40.453
2017/08/18,27.374
2017/08/19,-21.06
2017/08/20,-58.326
2017/08/21,-25.652
2017/08/22,-63.376
2017/08/23,-62.35
2017/08/24,-51.581
2017/08/25,-40.007
2017/08/26,-15.269
2017/08/27,-40.803
2017/08/28,-56.834
2017/08/29,-189.35
2017/08/30,-61.382
2017/08/31,20.364
2017/09/01,-39.168
2017/09/02,-24.21
2017/09/03,-65.247
2017/09/04,-57.992
2017/09/05,-24.544
2017/09/06,-40.614
2017/09/07,-43.115
2017/09/08,-102.419
2017/09/09,-118.075
2017/09/10,-212.592
2017/09/11,-104.057
2017/09/12,-86.152
2017/09/13,-111.657
2017/09/14,-55.975
2017/09/15,-45.43
2017/09/16,-47.935
2017/09/17,-62.381
2017/09/18,-344.588
2017/09/19,-306.059
2017/09/20,-91.097
2017/09/21,-81.645
2017/09/22,-80.837
2017/09/23,-42.463
2017/09/24,-118.751
2017/09/25,-39.269
2017/09/26,-33.061
2017/09/27,-39.739
2017/09/28,-43.388
2017/09/29,-43.226
2017/09/30,-23.994
2017/10/01,-17.198
2017/10/02,-16.421
2017/10/03,-15.453
2017/10/04,-17.96
2017/10/05,14.667
2017/10/06,-13.494
2017/10/07,-10.121
2017/10/08,-8.976
2017/10/09,-33.274
2017/10/10,-11.273
2017/10/11,-11.137
2017/10/12,-17.65
2017/10/13,-4.646
2017/10/14,-6.73
2017/10/15,-12.06
2017/10/16,-31.678
2017/10/17,-28.592
2017/10/18,-27.063
2017/10/19,-26.029
2017/10/20,-24.419
2017/10/21,-23.461
2017/10/22,-23.511
2017/10/23,-32.73
2017/10/24,-28.052
2017/10/25,-32.147
2017/10/26,-24.377
2017/10/27,-34.154
2017/10/28,-22.467
2017/10/29,-29.394
2017/10/30,-43.56
2017/10/31,-43.2
2017/11/01,-29.962
2017/11/02,-22.99
2017/11/03,-31.462
2017/11/04,-26.992
2017/11/05,-36.197
2017/11/06,-31.621
2017/11/07,-55.715
2017/11/08,-31.832
2017/11/09,-28.073
2017/11/10,-24.381
2017/11/11,-29.98
2017/11/12,5.514
2017/11/13,-37.888
2017/11/14,-33.017
2017/11/15,-18.605
2017/11/16,-56.572
2017/11/17,-3.709
2017/11/18,-26.288
2017/11/19,-30.379
2017/11/20,-29.021
2017/11/21,-16.503
2017/11/22,-15.229
2017/11/23,-15.126
2017/11/24,1.946
2017/11/25,-13.898
2017/11/26,-30.533
2017/11/27,-12.858
2017/11/28,-13.827
2017/11/29,-30.746
2017/11/30,-15.933
2017/12/01,-21.764
2017/12/02,-21.072
2017/12/03,-22.944
2017/12/04,-6.079
2017/12/05,10.184
2017/12/06,87.809
2017/12/07,25.185
2017/12/08,16.394
2017/12/09,-0.725
2017/12/10,-17.81
2017/12/11,-14.195
2017/12/12,7.389
2017/12/13,28.941
2017/12/14,44.041
2017/12/15,39.19
2017/12/16,33.91
2017/12/17,32.976
2017/12/18,44.192
2017/12/19,71.712
2017/12/20,143.538
2017/12/21,142.704
2017/12/22,154.137
2017/12/23,65.07
2017/12/24,49.017
2017/12/25,43.062
2017/12/26,59.446
2017/12/27,70.938
2017/12/28,69.486
2017/12/29,146.546
2017/12/30,208.173
2017/12/31,65.739
2018/01/01,58.968
2018/01/02,124.774
2018/01/03,248.424
2018/01/04,571.282
2018/01/05,388.422
2018/01/06,227.657
2018/01/07,210.256
2018/01/08,235.31
2018/01/09,338.881
2018/01/10,357.197
2018/01/11,273.585
2018/01/12,171.106
2018/01/13,119.358
2018/01/14,121.456
2018/01/15,259.67
2018/01/16,333.514
2018/01/17,320.152
2018/01/18,240.676
2018/01/19,106.461
2018/01/20,56.203
2018/01/21,210.21
2018/01/22,113.074
2018/01/23,97.517
2018/01/24,92.538
2018/01/25,53.573
2018/01/26,113.836
2018/01/27,89.376
2018/01/28,71.305
2018/01/29,119.471
2018/01/30,113.11
2018/01/31,108.605
2018/02/01,199.558
2018/02/02,137.424
2018/02/03,70.119
2018/02/04,52.29
2018/02/05,76.917
2018/02/06,72.773
2018/02/07,62.712
2018/02/08,33.712
2018/02/09,40.07
2018/02/10,5.916
2018/02/11,-0.276
2018/02/12,4.842
2018/02/13,5.985
2018/02/14,40.748
2018/02/15,32.783
2018/02/16,29.113
2018/02/17,1.589
2018/02/18,16.593
2018/02/19,-10.779
2018/02/20,-16.491
2018/02/21,-12.804
2018/02/22,-14.773
2018/02/23,3.966
2018/02/24,-3.668
2018/02/25,-23.511
2018/02/26,-15.268
2018/02/27,-27.44
2018/02/28,-5.349
2018/03/01,-4.928
2018/03/02,-11.911
2018/03/03,-9.98
2018/03/04,-23.832
2018/03/05,-20.435
2018/03/06,-91.842
2018/03/07,5.375
2018/03/08,-15.721
2018/03/09,-0.72
2018/03/10,-6.04
2018/03/11,-16.222
2018/03/12,-29.492
2018/03/13,-54.204
2018/03/14,-74.151
2018/03/15,-59.375
2018/03/16,-46.391
2018/03/17,-48.692
2018/03/18,-72.739
2018/03/19,-97.484
2018/03/20,-159.639
2018/03/21,-160.548
2018/03/22,-167.614
2018/03/23,-73.834
2018/03/24,-51.353
2018/03/25,-54.587
2018/03/26,-69.498
2018/03/27,-82.172
2018/03/28,-76.116
2018/03/29,-146.474
2018/03/30,-219.331
2018/03/31,-83.531
2018/04/01,-74.715
2018/04/02,-141.009
2018/04/03,-262.69
2018/04/04,-585.971
2018/04/05,-404.175
2018/04/06,-243.419
2018/04/07,-216.22
2018/04/08,-250.455
2018/04/09,-348.676
2018/04/10,-364.118
2018/04/11,-305.599
2018/04/12,-189.929
2018/04/13,-135.42
2018/04/14,-121.456
2018/04/15,-259.693
2018/04/16,-333.288
2018/04/17,-320.132
2018/04/18,-240.633
2018/04/19,-106.461
2018/04/20,-56.398
2018/04/21,-210.424
2018/04/22,-113.011
2018/04/23,-97.185
2018/04/24,-92.393
2018/04/25,-53.515
2018/04/26,-113.836
2018/04/27,-89.376
2018/04/28,-71.305
2018/04/29,-119.471
2018/04/30,-112.565
2018/05/01,-109.722
2018/05/02,-199.02
2018/05/03,-136.567
2018/05/04,25.08
2018/05/05,-51.336
2018/05/06,-74.687
2018/05/07,-73.749
2018/05/08,-65.023
2018/05/09,-39.849
2018/05/10,-41.298
2018/05/11,-30.2
2018/05/12,-8.257
2018/05/13,-14.931
2018/05/14,-20.796
2018/05/15,-43.505
2018/05/16,-46.342
2018/05/17,-32.033
2018/05/18,-8.268
2018/05/19,-17.242
2018/05/20,-7.531
2018/05/21,-1.497
2018/05/22,-6.956
2018/05/23,-6.615
2018/05/24,-6.418
2018/05/25,0.005
2018/05/26,-0.336
2018/05/27,-8.615
2018/05/28,-8.257
2018/05/29,-18.007
2018/05/30,-9.082
2018/05/31,-0.113
2018/06/01,0.11
2018/06/02,-0.513
2018/06/03,-6.471
2018/06/04,-11.266
2018/06/05,-40.929
2018/06/06,-6.452
2018/06/07,-13.621
2018/06/08,-5.793
2018/06/09,0
2018/06/10,-3.218
2018/06/11,-0.23
2018/06/12,-6.608
2018/06/13,-5.42
2018/06/14,-0.17
2018/06/15,-0.224
2018/06/16,-0.254
2018/06/17,-3.237
2018/06/18,-0.272
2018/06/19,-0.569
2018/06/20,-5.486
2018/06/21,-5.244
2018/06/22,-13.11
2018/06/23,-2.613
2018/06/24,-4.95
2018/06/25,-3.841
2018/06/26,-3.599
2018/06/27,-10.04
2018/06/28,-3.818
2018/06/29,-0.266
2018/06/30,-0.383
2018/07/01,-0.386
2018/07/02,18.452
2018/07/03,-0.039
2018/07/04,19.371
2018/07/05,3.921
2018/07/06,13.112
2018/07/07,2.786
2018/07/08,-0.069
2018/07/09,-0.525
2018/07/10,-0.032
2018/07/11,-0.095
2018/07/12,-0.223
2018/07/13,0
2018/07/14,0.358
2018/07/15,3.496
2018/07/16,-0.02
2018/07/17,-0.043
2018/07/18,0
2018/07/19,0
2018/07/20,-0.056
2018/07/21,-0.089
2018/07/22,-0.333
2018/07/23,-0.145
2018/07/24,-0.058
2018/07/25,0
2018/07/26,0
2018/07/27,0
2018/07/28,0
2018/07/29,-0.545
2018/07/30,-0.269
2018/07/31,-0.52
2018/08/01,-0.857
2018/08/02,-95.198
2018/08/03,-0.954
2018/08/04,-2.23
2018/08/05,-0.133
2018/08/06,-0.075
2018/08/07,2.345
2018/08/08,22.387
2018/08/09,17.719
2018/08/10,7.711
2018/08/11,-0.056
2018/08/12,-2.156
2018/08/13,-0.376
2018/08/14,-0.219
2018/08/15,-0.42
2018/08/16,-0.597
2018/08/17,6.534
2018/08/18,0
2018/08/19,-0.382
2018/08/20,0
2018/08/21,-0.369
2018/08/22,-0.352
2018/08/23,0.052
2018/08/24,0.166
2018/08/25,0.074
2018/08/26,-0.497
2018/08/27,0
2018/08/28,-0.162
2018/08/29,-0.665
2018/08/30,-0.202
2018/08/31,0.197
2018/09/01,0
2018/09/02,-0.072
2018/09/03,0.043
2018/09/04,0.131
2018/09/05,0.397
2018/09/06,1.809
2018/09/07,0.15
2018/09/08,0
2018/09/09,-0.048
2018/09/10,0.283
2018/09/11,0.128
2018/09/12,-0.033
2018/09/13,0.325
2018/09/14,0.32
2018/09/15,0.079
2018/09/16,0.096
2018/09/17,0.056
2018/09/18,0.203
2018/09/19,0.838
2018/09/20,0.981
2018/09/21,2.806
2018/09/22,0.672
2018/09/23,0.318
2018/09/24,1.404
2018/09/25,0.643
2018/09/26,0.602
2018/09/27,1.444
2018/09/28,1.582
2018/09/29,1.591
2018/09/30,-17.922
2018/10/01,1.384
2018/10/02,-19.127
2018/10/03,-3.951
2018/10/04,-13.146
2018/10/05,-2.818
2018/10/06,-0.131
2018/10/07,0.013
2018/10/08,0.02
2018/10/09,0
2018/10/10,0.135
2018/10/11,0.025
2018/10/12,-0.397
2018/10/13,-3.752
2018/10/14,0
2018/10/15,0.105
2018/10/16,0.036
2018/10/17,0.013
2018/10/18,-0.005
2018/10/19,-0.005
2018/10/20,0.011
2018/10/21,0
2018/10/22,0
2018/10/23,0.041
2018/10/24,0.698
2018/10/25,0.189
2018/10/26,0.244
2018/10/27,0
2018/10/28,0.04
2018/10/29,0.019
2018/10/30,0
2018/10/31,0.025
2018/11/01,0
2018/11/02,0
2018/11/03,0
2018/11/04,0
2018/11/05,-2.315
2018/11/06,-22.387
2018/11/07,-18.013
2018/11/08,-7.711
2018/11/09,0.211
2018/11/10,0.02
2018/11/11,0
2018/11/12,-0.024
2018/11/13,0.023
2018/11/14,0.234
2018/11/15,-5.963
2018/11/16,0
2018/11/17,0
2018/11/18,0
2018/11/19,0.978
2018/11/20,0.138
2018/11/21,-0.057
2018/11/22,-0.166
2018/11/23,-0.074
2018/11/24,-0.041
2018/11/25,0.06
2018/11/26,-0.282
2018/11/27,-0.086
2018/11/28,-0.028
2018/11/29,-0.197
2018/11/30,0.116
2018/12/01,0
2018/12/02,-0.043
2018/12/03,-0.285
2018/12/04,-0.397
2018/12/05,-1.809
2018/12/06,-0.15
2018/12/07,0.088
2018/12/08,0.046
2018/12/09,-0.264
2018/12/10,-0.1
2018/12/11,-0.102
2018/12/12,-0.394
2018/12/13,-0.32
2018/12/14,-0.079
2018/12/15,-0.096
2018/12/16,-0.037
2018/12/17,-0.203
2018/12/18,-0.838
2018/12/19,-1.04
2018/12/20,-2.806
2018/12/21,-0.722
2018/12/22,-0.341
2018/12/23,-1.418
2018/12/24,-0.643
2018/12/25,-0.645
2018/12/26,-1.532
2018/12/27,-1.582
2018/12/28,-1.591
2018/12/29,-0.932
2018/12/30,-1.245
2018/12/31,-0.274
2019/01/01,0
2019/01/02,-0.043
2019/01/03,0
2019/01/04,-0.002
2019/01/05,-0.013
2019/01/06,-0.02
2019/01/07,0.001
2019/01/08,-0.122
2019/01/09,-0.025
2019/01/10,0
2019/01/11,0.01
2019/01/12,0
2019/01/13,-0.105
2019/01/14,0.203
2019/01/15,0.146
2019/01/16,0
2019/01/17,0
2019/01/18,-0.011
2019/01/19,0
2019/01/20,0
2019/01/21,-0.041
2019/01/22,-0.698
2019/01/23,-0.189
2019/01/24,-0.244
2019/01/25,0
2019/01/26,-0.04
2019/01/27,-0.037
2019/01/28,0.059
2019/01/29,-0.025
2019/01/30,0
2019/01/31,0
2019/02/01,0
2019/02/02,0
2019/02/03,-0.105
2019/02/04,0
2019/02/05,0
2019/02/06,0
2019/02/07,-0.211
2019/02/08,-0.02
2019/02/09,0
2019/02/10,-0.023
2019/02/11,-0.023
2019/02/12,-0.234
2019/02/13,-0.571
2019/02/14,0
2019/02/15,0
2019/02/16,0
2019/02/17,-0.978
2019/02/18,-0.129
2019/02/19,0
2019/02/20,0
2019/02/21,0
2019/02/22,0
2019/02/23,-0.06
2019/02/24,-0.007
2019/02/25,0
2019/02/26,0
2019/02/27,0
2019/02/28,-0.116
2019/03/01,0
2019/03/02,0
2019/03/03,-0.031
2019/03/04,0
2019/03/05,0
2019/03/06,0
2019/03/07,-0.088
2019/03/08,-0.046
2019/03/09,-0.019
2019/03/10,-0.028
2019/03/11,0
2019/03/12,0
2019/03/13,0
2019/03/14,0
2019/03/15,0
2019/03/16,-0.02
2019/03/17,0
2019/03/18,0
2019/03/19,0
2019/03/20,0
2019/03/21,0
2019/03/22,0
2019/03/23,0
2019/03/24,0
2019/03/25,0
2019/03/26,0
2019/03/27,0
2019/03/28,0
2019/03/29,0
2019/03/30,-0.138
2019/03/31,0
2019/04/01,0
2019/04/02,0
2019/04/03,0
2019/04/04,0
2019/04/05,0
2019/04/06,0
2019/04/07,0.031
2019/04/08,0.031
2019/04/09,0.035
2019/04/10,0
2019/04/11,-0.01
2019/04/12,0.078
2019/04/13,0.019
2019/04/14,-0.24
2019/04/15,-0.147
2019/04/16,0
2019/04/17,0
2019/04/18,0
2019/04/19,0
2019/04/20,0
2019/04/21,0
2019/04/22,0
2019/04/23,0
2019/04/24,0
2019/04/25,0
2019/04/26,0
2019/04/27,0
2019/04/28,-0.059
2019/04/29,0
2019/04/30,0
2019/05/01,0
2019/05/02,0
2019/05/03,0
2019/05/04,0
2019/05/05,0
2019/05/06,0
2019/05/07,0
2019/05/08,0
2019/05/09,0
2019/05/10,0
2019/05/11,0
2019/05/12,0
2019/05/13,0
2019/05/14,0
2019/05/15,0
2019/05/16,0.071
2019/05/17,0
2019/05/18,0
2019/05/19,-0.01
2019/05/20,0
2019/05/21,0
2019/05/22,0
2019/05/23,0
2019/05/24,0
2019/05/25,0
2019/05/26,0
2019/05/27,0
