Date,difficulty3wma
2016/04/15,27875552528930
2016/04/16,28466857088112
2016/04/17,28455449607201
2016/04/18,28982554754722
2016/04/19,29559602298978
2016/04/20,30008480040125
2016/04/21,30492797127233
2016/04/22,30186743814180
2016/04/23,30493303761692
2016/04/24,30548447297647
2016/04/25,31108234241325
2016/04/26,31355385355243
2016/04/27,31293392890635
2016/04/28,31621958307668
2016/04/29,32185665780836
2016/04/30,33078818010410
2016/05/01,33922036875522
2016/05/02,33253420279665
2016/05/03,33588504696076
2016/05/04,33850495895209
2016/05/05,34018578149567
2016/05/06,34025462760450
2016/05/07,34048254332874
2016/05/08,34273571650130
2016/05/09,34609994584094
2016/05/10,35222942257873
2016/05/11,35134635696113
2016/05/12,34868000640515
2016/05/13,35750117173644
2016/05/14,36462669970439
2016/05/15,36975247895998
2016/05/16,37200956467222
2016/05/17,36876260888821
2016/05/18,37334297354627
2016/05/19,38469544269411
2016/05/20,39513167018414
2016/05/21,40262745201316
2016/05/22,40255623688527
2016/05/23,40294875769762
2016/05/24,40672913532122
2016/05/25,40931517760021
2016/05/26,41497867038191
2016/05/27,41690519394820
2016/05/28,42257640693477
2016/05/29,43000875638585
2016/05/30,43353020570567
2016/05/31,43526977410104
2016/06/01,42760992646714
2016/06/02,42716015387097
2016/06/03,43797107888682
2016/06/04,44647571553461
2016/06/05,44938970108364
2016/06/06,45099257242465
2016/06/07,45676573026550
2016/06/08,45874136521855
2016/06/09,47063690750978
2016/06/10,47125454667059
2016/06/11,47055614856969
2016/06/12,47099991792180
2016/06/13,48165231062499
2016/06/14,49096834139409
2016/06/15,49604685806738
2016/06/16,49693772399805
2016/06/17,49037902006205
2016/06/18,47248052366159
2016/06/19,48010352563004
2016/06/20,49679284291871
2016/06/21,50296127756955
2016/06/22,50696658936069
2016/06/23,52062755068629
2016/06/24,52715485821390
2016/06/25,53229552086560
2016/06/26,53560105938863
2016/06/27,54524925236975
2016/06/28,55334195038888
2016/06/29,55297978492735
2016/06/30,55117726439703
2016/07/01,55114417633671
2016/07/02,55889176802628
2016/07/03,56953344047982
2016/07/04,57401915562256
2016/07/05,57980534479432
2016/07/06,57573568594924
2016/07/07,57605860134749
2016/07/08,57674518664708
2016/07/09,57103361793280
2016/07/10,57675062708610
2016/07/11,58518262876170
2016/07/12,59366082277440
2016/07/13,59714600519040
2016/07/14,59823968157155
2016/07/15,59276427709071
2016/07/16,58838992647228
2016/07/17,59121467565131
2016/07/18,59522401348656
2016/07/19,60056197542550
2016/07/20,59557799430764
2016/07/21,59589846659345
2016/07/22,59540151038649
2016/07/23,60223873025716
2016/07/24,60654071223656
2016/07/25,59457350085186
2016/07/26,58241442188477
2016/07/27,54528605197044
2016/07/28,54553463958748
2016/07/29,54699862064125
2016/07/30,55002722777449
2016/07/31,54658611614037
2016/08/01,54495274687131
2016/08/02,52626370870040
2016/08/03,50322507279870
2016/08/04,50222079149468
2016/08/05,51787994001709
2016/08/06,52785585873386
2016/08/07,53341229043392
2016/08/08,54098437961696
2016/08/09,55577065645048
2016/08/10,57483113529186
2016/08/11,59138757500024
2016/08/12,59865463573088
2016/08/13,59867609736480
2016/08/14,59846423881655
2016/08/15,59669145190295
2016/08/16,60604845561877
2016/08/17,61172859031051
2016/08/18,61303935007387
2016/08/19,61843425068798
2016/08/20,62728324895378
2016/08/21,63110377453490
2016/08/22,63831774528918
2016/08/23,64878162102306
2016/08/24,65406710787454
2016/08/25,66459575417734
2016/08/26,68378779031430
2016/08/27,69077794860636
2016/08/28,69077967104604
2016/08/29,68509854455539
2016/08/30,68292114595673
2016/08/31,68627242452945
2016/09/01,69687453351092
2016/09/02,70106815734142
2016/09/03,69397743413710
2016/09/04,67460763642132
2016/09/05,67206167375768
2016/09/06,67611365374280
2016/09/07,68298687967199
2016/09/08,68471478280874
2016/09/09,68397135946860
2016/09/10,69035158462904
2016/09/11,70209929315457
2016/09/12,70960137474733
2016/09/13,71431806455288
2016/09/14,72028664337165
2016/09/15,72682473378358
2016/09/16,72785750927044
2016/09/17,74111503796030
2016/09/18,73359849845047
2016/09/19,68095106287615
2016/09/20,70383051962998
2016/09/21,74367216509470
2016/09/22,74097665528444
2016/09/23,73097530853977
2016/09/24,73215967836708
2016/09/25,74582594507114
2016/09/26,75246102721686
2016/09/27,73486673261237
2016/09/28,77103793047122
2016/09/29,80902030994319
2016/09/30,83128500675969
2016/10/01,79878502306938
2016/10/02,77324645008405
2016/10/03,78832864833236
2016/10/04,83111311297841
2016/10/05,82831474486715
2016/10/06,83263056744351
2016/10/07,76361109613465
2016/10/08,75378391490641
2016/10/09,79530328276304
2016/10/10,84232097662075
2016/10/11,87810374091159
2016/10/12,86378016243323
2016/10/13,84098620767321
2016/10/14,87420854636268
2016/10/15,92090568602688
2016/10/16,94733989653897
2016/10/17,93710433540023
2016/10/18,93046246760056
2016/10/19,92515753900366
2016/10/20,92686850320459
2016/10/21,97412363086516
2016/10/22,1.0141946300987E+14
2016/10/23,1.0279409516492E+14
2016/10/24,1.0225806983498E+14
2016/10/25,1.0328825856346E+14
2016/10/26,1.0422995882944E+14
2016/10/27,104702089634770
2016/10/28,1.0321784568691E+14
2016/10/29,93873051923057
2016/10/30,83486265945605
2016/10/31,80461515726046
2016/11/01,76625173834965
2016/11/02,70420532106719
2016/11/03,64555526475581
2016/11/04,59871173405766
2016/11/05,55808155806203
2016/11/06,53018368059392
2016/11/07,55349406766107
2016/11/08,61773105746913
2016/11/09,66438392365708
2016/11/10,65310192490700
2016/11/11,62551683806825
2016/11/12,60848464114768
2016/11/13,62577549988847
2016/11/14,65682603300836
2016/11/15,68283150108261
2016/11/16,68526278095262
2016/11/17,67514471439732
2016/11/18,66719662318328
2016/11/19,69208927990043
2016/11/20,74223647363616
2016/11/21,80328055932364
2016/11/22,81744610623945
2016/11/23,78895464928108
2016/11/24,72764979514639
2016/11/25,68295230620487
2016/11/26,67855981005247
2016/11/27,66765566137946
2016/11/28,67169019280985
2016/11/29,67975691001518
2016/11/30,68920507276876
2016/12/01,69751504055142
2016/12/02,70616806332942
2016/12/03,72599970124821
2016/12/04,74464681071359
2016/12/05,74399995121173
2016/12/06,72749327895054
2016/12/07,72824112450538
2016/12/08,74600248026377
2016/12/09,77370511086343
2016/12/10,79647693464465
2016/12/11,81677435159154
2016/12/12,81582516593783
2016/12/13,81894482301779
2016/12/14,81726788372880
2016/12/15,82196842846415
2016/12/16,83193211356689
2016/12/17,84068635774234
2016/12/18,86080976767850
2016/12/19,87793211998676
2016/12/20,89514772695528
2016/12/21,90042029674913
2016/12/22,89397580009699
2016/12/23,85618644924065
2016/12/24,80611237934505
2016/12/25,78711860534253
2016/12/26,80335444046935
2016/12/27,81108013557907
2016/12/28,80478310270207
2016/12/29,79234352699790
2016/12/30,78911275066024
2016/12/31,79951651687902
2017/01/01,80138062205981
2017/01/02,80439252356588
2017/01/03,80451828785397
2017/01/04,83939151915886
2017/01/05,87578113068313
2017/01/06,90503307529427
2017/01/07,92350862467603
2017/01/08,93721325996968
2017/01/09,95776369398638
2017/01/10,97577114265419
2017/01/11,98685501077232
2017/01/12,99473640068951
2017/01/13,1.005192114148E+14
2017/01/14,1.0170658639982E+14
2017/01/15,1.0288570529044E+14
2017/01/16,1.0370024926114E+14
2017/01/17,1.0389322055329E+14
2017/01/18,1.0298752814015E+14
2017/01/19,1.0491211430173E+14
2017/01/20,1.0616506800941E+14
2017/01/21,1.0766187245220E+14
2017/01/22,1.0833413360346E+14
2017/01/23,109884472847163
2017/01/24,1.1011379226903E+14
2017/01/25,1.1015698566791E+14
2017/01/26,1.1081474188881E+14
2017/01/27,1.1190817182459E+14
2017/01/28,1.1197650608598E+14
2017/01/29,1.1132215283108E+14
2017/01/30,1.1097463237675E+14
2017/01/31,1.1180298658651E+14
2017/02/01,1.1185137677569E+14
2017/02/02,1.1291973720723E+14
2017/02/03,1.1271648054005E+14
2017/02/04,1.1275444356435E+14
2017/02/05,1.1535643368599E+14
2017/02/06,1.1778178130511E+14
2017/02/07,1.1914235860092E+14
2017/02/08,1.1979520470985E+14
2017/02/09,1.2053782450139E+14
2017/02/10,1.2262139118535E+14
2017/02/11,1.2402366525727E+14
2017/02/12,1.2554305747522E+14
2017/02/13,1.2670277861957E+14
2017/02/14,1.2857230241423E+14
2017/02/15,1.2937480348671E+14
2017/02/16,1.2985669735362E+14
2017/02/17,1.3156875546301E+14
2017/02/18,1.3359879102586E+14
2017/02/19,1.3582704581731E+14
2017/02/20,1.3678555287587E+14
2017/02/21,1.38687401086E+14
2017/02/22,1.398597953537E+14
2017/02/23,1.4010223140711E+14
2017/02/24,1.4013383893174E+14
2017/02/25,1.4150416882079E+14
2017/02/26,1.4471619152399E+14
2017/02/27,1.4833623962888E+14
2017/02/28,1.5208721388891E+14
2017/03/01,1.5294244489584E+14
2017/03/02,1.5300031718506E+14
2017/03/03,1.5646088481093E+14
2017/03/04,1.5821259512482E+14
2017/03/05,1.6158031327898E+14
2017/03/06,1.6428410241788E+14
2017/03/07,1.6574749047811E+14
2017/03/08,1.6831256493144E+14
2017/03/09,1.7145166632517E+14
2017/03/10,1.7286223656944E+14
2017/03/11,1.7420640633267E+14
2017/03/12,1.7608044245014E+14
2017/03/13,1.7855740987284E+14
2017/03/14,1.7962477252728E+14
2017/03/15,1.8205330249465E+14
2017/03/16,1.8427866533223E+14
2017/03/17,1.8904522461633E+14
2017/03/18,1.9404608952545E+14
2017/03/19,1.9343541622385E+14
2017/03/20,1.9626000951146E+14
2017/03/21,1.9809613964382E+14
2017/03/22,2.0059463321507E+14
2017/03/23,2.0592234145038E+14
2017/03/24,2.0939836284632E+14
2017/03/25,2.110821548942E+14
2017/03/26,2.1615564799318E+14
2017/03/27,2.2475436118591E+14
2017/03/28,2.2885587589562E+14
2017/03/29,2.3161572181696E+14
2017/03/30,2.3440932763938E+14
2017/03/31,2.3789354215392E+14
2017/04/01,2.3906752110961E+14
2017/04/02,2.4072461743214E+14
2017/04/03,2.3340938640453E+14
2017/04/04,2.3589288940079E+14
2017/04/05,2.4096540757346E+14
2017/04/06,2.465008462908E+14
2017/04/07,2.48706995409E+14
2017/04/08,2.5087049763692E+14
2017/04/09,2.5234492214067E+14
2017/04/10,2.5445920974328E+14
2017/04/11,2.5803880019362E+14
2017/04/12,2.6014557717517E+14
2017/04/13,2.5788991836339E+14
2017/04/14,2.6421347188374E+14
2017/04/15,2.6919159232986E+14
2017/04/16,2.7235240392528E+14
2017/04/17,2.7402609477546E+14
2017/04/18,2.7864428525369E+14
2017/04/19,2.8454417701879E+14
2017/04/20,2.8535970808242E+14
2017/04/21,2.8819402603907E+14
2017/04/22,292825357456314
2017/04/23,2.9673323554619E+14
2017/04/24,2.9660806590488E+14
2017/04/25,2.9729974254589E+14
2017/04/26,3.0310332268354E+14
2017/04/27,3.095427544699E+14
2017/04/28,3.2037001743695E+14
2017/04/29,3.3287304491232E+14
2017/04/30,3.3509479647489E+14
2017/05/01,3.3596318364253E+14
2017/05/02,3.350882978657E+14
2017/05/03,3.3750184166197E+14
2017/05/04,337236769131069
2017/05/05,343614304502756
2017/05/06,3.4729622073337E+14
2017/05/07,3.5151467132815E+14
2017/05/08,3.5298859223331E+14
2017/05/09,3.5965982603666E+14
2017/05/10,3.6266726498140E+14
2017/05/11,3.6678535071286E+14
2017/05/12,3.7332565884683E+14
2017/05/13,3.7720603754721E+14
2017/05/14,391761418477387
2017/05/15,4.0503191133808E+14
2017/05/16,4.1401881866479E+14
2017/05/17,4.1208647385356E+14
2017/05/18,4.1277206957412E+14
2017/05/19,4.2199177119816E+14
2017/05/20,4.3281521884712E+14
2017/05/21,4.441766612015E+14
2017/05/22,4.5527938677485E+14
2017/05/23,4.5394715469757E+14
2017/05/24,4.5624507535232E+14
2017/05/25,4.5663453831773E+14
2017/05/26,4.5733792403109E+14
2017/05/27,465099851296627
2017/05/28,4.6843483976194E+14
2017/05/29,479126867648966
2017/05/30,4.973754885374E+14
2017/05/31,512219593191238
2017/06/01,5.3927794459554E+14
2017/06/02,5.608739389976E+14
2017/06/03,5.7287746985992E+14
2017/06/04,5.8650705973764E+14
2017/06/05,5.9501271507183E+14
2017/06/06,6.0704685884858E+14
2017/06/07,621242008176619
2017/06/08,6.3368821224831E+14
2017/06/09,6.3896810669711E+14
2017/06/10,6.5122185098139E+14
2017/06/11,6.6883780234636E+14
2017/06/12,6.7615704663709E+14
2017/06/13,6.8656204458553E+14
2017/06/14,7.0085579397389E+14
2017/06/15,717624645186742
2017/06/16,730177471269927
2017/06/17,7.4784810057028E+14
2017/06/18,761658628366821
2017/06/19,7.7129548076519E+14
2017/06/20,8.1040152220069E+14
2017/06/21,8.4879365605245E+14
2017/06/22,8.6884338277285E+14
2017/06/23,877290778057463
2017/06/24,883587341816216
2017/06/25,8.9547548382009E+14
2017/06/26,9.1159111451218E+14
2017/06/27,9.2390626250395E+14
2017/06/28,9.391259400385E+14
2017/06/29,9.5312149949298E+14
2017/06/30,9.652644034044E+14
2017/07/01,9.8077940836419E+14
2017/07/02,9.9398451478696E+14
2017/07/03,1.0059796259518E+15
2017/07/04,1.0183089532127E+15
2017/07/05,1022719635446889
2017/07/06,1030802765642868
2017/07/07,1035324669753432
2017/07/08,1.0469129553612E+15
2017/07/09,1.0605724148781E+15
2017/07/10,1.1323971319855E+15
2017/07/11,1185197633402304
2017/07/12,1.1975026793014E+15
2017/07/13,1.201658938512E+15
2017/07/14,1191585811029958
2017/07/15,1.1994818383968E+15
2017/07/16,1.2216319298957E+15
2017/07/17,1.2181651993379E+15
2017/07/18,1.2157437021438E+15
2017/07/19,1.222380946623E+15
2017/07/20,1.2493583658868E+15
2017/07/21,1.281958046166E+15
2017/07/22,1.2860233060899E+15
2017/07/23,1.3010957110916E+15
2017/07/24,1.3026401844587E+15
2017/07/25,1.3175309709454E+15
2017/07/26,1.3256070771078E+15
2017/07/27,1.326076272524E+15
2017/07/28,1.3286671078004E+15
2017/07/29,1.3304985672231E+15
2017/07/30,1.3460715036251E+15
2017/07/31,1.3886058576529E+15
2017/08/01,1.5055323427788E+15
2017/08/02,1576597432310428
2017/08/03,1581234082027256
2017/08/04,1581713096488240
2017/08/05,1582379647212738
2017/08/06,1.5931403137473E+15
2017/08/07,1.6072425831815E+15
2017/08/08,1.6246059746433E+15
2017/08/09,1.6460807517032E+15
2017/08/10,1651551010404631
2017/08/11,1.6470071187555E+15
2017/08/12,1.6680018471685E+15
2017/08/13,1682959861273921
2017/08/14,1.7101324250624E+15
2017/08/15,1725267840034242
2017/08/16,1723024114108047
2017/08/17,1.7294476844726E+15
2017/08/18,1737786344702290
2017/08/19,1.7694795002726E+15
2017/08/20,1.7858219737807E+15
2017/08/21,1.7893835620599E+15
2017/08/22,1.795993364054E+15
2017/08/23,1.8205088673125E+15
2017/08/24,1.8291796911291E+15
2017/08/25,1.9939089888382E+15
2017/08/26,2.1229256924646E+15
2017/08/27,2.182514179243E+15
2017/08/28,2.1600179483641E+15
2017/08/29,2.1764966214416E+15
2017/08/30,2.205820474954E+15
2017/08/31,2.2188348403731E+15
2017/09/01,2227155283898362
2017/09/02,2.2294092766403E+15
2017/09/03,2.2411595061684E+15
2017/09/04,2.2439544885765E+15
2017/09/05,2.2385565395372E+15
2017/09/06,2.2339742835476E+15
2017/09/07,2242961034426524
2017/09/08,2.2989673076568E+15
2017/09/09,2320067344972903
2017/09/10,2.3106121486884E+15
2017/09/11,2306572844371538
2017/09/12,2340209831433821
2017/09/13,2.3392900234997E+15
2017/09/14,2331582204263542
2017/09/15,2344396857681238
2017/09/16,2350752949570937
2017/09/17,2373162001521845
2017/09/18,2364472751576830
2017/09/19,2.3727516907653E+15
2017/09/20,2.3760120177444E+15
2017/09/21,2.3931397393181E+15
2017/09/22,2.667739091288E+15
2017/09/23,2.8607107604437E+15
2017/09/24,2949446401980686
2017/09/25,2931548489150220
2017/09/26,2.9053007228859E+15
2017/09/27,2905797262469622
2017/09/28,2.9012363497397E+15
2017/09/29,2852849915861200
2017/09/30,2.8039497523805E+15
2017/10/01,2824618099590850
2017/10/02,2.8481177261774E+15
2017/10/03,2850744661739831
2017/10/04,2871314175906344
2017/10/05,2922962531895402
2017/10/06,2928547405510094
2017/10/07,2894336442134775
2017/10/08,2.8956531043059E+15
2017/10/09,2.9135579135385E+15
2017/10/10,2.9196477861975E+15
2017/10/11,2.9583472400339E+15
2017/10/12,2940573270808478
2017/10/13,2985646121607166
2017/10/14,2.9546243409797E+15
2017/10/15,2.9590802822411E+15
2017/10/16,2434991849032699
2017/10/17,1849920109898680
2017/10/18,1.5036196503146E+15
2017/10/19,1.4394853005794E+15
2017/10/20,1446226041069795
2017/10/21,1.4615344401009E+15
2017/10/22,1471594410930908
2017/10/23,1.4663599167959E+15
2017/10/24,1.4803806315255E+15
2017/10/25,1483712639237409
2017/10/26,1.462730568669E+15
2017/10/27,726373371099490
2017/10/28,239502936622054
2017/10/29,-47.292
2017/10/30,-47.542
2017/10/31,-47.792
2017/11/01,7.5323166558195E+14
2017/11/02,1.2238171004837E+15
2017/11/03,1.4419709241378E+15
2017/11/04,1.4163553368759E+15
2017/11/05,1424768690378587
2017/11/06,1.4309502823012E+15
2017/11/07,1423964595884895
2017/11/08,1.4369745896884E+15
2017/11/09,1.4305115440699E+15
2017/11/10,1.4307497640459E+15
2017/11/11,1432168002997609
2017/11/12,1.4611788469397E+15
2017/11/13,1.4637906537968E+15
2017/11/14,1.4578591147162E+15
2017/11/15,1.4378950094887E+15
2017/11/16,1414813529627550
2017/11/17,1.4047130837064E+15
2017/11/18,1395463632695325
2017/11/19,1.3982738167354E+15
2017/11/20,1.4436691068457E+15
2017/11/21,1465855585864933
2017/11/22,1.470113893735E+15
2017/11/23,1492306824019187
2017/11/24,1.5247834131387E+15
2017/11/25,1550636808151668
2017/11/26,1555606387824950
2017/11/27,1546741181397867
2017/11/28,1.5253197492287E+15
2017/11/29,1519272017046322
2017/11/30,1.5296402564513E+15
2017/12/01,1541186832617830
2017/12/02,1.5579207468732E+15
2017/12/03,1.5361315964582E+15
2017/12/04,1.5303891387612E+15
2017/12/05,1.5006533708548E+15
2017/12/06,1481863324417437
2017/12/07,1476091522336194
2017/12/08,1.5147599050364E+15
2017/12/09,1541017749446945
2017/12/10,1551262524328743
2017/12/11,1.5631987093587E+15
2017/12/12,1.5616056650928E+15
2017/12/13,1.5877410949943E+15
2017/12/14,1617605553607728
2017/12/15,1.6740289691337E+15
2017/12/16,1715809195805222
2017/12/17,1743502537921672
2017/12/18,1.7668286719704E+15
2017/12/19,1755265201543549
2017/12/20,1.734188560349E+15
2017/12/21,1732230877369140
2017/12/22,1729439899983360
2017/12/23,1761702673226946
2017/12/24,1.7964084593664E+15
2017/12/25,1832889081503286
2017/12/26,1.8544329179535E+15
2017/12/27,1.8628263066403E+15
2017/12/28,1.8905244404567E+15
2017/12/29,1884753607541552
2017/12/30,1.8802408739827E+15
2017/12/31,1896419127719902
2018/01/01,1.9198296489292E+15
2018/01/02,1.9273157340519E+15
2018/01/03,1.9162600782143E+15
2018/01/04,1.9032943509712E+15
2018/01/05,1915739193403151
2018/01/06,1.9098291389131E+15
2018/01/07,1930544704283428
2018/01/08,1969642468459824
2018/01/09,1.9984695269795E+15
2018/01/10,2.0070933659473E+15
2018/01/11,2.0412657530765E+15
2018/01/12,2075973575770906
2018/01/13,2116203846804269
2018/01/14,2.1481344904039E+15
2018/01/15,2.1745424755987E+15
2018/01/16,2.192192043954E+15
2018/01/17,2.2273979782013E+15
2018/01/18,2257092359850626
2018/01/19,2269080965493526
2018/01/20,2.3174190174319E+15
2018/01/21,2.3524782011702E+15
2018/01/22,2.3824872807215E+15
2018/01/23,2.3934983685337E+15
2018/01/24,2.428938800471E+15
2018/01/25,2.4736719303317E+15
2018/01/26,2.4962886011078E+15
2018/01/27,2.4942235618234E+15
2018/01/28,2495453608054675
2018/01/29,2.5433794224482E+15
2018/01/30,2.5786511539789E+15
2018/01/31,2.6106958696287E+15
2018/02/01,2641356245607744
2018/02/02,2.6822357978552E+15
2018/02/03,2731009388626402
2018/02/04,2.7535126535348E+15
2018/02/05,2.7738761839887E+15
2018/02/06,2782191711376716
2018/02/07,2.8120089545874E+15
2018/02/08,2821112232415256
2018/02/09,2852061987229148
2018/02/10,2.8465956024347E+15
2018/02/11,2.8997339360812E+15
2018/02/12,2927859349069555
2018/02/13,2.9588158941102E+15
2018/02/14,2.9575505080971E+15
2018/02/15,2.9256832574727E+15
2018/02/16,2.9518485347059E+15
2018/02/17,2965984282940036
2018/02/18,2991687789019014
2018/02/19,2.9853725907668E+15
2018/02/20,2.9593937289151E+15
2018/02/21,2.9295027640682E+15
2018/02/22,2949889651742410
2018/02/23,2.962827482205E+15
2018/02/24,2.9735656531334E+15
2018/02/25,3.0344831619202E+15
2018/02/26,3.0432361124417E+15
2018/02/27,3.0156356960844E+15
2018/02/28,3024295407072626
2018/03/01,3.0655131407398E+15
2018/03/02,3.0817363307507E+15
2018/03/03,3.138332180421E+15
2018/03/04,3146561391563792
2018/03/05,3.1461370474964E+15
2018/03/06,3.1276415797877E+15
2018/03/07,3.1591325265222E+15
2018/03/08,3.2034160935541E+15
2018/03/09,3.189604316796E+15
2018/03/10,3.1749724112297E+15
2018/03/11,3156004564004310
2018/03/12,3.1729102334264E+15
2018/03/13,3.1768200541473E+15
2018/03/14,3.1585754870786E+15
2018/03/15,3.1551431272666E+15
2018/03/16,3212963768043876
2018/03/17,3.248739168254E+15
2018/03/18,3265534158511068
2018/03/19,3.2757342876136E+15
2018/03/20,3.2807259350087E+15
2018/03/21,3272326038892284
2018/03/22,3246721939615140
2018/03/23,3.2608676167231E+15
2018/03/24,3241730479136110
2018/03/25,3.252591427649E+15
2018/03/26,3291368376813224
2018/03/27,3.292534835605E+15
2018/03/28,3276253653590060
2018/03/29,3.2236110315648E+15
2018/03/30,3.2101899651045E+15
2018/03/31,3195770158733316
2018/04/01,3.2181595385878E+15
2018/04/02,3210324811288142
2018/04/03,3.1710554358268E+15
2018/04/04,3.1649103367406E+15
2018/04/05,3.1563266914362E+15
2018/04/06,3.2080053696695E+15
2018/04/07,3.2285468157682E+15
2018/04/08,3.2170149235497E+15
2018/04/09,3147587391277332
2018/04/10,3.1294794768495E+15
2018/04/11,3133420861427166
2018/04/12,3.1372714348753E+15
2018/04/13,3.1112667772017E+15
2018/04/14,3.116738516738E+15
2018/04/15,3.1271695064889E+15
2018/04/16,3.1247309691794E+15
2018/04/17,3127213079032812
2018/04/18,3.1022965540247E+15
2018/04/19,3.0973659190134E+15
2018/04/20,3080869235474692
2018/04/21,3.1238870530652E+15
2018/04/22,3.1411354327166E+15
2018/04/23,3.1675734622434E+15
2018/04/24,3.1509024957158E+15
2018/04/25,3.1388817476287E+15
2018/04/26,3.1717035409947E+15
2018/04/27,3.1687540230723E+15
2018/04/28,3.1507201403891E+15
2018/04/29,3.1637478612734E+15
2018/04/30,3.1832437456519E+15
2018/05/01,3.1542297318061E+15
2018/05/02,3126376662857304
2018/05/03,3.1384036904531E+15
2018/05/04,3.1748175625486E+15
2018/05/05,3.2161284656385E+15
2018/05/06,3250522114002878
2018/05/07,3.2949168264363E+15
2018/05/08,3.3263747317887E+15
2018/05/09,3303367574912884
2018/05/10,3.2866197360542E+15
2018/05/11,3.280598753403E+15
2018/05/12,3.3252389612209E+15
2018/05/13,3368401104476888
2018/05/14,3.3545961914892E+15
2018/05/15,3.304871504771E+15
2018/05/16,3.2844103390307E+15
2018/05/17,3.2796835677118E+15
2018/05/18,3.2596796810848E+15
2018/05/19,3250802540406440
2018/05/20,3.2768240397691E+15
2018/05/21,3315217812596428
2018/05/22,3.3268754719928E+15
2018/05/23,3.2908004067359E+15
2018/05/24,3249742777655790
2018/05/25,3.2180612780495E+15
2018/05/26,3.2314961221322E+15
2018/05/27,3.2257647183984E+15
2018/05/28,3.2300885459881E+15
2018/05/29,3.2227927646445E+15
2018/05/30,3.2003453910678E+15
2018/05/31,3.2202297555197E+15
2018/06/01,3.1884711232374E+15
2018/06/02,3.1891663531309E+15
2018/06/03,3191281778492544
2018/06/04,3.1794591219403E+15
2018/06/05,3203236647156076
2018/06/06,3.1858357644701E+15
2018/06/07,3.1741305611764E+15
2018/06/08,3.1795670515703E+15
2018/06/09,3.2443209246927E+15
2018/06/10,3.2600458966978E+15
2018/06/11,3252598620519308
2018/06/12,3.2871906353688E+15
2018/06/13,3285118665626976
2018/06/14,3.2838176615602E+15
2018/06/15,3265757539812652
2018/06/16,3278472719117276
2018/06/17,3288243992617560
2018/06/18,3345814046005452
2018/06/19,3.3990666479063E+15
2018/06/20,3399047587502730
2018/06/21,3426021072798660
2018/06/22,3429224824420140
2018/06/23,3.4162722715809E+15
2018/06/24,3.4303937765817E+15
2018/06/25,3.4157052278771E+15
2018/06/26,3.3894503448404E+15
2018/06/27,3.4303861508897E+15
2018/06/28,3.4259421617269E+15
2018/06/29,3.4060855065844E+15
2018/06/30,3429109519597884
2018/07/01,3.400611820084E+15
