Date,price14varUSD
2016/01/01,0.001
2016/01/02,0.002
2016/01/03,0.002
2016/01/04,0.002
2016/01/05,0.003
2016/01/06,0.003
2016/01/07,0.003
2016/01/08,0.003
2016/01/09,0.004
2016/01/10,0.004
2016/01/11,0.003
2016/01/12,0.004
2016/01/13,0.005
2016/01/14,0.005
2016/01/15,0.007
2016/01/16,0.009
2016/01/17,0.01
2016/01/18,0.016
2016/01/19,0.018
2016/01/20,0.021
2016/01/21,0.026
2016/01/22,0.026
2016/01/23,0.038
2016/01/24,0.078
2016/01/25,0.122
2016/01/26,0.193
2016/01/27,0.219
2016/01/28,0.238
2016/01/29,0.25
2016/01/30,0.247
2016/01/31,0.218
2016/02/01,0.192
2016/02/02,0.153
2016/02/03,0.121
2016/02/04,0.089
2016/02/05,0.046
2016/02/06,0.018
2016/02/07,0.016
2016/02/08,0.042
2016/02/09,0.106
2016/02/10,0.313
2016/02/11,0.631
2016/02/12,1.212
2016/02/13,1.4
2016/02/14,1.487
2016/02/15,1.599
2016/02/16,1.5
2016/02/17,1.332
2016/02/18,1.161
2016/02/19,0.966
2016/02/20,0.725
2016/02/21,0.499
2016/02/22,0.358
2016/02/23,0.303
2016/02/24,0.344
2016/02/25,0.461
2016/02/26,0.472
2016/02/27,0.563
2016/02/28,0.67
2016/02/29,0.76
2016/03/01,0.876
2016/03/02,1.129
2016/03/03,1.673
2016/03/04,2.09
2016/03/05,3.158
2016/03/06,3.747
2016/03/07,3.866
2016/03/08,3.72
2016/03/09,3.706
2016/03/10,3.998
2016/03/11,3.704
2016/03/12,3.892
2016/03/13,4.453
2016/03/14,3.969
2016/03/15,2.984
2016/03/16,2.476
2016/03/17,2.095
2016/03/18,1.831
2016/03/19,1.899
2016/03/20,2.021
2016/03/21,1.931
2016/03/22,1.61
2016/03/23,1.494
2016/03/24,1.507
2016/03/25,1.548
2016/03/26,1.519
2016/03/27,1.031
2016/03/28,0.718
2016/03/29,0.571
2016/03/30,0.289
2016/03/31,0.302
2016/04/01,0.253
2016/04/02,0.225
2016/04/03,0.144
2016/04/04,0.134
2016/04/05,0.157
2016/04/06,0.166
2016/04/07,0.21
2016/04/08,0.312
2016/04/09,0.456
2016/04/10,0.831
2016/04/11,1.187
2016/04/12,1.614
2016/04/13,1.877
2016/04/14,1.839
2016/04/15,1.738
2016/04/16,1.58
2016/04/17,1.245
2016/04/18,0.928
2016/04/19,0.724
2016/04/20,0.527
2016/04/21,0.344
2016/04/22,0.259
2016/04/23,0.188
2016/04/24,0.189
2016/04/25,0.213
2016/04/26,0.272
2016/04/27,0.289
2016/04/28,0.34
2016/04/29,0.378
2016/04/30,0.378
2016/05/01,0.315
2016/05/02,0.4
2016/05/03,0.497
2016/05/04,0.609
2016/05/05,0.716
2016/05/06,0.816
2016/05/07,0.841
2016/05/08,0.86
2016/05/09,0.837
2016/05/10,0.687
2016/05/11,0.584
2016/05/12,0.435
2016/05/13,0.278
2016/05/14,0.19
2016/05/15,0.14
2016/05/16,0.177
2016/05/17,0.421
2016/05/18,1.012
2016/05/19,1.888
2016/05/20,2.787
2016/05/21,3.09
2016/05/22,3.341
2016/05/23,3.412
2016/05/24,3.01
2016/05/25,2.576
2016/05/26,2.227
2016/05/27,2.067
2016/05/28,1.78
2016/05/29,1.36
2016/05/30,0.999
2016/05/31,0.911
2016/06/01,0.97
