Date,price90emaUSD
2016/10/05,12.14
2016/10/06,12.156
2016/10/07,12.168
2016/10/08,12.17
2016/10/09,12.171
2016/10/10,12.163
2016/10/11,12.158
2016/10/12,12.15
2016/10/13,12.146
2016/10/14,12.141
2016/10/15,12.134
2016/10/16,12.13
2016/10/17,12.125
2016/10/18,12.132
2016/10/19,12.135
2016/10/20,12.133
2016/10/21,12.132
2016/10/22,12.13
2016/10/23,12.127
2016/10/24,12.123
2016/10/25,12.109
2016/10/26,12.096
2016/10/27,12.081
2016/10/28,12.063
2016/10/29,12.031
2016/10/30,12.001
2016/10/31,11.982
2016/11/01,11.953
2016/11/02,11.929
2016/11/03,11.907
2016/11/04,11.886
2016/11/05,11.867
2016/11/06,11.848
2016/11/07,11.826
2016/11/08,11.804
2016/11/09,11.778
2016/11/10,11.751
2016/11/11,11.721
2016/11/12,11.685
2016/11/13,11.65
2016/11/14,11.613
2016/11/15,11.579
2016/11/16,11.548
2016/11/17,11.513
2016/11/18,11.472
2016/11/19,11.431
2016/11/20,11.39
2016/11/21,11.35
2016/11/22,11.318
2016/11/23,11.284
2016/11/24,11.245
2016/11/25,11.204
2016/11/26,11.162
2016/11/27,11.116
2016/11/28,11.065
2016/11/29,11.002
2016/11/30,10.945
2016/12/01,10.89
2016/12/02,10.825
2016/12/03,10.76
2016/12/04,10.692
2016/12/05,10.616
2016/12/06,10.533
2016/12/07,10.471
2016/12/08,10.427
2016/12/09,10.382
2016/12/10,10.335
2016/12/11,10.288
2016/12/12,10.245
2016/12/13,10.204
2016/12/14,10.163
2016/12/15,10.114
2016/12/16,10.063
2016/12/17,10.01
2016/12/18,9.962
2016/12/19,9.912
2016/12/20,9.861
2016/12/21,9.814
2016/12/22,9.766
2016/12/23,9.712
2016/12/24,9.658
2016/12/25,9.604
2016/12/26,9.551
2016/12/27,9.498
2016/12/28,9.447
2016/12/29,9.418
2016/12/30,9.392
2016/12/31,9.361
2017/01/01,9.336
2017/01/02,9.311
2017/01/03,9.3
2017/01/04,9.325
2017/01/05,9.35
2017/01/06,9.365
2017/01/07,9.374
2017/01/08,9.387
2017/01/09,9.41
2017/01/10,9.432
2017/01/11,9.445
2017/01/12,9.446
2017/01/13,9.449
2017/01/14,9.453
2017/01/15,9.459
2017/01/16,9.462
2017/01/17,9.473
2017/01/18,9.489
2017/01/19,9.505
2017/01/20,9.527
2017/01/21,9.553
2017/01/22,9.58
2017/01/23,9.604
2017/01/24,9.626
2017/01/25,9.645
2017/01/26,9.664
2017/01/27,9.681
2017/01/28,9.698
2017/01/29,9.715
2017/01/30,9.731
2017/01/31,9.749
2017/02/01,9.768
2017/02/02,9.787
2017/02/03,9.808
2017/02/04,9.839
2017/02/05,9.868
2017/02/06,9.898
2017/02/07,9.93
2017/02/08,9.96
2017/02/09,9.985
2017/02/10,10.007
2017/02/11,10.035
2017/02/12,10.063
2017/02/13,10.089
2017/02/14,10.136
2017/02/15,10.195
2017/02/16,10.25
2017/02/17,10.304
2017/02/18,10.357
2017/02/19,10.409
2017/02/20,10.46
2017/02/21,10.506
2017/02/22,10.553
2017/02/23,10.601
2017/02/24,10.655
2017/02/25,10.713
2017/02/26,10.779
2017/02/27,10.864
2017/02/28,10.97
2017/03/01,11.078
2017/03/02,11.232
2017/03/03,11.419
2017/03/04,11.594
2017/03/05,11.753
2017/03/06,11.923
2017/03/07,12.081
2017/03/08,12.209
2017/03/09,12.32
2017/03/10,12.449
2017/03/11,12.61
2017/03/12,12.822
2017/03/13,13.137
2017/03/14,13.473
2017/03/15,13.84
2017/03/16,14.422
2017/03/17,15.115
2017/03/18,15.641
2017/03/19,16.165
2017/03/20,16.764
2017/03/21,17.339
2017/03/22,17.865
2017/03/23,18.389
2017/03/24,18.999
2017/03/25,19.693
2017/03/26,20.369
2017/03/27,21.032
2017/03/28,21.665
2017/03/29,22.337
2017/03/30,23.007
2017/03/31,23.605
2017/04/01,24.191
2017/04/02,24.754
2017/04/03,25.213
2017/04/04,25.615
2017/04/05,26.061
2017/04/06,26.461
2017/04/07,26.824
2017/04/08,27.212
2017/04/09,27.576
2017/04/10,27.923
2017/04/11,28.272
2017/04/12,28.622
2017/04/13,29.061
2017/04/14,29.477
2017/04/15,29.884
2017/04/16,30.295
2017/04/17,30.69
2017/04/18,31.103
2017/04/19,31.527
2017/04/20,31.911
2017/04/21,32.294
2017/04/22,32.658
2017/04/23,33.013
2017/04/24,33.389
2017/04/25,33.757
2017/04/26,34.158
2017/04/27,34.674
2017/04/28,35.37
2017/04/29,36.131
2017/04/30,36.925
2017/05/01,37.847
2017/05/02,38.702
2017/05/03,39.552
2017/05/04,40.551
2017/05/05,41.687
2017/05/06,42.765
2017/05/07,43.86
2017/05/08,44.84
2017/05/09,45.692
2017/05/10,46.596
2017/05/11,47.483
2017/05/12,48.373
2017/05/13,49.192
2017/05/14,50.043
2017/05/15,50.913
2017/05/16,51.732
2017/05/17,52.482
2017/05/18,53.352
2017/05/19,54.626
2017/05/20,56.16
2017/05/21,57.851
2017/05/22,60.162
2017/05/23,62.432
2017/05/24,65.164
2017/05/25,67.996
2017/05/26,70.397
2017/05/27,72.122
2017/05/28,74.223
2017/05/29,76.476
2017/05/30,79.353
2017/05/31,82.582
2017/06/01,85.696
2017/06/02,88.705
2017/06/03,91.613
2017/06/04,94.842
2017/06/05,98.161
2017/06/06,101.64
2017/06/07,105.116
2017/06/08,108.43
2017/06/09,111.897
2017/06/10,116.002
2017/06/11,120.906
2017/06/12,126.325
2017/06/13,132.009
2017/06/14,137.308
2017/06/15,141.448
2017/06/16,145.998
2017/06/17,150.659
2017/06/18,155.325
2017/06/19,159.778
2017/06/20,164.195
2017/06/21,167.901
2017/06/22,171.327
2017/06/23,174.765
2017/06/24,177.96
2017/06/25,180.579
2017/06/26,182.337
2017/06/27,183.705
2017/06/28,186.025
2017/06/29,188.661
2017/06/30,190.93
2017/07/01,192.626
2017/07/02,194.256
2017/07/03,196.106
2017/07/04,197.865
2017/07/05,199.301
2017/07/06,200.756
2017/07/07,201.93
2017/07/08,202.789
2017/07/09,203.686
2017/07/10,204.185
2017/07/11,204.003
2017/07/12,203.993
2017/07/13,204.104
2017/07/14,203.936
2017/07/15,203.503
2017/07/16,202.468
2017/07/17,201.785
2017/07/18,201.762
2017/07/19,202.191
2017/07/20,202.513
2017/07/21,202.964
2017/07/22,203.421
2017/07/23,203.945
2017/07/24,204.424
2017/07/25,204.564
2017/07/26,204.474
2017/07/27,204.422
2017/07/28,204.264
2017/07/29,203.902
2017/07/30,203.787
2017/07/31,203.625
2017/08/01,203.918
2017/08/02,204.305
2017/08/03,204.704
2017/08/04,205.113
2017/08/05,205.836
2017/08/06,207.045
2017/08/07,208.342
2017/08/08,209.934
2017/08/09,211.893
2017/08/10,213.856
2017/08/11,215.779
2017/08/12,217.923
2017/08/13,219.634
2017/08/14,221.415
2017/08/15,222.887
2017/08/16,224.444
2017/08/17,226.196
2017/08/18,227.815
2017/08/19,229.227
2017/08/20,230.632
2017/08/21,232.595
2017/08/22,234.347
2017/08/23,236.213
2017/08/24,238.09
2017/08/25,240.15
2017/08/26,242.129
2017/08/27,244.212
2017/08/28,246.404
2017/08/29,248.937
2017/08/30,251.83
2017/08/31,254.782
2017/09/01,257.817
2017/09/02,260.087
2017/09/03,262.094
2017/09/04,263.324
2017/09/05,264.204
2017/09/06,265.734
2017/09/07,267.221
2017/09/08,268.415
2017/09/09,269.196
2017/09/10,269.77
2017/09/11,270.4
2017/09/12,271.138
2017/09/13,271.273
2017/09/14,270.924
2017/09/15,270.209
2017/09/16,269.945
2017/09/17,269.585
2017/09/18,270.013
2017/09/19,270.408
2017/09/20,270.776
2017/09/21,270.917
2017/09/22,270.744
2017/09/23,270.848
2017/09/24,271.174
2017/09/25,271.623
2017/09/26,272.084
2017/09/27,272.633
2017/09/28,273.337
2017/09/29,273.768
2017/09/30,274.371
2017/10/01,274.943
2017/10/02,275.485
2017/10/03,275.882
2017/10/04,276.269
2017/10/05,276.644
2017/10/06,277.168
2017/10/07,277.87
2017/10/08,278.616
2017/10/09,279.131
2017/10/10,279.578
2017/10/11,280.049
2017/10/12,280.606
2017/10/13,281.55
2017/10/14,282.867
2017/10/15,283.95
2017/10/16,285.174
2017/10/17,286.038
2017/10/18,286.438
2017/10/19,286.94
2017/10/20,287.365
2017/10/21,287.591
2017/10/22,287.771
2017/10/23,287.717
2017/10/24,288.062
2017/10/25,288.229
2017/10/26,288.411
2017/10/27,288.574
2017/10/28,288.699
2017/10/29,288.984
2017/10/30,289.372
2017/10/31,289.762
2017/11/01,289.966
2017/11/02,289.853
2017/11/03,289.971
2017/11/04,290.179
2017/11/05,290.345
2017/11/06,290.519
2017/11/07,290.637
2017/11/08,290.863
2017/11/09,291.461
2017/11/10,291.88
2017/11/11,292.212
2017/11/12,292.579
2017/11/13,293.067
2017/11/14,293.824
2017/11/15,294.734
2017/11/16,295.476
2017/11/17,296.258
2017/11/18,297.088
2017/11/19,298.35
2017/11/20,299.72
2017/11/21,301.152
2017/11/22,302.587
2017/11/23,304.689
2017/11/24,307.447
2017/11/25,310.964
2017/11/26,314.206
2017/11/27,317.747
2017/11/28,321.11
2017/11/29,324.417
2017/11/30,326.843
2017/12/01,329.413
2017/12/02,332.33
2017/12/03,335.319
2017/12/04,338.142
2017/12/05,340.863
2017/12/06,343.042
2017/12/07,344.884
2017/12/08,347.228
2017/12/09,350.106
2017/12/10,352.255
2017/12/11,354.762
2017/12/12,359.292
2017/12/13,365.988
2017/12/14,373.489
2017/12/15,379.993
2017/12/16,386.882
2017/12/17,394.134
2017/12/18,401.618
2017/12/19,410.879
2017/12/20,419.369
2017/12/21,427.932
2017/12/22,433.508
2017/12/23,440.007
2017/12/24,444.889
2017/12/25,450.864
2017/12/26,457.328
2017/12/27,463.772
2017/12/28,469.134
2017/12/29,475.045
2017/12/30,480.089
2017/12/31,485.393
2018/01/01,491.229
2018/01/02,499.122
2018/01/03,507.654
2018/01/04,517.401
2018/01/05,527.574
2018/01/06,537.883
2018/01/07,549.83
2018/01/08,563.106
2018/01/09,577.494
2018/01/10,593.859
2018/01/11,607.731
2018/01/12,621.545
2018/01/13,637.678
2018/01/14,653.323
2018/01/15,668.238
2018/01/16,678.493
2018/01/17,684.58
2018/01/18,692.514
2018/01/19,700.369
2018/01/20,709.689
2018/01/21,717.965
2018/01/22,724.793
2018/01/23,730.518
2018/01/24,736.795
2018/01/25,744.15
2018/01/26,750.862
2018/01/27,758.124
2018/01/28,767.581
2018/01/29,776.87
2018/01/30,784.845
2018/01/31,791.769
2018/02/01,798.792
2018/02/02,801.687
2018/02/03,805.106
2018/02/04,807.377
2018/02/05,806.708
2018/02/06,803.914
2018/02/07,803.807
2018/02/08,804.052
2018/02/09,804.678
2018/02/10,806.141
2018/02/11,806.565
2018/02/12,807.684
2018/02/13,808.546
2018/02/14,810.218
2018/02/15,812.904
2018/02/16,815.58
2018/02/17,818.881
2018/02/18,821.645
2018/02/19,824.277
2018/02/20,826.81
2018/02/21,827.748
2018/02/22,827.829
2018/02/23,828.236
2018/02/24,828.594
2018/02/25,828.854
2018/02/26,829.572
2018/02/27,830.67
2018/02/28,831.547
2018/03/01,832.316
2018/03/02,833.006
2018/03/03,833.636
2018/03/04,834.095
2018/03/05,834.713
2018/03/06,834.685
2018/03/07,833.534
2018/03/08,831.46
2018/03/09,828.268
2018/03/10,825.981
2018/03/11,823.259
2018/03/12,820.88
2018/03/13,818.115
2018/03/14,814.657
2018/03/15,809.988
2018/03/16,805.584
2018/03/17,800.757
2018/03/18,794.337
2018/03/19,788.736
2018/03/20,783.364
2018/03/21,778.662
2018/03/22,773.607
2018/03/23,768.115
2018/03/24,763.047
2018/03/25,757.763
2018/03/26,752.098
2018/03/27,745.76
2018/03/28,739.297
2018/03/29,732.164
2018/03/30,724.536
2018/03/31,717.441
2018/04/01,710.08
2018/04/02,702.951
2018/04/03,696.329
2018/04/04,689.63
2018/04/05,682.795
2018/04/06,675.976
2018/04/07,669.575
2018/04/08,663.554
2018/04/09,657.859
2018/04/10,652.261
2018/04/11,647.157
2018/04/12,642.837
2018/04/13,639.804
2018/04/14,636.772
2018/04/15,634.21
2018/04/16,631.525
2018/04/17,628.9
2018/04/18,626.395
2018/04/19,624.576
2018/04/20,623.701
2018/04/21,623.283
2018/04/22,623.268
2018/04/23,623.625
2018/04/24,625.073
2018/04/25,625.491
2018/04/26,625.617
2018/04/27,626.494
2018/04/28,627.594
2018/04/29,628.841
2018/04/30,630.025
2018/05/01,630.64
2018/05/02,631.7
2018/05/03,633.951
2018/05/04,637.228
2018/05/05,641.015
2018/05/06,644.351
2018/05/07,646.526
2018/05/08,648.781
2018/05/09,650.785
2018/05/10,653.057
2018/05/11,654.067
2018/05/12,654.445
2018/05/13,655.53
2018/05/14,656.917
2018/05/15,658.385
2018/05/16,659.191
2018/05/17,660.087
2018/05/18,660.499
2018/05/19,661.302
2018/05/20,662.401
2018/05/21,663.385
2018/05/22,663.782
2018/05/23,662.709
2018/05/24,661.049
2018/05/25,659.593
2018/05/26,658.203
2018/05/27,656.39
2018/05/28,653.797
2018/05/29,651.361
2018/05/30,649.403
2018/05/31,647.713
2018/06/01,646.147
2018/06/02,644.885
2018/06/03,644.144
2018/06/04,643.22
2018/06/05,642.166
2018/06/06,641.35
2018/06/07,640.626
2018/06/08,639.776
2018/06/09,638.991
2018/06/10,637.232
2018/06/11,634.784
2018/06/12,632.284
2018/06/13,628.96
2018/06/14,625.963
2018/06/15,623.234
2018/06/16,620.449
2018/06/17,617.84
2018/06/18,615.303
2018/06/19,613.38
2018/06/20,611.538
2018/06/21,609.825
2018/06/22,607.197
2018/06/23,604.212
2018/06/24,600.851
2018/06/25,597.706
2018/06/26,594.478
2018/06/27,590.966
2018/06/28,587.557
2018/06/29,583.812
2018/06/30,580.87
2018/07/01,578.06
2018/07/02,575.5
2018/07/03,573.244
2018/07/04,570.922
2018/07/05,568.712
2018/07/06,566.481
2018/07/07,564.354
2018/07/08,562.669
2018/07/09,560.889
2018/07/10,558.446
2018/07/11,555.833
2018/07/12,553.157
2018/07/13,550.584
2018/07/14,548.023
2018/07/15,545.727
2018/07/16,543.943
2018/07/17,542.563
2018/07/18,541.518
2018/07/19,540.032
2018/07/20,538.244
2018/07/21,536.517
2018/07/22,534.908
2018/07/23,533.258
2018/07/24,531.82
2018/07/25,530.565
2018/07/26,529.366
2018/07/27,527.95
2018/07/28,526.621
2018/07/29,525.287
2018/07/30,523.843
2018/07/31,522.023
2018/08/01,519.801
2018/08/02,517.517
2018/08/03,515.155
2018/08/04,512.89
2018/08/05,510.56
2018/08/06,508.3
2018/08/07,505.99
2018/08/08,502.922
2018/08/09,499.81
2018/08/10,496.656
2018/08/11,492.744
2018/08/12,488.982
2018/08/13,485.013
2018/08/14,480.149
2018/08/15,475.91
2018/08/16,471.78
2018/08/17,468.004
2018/08/18,464.375
2018/08/19,460.696
2018/08/20,456.973
2018/08/21,453.04
2018/08/22,449.265
2018/08/23,445.402
2018/08/24,441.687
2018/08/25,438.126
2018/08/26,434.514
2018/08/27,431.049
2018/08/28,427.911
2018/08/29,424.93
2018/08/30,421.788
2018/08/31,418.694
2018/09/01,415.875
2018/09/02,413.208
2018/09/03,410.5
2018/09/04,407.798
2018/09/05,404.657
2018/09/06,400.734
2018/09/07,396.824
2018/09/08,392.763
2018/09/09,388.468
2018/09/10,384.243
2018/09/11,379.974
2018/09/12,375.493
2018/09/13,371.575
2018/09/14,368.092
2018/09/15,364.806
2018/09/16,361.581
2018/09/17,358.311
2018/09/18,354.904
2018/09/19,351.707
2018/09/20,348.606
2018/09/21,345.998
2018/09/22,343.684
2018/09/23,341.457
2018/09/24,339.148
2018/09/25,336.404
2018/09/26,333.737
2018/09/27,331.212
2018/09/28,328.899
2018/09/29,326.651
2018/09/30,324.59
2018/10/01,322.525
2018/10/02,320.46
2018/10/03,318.252
2018/10/04,316.175
2018/10/05,314.127
2018/10/06,312.186
2018/10/07,310.252
2018/10/08,308.432
2018/10/09,306.675
2018/10/10,304.894
2018/10/11,302.629
2018/10/12,300.293
2018/10/13,298.079
2018/10/14,295.939
2018/10/15,294.039
2018/10/16,292.211
2018/10/17,290.411
2018/10/18,288.589
2018/10/19,286.73
2018/10/20,284.958
2018/10/21,283.264
2018/10/22,281.559
2018/10/23,279.85
2018/10/24,278.199
2018/10/25,276.542
2018/10/26,274.931
2018/10/27,273.365
2018/10/28,271.842
2018/10/29,270.277
2018/10/30,268.657
2018/10/31,267.08
2018/11/01,265.567
2018/11/02,264.142
2018/11/03,262.739
2018/11/04,261.451
2018/11/05,260.304
2018/11/06,259.273
2018/11/07,258.403
2018/11/08,257.452
2018/11/09,256.442
2018/11/10,255.476
2018/11/11,254.514
2018/11/12,253.579
2018/11/13,252.617
2018/11/14,251.414
2018/11/15,249.82
2018/11/16,248.253
2018/11/17,246.643
2018/11/18,245.117
2018/11/19,243.247
2018/11/20,240.973
2018/11/21,238.631
2018/11/22,236.328
2018/11/23,233.846
2018/11/24,231.408
2018/11/25,228.753
2018/11/26,226.211
2018/11/27,223.595
2018/11/28,221.267
2018/11/29,219.028
2018/11/30,216.757
2018/12/01,214.556
2018/12/02,212.429
2018/12/03,210.223
2018/12/04,208.04
2018/12/05,205.831
2018/12/06,203.505
2018/12/07,200.963
2018/12/08,198.557
2018/12/09,196.264
2018/12/10,193.991
2018/12/11,191.705
2018/12/12,189.485
2018/12/13,187.293
2018/12/14,185.068
2018/12/15,182.86
2018/12/16,180.759
2018/12/17,178.773
2018/12/18,176.945
2018/12/19,175.352
2018/12/20,173.897
2018/12/21,172.586
2018/12/22,171.256
2018/12/23,170.353
2018/12/24,169.849
2018/12/25,168.975
2018/12/26,168.159
2018/12/27,167.21
2018/12/28,166.267
2018/12/29,165.67
2018/12/30,165.071
2018/12/31,164.455
2019/01/01,163.837
2019/01/02,163.522
2019/01/03,163.274
2019/01/04,163.047
2019/01/05,162.961
2019/01/06,162.804
2019/01/07,162.628
2019/01/08,162.375
2019/01/09,162.151
2019/01/10,161.594
2019/01/11,160.843
2019/01/12,160.091
2019/01/13,159.258
2019/01/14,158.439
2019/01/15,157.756
2019/01/16,156.985
2019/01/17,156.214
2019/01/18,155.455
2019/01/19,154.754
2019/01/20,154.02
2019/01/21,153.213
2019/01/22,152.435
2019/01/23,151.689
2019/01/24,150.922
2019/01/25,150.165
2019/01/26,149.431
2019/01/27,148.674
2019/01/28,147.752
2019/01/29,146.818
2019/01/30,145.95
2019/01/31,145.116
2019/02/01,144.27
2019/02/02,143.458
2019/02/03,142.683
2019/02/04,141.902
2019/02/05,141.131
2019/02/06,140.303
2019/02/07,139.518
2019/02/08,138.874
2019/02/09,138.438
2019/02/10,138.002
2019/02/11,137.631
2019/02/12,137.259
2019/02/13,136.938
2019/02/14,136.612
2019/02/15,136.288
2019/02/16,135.991
2019/02/17,135.777
2019/02/18,135.9
2019/02/19,136.15
2019/02/20,136.353
2019/02/21,136.561
2019/02/22,136.801
2019/02/23,137.111
2019/02/24,137.484
2019/02/25,137.511
2019/02/26,137.497
2019/02/27,137.478
2019/02/28,137.464
2019/03/01,137.442
2019/03/02,137.36
2019/03/03,137.265
2019/03/04,137.039
2019/03/05,136.91
2019/03/06,136.92
2019/03/07,136.941
2019/03/08,136.934
2019/03/09,136.932
2019/03/10,136.907
2019/03/11,136.838
2019/03/12,136.758
2019/03/13,136.659
2019/03/14,136.558
2019/03/15,136.524
2019/03/16,136.627
2019/03/17,136.681
2019/03/18,136.722
2019/03/19,136.755
2019/03/20,136.789
2019/03/21,136.807
2019/03/22,136.795
2019/03/23,136.799
2019/03/24,136.787
2019/03/25,136.75
2019/03/26,136.686
2019/03/27,136.711
2019/03/28,136.746
2019/03/29,136.823
2019/03/30,136.956
2019/03/31,137.055
2019/04/01,137.166
2019/04/02,137.515
2019/04/03,138.222
2019/04/04,138.708
2019/04/05,139.244
2019/04/06,139.815
2019/04/07,140.45
2019/04/08,141.318
2019/04/09,142.098
2019/04/10,142.914
2019/04/11,143.457
2019/04/12,143.909
2019/04/13,144.352
2019/04/14,144.779
2019/04/15,145.222
2019/04/16,145.619
2019/04/17,146.07
2019/04/18,146.65
2019/04/19,147.217
2019/04/20,147.799
2019/04/21,148.287
2019/04/22,148.778
2019/04/23,149.319
2019/04/24,149.683
2019/04/25,149.981
2019/04/26,150.1
2019/04/27,150.257
2019/04/28,150.424
2019/04/29,150.54
2019/04/30,150.715
2019/05/01,150.944
2019/05/02,151.154
2019/05/03,151.486
2019/05/04,151.763
2019/05/05,152.009
2019/05/06,152.34
2019/05/07,152.874
2019/05/08,153.248
2019/05/09,153.617
2019/05/10,154.043
2019/05/11,154.763
2019/05/12,155.572
2019/05/13,156.42
2019/05/14,157.535
2019/05/15,159.187
2019/05/16,161.428
2019/05/17,163.127
2019/05/18,164.782
2019/05/19,166.726
2019/05/20,168.541
2019/05/21,170.399
2019/05/22,172.224
2019/05/23,173.733
2019/05/24,175.395
2019/05/25,177.068
2019/05/26,178.713
2019/05/27,180.688
2019/05/28,182.663
2019/05/29,184.564
2019/05/30,186.56
2019/05/31,188.119
2019/06/01,189.874
2019/06/02,191.6
2019/06/03,193.164
2019/06/04,194.304
2019/06/05,195.395
2019/06/06,196.468
2019/06/07,197.619
2019/06/08,198.699
2019/06/09,199.567
2019/06/10,200.439
2019/06/11,201.386
2019/06/12,202.471
2019/06/13,203.716
2019/06/14,204.874
2019/06/15,206.214
2019/06/16,207.635
2019/06/17,209.034
2019/06/18,210.32
2019/06/19,211.574
2019/06/20,212.839
2019/06/21,214.477
2019/06/22,216.506
2019/06/23,218.604
