Date,hashrate3wma
2016/01/01,533039848335
2016/01/02,529841062490
2016/01/03,536118231378
2016/01/04,540267899188
2016/01/05,545667586482
2016/01/06,549260135296
2016/01/07,538647070219
2016/01/08,542780640644
2016/01/09,547094281857
2016/01/10,544640339674
2016/01/11,552087185646
2016/01/12,547423314606
2016/01/13,539254273428
2016/01/14,543911242759
2016/01/15,556580185994
2016/01/16,568381111113
2016/01/17,570045967201
2016/01/18,580871241575
2016/01/19,584326807167
2016/01/20,587606303517
2016/01/21,585591119745
2016/01/22,598062952911
2016/01/23,605311278178
2016/01/24,630040630978
2016/01/25,630664803815
2016/01/26,653193292120
2016/01/27,660264056152
2016/01/28,659515833308
2016/01/29,663043115355
2016/01/30,666454210162
2016/01/31,657948177404
2016/02/01,666648485283
2016/02/02,658511994920
2016/02/03,677816443241
2016/02/04,687484243519
2016/02/05,696839231891
2016/02/06,685833855122
2016/02/07,687945759080
2016/02/08,705228291568
2016/02/09,706354863282
2016/02/10,712705920038
2016/02/11,729682205184
2016/02/12,729292985209
2016/02/13,747856137780
2016/02/14,763111134453
2016/02/15,783447686083
2016/02/16,788940526551
2016/02/17,780704835844
2016/02/18,763772245414
2016/02/19,776053194873
2016/02/20,790233128781
2016/02/21,803652541003
2016/02/22,825319433994
2016/02/23,841100729791
2016/02/24,847231224209
2016/02/25,851714723518
2016/02/26,867214801538
2016/02/27,884956106192
2016/02/28,903799392408
2016/02/29,897729027555
2016/03/01,898238600409
2016/03/02,917415439888
2016/03/03,941774883267
2016/03/04,967023811883
2016/03/05,1002179862192
2016/03/06,1025521914838
2016/03/07,1040923693768
2016/03/08,1052017625275
2016/03/09,1068444582790
2016/03/10,1099201721835
2016/03/11,1131052961962
2016/03/12,1179314965974
2016/03/13,1242807716790
2016/03/14,1256254880184
2016/03/15,1278438757743
2016/03/16,1300703237492
2016/03/17,1341221104783
2016/03/18,1354168324831
2016/03/19,1389645265321
2016/03/20,1424695359799
2016/03/21,1434956500086
2016/03/22,1451490995728
2016/03/23,1421653251364
2016/03/24,1460100643249
2016/03/25,1520391614260
2016/03/26,1585948144358
2016/03/27,1623515090601
2016/03/28,1621459643199
2016/03/29,1645073316193
2016/03/30,1681041587073
2016/03/31,1733709442816
2016/04/01,1769951562074
2016/04/02,1754920031324
2016/04/03,1786876021817
2016/04/04,1851039242807
2016/04/05,1899905702636
2016/04/06,1904885332183
2016/04/07,1857542473769
