Date,transactionvalue7wmaUSD
2017/02/02,258.875
2017/02/03,302.543
2017/02/04,346.201
2017/02/05,314.745
2017/02/06,321.192
2017/02/07,310.218
2017/02/08,296.577
2017/02/09,295.596
2017/02/10,303.38
2017/02/11,283.454
2017/02/12,289.986
2017/02/13,277.287
2017/02/14,390.355
2017/02/15,546.27
2017/02/16,587.277
2017/02/17,631.128
2017/02/18,650.415
2017/02/19,657.409
2017/02/20,653.644
2017/02/21,684.839
2017/02/22,678.305
2017/02/23,687.278
2017/02/24,827.484
2017/02/25,838.503
2017/02/26,898.84
2017/02/27,1325
2017/02/28,1783
2017/03/01,2213
2017/03/02,2877
2017/03/03,3566
2017/03/04,3736
2017/03/05,3684
2017/03/06,4112
2017/03/07,3927
2017/03/08,3852
2017/03/09,3849
2017/03/10,3803
2017/03/11,4076
2017/03/12,5105
2017/03/13,5501
2017/03/14,5020
2017/03/15,4555
2017/03/16,6281
2017/03/17,6572
2017/03/18,7576
2017/03/19,6437
2017/03/20,5784
2017/03/21,6008
2017/03/22,5920
2017/03/23,5693
2017/03/24,6300
2017/03/25,6572
2017/03/26,6661
2017/03/27,6566
2017/03/28,6544
2017/03/29,6765
2017/03/30,7439
2017/03/31,7403
2017/04/01,7128
2017/04/02,7518
2017/04/03,7634
2017/04/04,6811
2017/04/05,6604
2017/04/06,6844
2017/04/07,5721
2017/04/08,5216
2017/04/09,4730
2017/04/10,4645
2017/04/11,4657
2017/04/12,4506
2017/04/13,4182
2017/04/14,4233
2017/04/15,3732
2017/04/16,3036
2017/04/17,2528
2017/04/18,3007
2017/04/19,3639
2017/04/20,4378
2017/04/21,4611
2017/04/22,4805
2017/04/23,4869
2017/04/24,5044
2017/04/25,4812
2017/04/26,5169
2017/04/27,5984
2017/04/28,6887
2017/04/29,8055
2017/04/30,9376
2017/05/01,11651
2017/05/02,12735
2017/05/03,14425
2017/05/04,15461
2017/05/05,16899
2017/05/06,16709
2017/05/07,16989
2017/05/08,16439
2017/05/09,15925
2017/05/10,15480
2017/05/11,15691
2017/05/12,15384
2017/05/13,14369
2017/05/14,13364
2017/05/15,12964
2017/05/16,13670
2017/05/17,12364
2017/05/18,10677
2017/05/19,10378
2017/05/20,9943
2017/05/21,10144
2017/05/22,13539
2017/05/23,13968
2017/05/24,14843
2017/05/25,15453
2017/05/26,16166
2017/05/27,15336
2017/05/28,14076
2017/05/29,13078
2017/05/30,12832
2017/05/31,15509
2017/06/01,16455
2017/06/02,17275
2017/06/03,18248
2017/06/04,18668
2017/06/05,19765
2017/06/06,21467
2017/06/07,21823
2017/06/08,21912
2017/06/09,21571
2017/06/10,20170
2017/06/11,19268
2017/06/12,22323
2017/06/13,24139
2017/06/14,23435
2017/06/15,24328
2017/06/16,25007
2017/06/17,22855
2017/06/18,20426
2017/06/19,18080
2017/06/20,17182
2017/06/21,14662
2017/06/22,12773
2017/06/23,12077
2017/06/24,12469
2017/06/25,10573
2017/06/26,9862
2017/06/27,9979
2017/06/28,10258
2017/06/29,10908
2017/06/30,11076
2017/07/01,10906
2017/07/02,10274
2017/07/03,13347
2017/07/04,15170
2017/07/05,13457
2017/07/06,12327
2017/07/07,11178
2017/07/08,10019
2017/07/09,8068
2017/07/10,7324
2017/07/11,7269
2017/07/12,7757
2017/07/13,10206
2017/07/14,12931
2017/07/15,15160
2017/07/16,16094
2017/07/17,16529
2017/07/18,17641
2017/07/19,18228
2017/07/20,18147
2017/07/21,18622
2017/07/22,15290
2017/07/23,12748
2017/07/24,13529
2017/07/25,14777
2017/07/26,15243
2017/07/27,16248
2017/07/28,17382
2017/07/29,18879
2017/07/30,17992
2017/07/31,15134
2017/08/01,13322
2017/08/02,11669
2017/08/03,9952
2017/08/04,8565
2017/08/05,8018
2017/08/06,7978
2017/08/07,8305
2017/08/08,8644
2017/08/09,9527
2017/08/10,12494
2017/08/11,19636
2017/08/12,22204
2017/08/13,24493
2017/08/14,23809
2017/08/15,21761
2017/08/16,18940
2017/08/17,16106
2017/08/18,13580
2017/08/19,11706
2017/08/20,10534
2017/08/21,10127
2017/08/22,9895
2017/08/23,10143
2017/08/24,10314
2017/08/25,10212
2017/08/26,9151
2017/08/27,11849
2017/08/28,15718
2017/08/29,17168
2017/08/30,21940
2017/08/31,21578
2017/09/01,20754
2017/09/02,19549
2017/09/03,17361
2017/09/04,15306
2017/09/05,13563
2017/09/06,12148
2017/09/07,10965
2017/09/08,10233
2017/09/09,11339
2017/09/10,12379
2017/09/11,12495
2017/09/12,12384
2017/09/13,11250
2017/09/14,10907
2017/09/15,10399
2017/09/16,9213
2017/09/17,9216
2017/09/18,10460
2017/09/19,11097
2017/09/20,10663
2017/09/21,10096
2017/09/22,9608
2017/09/23,9113
2017/09/24,8272
2017/09/25,7870
2017/09/26,7780
2017/09/27,7978
2017/09/28,8220
2017/09/29,8046
2017/09/30,7693
2017/10/01,6949
2017/10/02,6806
2017/10/03,10009
2017/10/04,11313
2017/10/05,11046
2017/10/06,10802
2017/10/07,10285
2017/10/08,9960
2017/10/09,9627
2017/10/10,9198
2017/10/11,8932
2017/10/12,9006
2017/10/13,9767
2017/10/14,10002
2017/10/15,9903
2017/10/16,9008
2017/10/17,8471
2017/10/18,8598
2017/10/19,8269
2017/10/20,7646
2017/10/21,7309
2017/10/22,6994
2017/10/23,7165
2017/10/24,7259
2017/10/25,7032
2017/10/26,6823
2017/10/27,5122
2017/10/28,3649
2017/10/29,2415
2017/10/30,1406
2017/10/31,675.353
2017/11/01,2212
2017/11/02,3802
2017/11/03,5120
2017/11/04,5851
2017/11/05,6186
2017/11/06,6307
2017/11/07,6076
2017/11/08,6185
2017/11/09,7691
2017/11/10,8206
2017/11/11,8806
2017/11/12,9906
2017/11/13,9703
2017/11/14,9303
2017/11/15,9517
2017/11/16,9593
2017/11/17,9711
2017/11/18,9601
2017/11/19,9603
2017/11/20,10137
2017/11/21,10542
2017/11/22,10747
2017/11/23,11122
2017/11/24,11263
2017/11/25,11902
2017/11/26,12335
2017/11/27,13192
2017/11/28,14515
2017/11/29,16045
2017/11/30,16651
2017/12/01,16590
2017/12/02,16737
2017/12/03,16209
2017/12/04,15467
2017/12/05,13027
2017/12/06,11329
2017/12/07,9833
2017/12/08,8263
2017/12/09,6831
2017/12/10,5712
2017/12/11,4888
2017/12/12,5586
2017/12/13,6076
2017/12/14,6912
2017/12/15,7256
2017/12/16,7252
2017/12/17,7228
2017/12/18,7082
2017/12/19,7340
2017/12/20,8103
2017/12/21,8632
2017/12/22,8853
2017/12/23,8692
2017/12/24,8224
2017/12/25,7629
2017/12/26,7588
2017/12/27,7619
2017/12/28,7998
2017/12/29,8529
2017/12/30,9065
2017/12/31,8703
2018/01/01,8307
2018/01/02,8754
2018/01/03,9051
2018/01/04,10348
2018/01/05,11477
2018/01/06,12011
2018/01/07,12212
2018/01/08,12960
2018/01/09,13749
2018/01/10,15316
2018/01/11,15790
2018/01/12,15521
2018/01/13,14561
2018/01/14,18666
2018/01/15,17549
2018/01/16,16639
2018/01/17,15405
2018/01/18,14437
2018/01/19,12939
2018/01/20,11537
2018/01/21,9991
2018/01/22,9618
2018/01/23,9291
2018/01/24,9232
2018/01/25,8258
2018/01/26,8859
2018/01/27,8745
2018/01/28,9009
2018/01/29,9296
2018/01/30,9699
2018/01/31,9952
2018/02/01,9885
2018/02/02,10047
2018/02/03,9416
2018/02/04,8431
2018/02/05,7747
2018/02/06,7302
2018/02/07,7008
2018/02/08,6212
2018/02/09,5852
2018/02/10,5803
2018/02/11,5384
2018/02/12,5158
2018/02/13,5612
2018/02/14,5670
2018/02/15,5964
2018/02/16,5973
2018/02/17,5837
2018/02/18,5714
2018/02/19,5365
2018/02/20,5103
2018/02/21,4867
2018/02/22,5113
2018/02/23,4739
2018/02/24,4367
2018/02/25,3797
2018/02/26,3480
2018/02/27,2988
2018/02/28,2578
2018/03/01,2324
2018/03/02,2126
2018/03/03,1876
2018/03/04,1722
2018/03/05,1694
2018/03/06,1823
2018/03/07,1865
2018/03/08,1856
2018/03/09,1891
2018/03/10,1792
2018/03/11,1655
2018/03/12,1605
2018/03/13,1847
2018/03/14,1870
2018/03/15,1854
2018/03/16,1731
2018/03/17,1612
2018/03/18,1726
2018/03/19,1724
2018/03/20,1661
2018/03/21,1609
2018/03/22,1552
2018/03/23,1557
2018/03/24,1423
2018/03/25,1279
2018/03/26,1319
2018/03/27,1471
2018/03/28,1595
2018/03/29,1681
2018/03/30,1645
2018/03/31,1521
2018/04/01,1361
2018/04/02,1213
2018/04/03,1117
2018/04/04,1038
2018/04/05,924.777
2018/04/06,864.405
2018/04/07,796.303
2018/04/08,791.53
2018/04/09,840.094
2018/04/10,849.945
2018/04/11,897.616
2018/04/12,1056
2018/04/13,1203
2018/04/14,1137
2018/04/15,1112
2018/04/16,1105
2018/04/17,1076
2018/04/18,1115
2018/04/19,1127
2018/04/20,1228
2018/04/21,1291
2018/04/22,1251
2018/04/23,1562
2018/04/24,1782
2018/04/25,1891
2018/04/26,1867
2018/04/27,1883
2018/04/28,1823
2018/04/29,1739
2018/04/30,1706
2018/05/01,1689
2018/05/02,1835
2018/05/03,2022
2018/05/04,2056
2018/05/05,2022
2018/05/06,1974
2018/05/07,2174
2018/05/08,2125
2018/05/09,2083
2018/05/10,2030
2018/05/11,1989
2018/05/12,1831
2018/05/13,1620
2018/05/14,1646
2018/05/15,1673
2018/05/16,1609
2018/05/17,1557
2018/05/18,1504
2018/05/19,1380
2018/05/20,1309
2018/05/21,1310
2018/05/22,1422
2018/05/23,1581
2018/05/24,1598
2018/05/25,1566
2018/05/26,1455
2018/05/27,1450
2018/05/28,1496
2018/05/29,1479
2018/05/30,1474
2018/05/31,1504
2018/06/01,1614
2018/06/02,1482
2018/06/03,1315
2018/06/04,1336
2018/06/05,1381
2018/06/06,1478
2018/06/07,1536
2018/06/08,1653
2018/06/09,1517
2018/06/10,1475
2018/06/11,1464
2018/06/12,1584
2018/06/13,1804
2018/06/14,2036
2018/06/15,2168
2018/06/16,2010
2018/06/17,1755
2018/06/18,1573
2018/06/19,1445
2018/06/20,1355
2018/06/21,1293
2018/06/22,1331
2018/06/23,1239
2018/06/24,1270
2018/06/25,1282
2018/06/26,1256
2018/06/27,1208
2018/06/28,1161
2018/06/29,1169
2018/06/30,1099
2018/07/01,992.183
2018/07/02,1059
2018/07/03,1162
2018/07/04,1288
2018/07/05,1358
2018/07/06,1452
2018/07/07,1396
2018/07/08,1306
2018/07/09,1286
2018/07/10,1255
2018/07/11,1165
2018/07/12,1106
2018/07/13,1054
2018/07/14,983.193
2018/07/15,918.235
2018/07/16,951.898
2018/07/17,1013
2018/07/18,1106
2018/07/19,1115
2018/07/20,1155
2018/07/21,1086
2018/07/22,993.226
2018/07/23,972.373
2018/07/24,966.848
2018/07/25,940.594
2018/07/26,903.542
2018/07/27,872.276
2018/07/28,787.56
2018/07/29,705.555
2018/07/30,742.48
2018/07/31,965.121
2018/08/01,954.763
2018/08/02,950.216
2018/08/03,910.63
2018/08/04,830.717
2018/08/05,742.093
2018/08/06,702.986
2018/08/07,711.61
2018/08/08,864.82
2018/08/09,934.909
2018/08/10,993.416
2018/08/11,975.606
2018/08/12,874.37
2018/08/13,923.896
2018/08/14,982.566
2018/08/15,987.282
2018/08/16,900.407
2018/08/17,904.508
2018/08/18,817.202
2018/08/19,702.648
2018/08/20,654.726
2018/08/21,632.489
2018/08/22,665.827
2018/08/23,668.416
2018/08/24,668.327
2018/08/25,642.032
2018/08/26,602.575
2018/08/27,616.234
2018/08/28,625.68
2018/08/29,673.45
2018/08/30,681.897
2018/08/31,702.701
2018/09/01,667.319
2018/09/02,611.497
2018/09/03,654.131
2018/09/04,843.221
2018/09/05,909.992
2018/09/06,999.715
2018/09/07,1026
2018/09/08,1004
2018/09/09,954.303
2018/09/10,918.522
2018/09/11,878.618
2018/09/12,938.157
2018/09/13,909.52
2018/09/14,906.228
2018/09/15,849.289
2018/09/16,779.24
2018/09/17,757.858
2018/09/18,738.288
2018/09/19,698.006
2018/09/20,716.592
2018/09/21,843.744
2018/09/22,852.055
2018/09/23,834.227
2018/09/24,863.859
2018/09/25,848.827
2018/09/26,839.098
2018/09/27,803.34
2018/09/28,780.499
2018/09/29,769.507
2018/09/30,738.433
2018/10/01,697.274
2018/10/02,643.902
2018/10/03,629.673
2018/10/04,623.984
2018/10/05,600.238
2018/10/06,547.566
2018/10/07,514.256
2018/10/08,549.429
2018/10/09,562.518
2018/10/10,583.457
2018/10/11,715.305
2018/10/12,733.079
2018/10/13,678.998
2018/10/14,627.627
2018/10/15,774.43
2018/10/16,794.608
2018/10/17,775.961
2018/10/18,796.536
2018/10/19,751.625
2018/10/20,708.276
2018/10/21,723.101
2018/10/22,666.497
2018/10/23,648.993
2018/10/24,639.477
2018/10/25,683.311
2018/10/26,678.736
2018/10/27,613.914
2018/10/28,554.582
2018/10/29,569.765
2018/10/30,554.86
2018/10/31,555.008
2018/11/01,546.521
2018/11/02,584.233
2018/11/03,556.226
2018/11/04,571.182
2018/11/05,638.103
2018/11/06,652.936
2018/11/07,703.857
2018/11/08,706.278
2018/11/09,696.784
2018/11/10,649.632
2018/11/11,592.502
2018/11/12,601.9
2018/11/13,605.144
2018/11/14,701.364
2018/11/15,788.573
2018/11/16,793.608
2018/11/17,735.372
2018/11/18,729.805
2018/11/19,853.302
2018/11/20,961.313
2018/11/21,953.649
2018/11/22,883.507
2018/11/23,840.171
2018/11/24,771.291
2018/11/25,766.091
2018/11/26,722.694
2018/11/27,660.075
2018/11/28,647.415
2018/11/29,679.52
2018/11/30,1349
2018/12/01,1944
2018/12/02,1662
2018/12/03,1429
2018/12/04,1200
2018/12/05,992.497
2018/12/06,820.551
2018/12/07,679.908
2018/12/08,556.137
2018/12/09,536.832
2018/12/10,508.737
2018/12/11,485.599
2018/12/12,454.378
2018/12/13,446.973
2018/12/14,429.442
2018/12/15,391.418
2018/12/16,364.498
2018/12/17,404.658
2018/12/18,441.881
2018/12/19,525.761
2018/12/20,606.883
2018/12/21,688.893
2018/12/22,661.879
2018/12/23,686.213
2018/12/24,753.506
2018/12/25,718.612
2018/12/26,661.711
2018/12/27,649.21
2018/12/28,643.385
2018/12/29,724.019
2018/12/30,667.397
2018/12/31,634.342
2019/01/01,604.142
2019/01/02,623.86
2019/01/03,622.362
2019/01/04,727.805
2019/01/05,877.297
2019/01/06,882.319
2019/01/07,869.636
2019/01/08,825.624
2019/01/09,766.372
2019/01/10,746.453
2019/01/11,765.962
2019/01/12,666.357
2019/01/13,607.041
2019/01/14,629.276
2019/01/15,609.594
2019/01/16,612.042
2019/01/17,580.107
2019/01/18,529.094
2019/01/19,480.309
2019/01/20,447.838
2019/01/21,412.949
2019/01/22,388.002
2019/01/23,390.529
2019/01/24,424.025
2019/01/25,436.705
2019/01/26,415.013
2019/01/27,422.496
2019/01/28,470.82
2019/01/29,464.167
2019/01/30,463.555
2019/01/31,470.743
2019/02/01,460.823
2019/02/02,420.411
2019/02/03,391.276
2019/02/04,349.356
2019/02/05,317.32
2019/02/06,333.726
2019/02/07,333.684
2019/02/08,375.944
2019/02/09,372.08
2019/02/10,396.948
2019/02/11,439.641
2019/02/12,443.704
2019/02/13,448.266
2019/02/14,446.539
2019/02/15,438.138
2019/02/16,402.677
2019/02/17,419.178
2019/02/18,517.977
2019/02/19,590.316
2019/02/20,612.473
2019/02/21,619.086
2019/02/22,623.5
2019/02/23,596.428
2019/02/24,646.554
2019/02/25,704.71
2019/02/26,651.483
2019/02/27,677.725
2019/02/28,663.319
2019/03/01,614.872
2019/03/02,549.408
2019/03/03,508.269
2019/03/04,493.875
2019/03/05,492.96
2019/03/06,493.024
2019/03/07,498.203
2019/03/08,524.565
2019/03/09,512.499
2019/03/10,506.161
2019/03/11,532.343
2019/03/12,540.469
2019/03/13,526.522
2019/03/14,526.553
2019/03/15,528.115
2019/03/16,532.886
2019/03/17,522.584
2019/03/18,545.599
2019/03/19,514.85
2019/03/20,544.619
2019/03/21,548.931
2019/03/22,525.926
2019/03/23,549.571
2019/03/24,524.62
2019/03/25,540.408
2019/03/26,543.278
2019/03/27,532.29
2019/03/28,526.597
2019/03/29,537.357
2019/03/30,536.868
2019/03/31,522.975
2019/04/01,515.974
2019/04/02,593.343
2019/04/03,689.676
2019/04/04,706.693
2019/04/05,720.561
2019/04/06,691.064
2019/04/07,700.02
2019/04/08,779.13
2019/04/09,809.764
2019/04/10,801.488
2019/04/11,779.808
2019/04/12,737.965
2019/04/13,655.176
2019/04/14,602.371
2019/04/15,597.347
2019/04/16,573.338
2019/04/17,560.017
2019/04/18,580.902
2019/04/19,583.694
2019/04/20,562.229
2019/04/21,554.982
2019/04/22,554.378
2019/04/23,578.192
2019/04/24,650.967
2019/04/25,685.667
2019/04/26,792.915
2019/04/27,750.878
2019/04/28,727.94
2019/04/29,737.74
2019/04/30,716.181
2019/05/01,677.879
2019/05/02,634.159
2019/05/03,619.819
2019/05/04,595.022
2019/05/05,559.683
2019/05/06,587.102
2019/05/07,666.529
2019/05/08,703.34
2019/05/09,708.355
2019/05/10,708.495
2019/05/11,822.684
2019/05/12,824.184
2019/05/13,876.279
2019/05/14,883.92
2019/05/15,974.067
2019/05/16,1254
2019/05/17,1319
2019/05/18,1204
2019/05/19,1120
2019/05/20,1062
2019/05/21,999.329
2019/05/22,925.394
2019/05/23,874.486
2019/05/24,816.742
2019/05/25,751.105
2019/05/26,753.593
2019/05/27,787.983
2019/05/28,778.904
2019/05/29,856.602
2019/05/30,934.782
2019/05/31,980.312
2019/06/01,886.154
2019/06/02,781.887
2019/06/03,782.085
2019/06/04,798.288
2019/06/05,844.941
2019/06/06,782.98
2019/06/07,756.514
2019/06/08,653.844
2019/06/09,630.171
2019/06/10,606.959
2019/06/11,580.97
2019/06/12,601.067
2019/06/13,690.182
2019/06/14,743.297
2019/06/15,834.684
2019/06/16,867.076
2019/06/17,835.057
2019/06/18,859.503
2019/06/19,871.525
2019/06/20,810.535
2019/06/21,880.477
2019/06/22,945.778
2019/06/23,937.502
2019/06/24,954.383
2019/06/25,961.685
2019/06/26,1095
2019/06/27,1192
2019/06/28,1112
2019/06/29,1107
2019/06/30,1057
2019/07/01,974.154
2019/07/02,894.677
2019/07/03,841.902
2019/07/04,783.048
2019/07/05,716.448
2019/07/06,630.887
2019/07/07,638.112
2019/07/08,638.585
2019/07/09,902.789
2019/07/10,956.41
2019/07/11,1010
2019/07/12,964.701
2019/07/13,858.135
2019/07/14,856.617
2019/07/15,855.471
2019/07/16,752.565
2019/07/17,732.574
2019/07/18,738.026
2019/07/19,690.694
2019/07/20,650.294
2019/07/21,592.693
2019/07/22,572.133
2019/07/23,560.921
2019/07/24,502.034
2019/07/25,462.104
2019/07/26,556.152
2019/07/27,528.712
2019/07/28,487.751
2019/07/29,495.926
2019/07/30,497.532
2019/07/31,506.273
2019/08/01,556.103
2019/08/02,552.318
2019/08/03,513.024
2019/08/04,480.902
2019/08/05,581.435
2019/08/06,619.644
2019/08/07,607.437
2019/08/08,632.532
2019/08/09,622.881
2019/08/10,588.2
2019/08/11,544.557
