Date,transactionvalue7stdUSD
2017/01/24,290.207
2017/01/25,288.045
2017/01/26,287.746
2017/01/27,46.236
2017/01/28,67.615
2017/01/29,66.409
2017/01/30,71.961
2017/01/31,102.544
2017/02/01,119.426
2017/02/02,129.55
2017/02/03,177.49
2017/02/04,181.773
2017/02/05,193.071
2017/02/06,156.103
2017/02/07,159.007
2017/02/08,163.443
2017/02/09,163.063
2017/02/10,146.806
2017/02/11,108.425
2017/02/12,74.505
2017/02/13,76.624
2017/02/14,325.426
2017/02/15,532.624
2017/02/16,529.933
2017/02/17,527.473
2017/02/18,463.237
2017/02/19,398.754
2017/02/20,242.35
2017/02/21,256.95
2017/02/22,135.608
2017/02/23,130.996
2017/02/24,412.993
2017/02/25,397.012
2017/02/26,403.662
2017/02/27,1224
2017/02/28,1730
2017/03/01,1969
2017/03/02,2474
2017/03/03,2935
2017/03/04,2424
2017/03/05,1665
2017/03/06,1819
2017/03/07,1757
2017/03/08,1658
2017/03/09,1624
2017/03/10,1350
2017/03/11,1525
2017/03/12,3070
2017/03/13,3255
2017/03/14,3337
2017/03/15,3510
2017/03/16,5881
2017/03/17,5680
2017/03/18,6169
2017/03/19,6829
2017/03/20,7067
2017/03/21,6665
2017/03/22,6089
2017/03/23,4653
2017/03/24,4930
2017/03/25,3849
2017/03/26,2746
2017/03/27,1740
2017/03/28,1739
2017/03/29,1762
2017/03/30,2391
2017/03/31,2219
2017/04/01,2340
2017/04/02,2448
2017/04/03,2170
2017/04/04,3142
2017/04/05,3185
2017/04/06,2688
2017/04/07,4106
2017/04/08,4347
2017/04/09,3950
2017/04/10,3400
2017/04/11,3362
2017/04/12,3165
2017/04/13,1675
2017/04/14,1003
2017/04/15,1734
2017/04/16,2610
2017/04/17,2696
2017/04/18,2748
2017/04/19,3199
2017/04/20,3812
2017/04/21,3859
2017/04/22,3660
2017/04/23,2769
2017/04/24,1239
2017/04/25,1403
2017/04/26,1686
2017/04/27,2792
2017/04/28,3657
2017/04/29,4641
2017/04/30,5372
2017/05/01,7773
2017/05/02,6762
2017/05/03,6962
2017/05/04,6425
2017/05/05,6060
2017/05/06,4742
2017/05/07,3528
2017/05/08,3827
2017/05/09,3710
2017/05/10,3697
2017/05/11,3695
2017/05/12,2184
2017/05/13,3606
2017/05/14,3966
2017/05/15,4063
2017/05/16,4513
2017/05/17,5710
2017/05/18,6399
2017/05/19,5824
2017/05/20,5932
2017/05/21,5958
2017/05/22,11300
2017/05/23,10927
2017/05/24,10780
2017/05/25,9333
2017/05/26,8884
2017/05/27,7942
2017/05/28,8184
2017/05/29,4487
2017/05/30,4528
2017/05/31,8810
2017/06/01,9206
2017/06/02,9421
2017/06/03,9262
2017/06/04,7919
2017/06/05,6623
2017/06/06,5763
2017/06/07,5284
2017/06/08,4991
2017/06/09,4713
2017/06/10,6084
2017/06/11,6387
2017/06/12,10747
2017/06/13,11674
2017/06/14,11842
2017/06/15,12041
2017/06/16,11861
2017/06/17,12071
2017/06/18,13208
2017/06/19,11949
2017/06/20,9613
2017/06/21,11817
2017/06/22,10381
2017/06/23,5504
2017/06/24,5359
2017/06/25,7384
2017/06/26,7341
2017/06/27,5469
2017/06/28,5397
2017/06/29,5635
2017/06/30,5579
2017/07/01,4679
2017/07/02,3368
2017/07/03,8934
2017/07/04,10175
2017/07/05,11187
2017/07/06,11628
2017/07/07,12070
2017/07/08,12466
2017/07/09,13424
2017/07/10,9379
2017/07/11,3134
2017/07/12,3381
2017/07/13,7703
2017/07/14,10725
2017/07/15,11921
2017/07/16,9766
2017/07/17,8422
2017/07/18,6908
2017/07/19,3206
2017/07/20,3158
2017/07/21,3272
2017/07/22,9706
2017/07/23,12046
2017/07/24,12237
2017/07/25,12336
2017/07/26,12038
2017/07/27,12205
2017/07/28,12069
2017/07/29,9419
2017/07/30,4489
2017/07/31,9206
2017/08/01,9951
2017/08/02,10783
2017/08/03,10873
2017/08/04,9617
2017/08/05,4470
2017/08/06,1915
2017/08/07,1874
2017/08/08,1939
2017/08/09,3161
2017/08/10,8601
2017/08/11,21098
2017/08/12,21270
2017/08/13,20566
2017/08/14,18696
2017/08/15,17431
2017/08/16,17747
2017/08/17,19473
2017/08/18,13149
2017/08/19,11663
2017/08/20,5541
2017/08/21,2632
2017/08/22,1279
2017/08/23,1340
2017/08/24,1354
2017/08/25,1325
2017/08/26,3266
2017/08/27,8229
2017/08/28,13490
2017/08/29,13635
2017/08/30,18547
2017/08/31,17681
2017/09/01,16378
2017/09/02,12797
2017/09/03,14210
2017/09/04,14024
2017/09/05,14741
2017/09/06,4463
2017/09/07,4566
2017/09/08,3913
2017/09/09,4297
2017/09/10,5191
2017/09/11,5201
2017/09/12,5152
2017/09/13,6059
2017/09/14,5741
2017/09/15,5655
2017/09/16,5447
2017/09/17,3621
2017/09/18,4814
2017/09/19,5075
2017/09/20,4764
2017/09/21,5026
2017/09/22,5207
2017/09/23,4913
2017/09/24,5422
2017/09/25,3459
2017/09/26,1071
2017/09/27,1150
2017/09/28,1339
2017/09/29,1420
2017/09/30,1732
2017/10/01,2666
2017/10/02,2668
2017/10/03,9425
2017/10/04,10089
2017/10/05,10097
2017/10/06,9942
2017/10/07,9701
2017/10/08,8750
2017/10/09,8259
2017/10/10,3861
2017/10/11,978.552
2017/10/12,993.731
2017/10/13,2341
2017/10/14,2096
2017/10/15,2031
2017/10/16,3242
2017/10/17,3561
2017/10/18,3564
2017/10/19,3678
2017/10/20,3011
2017/10/21,2491
2017/10/22,2155
2017/10/23,2041
2017/10/24,2046
2017/10/25,1294
2017/10/26,1259
2017/10/27,4961
2017/10/28,6357
2017/10/29,7074
2017/10/30,6803
2017/10/31,5750
2017/11/01,6464
2017/11/02,7388
2017/11/03,7913
2017/11/04,7584
2017/11/05,6724
2017/11/06,5262
2017/11/07,2439
2017/11/08,2241
2017/11/09,4731
2017/11/10,4947
2017/11/11,5121
2017/11/12,5572
2017/11/13,5026
2017/11/14,4076
2017/11/15,3596
2017/11/16,2937
2017/11/17,2931
2017/11/18,2947
2017/11/19,2089
2017/11/20,2232
2017/11/21,1507
2017/11/22,1611
2017/11/23,1899
2017/11/24,1854
2017/11/25,2071
2017/11/26,1763
2017/11/27,2890
2017/11/28,4495
2017/11/29,5723
2017/11/30,5455
2017/12/01,4334
2017/12/02,3813
2017/12/03,3337
2017/12/04,3891
2017/12/05,7603
2017/12/06,7702
2017/12/07,7875
2017/12/08,8323
2017/12/09,7271
2017/12/10,6004
2017/12/11,3024
2017/12/12,3573
2017/12/13,3532
2017/12/14,4198
2017/12/15,4239
2017/12/16,3933
2017/12/17,3275
2017/12/18,1943
2017/12/19,1981
2017/12/20,2929
2017/12/21,3185
2017/12/22,3207
2017/12/23,2926
2017/12/24,2964
2017/12/25,3163
2017/12/26,3159
2017/12/27,2555
2017/12/28,2307
2017/12/29,2678
2017/12/30,3026
2017/12/31,2894
2018/01/01,2524
2018/01/02,2776
2018/01/03,2853
2018/01/04,4640
2018/01/05,5625
2018/01/06,5808
2018/01/07,4893
2018/01/08,3521
2018/01/09,3619
2018/01/10,4725
2018/01/11,4890
2018/01/12,4933
2018/01/13,5432
2018/01/14,12125
2018/01/15,12370
2018/01/16,12603
2018/01/17,12817
2018/01/18,13074
2018/01/19,13735
2018/01/20,14113
2018/01/21,4037
2018/01/22,3781
2018/01/23,2847
2018/01/24,2233
2018/01/25,2605
2018/01/26,3099
2018/01/27,3113
2018/01/28,3133
2018/01/29,3226
2018/01/30,3419
2018/01/31,3491
2018/02/01,1684
2018/02/02,1557
2018/02/03,2167
2018/02/04,3499
2018/02/05,3849
2018/02/06,3591
2018/02/07,3128
2018/02/08,3506
2018/02/09,1889
2018/02/10,1621
2018/02/11,2007
2018/02/12,2010
2018/02/13,2218
2018/02/14,1975
2018/02/15,1912
2018/02/16,1896
2018/02/17,1926
2018/02/18,1618
2018/02/19,1774
2018/02/20,1357
2018/02/21,1451
2018/02/22,1235
2018/02/23,1487
2018/02/24,1757
2018/02/25,2266
2018/02/26,2413
2018/02/27,2657
2018/02/28,2755
2018/03/01,1292
2018/03/02,1061
2018/03/03,882.212
2018/03/04,949.325
2018/03/05,541.24
2018/03/06,644.903
2018/03/07,654.03
2018/03/08,597.276
2018/03/09,605.333
2018/03/10,577.622
2018/03/11,650.962
2018/03/12,664.636
2018/03/13,890.944
2018/03/14,883.172
2018/03/15,884.299
2018/03/16,937.589
2018/03/17,977.762
2018/03/18,957.015
2018/03/19,941.145
2018/03/20,603.219
2018/03/21,582.68
2018/03/22,589.972
2018/03/23,552.499
2018/03/24,624.179
2018/03/25,536.878
2018/03/26,460.74
2018/03/27,621.233
2018/03/28,712.929
2018/03/29,741.612
2018/03/30,747.904
2018/03/31,754.147
2018/04/01,795.039
2018/04/02,892.65
2018/04/03,800.14
2018/04/04,634.13
2018/04/05,399.114
2018/04/06,242.903
2018/04/07,280.541
2018/04/08,278.529
2018/04/09,306.091
2018/04/10,269.57
2018/04/11,284.759
2018/04/12,502.567
2018/04/13,616.256
2018/04/14,559.783
2018/04/15,529.302
2018/04/16,526.758
2018/04/17,506.658
2018/04/18,508.687
2018/04/19,446.722
2018/04/20,442.684
2018/04/21,377.414
2018/04/22,357.227
2018/04/23,920.186
2018/04/24,1026
2018/04/25,1027
2018/04/26,952.048
2018/04/27,932.481
2018/04/28,890.613
2018/04/29,696.545
2018/04/30,524.573
2018/05/01,334.708
2018/05/02,492.782
2018/05/03,696.7
2018/05/04,700.887
2018/05/05,654.64
2018/05/06,576.545
2018/05/07,766.789
2018/05/08,720.861
2018/05/09,717.784
2018/05/10,647.742
2018/05/11,657.521
2018/05/12,787.007
2018/05/13,985.74
2018/05/14,647.537
2018/05/15,633.235
2018/05/16,610.175
2018/05/17,583.525
2018/05/18,545.611
2018/05/19,646.476
2018/05/20,626.85
2018/05/21,485.309
2018/05/22,485.197
2018/05/23,661.293
2018/05/24,662.035
2018/05/25,662.633
2018/05/26,646.628
2018/05/27,592.37
2018/05/28,602.068
2018/05/29,561.153
2018/05/30,384.477
2018/05/31,388.872
2018/06/01,481.787
2018/06/02,507.018
2018/06/03,693.811
2018/06/04,660.341
2018/06/05,669.55
2018/06/06,722.997
2018/06/07,738.366
2018/06/08,757.762
2018/06/09,780.45
2018/06/10,620.147
2018/06/11,620.733
2018/06/12,707.528
2018/06/13,937.93
2018/06/14,1141
2018/06/15,1200
2018/06/16,1071
2018/06/17,1225
2018/06/18,1308
2018/06/19,1342
2018/06/20,1206
2018/06/21,844.769
2018/06/22,356.906
2018/06/23,439.938
2018/06/24,369.976
2018/06/25,355.991
2018/06/26,362.614
2018/06/27,376.954
2018/06/28,390.798
2018/06/29,290.95
2018/06/30,298.263
2018/07/01,381.399
2018/07/02,389.029
2018/07/03,482.706
2018/07/04,596.486
2018/07/05,612.725
2018/07/06,665.327
2018/07/07,604.397
2018/07/08,471.941
2018/07/09,475.019
2018/07/10,470.453
2018/07/11,460.788
2018/07/12,441.191
2018/07/13,253.355
2018/07/14,321.464
2018/07/15,369.815
2018/07/16,313.658
2018/07/17,306.807
2018/07/18,402.722
2018/07/19,402.166
2018/07/20,409.754
2018/07/21,404.225
2018/07/22,433.327
2018/07/23,432.934
2018/07/24,408.901
2018/07/25,308.258
2018/07/26,309.185
2018/07/27,213.767
2018/07/28,320.741
2018/07/29,391.073
2018/07/30,379.437
2018/07/31,727.89
2018/08/01,727.744
2018/08/02,726.397
2018/08/03,733.437
2018/08/04,728.402
2018/08/05,723.765
2018/08/06,728.378
2018/08/07,270.702
2018/08/08,509.852
2018/08/09,546.679
2018/08/10,560.576
2018/08/11,500.454
2018/08/12,504.395
2018/08/13,492.538
2018/08/14,510.322
2018/08/15,439.492
2018/08/16,488.92
2018/08/17,473.088
2018/08/18,532.788
2018/08/19,580.157
2018/08/20,543.33
2018/08/21,408.926
2018/08/22,325.377
2018/08/23,324.127
2018/08/24,248.419
2018/08/25,251.555
2018/08/26,212.382
2018/08/27,215.834
2018/08/28,216.502
2018/08/29,223.591
2018/08/30,224.464
2018/08/31,232.022
2018/09/01,233.66
2018/09/02,249.438
2018/09/03,276.745
2018/09/04,598.231
2018/09/05,627.045
2018/09/06,661.83
2018/09/07,653.347
2018/09/08,577.284
2018/09/09,436.025
2018/09/10,427.668
2018/09/11,265.362
2018/09/12,306.112
2018/09/13,252.245
2018/09/14,242.238
2018/09/15,289.988
2018/09/16,347.491
2018/09/17,351.214
2018/09/18,353.708
2018/09/19,201.312
2018/09/20,192.759
2018/09/21,399.891
2018/09/22,389.031
2018/09/23,356.328
2018/09/24,360.558
2018/09/25,355.525
2018/09/26,318.599
2018/09/27,331.96
2018/09/28,131.226
2018/09/29,133.87
2018/09/30,155.973
2018/10/01,130.078
2018/10/02,188.833
2018/10/03,165.121
2018/10/04,157.717
2018/10/05,138.273
2018/10/06,162.854
2018/10/07,169.924
2018/10/08,193.177
2018/10/09,192.888
2018/10/10,197.05
2018/10/11,421.765
2018/10/12,418.818
2018/10/13,409.425
2018/10/14,405.04
2018/10/15,578.5
2018/10/16,568.925
2018/10/17,563.795
2018/10/18,510.371
2018/10/19,525.694
2018/10/20,494.741
2018/10/21,434.316
2018/10/22,249.065
2018/10/23,229.333
2018/10/24,229.181
2018/10/25,215.157
2018/10/26,204.283
2018/10/27,267.122
2018/10/28,275.799
2018/10/29,278.281
2018/10/30,279.953
2018/10/31,277.587
2018/11/01,183.659
2018/11/02,202.372
2018/11/03,192.007
2018/11/04,154.338
2018/11/05,242.526
2018/11/06,238.413
2018/11/07,273.651
2018/11/08,257.308
2018/11/09,258.375
2018/11/10,234.125
2018/11/11,282.683
2018/11/12,240.323
2018/11/13,239.083
2018/11/14,340.996
2018/11/15,420.157
2018/11/16,416.919
2018/11/17,416.575
2018/11/18,357.951
2018/11/19,490.531
2018/11/20,544.759
2018/11/21,539.164
2018/11/22,563.282
2018/11/23,570.85
2018/11/24,544.896
2018/11/25,531.002
2018/11/26,439.515
2018/11/27,242.023
2018/11/28,177.881
2018/11/29,196.146
2018/11/30,1884
2018/12/01,2444
2018/12/02,2539
2018/12/03,2580
2018/12/04,2598
2018/12/05,2618
2018/12/06,2635
2018/12/07,2051
2018/12/08,257.733
2018/12/09,225.492
2018/12/10,235.469
2018/12/11,238.267
2018/12/12,253.861
2018/12/13,226.272
2018/12/14,47.955
2018/12/15,114.158
2018/12/16,132.226
2018/12/17,174.087
2018/12/18,203.365
2018/12/19,307.602
2018/12/20,382.341
2018/12/21,429.917
2018/12/22,367.7
2018/12/23,266.445
2018/12/24,301.995
2018/12/25,292.052
2018/12/26,330.401
2018/12/27,320.037
2018/12/28,285.851
2018/12/29,324.438
2018/12/30,361.325
2018/12/31,300.749
2019/01/01,311.987
2019/01/02,301.243
2019/01/03,301.265
2019/01/04,422.352
2019/01/05,577.336
2019/01/06,536.98
2019/01/07,504.588
2019/01/08,465.159
2019/01/09,486.365
2019/01/10,469.139
2019/01/11,438.06
2019/01/12,290.283
2019/01/13,323.104
2019/01/14,321.964
2019/01/15,326.675
2019/01/16,325.596
2019/01/17,323.527
2019/01/18,227.618
2019/01/19,256.12
2019/01/20,268.905
2019/01/21,211.175
2019/01/22,201.388
2019/01/23,107.977
2019/01/24,122.709
2019/01/25,127.575
2019/01/26,131.314
2019/01/27,131.484
2019/01/28,180.737
2019/01/29,166.576
2019/01/30,165.655
2019/01/31,157.979
2019/02/01,160.448
2019/02/02,176.644
2019/02/03,194.852
2019/02/04,161.767
2019/02/05,179.428
2019/02/06,169.917
2019/02/07,127.723
2019/02/08,167.358
2019/02/09,162.113
2019/02/10,174.702
2019/02/11,186.556
2019/02/12,138.432
2019/02/13,138.778
2019/02/14,122.169
2019/02/15,114.551
2019/02/16,135.543
2019/02/17,142.888
2019/02/18,310.655
2019/02/19,365.096
2019/02/20,363.92
2019/02/21,350.69
2019/02/22,326.82
2019/02/23,241.714
2019/02/24,251.838
2019/02/25,281.086
2019/02/26,305.333
2019/02/27,312.941
2019/02/28,310.203
2019/03/01,337.093
2019/03/02,372.006
2019/03/03,347.3
2019/03/04,219.99
2019/03/05,216.182
2019/03/06,126.16
2019/03/07,97.159
2019/03/08,119.949
2019/03/09,83.439
2019/03/10,76.788
2019/03/11,106.332
2019/03/12,107.86
2019/03/13,114.831
2019/03/14,114.328
2019/03/15,104.771
2019/03/16,87.338
2019/03/17,84.366
2019/03/18,90.384
2019/03/19,121.701
2019/03/20,141.496
2019/03/21,141.556
2019/03/22,155.773
2019/03/23,169.511
2019/03/24,181.053
2019/03/25,173.838
2019/03/26,144.763
2019/03/27,128.861
2019/03/28,128.06
2019/03/29,114.67
2019/03/30,92.736
2019/03/31,77.331
2019/04/01,57.8
2019/04/02,225.943
2019/04/03,343.844
2019/04/04,332.287
2019/04/05,326.571
2019/04/06,323.658
2019/04/07,279.988
2019/04/08,301.448
2019/04/09,312.394
2019/04/10,285.07
2019/04/11,287.571
2019/04/12,309.786
2019/04/13,368.749
2019/04/14,397.767
2019/04/15,296.922
2019/04/16,215.163
2019/04/17,172.224
2019/04/18,163.608
2019/04/19,162.157
2019/04/20,133.491
2019/04/21,128.281
2019/04/22,97.018
2019/04/23,117.157
2019/04/24,230.963
2019/04/25,250.664
2019/04/26,382.832
2019/04/27,364.132
2019/04/28,346.532
2019/04/29,323.556
2019/04/30,321.747
2019/05/01,322.65
2019/05/02,341.57
2019/05/03,144.265
2019/05/04,149.031
2019/05/05,178.805
2019/05/06,152.568
2019/05/07,270.191
2019/05/08,287.24
2019/05/09,272.516
2019/05/10,270.23
2019/05/11,385.011
2019/05/12,307.896
2019/05/13,326.71
2019/05/14,324.204
2019/05/15,401.688
2019/05/16,835.776
2019/05/17,769.855
2019/05/18,835.243
2019/05/19,827.063
2019/05/20,838.995
2019/05/21,838.296
2019/05/22,859.479
2019/05/23,376.218
2019/05/24,153.831
2019/05/25,238.044
2019/05/26,238.066
2019/05/27,243.26
2019/05/28,233.175
2019/05/29,320.026
2019/05/30,388.555
2019/05/31,379.946
2019/06/01,397.586
2019/06/02,493.983
2019/06/03,489.486
2019/06/04,486.75
2019/06/05,475.343
2019/06/06,441.609
2019/06/07,391.352
2019/06/08,472.087
2019/06/09,447.291
2019/06/10,435.66
2019/06/11,398.487
2019/06/12,237.76
2019/06/13,345.854
2019/06/14,376.975
2019/06/15,331.009
2019/06/16,312.641
2019/06/17,296.617
2019/06/18,230.854
2019/06/19,199.707
2019/06/20,254.017
2019/06/21,321.076
2019/06/22,359.238
2019/06/23,359.993
2019/06/24,312.986
2019/06/25,312.694
2019/06/26,482.138
2019/06/27,432.094
2019/06/28,487.128
2019/06/29,485.411
2019/06/30,481.407
2019/07/01,531.889
2019/07/02,576.073
2019/07/03,450.337
2019/07/04,233.72
2019/07/05,299.388
2019/07/06,278.485
2019/07/07,237.126
2019/07/08,228.596
2019/07/09,780.042
2019/07/10,794.495
2019/07/11,797.345
2019/07/12,769.264
2019/07/13,757.738
2019/07/14,743.085
2019/07/15,713.076
2019/07/16,418.854
2019/07/17,382.629
2019/07/18,308.344
2019/07/19,336.152
2019/07/20,314.273
2019/07/21,305.962
2019/07/22,206.016
2019/07/23,206.543
2019/07/24,233.607
2019/07/25,154.528
2019/07/26,307.635
2019/07/27,316.978
2019/07/28,337.102
2019/07/29,334.277
2019/07/30,331.366
